"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"p__Bacillota"	359	2276	2046	56	1160	2803	1636	2712	2701	2764	1868	2331	2715	615	2391	2490	2445	2438	2705	1903	2475	5811	1358	1610	2774	3406	2533	240	2532	1451	1726	1088	1687	2645	1883	2119	2267	2059	2685	2729	2884	2043	2396	2475	3060	1964	2229	3268	2916	2809	1908	2689	3081	2663	2924	2662	498	2533	3000	2791	3265	1645	3206	2985	3253	1460	2079
"p__Bacteroidota"	2285	624	1357	11	22	719	1534	856	724	1042	740	537	1065	178	1022	822	491	1197	1193	710	840	1195	216	978	552	139	1191	2007	1145	2126	1833	272	1740	669	1378	1560	1424	1512	1219	1100	957	581	874	1257	466	1659	788	610	677	982	1709	745	552	1161	849	1037	280	244	829	667	572	1044	394	721	586	2272	623
"p__Pseudomonadota"	541	502	569	3932	2814	397	425	397	333	106	522	1090	196	3207	525	590	1058	338	83	1379	602	291	2421	1289	627	364	121	1489	210	191	111	2616	534	636	624	257	229	307	71	157	104	1364	679	146	467	278	916	88	398	165	356	486	359	172	164	272	3197	1178	144	530	148	1301	112	133	100	211	1203
"p__Fusobacteriota"	0	581	4	0	2	23	345	19	197	56	817	39	11	0	40	84	0	18	14	0	34	597	0	28	27	1	114	0	94	37	62	5	0	21	57	4	71	115	7	2	48	7	0	112	1	27	21	16	1	17	3	37	0	0	14	21	2	28	11	0	0	2	37	57	48	22	25
"p__Actinomycetota"	804	13	20	0	1	56	23	14	23	27	51	2	10	0	22	12	5	5	4	4	49	86	5	91	5	84	23	260	19	193	267	10	37	15	56	59	6	5	17	11	5	5	47	6	5	61	45	14	8	19	20	39	7	3	46	7	9	15	11	12	14	8	250	94	5	35	62
"p__Mycoplasmatota"	0	0	1	0	0	0	26	0	11	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	11	0	12	2	0	0	0	3	0	12	0	0	2	0	0	0	0	0	0	0	0	7	0	2	0	5	0	1	0	0	0	0	10	0	0	0	0	0	0	9	4	0	1
"p__Campylobacterota"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
