"ID"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"hera_24"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"njc11"	0	0	0.09	0	0.04	0.16	0.04	0	0	0	0.04	0.04	0	1.29	0	0.02	0.02	0	0	0.04	0.02	0.07	0	0.02	0.07	0.04	0	0.04	0.2	0.04	0.04	0.04	0.09	0	0.07	0	0	0.07	0.14	0	0.07	0.11	0.04	0.04	0.09	0	0	0.07	0.18	0	0	0.02	0.09	0.16	0.13	0.02	0.09	0	0.2	0.11	0.16	0.09	0.09	0.11	0.13	0.04	0.07	0.04	0.22	0	0.02	0.2	0.02	0.04	0.2	0	0.47	0.02	0.09	0.04	0.02	0.11	0.04	0.04	0	0.04	0.02	0	0.07	0.02	0	0.04	0.04	0.07	0.27	0	0.02	0.04	0.04	0.04	0	0.16	0.04	0.13	0.18	0.04	0.29	0.02	0.02	0.07	0.02
"njc12"	37.51	29.37	47.85	24.78	43.08	46.62	52.5	22.31	30.53	4.25	19.56	31.2	61.25	5.86	26.2	19.29	29.22	18.07	45.24	27.4	4.16	24.51	1.71	19.16	12.04	43.51	21.08	15.76	21.06	24.94	1.91	14.18	46.87	25.59	24.71	18.44	30.49	24.36	18.67	1.27	22.78	16.77	0.78	18.32	12.87	28.67	1.53	38.74	17.11	4.47	15.23	12.96	12	22.26	38.39	6.34	21.97	21.74	19.78	34.72	17.07	11.27	12.58	7.14	32.63	31.35	22.02	10.34	17.85	1.58	17.94	31.87	19.8	23.01	14.74	27.48	14.68	20.25	9.94	34.37	6.65	14.48	31.58	24.31	33.33	24.14	22.47	3.64	16.8	27.82	23.72	28.72	19.02	17.82	21.61	3.56	15.18	20.99	16.6	16.18	21.72	25.51	44.57	28.71	20.76	35.27	19.85	27.57	9.04	30.7	16.2
"njc13"	0	0.02	0	0	0.51	0	0	0	0	0	0	0	0.02	0.71	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0.65	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.13	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.2	0	0	0
"njc14"	0	0.07	0	0.24	0.31	0.02	0.02	0.09	0.22	0	0	0.02	0.96	0.07	0	0	0	0	1.6	0.04	0	0.04	0	0.02	0	0	0.04	0	0.02	0	0.02	0	0	0	0.16	0.02	0	0	0	0	0.02	0	0	0	0	0.15	0.02	0.02	0	0	0.04	0.09	0.09	0	0	0.02	0.02	0	0	0.04	0.02	0.11	0	0	0	0.04	0.02	0.22	0	0	0.02	0	0	0	0.02	0	0	0.16	0.13	0	0.02	0	0.07	0	0.02	0.02	0	0.02	0	0	0	0	0.07	0.02	0.22	0.07	0.07	0.04	0	0	0.67	0	0.02	0.02	0	0	0.01	0.18	0	0	0.22
"njc15"	0	0.07	0	0	0.04	0	0	0	0	0	0	0	0.96	0.02	0	0	0	0	1.6	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.07	0.02	0	0	0.02	0	0	0	0	0	0	0.07	0	0	0
"njc16"	0.16	10.78	3.76	7.39	5.94	0.64	6.89	1.47	1.16	0.09	2.83	3.09	31.23	6.71	3.76	0.38	3.87	1.44	13.03	4.42	0.4	9.99	0.78	0.47	0.6	1.96	0.02	1.8	1.67	9.49	0.18	0	2.34	1	3.78	1.04	4.69	0.38	9.11	0.18	1.18	2.62	0.22	1.56	4.56	44.92	0.11	1.02	1.27	0.78	1.4	1.22	11.04	1.45	6.17	2.65	0.6	0.42	3.65	0.96	1.51	1.07	2.11	0.82	8.4	1.36	2.29	0.27	4.76	0.38	1.73	4.23	15.58	0.49	3.18	1.69	2.51	28.1	5.03	2.56	0.49	1.33	0.51	4.67	0.27	1.58	0.38	0.33	0.4	7.64	0.93	2	1.78	7.45	1.53	0.36	0.76	4.91	1.53	3.58	27.41	12.48	0.07	4.93	4.21	0.13	1.28	31.61	7.42	40.35	1.42
"njc17"	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	1.38	1.32	0	0	0	0	0.78	0.02	0	0	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0.06	0	0	0	0	0.13	0	0	0	0	0.02	0.04	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0.02	0.02	0	0	0	0.09	0.02	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.47	0.02	0	0.13	0	0	0	0.04	0	0	0.07	0.04	0.18	0
"njc18"	0	0	0.02	0	0.02	0.02	0.02	0	0	0	0.02	0.04	0	0	0	0	0.02	0	0	0	0	0.04	0	0.02	0.02	0.04	0	0.02	0.07	0.04	0	0.02	0.04	0	0.02	0	0	0.02	0.03	0	0.02	0.04	0	0	0.02	0	0	0.02	0.04	0	0	0.02	0.04	0.02	0.09	0	0.02	0	0.09	0.07	0.04	0.02	0.04	0.04	0.07	0.02	0.04	0.02	0.04	0	0	0.04	0.02	0	0.04	0	0.16	0	0.04	0.04	0	0.02	0.02	0.02	0	0	0	0	0.04	0.02	0	0.04	0.02	0.02	0.09	0	0.02	0.02	0.02	0.04	0	0.09	0.02	0.02	0.04	0.02	0.08	0.02	0	0.02	0
"njc19"	0	0.07	0	0	0.38	0	0.98	0	0	0	0.16	0.31	0	0.09	0	0	0.33	0	0	0.24	0	0.16	0	0	0	0.42	0	0	0.04	0	0	0	0.24	0	0.4	0	0	0	0.01	0	0.27	0	0	0	0	0	0	0	0	0	0	0.02	0.36	0	0.69	0	0	0	0.02	0	0	0	0	0	0.51	0	0.13	0	0.09	0	0	0.38	0	0	0.04	0.04	0	0.44	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0.07	0.6	1.09	0	0.02	0	0	0.08	1	0.07	0	0.09
"njc20"	0.27	0.42	0.24	1.13	1.45	0.22	9.56	3.94	1.85	2.27	2.22	2.65	0	0.11	0	0.84	4.2	1.67	0	0.49	0.78	8.74	0.36	0.53	1.31	2.05	0.56	2.36	0.2	0.58	0.04	0.02	1.49	0.58	1	0.71	2.04	1.22	2.4	0.24	0.98	0.44	0.16	1.29	0.56	0	0.09	0.67	0.47	0.31	0.13	0.93	0.52	0.18	4.75	2.58	0.09	0.49	0.73	2.51	1.98	0.67	1.36	1.07	5.85	0.18	0.67	0.22	1.29	0.22	1.51	3.23	2.38	0.27	0.89	1.11	3.43	1.29	0.4	0.38	0.18	3.31	0.02	0.98	0.09	0.73	0.42	0.4	4.27	1.44	0.47	1.45	0.13	0.16	0.93	0.49	0.62	0.2	0.51	2.18	2.14	8.25	0.38	0.56	2.38	0.29	0.87	3.33	0.16	0.09	0.24
"njc21"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc22"	0	0	0.02	0.09	0.07	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.07	0	0	0	0	0	0	0	0	0.02	0.04	0	0.02	0.02	0	0.02	0.07	0	0	0	0.04	0	0	0	0.04	0	0.02	0	0	0.02	0.07	0.02	0.02	0	0.02	0	0.04	0	0	0.04	0.04	0	0	0.09	0	0.02	0.02	0	0.09	0	0	0	0	0.04	0.02	0	0	0	0	0	0.02	0	0	0	0	0.02	0.07	0	0	0.02	0	0	0.02	0.02	0	0.02	0.07	0	0.07	0	0	0	0
"njc23"	0	0.07	0	0	0.89	0	0	0	0	0	0	0	0.96	0.02	0	0	0	0	1.6	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0	0	0	0	0	0.65	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.07	0.04	0	0	0.04	0	0	0	0.02	0	0	0.27	0	0	0
"njc24"	0	0	0.02	0	0.02	0	0	0	0	0	0	0	1.38	0	0	0	0	0	0.78	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0.04	0	0	0	0	0.13	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0.02	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.47	0.02	0	0.11	0	0	0	0.04	0	0	0.07	0.02	0.13	0
"njc25"	0	0.07	0	0.02	0.4	0	1.98	0.04	0	0.02	0.18	0.49	0	0.09	0	0	0.67	0.02	0	0.24	0.02	0.36	0	0	0.02	0.62	0	0	0.04	0	0	0	0.31	0.02	0.49	0	0	0.02	0.07	0	0.27	0	0	0	0	0	0	0.02	0	0	0.04	0.04	0.38	0	0.87	0	0.04	0	0.02	0	0.07	0	0.02	0	0.87	0.07	0.16	0	0.11	0	0.07	0.65	0.09	0	0.04	0.11	0.02	0.49	0	0	0	0.02	0	0.09	0.02	0.04	0	0	0.02	0.02	0	0.33	0	0	0.04	0	0	0	0.02	0.18	0.62	1.53	0	0.02	0.11	0	0.16	1.18	0.07	0	0.09
"njc26"	0.58	0.82	5.67	19.69	21.66	2.65	4.85	0.44	0.91	0.04	13.73	0.51	1	0.09	0.04	0.2	0.89	0.13	2.07	0.69	0.33	1.46	0	0.16	0.11	2.82	19.39	0.22	0.76	0.27	0.09	0.07	1.78	0.69	0.93	0.22	0.04	0.2	0.31	0	0.91	0.58	0.07	0.8	0.36	0.15	0.04	1.27	0.47	0.09	3.85	1.76	11.04	0.51	3.37	0.04	2.51	0.04	0.58	0.47	1.29	0.33	0.56	1.58	2.29	3	0.76	1.09	0.8	0.02	0.27	2.11	0.24	0.42	0.69	1.29	0.78	0.4	0.98	0.24	0.09	0.44	0.78	0.51	0.51	0.49	0.27	0.04	0.29	0.24	0.84	1.56	0.67	0.4	0.82	0.09	0.98	0.24	0.4	0.78	1.25	0.73	0.31	0.64	1.8	0.82	2.71	2.25	0.02	0.13	2.38
"njc27"	0	0	0.02	0	0.13	0	0	0	0	0	0	0	1.38	65.37	0	0	0	0	0.78	0.02	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0.04	0	0	0	0	0.13	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0.02	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.47	0.02	0	0.11	0	0	0	0.04	0	0	0.07	0.02	0.13	0
"njc28"	37.31	22.63	44.58	19.62	38.67	46.15	31.74	20.91	29.55	4.41	17.4	28.15	21.23	1.47	24.19	19.12	27.35	17.56	26.49	21.73	3.38	28.14	1.45	19.07	11.87	42.24	20.68	14.87	20.11	19.4	1.73	14.16	46.43	25.19	21.37	18.53	28.51	24.09	14.76	1.24	23.38	15.19	0.69	18.54	10.93	1.89	1.47	36.02	16.42	4.18	14.96	12.98	12.61	21.55	37.18	6.21	21.79	21.68	17.64	36.03	16.47	10.55	12.72	7.14	30.9	30.89	21.67	9.98	17.36	1.58	14.9	30.36	13.47	22.56	14.18	26.64	13.43	4.8	9.99	34.22	6.6	13.7	30.89	25.08	32.98	24.37	22.22	3.58	16.49	27.73	24.78	27.79	17.98	15.33	20.97	3.6	15.27	17.43	15.67	15.38	5.93	22.22	45.4	26.18	19.92	34.85	18.93	8.51	5.69	9.12	14.51
"njc29"	0.04	0.02	0.09	0.04	0.02	0.04	0.04	0.07	0.09	0	0.02	0.11	0	0	0	0.09	0.11	0.09	0	0	0.09	0.07	0	0.02	0.13	0.18	0.02	0.02	0.11	0.09	0	0.11	0.07	0	0.07	0.04	0.07	0.13	0.11	0	0.16	0.13	0.02	0.13	0.18	0	0.02	0.07	0.13	0.07	0	0.04	0.07	0.11	0.16	0	0.07	0	0.11	0.07	0.11	0.02	0.09	0.2	0.16	0.02	0.04	0.04	0.09	0.02	0.11	0.11	0.09	0.04	0.2	0.11	0.38	0.02	0.07	0.13	0.04	0.13	0.02	0.13	0	0.04	0.13	0.04	0.13	0.04	0.04	0.11	0.02	0.07	0.22	0	0.02	0.02	0.07	0.11	0.07	0.18	0.02	0.13	0.13	0.13	0.22	0.04	0	0.07	0.02
"njc30"	0	0.13	0.02	0.24	0.58	0.02	1	0.09	0.22	0	0.16	0.33	2.34	0.16	0	0	0.33	0	2.38	0.31	0	0.2	0	0.02	0	0.42	0.04	0	0.07	0.02	0.02	0	0.24	0	0.56	0.02	0	0	0.03	0	0.29	0.02	0	0	0.02	0.19	0.02	0.02	0	0	0.18	0.11	0.45	0	0.69	0.02	0.07	0	0.02	0.04	0.04	0.11	0	0	0.51	0.13	0.16	0.22	0.09	0	0.02	0.38	0	0.02	0.07	0.04	0	0.64	0.16	0	0.02	0	0.27	0.09	0.02	0.02	0	0.02	0	0	0	0.22	0.56	0.02	0.22	0.07	0.07	0.49	0.02	0.07	1.32	1.09	0.02	0.04	0.04	0	0.09	1.18	0.09	0.13	0.31
"njc31"	0	0.07	0	0	0.04	0	0	0	0	0	0	0	0.96	0.02	0	0	0	0	1.6	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.07	0.02	0	0	0.02	0	0	0	0	0	0	0.07	0	0	0
"njc32"	0	0.13	0.02	0.24	0.58	0.02	1	0.09	0.22	0	0.16	0.33	2.34	0.16	0	0	0.33	0	2.38	0.31	0	0.2	0	0.02	0	0.42	0.04	0	0.07	0.02	0.02	0	0.24	0	0.56	0.02	0	0	0.03	0	0.29	0.02	0	0	0.02	0.19	0.02	0.02	0	0	0.18	0.11	0.45	0	0.69	0.02	0.07	0	0.02	0.04	0.04	0.11	0	0	0.51	0.13	0.16	0.22	0.09	0	0.02	0.38	0	0.02	0.07	0.04	0	0.64	0.16	0	0.02	0	0.27	0.09	0.02	0.02	0	0.02	0	0	0	0.22	0.56	0.02	0.22	0.07	0.07	0.49	0.02	0.07	1.32	1.09	0.02	0.04	0.04	0	0.09	1.18	0.09	0.13	0.31
"njc33"	0	0.07	0.02	0.09	0.11	0.02	0	0.02	0	0	0	0	0.96	0.02	0	0	0	0	1.6	0	0.02	0	0	0	0	0.02	0.02	0	0.07	0	0	0	0	0	0	0	0	0.02	0.04	0	0.02	0.02	0	0.02	0.07	5.34	0	0	0.04	0	0	0	0.04	0	0.02	0	0.02	0.02	0.07	0.02	0.02	0	0.02	0	0.04	0	0	0.27	0.04	0	0	0.09	0	0.02	0.02	0	0.09	0.13	0	0	0	0.04	0.02	0	0	0	0	0	0.02	0	0	0	0.04	0.02	0.07	0	0.07	0.04	0	0	0.04	0.02	0	0.02	0.07	0	0.07	0.07	0	0	0
"njc34"	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.07	0	0.04	0	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0.09	0	0	0.07	0	0.02	0	0	0.02	0	0	0	0	0
"njc35"	0	0.07	0	0.02	0.4	0	1.98	0.04	0	0.02	0.18	0.49	0	0.09	0	0	0.67	0.02	0	0.24	0.02	0.36	0	0	0.02	0.62	0	0	0.04	0	0	0	0.31	0.02	0.49	0	0	0.02	0.07	0	0.27	0	0	0	0	0	0	0.02	0	0	0.04	0.04	0.38	0	0.87	0	0.04	0	0.02	0	0.07	0	0.02	0	0.87	0.07	0.16	0	0.11	0	0.07	0.65	0.09	0	0.04	0.11	0.02	0.49	0	0	0	0.02	0	0.09	0.02	0.04	0	0	0.02	0.02	0	0.33	0	0	0.04	0	0	0	0.02	0.18	0.62	1.53	0	0.02	0.11	0	0.16	1.18	0.07	0	0.09
"njc36"	0	0	0	0	0.02	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.2	0	0	0
"njc37"	0.31	0.44	0.62	2.67	1.51	0.42	27.98	4.65	2.47	0.04	2.83	5.2	0	0.18	0	0.51	5.78	0.16	0.02	0.31	1.02	8.02	0.24	0	0.69	2.31	0.98	0.02	0.11	0.04	0.09	0.11	0.71	0.22	0.78	0.6	0.07	0.16	0.22	0.24	0.49	0.09	0.09	1.22	0.13	0.1	0.07	1.11	0.09	0.09	0.09	0.8	0.72	0.11	3.05	0.2	0.18	0	0.09	0.02	4.07	0.71	0.2	0.16	3.36	0.29	0.18	0.04	0.18	0.11	2.62	2.42	0.18	0.04	0.22	0.4	0.29	1.31	0.22	0.11	0.09	0.13	0.2	0.31	0.09	0.18	0.13	0.24	0.13	0.07	0.58	1.25	0.13	0.13	0.78	0.18	0.02	0.04	0.04	1.2	2.27	8.32	0.16	0.11	0.2	0.38	0.58	3.98	0.2	0.04	0.67
