"ID"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"njc37"	0	0	0	0.05	0.09	0.07	0.05	0.18	0.03	0.18	0.1	0.1	0.08	0.05	0.18	0	0	0.03	0.05	0.05	0.1	0.03	0.1	0.25	0.07	0.1
"njc38"	0	0	0	0.03	0.03	0.03	0	0.03	0	0.1	0	0	0	0	0.13	0	0	0	0.03	0	0.03	0	0.03	0.1	0	0.03
"njc39"	0	0	0	0	0.05	0	0.05	0.18	0	0.05	0.1	0.04	0.05	0	0.05	0	0	0	0.03	0.03	0	0	0.1	0.13	0.03	0.08
"njc40"	28.6	29.38	16.17	38.16	15.56	15.85	18.58	44.66	11.65	11.83	42.85	26.9	36.14	16.8	15.15	15.28	12.88	29.77	26.31	28.31	9.93	31.02	18.9	29.25	26.48	6.1
"njc41"	0	0	0	0.05	0.1	0.1	0.05	0.2	0.03	0.18	0.1	0.1	0.08	0.05	0.18	0	0	0.03	0.05	0.05	0.13	0.03	0.1	0.25	0.07	0.1
"njc42"	0	0	0	0	0.01	0	0	0.15	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.08
"njc43"	23.05	22.85	8.86	21.78	9.85	10.18	13.28	37.2	8.2	8.68	38.17	16.19	26.59	10.63	11.33	12.28	10.5	17.85	15.43	23.21	6.7	17.66	14.18	20.72	16	5.33
"njc44"	28.58	29.32	15.72	38.06	15.4	15.7	18.48	44.56	11.53	11.73	42.17	26.87	36.14	16.58	14.93	15.25	12.85	29.27	25.81	28.23	9.78	30.57	18.25	28.75	26.15	6.08
"njc45"	0	0	0	0	0.01	0	0.03	0.18	0	0	0.05	0.01	0	0.03	0	0	0	0	0	0	0	0.03	0	0.03	0.03	0.08
"njc46"	0.05	0.03	1.2	0.25	0.33	0.03	0.78	0.38	0.05	0.3	2.05	0.2	0.2	0	0.13	0.22	0	0.03	0.08	0.05	0	0.03	2.68	1.68	0.07	0.15
"njc47"	27.68	51.58	10.29	22.56	19.16	12.15	13.35	38.12	11.9	47.26	38.5	17.02	27.24	11.38	11.4	12.28	37.11	17.85	15.4	29.01	14.63	18.03	14.1	29.95	20.8	12.51
"njc48"	0	0	0	0	0.03	0.03	0	0	0	0.1	0	0	0	0	0.13	0	0	0	0	0	0.03	0	0	0.1	0	0.03
"njc49"	28.52	29.3	14.49	37.88	15.12	15.68	17.68	44.38	11.48	11.48	40.33	26.73	35.94	16.53	14.85	15.03	12.85	29.24	25.78	28.23	9.78	30.52	15.88	27.22	26.1	6.05
"njc50"	0	0	0.2	0.08	0.01	0	0	0.38	0	0.08	0.2	0.03	0.03	0	0.05	0.05	0	0	0	0	0	0	0	0.38	0.05	0.08
"njc51"	0.1	0.38	0.88	1.35	0.39	0.85	1.52	1.1	1	1	1.8	0.78	0.83	0.68	1.25	0.8	0.35	0.9	0.55	0.4	0.68	0.05	4.88	1.05	0.6	0.45
