"Taxa"	"Ginger_2"	"Padme_5"	"Padme_6"	"Ginger_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ginger_24"	"Henry_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Henry_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Joans_49"	"Marshmallow_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Ivy_67"	"Franc_68"
"Acetate -- Production"	0.0666774733884476	0.054678007290401	0.0520311563810665	0.0589436713813969	0.0519931329824363	0.0522004054167516	0.0596823421917222	0.0517952489049461	0.0527933465919364	0.0500680792107589	0.0531708818364502	0.0522919793661474	0.0467625508819539	0.0515359950351676	0.0463836850841831	0.0618341219844979	0.0128359582064705	0.0509334889148191	0.0503366856143419	0.0504393236074271	0.0548879571488756	0.050207193388127	0.0489846444044917	0.0474335884736605	0.0497819112504957	0.0512402327109856	0.0501180792442928	0.052000800892423	0.0514006985071987	0.0506588896089868	0.050216432621375	0.0495693234938187	0.053132523374951	0.0488129154795821	0.0490546079598043	0.056656367544331	0.0500747814081914	0.0507885871023523	0.0505093038177735	0.0490312965722802	0.0459645313065509	0.049468194137609	0.0475276444815356	0.0442678774120318	0.0494595479855879	0.0575698962546158	0.0594535569908461	0.0496887505558026	0.0478976181190507	0.0353054810714183	0.0472581526689743	0.0361947276346745	0.0498593208139763	0.0517941402392187	0.0508914716407512	0.0504029121682586	0.05063173325267	0.0508283035828946	0.049690417971487	0.0504675426200427	0.0426120036125783	0.0505043526323062	0.0485278080697928	0.0462381004888448	0.0507302075326672	0.0510646341628073	0.0506668109394866	0.051165826594626	0.0483282808312464	0.0533123289942791	0.048868617462386	0.0561262050832603	0.0496900379643423	0.0465444707071608	0.0450022728420627	0.0443820224719101	0.0467082197117257	0.0524129911122186	0.0543907865462636	0.0439654154475918	0.0466844512195122	0.0518358262772452	0.0498894620486367	0.0504395723340028	0.0502267066862507	0.0515461108840757	0.0345115212178084	0.0495681090916696	0.0496310522591732	0.0507399577167019	0.0495049504950495	0.0499616964969705	0.049717999019127	0.0482252761149987	0.0455192833851805	0.049213241817248	0.0486213216781808	0.0475260140157146	0.0499188575137942	0.0479641586506786	0.0504585892527612	0.0447101554087717	0.0471380471380471	0.0301309643740269	0.0505477205641194	0.0494577201746096	0.041640437387797	0.0497778187092764	0.04675597583399	0.0508089612554017	0.0487006737247353	0.0394679268399405	0.0515883977900552	0.0521146245059289	0.0505401629008622	0.0849822503472758	0.0527557727962245	0.0394015809126618	0.0517824697700645	0.0528397696539289
"D-Glucose (Glucose) -- Consumption"	0.0286648295239639	0.027298501417578	0.0278729778310366	0.0358090438832579	0.0255815269681363	0.0382267215218721	0.0335348665409514	0.0480225085526105	0.0400168745856687	0.0373360724267253	0.0443905353295798	0.0489450166485517	0.043842605156038	0.0514756585298579	0.0427317998577188	0.0409905071559207	0.0051256215363722	0.0483858420847919	0.0508963707914298	0.0351873342175066	0.0438742552209762	0.042995489823485	0.0498983170738896	0.0465781179648807	0.0493853862513969	0.0494145712129695	0.0461821044345316	0.0431623809387603	0.046154526297175	0.0506588896089868	0.0439165159428537	0.0495693234938187	0.0459100834219809	0.0454415954415954	0.0470712680153378	0.0421648307361634	0.0500747814081914	0.0466742196118184	0.0500080205325634	0.0459678754760722	0.0448787549764748	0.0481472202610062	0.0491550177341957	0.0414301929625426	0.048149361283983	0.0462458238086865	0.0374982575159147	0.0481325033348155	0.0484320607820196	0.0268575382752357	0.0477318272909455	0.038094950835495	0.0505267290453445	0.0500384066717876	0.0507014599233619	0.0499984443545627	0.0505153919538358	0.0459997431616797	0.0520498191125792	0.0505276767190836	0.0419278031692165	0.0505043526323062	0.049618320610687	0.0471569816591318	0.0507871437925243	0.0517262330718442	0.0506668109394866	0.0509482539797658	0.0488115636395589	0.0502801236571239	0.0494313469968013	0.0397546012269939	0.0482964102071219	0.0418171817627733	0.0450527804434567	0.0449438202247191	0.0460654460459681	0.0501702799235817	0.0452558565632771	0.0218711869743765	0.0463351117886179	0.0520471980802467	0.0496241709653648	0.0481424911905134	0.05013091512868	0.048903419152704	0.0352066173148438	0.0482086461840922	0.0497032533826226	0.0509204352085804	0.0495049504950495	0.0500174106831952	0.0497793035801864	0.0455273585701037	0.0476181552415577	0.0491198580566839	0.0491449978851538	0.0395837757485666	0.05	0.0474370799841876	0.044564409067122	0.0449351525963068	0.0481000481000481	0.0625515157065665	0.0509150541161036	0.0460825345393997	0.0362546921265534	0.0488108120553496	0.0475439978986078	0.0508089612554017	0.0489894128970164	0.0376593448265803	0.0515020718232044	0.0519367588932806	0.0482227447772893	0.030622009569378	0.0523512556885218	0.0458755637456961	0.0458617881085145	0.0487921549868453
"D-Mannose (Mannose) -- Consumption"	0.0285297455017021	0.0267584717159444	0.0276572798082684	0.0352745805417168	0.025619257833871	0.0375790142855429	0.0331460564940998	0.046679668766186	0.0397557202836537	0.0367388863674366	0.0442819124861958	0.0487897451822715	0.0429199457259159	0.0514067025237898	0.0424709509129713	0.0404679652799953	0.00229995838170547	0.0483858420847919	0.0504591167468299	0.0350008289124668	0.0435933957911208	0.042697863962087	0.0492499042117363	0.0465330932012607	0.0493853862513969	0.0489277281468319	0.0453949094725794	0.042590314922342	0.046080844103214	0.0504212572909916	0.0434694250817973	0.0492608499632205	0.044864975831887	0.0448480531813865	0.0464101547005157	0.0416778613648576	0.0498590658076392	0.0463760770400405	0.0500080205325634	0.0454876635204504	0.0448787549764748	0.0478511399093539	0.0485499687043605	0.0402951191827469	0.048149361283983	0.0435730613680324	0.0370800613354398	0.0469097376611827	0.0479553957042365	0.0268142894213303	0.0474038987065039	0.0377631658321771	0.0496761107112478	0.0493141665752222	0.0503531051081483	0.0490961700009334	0.0504223189147684	0.0453319635289585	0.0507771724364749	0.0498962686791545	0.0416267549741372	0.0503661738289346	0.0481188658669575	0.0467159186973941	0.0506448031428815	0.0514021846266017	0.0503151459409744	0.0501504877252783	0.0474495848161329	0.0496168287396212	0.0490611301978439	0.0392287467134093	0.0479600173002066	0.0416536591892254	0.0437143290065155	0.0438202247191011	0.045890144137125	0.047138466650054	0.044418269859966	0.0218055865335415	0.0450647865853659	0.0515498526614197	0.0490346352247605	0.047986145353522	0.0489175553994508	0.0483585342596377	0.0348938240711778	0.0478530943467258	0.0494144488888247	0.050482132728304	0.0489838457529964	0.0494881259140609	0.04944212849436	0.0454711519545851	0.0464000599677673	0.0486062473735817	0.0490644323148502	0.0397536631981312	0.0495293735800065	0.0471735406509422	0.0437656650232738	0.0445012294489176	0.0481000481000481	0.061727264401502	0.0504034109544113	0.0452724899869493	0.0360448578955958	0.0483503326963369	0.0470186498555293	0.0504844918366444	0.048893166506256	0.0376010034713106	0.050621546961326	0.0509683794466403	0.048069386224994	0.0301589751504862	0.0515590763526041	0.0442025120023277	0.0450942923375728	0.048166614538296
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0656778516237099	0.0506007830430674	0.0443379269023367	0.0562904426501747	0.0456166166732696	0.0502212999724125	0.0591185676237874	0.0476708124180708	0.0524116595351453	0.0397725915486229	0.0524105219327625	0.0516708935010265	0.0436472184531886	0.0505016549441456	0.0439886175005928	0.0586698406247278	0.00972553829978315	0.0509334889148191	0.0489374726716222	0.0272504973474801	0.0516781350933858	0.0388974106550058	0.0443278611217542	0.0461728950923008	0.0497819112504957	0.0482704900075461	0.0419837313041197	0.0418466291009983	0.0491018140556153	0.0478289047310434	0.044058772125917	0.0456778112616567	0.046824552563313	0.0433048433048433	0.0432368107893693	0.0517362976894143	0.0461487574781408	0.0463760770400405	0.049346326596086	0.0397085610200364	0.0361925443358668	0.0435921379278931	0.0454829960358857	0.0227014755959137	0.0422535211267606	0.0546509583260067	0.0505785047163236	0.0410182303245887	0.0393465355115483	0.0217541735144019	0.0414283111677901	0.0358026180852989	0.0449388209121246	0.0489191265225502	0.0482946448364316	0.0439003142403783	0.0483979803150522	0.0426865288301015	0.0470164300115825	0.0467542620042695	0.0391362653603	0.0478098659665607	0.0426663031624864	0.0341456242878671	0.0476841176303129	0.0508215978288754	0.0484486163334866	0.0487000036262102	0.0418918325205395	0.0505643929074822	0.0467361687003909	0.0493602103418054	0.0468066701907828	0.0376399232930473	0.0291681398050407	0.0280898876404494	0.0424230619400078	0.0458509843010217	0.0505431226279283	0.041839961164539	0.0329014227642276	0.0503935245626469	0.0439204126750184	0.0485995020986422	0.0449581710198608	0.0489579076420106	0.0348243144614743	0.0466818647648129	0.0451401423806154	0.0483937503222812	0.044368346609097	0.0459363465422383	0.045150809220206	0.0435882303347104	0.0366927776320228	0.0404818602045104	0.0447138915184596	0.037120407729879	0.0458779617007465	0.0390038213203321	0.0416173189743025	0.0300049820805811	0.0411255411255411	0.0565070061360931	0.0467694326008527	0.0384321137662571	0.0398451889673824	0.0433771556189994	0.0379563961124245	0.0499240446587909	0.0449149823548284	0.03771768618185	0.0478591160220994	0.0493478260869565	0.0492792148042122	0.0811236301898441	0.0519298837013315	0.0259201784588526	0.0509053317461312	0.0505399885930859
"Lactose -- Consumption"	0.0128059653104231	0.011880653435939	0.0127022168963451	0.0234972990513276	0.0137906314260381	0.0328651449544806	0.0177686191411186	0.045528663234965	0.0326041101669379	0.0330363327998471	0.0407697738834477	0.0474095543708918	0.0421058344640434	0.0514067025237898	0.040882143704055	0.0402937846546869	0.144963091144065	0.0470439517697394	0.050074333187582	0.0340475795755968	0.0430717997071037	0.042171295130383	0.0483951781661705	0.0461278703286808	0.0494935294329692	0.0487573330736837	0.0467069010758331	0.0399874145476388	0.0456534873782402	0.0504860661049903	0.0424736318003536	0.0492133924969746	0.0428867364649236	0.0446581196581197	0.0466746000264445	0.0380171950564213	0.0498159226875288	0.044393428937718	0.0498877125441129	0.0449080973671138	0.0441549040897575	0.0473956316760425	0.046651366576257	0.0414301929625426	0.048149361283983	0.0412871461227361	0.0334092281957158	0.046242774566474	0.0475076194190464	0.0207306173053081	0.0454727637092367	0.0341135307956808	0.0494143819930642	0.0492922199056293	0.0504164423472781	0.0488783796397125	0.0504688554343021	0.0450494413766534	0.0499192083851687	0.050001503352476	0.0405320342647582	0.0503661738289346	0.0478462377317339	0.0453559745653692	0.0504739943633103	0.0504705453465293	0.0503151459409744	0.0503680603401385	0.0467246606036642	0.0489890674784133	0.0481429925364293	0.0326029798422436	0.0480561295593253	0.040494135485885	0.0433607757967574	0.0438202247191011	0.0446825087650954	0.0465570230085555	0.0415128909828556	0.0426796468072266	0.0450647865853659	0.0513882154003009	0.0489756816507001	0.0475050812397022	0.0495561657832556	0.0474867184307315	0.0297848677579675	0.0477485202769121	0.0493422477653752	0.0504047852317847	0.0491327328221544	0.0494045546347239	0.0493808239333006	0.0448247758761206	0.0451444848393988	0.0483727879721716	0.0482184938266632	0.0386493947759609	0.0494969165855242	0.0469100013176967	0.0414520615859201	0.04438873085515	0.0471380471380471	0.0284366700247275	0.0501541489012791	0.0444624454344989	0.0357417640064349	0.0478207814334722	0.0458366167586026	0.0506762237659101	0.048251523901187	0.0376010034713106	0.0507078729281768	0.0510079051383399	0.0480353065467062	0.0255594999228276	0.0515253665936289	0.0401047475874109	0.0428544577407431	0.0481298180413225
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0284757118927973	0.0265964628054543	0.0272977831036549	0.0352173166122659	0.0249966985492482	0.0375550251286419	0.0331460564940998	0.0459762764971065	0.0391731453022359	0.0366433365979505	0.0441551858355812	0.0487034832565602	0.0432890094979647	0.0513463660184802	0.0424235238321081	0.0403518448631231	0.0066808314897159	0.0483469467133411	0.04984696108439	0.0342755305039788	0.04347302746404	0.0421255065363218	0.0476878186801851	0.0461278703286808	0.0493853862513969	0.0486599644604562	0.0453949094725794	0.0417608191985355	0.0458892703989154	0.0503780514149924	0.0433881358343325	0.0491659350307287	0.0437452176996435	0.0436372269705603	0.0454845960597646	0.040368081676518	0.0498159226875288	0.0449897140812737	0.0499278152069297	0.0451233647954959	0.0441549040897575	0.0474411824993737	0.0468808679324014	0.0402951191827469	0.048149361283983	0.0435027255143309	0.036476000185865	0.0466874166296132	0.0472765090783031	0.0264971311593576	0.0456185097467663	0.0327562285093805	0.0492180854544265	0.0490069132009218	0.0503531051081483	0.04897171836595	0.0504223189147684	0.0449210222165147	0.0490898431355726	0.0498962686791545	0.0405867703002272	0.0503661738289346	0.0468920392584515	0.0452457088249348	0.0503316537136676	0.0504030352537704	0.050261043633511	0.0500417014178482	0.0469663020078204	0.0495931396354247	0.0481133751925127	0.0389833479404032	0.0479600173002066	0.0416090621237123	0.0434365371988484	0.0429775280898876	0.0457537982080249	0.0468477448293048	0.0443135715220521	0.0428895682178984	0.0447789634146341	0.0513633481293595	0.0490051584377303	0.0478779059279125	0.0489175553994508	0.0478681378558779	0.0295415841240051	0.0477485202769121	0.0493422477653752	0.0503403289846852	0.0488349586838383	0.0493627689950554	0.0493195193722413	0.0445156394907681	0.0446947265844609	0.0483727879721716	0.0482587766118149	0.0393714164366107	0.0494482310938007	0.0469100013176967	0.0433525215523177	0.0443565883997879	0.0471380471380471	0.0272918765454712	0.050036077402427	0.0443724404842266	0.0357417640064349	0.0475675177860152	0.0455739427370633	0.0504844918366444	0.0481873596406801	0.0376010034713106	0.0505524861878453	0.0509683794466403	0.048069386224994	0.0301589751504862	0.0514916568346536	0.0384801900974734	0.0426821627717562	0.048093021544349
"D-Xylose (Xylose) -- Consumption"	0.0284757118927973	0.0265964628054543	0.0272977831036549	0.0352173166122659	0.0249966985492482	0.0374710630794881	0.0331460564940998	0.0459762764971065	0.0391731453022359	0.0366433365979505	0.0441189782211199	0.0486689784862757	0.0427571234735414	0.0513463660184802	0.0424235238321081	0.0403518448631231	0.0051256215363722	0.0483469467133411	0.049794490599038	0.0342755305039788	0.04347302746404	0.0419652464571075	0.0475404521206048	0.0461278703286808	0.0492772430698244	0.0486599644604562	0.0453949094725794	0.0417608191985355	0.0458892703989154	0.0503780514149924	0.0433881358343325	0.0491659350307287	0.043670567157494	0.0435422602089269	0.0452201507338358	0.040368081676518	0.0498159226875288	0.0449598998240959	0.0498877125441129	0.045090246729591	0.0441549040897575	0.0474411824993737	0.0468808679324014	0.0402951191827469	0.048149361283983	0.0435027255143309	0.036476000185865	0.0466874166296132	0.0472765090783031	0.0264971311593576	0.0456185097467663	0.0327562285093805	0.0492180854544265	0.0490069132009218	0.0502580992494537	0.04897171836595	0.0503525141354678	0.0449210222165147	0.0490898431355726	0.0498662016296341	0.0405867703002272	0.0503661738289346	0.0468920392584515	0.0452457088249348	0.0502747174538105	0.0503760312166669	0.050261043633511	0.0499691772128948	0.0469663020078204	0.0495931396354247	0.0480837578485961	0.0389833479404032	0.0479600173002066	0.0415793307467035	0.0434365371988484	0.0429775280898876	0.0457537982080249	0.0467646814519478	0.0443135715220521	0.0217793463572075	0.0447789634146341	0.0513633481293595	0.0490051584377303	0.0478779059279125	0.0488536943610703	0.0478136493665713	0.0295415841240051	0.0477066906489867	0.0493422477653752	0.0503403289846852	0.0488349586838383	0.0493627689950554	0.0493195193722413	0.0442627097209342	0.0446947265844609	0.0483727879721716	0.0482587766118149	0.0392864727118284	0.0494482310938007	0.0469100013176967	0.0433525215523177	0.0443565883997879	0.0471380471380471	0.0269713343712794	0.050022958346999	0.0443724404842266	0.0357417640064349	0.047521469850114	0.0455739427370633	0.0504549946167574	0.0481873596406801	0.0376010034713106	0.0505524861878453	0.0509288537549407	0.048069386224994	0.0301589751504862	0.0514410921961908	0.0384316958440425	0.0426821627717562	0.048093021544349
"Trehalose -- Consumption"	0.0284757118927973	0.025273390036452	0.024469742360695	0.0351982286357823	0.0220159601562058	0.0370992311475213	0.0331460564940998	0.0461041660005755	0.0390325237549971	0.0304326015813487	0.0437025906548147	0.0487034832565602	0.0426051560379919	0.0513463660184802	0.0378705240692435	0.0404099050715592	0.00381135960396907	0.0483469467133411	0.049951902055094	0.0315401193633952	0.04347302746404	0.040293962773873	0.0474815054967727	0.045182350292661	0.0493613544332696	0.048489569387308	0.0448701128312779	0.0417036125968937	0.0455208594291104	0.0504212572909916	0.0433881358343325	0.049047291365114	0.0438758561484053	0.0414055080721747	0.0440301467671559	0.0405527941966685	0.0497871606074551	0.0450493425956292	0.0497473532242541	0.0451564828614009	0.0376402461093015	0.0467351447377411	0.0471103692885458	0.036322360953462	0.0471667212577792	0.0432917179532267	0.0361042702476651	0.0469097376611827	0.0470887319264491	0.0254735749502638	0.0439424303151758	0.0344453157989986	0.0494143819930642	0.0490288598705147	0.0503531051081483	0.0490961700009334	0.0503525141354678	0.0447412353923205	0.0498763101826033	0.050001503352476	0.0405867703002272	0.0503661738289346	0.0478462377317339	0.0450986878376888	0.0502177811939534	0.0504435413094258	0.050261043633511	0.0502230119302317	0.0470541716093318	0.0495694505312282	0.0481429925364293	0.0389833479404032	0.0477677927819693	0.040494135485885	0.0433607757967574	0.0424157303370786	0.0454616283599533	0.0466816180745909	0.0442612223530951	0.0427714874243955	0.0447789634146341	0.0513882154003009	0.0490051584377303	0.0478538527222216	0.0489175553994508	0.0480316033237978	0.0296110937337087	0.0475602869512476	0.0493422477653752	0.0503790027329449	0.0486860716146803	0.0494045546347239	0.0493195193722413	0.043897366720063	0.0452756643304224	0.0483727879721716	0.0482184938266632	0.0352516457846677	0.0494969165855242	0.0450652259849783	0.0436554934310188	0.0444208733105122	0.0459355459355459	0.0264676252404066	0.050062315513283	0.0436524008820485	0.0356951341773332	0.0469688946192987	0.0434725505647491	0.0504844918366444	0.0481873596406801	0.0376010034713106	0.0505006906077348	0.0508695652173913	0.048069386224994	0.0300972372279673	0.0514916568346536	0.0392318510256535	0.0427918050247478	0.0480562250473755
"Cellobiose -- Consumption"	0.0128599989193278	0.0129607128392062	0.0141641701617735	0.0234972990513276	0.0160544833701209	0.0329970853174365	0.0177102976340909	0.0463919173833808	0.0331264187709677	0.0332274323388195	0.040968915762985	0.0474440591411763	0.0419538670284939	0.0514067025237898	0.0412615603509604	0.0405260254884315	0.00321994173438766	0.0470439517697394	0.0505815478793179	0.0331979442970822	0.0435933957911208	0.041759197783832	0.0492499042117363	0.0465330932012607	0.0493613544332696	0.0489277281468319	0.0453949094725794	0.0407597036698035	0.04578611532737	0.0504860661049903	0.0434287804580649	0.0492608499632205	0.0439131814194801	0.0448955365622032	0.0461457093745868	0.0393269747447609	0.0498590658076392	0.0457499776393071	0.0499679178697466	0.0451564828614009	0.0448787549764748	0.0476006103810326	0.0487794700605049	0.0402951191827469	0.048149361283983	0.0410058027079304	0.0339900562241532	0.0464650955980436	0.0480853952709047	0.0267854568520601	0.0473310256877391	0.0380346262894372	0.0498854936857947	0.0493361132448151	0.0504164423472781	0.04897171836595	0.0504223189147684	0.0453319635289585	0.0515636394835056	0.0499714363029556	0.0417088590273407	0.0503661738289346	0.0490730643402399	0.0467159186973941	0.0505309306231674	0.0514021846266017	0.0503151459409744	0.0502230119302317	0.0475374544176442	0.0489535338221185	0.0491944082454685	0.0326029798422436	0.0479600173002066	0.0416090621237123	0.0437648366079095	0.0443820224719101	0.0458511881573822	0.0463078328764848	0.0415128909828556	0.0218055865335415	0.0450012703252032	0.0515871535678317	0.0490051584377303	0.048010198559213	0.0488536943610703	0.0478136493665713	0.0348243144614743	0.0477903499048376	0.0494144488888247	0.0505465889754035	0.0491327328221544	0.0494881259140609	0.04944212849436	0.0452182221847511	0.0469809977137289	0.0484661717327357	0.0490644323148502	0.0393714164366107	0.0495618305744888	0.0471735406509422	0.0417550334646212	0.0445655143596419	0.0481000481000481	0.0621393900540343	0.0504558871761233	0.045182485036677	0.0358350236646383	0.0482352128565837	0.0472813238770686	0.0504549946167574	0.048893166506256	0.0376010034713106	0.050621546961326	0.0508695652173913	0.048069386224994	0.0254051551165303	0.0515253665936289	0.0455845982251103	0.0452979136645574	0.048166614538296
"Sucrose -- Consumption"	0.0130491165504944	0.0118266504657756	0.0125584182144997	0.0234400351218767	0.0152998660554266	0.0330690527881398	0.0177102976340909	0.0469674201489913	0.0376263082826091	0.0323913718558154	0.0412223690642142	0.047633835377741	0.0469579375848033	0.0513463660184802	0.0603035333175243	0.0400905739251604	0.00459991676341095	0.0470828471411902	0.050231744643638	0.0387516578249337	0.0429714927678697	0.0438654731106481	0.0484541247900027	0.0615263394867177	0.0494935294329692	0.0483922007740805	0.0453949094725794	0.0400446211492806	0.0484386743099662	0.0503348455389933	0.0424329871766212	0.0490947488313599	0.0426814474740123	0.0444207027540361	0.0452201507338358	0.0379500268672757	0.0497871606074551	0.0443188932947736	0.0505093038177735	0.0445272396092068	0.0441549040897575	0.048056118614344	0.0464635927394116	0.0402951191827469	0.048149361283983	0.0407947951468261	0.0334092281957158	0.0459092930191196	0.0472187314931172	0.0213361012599833	0.0465294224813263	0.0356518067201544	0.0492180854544265	0.0490069132009218	0.050194762010324	0.0486917021872375	0.0503525141354678	0.0447412353923205	0.0489897473295869	0.0498962686791545	0.04017625003421	0.0503661738289346	0.0468920392584515	0.0454294850589922	0.0502747174538105	0.0504030352537704	0.0502069413260475	0.0500417014178482	0.046614823601775	0.0489061556137255	0.0485132093353868	0.0324276950043821	0.0480561295593253	0.040286015846824	0.0430324763876963	0.0429775280898876	0.0445461628359953	0.0465570230085555	0.0412773197225494	0.0426796468072266	0.044556656504065	0.0513633481293595	0.0489756816507001	0.0475050812397022	0.0488536943610703	0.0472415202288517	0.0302366802210406	0.0475602869512476	0.0493422477653752	0.0503145464858454	0.0486860716146803	0.0493627689950554	0.0491662579695929	0.044768569260602	0.0445260672388591	0.0482794042116076	0.0484400491449979	0.0393714164366107	0.0494482310938007	0.0469100013176967	0.0407634891343267	0.0443244459444257	0.0471380471380471	0.0284366700247275	0.050036077402427	0.0439674182080014	0.0355319297754774	0.0472221582667557	0.0451799317047544	0.0504254973968703	0.048893166506256	0.0376010034713106	0.0505006906077348	0.0508695652173913	0.0480353065467062	0.0254051551165303	0.0515253665936289	0.0392803452790844	0.0427134891297538	0.0480010303019153
