"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"p__Bacillota"	3073	3132	2242	1813	2896	2005	2116	2290	3388	3006	1790	2648	1192	3251	396	572	532	247	3327	1525	1249	4633	1138	2245	3299	6496	962	1973	865	2608	2371	1500	2171	3200
"p__Pseudomonadota"	134	178	972	66	397	544	1168	418	152	270	87	132	2302	43	3373	770	478	2643	209	5598	2057	1780	1983	5077	167	243	2243	1737	3031	224	2886	1482	259	99
"p__Bacteroidota"	755	522	738	603	347	649	672	379	328	560	1912	1159	318	611	199	2543	1832	1080	458	5	686	1364	853	665	504	1114	712	216	103	1074	1522	997	1503	671
"p__Fusobacteriota"	26	103	30	1501	334	790	27	906	123	149	191	13	183	56	27	14	53	0	0	6	5	193	19	0	25	140	79	68	0	71	1100	0	2	15
"p__Actinomycetota"	12	62	16	16	23	7	13	4	9	13	10	46	3	31	3	99	1066	29	6	849	3	14	3	10	4	5	2	2	0	21	118	21	65	13
"p__Mycoplasmatota"	0	3	0	0	0	3	0	0	0	0	8	0	2	3	0	0	28	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0
"p__Campylobacterota"	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
