"","hera_1","wolverine_1","hamlet_11","hera_11","jarjarbinks_11","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","jarjarbinks_15","kubo_15","iris_17","kubo_17","wolverine_17","hamlet_18","hera_18","iris_18","jarjarbinks_18","kubo_18","wolverine_18","ophelia_19","wolverine_19","hera_2","jarjarbinks_2","hamlet_20","hera_20","iris_20","korra_20","ophelia_20","hamlet_21","jarjarbinks_21","korra_21","kubo_21","hamlet_22","hera_22","iris_22","korra_22","kubo_22","hamlet_23","iris_23","korra_23","hera_24","kubo_24","ophelia_24","wolverine_24","kubo_25","jarjarbinks_29","korra_29","jarjarbinks_3","kubo_30","hamlet_31","jarjarbinks_32","hera_37","kubo_37","ophelia_37","wolverine_37","hamlet_41","hera_41","ophelia_43","iris_44","jarjarbinks_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","hamlet_46","iris_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","ophelia_50","wolverine_50","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","ophelia_55","ophelia_57","wolverine_57","wolverine_58","hamlet_59","iris_59","ophelia_59","korra_6","iris_60","wolverine_60","hamlet_67","hera_67","jarjarbinks_68","hera_7","iris_7","korra_9","ophelia_9"
"hera_1",0,0.0965142197127296,0.255196566433989,0.18171244932339,0.239612828536867,0.0959942482592208,0.275175542187757,0.201221401894917,0.406491721369377,0.135656965734909,0.168199808247603,0.172407899886309,0.102448668059735,0.151609075445461,0.102867607854974,0.0775351759113876,0.115015150426634,0.16846903845009,0.166723199155869,0.0635761077139046,0.121927537473845,0.117936787075374,0.14060757015896,0.424916905965985,0.421870852047459,0.229768980511266,0.141420044200648,0.086895254790274,0.232980241322559,0.264357342997313,0.113072803679181,0.130760348452654,0.178366605031849,0.133009651778907,0.4703639232428,0.22142333535862,0.0936492646829331,0.278680823261479,0.176890037125058,0.0943055373104745,0.138368257556824,0.253654320151764,0.155127049743834,0.164957879441353,0.171116216480365,0.150147801124999,0.32169330619793,0.17115875641982,0.328088426836575,0.143003721853912,0.360775601304218,0.0756759346115998,0.208926149226353,0.189496389038658,0.0811163862559302,0.422913654856445,0.105669221906093,0.146452969682829,0.080399259450537,0.170058361295451,0.148896155984953,0.455005185984311,0.315168652372068,0.278423708888454,0.443893395699333,0.278955918392099,0.148425491464959,0.213526085150637,0.187780645239622,0.17629226930787,0.169237774348418,0.109981860538272,0.242737451737766,0.168328455944595,0.150227058588882,0.251005372707734,0.179771372829289,0.118920565440877,0.195032697367579,0.0982032491770137,0.267960363806209,0.118062164298459,0.14642270655328,0.139092048108776,0.0947652051918224,0.515305535216615,0.230309893743468,0.131355259837318,0.260098010720811,0.139226290688193,0.10725443374386,0.105496506677818,0.233730452546671,0.270700809298747,0.318056873356228,0.198227409292736,0.165634978193551,0.172149939134419,0.310959725123727,0.201486759575069,0.287127431575191,0.145004885089544,0.464928459134291,0.194400445959741,0.15722884657245,0.0838961901914467,0.157184318227244,0.229899242698373,0.0925405946056886
"wolverine_1",0.0965142197127296,0,0.249168040024992,0.144773525870681,0.224817121446808,0.0751677210183146,0.302003154718827,0.235678118036439,0.381433150008491,0.116046142130178,0.15652949970535,0.129958298525974,0.149171064989007,0.118914154055098,0.103894389621713,0.117971085353834,0.153098240580112,0.199284422093879,0.228210254832257,0.0876301517590478,0.0688123135928463,0.162408983435166,0.163277379207767,0.484810973172108,0.443825000163943,0.267282243976948,0.179702241282469,0.0683487036364505,0.275679937223328,0.280859968032827,0.113156474511628,0.181072855075275,0.207232527921255,0.123426769667871,0.459260137531375,0.29168339408628,0.105581442228621,0.277774353027501,0.173407055559543,0.129181483591893,0.18274354854828,0.249432518080214,0.190020201796048,0.176250260078062,0.195671006520715,0.111953637832803,0.331990597576188,0.163372844283578,0.318412527911799,0.14344491985997,0.339709129850514,0.101991696517858,0.237472501045277,0.232160419033113,0.0685278706101216,0.410740233225047,0.0647165005715577,0.15126324415026,0.115118661010477,0.156275771047193,0.175350090450659,0.511303421352656,0.345738708934479,0.308043814419929,0.430000088552343,0.334712766931082,0.155051853602714,0.24782950468444,0.221964645990197,0.22296298583877,0.213473946648973,0.152503271512175,0.261659750033403,0.218660510138869,0.197812418290406,0.285107621910122,0.195152328316967,0.124716351860719,0.233413051653678,0.150750994629931,0.310040492326896,0.132095548396486,0.156399272296856,0.211934410551558,0.142423732587992,0.504277759303823,0.198473051876448,0.147901454370136,0.326895095600908,0.125750961600219,0.130371325302032,0.105684947020562,0.231221609404392,0.294752038463911,0.29528433349098,0.16438961359917,0.1870114457931,0.216037537107324,0.345536932514859,0.213319120046205,0.334459485889755,0.0935083839478246,0.495925108437433,0.157682631246071,0.190923662163327,0.0801436784639877,0.15641436524775,0.277562841599187,0.111026976566999
"hamlet_11",0.255196566433989,0.249168040024992,0,0.2400718039263,0.14895409352533,0.222863018522388,0.293614940714566,0.275780519736603,0.37807445228712,0.253668583574062,0.243168441931016,0.273736442723384,0.274778401818511,0.28945310670063,0.26111913698893,0.252341705901453,0.265933410266194,0.287782446412117,0.288018819796108,0.256928650127394,0.282449592508565,0.265903114088331,0.261971091129272,0.454133906646449,0.42927758709558,0.283337942117114,0.283801720341516,0.250453511293317,0.313779821424608,0.283666455308015,0.252831890207665,0.301865255663381,0.294004833274247,0.264053797460332,0.455954991606674,0.314557572833204,0.271311563212566,0.313433405708869,0.289043680191253,0.222998333020155,0.29604371578228,0.324578751431428,0.276584701530122,0.282002504814236,0.258104430487611,0.288434855933097,0.337324212988998,0.292461341224359,0.365019718628314,0.310318625400013,0.372904499581419,0.246411791038639,0.313093678539727,0.282993188444773,0.237005908621517,0.405312034268475,0.273782083796928,0.259617435034915,0.234016638554107,0.25118962205482,0.260843599773177,0.495054631097482,0.344129956444506,0.31126009361481,0.423211083491528,0.34899853405616,0.239367085772183,0.293589005013498,0.2904232597767,0.288063436694206,0.284642404081467,0.272712410029578,0.314262516848254,0.299271063610616,0.27756706944877,0.299475939228365,0.267930907304231,0.274924339632468,0.324679714765973,0.276581290030345,0.315519446347714,0.25523626692015,0.317248106893922,0.32034281491317,0.283005065160825,0.492859943491956,0.340010744786281,0.309493443015543,0.342475259411174,0.287697018954879,0.270638106571035,0.263024311519091,0.260075821697218,0.304225750383029,0.32259645695951,0.328656785820119,0.251011959078282,0.311587408799856,0.355994523212285,0.276266672145838,0.353599251685358,0.274980543216642,0.4709326933559,0.349528863726492,0.279929016368223,0.266745314714113,0.312168747479238,0.319261473797284,0.238840171677446
"hera_11",0.18171244932339,0.144773525870681,0.2400718039263,0,0.199713743620595,0.10921491341137,0.345938924605948,0.274331367719707,0.332600891646894,0.171140038895187,0.191306335437463,0.0720438084590755,0.228903935618501,0.107321693428447,0.190995040246229,0.21130346044008,0.228713588086188,0.281700960170074,0.264966907313178,0.186575813726326,0.161287349687274,0.238940502120557,0.23017178368807,0.505999531832415,0.482559566542466,0.267365599249029,0.232548183535904,0.172618384602114,0.267294225364769,0.283120197452589,0.14086181792861,0.234646465413127,0.224061766053777,0.156858174073278,0.412316828744533,0.318005495394567,0.201145185425028,0.281999999818982,0.186272163220754,0.188107797513567,0.262254652718528,0.242235238831689,0.261435149982704,0.167020729356309,0.239646261191503,0.178829545557226,0.358739736842922,0.168443649497544,0.274497017484006,0.20220919121139,0.331537287564541,0.160783310324455,0.248440624757564,0.281406146692291,0.137744060328713,0.385192332773235,0.15609776585421,0.153539097583803,0.145466299963392,0.144883759031499,0.235949868773122,0.526890486495177,0.401590386303495,0.365262622208981,0.38173776368264,0.342417278348528,0.144526029089978,0.309457971951764,0.28056276891435,0.272912999265653,0.254333061527097,0.225832324992049,0.273568416611322,0.2347467352191,0.264094752224452,0.322890942557153,0.209679253683372,0.229812951586574,0.252669767829608,0.239587642427938,0.325917625966449,0.166449426085909,0.231150942097741,0.280840243896052,0.232096818800107,0.455793801971818,0.178020871309865,0.234860535063277,0.332740297151117,0.174157172932992,0.206104518222262,0.195748525165171,0.22787345719649,0.343207803531849,0.256272018729567,0.136928248384878,0.201411498579379,0.280289799755433,0.358148123189542,0.236905324569047,0.392247013609734,0.142529173135816,0.524613060366296,0.213527114161452,0.219471173756946,0.171407766553965,0.239382840681607,0.320418456387281,0.168922275413783
"jarjarbinks_11",0.239612828536867,0.224817121446808,0.14895409352533,0.199713743620595,0,0.2053416569418,0.276855513128546,0.225115923256464,0.291783911403396,0.240722945791484,0.219125080673906,0.180114031770337,0.245553720013968,0.235925283778445,0.261949024962792,0.229227181023787,0.231727843358412,0.252319000209048,0.195873715923908,0.221230291201085,0.271873217582071,0.237321735067891,0.24961773124894,0.433967572101311,0.392853315750853,0.179485723154945,0.243972248231734,0.244815316017377,0.192125172220173,0.186358709651029,0.176016817382865,0.218274824235388,0.177844501661176,0.172626575209802,0.387945616955363,0.235753640205068,0.266622062754237,0.220533533866022,0.210973712409784,0.197763208734693,0.279420069201169,0.222164077657253,0.246326679606474,0.191136350374676,0.23278654636433,0.29896583377789,0.272351677202229,0.205389140369568,0.292946059180616,0.274200061202755,0.303625091644015,0.206812933076392,0.19278577365066,0.246310112902822,0.213740866878267,0.332591116623228,0.259967206878203,0.20624132570102,0.187352797725726,0.156592797707707,0.239989758274125,0.44626892187213,0.326502743626683,0.290403821616811,0.354899399411544,0.276822886367206,0.147253146088868,0.254489419671672,0.227305185015068,0.253570880027557,0.234831716621439,0.242452690729681,0.203439912308714,0.188920569345415,0.2255259909547,0.238422399097426,0.186306893820894,0.263502644701146,0.234555156539259,0.234902501264701,0.24730622264428,0.16817739798918,0.251917119557133,0.27227280740297,0.230304544548627,0.425554319139547,0.265302940012219,0.271625713665953,0.245498513117723,0.272826788137521,0.214321466671414,0.247815577244458,0.147562657574264,0.270632828615767,0.256447171579925,0.256103861270632,0.181540944379929,0.263110211828172,0.265325636220268,0.176981918968201,0.312472711779622,0.219095303960778,0.450358981317765,0.356797257571126,0.177748619559611,0.256681025820859,0.279509407985084,0.277506036400715,0.217419538619703
"hera_14",0.0959942482592208,0.0751677210183146,0.222863018522388,0.10921491341137,0.2053416569418,0,0.298582420649878,0.232557549323273,0.35662439904342,0.13926828040316,0.156552101125198,0.121457212829589,0.171519853148454,0.130969931679361,0.114691757569658,0.124631395404232,0.159432018348898,0.22660641989778,0.218976399147042,0.108194798101961,0.112824232766634,0.162261533030177,0.180204191174638,0.459635708246561,0.441767206139572,0.231807065626539,0.183953332201847,0.0966592428478052,0.252580960257888,0.253374179742189,0.103431969223828,0.175355221762347,0.201660133067828,0.130122403429472,0.438292310301996,0.271752768036341,0.122861224664179,0.264851809594712,0.1651683827173,0.11793713283278,0.200405966387699,0.24095706981235,0.202690597001915,0.169773973779869,0.198632742378462,0.126220345800271,0.31750846711185,0.16468450686276,0.299738435747277,0.164735509278206,0.333925947983534,0.0897800687082598,0.22692100916488,0.234671710233412,0.0584077928275168,0.387291922646039,0.112242987517666,0.117498791369352,0.0858225545958354,0.137768100234479,0.192654801148872,0.493438444859316,0.337731517349906,0.305894391231587,0.412711925610517,0.3225986276528,0.128016154358844,0.243095674958377,0.219726046505869,0.226361203619112,0.208268409344987,0.17127692188415,0.251334013986533,0.21565347559257,0.203063037296761,0.264166494662587,0.192395057799634,0.150147142033701,0.221711319721549,0.170838085704145,0.280639766888197,0.132228880696284,0.158171048708477,0.209500813728905,0.167356012932661,0.48254209060452,0.193984676104143,0.169170204228781,0.304672999391448,0.147428281779085,0.160704109690829,0.135083840662529,0.210303940256713,0.288265996976792,0.287332536035938,0.148697393558821,0.173055979323872,0.238706975956452,0.328280637299844,0.207000575371032,0.343643996479038,0.10478627474675,0.479375203813161,0.184057067031947,0.188856301369317,0.098710667090649,0.183669533391162,0.289148581531584,0.115938550222161
"iris_14",0.275175542187757,0.302003154718827,0.293614940714566,0.345938924605948,0.276855513128546,0.298582420649878,0,0.220071025882366,0.407384777536938,0.291625609750737,0.314198837674667,0.333067469780731,0.228262612780862,0.344467206510701,0.288109197192812,0.285528161212486,0.249472125359281,0.164769882199324,0.282517774228711,0.274367356542518,0.335708708708947,0.225891756574179,0.171146181056445,0.273044127978215,0.232562916547263,0.29828879490793,0.280768542428296,0.27549288961358,0.320146598043856,0.310070607369779,0.311059776787558,0.290099548768829,0.310324333152552,0.302636991715384,0.486955109757464,0.296873480055591,0.265030860981559,0.335002417510363,0.318753735641765,0.249499920374188,0.238248935965757,0.344393223262641,0.209918230594158,0.316157164141479,0.199238346550465,0.336834826553935,0.349881264290982,0.328390454114994,0.396121839298746,0.346201646370631,0.396565683316677,0.273289988791553,0.323511050003113,0.190720238032012,0.281468778211564,0.43824561502905,0.318477296627085,0.323269362648428,0.266403657524849,0.31282933906709,0.171951269858071,0.297822390913695,0.145741038690515,0.128351166860236,0.469273552219369,0.178396672793341,0.28867769330109,0.157486278248539,0.153645044557316,0.215482170940407,0.236196138500536,0.222208394316632,0.329449794629276,0.272173603144029,0.177593938323136,0.138794156190658,0.25925252886041,0.293528349701564,0.33130381352516,0.231527711091347,0.145932421091423,0.263510311271611,0.340429463410509,0.235136961702729,0.261823825333332,0.521035532487859,0.374458371984749,0.334822579270056,0.282663317244355,0.34779499900258,0.280932824626899,0.288971588641723,0.306232162741497,0.115564114977936,0.36318449250795,0.377750730140297,0.220719088100336,0.223214255751752,0.27110694876349,0.294673310666207,0.12388085597276,0.305851986136161,0.282119088797613,0.409587832125834,0.279818195853324,0.324982558615242,0.324570023582887,0.183834538485753,0.295385794044919
"jarjarbinks_14",0.201221401894917,0.235678118036439,0.275780519736603,0.274331367719707,0.225115923256464,0.232557549323273,0.220071025882366,0,0.41307610424408,0.193623809539436,0.152629558698386,0.26980553313324,0.16656142164665,0.239490912812664,0.236792094404914,0.175701874697179,0.129748285600136,0.138242918171194,0.222831794070905,0.19195492198027,0.262084746526414,0.121890122273159,0.158068142990808,0.375602736767965,0.344118864982171,0.213389103542866,0.135414689411286,0.254664921259463,0.239749562422215,0.252473114680977,0.211844841297682,0.222768619685645,0.241388244770642,0.205068787367231,0.47460058330105,0.264010006632866,0.255143171863347,0.305043893672878,0.258376600919547,0.16562903245387,0.199602055473811,0.301059251899079,0.0994934464653433,0.247370148797758,0.0742266002525379,0.296202415624891,0.332326876220568,0.257509175259735,0.388477543283338,0.245149085568285,0.373008834852432,0.183566340294826,0.254267655394777,0.0801860169381123,0.245871430249401,0.422545128373729,0.250857342166426,0.192810763899175,0.169051232672526,0.1830111519631,0.146596517858298,0.417030046201503,0.234296742404943,0.188495157386495,0.443053774770347,0.244267541540929,0.183472440715501,0.144846143002654,0.153937578434892,0.0843719081279883,0.0781716412429821,0.176462934564048,0.277571855726568,0.207804844988943,0.138967323025853,0.135742846724269,0.231423548462426,0.257116078238988,0.216871468425876,0.160298713503524,0.153698787175813,0.19192247845664,0.263373949426405,0.16274364883627,0.170119199251025,0.520401680591488,0.349852526451898,0.241092091604182,0.248324407369014,0.243411404111874,0.174707539926641,0.227498431469912,0.216306415717814,0.168496009225202,0.353562969773995,0.331259688386911,0.100135243717962,0.135702473631018,0.240562328194007,0.209069974026482,0.209943878278879,0.272821996476134,0.380770987857594,0.356541402164843,0.20960799566037,0.25003671846204,0.250748347413965,0.166258582984204,0.158140517436858
"kubo_14",0.406491721369377,0.381433150008491,0.37807445228712,0.332600891646894,0.291783911403396,0.35662439904342,0.407384777536938,0.41307610424408,0,0.420530303757615,0.405968103123109,0.291370786054253,0.421731615736061,0.36170290625632,0.424005170930033,0.406413348905548,0.409872414441988,0.422232835004768,0.295461474477988,0.390034687823649,0.41263866113596,0.406204578872876,0.4079669822119,0.467272068814149,0.45880014600411,0.219004044126805,0.411433988518178,0.402919897277478,0.253979551643532,0.170361562608883,0.335770993297444,0.360370883652951,0.269392408235884,0.339822595211887,0.105468098482983,0.294532695295336,0.410258410591639,0.14650452038599,0.286172192048619,0.374572944941654,0.436657676088595,0.187995844076546,0.416388816511402,0.308997004064747,0.414901969493085,0.415078740041355,0.190021126179923,0.304339660703466,0.130755172407609,0.407793980388483,0.201366207692539,0.380370468796734,0.278178650483843,0.41780204953149,0.366641899455799,0.0849018408590665,0.395577744999474,0.373969822692894,0.366017135582303,0.318785286381666,0.404233581386835,0.422583280705755,0.414862089171201,0.412354874100134,0.112767819758504,0.375185947036179,0.318579770273659,0.406247000729093,0.39173831425864,0.4238794693619,0.407746835848758,0.4131395050786,0.207631287558492,0.32078765510491,0.395643967301685,0.388602048984312,0.278798646132278,0.418884554481068,0.386283812103164,0.40629073493383,0.389114897404858,0.348885232870018,0.377602385960675,0.416409622972907,0.402235009679023,0.147258927352908,0.233821843384696,0.410923908776716,0.22675402599529,0.396465716605248,0.395717504446341,0.413230388580025,0.216544719943087,0.405654946355545,0.124415017811835,0.285967684973312,0.364840430487829,0.422999548207653,0.21707152637307,0.302105047300136,0.441523577429661,0.335898367780425,0.504054903102993,0.453673214214346,0.320947912773621,0.399880315363986,0.432627022373051,0.419615809247475,0.408402665455931
"wolverine_14",0.135656965734909,0.116046142130178,0.253668583574062,0.171140038895187,0.240722945791484,0.13926828040316,0.291625609750737,0.193623809539436,0.420530303757615,0,0.108374252641933,0.158186037337404,0.135233446855615,0.129096619750954,0.152653133527919,0.149297046786973,0.172874235888836,0.194959906971244,0.24556266716206,0.123541178368946,0.134453390148099,0.181865279378317,0.156848300050597,0.499400797840984,0.453931993186935,0.285243312070076,0.17374378003362,0.106954943769937,0.261508689602538,0.292861218044766,0.149125309881889,0.211783423665044,0.220743380750983,0.141012056372412,0.490972122738872,0.299831251924505,0.140840830678284,0.306576075202575,0.197690090911102,0.161595645032396,0.185326591302563,0.279980940189747,0.205664663008354,0.176734092406796,0.175263045122256,0.168661327117133,0.341982678515951,0.191816289907586,0.342954459427564,0.150954124384239,0.370507402853202,0.125371392222936,0.247343777392479,0.220340949456048,0.13088272341959,0.438921932622124,0.123987222612096,0.13322200013303,0.130670697991295,0.146902436372074,0.172365880822089,0.52762396677027,0.363038086927064,0.315329042282838,0.456386906750469,0.353008628829517,0.143764478643457,0.272211995562163,0.230446712358045,0.20361883790073,0.197209770857799,0.145808008460471,0.280203976319253,0.229400104086828,0.210492320880225,0.293696289956762,0.21267014726109,0.141817773789508,0.208718016050728,0.173460341075651,0.310788102323626,0.145009629482127,0.206028788157993,0.228787005116647,0.164866728643629,0.535091807604317,0.254708660486864,0.172966240007359,0.335051411225778,0.162451196313086,0.135743366049288,0.104849447416523,0.237264236278846,0.31105553903867,0.32705622964339,0.225154679184655,0.188252142172859,0.207386195578271,0.358121045671395,0.217169253672021,0.31391384766534,0.163330201643708,0.512912121429899,0.213987037120056,0.205442439091302,0.132434463135166,0.148554015310706,0.281916874745049,0.0868160728267346
