"","hera_1","wolverine_1","hamlet_11","hera_11","jarjarbinks_11","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","jarjarbinks_15","kubo_15","iris_17","kubo_17","wolverine_17","hamlet_18","hera_18","iris_18","jarjarbinks_18","kubo_18","wolverine_18","ophelia_19","wolverine_19","hera_2","jarjarbinks_2","hamlet_20","hera_20","iris_20","korra_20","ophelia_20","hamlet_21","jarjarbinks_21","korra_21","kubo_21","hamlet_22","hera_22","iris_22","kubo_22","hamlet_23","iris_23","korra_23","hera_24","kubo_24","ophelia_24","wolverine_24","kubo_25","jarjarbinks_29","korra_29","jarjarbinks_3","kubo_30","hamlet_31","jarjarbinks_32","hera_37","kubo_37","ophelia_37","wolverine_37","hamlet_41","hera_41","ophelia_43","iris_44","jarjarbinks_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","hamlet_46","iris_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","ophelia_50","wolverine_50","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","ophelia_55","ophelia_57","wolverine_57","wolverine_58","hamlet_59","iris_59","ophelia_59","korra_6","iris_60","wolverine_60","hamlet_67","hera_67","jarjarbinks_68","hera_7","iris_7","korra_9"
"hera_1",0,1.25390500858866,1.35132252181441,3.64521689182964,4.21869015185769,2.24401505707661,5.34077180646589,2.76865719413892,7.07210481423115,3.47304732986399,2.62182169265124,4.16939113759447,3.13634899024397,2.95097782547906,1.23777835342603,0.793912239270968,0.688877551637631,3.65951718057487,1.88398186664799,1.36843730823438,1.39252177724644,1.6967415779487,3.44415351855669,2.37279013086248,3.52315496204144,5.2957725746562,1.45035091444935,2.36803069729803,5.17034813268343,5.79483046844548,3.58176926052077,2.31600116983652,5.20382198089921,3.21260400746999,7.06328229422643,2.00361887870396,2.23163109276913,2.80647550100873,1.37657148630203,2.90325059902873,5.90158270351053,0.768534362636955,4.67349328184688,2.44733914376881,1.62393164404917,1.69433082900747,3.47430220364646,6.77050167107815,0.894004755581595,2.39418255769327,2.15072207011789,4.62475782140229,2.22979357539286,1.81372206685654,7.5221908285896,1.84043775049789,2.51458039439502,2.49963693504155,4.344967656111,3.0079994528071,2.44146396922801,1.71745573324631,2.04035827147364,7.2582456813377,4.12831780009567,4.29816489936856,1.50470250084987,3.57726408530398,1.83752929921698,2.27553329528584,2.75604534906945,5.7285176729862,4.7589697380528,1.23511560168631,3.84018980873663,4.94861752000589,2.10285463841902,2.91164485248168,1.068384567241,3.92907272990282,3.40419367750798,2.25446540934067,1.61584482551001,1.46309702582529,7.96285433592932,5.11389480856982,2.12631790420675,5.94566193755129,1.36202255168125,1.52133433307167,2.1386615816076,5.56150252958286,3.22844355616029,6.03566136456143,4.81256442865297,3.27697438415874,2.81884997799592,6.14455766814166,1.70204230101678,4.11554556923897,3.07482563933909,2.80122553275863,1.04745078644349,3.06495884070904,0.348651321493615,1.98423458743938,2.12855938599164
"wolverine_1",1.25390500858866,0,1.01104235868944,3.37749114923431,3.86548520031057,2.43486277287267,4.43029192871206,2.11125478853669,6.74915871722582,2.60389109640843,2.23287714244235,3.90330408920194,2.39604537899796,2.73358109194021,1.06077970593844,1.15085276457437,0.811544710931377,2.87837223181386,1.65848505896097,0.855382058880425,0.561106824275577,1.13512976948918,2.73768627907713,2.60732817205631,2.60679737072541,5.34676655817107,1.16531253513864,1.81615873660961,4.84718357426281,5.68368273633575,3.71089795766909,1.97350986958936,4.90321831704747,2.93887088915709,6.97601899409829,2.45727206133804,1.98225195448996,2.53134515925542,1.24702073639813,2.95904204390699,5.57588602760955,1.05637134559516,4.41143853593076,1.68808217282033,0.967243033416837,1.53576185486838,3.23061076499444,6.45002941361575,0.778015605297785,2.30184534411203,1.77721968741141,4.33806121604832,1.4078580621403,1.44399004056161,7.19702720951079,1.312690718901,2.02160611475695,2.04850669802878,3.76617440612141,2.26607915674274,2.26322114960315,1.56399786461969,1.35764125572234,6.58613092520542,3.84661399093703,3.6586436762749,1.59809896685535,2.99435873046396,1.20524822035592,1.71091564150994,2.12699272066052,5.40397148925167,4.47113677213952,0.481439815961047,3.0864833958802,4.79060229117895,1.97443883329225,2.48107960890062,0.410486344535378,3.36119672606365,3.10408459054255,1.73953892566251,1.66415789041617,0.66354036306645,7.61805499587272,5.15623360285893,1.33511285495603,5.6324820295641,1.38932407573155,1.31471956316998,1.80954963667118,5.14196962909137,2.59798434897542,6.07800334617742,4.87677761751357,2.84172126141523,2.2879327787708,5.64835235238422,1.23101446322935,3.29082504825815,2.74992266664169,2.33052924891135,1.313397599355,2.77912753089891,1.29552116570135,1.91512204449248,1.68691034059646
"hamlet_11",1.35132252181441,1.01104235868944,0,3.12948826649185,3.54447476128978,2.26304360654474,4.66096993551131,2.08513049090761,6.4337232395133,2.80399787823434,2.10935396196043,3.62727546480625,2.52698974880866,2.59363217638608,1.21562903877478,0.765345708215769,0.812647245041864,3.06364582256144,1.25725004814967,1.09862019696371,0.769183589727485,1.34080198517689,2.92914208074639,3.25697943882139,3.14515137254476,4.90813321147993,0.47024974268522,2.10680719701171,4.64799104976939,5.34287734908711,3.28102031466087,1.61461805216364,4.6073674958419,2.50870556747909,6.56561426594643,2.41851247520551,2.08242754568167,2.11867405935861,0.721281702443337,2.91374480579301,5.33757073572367,0.761271353782537,4.14138972081112,1.87031479216864,1.44285458420008,0.965301833716066,2.91160399993204,6.14961809951189,0.683862513739901,1.52345468091384,1.9283980368269,4.09371436829005,1.68426567129111,1.35174459449706,6.87166902952425,1.27042250114391,1.94799696054768,2.04367331790219,3.72751263386248,2.63120453891802,2.73595256764781,1.97842488874256,1.47942444848231,6.49469424116225,3.76664156080701,3.73282183914522,1.90041140165782,3.01598481003926,1.17458563790605,1.46804218714602,2.39332144311535,5.18436702332953,4.26888738426393,0.787174950827677,3.12785288812876,4.59013284777717,2.14088471882454,2.29806466500467,1.00490351308587,3.25445457744799,3.07158106611924,1.72861226103563,1.41139418178064,0.86305114033883,7.28319678884147,4.8876456187077,1.25340509216308,5.39231508341304,0.624656760916653,0.751649780916,2.03298417245097,4.93558177411217,2.72038570408861,5.6917023428631,4.51149302369371,2.62787506406033,2.55264221647607,5.46867962890302,0.81279221621079,3.55226001874935,2.83011708118223,2.94099606910152,1.15453686475984,2.77387232359321,1.47504638306171,2.03110041967168,2.0107101667499
"hera_11",3.64521689182964,3.37749114923431,3.12948826649185,0,1.09722963917552,2.21211600566463,4.72384987522795,2.06161085645794,3.64999325533231,3.33969666316501,1.55754417436492,0.687350869410188,3.76932279888255,0.840715725538511,3.32901592032697,3.44998854490867,3.50936571014344,3.99284013981691,2.25575771992906,2.76768699551819,3.19044812549428,3.0939712406902,3.95414835902405,4.33552007493729,4.01449083697814,2.93536938097023,2.91116093389522,3.78465347463137,2.02455311121438,2.94261849733791,2.04797551391823,1.67476719325691,1.84275749989143,0.944289029247622,4.05825419480246,4.94665378446945,3.92230023665267,1.29562406084305,2.68539996015941,4.78747120230144,2.54957001291527,3.40146691682759,1.24741273960428,2.56996897775996,3.07206831272947,3.44539724594301,1.00465921436423,3.31018641794465,3.18714498779973,2.30418519843239,2.19290542975795,1.55371799144745,2.96327769681233,1.98568405814698,4.08852364137098,3.26877533319398,1.75562486221012,1.72463830844059,1.94265992079156,3.74467813057072,3.57436066759226,3.27063618160264,2.65699159235515,4.94817256411334,1.3153168483745,2.44543505389412,3.21297906702459,2.74637571232954,2.99362430439342,2.16823023445191,3.79262527791579,2.51713868024226,1.4742611344456,3.4053699296054,2.67188554897769,2.66868734359203,4.19261766581964,1.40784770622695,3.55113309342338,1.54376314255862,2.12864556700593,1.98188519338089,2.27042040765946,3.00219724727837,4.52575629358046,2.87533163928869,2.63748680076588,2.58653529623517,2.87444580657329,2.70744680432032,4.0362609898922,2.40487829803251,2.07966585323996,3.53053762296878,2.56945278747553,1.05181617979779,4.27336058778607,2.96687309854838,3.0622258017951,4.16667021745217,2.15179706694213,3.30797948266779,3.57716280917231,1.69956553219959,3.87165565281529,4.20254551139241,2.43788445960815
"jarjarbinks_11",4.21869015185769,3.86548520031057,3.54447476128978,1.09722963917552,0,2.76502302635397,4.66527232373505,2.38162388067727,2.91641696694201,3.66552060530053,2.1631058338166,0.651406414782013,4.06217589606179,1.51050415719109,4.03608013815974,3.88723974078631,3.96814985357173,4.20782599826241,2.50324866127532,3.23370732886986,3.71491684764114,3.42180463906545,4.27073231179624,4.79515137767758,4.03264924887862,2.62278871737456,3.27521871586879,4.24821709040589,1.28675850868668,2.42771076785501,2.16916585405275,1.97551875298135,1.0826548761813,1.11490887663068,3.44240187967096,5.3501366811627,4.47747970858936,1.468283741376,3.08286927715685,5.23214474271126,1.82091582546454,3.87391497574134,0.796764869020099,3.00766480073648,3.7562795155436,3.67068687953863,0.863579958359755,2.61906147617817,3.62413805333789,2.46009161140775,2.72728828808252,0.803504791824371,3.31964972102809,2.61320994506659,3.37893317649192,3.72445620178737,2.07869516097218,2.14244683778305,1.68921800452165,4.07127293508593,3.76745732000921,3.68739926562239,3.04179824864248,4.4118726502893,1.1401332882456,2.35940128064137,3.62090332469999,2.85344991073446,3.34385230247249,2.46055219035325,4.15152562347174,1.74729110400022,0.943918436066899,3.90248605978938,2.61400201402244,2.47180521534192,4.66153898903358,1.52868703146655,4.02332250037046,1.218595874252,2.21268343301887,2.23989917853606,2.6636631727369,3.39451765282041,3.81892786799891,2.66275404981834,2.87288839086597,1.88600704984163,3.25983059082569,3.15641738278813,4.48145426276773,1.96158768116552,2.27796062459271,3.18045543855578,2.52652782612656,1.24950805757097,4.56510721796831,2.2422592579387,3.37690452207709,4.26311252996269,2.38355436269777,3.67474257693876,4.24164668392751,1.75660677814674,4.39446697297578,4.61844210494693,2.7896337283614
"hera_14",2.24401505707661,2.43486277287267,2.26304360654474,2.21211600566463,2.76502302635397,0,5.32527895844354,2.2415408821092,5.4378970676199,3.6349351760462,1.58984032575996,2.60648895917859,3.59888253459095,1.56885677801296,2.3894154303201,2.23839949701646,2.27916816475647,4.00187147341545,1.65557214772629,1.97912678450649,2.42972024398743,2.43573433386998,3.84899005860069,3.15119616729074,3.82128743717106,3.26067471895744,1.9498894699045,3.14380462108891,3.57429565125405,3.76876849199047,1.58435484559895,1.68342671630151,3.59474506910152,1.96817742730644,5.09702727840896,3.45487717989742,3.13868454309907,1.77351232436889,1.76304590302696,3.84955715507432,4.26521830678346,2.2660969300996,3.04993952417963,2.51836299419048,2.41479597640023,2.65185658189558,2.13196638510345,5.11764396434473,2.05555103540308,1.93642071776632,1.54667270404305,3.08518895633197,2.68734893318243,1.51729435092519,5.91469715729078,2.51145571960358,1.6532110835715,1.61815404331542,3.10855827259496,3.46562117747192,2.76931595981505,2.43381567059984,2.29296373408633,6.10220168124683,2.70159155370348,3.23488050232471,2.16702828141958,2.85446310150452,2.49788939039543,2.04282680669695,3.36351899557107,4.17699248600126,3.21991111442425,2.44932813004486,3.2304627950984,3.04148806810879,3.1565417964592,1.95772873885275,2.4301805047642,2.85722060789382,1.86001883845005,1.82867621559271,1.40151359229377,2.06497178408353,6.37983454518168,3.00013139961814,2.36735251677425,4.33530207805438,1.88242195399352,1.62117796239755,3.13415100881586,4.1039411448908,2.66389565787488,3.9821593460995,2.70902639841111,2.20020035207733,3.5888048998692,4.67473452994786,2.40284071244693,4.29790362564706,1.58706558611796,2.96108163721501,2.46003375313651,1.9182748151817,2.41454822051865,3.12503190493047,1.96796614364279
"iris_14",5.34077180646589,4.43029192871206,4.66096993551131,4.72384987522795,4.66527232373505,5.32527895844354,0,3.42358851756328,6.39462919101073,2.13831105453706,4.09218464265916,4.88928227264398,2.7192182539963,4.63799451027723,4.96808905652342,4.95532479160919,4.94730923164521,2.17159917156828,4.55369173801173,4.19427502820502,4.35935040979777,3.86888741312028,2.6018355908373,5.30088806271608,2.70051801955391,6.35284404214215,4.55324455732059,3.68509323454946,5.2229374127071,6.12236874985256,5.59613599140162,4.31599062505506,5.29525882774941,4.5456937815784,7.13760701543425,6.10984594050666,4.31861093267061,4.40042610870688,4.56871985671648,4.98649873346395,5.6336759792313,4.83801633325841,5.13413675345863,3.29695401864271,4.21499511691674,4.44443112423222,4.78581474561868,6.18854290916877,4.78175252641997,4.88349006154662,4.21399386933301,5.07074054001073,3.37142889052207,4.46496800379857,6.71937831058513,4.00725714712336,4.04269962462867,4.03160956229165,3.99243158093157,2.69539628914979,4.44323290949204,4.09238877484056,3.5073853993348,4.94641045162054,4.69539953080684,3.73015594526739,4.44933002884859,3.01377555528133,3.70280347294863,3.7769291441737,3.09023136997691,5.55721503170006,5.07576438907863,4.47757909835093,2.97393689201599,5.17855554849526,4.60892195035909,4.13080511430871,4.79059646343076,3.67591146481288,4.29696198335026,4.08983047568774,4.68560004110238,4.26427749869381,6.98459022308514,6.2503439835418,3.68821453008,5.66109748768453,4.94380694749344,4.73989562512695,4.22511588767218,5.13112434228498,3.13421716507344,6.73134831244773,6.02500519224721,3.92901765996925,3.66296381779815,4.9738554766217,4.04083217432749,1.58803210898757,4.35873282966692,3.74925338595771,5.31889739321823,4.65635724827839,5.40393568926199,4.58177085194078,4.01121246792368
"jarjarbinks_14",2.76865719413892,2.11125478853669,2.08513049090761,2.06161085645794,2.38162388067727,2.2415408821092,3.42358851756328,0,5.10535147374895,1.82459123384734,0.87528823077562,2.44433293917669,2.43934455793264,1.70875355602456,2.41477786805973,2.42563136462942,2.43362991205229,2.6494872387676,1.69176258182482,1.49790401083345,1.91315590300157,1.54027426823405,2.70587507493341,3.39213008111725,2.44524792609397,4.06542462682712,1.85192892715568,2.61670037345902,3.41213458529386,4.1418673607564,2.78348120476108,1.33018406910207,3.35097172109736,1.71702846235926,5.42191105008651,4.18577114570132,2.97303305478495,1.52565809515709,1.75254794395154,3.98730177397112,4.00310322364318,2.32736779978514,2.96145881354206,0.765711734909733,1.89610702222453,2.19309550132454,2.13895990002153,4.78915990237958,2.18324310165651,2.13681790115765,1.14774586300646,2.98814428716762,1.17193106185005,1.49783808760596,5.54937513648326,2.14443142864878,1.0056751117662,0.856334730218714,2.05394199183682,2.3750019383057,2.49129496356301,1.90902956718383,0.973674386573815,4.78543241826409,2.45522247312496,2.02022243199558,2.03615939365675,2.03141785073162,1.39707600232165,0.928334365113749,2.49214213517775,3.9414235863798,3.00991045940152,2.2126777200925,1.45600766808752,3.51386695864217,3.23911256535757,1.52318319408403,2.41291189324668,1.64868210201889,2.16531018615252,1.28906512016117,1.74438168409742,1.76570498053385,5.92867251657563,3.98015614759227,1.16199545352097,4.09142642548515,2.18687618033351,1.89116404336384,2.96892057830102,3.50562456534298,0.956424281300775,4.7604069264964,3.66949081141132,1.20112800068411,3.09037776548699,3.8709418958818,1.6948035511301,2.79732720635066,1.9464018250044,2.04624030708301,2.76921069877791,2.09439236129639,2.94641863568382,3.18511379416142,1.37197890257734
"kubo_14",7.07210481423115,6.74915871722582,6.4337232395133,3.64999325533231,2.91641696694201,5.4378970676199,6.39462919101073,5.10535147374895,0,6.08855806762329,4.9376010785452,3.00876538573299,6.60878998736535,4.2474372937614,6.89714958730581,6.75720119674311,6.85692236897205,6.59598037663316,5.3692902536372,6.09894424220314,6.59854204559708,6.22856815589237,6.72507560403645,7.32417646617566,6.41600758839178,3.48437469346345,6.16735292191411,6.96067494476946,2.12418179926194,2.63795432548184,4.37158139270287,4.8691636075047,1.90236906536687,3.97193390805305,2.29535776938629,8.13189106481338,7.20926268033014,4.3531602563191,5.97260817874434,7.84997447092188,1.29508850617367,6.74640222485907,2.47663228917194,5.72934719528763,6.58509439002561,6.47150354551207,3.635033415211,0.417241932265837,6.51395970390175,5.2207846337458,5.50104423588384,2.5321151399464,6.06678388944105,5.48951974373176,0.518102404980272,6.5482536126873,4.92823942628227,4.95555654369043,3.63021084774989,6.62389243850027,6.28719362162969,6.40287962189106,5.84443102117261,4.4485166052278,3.19952646505977,4.28014769729574,6.35511847350405,5.20215515041768,6.16359695093641,5.31394517756293,6.77016831955876,1.5639631856387,2.40745229148362,6.7954342286557,4.84745742456281,3.74567993996613,7.41281042481187,4.3508180093546,6.91360102589166,3.61298977728414,4.61753155710573,5.07979080389125,5.49873158193768,6.28821139013552,1.0442222497324,3.6656280607185,5.69809352964614,1.25424704823785,6.12621943205725,6.050930133621,7.23232348448741,2.40451187933899,4.77501940190225,3.3840311868757,3.83561894342203,4.02726951013975,7.19364386410929,1.89631354352823,6.2206410499532,6.47800593942045,4.91067891764134,6.1365697949626,7.10570661270798,4.32996183013852,7.2471780962181,7.37868160957509,5.52066442733124
"wolverine_14",3.47304732986399,2.60389109640843,2.80399787823434,3.33969666316501,3.66552060530053,3.6349351760462,2.13831105453706,1.82459123384734,6.08855806762329,0,2.37656141904536,3.74420743457668,1.38158201062494,3.133455384202,2.91613523687805,3.13695537847862,3.12902060639751,1.31928659373312,2.93104644550058,2.38897917741844,2.41344134780233,2.22214672509203,1.46841601338483,3.98710829217561,2.25984165399357,5.40811646979559,2.74705471807312,2.08288959819504,4.56978830056572,5.43486659063466,4.23487223077318,2.70106911081003,4.55137822733151,3.12129469553255,6.62640885153077,4.50339708622291,2.59734887013551,2.92865554391134,2.7832572505069,3.58860260254914,5.11679751049643,2.9880093893257,4.1801702464067,1.45681746478357,2.18487064403419,2.82325110357433,3.52751194633305,5.80505819654405,2.9752378385669,3.27388455526432,2.50013028039879,4.22251337176379,1.63670770088845,2.60611695289884,6.474511906034,2.19963156120789,2.50943941583487,2.45854664844983,3.16639272189363,1.43040747030782,3.32099614244115,2.54033371291534,1.7186526248258,5.22355340348415,3.74111089513492,2.92420738727962,2.88733229748132,2.10098171872571,1.93166630426856,2.133824939716,1.69313606054968,5.03725596606176,4.22878767997634,2.59574666340361,2.07043078819185,4.46291731306116,3.03883987356264,2.76259608420732,2.99300794442236,2.77587149356079,3.21152328556198,2.5645435525774,3.00325289762237,2.49957807198614,6.81781457515539,5.32932313750741,2.03717407558871,5.15503963433271,3.13982350781575,2.88350655569286,2.66962054337177,4.50825124513538,1.91930640958267,5.97141302468776,4.95245708744987,2.60462497796283,2.50894568463616,4.7428817598458,2.27893552469725,1.50115776234009,3.11397930404835,2.58060815237861,3.29301963815706,3.42884948846608,3.60174505014532,3.04828590949658,2.52292928221792
