"ID"	"Ginger_2"	"Padme_5"	"Padme_6"	"Ginger_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ginger_24"	"Henry_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Henry_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Joans_49"	"Marshmallow_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Ivy_67"	"Franc_68"
"ko00010"	0.0127425044881601	0.012620226748203	0.0125449050299449	0.0126352013078925	0.0126838507169201	0.0129960665881701	0.0126708340212208	0.0122921101507608	0.0139698971372051	0.0123097180634252	0.0127892587776195	0.0127544485616699	0.0163758945613131	0.0128754987312498	0.0152596722200709	0.0124198468642062	0.0154990575185204	0.0126455933035492	0.0115749472944128	0.0122077008635675	0.0124538709827819	0.0130691861784282	0.0130936851079461	0.0175178522237605	0.0138485835487041	0.0123408098096412	0.012403553286597	0.0125958625499466	0.0127330807899701	0.0121419263836755	0.0122700167265159	0.0123247916819448	0.0125304590132723	0.0142042783682297	0.0133502318017602	0.0124732227052252	0.0121653942480946	0.0124089152568568	0.0127913482979011	0.0122898092241617	0.0122332374789642	0.0130592256033118	0.0126543633494916	0.012012057789837	0.0125645018671936	0.0130210741570523	0.0124358278655817	0.0122707800190671	0.0121922966729564	0.0115492166102686	0.012783379020869	0.0142539747803941	0.0120317940304446	0.0122927747586709	0.0122113921891941	0.0120019562086915	0.0121274154967664	0.0121725219956002	0.0121345313544951	0.0121132987107508	0.0119279728075412	0.0121630717428816	0.0124114570734689	0.0120522357068958	0.0124198798067822	0.0127684476887817	0.0122737190108077	0.0122142707640465	0.0121087870697552	0.0121884604348812	0.0125828893114338	0.0125368705192254	0.013008275528705	0.0134121015963932	0.0118591968683565	0.0118148672144923	0.0122559699809442	0.013397164736824	0.0124590565935281	0.013077928237792	0.0120776162848773	0.012118677882492	0.0120692090425366	0.0121761616318105	0.012159204062271	0.0123383218329658	0.0125992041171922	0.0123260968834846	0.0118866637734953	0.012121733623891	0.0121299810173124	0.0120807885222368	0.0121515836999184	0.0127154698365238	0.012003200144537	0.012025004868466	0.0123673357371146	0.0134344520972485	0.0121053279572792	0.0122178497380636	0.0127966517233756	0.0117620197678311	0.011653598017645	0.0123784127331146	0.0120471972975165	0.0122345633571998	0.0125484620576458	0.012654408138131	0.0121366637444189	0.0123536168786924	0.0129064328541682	0.012521138227887	0.012115755181573	0.0123402649892718	0.0126120452434935	0.0123316638405113	0.0121789632978451	0.0119866782227545	0.0125501612780647	0.0123903644050331
"ko00020"	0.00543703912249721	0.00543252423622504	0.0054920326346775	0.00551501694994882	0.00553410608358416	0.00542745216581415	0.0054656127159804	0.00579081628176131	0.00564904757727117	0.00559773750626829	0.00540246490373307	0.00585392557532393	0.00598622970701842	0.00696684454237074	0.00544393642772682	0.00556387342601771	0.00435869671372096	0.00538802191485267	0.00588227712284507	0.00595750070972792	0.0055981655751968	0.00567052359497834	0.00597744555178291	0.00617275583492432	0.00642312140615557	0.00602340427134389	0.00611655300902733	0.00559237335930425	0.00584311458353551	0.00609443575397425	0.00592939727325927	0.00601402856852041	0.00565965006692846	0.00589263809372038	0.00550969974606564	0.00560804492507023	0.00597694095984953	0.00572790904156995	0.00640300601230975	0.00603978536895608	0.00601718982081159	0.0060243253320229	0.00607834446578646	0.00584127866772522	0.00576676973066825	0.00561467552682025	0.00553030123629247	0.00571722863609572	0.00640231016678658	0.006238787814536	0.00601270003865715	0.0058482761531583	0.00608521115138616	0.00595922242389649	0.0064467226390539	0.00629611238522569	0.00647098175679958	0.00573920924887824	0.00636696701169467	0.00582093508787055	0.00565027782629087	0.0062503933744979	0.00556470152822044	0.00647658619693574	0.00649614801014063	0.00581650880812514	0.00618484398066567	0.00578990776625934	0.00561239142450282	0.00610460532061253	0.00626048915853603	0.00558482594802507	0.00636675679823665	0.00507751692924096	0.00597791817270011	0.00591345477682634	0.0059500829055675	0.0054152362614722	0.0056562489782374	0.00499254046509168	0.00583714173518991	0.00626400911646951	0.0062446089452858	0.00616355164101522	0.00592613322110201	0.00584208474924283	0.00533797600048781	0.00502811686904241	0.00654089281126246	0.00606399766088044	0.00596260978723101	0.00611756072785418	0.00639854803032765	0.0052526791183372	0.0061036120091604	0.00629297406584093	0.00599526799313203	0.00525371081769308	0.00575905921093444	0.00590592739551713	0.0055586135242739	0.00607080224372088	0.00595942862204989	0.00512317200481266	0.00644050790407518	0.00556457294137118	0.00541304706478732	0.00585436661338313	0.00581135534224314	0.00628094030755204	0.0059430845624255	0.00526110642715817	0.00629246961594202	0.00622993045799272	0.00566485134520728	0.00537065463418366	0.0062788103201205	0.0060791957237192	0.00567276907827715	0.00597472950878483
"ko00030"	0.00690522758816773	0.00683961519659225	0.00682569968090308	0.00679254005414276	0.00685268814521805	0.00689057184421262	0.00684963882670457	0.00620839514327143	0.00669438862328228	0.00664635113349898	0.00667407786040826	0.00637514171668267	0.0063569563039589	0.00594504819345839	0.00629161892585247	0.00650373258945529	0.00688140872484942	0.00711579692574543	0.00561502551993498	0.0060337553815114	0.00635702803845308	0.00603216989311225	0.00587496048099023	0.00607261387173106	0.00665954735673071	0.0060990172587448	0.00587986918990548	0.00637488651433857	0.00636552078124382	0.00567823747456383	0.00635509835156239	0.00593728110104459	0.00629185594182741	0.00609135390512732	0.00615244819595514	0.00664176817989709	0.00563510560498567	0.00649131771186403	0.00601560589735515	0.00619567118060377	0.00613486775577549	0.00618452522224357	0.0062089897690982	0.00641912921916128	0.006401509661464	0.00644704698090286	0.00662662994254391	0.00616725845973651	0.00587400961059417	0.00650727781579575	0.00633991636221132	0.00669815056321101	0.00559591035044935	0.00605293991796049	0.00600172326561796	0.00576923048303946	0.0058729015434823	0.00611710912276747	0.00585117396539013	0.00548481754922331	0.00667238445762619	0.00608983350581179	0.00599817430623727	0.00611562528252519	0.00612827860904849	0.00594732654213579	0.00602456826642782	0.00575559692891514	0.00563594254034586	0.00587960280633542	0.00636711876159537	0.00668388543728864	0.00602148973404758	0.00729241333556849	0.00610863085438034	0.00630012399892844	0.00652133481550681	0.0059803778193245	0.00634053450707722	0.00772987292669978	0.00603690963872719	0.00559930831831437	0.00582191218474865	0.0064014428796927	0.00578707971567024	0.00614032513325282	0.00637874443076926	0.00645454730738141	0.00585110273477271	0.00565961992520851	0.00574266148470735	0.0057343101502196	0.00620676298398596	0.00638350039112803	0.00615141819198278	0.00611460193704673	0.00604295675685446	0.00660395115121331	0.00580415832327532	0.00617638643066408	0.00645591539000106	0.00578728198975121	0.00578247393696457	0.00578310122073919	0.00581876593014356	0.00629149701543881	0.00638219390647665	0.00653477705526656	0.00664619210083053	0.00584390180518639	0.00605667957945056	0.00633231585533003	0.00570918579883607	0.00565204680835376	0.00616666645167582	0.00658991195611017	0.00560884356461189	0.0061719408173655	0.0063517096593353	0.00616930970808467
"ko00040"	0.00631429967771155	0.00619303051048432	0.0061550662786988	0.00606654297255179	0.00620060259852339	0.00621086163412452	0.00620733170960679	0.0045034446883384	0.00572530116572051	0.00567599869471953	0.00577589644145222	0.00484482082653754	0.00485214359735152	0.00301194060204776	0.00495946700878315	0.00530779501981673	0.00607120934720482	0.00657458482666994	0.00327089292695247	0.0042584351396195	0.00494628017817871	0.00416380853951344	0.00371902044997087	0.00404279402689934	0.00431623315944535	0.00406029842451142	0.00380436589385661	0.00519544927720612	0.00500373406452626	0.00344988911747034	0.00463407600725003	0.00397119231392104	0.00499252446533169	0.00412633640931425	0.00396988230173563	0.00567628432499626	0.00347835263796138	0.00513035722910851	0.00358723825419431	0.00442329011055986	0.00430055941700978	0.00419177588030804	0.00419000366185537	0.00490271298083569	0.00459405293645462	0.00496662311045126	0.00574483591572934	0.00451673637511388	0.00331805604239593	0.00503244964309208	0.00435007908849168	0.00395038571946239	0.0034865251348212	0.0039664759487505	0.00352302615850766	0.00343537228065721	0.00344545246057292	0.00434278208977158	0.0032672894210934	0.00358490388432542	0.00349602805087638	0.00393360093344139	0.00411744649963642	0.00386061957172504	0.00363868024108465	0.00366760514745047	0.00381456383149839	0.00350421841966276	0.00373420115938851	0.0038443180837337	0.00430681566372748	0.00583357391235259	0.003535465361231	0.00533047013151384	0.00418185188208233	0.00484277434518738	0.00462431973661526	0.00396798396627169	0.00500822342389809	0.00478085252617003	0.00411754568746083	0.00315778168581614	0.00383152957743135	0.00434138152128697	0.00358801503113566	0.00447873766757971	0.00578467238879705	0.00429461956480685	0.00337017427312151	0.00344652800392018	0.00372432684860448	0.00352739660273017	0.00392813199777476	0.0044210557704533	0.00421331612976126	0.00384145021427802	0.00403434530388413	0.0051508063620691	0.0038927664037262	0.00435888349947546	0.00518668054439897	0.00374819900414371	0.00415114917367296	0.00386096622132811	0.00333459132256337	0.00439340634813711	0.00575077739126971	0.00458517736282487	0.00479817275331577	0.00334244295210761	0.00393846390560734	0.0058017714924153	0.00342681179846071	0.00329891451840135	0.00469531444475063	0.00580594592721109	0.00312293844972279	0.00412508058837904	0.00485004884710513	0.00436131168907923
"ko00051"	0.015044927684862	0.0144774374780797	0.014296282145825	0.0146822570006485	0.0144346373859653	0.0146701704287948	0.0149290931352377	0.00943841977534973	0.0138267218289316	0.0131475932475152	0.0133998374909193	0.0129019669095889	0.0118957283314687	0.012252423610817	0.0109796030629323	0.0124253190141825	0.0123250511037286	0.0145836581175032	0.0091241491798111	0.00821470017477272	0.011597168777465	0.00885007672749017	0.00983380406301265	0.0105988792526309	0.011809097817331	0.0104306594979976	0.0097591880205331	0.0121663144422424	0.0125827303386917	0.00974659425999352	0.0107777515912989	0.00950567991433031	0.0120854067097089	0.00947398501737773	0.0108963515576363	0.0139263560596943	0.00935544156010372	0.0127358783578619	0.0106292541767724	0.0113191021748666	0.00967235490385873	0.0108600053859305	0.00930191469403589	0.00921192509579801	0.0101957589672265	0.0126295444400955	0.0136271944180241	0.0103233412861028	0.00997882189462041	0.00890326224148131	0.00977539539053823	0.00859707606001848	0.00920074641518972	0.0106156387648471	0.0111591487382156	0.010245543349215	0.0108029944298472	0.0102824694670605	0.0110967548833759	0.00853926715152513	0.00734305314886863	0.0105750012493036	0.00932352314842042	0.0101184536807092	0.011010138452287	0.0104393173981286	0.0105889691893631	0.00977842301995318	0.00821810000659584	0.0112812179012102	0.00956614657446336	0.0138647533815953	0.0108753257224109	0.0119169517976176	0.00892228341804149	0.00881789294171943	0.00974501794878416	0.0103210520361716	0.0124738971379071	0.0125952914651133	0.00886095515670655	0.0101158965815206	0.00972509303730767	0.0109312099775238	0.00959730627625678	0.0113726555702537	0.0141222552236194	0.00930978152887203	0.0103132626221743	0.00959670392483816	0.00914164197633034	0.00961170481888228	0.0111049325227786	0.0089459179463945	0.0094331741314921	0.0102860727510907	0.00974218867709049	0.00971249579484432	0.00905090263716305	0.00960534633670031	0.0123907278567926	0.00841990491435926	0.00838651849734764	0.00799761295766579	0.0106420236185408	0.00872545805723205	0.0143636884452153	0.0101048837096153	0.0102336700383762	0.0108964729116619	0.00991903213184531	0.0140601846242457	0.010086602765766	0.00987987915341303	0.0124157654188717	0.014221353444841	0.0104900144391042	0.00870867513478982	0.0117363983824124	0.0119167072845489
"ko00052"	0.00769754412134905	0.0077035803398754	0.00779337861763736	0.00752984500284972	0.00802290815706177	0.00775519378632888	0.00761331115617469	0.00730652608755274	0.00758328274981143	0.00793138457913648	0.00728105194830201	0.00702413403715754	0.00755755723623845	0.00744960431308741	0.00716145918023527	0.00709184664756534	0.00532271038650105	0.00794501427310752	0.00539991016152962	0.00793528290111448	0.00683991961793245	0.00716762922398686	0.00652878575559977	0.00723145631786848	0.00802075159083165	0.00668736947432457	0.00671038243518355	0.00685052812204254	0.00738580104612059	0.00572700492113684	0.00752439309331985	0.00618652576833122	0.0067723435697326	0.00706709385461279	0.00761956922640408	0.00752439228738595	0.005530617023957	0.00741585593032955	0.00725510486313351	0.00700176643907057	0.00764699629657849	0.00729570745514893	0.00643381604906788	0.00724971320583924	0.00715434669252665	0.00711444191076963	0.00744630978753842	0.0062689556729231	0.00667954908067353	0.0110628198151328	0.00767917147010841	0.00729551177040609	0.00552194063046884	0.00650281590130066	0.00697120393124922	0.00628170090650666	0.00658251484780743	0.00659255577545503	0.00647961600851826	0.00493912593114013	0.00641752916800622	0.00679938943190362	0.00609848694227213	0.00749480018153776	0.00684765888905461	0.00651363711813136	0.00673788089469787	0.00573565051166605	0.00536449198026727	0.00630973880431439	0.00883750784693808	0.00738453411908754	0.0069104757899701	0.00744794610718574	0.00665735088687243	0.00660629492000426	0.00933150275128007	0.00630703879736638	0.00677497134851167	0.00642039593172503	0.00622101138086493	0.00584594879129677	0.00609349951405335	0.0087162834757608	0.00591112467690106	0.00638933593353514	0.00736150671807843	0.00492111279908438	0.00691264395874328	0.0056300446852643	0.00567955536869517	0.0060070778783706	0.00737436536505252	0.00565394998341529	0.0068166842534118	0.00714430291087097	0.00645126088194891	0.00751548527064669	0.00554377184867255	0.00670690114923811	0.00689153076427097	0.00594725366870606	0.00638101949902263	0.00601897833551988	0.00654202535780997	0.00767894888628325	0.00734675233119702	0.00797721869551658	0.00850921745346747	0.00646276748531307	0.00654601600973313	0.00713262397113381	0.00599315415724963	0.0060674936113273	0.00674349539628579	0.00732379185668116	0.00592137314926232	0.00747657671334836	0.0070291126699669	0.00673567051749821
"ko00053"	0.00381515660517703	0.00360106722702246	0.00355290930094567	0.0035823898881221	0.00357961428945162	0.0036404397297931	0.00370275304404998	0.00136370742584735	0.00327281275797253	0.00294443372252593	0.00309817516466801	0.00243744640647316	0.0024316776849105	0.00111628728127842	0.00198820548075219	0.00271337283306428	0.00425280700116323	0.00359061419588905	0.00135650510875135	0.00171047255161958	0.00235899686982133	0.00161960143348231	0.001211597157067	0.00157669105839861	0.00148784241494838	0.00136358843305024	0.00125378228948336	0.0026161527717401	0.00243208487453738	0.000991972423515099	0.00183807157573714	0.00112987902659554	0.0024839435525013	0.00141241190458915	0.00142399184884282	0.00323220686801553	0.0010004930744901	0.00264481920308723	0.00110884864499484	0.00197911245411618	0.00126096939903355	0.0015194153286313	0.00123445564361591	0.00133223789987501	0.0013209036314408	0.00253193947143818	0.00325213161849239	0.00162236018954486	0.00110209300596461	0.00131633214060979	0.00127298062329647	0.00164122890685754	0.000966835106153496	0.00138861110222177	0.00111687198836881	0.00115808977584351	0.00106531579757717	0.0016747259620923	0.0010965593006986	0.000933639855738317	0.00136321891470796	0.00114195603057006	0.00121447905279828	0.001200959286243	0.00117286946807977	0.00119930888175735	0.00113330055011902	0.00114661545205718	0.0010107194034667	0.0016464020702212	0.00117693098931205	0.00325328705481533	0.00118820399167604	0.00301201644382886	0.00118703975220526	0.00124835139039864	0.00128819495432511	0.0016270809993844	0.00251019848973274	0.00402048671754878	0.00115080572391634	0.000952722094695899	0.0011018191693595	0.00151559275065338	0.00110448995204883	0.00190396516083071	0.00333594190283622	0.00216829991912175	0.00102966059859676	0.000989601975266718	0.00103890044954681	0.00103186526512645	0.00121145304612965	0.00185636983844794	0.00122905904966383	0.00116116615724744	0.00121468651533231	0.00169339150226013	0.00105154564834794	0.0011980973205753	0.00271905879997424	0.00114124298017594	0.00103527382180735	0.00111352122768032	0.00102970900788228	0.00120491295505499	0.00336053168600129	0.00134875666807895	0.00140178685775815	0.00109417618832856	0.00124481039012426	0.0033486635321929	0.000996947739650293	0.0010293332982647	0.002309545778607	0.00359895187804492	0.00105817042712361	0.00153075513097963	0.00245287626808772	0.00195265985786517
"ko00061"	0.00371608496676686	0.00377853478036259	0.00388660355838959	0.00372722614159797	0.00393914348412113	0.00380705920525507	0.00370026648691298	0.00467943916951513	0.00382962404587754	0.00426531301512884	0.00376671630212533	0.00389541568962025	0.00417446489842474	0.00461258300903425	0.00414514669136984	0.00392300877786242	0.00497649434851489	0.00393025309786765	0.00450632012042466	0.00587416686276721	0.00387612902948168	0.00503565121754584	0.00424264593281947	0.00424075336556097	0.00472729069947991	0.00422135013682641	0.00464687182193739	0.00386496144021233	0.00426818276259758	0.00389265213318771	0.00454831668881235	0.00414549818994053	0.00387118498280134	0.00455659156701243	0.00429819921531386	0.00394816258583206	0.00379364448470749	0.0041791499297655	0.00460819306016335	0.00433041082636666	0.00511781433225062	0.00442821378423952	0.00452833525007508	0.00456984493507499	0.00457758034065952	0.00378098040663739	0.00392764633428418	0.00397592130243661	0.0045371665750045	0.00676091810044116	0.0048902292333731	0.00569949322810527	0.00392907962250625	0.00407645970022506	0.00444837421871275	0.00421142898079335	0.00432740334643049	0.00411813853426829	0.00418924964156954	0.00361470699684891	0.00561244835056789	0.00441588982136161	0.00406034649639358	0.00500481348494166	0.00452219182962481	0.00406548160445861	0.00433437117148033	0.00380497229617727	0.00375504506277949	0.00395000019551083	0.00569971945759749	0.00384147078980003	0.00437878421546119	0.00460144203249065	0.00449177387124423	0.00457419437668809	0.005859407635428	0.00377844093949028	0.00375566352530757	0.00441752916773173	0.00425842668873989	0.00395222113389102	0.00421021469755366	0.00531101264090502	0.00401742608709396	0.0038764792618082	0.00365508655734862	0.00361304574615729	0.00464921950932135	0.00385825994503043	0.00398037802541101	0.0040798106492957	0.00471858768003669	0.00415296689139952	0.00456584386693908	0.00475559425515946	0.00426032084374762	0.00468740137346551	0.00376662577862246	0.00444432815827817	0.00416848435641849	0.00430719423341706	0.00442168040683152	0.00393511325619192	0.00430305153877409	0.00504126231606306	0.0036142740124325	0.00504582156355694	0.00525124042086449	0.00417649668920826	0.00423538069292149	0.0035055226395967	0.00405505847997014	0.00413144225866033	0.00375805516288845	0.00382052011596716	0.00393979316513339	0.00554143688643648	0.00431604231133481	0.00398172332211648
"ko00062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89380644766062e-07	0	4.62792647850532e-09	0	0	0	0	0	0	0	0	0	0	0	5.8714157253604e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ko00071"	0.00445563744362571	0.00451860560957351	0.0044540471330544	0.00444381943744674	0.00435774367872578	0.0044469531071428	0.00444697662948956	0.00499766558148513	0.00462801547953301	0.00435498000952814	0.00472680360451976	0.00432578036411728	0.00469455079162717	0.00291351948546656	0.00530070959086154	0.0046817507871925	0.00428142355317915	0.00424774736311266	0.00538452809160594	0.00494131078035085	0.00478127984772727	0.00506126969090764	0.00482480240840782	0.004954500724999	0.002879142207943	0.00437690809152874	0.00453585167677733	0.00476064259263804	0.00440080942159113	0.00483378563841414	0.00432056561461942	0.00471965702404915	0.00475379172487893	0.00476089732287765	0.00399755512824889	0.00434843581126742	0.00506756105242799	0.00423412095970328	0.00388062366598828	0.00425457734376768	0.00429444505588056	0.0041296998298341	0.00478360744343436	0.00419384671672616	0.00442786343007332	0.00443674758347419	0.00448031786509346	0.00490425227713894	0.0040365656943655	0.0034620973617113	0.00420615328058457	0.00435494238200487	0.00517972260542882	0.00433198364225528	0.00355518989811115	0.00431177210262024	0.00384792950829959	0.00474088372497888	0.00390325264645263	0.00585480416562537	0.0044519008466637	0.00397841686307129	0.00518305655978642	0.00348679398085657	0.00366020356464569	0.00451187005395133	0.00404638329804579	0.00502083820912424	0.0056722933294541	0.0044763227524866	0.00399629401780524	0.00450729441435314	0.00380871229878498	0.00414206209905054	0.00440025034141568	0.00472187959367706	0.0039343361128028	0.00498350495648452	0.00466096871051017	0.00416655635791421	0.00474878018227448	0.00455884216334213	0.00468388758344858	0.00374672692456496	0.0046723261736397	0.00471428979042109	0.00464806396215205	0.00584854789359096	0.00373531730409641	0.00492011264896652	0.00509800015174376	0.00463774793449986	0.00346966413584548	0.00565682720547593	0.00421286167829665	0.00378713417452298	0.00440467776651266	0.00478131077457059	0.00516664602628673	0.00458439814374184	0.00447080658835301	0.00460700818050979	0.0049925903485279	0.00584705189752468	0.00389057433678959	0.00504115857292309	0.00453870505245307	0.00412042599840041	0.00366750531508307	0.00395193756375411	0.00444863281352819	0.00479419498291104	0.00448631627793538	0.00459578074782417	0.0045730205009138	0.00448052813186495	0.00441952514821012	0.00446027128607669	0.00480256588964139	0.00435072977921834
