"ID"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"p__Bacillota"	2665	1951	1683	2940	4597	2552	2503	3068	2363	926	3258	5911	2827	2677	2123	1910	1167	3372	2899	3041	1407	2941	1480	2551	2734	308
"p__Pseudomonadota"	849	1868	2052	275	2030	680	96	165	977	2578	81	790	320	734	166	1537	2585	69	169	577	2150	287	219	855	794	875
"p__Bacteroidota"	475	179	169	760	1304	747	1318	558	642	464	445	1176	779	583	1548	490	243	550	897	379	439	759	1922	348	459	2666
"p__Actinomycetota"	11	2	79	19	58	9	56	21	14	11	125	20	20	5	13	28	3	3	3	2	2	10	249	108	8	148
"p__Fusobacteriota"	0	0	13	5	0	12	27	180	3	12	90	98	52	0	149	35	1	0	31	0	0	0	129	129	3	0
"p__Mycoplasmatota"	0	0	0	0	0	0	0	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0
"p__Campylobacterota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
