NR_133686.1	txid1280843
NR_102852.1	txid84030
NR_026409.1	txid29370
NR_104899.1	txid384636
NR_037068.1	txid29375
NR_114807.1	txid168384
NR_179276.1	txid2316025
NR_116747.1	txid1298596
NR_112553.1	txid342942
NR_036800.1	txid411470
NR_179434.1	txid1720300
NR_027579.1	txid471875
NR_036777.1	txid33039
NR_157642.1	txid1653435
NR_134091.1	txid1462919
NR_144617.1	txid1796634
NR_134772.1	txid1337051
NR_173632.1	txid2068655
NR_180815.1	txid2606633
NR_125571.1	txid796944
NR_125570.1	txid796943
NR_029097.1	txid237576
NR_025390.1	txid115544
NR_180820.1	txid2606632
NR_181395.1	txid2763669
NR_041882.1	txid180332
NR_042832.1	txid301302
NR_074809.1	txid585394
NR_027557.1	txid536231
NR_042007.1	txid622312
NR_180825.1	txid2605790
NR_165013.1	txid2044587
NR_148624.1	txid1653434
NR_180986.1	txid2681861
NR_117792.1	txid796942
NR_119287.1	txid84037
NR_026151.1	txid36835
NR_029248.1	txid500632
NR_173637.1	txid2755051
NR_180823.1	txid2606634
NR_180833.1	txid2606635
NR_181398.1	txid2763667
NR_181391.1	txid2763670
NR_104843.1	txid39498
NR_113132.1	txid1121308
NR_133028.1	txid1301100
NR_125597.1	txid1115758
NR_179784.1	txid2020948
NR_104744.1	txid1541
NR_113243.1	txid1547
NR_026111.1	txid33025
NR_179270.1	txid2654621
NR_041590.1	txid742816
NR_025514.1	txid158847
NR_044473.1	txid491921
NR_108993.1	txid862415
NR_117702.1	txid865
NR_043658.1	txid349096
NR_042900.1	txid259840
NR_118115.1	txid1002795
NR_117364.1	txid671224
NR_113389.1	txid135080
NR_028797.1	txid135082
NR_028796.1	txid135083
NR_074905.1	txid546271
NR_181318.1	txid2754044
NR_163640.1	txid1930071
NR_028862.1	txid209880
NR_028812.1	txid156456
NR_147376.1	txid1852378
NR_147373.1	txid1852379
NR_043231.1	txid308994
NR_113307.1	txid1122219
NR_102980.1	txid1064535
NR_157635.1	txid1675036
NR_178779.1	txid1588748
NR_134080.1	txid879612
NR_181404.1	txid1000568
NR_133027.1	txid1232428
NR_025230.1	txid187326
NR_043657.1	txid349095
NR_179932.1	txid2144175
NR_043656.1	txid349094
NR_179646.1	txid2045301
NR_178499.1	txid1111454
NR_179592.1	txid1936062
NR_074980.1	txid479436
NR_113377.1	txid103892
NR_044091.1	txid423477
NR_134226.1	txid1502943
NR_113570.1	txid1110546
NR_036934.1	txid33033
NR_181419.1	txid2769485
NR_112931.1	txid85831
NR_112932.1	txid47678
NR_148821.1	txid1462569
NR_145844.1	txid1411144
NR_113065.1	txid762984
NR_179635.1	txid2024197
NR_112935.1	txid28111
NR_113206.1	txid1236513
NR_113067.1	txid1077285
NR_041313.1	txid338188
NR_148822.1	txid1462571
NR_074546.1	txid290053
NR_181532.1	txid2792859
NR_179567.1	txid1907658
NR_159117.1	txid1912896
NR_159118.1	txid1912894
NR_180463.1	txid2650158
NR_144744.1	txid1841856
NR_112939.1	txid1203608
NR_113070.1	txid742727
NR_112940.1	txid28116
NR_181731.1	txid2834112
NR_113072.1	txid1236512
NR_112942.1	txid291644
NR_113207.1	txid1236514
NR_112943.1	txid449673
NR_112944.1	txid818
NR_112945.1	txid820
NR_112947.1	txid657309
NR_180458.1	txid2650157
NR_181379.1	txid2725562
NR_144747.1	txid1841865
NR_181377.1	txid2763138
NR_041446.1	txid376804
NR_041278.1	txid470145
NR_041461.1	txid387090
NR_041351.1	txid357276
NR_181010.1	txid2786956
NR_175548.1	txid2739389
NR_112938.1	txid204516
NR_113071.1	txid1236498
NR_041277.1	txid484018
NR_074616.1	txid376805
NR_113064.1	txid1236538
NR_074515.1	txid435590
NR_113073.1	txid487174
NR_041508.1	txid397865
NR_118316.1	txid1349822
NR_170508.1	txid2518971
NR_170509.1	txid2530391
NR_181879.1	txid2880704
NR_179975.1	txid2094150
NR_180717.1	txid2601703
NR_180431.1	txid2530390
NR_144616.1	txid1796646
NR_179976.1	txid2094151
NR_180830.1	txid2606626
NR_144725.1	txid1686296
NR_113082.1	txid887901
NR_118334.1	txid671218
NR_037088.1	txid76122
NR_113098.1	txid28127
NR_113104.1	txid76123
NR_113108.1	txid840
NR_113111.1	txid189722
NR_113114.1	txid425941
NR_042841.1	txid873533
NR_041541.1	txid407975
NR_116832.1	txid1236516
NR_024815.1	txid228603
NR_179442.1	txid1776379
NR_041364.1	txid1002367
NR_144746.1	txid1841864
NR_147404.1	txid1816687
NR_147377.1	txid1870999
NR_113077.1	txid454154
NR_113078.1	txid454155
NR_113099.1	txid28128
NR_113100.1	txid908937
NR_113102.1	txid1236509
NR_113101.1	txid28129
NR_114304.1	txid1236517
NR_178237.1	txid2801997
NR_181266.1	txid2800387
NR_109628.1	txid1177574
NR_165743.1	txid2490854
NR_179380.1	txid2854755
NR_179449.1	txid2479840
NR_041056.1	txid888743
NR_113116.1	txid28133
NR_179444.1	txid1776388
NR_144750.1	txid1852370
NR_113092.1	txid77768
NR_113094.1	txid305719
NR_113097.1	txid873513
NR_113411.1	txid537011
NR_180452.1	txid2518605
NR_044270.1	txid439703
NR_113118.1	txid28135
NR_113120.1	txid28136
NR_113122.1	txid185294
NR_024816.1	txid228604
NR_113227.1	txid915438
NR_178978.1	txid1676614
NR_102887.1	txid839
NR_179296.1	txid2585119
NR_113151.1	txid328813
NR_113152.1	txid28117
NR_113153.1	txid328814
NR_180156.1	txid2290935
NR_113208.1	txid871327
NR_165699.1	txid2685834
NR_041342.1	txid823
NR_112835.1	txid574930
NR_041464.1	txid387661
NR_041343.1	txid46503
NR_181277.1	txid2753162
NR_179605.1	txid1944636
NR_113125.1	txid28112
NR_113368.1	txid1017
NR_029312.1	txid45243
NR_074505.1	txid1018
NR_113564.1	txid1019
NR_178251.1	txid1323990
NR_178706.1	txid1585976
NR_118513.1	txid200
NR_118516.1	txid824
NR_181373.1	txid2762557
NR_113247.1	txid203
NR_118526.1	txid204
NR_180169.1	txid2040648
NR_112123.1	txid54313
NR_074381.1	txid649638
NR_113379.1	txid134605
NR_146837.2	txid1755100
NR_178362.1	txid1216362
NR_179530.1	txid1852365
NR_117734.1	txid850
NR_114400.1	txid859
NR_044688.3	txid852
NR_113141.1	txid393480
NR_178363.1	txid2663009
NR_044820.1	txid861
NR_113384.1	txid856
NR_113040.1	txid1196653
NR_179541.1	txid1852388
NR_028769.1	txid109328
NR_113160.1	txid157692
NR_126239.1	txid1162717
NR_044657.2	txid2153
NR_113661.1	txid2124
NR_074262.1	txid402881
NR_113874.1	txid28101
NR_151998.1	txid1795310
NR_145928.1	txid1631957
NR_165738.1	txid2490857
NR_104897.1	txid47671
NR_028715.1	txid80878
NR_116284.1	txid491919
NR_025834.1	txid28220
NR_113708.1	txid80866
NR_133803.1	txid1207057
NR_125656.1	txid1335047
NR_042610.1	txid427333
NR_147381.1	txid1852381
NR_113328.1	txid626947
NR_169348.1	txid2584944
NR_147401.1	txid1816689
NR_179269.1	txid2494234
NR_179604.1	txid1944635
NR_104851.1	txid40545
NR_044322.1	txid450365
NR_042418.1	txid335431
NR_114040.1	txid494
NR_104685.1	txid539
NR_180436.1	txid2528037
NR_170431.1	txid1795832
NR_170432.1	txid1795827
NR_181569.1	txid2796361
NR_042976.1	txid887327
NR_157664.1	txid1522312
NR_042240.1	txid265175
NR_104947.1	txid1056807
NR_121687.1	txid483
NR_104944.1	txid90367
NR_117701.1	txid496
NR_117717.1	txid488
NR_118249.1	txid1107316
NR_117694.1	txid33053
NR_116767.1	txid1032488
NR_116766.1	txid1030841
NR_117692.1	txid28091
NR_026477.1	txid83767
NR_024855.1	txid65401
NR_026075.1	txid13335
NR_025518.1	txid179995
NR_113274.1	txid762983
NR_026476.1	txid83771
NR_025934.1	txid2718
NR_028847.1	txid194702
NR_104940.1	txid565
NR_115224.1	txid255519
NR_036919.1	txid82992
NR_126319.1	txid158823
NR_104823.1	txid35703
NR_170426.1	txid1748967
NR_024861.1	txid67824
NR_117752.1	txid546
NR_118588.1	txid545
NR_028685.1	txid67825
NR_028686.1	txid67826
NR_180890.1	txid2653932
NR_041527.1	txid133448
NR_116999.1	txid1073999
NR_044060.1	txid413503
NR_112006.1	txid28141
NR_024640.1	txid61645
NR_148649.1	txid881260
NR_116756.1	txid69218
NR_179167.1	txid2494701
NR_180237.1	txid2497875
NR_118568.1	txid550
NR_126208.1	txid1296536
NR_180236.1	txid2494702
NR_028993.1	txid208224
NR_042349.1	txid299767
NR_146667.2	txid539813
NR_180451.1	txid2529382
NR_179166.1	txid2497436
NR_179946.1	txid2071710
NR_117547.1	txid1354262
NR_180450.1	txid2529381
NR_025569.1	txid208962
NR_114042.1	txid562
NR_074902.1	txid585054
NR_136472.1	txid1499973
NR_180509.1	txid2899544
NR_102493.2	txid1028307
NR_159317.1	txid2058152
NR_118853.1	txid571
NR_180640.1	txid2587529
NR_117686.1	txid573
NR_025635.1	txid244366
NR_025566.1	txid1300165
NR_116033.1	txid497725
NR_169476.1	txid2529380
NR_117704.1	txid1177180
NR_118333.1	txid1158459
NR_114154.1	txid83655
NR_179968.1	txid2080838
NR_125600.1	txid1095768
NR_179034.1	txid1855371
NR_024641.1	txid1354260
NR_179439.1	txid1755099
NR_119109.1	txid566
NR_125690.1	txid1398493
NR_180316.1	txid2488306
NR_112011.1	txid1005996
NR_074888.1	txid54736
NR_074799.1	txid90370
NR_180446.1	txid1851514
NR_104901.1	txid621
NR_026332.1	txid622
NR_026331.1	txid623
NR_104826.1	txid624
NR_134807.1	txid1505757
NR_104924.1	txid1388748
NR_104932.1	txid182337
NR_148578.1	txid1324864
NR_104943.1	txid221276
NR_111998.1	txid549
NR_115258.1	txid574096
NR_026045.1	txid553
NR_116113.1	txid470931
NR_116748.1	txid472694
NR_178670.1	txid1465635
NR_116247.1	txid472705
NR_178843.1	txid92488
NR_116112.1	txid470933
NR_178694.1	txid1592631
NR_116115.1	txid470934
NR_179961.1	txid2050966
NR_159332.1	txid1987580
NR_179839.1	txid2050967
NR_114419.1	txid584
NR_043998.1	txid102862
NR_118292.1	txid55207
NR_116341.1	txid554
NR_153752.1	txid1905730
NR_180980.1	txid2703885
NR_146846.1	txid58169
NR_042356.1	txid300181
NR_179509.1	txid2045214
NR_148843.1	txid280147
NR_117626.1	txid106649
NR_025412.1	txid108981
NR_148847.1	txid1776742
NR_041694.1	txid60442
NR_042864.1	txid717
NR_042867.1	txid51049
NR_026030.1	txid51048
NR_029171.1	txid714
NR_116167.1	txid985008
NR_181946.1	txid2025884
NR_042890.1	txid47735
NR_042877.1	txid733
NR_179979.1	txid2094024
NR_042879.1	txid738
NR_042875.1	txid888728
NR_104930.1	txid726
NR_149208.1	txid1461579
NR_114764.1	txid735
NR_118142.1	txid736
NR_025423.1	txid249188
NR_024896.1	txid85401
NR_024899.1	txid85402
NR_037060.1	txid75985
NR_179403.1	txid1604354
NR_024898.1	txid85403
NR_042883.1	txid667128
NR_115138.1	txid115545
NR_118750.1	txid1071947
NR_042888.1	txid760
NR_144618.1	txid1796644
NR_179336.1	txid2778911
NR_137345.1	txid1331689
NR_042871.1	txid123820
NR_025073.1	txid123822
NR_026032.1	txid749
NR_042886.1	txid757
NR_179595.1	txid1940621
NR_178974.1	txid2316085
NR_117552.1	txid882211
NR_136473.1	txid1563157
NR_024946.1	txid296
NR_148763.1	txid1608996
NR_180497.1	txid2666183
NR_179898.1	txid2364649
NR_178975.1	txid2750624
NR_028619.1	txid122355
NR_113651.1	txid303
NR_148764.1	txid1608994
