"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"njc11"	4.29	19.49	21.32	5.88	26.16	28.79	24.37	27.41	21.84	16.42	21.04	41.41	21.02	1.93	18.18	34.89	23.48	24.69	20.88	19.89	28.5	20.56	3.72	33.73	29.15	22.28	38.41	6.33	21.92	14.63	17.03	11.32	21.91	34.96	7.15	18.43	32.61	31.34	17.93	17.95	31.87	19.77	26.32	23.02	23.08	18.64	34.36	27.46	14.72	24.54	17.37	31.42	14.5	20.85	20.39	31.58	18.44	41.15	33.32	22.48	16.8	22.85	23.76	19.08	28.63	19	24.92
"njc12"	0	0	0	0.73	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.03	0	0	0	0	0	0	0	0
"njc13"	0	0	0	0.08	0	0.03	0.15	0.03	0.38	0	0.03	0.23	0	0.03	0.03	0.03	0.03	0.15	0	0	0	0.11	0.03	0.1	0.23	0	0	0.03	0.03	0	0.03	0.13	0	0.18	0	0	0	0.05	0.05	0.03	0	0	0	0.1	0	0.1	0.05	0	0	0.28	0.08	0.13	0	0	0.18	0.08	0.18	0.1	0.03	0	0	0	0	0.23	0	0.05	0.05
"njc14"	0	0	0	0.03	0	0.03	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0
"njc15"	0.1	2.8	5.18	6.7	3.78	0.35	5.87	4.43	2.21	0.58	0.03	0.05	1.68	0.17	5.85	4.65	0.3	3.8	1.13	6.73	5.45	1.43	0.2	12.69	2.03	1.45	6.18	2.65	0.6	1.1	1.5	1.08	7.73	1.45	0.8	0.7	8.4	1.3	1.3	1.7	4.2	15.57	9.51	1.9	0.53	1.6	4.38	1.68	2.52	1.28	4.13	2.65	1.3	2.33	1.93	0.53	45.17	3.45	0.28	0.38	0.4	17.62	0.95	1.33	1.98	1.8	9.12
"njc16"	0	0	0.03	1.3	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0.03	0.05	0	0	0	0.05	0	0	0	0	0.08	0	0	0	0.03	0.05	0	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0.03	0	0	0	0.5	0
"njc17"	0	0	0.03	0	0	0	0.03	0	0.1	0	0	0.03	0.05	0	0.03	0.03	0	0.03	0	0	0.05	0.24	0.05	0	0	0.03	0.1	0	0.03	0.03	0.05	0.03	0.03	0.05	0.05	0	0.05	0	0.03	0	0.05	0.03	0.03	0.03	0	0.08	0	0	0.15	0.03	0	0.05	0.03	0.03	0.1	0.03	0	0	0	0	0.05	0.03	0	0.08	0.03	0	0.03
"njc18"	0	0.15	0.05	0.08	0	0	0.1	0.25	0	0	0	0	0.05	0	0	0	0	0.4	0	0	0	0.03	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.38	0	0	0.25	0	0.03	0.05	0.05	0	0.05	0	0.03	0	0	0.18	0	0	0	0	0	0	0.05	0	0.1	0.23	0	0
"njc19"	2.28	2.23	0.23	0.1	0	0.63	2.68	0.53	1.33	1.28	0.55	0	0.2	0.05	1.82	0.58	0.88	0.98	0.43	0.75	2.2	1.08	0.2	1.95	1.53	0.15	4.78	2.6	0.07	1.5	2	0.65	3.08	1.7	1.05	0.88	5.85	0.15	1.9	1.5	3.2	2.38	2.5	1.28	0.28	5.53	2.58	1.13	3.42	1.1	6.18	2.3	3.3	1.12	1.85	0.03	1	0.75	0.08	0.42	4.28	1.6	0.48	0.8	1.43	0.15	1.73
"njc20"	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc21"	0	0	0.03	0	0	0	0.03	0	0	0.03	0	0.03	0.05	0	0	0	0	0	0	0.03	0	0.1	0.03	0	0	0	0.03	0	0	0	0.03	0	0.03	0.05	0	0	0.03	0	0	0	0.08	0	0	0.08	0.03	0.03	0	0	0.1	0	0.05	0	0.05	0	0.05	0.03	0	0	0	0	0.03	0.03	0	0.03	0	0	0.03
"njc22"	0	0	0	0.03	0	0.03	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0
"njc23"	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0	0	0	0	0.08	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0.03	0	0	0	0.5	0
"njc24"	0.03	0.18	0.05	0.08	0	0	0.25	0.28	0.08	0	0	0	0.05	0	0	0	0	0.48	0	0	0	0.09	0.03	0	0.03	0	0.88	0	0.05	0.03	0.08	0	0	0.03	0	0	0.88	0.05	0.03	0.05	0.63	0.07	0	0.28	0	0.05	0.1	0.1	0.03	0.05	0	0.08	0.03	0	0.18	0	0	0	0.03	0	0.03	0.1	0	0.1	0.33	0	0
"njc25"	0.05	13.66	0.23	0.08	0.05	0.73	8.25	0.65	5.14	1.53	19.36	1.28	0.7	0.1	1.23	2.08	0.1	0.93	0.5	0.33	1.23	8.17	0.28	0.83	0.85	0.5	3.36	0.05	2.52	1.03	1.28	0.35	0.28	0.9	1.6	0.2	2.25	3	0.43	0.28	2.18	0.25	0.28	2.98	0.43	0.88	0.68	1.3	0.78	0.78	0.28	1.3	0.48	0.12	1.05	0.78	0.2	0.98	0.53	0.28	0.3	0.22	0.85	1.88	1.53	0.6	0.78
"njc26"	0	0	0.03	65.19	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0	0	0	0	0.08	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0.03	0	0	0	0.5	1.08
"njc27"	4.44	17.34	13.99	1.48	24.16	28.94	16.07	21.79	18.17	16.57	20.66	41.06	20.09	1.75	14.25	31.04	23.41	21.34	20.73	16.14	23.6	18.92	3.5	23.4	27.43	21.53	37.18	6.2	21.75	14.63	16.45	10.57	18.71	33.83	7.15	18.23	30.88	30.84	16.2	14.88	30.32	13.45	21.42	21.72	22.61	16.77	34.48	26.64	13.47	24.12	13.84	31.15	13.7	20.08	20.17	30.88	4.15	40.6	32.94	22.23	16.5	13.18	24.86	19.43	27.73	17.98	21.54
"njc28"	0	0	0.03	0	0	0	0.1	0	0.23	0.05	0.03	0.03	0.1	0	0.03	0.1	0.08	0.05	0.03	0.08	0.12	0.33	0.1	0.05	0.05	0.1	0.15	0	0.05	0.03	0.13	0.03	0.15	0.13	0.23	0.03	0.15	0	0.18	0.13	0.1	0.07	0.08	0.05	0.05	0.08	0.03	0.13	0.38	0.05	0.18	0.1	0.15	0.05	0.15	0.03	0.03	0.05	0	0.15	0.15	0.05	0.05	0.18	0.08	0	0.05
"njc29"	0	0.15	0.08	0.15	0	0.03	0.25	0.3	0.38	0	0.03	0.23	0.05	0.03	0.05	0.03	0.03	0.58	0	0.03	0.1	0.14	0.03	0.2	0.23	0.03	0.7	0.03	0.07	0	0.03	0.13	0.03	0.18	0	0	0.53	0.13	0.05	0.03	0.38	0	0.03	0.35	0.03	0.13	0.1	0.05	0	0.33	0.08	0.15	0	0	0.35	0.28	0.28	0.1	0.03	0	0	0.07	0	0.33	0.23	0.55	0.05
"njc30"	0	0	0	0.03	0	0.03	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0
"njc31"	0	0.15	0.08	0.15	0	0.03	0.25	0.3	0.38	0	0.03	0.23	0.05	0.03	0.05	0.03	0.03	0.58	0	0.03	0.1	0.14	0.03	0.2	0.23	0.03	0.7	0.03	0.07	0	0.03	0.13	0.03	0.18	0	0	0.53	0.13	0.05	0.03	0.38	0	0.03	0.35	0.03	0.13	0.1	0.05	0	0.33	0.08	0.15	0	0	0.35	0.28	0.28	0.1	0.03	0	0	0.07	0	0.33	0.23	0.55	0.05
"njc32"	0	0	0.03	0.03	0	0.03	0.03	0	0	0.03	0	0.25	0.05	0	0	0	0	0	0	0.03	0	0.1	0.03	0	0	0	0.03	0	0.03	0	0.03	0	0.03	0.05	0	0	0.03	0	0	0	0.08	0	0	0.08	0.03	0.03	0	0	0.1	0	0.05	0	0.05	0	0.05	0.03	0	0	0	0	0.03	0.03	0	0.03	0	0.05	0.03
"njc33"	0	0	0	0	0	0	0.05	0	0.05	0.05	0	0.03	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.05	0.03	0	0	0	0	0	0.03	0
"njc34"	0.03	0.18	0.05	0.08	0	0	0.25	0.28	0.08	0	0	0	0.05	0	0	0	0	0.48	0	0	0	0.09	0.03	0	0.03	0	0.88	0	0.05	0.03	0.08	0	0	0.03	0	0	0.88	0.05	0.03	0.05	0.63	0.07	0	0.28	0	0.05	0.1	0.1	0.03	0.05	0	0.08	0.03	0	0.18	0	0	0	0.03	0	0.03	0.1	0	0.1	0.33	0	0
"njc35"	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc36"	0.05	2.85	0.08	0.18	0	0.03	10.08	0.3	4.24	0.18	0.95	0	0.1	0.07	0.17	0.68	0.15	0.75	0.1	0.13	0.17	2.52	0.32	0.15	1.8	0.08	3.08	0.23	0.17	1.9	4.05	0.73	0.13	1.63	0.18	0.6	3.4	0.3	2.7	2.63	2.38	0.15	0.1	1.88	0.05	6.93	0.85	0.4	0.3	0.75	7.73	0.75	0.15	0.05	0.73	0.2	1.05	0.23	0.1	0.15	0.17	0.48	0.58	0.98	1.23	0.15	1.65
"njc37"	0.05	4.2	7.43	6.5	2	0.13	10.35	5.85	4.91	0.38	0.98	0.43	0.98	0.17	4.2	4.23	0.18	3.68	0.13	3.63	5.5	3.45	0.58	11.29	2.8	1.08	3.2	0.38	0.4	2.08	4.63	1.13	3.38	2.18	0.3	0.95	3.63	0.63	2.95	4.25	2.6	6.42	4.85	2.1	0.2	7.26	1.05	0.4	1.6	1.03	8.63	1.35	0.73	0.72	1.2	0.83	15.07	0.85	0.28	0.22	0.32	9.93	0.85	1.28	1.23	1.23	5.21
"njc38"	4.21	17.87	13.94	3.08	24.83	28.51	16.57	21.71	18.35	16.07	20.49	41.09	19.96	1.75	14.6	31.14	23.36	21.32	20.71	17.29	23.5	18.38	3.45	24.02	27.38	21.31	37.41	6.15	21.68	13.16	13.98	10.57	19.41	33.63	7.03	17.63	31.31	30.84	16.08	14.8	30.72	14.65	22.59	21.82	22.56	15.64	33.98	26.49	13.68	23.87	13.56	30.6	13.73	20.2	19.61	30.76	7.08	40.32	32.92	22.18	16.5	15.75	23.16	18.13	28.13	17.88	21.36
"njc39"	2.21	17.94	13.76	0.23	24.16	28.26	24.09	21.56	21.36	15.39	21.01	41.06	19.94	1.77	12.53	31.02	22.51	21.04	20.36	15.37	21.35	20.12	3.52	21.35	27.58	21.31	35.73	3.65	21.7	14.93	18.15	10.62	15.61	33.53	6.1	17.85	28.58	30.84	16.65	15.68	29.66	11.15	18.89	22.27	22.31	17.99	32.83	25.74	10.05	23.62	15.04	29.57	10.38	18.95	18.74	30.78	4.15	39.99	32.92	21.8	12.25	11.8	24.86	19.05	27.85	17.88	21.26
"njc40"	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0	0	0	0	0.08	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0.03	0	0	0	0.5	0
"njc41"	0.33	0.3	1.05	0.13	0	0.78	5.54	1.6	2.43	1.2	0.25	0.08	1.28	0.17	2.1	1.15	0.45	2.48	1.18	0.8	2.28	2.44	0.48	2.48	0.63	0.8	6.21	2.38	0.65	2.7	4.1	0.45	3.23	1.1	1.13	1.25	7.83	1.23	1.78	1.58	4.03	0.17	1.63	2	0.48	2.68	2.53	1.83	0.62	1.58	2.05	2.1	0.25	1.48	2.63	0.48	0.8	0.55	0.35	0.58	0.25	2.48	2.05	2.33	1.68	1.12	1.65
"njc42"	0.03	0.2	0.08	0.08	0	0	2.38	0.3	0.68	0	0	0	0.1	0	0.03	0.08	0	0.5	0	0.05	0.1	0.56	0.05	0.1	0.03	0.1	0.93	0	0.15	0.08	0.23	0	0.03	0.08	0	0.03	0.95	0.15	0.08	0.13	0.85	0.07	0.03	0.33	0.03	0.08	0.13	0.1	0.15	0.05	0.03	0.13	0.08	0	0.28	0.23	0.13	0.03	0.03	0	0.03	0.12	0.03	0.1	0.4	0.5	0.03
"njc43"	0	0	0.03	1.3	0	0.03	0	0.03	0	0.03	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0.08	0	0.1	0.03	0.03	0	0	0.05	0	0	0	0.03	0	0	0	0	0.08	0	0	0	0	0.05	0	0.03	0	0	0	0	0	0	0	0	0	0	0.3	0.1	0	0	0	0	0.03	0	0	0	0.5	0
"njc44"	0.03	0.2	0.05	0.08	0	0	2.38	0.28	0.68	0	0	0	0.05	0	0	0.05	0	0.48	0	0	0	0.51	0.03	0	0.03	0	0.9	0	0.05	0.05	0.15	0	0	0.05	0	0.03	0.93	0.05	0.08	0.1	0.75	0.07	0	0.3	0	0.08	0.13	0.1	0.03	0.05	0.03	0.1	0.03	0	0.18	0	0.03	0	0.03	0	0.03	0.1	0.03	0.1	0.4	0	0
"njc45"	4.49	17.97	14.11	2.35	24.83	29.11	17	21.94	18.7	16.77	20.69	41.09	20.34	1.77	15.1	31.29	23.48	21.62	20.86	17.62	24.68	19.17	3.58	25.08	27.53	22.23	38.01	6.25	21.85	14.71	16.58	10.69	19.88	33.88	7.23	18.3	31.68	31.02	16.28	14.93	31.34	14.7	22.97	21.92	22.98	16.84	34.88	27.56	13.95	24.19	13.96	31.42	14.05	20.32	20.47	31.21	7.28	40.8	33.19	22.5	16.75	15.9	24.91	19.58	28.45	18.48	22.34
"njc46"	0.03	0.2	0.08	0.08	0	0	2.38	0.3	0.68	0	0	0	0.13	0	0.03	0.08	0	0.5	0	0.05	0.1	0.56	0.05	0.1	0.03	0.13	0.93	0	0.15	0.08	0.23	0	0.03	0.08	0	0.03	0.95	0.15	0.08	0.13	0.85	0.07	0.03	0.33	0.03	0.08	0.13	0.13	0.17	0.05	0.03	0.13	0.08	0	0.28	0.23	0.13	0.03	0.03	0	0.03	0.12	0.03	0.13	0.4	0.5	0.03
"njc47"	0	0.15	0.05	0.08	0	0	0.1	0.25	0	0	0	0	0.05	0	0	0	0	0.4	0	0	0	0.03	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.38	0	0	0.25	0	0.03	0.05	0.05	0	0.05	0	0.03	0	0	0.18	0	0	0	0	0	0	0.05	0	0.1	0.23	0	0
"njc48"	3.46	14.59	11.41	1.68	24.81	22.71	13.34	18.66	15.59	12.59	16.83	38.86	12.96	1.32	12.6	22.79	17.6	16.54	17.18	10.69	19.42	13.48	1.95	19.54	24.22	12.77	30.27	5.53	12.35	10.03	7.93	7.76	15.46	23.63	4.88	13.78	24.66	19.06	11.83	10.65	24.51	11.47	17.99	15.89	13.83	8.93	31.56	23.26	8.9	19.46	7.31	25.09	9.03	15.18	12.86	18.28	6.01	36.19	23.63	17	13.5	12.75	18.8	13.1	25	14.72	15.6
"njc49"	4.44	17.87	13.99	1.05	24.83	28.86	16.92	21.79	18.58	16.59	20.66	41.09	20.09	1.75	14.9	31.24	23.38	21.37	20.73	17.32	24.1	18.89	3.52	24.8	27.5	21.73	37.68	6.2	21.7	14.68	16.43	10.67	19.63	33.83	7.15	18.25	31.46	30.77	16.35	15.03	30.92	14.65	22.64	21.87	22.61	16.77	34.61	26.56	13.75	24.09	13.94	31.2	13.75	20.23	20.04	30.76	7.18	40.57	32.94	22.23	16.55	15.82	24.83	19.08	28.23	17.92	22.31
"njc50"	0	0.15	0.05	0.08	0	0	0.1	0.25	0	0	0	0	0.05	0	0	0	0	0.43	0	0	0	0.03	0	0	0	0.03	0.73	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.38	0	0	0.25	0	0.03	0.05	0.05	0	0.05	0	0.03	0.03	0	0.18	0	0	0	0	0	0	0.05	0	0.1	0.23	0	0
"njc51"	0.25	0.25	0.13	0.83	0	0.38	1.58	0.35	0.68	0.55	0.2	0.08	0.18	0	0.32	0.1	0.05	0.55	0.03	0.03	0.6	0.73	0.15	0.8	0.23	0.43	1.68	0.08	0.1	1.58	2.58	0.08	0.23	0.28	0.13	0.6	1.5	0.05	0.35	0.3	1.25	0.1	0.08	0.6	0.03	1.3	1.03	0.23	0.1	0.33	0.53	0.8	0.05	0.03	0.65	0.13	0.13	0.3	0.08	0.05	0.1	0.3	1.7	1.03	0.83	0.07	1.05
"njc52"	3.46	17.14	15.66	6.98	28.63	22.64	13.31	21.54	15.47	12.51	16.83	38.86	13.74	1.32	16.68	32.69	17.63	17.96	17.18	16.84	23.25	13.39	1.98	30.71	26.03	14.02	30.3	5.95	12.4	10.06	8.05	8.46	20.36	24.46	4.9	13.85	27.51	19.08	11.88	11.2	24.59	27.08	25.97	16.02	13.95	9.26	51.59	23.29	11.5	19.46	10.19	31.47	10.38	16.12	13.36	18.23	51.48	61.86	23.55	16.98	13.93	29.2	19.45	14.23	25	14.95	24.24
"njc53"	0	0	0	0.73	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc54"	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0	0	0	0	0.08	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0.03	0	0	0	0.5	0
"njc55"	4.21	17.87	13.94	2.35	24.83	28.49	16.57	21.71	18.28	16.02	20.49	41.01	19.96	1.75	14.6	31.14	23.36	21.32	20.71	17.29	23.45	18.33	3.42	24.02	27.38	21.31	37.41	6.15	21.65	13.16	13.98	10.57	19.38	33.63	7.03	17.63	31.31	30.74	16.08	14.8	30.72	14.65	22.57	21.82	22.56	15.64	33.96	26.49	13.68	23.87	13.56	30.6	13.73	20.2	19.59	30.61	7.08	40.32	32.87	22.15	16.5	15.75	23.13	18.13	28.13	17.88	21.36
"njc56"	0	0.15	0.05	0.15	0	0.03	0.25	0.28	0.38	0	0.03	0.23	0.05	0.03	0.03	0.03	0.03	0.55	0	0	0	0.14	0.03	0.1	0.23	0	0.7	0.03	0.03	0	0.03	0.13	0	0.18	0	0	0.53	0.05	0.05	0.03	0.38	0	0	0.35	0	0.13	0.1	0.05	0	0.33	0.08	0.15	0	0	0.35	0.08	0.18	0.1	0.03	0	0	0.05	0	0.33	0.23	0.05	0.05
"njc57"	0.1	0.88	0.98	0.18	0	0.38	4.26	1.58	2.26	0.63	0.53	0.28	1.15	0.3	1.93	1.08	0.33	2.68	1.18	0.75	1.57	1.63	0.45	1.75	0.9	0.33	6.69	2.43	0.62	1.35	1.7	0.63	2.88	1.18	0.88	0.65	8.48	1.3	1.6	1.45	4.3	0.03	1.48	2.15	0.43	2.33	2.25	1.68	0.45	1.68	2.15	1.9	0.13	1.43	2.43	0.45	0.85	0.48	0.3	0.38	0.07	2.35	0.38	1.68	1.9	1.15	0.9
"njc58"	0.03	0.18	0.08	0.1	0	0.03	0.25	0.3	0.08	0	0	0.23	0.05	0	0.03	0	0	0.5	0	0.03	0.1	0.09	0.03	0.1	0.03	0.03	0.88	0	0.12	0.03	0.08	0	0.03	0.03	0	0	0.88	0.13	0.03	0.05	0.63	0.07	0.03	0.28	0.03	0.05	0.1	0.1	0.03	0.05	0	0.08	0.03	0	0.18	0.2	0.1	0	0.03	0	0.03	0.12	0	0.1	0.33	0.55	0
"njc59"	0.23	1.5	7.48	5.73	2	0.53	0.73	5.83	0.78	0.83	0.2	0.4	1	0.05	4.3	3.58	0.1	3.3	0.03	3.53	6	1.16	0.17	12.04	1.1	1.45	1.03	0.23	0.2	1.58	3	0.43	3.48	0.68	0.18	0.98	0.78	0.38	0.35	1.7	0.55	6.25	4.85	0.53	0.2	1.4	1.05	0.28	1.12	0.6	1.28	1.23	0.53	0.6	1.1	0.83	14.11	0.93	0.2	0.12	0.17	9.53	2	1.7	0.28	1.18	4.36
"njc60"	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
