"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella buccae"	0	0.00125	0	0	0.00025	0.003	0.0015	0	0.00025	0.00025	0	0.000375	0.001	0.00225	0	0	0	0.0035	0	5e-04	0	0.00175	0.00125	0	0.009	0	0	0	5e-04	0.002
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.002	0.00075	0	5e-04	0.00025	0.00225	0.00025	0.001	0.00025	0.0025	0.00025	0.004375	0	5e-04	0	0.0015	0.00025	0.00075	0.00075	0	0.00025	0	0.00125	0.002	0.001	0.00175	0.00075	5e-04	0.00025	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0	0.002	0.00025	0.001	0	0.00125	0	0.00125	0	0.001	0	0	0.00125	0.00175	0.00025	0.00375	0.00025	0.0055	0	0	0	0.00025	0.00125	0	0.00175	5e-04	0	5e-04	0	0.0015
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0	0	0	0.00025	0	5e-04	0.00075	0.00025	0	0	0	0.008375	0	0	0.00025	0.001	0	0	0	0.002	0	0.0015	0	0.0025	0	0.0035	0.001	0.00025	0.001	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum"	0	0	0.00375	0	5e-04	0	0.00025	0.0015	0.00025	0	5e-04	0.000625	0	0	0.00075	0	0.0015	0	0.001	0	0	0	0.002	0.003	0	0.00275	0.00025	0.00025	0.0045	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.00075	0.00025	0.00025	0.001	0.00025	0.0015	0.00075	0.001	0.00025	0.00125	0	0.00225	0	0.001	5e-04	0.0015	0	0.00025	0.00025	0.00075	0	0.003	0	5e-04	0.00075	0.00125	0.00025	0.00025	5e-04	0.002
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter wuhouensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215	0	5e-04	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.00025	0.00075	0.00025	5e-04	0	0.00075	0	0.00075	0	0.00025	0	0	0.00425	0.001	0	0.0015	0.00025	0.0025	0	0	0	0	5e-04	0.001	0.0015	0.00275	0.00025	0.00125	0	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii"	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00875	0.00025	0.00025	0.00025	0	0	0.00025	0.00075	0	0.00875	0	0.00075	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0	0	0.00125	0	0	0	0	0.00475	0.00025	0	0.00025	0.000125	0	0	5e-04	0	0	0.0035	0.0015	0	0.00075	0	0.0025	0.00125	5e-04	0.001	0.00025	0	0.00025	0.00125
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter|s__Xylanibacter oryzae"	0	0	0	0	0	0	0.001	0.00025	0	0	0	0.000375	0	0	0	0	0	0	0.00025	0.00075	0	0.00075	0	0.002	0.00025	0.01175	0.00175	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	5e-04	0	0.00925	0.00075	0.00425	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0	0	0.0015	0	0.00025	0	0	0.00425	0	0	0	0	0.00025	0	0	0	0	0.00275	0.00075	0	0.001	0	0.0025	0.00025	0	0.0015	0.00025	0	5e-04	0.0025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0	0.00025	0.00025	0	0	0.00025	0	5e-04	0	0	0	0	0.004	0.00025	0	0.00025	0.00025	0.00525	5e-04	0	0	0	0.00075	0	0.00075	0	0	0.00075	0	0.00425
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens"	0	0	5e-04	0	0.002	0	0.00175	0.00025	0.006	0	0.0015	5e-04	0	0	0.0025	0	0	0	0	0.00175	0	0.00075	0	0	0	0	0	0	0	5e-04
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter quasiroggenkampii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01175	0	0.006	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.00025	5e-04	0	0.00025	0.00025	0.00125	0.00025	0.001	0.00025	0.00125	0.00025	0.000125	0	0.00025	0.00025	0.00025	0.00275	0.00025	0	0.00025	0.00025	5e-04	5e-04	0.0015	5e-04	0.0015	5e-04	0.00025	0.001	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.00075	0	5e-04	0	0	0.0025	0	0	0	0.00025	0.00025	0.004	0.0025	0.0035	0.00025	0.00025	5e-04	0.00125
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0	0	0.00075	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0	0.00025	0.0075	5e-04	0	0.00125	0	0.002	0	0.00025	0	0.001	0	0.00025	0.00175
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium aesculapii"	0	0	0	0	0	0	0	0	0	0	0	0	0.0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0	0.00025	0.00025	0	0	0.00075	0	0.00025	0.00025	0.00025	0	0	0.00025	5e-04	0	0.00025	0.002	0.0035	0	0	0	0	0.00075	0.00025	0.001	0.0025	0	0.00125	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0	0	0.00025	0	0	0.00075	0.00075	0.001	5e-04	0.00025	0.00025	0.00125	0	0	0.00025	0.00025	0.00025	5e-04	0	5e-04	0	0.00025	0	0.00075	0.00125	0.00225	5e-04	5e-04	5e-04	0.0015
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0	0	0	0.00025	0.00025	0.0015	0	0.00075	0	0.00075	0.00025	0.00125	0	0	0	0	0.00125	0	0.00075	0	0.001	0.00075	0.00075	0.001	5e-04	0.002	0.00025	0.00025	5e-04	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.00025	0.00025	5e-04	5e-04	0	0.00025	0.00025	0.00075	0	5e-04	0	0.001	0	0	0.00025	0.00025	0.00025	5e-04	5e-04	5e-04	5e-04	0.00075	5e-04	0.00175	0.00025	0.002	5e-04	0	0.00075	5e-04
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris"	0	0.0015	0	0.00125	0	0.00025	0	0.00125	0	0	0	0	0.00025	0.00025	0.00025	0.001	5e-04	0	0.001	0	0.001	0	0	0	0.00025	0.00025	0.0035	0.00025	0.00025	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0.00075	0.001	0	5e-04	0	0.001	0.00025	0.00075	0.00025	0.00025	0	0.001	0	0	0	0.001	0.00075	5e-04	0.00075	0.00025	0.00075	5e-04	0.00025	0.00025	5e-04	0.00075	0.00025	0	5e-04	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0	0.00025	0.00025	0.00075	0	5e-04	0.00025	0.00125	0.00025	0	0.00025	0.001	0	5e-04	0.00075	0.00025	0.001	0.00075	0.00025	0	0.00025	0.00025	0.00075	0.00075	0.00025	0.001	0.00075	0	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0	0	0	0.00025	0.00025	5e-04	0	5e-04	0	0	0.00025	0.001375	0.00025	0	0.00025	0	0.00075	0	0	0	0.00025	0	5e-04	0.00025	0.00075	0.00375	0.00025	0.00025	0.00175	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella maculosa"	0	0	0.00025	0	0	0.00075	5e-04	0.00075	0.00025	0	0	0.000125	0	0.00025	0.00025	0	0	0.00025	0	5e-04	0	0.00025	0.00025	0.00225	0.00175	0.003	5e-04	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0	0.00075	0	0	0	0.00075	0	0.00025	0	0.0015	0.00025	0	0	0	0	0	0.00275	0	0.00075	0	0.00075	0	0.00025	0	0.00175	0	0.00175	0	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea agglomerans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	5e-04	0	0.00475	5e-04	0.002	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei"	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	5e-04	0.00025	0.00125	0	0.001	0	5e-04	0.00425	5e-04	0.00075	0	0	0.00125	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0	0	0.00025	0	0	0	0.001	0.00025	0	0	0	0.000125	0	0	0	0	0	0	0	0	0	5e-04	0	0.0035	0	0.00425	0.001	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella dubosii"	0	0	0.00025	0	0	0	0	0.00075	0	0	0	0	0	0	0.00025	0	0.00075	0	5e-04	0	0.00025	0	0	0.004	0	0.00325	0.00075	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.00075	0	5e-04	0	0	0.002	0	0.0065	0.00025	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	5e-04	5e-04	0	5e-04	0	0.00075	0	0.00025	0	0	0	0	0.0015	0.00025	0.00025	0.001	0	0.002	0	0	0	0	0.00025	0	0.001	0	0	5e-04	0	0.00075
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0	0.00075	0	0.001	0	0	0	0.00025	0	0	0	0	0.00075	0.00025	0	0.0015	0.0015	0.001	0	0	0.00025	0	5e-04	0	0.00025	0	5e-04	5e-04	5e-04	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	0	0.00025	0.00025	0	0	0	0.00025	0	0	0	0	0	0	0.00025	0	0	0.00075	5e-04	0	0	0	0.00025	0.00025	0.001	0	0.0045	0.00025	0	0	0.00125
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium perfoetens"	0	0.00025	0.00025	0	0	0.0025	0	0.00025	0	0.00025	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.003	0	0	0	0.00075	0.0015	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0.00025	0.00025	0	0.00025	0	0.00075	5e-04	5e-04	0	5e-04	0	0.000125	0	0	0	0	0.00125	0.00025	5e-04	0	5e-04	0.00025	5e-04	5e-04	0.00025	0.00125	0	0	5e-04	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0	0.00025	0	0	5e-04	0	0	5e-04	0	0	0	0	0.00025	0.00025	0	0.00025	0.001	0.001	0	0	0.00025	0	5e-04	5e-04	5e-04	0.00075	0	0.00225	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0	0.00025	0.00025	0	0	0	0	0.001	0	0	0.00025	0.000125	0	0	0.00025	0	0	0	0	0.00025	5e-04	0.00025	0.00025	0.00075	0.00025	0.00325	0.00025	0	5e-04	0.00025
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0	0	0	0	0	0	0	0.00025	0	0	0	0	5e-04	0	0	0	0.00025	0.003	0	0	0	0	0	5e-04	0.0015	0.001	0	0.00125	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides koreensis"	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.00025	5e-04	0	0.00025	0	0.00025	0.001	0	0.00325	0	0	0	0.001
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella loescheii"	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00025	0	0	0	0.001	0	0.00425	0.001	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0	0.00025	0	0	0	0.00075	0.00025	0.00025	0	0	0	0.000875	0	0.00025	0	0.00025	0	0.00025	0.00025	0.00025	0	0.00025	0	5e-04	5e-04	0.001	0.00075	0	0.00025	0.00025
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus senegalensis"	0	0	0	0	0	0.00025	0	5e-04	0.00025	0.00025	0	0	0	0	0	0	0.001	0	0.00025	0.00025	0	0	5e-04	0	0.002	0	0.0015	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli"	0	0.00025	0	0.00025	0	0	0	0	0	0.00075	0	0	0	5e-04	0	0	0	0	0	0.0045	0	0.00025	0	0	0	0	0	0	0	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus mirabilis"	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.00575	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter chuandaensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.00575	0	5e-04	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0	0	0	0.00025	0	0.00075	0	0.00025	0.00025	0	0	0.00075	0	0	0	0	0	0.00025	0	0.00025	0	0.00025	0	0	0.00075	5e-04	0.00025	5e-04	0.00025	0.001
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella koreensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0.0015	0	0.004	5e-04	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella hominis"	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0.005	0	0	0	0	0	0	5e-04	0	0	0	0	0	0.00025	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0	0	0	0	0	0.00025	0.00025	0	0	0	0	0.001	0	0	0	0	0.00025	0.00075	0	5e-04	0	0.00075	0	0	5e-04	0.00025	0.00025	0	5e-04	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella tayi"	0	0	0	0	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.00225	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella shahii"	0	0	0	0	0	0	0.00025	0	0	0	0	0.000125	0	0	0	0	0	0	0	0	0	0.00025	0	0.00025	0	0.00425	0.00075	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.0035	0	0	0	0	0	0	0.002	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	0	0.00025	0	0.00025	0	0.00025	0	0.00025	0.00025	0	0	0	5e-04	0.00025	0	0.00075	0	0.00125	0	0	0	0	0.00025	0	0.001	0	0	0.00025	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora xylanisolvens"	0.00025	0	0	0.00025	0	5e-04	0	0	0	0	0.00025	0.000375	0	0	0	0	0.00025	0.00025	0	0.00025	0	0.00025	0.00025	0.00025	0	5e-04	0.00025	0	0.00125	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas bubulae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0.00025	0.0045
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena"	0	5e-04	0.00025	5e-04	0	0	0	0.00025	0	0	0	0	0.00075	0	0	5e-04	0	0	0	0	0.00025	0	0.00025	0	0.00025	0	0.00025	0.00125	0	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter|s__Caecibacter massiliensis"	0	0	0	0	0	0.00025	5e-04	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.00125	0	5e-04	0	0	0.00025	0.00025	5e-04	0	0.00075	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium perfringens"	0	0	0	0	0	0	0	0	0	0.00025	0	0.000875	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0.0035	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oricebi"	0	5e-04	0	0.001	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0	0	0	0	0.001	0	0	0	0	0	0	0.00175	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium polysaccharolyticum"	0.00025	0	0	0.00025	0	0	0	0.00025	0	0	0	0.000625	0	0.00025	0	0.00025	0	0	0	0	0	5e-04	0	0.00025	0.00025	5e-04	0	0.00025	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium massiliamazoniense"	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.00025	0	0	0.001	0	0	0.00025	0.00125	0	0	0.001	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Gluceribacter|s__Gluceribacter canis"	0.00025	0	0	0.00025	0	0.00075	0	0.00025	0	0.00025	0	0.001	0	0.00025	0	0	0.00025	0	0	0	0	0.00025	0	0	0.00025	0.00025	0	0	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii"	0.00025	0.00025	0	0.00025	0	0.00025	0	0	0	0	0	0	0.00025	5e-04	0	5e-04	0.00075	0.00025	0	0	0	0	5e-04	0	0.00025	0	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275	0.00025	0	0	0	0	5e-04	0	0.00025	0	0	5e-04	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides gallinaceum"	0	0	0.0015	0	0	0	0.00025	0	0	0	0	0.001625	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia argi"	0	0	0.00025	0	0	5e-04	0	0	0.00025	0	0	0.00075	0	0	0	0.00025	0	0	0	0	0	0.00075	0	0	0.00025	5e-04	0	0	0.00025	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides|s__Caecibacteroides pullorum"	0	0	0.00075	0	0	0	0.00025	0	0	0	0	0.00125	0.00075	0	0	0	0	0	0	0.00025	0	0.00025	0	0	0.00025	0	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum gordoncarteri"	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0.00075	0	0.0025	0.00025	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna jejuensis"	0	0	0.00025	0.00025	0	5e-04	0	0.00025	0	0.00025	0	0	0	0	0.00025	0.00025	0	0	0	0.00025	0	0.00025	0	0	0.00025	0.00025	0	0.00025	0.00025	0.00025
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus koreensis"	0	0.00025	0	5e-04	0	0	0.00025	0	0	0	0	0.000125	0	0	0	0	0.00025	0	0	0.00125	0	0	0	0	0	0	0.001	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Qiania|s__Qiania dongpingensis"	0	0	0	0	0	5e-04	0	0	0.00025	0	0	0.000375	0	0	0	0.00025	0	0	0	0	0	0.00075	0	0	0.00025	5e-04	0.00025	0	0.00025	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0.00025	0.00025	0.00025	0	5e-04	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia schinkii"	0	0	0	0	0	0.00025	0	0	0	0	0	0.000125	0	0.00025	0.00025	5e-04	0	0.001	0	0	0	0	5e-04	0	0	0.00025	0	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora saccharolytica"	0	0	0	0	0	0	0	0.00025	0	0	0	5e-04	0	0	0	0	0.00025	0.00025	0	0	0.00025	0	0	0	0.00025	5e-04	0	0.00025	0.00075	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla massiliensis"	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0	0	0.00025	0	0	0.00125	0.00025	0	0	0	5e-04
