"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"k__Bacteria|p__Bacillota"	0.84225	0.57775	0.6035	0.63325	0.09525	0.722	0.48975	0.6975	0.079	0.60675	0.1185	0.701875	0.03875	0.37075	0.24975	0.69275	0.346	0.451	0.4665	0.65225	0.71825	0.679	0.62525	0.67425	0.33425	0.4665	0.70275	0.105	0.93675	0.60225
"k__Bacteria|p__Pseudomonadota"	0.0255	0.1385	0.295	0.11225	0.8615	0.0455	0.4255	0.03675	0.897	0.267	0.8605	0.203375	0.0705	0.32675	0.642	0.0575	0.04375	0.05525	0.4475	0.25625	0.214	0.18175	0.07825	0.03775	0.35825	0.03075	0.125	0.0965	0.0075	0.1835
"k__Bacteria|p__Bacteroidota"	0.13125	0.24425	0.088	0.2295	0.04325	0.20525	0.0845	0.24625	0.02375	0.10825	0.021	0.08	0.7785	0.28625	0.1065	0.21675	0.58125	0.4725	0.07575	0.08875	0.057	0.13625	0.25925	0.279	0.2965	0.49625	0.12425	0.772	0.033	0.183
"k__Bacteria|p__Actinomycetota"	0.00075	0.03475	0.00125	0.0175	0	0.00325	0.00025	0.01325	0.00025	0.00075	0	0.000625	0.11175	0.01	0.00175	0.01925	0.006	0.0165	0.00275	0.0025	0.006	0.001	0.01725	0.00375	0.0095	0.00275	0.028	0.02075	0.02225	0.01775
"k__Bacteria|p__Fusobacteriota"	0.00025	0.00475	0.01225	0.0075	0	0.02375	0	0.006	0	0.01725	0	0.014125	0	0.00625	0	0.01375	0.02275	0.00175	0.0075	0.00025	0.00475	0.002	0.02	0.00475	0	0.00275	0.02	0.0045	5e-04	0.0135
"k__Bacteria|p__Mycoplasmatota"	0	0	0	0	0	0	0	0.00025	0	0	0	0	5e-04	0	0	0	0.00025	0.003	0	0	0	0	0	5e-04	0.0015	0.001	0	0.00125	0	0
"k__Bacteria|p__Campylobacterota"	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
