"","Hera_1","Wolverine_1","JarJarBinks_3","Goose_4","Korra_6","Hera_7","Iris_7","Korra_9","Hamlet_11","Hera_11","JarJarBinks_11","Hera_14","Iris_14","JarJarBinks_14","Kubo_14","Wolverine_14","JarJarBinks_15","Kubo_15","Iris_17","Kubo_17","Lambchop_17","Wolverine_17","Hamlet_18","Hera_18","Iris_18","JarJarBinks_18","Kubo_18","Lambchop_18","Wolverine_18","Ophelia_19","Wolverine_19","Goose_20","Hamlet_20","Hera_20","Iris_20","Korra_20","Ophelia_20","Hamlet_21","JarJarBinks_21","Korra_21","Kubo_21","Goose_22","Hamlet_22","Hera_22","Iris_22","Kubo_22","Hamlet_23","Iris_23","Korra_23","Hera_24","Kubo_24","Ophelia_24","Wolverine_24","Kubo_25","JarJarBinks_29","Korra_29","Kubo_30","Hamlet_31","JarJarBinks_32","Goose_37","Hera_37","Kubo_37","Lambchop_37","Ophelia_37","Wolverine_37","Hamlet_41","Hera_41","Goose_42","Lambchop_42","Ophelia_43","Goose_44","Iris_44","Lambchop_44","Hamlet_45","Hera_45","JarJarBinks_45","Korra_45","Ophelia_45","Goose_46","Hamlet_46","Iris_46","Lambchop_46","Hamlet_48","Hera_48","Iris_48","JarJarBinks_48","Korra_48","Kubo_48","Lambchop_48","Ophelia_48","Wolverine_48","Iris_49","JarJarBinks_49","Kubo_49","Ophelia_49","Wolverine_49","JarJarBinks_50","Korra_50","Kubo_50","Lambchop_50","Ophelia_50","Wolverine_50","Lambchop_51","Goose_52","JarJarBinks_52","Kubo_52","Hera_53","Kubo_53","Iris_55","Lambchop_55","Ophelia_55","Ophelia_57","Wolverine_57","Goose_58","Wolverine_58","Goose_59","Hamlet_59","Iris_59","Ophelia_59","Iris_60","Wolverine_60","Hera_67","JarJarBinks_68"
"Hera_1",0,0.108034789294887,0.160523013604332,0.68052090310205,0.222619731526596,0.0940252925293329,0.168840399541445,0.255858386810064,0.284705973230781,0.204410627779769,0.267794675691514,0.106991536034584,0.303847280809392,0.22546192572104,0.450899176589138,0.151459625554746,0.190627664826235,0.193668807481087,0.114602187742056,0.17037496692754,0.523234295628947,0.115194757483517,0.0866498987882411,0.12821880182177,0.186910828635287,0.185645936044501,0.0707921803800391,0.36887426231094,0.136349446274703,0.130960990093405,0.15676814940844,0.162686812003588,0.255841151907396,0.159012036238648,0.0966535139294816,0.2596825474022,0.293766378327748,0.125870653195373,0.145913196733645,0.198995717164391,0.148617682270659,0.221801280440329,0.520668983140608,0.245726851385289,0.104150429965135,0.197399772347357,0.105696753960496,0.154376402514409,0.282983444073809,0.173144041604542,0.18421829762681,0.191499596047107,0.168002393524052,0.357217923966617,0.191932510610825,0.365311556763692,0.401425822470588,0.0844963285759239,0.23045223819862,0.160516419970566,0.211290523966922,0.0911223673094658,0.223648608668929,0.468011690080068,0.118386302829171,0.164681909276108,0.0902442209076396,0.175611220468841,0.246591435591003,0.190465205021283,0.257774991231454,0.164794138483381,0.175109750946435,0.347165874384541,0.308668905361821,0.493939659906198,0.308140283781606,0.165498151863987,0.260643118793992,0.236567697136199,0.208907723413305,0.242166106906286,0.196528225634737,0.189042462478775,0.122706958122451,0.26957227200824,0.187056727938995,0.167728657122947,0.16525829571672,0.279232781980309,0.200329804087973,0.132007846322224,0.219725362303517,0.109130379915441,0.297164380596675,0.131353655026213,0.163763703829463,0.154780422095409,0.105490169319728,0.141225581978952,0.56899765281542,0.256644923499581,0.127424619449381,0.137043947236006,0.147128149507852,0.288728559460046,0.156415175846999,0.120217167448276,0.118263578455598,0.359686499520914,0.2605033691443,0.299498255840468,0.354132482414659,0.245220257447992,0.221828174738228,0.174315718005901,0.185319787388966,0.192102120622776,0.343655284394006,0.317956585514253,0.161241378618603,0.218335391742216,0.174711329841422
"Wolverine_1",0.108034789294887,0,0.162016162147482,0.673077068259679,0.238641879439462,0.0900996700515828,0.170080593017839,0.309439675777895,0.279227718073463,0.163261690132184,0.251998986890129,0.084088376147679,0.334242867164876,0.26429632623325,0.424014444829203,0.130707760827351,0.177801185964726,0.146168813182485,0.167225015387836,0.134615247158741,0.513019067916918,0.116819042664005,0.132485850522831,0.170924369650235,0.221738271371321,0.255031435362444,0.0987568373941332,0.348518237316338,0.077264602614129,0.181414400548927,0.182341184374343,0.176982706149532,0.298287727767582,0.20203610284446,0.0772377892582046,0.308208827726505,0.313943354757969,0.128120517864634,0.202825555015929,0.23154428689416,0.138681009990431,0.262982789298293,0.509519751337436,0.324412415183289,0.118246986275572,0.194388536501441,0.144924775289557,0.204459513823273,0.27911918851869,0.212436884670523,0.19796339849775,0.218890953783694,0.126080245640535,0.369947206061421,0.183790896962376,0.355525279864065,0.379535495616958,0.114531483528874,0.261833012676968,0.236894709978054,0.259600038392913,0.0771338843079052,0.272733350368554,0.456023338588157,0.072844606128706,0.173182581679696,0.128708195593963,0.211896188883855,0.304949079378573,0.176075467062664,0.22559461449014,0.194258153834911,0.241142865551272,0.38168680402586,0.342093146506749,0.479984544558852,0.370259466001671,0.174768564146933,0.324011202529437,0.275599303049669,0.247274706234488,0.29194653992726,0.24905384758608,0.238784472370708,0.170707793750486,0.292490522946371,0.244277318873851,0.220891297764725,0.177117696363313,0.317534208215181,0.218359991300664,0.140426294236155,0.263576136590177,0.168333476307468,0.344356592978615,0.148261301764658,0.175764389747528,0.236338291483159,0.15927440524522,0.213144287869726,0.558304933234929,0.222070268005616,0.191942032925868,0.188028290233113,0.166469170217433,0.36357563769921,0.141824972417386,0.14654212867757,0.118807283372287,0.416404184200387,0.258280709531999,0.327162428028061,0.330048476182361,0.251916562668067,0.18473149482548,0.203445366815089,0.209320877839765,0.241208600947717,0.382568644359407,0.371040065860881,0.104549232047007,0.17814999629853,0.213615180613406
"JarJarBinks_3",0.160523013604332,0.162016162147482,0,0.695303268922988,0.256760496619542,0.110475578620587,0.0869939556061048,0.2966849613991,0.348523401251056,0.228985158908905,0.308467102413379,0.185614856934268,0.383950286289951,0.276068094081851,0.455114124394886,0.170428149039588,0.203557174666052,0.209655980827362,0.168242785484369,0.145942185077582,0.527732844458193,0.223968454147591,0.161553795067201,0.174957218260498,0.255785936434766,0.238798946832965,0.147881231412043,0.348399011733229,0.155858081018427,0.212336195747148,0.255066864492117,0.0997624982230524,0.327495582361093,0.183277258926912,0.158114814080872,0.242188833306305,0.348189756857257,0.162563669721988,0.17105830477546,0.205933541011621,0.156849586243572,0.215796617687265,0.529244021727333,0.315604284889073,0.19753984994332,0.202788079730374,0.181555314711255,0.201383975110792,0.252788861113944,0.237630108154653,0.163746239077182,0.260255230460042,0.217868309213604,0.389809561814567,0.15551383639201,0.374150386579466,0.397081992767249,0.161409218030759,0.21599981906581,0.196801813490127,0.272021490432435,0.170079880212011,0.211120765701243,0.481057996174622,0.154969268782416,0.137254012025697,0.184213187725187,0.15451097909915,0.318394303849294,0.191561562322921,0.175665818080379,0.242377447531831,0.250243830693395,0.427172261247084,0.392457374579151,0.502317182313728,0.369832635252786,0.216646815145419,0.331202294309387,0.302986430835402,0.268702064537042,0.320098797022682,0.236824474645899,0.220614781671602,0.171073151606355,0.263215704653055,0.22653074574371,0.253689772744018,0.132783126212236,0.358720021511624,0.27682693203735,0.135580011887147,0.153208436541057,0.187995150375701,0.368209873034634,0.186284762695494,0.124395930164123,0.221483703782386,0.161826040033358,0.220760804173626,0.580862076765368,0.285538444890309,0.207658193981819,0.146346617257385,0.0935963081710715,0.359417265467184,0.149600999772467,0.151800424329274,0.106275062107774,0.428122284648963,0.294308811062103,0.369762295647215,0.366131149053383,0.194544645415114,0.261400352778102,0.149761229541943,0.235501393930517,0.218711868671305,0.416574408001144,0.383825665382838,0.189164538820917,0.229335608829499,0.193561867970956
"Goose_4",0.68052090310205,0.673077068259679,0.695303268922988,0,0.578864104409381,0.680643594562881,0.706038814249584,0.673492321324574,0.656088417397676,0.622762494420142,0.578619705872441,0.64713599817887,0.670315868583155,0.694636262045141,0.254948145105865,0.714521172653368,0.70705807578553,0.5965832038984,0.692850144561062,0.641689615926163,0.15595002530123,0.683774067686588,0.684978704797309,0.682914275959141,0.681543976695999,0.552474057043838,0.667899928047721,0.431537511392887,0.691478775190332,0.67281645185603,0.682092622855667,0.66174847624423,0.464400814270634,0.69070417025805,0.687980833923616,0.510305640535972,0.408822043631141,0.607462787711037,0.62488794381887,0.518876719112197,0.616957105169198,0.538052122818532,0.167065835313448,0.528883641816776,0.680858353694541,0.549479215107742,0.667726877288207,0.694453505322929,0.428048797522172,0.683013867067934,0.569018806472649,0.690096680653922,0.684762739074094,0.426953487160552,0.570036781344671,0.32105933557098,0.414402671178291,0.656389494665624,0.531709246977886,0.604516761356545,0.68979719645372,0.662790840502465,0.563886906584648,0.208498489043596,0.687372657174115,0.655745502644164,0.646147583294773,0.604423307920808,0.661839897614559,0.598437315330857,0.650848591612481,0.681194658902571,0.659397581079564,0.65862643928369,0.669005136267419,0.231735865381768,0.606294465218119,0.593306473043324,0.623108849080886,0.660200243837632,0.654428836699817,0.645241429024294,0.695981139307542,0.68247865326916,0.688133539034406,0.453666012941713,0.569151394134761,0.67091466678303,0.629254867146262,0.642695543175948,0.52049945690398,0.689350548274038,0.67062347002374,0.675253633049718,0.632994389225555,0.617324794066329,0.647734560465629,0.664796482393805,0.674713407034363,0.645229675572843,0.160025307976345,0.460456683593957,0.662038249859283,0.626425001490367,0.686389166241211,0.456811365148442,0.683360816710707,0.682781077450265,0.698095975900079,0.655130492012695,0.472691178803726,0.655685859066394,0.348958850170677,0.525508759056308,0.520941800932653,0.599209088642831,0.643358543710197,0.690604276582037,0.437904868475402,0.680980990990201,0.604935587803297,0.69428082826583,0.595447456922726
"Korra_6",0.222619731526596,0.238641879439462,0.256760496619542,0.578864104409381,0,0.249324261630011,0.243102268486101,0.269884616288043,0.299114604831906,0.262950954755307,0.187920744721861,0.230097007158832,0.316000674526142,0.221539465500236,0.327895459620035,0.239893688391426,0.225442899005593,0.227806904002583,0.218321767606034,0.235780595065292,0.45121089237043,0.27613069964834,0.205292678534302,0.215569409849624,0.250801702542202,0.0954684608046357,0.199533387886297,0.381869754354418,0.279374494903034,0.218968634044919,0.256561958638289,0.211385992284592,0.16265930567573,0.210917515335675,0.245569107252801,0.15366380439294,0.194163709638623,0.182217293692748,0.185888697843565,0.150694298265317,0.155467400006458,0.150908010770118,0.424372930381942,0.149164592763351,0.265034405663596,0.127710345597555,0.195604889515382,0.278297545291086,0.207114861792121,0.226313575396442,0.188107244791721,0.230831195186292,0.314295537357643,0.202588741937591,0.148296838808498,0.309172145454239,0.252552502262137,0.200235019668007,0.120855693141148,0.136658162244129,0.218137719728389,0.232827600327518,0.11945426063637,0.365691194747236,0.25132419142244,0.177730671003437,0.183472825797414,0.149372785982103,0.286464405671879,0.168314581634101,0.317565369022049,0.230998297017852,0.246539125403087,0.346636118751294,0.304935497024741,0.390096857784272,0.301419613345321,0.151546409415385,0.220843058587089,0.253198090684671,0.229493665954857,0.294759118902969,0.213077588121735,0.203408731438445,0.224389591046571,0.175791430865674,0.189659921044914,0.214712051639872,0.237530632519088,0.246290486500515,0.172772221974788,0.257257215378251,0.20134994505061,0.217851619480633,0.252996005328918,0.175192925866419,0.228190227431199,0.249980409355615,0.194799444552224,0.266393597370452,0.469604019572623,0.274607194051914,0.30201628628473,0.187985662910512,0.231448136661512,0.231753944209745,0.256473545788447,0.178004906401187,0.232583223991378,0.393018476069773,0.155590990692933,0.296492934448764,0.280310232675732,0.20740682855445,0.264027194905973,0.153337880595153,0.183292665389309,0.222346743116284,0.262550341233514,0.317783573795357,0.239786816976591,0.381191583008635,0.130846167756746
"Hera_7",0.0940252925293329,0.0900996700515828,0.110475578620587,0.680643594562881,0.249324261630011,0,0.137417336433996,0.305256404251891,0.298793294072739,0.19317323209544,0.287999719881926,0.110365897745047,0.359929681982219,0.281116310287981,0.444560496516635,0.149103355475333,0.197411146414567,0.182491523457327,0.158599907631976,0.14674315408082,0.517224867703427,0.14038008254172,0.116998381572905,0.150756059358022,0.237502415649693,0.243577617082865,0.105906024578683,0.325836724432805,0.0851316243147807,0.180387595428474,0.21070813516351,0.139037142814854,0.306876586060453,0.196612528305958,0.0855122962781334,0.286110705359106,0.323736412458655,0.128292929048853,0.180390771094799,0.210432421065941,0.151856001239248,0.245228131838008,0.519091276226424,0.317228303025908,0.120226491889049,0.18826070941054,0.144441490760305,0.185577390501659,0.260796620635439,0.209688915329152,0.182494229770822,0.237567667117918,0.142000491525354,0.371918930602979,0.167227020128056,0.355477382599521,0.39345277979851,0.109856604491741,0.235959582560629,0.212002018412606,0.254349155988785,0.107285748040251,0.238988202040293,0.463544312724241,0.0999790433079343,0.160360116109792,0.124308063979641,0.168831670641181,0.313236876274704,0.184557864933865,0.183963880548475,0.215401192211147,0.249817497948735,0.389360549026635,0.355366569462525,0.491060645754382,0.361846196074915,0.181866435446469,0.32295044449374,0.271907589638164,0.258906245304127,0.302594298710561,0.234542368634897,0.229168462572627,0.155937086473875,0.269064169535608,0.230859057721263,0.242088941388914,0.13064345461972,0.330731681323225,0.241810426315909,0.0975987156260259,0.228547879429377,0.170839136638582,0.344438453089507,0.154856156362071,0.132444054010216,0.219257929784224,0.155358105623472,0.204497916275973,0.566761620343078,0.240768597196609,0.158411108612914,0.153015712406965,0.122772590105477,0.356282359190474,0.132395686085878,0.160709522914693,0.0943514378709353,0.421436374576726,0.271668726095841,0.345871448530154,0.346664302049426,0.216800821689193,0.217240764230284,0.163471205951605,0.22445951083542,0.227225085650085,0.395952621472539,0.374379534606865,0.130799915565253,0.160661909262826,0.204570022678157
"Iris_7",0.168840399541445,0.170080593017839,0.0869939556061048,0.706038814249584,0.243102268486101,0.137417336433996,0,0.287844002398961,0.333405627203055,0.25505290690852,0.293448378470011,0.196112024208861,0.345172439831105,0.26055952514538,0.465203569721912,0.149490297010003,0.208685559488264,0.23920748012284,0.139601071170359,0.192674944468339,0.552032916745713,0.228477067163652,0.163897184001833,0.169264223010533,0.212620378735923,0.242244322972652,0.175399116326837,0.380585275465359,0.184017861765777,0.209734877928051,0.215337768523916,0.101054688436109,0.325505809829412,0.176725270932158,0.125830886051699,0.246173071205341,0.346299427753178,0.183951147689569,0.17826538667161,0.208537592020796,0.176477724647372,0.216482845400012,0.54784103604212,0.304756950919531,0.16959345983727,0.237302719383195,0.173967515406381,0.162981520516285,0.281501920511765,0.224584862616772,0.182507563773418,0.262345215292121,0.243228078702459,0.387508262180011,0.202992512490267,0.407435857501538,0.417654123832578,0.184061523401929,0.223784750251278,0.193290019079172,0.247737131510236,0.175870563163557,0.207283684904586,0.493647349950996,0.16329111991146,0.145945986121633,0.192232012915489,0.150479297512086,0.297569661124745,0.201469622057757,0.218174795733592,0.199545659261893,0.245262397331142,0.40974442781156,0.36781786811303,0.517709239648732,0.366965519520901,0.227544258942818,0.314546725549365,0.29623814782843,0.227264719361377,0.319582663573535,0.218857529814524,0.21115696322406,0.125635353794047,0.269749057107312,0.228588477070423,0.228931785611641,0.169482483287072,0.345608624100416,0.265892684795086,0.0996980710166443,0.166092916245551,0.179562196661648,0.358363079745673,0.177724228628023,0.140871850182159,0.218393177910241,0.149707084008096,0.236540206876654,0.593340210458513,0.312573152091015,0.2126814846191,0.160042425290022,0.102492719469307,0.353129640892015,0.178655463676183,0.134638017920808,0.0729268575226223,0.418178425154287,0.290892809368448,0.36362342554047,0.388254647986425,0.227521512496651,0.295773906035555,0.150287531794963,0.231148206370325,0.168157050673147,0.406108468963354,0.335199135498313,0.203383934623981,0.258190932330371,0.192335564672477
"Korra_9",0.255858386810064,0.309439675777895,0.2966849613991,0.673492321324574,0.269884616288043,0.305256404251891,0.287844002398961,0,0.354118147529467,0.358216509123492,0.307864418413989,0.321783386368438,0.201841745134755,0.18553722249723,0.46246061100972,0.315273108043749,0.304265433044334,0.354097727412155,0.233317713664363,0.298934822188384,0.536791546894185,0.299200817433904,0.27024688604637,0.21997441342953,0.157777138690756,0.235124280620285,0.245852346298742,0.486398094803276,0.336809421172167,0.203044316399913,0.194132948747687,0.258225500254959,0.304136872145445,0.233308955154253,0.305574022740835,0.251979084361798,0.315678745402678,0.290779748608563,0.248414056890411,0.258490354039129,0.27783143914091,0.236718131432602,0.51828697097137,0.270000064734218,0.300308368769763,0.326073372717633,0.260977534382463,0.219396856130258,0.316714316305698,0.172206424344317,0.261465786692509,0.178793094269676,0.360738918955326,0.367181035224427,0.292464334192383,0.429550060219944,0.413585734505799,0.244942837895302,0.245347216363782,0.219169521260267,0.136394820645976,0.31285750578118,0.247681906578546,0.474285651158763,0.329959961047896,0.276727299579696,0.251220480704771,0.264236004678496,0.159911346119843,0.300446295992965,0.370503054233949,0.163706873154532,0.201023389538801,0.20717426218351,0.183116023507047,0.49863052117221,0.114437533994954,0.273934175029783,0.118602318723485,0.105291153106797,0.12564587975463,0.158608171932564,0.16019224301099,0.181544103126468,0.211603815853397,0.276583094751198,0.197829277373359,0.158355087526851,0.324825025704797,0.157625898573036,0.252746051235192,0.294744129147765,0.25454879111781,0.184036777465271,0.166497317090364,0.235718102003978,0.289680311551034,0.158914209191976,0.207405712730104,0.212664444970493,0.568135385181092,0.392925734063699,0.264724314252653,0.258684679334522,0.278999731501115,0.222296742119474,0.326027928139979,0.229867575131259,0.285150150136573,0.219050790217388,0.292640931496717,0.142425794231719,0.394534020290923,0.353036606792283,0.394872159120912,0.27909176840379,0.174309360121899,0.159654751456057,0.25290869740412,0.164594178633623,0.3054518188344,0.425813202835928,0.209609998349598
"Hamlet_11",0.284705973230781,0.279227718073463,0.348523401251056,0.656088417397676,0.299114604831906,0.298793294072739,0.333405627203055,0.354118147529467,0,0.270797812592441,0.165522746646324,0.249265555679846,0.323431963847859,0.308248845150386,0.418488319166367,0.285391423957015,0.274288263757304,0.306568022977024,0.306524675547334,0.325306290020888,0.517310590067649,0.291783677197069,0.281959088178214,0.296658355234445,0.319724125279626,0.320178438607515,0.287265576545085,0.480901559713012,0.317133303872101,0.296285186704358,0.291329534357556,0.332968943760501,0.314473959141201,0.317412745210503,0.279921679593636,0.349287956296808,0.314875611276734,0.28226272549098,0.336220225792645,0.327418006067384,0.295599936074024,0.330871946668614,0.504127498193856,0.348471742924313,0.302690887955197,0.322123360022409,0.248597389667732,0.329396612583278,0.361842022093821,0.30803768403087,0.314868086427597,0.287543952400554,0.323336488876424,0.373901764334374,0.327382101047848,0.405495882333893,0.415185377551791,0.274830124927995,0.340007311486468,0.340380633347402,0.315066370954124,0.265606832779234,0.351228183642052,0.447699406389026,0.307270303078489,0.277613268215502,0.260770280153188,0.338448462380926,0.366304430220644,0.281029438939933,0.417650205019971,0.289914609293864,0.34308102369039,0.37884509799157,0.343901924197937,0.470082435210761,0.385334007546901,0.267410362025392,0.368350918602043,0.325074228240789,0.32161494245995,0.351237752509456,0.320456689812488,0.316881224171553,0.303824386552713,0.348657853834508,0.332831053699877,0.308629472292888,0.353541488258405,0.331561171793817,0.298089080342979,0.307523826305537,0.364496862742624,0.308302489068591,0.348874278560278,0.284340076984289,0.354929649791465,0.355471017916857,0.315952130880338,0.343919006858387,0.54341835955589,0.37870090103266,0.340837773383951,0.324132210398352,0.346854135631159,0.378829582777875,0.32343477131066,0.302780242919897,0.294485978179061,0.418895366444789,0.289673026116935,0.335844433449196,0.358998179813833,0.388555136879798,0.367673293996095,0.343503024590778,0.279588287469865,0.346383902967395,0.392435624993717,0.390319991924672,0.30732272243497,0.393511739070903,0.31219847390633
"Hera_11",0.204410627779769,0.163261690132184,0.228985158908905,0.622762494420142,0.262950954755307,0.19317323209544,0.25505290690852,0.358216509123492,0.270797812592441,0,0.225969136975206,0.123700093250637,0.384159425597816,0.309038829484005,0.370757608204331,0.193559410951025,0.217227159432356,0.0807194596617725,0.25756747546335,0.121455084187352,0.469333796095018,0.215182439908567,0.238020184131144,0.25694018269917,0.314991709714671,0.297240766214739,0.210230372374023,0.337678291223065,0.182195775509457,0.267903335791428,0.257907692988139,0.23212099149918,0.299644459267793,0.262407737245196,0.195027512431482,0.29992476821143,0.317444101253644,0.159460724854585,0.263684687229972,0.251601985041302,0.177127952085021,0.261001162636514,0.458421727772426,0.355260970560855,0.226072513519861,0.210126913520783,0.212395555152481,0.294037614204236,0.271647936040627,0.293732198195682,0.18866703905102,0.269513597766493,0.201889177959761,0.401045006573279,0.189818552256906,0.307429004046587,0.37106683472233,0.181158425625514,0.27367526748187,0.265108237882916,0.315698577110608,0.155270291388705,0.289363259210348,0.428959922392148,0.176138199843073,0.170338148578362,0.162595585107716,0.255457420163062,0.371190116724817,0.164114226757211,0.252569254483763,0.263957094465439,0.300683297546839,0.444931701791193,0.407187353947128,0.426917572654776,0.380531806780077,0.16385412274621,0.379764377626815,0.345568081981078,0.313676822189246,0.338049802509935,0.306183520372853,0.285710629216983,0.253904019376322,0.307236997866289,0.263423323700447,0.296366530536077,0.24603897698601,0.360915209341985,0.236041410259128,0.259706813702393,0.286019911612999,0.268619569777765,0.36340156589435,0.187708940513788,0.260695428684652,0.31415337109863,0.261023686747333,0.291192756378668,0.505771128571961,0.199529072858038,0.292055056679246,0.2538943706841,0.265095218062915,0.371095119894331,0.196835706166766,0.232419823580848,0.220856385994024,0.46633861720028,0.256580177035544,0.381836868885324,0.287354855578123,0.247075083320633,0.153860864905646,0.250627917996407,0.226080283507405,0.314573373934654,0.39807959949653,0.437172481162293,0.160294965044009,0.24130331737721,0.245900682586661
