"","Hera_1","Wolverine_1","Hamlet_11","Hera_11","JarJarBinks_11","Hera_14","Iris_14","Kubo_14","Wolverine_14","JarJarBinks_15","Kubo_15","Iris_17","Kubo_17","Lambchop_17","Wolverine_17","Hamlet_18","Hera_18","Iris_18","JarJarBinks_18","Kubo_18","Lambchop_18","Wolverine_18","Ophelia_19","Wolverine_19","Goose_20","Hera_20","Iris_20","Ophelia_20","Hamlet_21","JarJarBinks_21","Korra_21","Goose_22","Hamlet_22","Hera_22","Iris_22","Kubo_22","Hamlet_23","Iris_23","Korra_23","Hera_24","Kubo_24","Ophelia_24","Wolverine_24","Kubo_25","JarJarBinks_29","Korra_29","JarJarBinks_3","Kubo_30","Hamlet_31","JarJarBinks_32","Goose_37","Hera_37","Kubo_37","Lambchop_37","Ophelia_37","Wolverine_37","Goose_4","Hamlet_41","Hera_41","Goose_42","Lambchop_42","Ophelia_43","Goose_44","Iris_44","Lambchop_44","Hamlet_45","Hera_45","JarJarBinks_45","Korra_45","Ophelia_45","Hamlet_46","Iris_46","Lambchop_46","Hamlet_48","Hera_48","Korra_48","Kubo_48","Lambchop_48","Ophelia_48","Wolverine_48","Iris_49","JarJarBinks_49","Kubo_49","Ophelia_49","Wolverine_49","JarJarBinks_50","Korra_50","Lambchop_50","Ophelia_50","Wolverine_50","Lambchop_51","Goose_52","JarJarBinks_52","Kubo_52","Kubo_53","Iris_55","Lambchop_55","Ophelia_55","Ophelia_57","Wolverine_57","Goose_58","Wolverine_58","Goose_59","Hamlet_59","Iris_59","Ophelia_59","Korra_6","Iris_60","Wolverine_60","Hera_67","JarJarBinks_68","Hera_7","Iris_7","Korra_9"
"Hamlet_21",13.1235440084536,17.2212388347038,14.5725555774053,14.3076612590696,18.4245568214174,10.7758943246083,22.8157819349759,16.7468477053571,21.4283634241452,13.8253853636297,16.1145635318408,20.6124432450745,15.311791230127,23.3514814652738,14.5411778600134,9.96054417666834,10.5676238948681,21.0696743672894,16.067333061138,15.1647683261796,24.7707667417694,15.6553732252905,12.3351007432591,21.2988873328612,18.7843334364988,10.3245949552467,19.7320052769647,11.8557055366631,0,16.5638318263233,15.8112050345072,19.5011653863688,10.9759280975839,22.669394119513,19.8716066152687,16.0895907289198,14.2890112831071,20.8138473084836,16.1073592827622,11.6784217691118,15.8410128473199,13.6364244024654,15.796215166208,17.0948657304609,15.7128844176937,15.8437681377177,14.9857484581139,17.6217098117381,12.0748466038115,18.5366347065299,19.4078099580704,11.894175206154,18.0176074257423,19.5054030780799,15.9915151039741,16.8859511868523,33.9545734232236,15.3753516500876,12.075918601456,20.3435429624043,20.6477318574636,16.854457575507,19.1399272209067,21.5538409510892,20.7919676132416,14.0933943834939,15.0084402601518,20.7583937868583,16.6172421384372,16.8405441961109,12.4080551330424,20.4072135718906,21.2877771757545,12.2322859407199,12.0864890834434,16.7471982524214,18.4891205133528,19.7968202674484,17.0738358387181,16.565448784901,19.7656007543697,18.5364073504728,16.7433143110904,15.8443605775931,17.3584174863956,18.5584614012296,15.5953118727221,21.9910356195267,20.0907452747822,15.2454319881483,20.4524941950734,19.4507267717526,16.2842613006344,16.2956414454625,16.5342324419891,19.823212129447,20.0164714828745,17.5417366904654,15.3825872472936,15.0756722726374,21.6026356892829,14.0819529652091,19.6177251893017,12.664589693171,20.5434544495936,19.8087146774685,20.4080498425059,23.5802674915839,19.0174437778424,14.0919216793642,17.9990539319919,13.4294460193339,23.8677991604068,15.4062352974316
"JarJarBinks_21",14.6292722836941,20.5152260588301,20.4370904996317,19.9246677498603,20.183052806883,18.4332893241684,24.5778091878548,17.1074334648327,24.6716344034717,20.888401804902,17.5291450724233,22.0308689333503,13.1330686139705,21.2185571640921,16.20185855654,15.8929532700052,15.7403112819617,22.8428463383468,8.18976309735582,13.2283748187375,21.9919459369173,17.1013496256233,15.383813284042,23.007762009257,13.6098761779352,15.8770521488013,21.1136625536712,17.6826524673542,16.5638318263233,0,12.4721047881691,12.8852711300501,17.7085038434764,19.367273291395,19.9531421133806,11.5622138370983,17.1095468828876,20.5854826003003,12.3246650824398,16.323616611297,12.8303076876075,19.5758927448647,17.2912093587085,13.5307928478624,7.67699180703423,13.5784315148754,9.56110896905811,13.8880180217465,17.5367748316648,13.2925445585478,13.16723097123,18.2564334980467,18.6607835266556,13.0537684544744,19.226246568615,21.2624437223465,32.9554780225951,20.4388803014755,18.0826885862958,13.518800155621,16.2829031663104,20.8468573242948,14.8528688723449,22.2969622770079,16.4771692195171,19.3189751068718,20.5791953899865,23.0900382814672,11.9335422423727,20.4246123684613,16.6586820293264,22.0436270251435,16.4502079843366,16.9229942290584,16.7467234841177,11.7438817659039,18.9665265355359,13.1544686188764,20.9871524707948,20.0868650623512,19.5539167590874,11.7668743309633,17.119946075294,19.2356534649193,20.1146887472835,10.5428171510963,10.8534831616534,17.2190493437901,22.2097495146685,18.0623298396646,15.6849032670976,13.5364072035676,10.4088378835163,13.9038390112001,19.1494049622585,20.877406087706,15.8648591230436,21.0977351760454,19.1275581313748,19.3192683042039,14.6984383872805,18.8709782004779,12.6231432548781,18.0027941781899,21.2481044053252,21.0326896627007,19.339668133705,24.1712502791978,21.6122542599214,17.4931157069492,12.3966122528931,14.7561396296257,23.9847291568306,13.7732331734728
"Korra_21",15.6365521915623,21.2798568308426,21.0997978948109,18.7433511024337,19.4236415371983,18.6851638788708,25.5648182747358,16.3843987510284,24.8254672914968,20.8720897612012,16.3245455127371,23.11651565996,12.9867899314137,20.8560019634203,16.9647550716153,17.8712378236365,17.3137666425109,23.4557758855107,13.2584177428773,14.386762321149,22.2443539107803,18.4837635164939,16.7830203628038,23.7441708108636,16.9763495498539,17.4575262625371,22.1832348909405,17.2513454389211,15.8112050345072,12.4721047881691,0,14.6489963695227,15.5895220126733,21.9591822264829,21.1947950549615,13.7890438248459,18.7470586239575,22.104720011507,7.91632934095565,17.414817685951,9.13069148373278,20.8096160732244,17.8104321344703,18.0375752068255,10.5543556385571,9.12545174865157,13.3459768653709,16.0896638640259,18.3395590264286,15.1218310371835,15.3054740048079,19.3316148241943,18.2790340090528,15.0054621196787,18.0475552597223,21.092709387857,31.6144981609406,20.0356059589478,18.0405106353123,16.7020302273425,18.011015245976,21.0641269292265,16.0205616745777,23.5226413810561,18.4669920434359,19.8845323789488,20.5025495615586,23.5963166239234,10.4914841923525,20.9516376732569,17.1823705088971,22.5705835693471,19.1124320977941,18.3054944007195,17.5585685258372,10.042287926653,20.2600632420055,16.9960822834914,22.2391586969094,18.7890680257041,20.5198051738676,14.7121806602371,17.9444791745717,19.4350413135862,19.6152688531709,14.3945156617912,10.9331319313181,19.3752300868937,20.6662107823749,16.6710603403078,18.1905157322581,17.424530267581,13.029154236566,11.606217961769,18.4081662046992,21.7939568418319,17.3328855704295,20.1201467561455,19.5955519533519,18.0104589275785,16.9468782795443,17.6295432798802,15.8875298214745,16.656250165913,22.1815542983425,20.9997042469751,22.1810601230324,25.5596219758276,21.1452098825984,17.9767359958646,14.1627066415099,16.6111256489751,25.3229245694776,11.4909392483986
"Goose_22",17.2737086566858,22.1611292365341,21.4861541003605,20.0333715485542,20.4811970294605,20.6234704453166,24.0754290730595,17.928050714062,23.8363440839346,22.0285753533354,17.5385930526723,21.0142510998773,15.4473261450849,21.3642520414043,18.5524684568995,19.2352283264138,19.7154316462035,22.7535645228788,13.0412894732826,16.9674677263266,23.4428350596484,18.8781770049835,19.2183985749277,22.2238331237343,12.7864189900601,19.8948612382234,20.2082315008921,20.1395748324111,19.5011653863688,12.8852711300501,14.6489963695227,0,19.2352071736345,17.5406092508035,19.5865643214302,14.4740181553404,20.1837234816014,19.500366292221,14.1530668370275,19.9527590591574,15.0373487436639,22.4221888833687,18.1948922786391,17.1871902094957,11.2376392280911,14.5161230028193,13.8986786223513,15.3036103128446,21.040463618856,16.5021946924008,9.85221774180605,21.9902826051259,19.2554103188017,10.1658049561428,19.1860586347631,20.6695077022758,31.5556720229377,21.9452894316826,20.1146173862793,12.0612342839394,17.2775560365192,20.7770863876193,13.5446522644844,21.9897636946052,16.9969610505827,22.9085793637533,23.7357745652162,23.8769027756856,14.4090451989361,21.8294505385366,20.4654649185574,21.8524438598925,16.9100396750789,20.4186779455373,19.6066577629293,12.9673349357376,21.4585988365744,13.5389484458257,23.8143093685248,19.6919775910336,19.5323736209171,14.4127863530503,19.6034180552347,21.5822412584447,20.73883564945,15.2193984920925,12.9493835203517,17.965416440823,21.8203501664028,18.3906296802675,17.6155661766229,14.5123779546722,13.7340752471476,14.3809764172599,20.9998291797914,19.8110542822097,15.8453707120011,21.7267757574756,21.7661813879557,18.7978917676984,13.5917234581557,18.6857668822996,10.8528972809997,19.9673879609523,20.4057739017488,23.0546576294826,21.7568642376817,24.3264041879817,22.2006757731747,20.1208491152102,15.3807817024869,18.3034857921141,23.0431800480926,17.0046256263025
"Hamlet_22",17.3256381773524,20.5158938281676,17.125388724939,14.4286010216585,18.7222895628727,13.189123036181,25.1991992366516,14.7946520140723,24.0147595526937,17.4344469083542,17.0895272551022,23.8478545917361,17.0257137122846,20.2641294887034,17.8559092589443,15.8863571916918,16.2818608387905,24.1426367280362,17.2426288782492,18.5237172130435,22.510295134215,19.2014481777196,17.2453225618632,24.1071651284867,21.0793859109082,15.8495765232864,22.7771533908398,12.7639082734691,10.9759280975839,17.7085038434764,15.5895220126733,19.2352071736345,0,22.7802746768691,22.083237036574,17.2919172128522,17.2664039124254,23.1538373355537,14.9512714135509,16.558998794688,15.5072016267423,18.1743307055584,18.4523647615103,19.5937158207637,15.9029566522396,12.6897981337925,17.8697820169733,17.4529738461557,15.5654782662269,18.2297138583606,19.0413833166652,17.6611494892595,18.7811454949398,19.1575411661261,12.6511257685561,19.6373716014522,29.2620062586019,17.7713683421182,14.7548620767512,20.8617101494852,20.7754568237548,18.7445187290922,19.1619438522895,24.1189522525437,20.7601356660899,17.7614081760022,18.1368380639064,20.7153805621797,16.4908965726089,19.0428288843775,16.567616353146,21.5981166515958,20.9525990195181,17.7319404711485,16.3303891957287,16.6753636691291,21.5618206577161,20.9490456241178,19.7181110047778,16.585602341475,22.4245605977588,19.1257020082896,20.3528604509321,17.5539591108537,17.4037140045929,19.1217993433653,17.132730346695,21.5665834878207,16.2865758566552,14.0006749176261,21.1413234614281,21.3165483866034,18.400492610725,15.4508066648577,19.6077149748078,22.9061342351965,19.4209990821158,17.269711865274,18.4757981818525,14.5642393924414,19.9907209225729,14.6405695225971,19.7626939779688,14.9274891083698,23.7089347535176,19.2404254547874,23.2733463903588,26.0543131759215,19.140503771605,17.9033960247025,18.6058304697727,18.1864765081372,26.5135690454145,18.1843362902995
"Hera_22",19.1976841241111,22.3657501683388,21.8614845887534,23.5650220876444,23.3888644820319,21.0933222585266,23.1955045423079,22.1766094819283,23.5366043012683,24.4302147766192,22.7305138411697,21.4960173608308,21.1464905524219,24.2491311272211,19.4684003451607,21.6171799381097,21.9917754672452,22.1696096384503,17.585994931239,20.0542916332827,26.871568990868,20.0612182306725,21.9605124444772,22.1949911213586,14.7566702519636,22.0017538900122,20.2779145466593,24.097258848773,22.669394119513,19.367273291395,21.9591822264829,17.5406092508035,22.7802746768691,0,19.9089756321817,19.7376038752265,23.0754572619832,19.6156108791376,21.4647338983199,21.5993533742479,21.7514907968725,23.8288760536137,19.331992671966,18.0543777845132,17.9861652962905,21.3455545322693,18.1396786610689,18.7318983370214,23.316087751164,23.4868883152192,15.9716222378267,22.9853693452609,20.9612950900005,16.5006342306865,25.1506737717351,20.4003548686526,32.3167601937689,25.5518063698698,23.1500454470925,15.9863232888332,17.6451832440541,25.0862022395225,18.5691587557512,21.0463759936947,15.8842519758206,23.7353729780769,24.883558978892,25.5833869214349,21.575131161668,24.6152393841064,22.7292441553404,22.0349176353934,16.395830690988,23.0324514907369,23.7086444096999,21.6957459804577,21.4177832428371,16.069265742858,25.2853109404274,21.1778610169884,19.865260113462,19.9119657892062,20.3484838665889,25.3254389580325,21.3278288774676,20.1458343762307,19.3058999073993,17.8984957890736,26.2303975891062,20.8698877562346,17.7618379831211,14.5724069773192,18.5034923891845,22.6829496841494,22.4762993831022,20.2346157381652,16.7634445524943,25.8011008305101,25.4491224544072,20.6582722494842,18.5829412160315,20.474170749682,16.1102474996477,24.6864803349284,20.7856112745775,27.2710290435709,23.3034792996089,23.0875340328775,21.9265100412956,21.7377999287082,21.0393568820903,19.8722402550393,23.1283973524582,21.7186271381177
"Iris_22",19.6137412601011,16.1708134463595,21.1219029700847,22.9052069648535,23.1412277285466,20.0761839135067,13.2166117246866,22.9970189241702,15.2780485583712,21.1228937768605,21.5237928177114,10.7080089522548,20.8272818519414,24.2309177808297,13.7341990470816,18.4761513166446,18.6762098200694,11.5392662894685,20.3367368362402,19.6084247978118,24.8872040607791,14.0832524014594,19.3384202181796,9.52909729596643,17.4581742619441,18.834799111793,9.01834548542619,22.1334141303783,19.8716066152687,19.9531421133806,21.1947950549615,19.5865643214302,22.083237036574,19.9089756321817,0,20.8591979785792,20.935545616714,9.43690566869534,21.115260087787,18.5774321662349,20.7293861247928,20.6072467264276,12.6967724594581,20.3359490822009,20.6275811662364,21.0657867943003,19.2060659756227,21.1196006830658,20.6939102175101,25.4914044700204,19.0469110637065,20.0858067270355,19.3326589632314,20.2250670343402,23.3064141162968,13.1507428020407,34.703144950929,24.1045482411967,20.9883465817651,19.689492899023,18.5365535707608,22.8234445882931,19.9865401473627,10.412639394462,18.7907108465612,21.0183767401201,22.0564500812982,24.777137238577,21.8109933720125,22.2808624683145,20.3982352765663,12.2564777470212,19.1041618658518,19.9371030102333,20.6522885114706,21.3531804370482,18.6518013859415,18.2926993368993,22.0393924996154,14.6324169552165,10.3636621999881,22.203816682291,18.1240462743192,22.917035658654,14.9134559163408,21.40756925513,19.8650527384475,20.5494449079536,25.7726093495168,16.1536668763167,18.6542882794844,18.4753221081306,19.2157108035407,21.8073190444753,19.7051857952729,9.43130166223167,19.3615035462486,24.1505180063722,22.2071386323686,16.1594029596969,21.6092166518632,16.0717258120327,19.557722606861,21.9935354547625,10.535692307566,25.3486033035707,24.4248501020005,14.2391326512469,16.5974985793008,18.6845625623577,22.0361187760373,18.8612865850996,14.8125087166341,20.9680080913832
"Kubo_22",15.935376867818,18.7306075665667,19.252668427801,18.8695931918802,15.8426133552873,18.4551976177301,23.4607620051881,13.532147274216,23.2633800660884,18.8605661377368,12.9333605422136,21.5493143969193,9.94319043313138,21.8603731454737,16.1785394378901,15.9273276251498,16.5098547504116,22.3463218498716,10.7514494912736,11.1343219024187,23.9650914360914,16.2990588572006,15.196969221303,22.461979565378,16.1927875982628,16.2194235677464,21.2091387631241,16.219427694371,16.0895907289198,11.5622138370983,13.7890438248459,14.4740181553404,17.2919172128522,19.7376038752265,20.8591979785792,0,17.0447701101611,21.6682177444485,14.0104560117865,17.0387426214558,14.037428834506,17.769192234308,16.486987249814,10.4835562483604,10.4386302866237,14.0813840221545,13.4688783595803,11.5023776813608,17.3452876478964,15.8065604646696,15.1408838868186,18.2836559644587,17.6580656840949,15.3791148465723,17.7261063223384,19.5019653074689,32.6308192467049,19.587018446323,17.1056120054109,16.3202150502392,17.7840069896616,19.0774231647571,17.2693054964509,22.5727489958956,17.9455172937797,19.458519872825,19.8748729557551,21.7131314788392,14.8696777032165,19.0787495051238,17.2391037741578,22.475687026913,17.6668462839144,16.3927795024324,15.82484951394,14.3850670206367,18.024082055243,16.4911049603703,19.5166346414339,18.9573295160708,20.7197633958667,14.9847443083677,16.0548358446272,17.5710685157537,19.4675305300163,15.6492960505585,13.0956312618086,18.788542940198,20.6754108774792,17.0633353635157,18.0624541187711,16.7685247393644,14.3489233896066,13.5943858583742,17.7174837727604,21.3709409391555,17.07665820873,19.5300903453644,17.7557481783583,17.3623898382673,17.2316060197012,16.8183565607261,15.2934241326212,16.3953225597862,21.4833794047991,20.5239211880575,15.9944146010985,24.5700666323771,21.4131403511125,18.0844469156966,14.3900247572564,16.6162830793463,25.0319191653358,13.6184849225069
"Hamlet_23",12.7215329999635,18.0696630819523,11.1125272652617,14.6723756015915,16.4769722342467,12.0771352148801,21.6784205221635,16.5235588376295,22.2480719186118,17.1372317393646,16.3248404715998,20.7708513958402,18.007103047352,22.9973197792581,16.8166400669384,11.7164878226864,13.7575460164506,21.5833518692261,17.3095978386676,17.4647541986975,24.51616281876,17.1362546597174,14.399614379793,21.8141156613663,18.8236400681942,13.4863334275286,19.8354646111235,16.4252433418921,14.2890112831071,17.1095468828876,18.7470586239575,20.1837234816014,17.2664039124254,23.0754572619832,20.935545616714,17.0447701101611,0,21.3059915256788,18.7610819184519,11.5749217037819,19.1027061779112,17.7573581068018,17.6773789682356,16.7980474568812,17.5013733225407,18.1822358738843,16.6998700035064,18.1889647121866,14.7970945414704,22.4095172253731,21.1644917769068,13.9474101730179,16.9734579038653,21.0411706563042,17.8354643230853,19.549392803121,33.1295439139691,15.7082690528743,11.8042077069233,21.1783717828897,20.4061866520491,17.6218301233683,21.5387821897528,22.8423850109539,21.0310248372668,13.9697507879123,14.4963983823967,21.0286095537231,19.4233244132956,17.8843615045871,13.7275061157047,22.2282542971426,20.4801016132614,11.4059113790424,11.9396043955195,18.783857523234,17.6937920553259,20.5063774086166,17.0133557241769,20.3282745987319,21.1809039647248,20.4258118596798,16.5459532440997,16.6196372203641,20.0752905515013,20.1729732389108,17.1700206108807,21.3179687258313,20.8155136748238,18.8489946538628,20.0694431597426,20.4098298847002,17.8669963763235,18.8136472529028,18.2088691130279,20.5402074565073,19.3637215954371,18.8996700108479,16.3411162296839,18.4291990218832,21.8007736882829,18.2208750794438,19.9094949246886,12.0220319626526,20.7336177854569,20.5760973722186,18.9214318542514,23.7043701251778,20.8260900567249,16.4309815147118,20.6323177941908,12.7282311834288,24.6699917921647,18.4320042195374
"Iris_23",19.9512427457911,18.6165100848641,21.5647411983775,23.3679149661644,23.8559345608811,21.0132699556626,15.272619478279,24.2814315209745,16.4161212697629,22.1605009556451,22.3630269451541,11.7054766769475,21.5118448768243,25.0858398893934,16.2500130869033,19.1698309075104,19.7187416073074,13.1521025091405,21.1125606166107,20.7813451795841,25.9620341119902,15.411884145021,20.569506191978,11.5177046052027,17.3484029824544,20.0809316383593,9.91500673146732,23.2146979066563,20.8138473084836,20.5854826003003,22.104720011507,19.500366292221,23.1538373355537,19.6156108791376,9.43690566869534,21.6682177444485,21.3059915256788,0,22.1221147468454,19.6847506821116,21.9463016437435,22.0843750786828,14.4237745746089,21.389158561641,21.2111025818328,22.1982315234549,20.0568137681224,21.9596650437108,21.8638863733662,26.3020927656128,18.8884018223064,21.2428866533196,21.0428289752061,20.2643464720283,24.6965442770904,14.5888004896992,35.1650174206573,24.9747478158476,21.8081449868492,19.7394498769604,19.9441145908399,23.6425592560279,20.4545909096746,12.7177817227192,20.2478190004671,22.2390585943859,23.4115747145182,25.5403979337978,22.3701089929387,23.7367856309625,21.4179815793391,14.2012224979147,20.6035162353528,20.6399185893317,21.4041086719128,21.9483137124248,20.7033516122689,18.5218120726879,24.0682928364444,15.5867920329214,9.9949036212441,22.9603784987151,19.269658025177,24.5002873851133,16.7574482939196,22.0779816917089,20.5895209226745,21.7436668034783,26.6380330461442,17.5722695353799,19.7020253120439,18.6694127225758,19.9613143023883,22.5464660458825,20.8156732488485,9.766757054309,20.4224083302826,25.459752721422,23.644498425476,17.1112733324339,22.1669837362641,17.1167413027908,19.8168357407861,22.7795341568371,10.3441792099003,26.668916573716,25.6568541116744,15.5139365639038,18.2440509426708,19.2837618628265,23.0904152116339,19.2127649582104,14.9071325048209,21.5500661721886
"Korra_23",16.2515287935516,21.7413652869228,21.1975488522653,17.8648916680628,19.8703040319925,17.8614190120606,25.6393875057158,15.469646150648,24.4903098762889,21.3260821231426,16.658074197873,23.1627337077168,13.178854944335,19.8255463014182,17.2496594452651,18.2335074402958,17.7538399799189,23.8174295846509,13.3700179528452,15.4333877208879,21.2215746699373,18.9136387479231,17.6981698835659,23.9755209682794,16.8738540900599,17.6421123631504,22.0431201831085,17.2678677402054,16.1073592827622,12.3246650824398,7.91632934095565,14.1530668370275,14.9512714135509,21.4647338983199,21.115260087787,14.0104560117865,18.7610819184519,22.1221147468454,0,18.4529061962345,8.82005097035566,21.4538137377204,18.0420660676301,18.4593868498142,10.6340194854226,7.73948621987676,13.1458879261337,16.2264576455561,17.6855425142429,14.4522942146356,14.2984052195366,19.5929045422787,18.1398431075359,13.9703364814585,17.1594254518146,21.5471042046985,31.0851588888059,19.2786272639848,18.0509992321617,15.3374077159111,18.4703837689512,20.970420471177,15.8093506158304,23.1681747451347,18.5950139883951,20.5280601830024,21.0496059431403,23.1657771726826,11.0496776173775,20.5113819559287,17.5284361506492,21.7893512292555,18.7430754008496,18.8802728849156,17.8233071529922,10.837750844191,20.4640341975178,16.5236364070849,22.1680988178072,18.5451110658879,20.1245301730897,13.927920092134,18.7179085046217,19.1176895384803,18.7898672305881,13.8106408637063,11.0350426499641,19.1842049568912,20.0353636335886,15.8521910097557,18.6268439587477,17.1997944633639,13.1901286733259,11.9273279584432,19.2433541015076,21.5893510132684,17.4326697649955,20.010015833405,20.4404442485123,17.7431131323452,15.8395181438045,17.6389588796046,14.924466683656,17.6262754115052,22.2132738443788,20.4957688232519,22.1446469349212,25.1525225915271,20.7356375824696,18.5677591657129,14.2033675428711,16.8375864481969,24.343092758069,12.9545432692891
"Hera_24",10.928234716428,15.5974920246774,12.726012386057,16.0623872116695,18.8808181118365,12.639801135067,20.6707033750486,19.5186745937555,20.558043166319,14.8664128072226,17.8354635366401,19.1762853194101,16.8283125056999,24.7511546006992,13.3855578337475,9.44990224092909,8.89446950353069,18.8360807120725,16.0240848709078,14.7528948789543,26.0444548490923,14.266815892722,10.3831839714506,19.5803083982614,17.0903355935726,9.69495672207217,18.4223706678543,15.5765138137847,11.6784217691118,16.323616611297,17.414817685951,19.9527590591574,16.558998794688,21.5993533742479,18.5774321662349,17.0387426214558,11.5749217037819,19.6847506821116,18.4529061962345,0,17.7934115247971,13.1088858777522,15.2488931122328,16.1101088124455,16.5962832068985,18.9749898384622,14.3175061727798,17.8390245199216,12.5046673588666,20.7150353441026,20.0116178521989,10.1384059534932,17.7028270750802,20.0911006005752,18.8812829070445,16.7722673138533,34.6535211902481,16.8029520247528,12.6819235033254,20.3013438213801,18.9427215731559,17.4841711743121,19.6139118795743,20.1760246654695,19.2683639952895,10.5945341065551,12.1429083601571,20.881159384429,17.2317869514662,16.8609937195241,10.4092292765141,21.1477052622606,19.5955000414907,9.72488069620611,11.3749939920268,16.6631163660614,17.1478412024255,19.1500787911342,15.174260229635,18.8517559756647,19.2167120047025,19.0652584201011,15.107152135326,15.836771223021,19.0937638664314,18.9353761430816,16.0375416268831,20.7200906772385,21.8534217869512,18.4699939680518,18.7677985928433,18.3282881678316,15.8988953805621,18.17756896908,16.434747094598,18.6978383487539,17.888158547277,18.3793957217404,13.6921335307029,18.3049356252166,21.8222430397195,17.1112789140469,19.452405758634,11.7512789202703,18.6234382015832,20.176324506901,19.7004034774543,21.9523090566441,19.7500099663991,13.2676271425734,18.3601380348626,11.3699109965845,23.4983620634053,15.1451167845584
"Kubo_24",15.4170314247297,21.3605722290886,20.7281637372823,17.4074866863823,19.5435326477274,17.5163251943888,25.5015646331766,16.3415071332617,23.5198879938211,19.9928561794647,15.8932776684164,23.0449029301213,12.2662638145422,21.2013891048212,16.528972227701,17.7256068121722,17.0401656603594,23.896250128368,14.0282033570774,15.0326299016703,22.0307533018169,18.3090065458795,16.4807601497195,23.4498535421386,17.8259204825237,16.9583233836116,21.548172374306,16.889051583099,15.8410128473199,12.8303076876075,9.13069148373278,15.0373487436639,15.5072016267423,21.7514907968725,20.7293861247928,14.037428834506,19.1027061779112,21.9463016437435,8.82005097035566,17.7934115247971,0,19.69677821078,17.4466004422847,18.6159416660113,12.1081560519051,10.9367405257843,12.5209118078626,16.2848282556379,17.1172625457682,14.480310801659,14.8066042803238,19.2208251340621,17.4825533222614,14.9944533035247,17.4716692752829,21.2918723804745,32.2844498594299,18.624812537006,17.7969334327832,16.0753575843202,18.5021379157853,20.1860375088486,15.9538004226699,22.5508631147874,18.3408797452923,20.061151336723,20.6042225271408,22.5818929345598,12.0747055960482,19.3883764042049,17.40977379936,21.8212183156144,18.6590201992267,18.2597918772275,17.3384083087077,11.7100936733353,19.0335850455289,16.842033140093,21.0435127843197,19.4581426920356,20.2423175509079,13.5500734860574,17.9627664993143,18.8166967534013,19.2842977663109,14.0926820624962,12.082078847955,19.1536251964736,21.0982820572392,16.7764744958954,18.283802065667,17.6407244888944,13.4810512876263,12.6356071931109,18.3072163730461,21.1154291752744,17.8916187419553,19.4246790330971,19.7642059950314,18.5875571881033,17.0958030335134,18.1267762354347,15.4830922442986,17.2186327588703,22.4121695334849,20.8658480253249,20.9706072875471,25.0857545315349,21.3756647732463,17.1579864339381,13.8595282832016,16.0253288709395,23.4586888259223,12.3474076139193
"Ophelia_24",16.0449790026157,17.0041833709438,16.9639567768051,19.1692424785544,19.0982172830871,16.2029175805087,21.2246810251635,20.3733193312903,20.4713559883229,11.3364695632644,17.8880040154996,20.0425396319619,16.8628466388513,27.2317618771292,14.9563018127735,12.3954273938105,12.8715961532055,20.5564868503106,18.3667715954457,15.7693582649689,28.9468872022912,15.119879983982,10.6894673002154,20.524767936009,21.1516452021042,12.3793420121698,20.0257970649471,12.3980343150563,13.6364244024654,19.5758927448647,20.8096160732244,22.4221888833687,18.1743307055584,23.8288760536137,20.6072467264276,17.769192234308,17.7573581068018,22.0843750786828,21.4538137377204,13.1088858777522,19.69677821078,0,15.859560350996,16.9154012584958,19.5246256694358,21.7176986236238,17.7189746426355,19.9393127640954,15.1158521852532,22.1255490470772,22.7676809292832,13.8535018173314,20.5517815773553,23.2152181946582,17.9580042778779,17.4817377574856,36.5308022226625,19.1620247445787,15.9492224456413,23.6336346764715,22.854217335351,16.1723483360625,23.1575216414674,20.3994219420252,23.2242888995175,15.4015221854485,16.8232583447787,20.6344457558103,20.0835926810359,15.7210570024985,15.1869002533645,21.8286538752213,22.8051326862458,13.1684780702497,14.3812433153851,20.2286112318051,18.5897353530929,22.9539489204258,14.4424285639695,19.8092886520715,21.4957389752961,21.4420885258353,17.0948805067695,14.9644110713756,20.2930107657057,22.2107087164308,19.217252241811,24.3878161257866,21.9762458213849,19.7860103905821,22.971622971815,22.138274871621,19.9034015496418,19.3131446701834,18.0436621840082,20.3442479331541,21.9631967827243,17.9796641857396,12.1618941288101,19.0031034484142,25.4452348653574,17.7484800870801,23.1705526055661,15.6603555248688,20.7757380423134,20.8149323255436,19.4109132277765,22.6986393460613,21.8873068852713,17.2334203856909,20.3261925876763,16.6475328819062,25.1941479379237,17.2800012238204
