"","Hera_1","Wolverine_1","JarJarBinks_3","Goose_4","Korra_6","Hera_7","Iris_7","Korra_9","Hamlet_11","Hera_11","JarJarBinks_11","Hera_14","Iris_14","JarJarBinks_14","Kubo_14","Wolverine_14","JarJarBinks_15","Kubo_15","Iris_17","Kubo_17","Lambchop_17","Wolverine_17","Hamlet_18","Hera_18","Iris_18","JarJarBinks_18","Kubo_18","Lambchop_18","Wolverine_18","Ophelia_19","Wolverine_19","Goose_20","Hamlet_20","Hera_20","Iris_20","Korra_20","Ophelia_20","Hamlet_21","JarJarBinks_21","Korra_21","Kubo_21","Goose_22","Hamlet_22","Hera_22","Iris_22","Kubo_22","Hamlet_23","Iris_23","Korra_23","Hera_24","Kubo_24","Ophelia_24","Wolverine_24","Kubo_25","JarJarBinks_29","Korra_29","Kubo_30","Hamlet_31","JarJarBinks_32","Goose_37","Hera_37","Kubo_37","Lambchop_37","Ophelia_37","Wolverine_37","Hamlet_41","Hera_41","Goose_42","Lambchop_42","Ophelia_43","Goose_44","Iris_44","Lambchop_44","Hamlet_45","Hera_45","JarJarBinks_45","Korra_45","Ophelia_45","Goose_46","Hamlet_46","Iris_46","Lambchop_46","Hamlet_48","Hera_48","Iris_48","JarJarBinks_48","Korra_48","Kubo_48","Lambchop_48","Ophelia_48","Wolverine_48","Iris_49","JarJarBinks_49","Kubo_49","Ophelia_49","Wolverine_49","JarJarBinks_50","Korra_50","Kubo_50","Lambchop_50","Ophelia_50","Wolverine_50","Lambchop_51","Goose_52","JarJarBinks_52","Kubo_52","Hera_53","Kubo_53","Iris_55","Lambchop_55","Ophelia_55","Ophelia_57","Wolverine_57","Goose_58","Wolverine_58","Goose_59","Hamlet_59","Iris_59","Ophelia_59","Iris_60","Wolverine_60","Hera_67","JarJarBinks_68"
"Hera_1",0,0.335968055526229,0.274208820556784,0.89016496712204,0.383307556239634,0.255488345678426,0.485788169103138,0.228381054808808,0.237923923376164,0.219200063880871,0.30270052322768,0.312920447300141,0.386089989007815,0.288361899423317,0.26880568860273,0.479235250016562,0.284261881342356,0.241853440082993,0.403511017777425,0.240999639171339,0.67470870058987,0.341950343495397,0.134988481188794,0.185097029504491,0.370494008532485,0.216950296322836,0.228542582187418,0.756724964002083,0.335363027994082,0.266947863220235,0.335496373690135,0.387571669540633,0.22261553230602,0.183458224690272,0.390235569034957,0.328919172934836,0.27568128785957,0.204097492925525,0.313751803957724,0.309668043449018,0.270200448628069,0.404666287299908,0.27982395923538,0.477027479563664,0.380482857586211,0.253185749792994,0.304642355490463,0.374650797617794,0.324051421464956,0.211467850212413,0.336336526818253,0.309056311050105,0.351218240366882,0.21735250743318,0.232378398289035,0.401011005755376,0.306910586770343,0.248067320083745,0.348554279845478,0.349545524946396,0.190864410487866,0.36066872718281,0.396432436642259,0.24780192549557,0.352768535666128,0.338184941348228,0.246267163074108,0.445658006776187,0.447293790751725,0.280578373668609,0.44621184190043,0.450386865014996,0.461826014450728,0.169847471150899,0.260473014738923,0.282065397074231,0.26194344936316,0.328768100761019,0.321894890501187,0.209689823118091,0.408860319063246,0.448860213958732,0.185512960721112,0.22548113394645,0.422158321425042,0.214467341673887,0.243690071818446,0.258601044429652,0.414863399216858,0.336715810666058,0.346004746267811,0.400694891578066,0.323031970986072,0.28228596539088,0.29085236567339,0.391633275217282,0.361388870766314,0.251503838957992,0.311380827548637,0.499489070065237,0.278487494738288,0.315667179170958,0.46828302683012,0.465083090811413,0.360127036480178,0.135654358726301,0.139546615878599,0.291856306805532,0.416395892301231,0.423691281078855,0.29778322170082,0.233042758168222,0.341087023517358,0.455138846891039,0.338752257257558,0.433167325007171,0.188178520363214,0.393699624214338,0.311002358059684,0.447054213196566,0.423347678929399,0.269442986377259,0.294762431733098
"Wolverine_1",0.335968055526229,0,0.447191007495613,0.861790347207152,0.423501017572615,0.393062101440182,0.446363993482784,0.387701929914388,0.286823817879117,0.392399008649633,0.309731040005173,0.398546185967891,0.328156899297836,0.328592492093683,0.337982143667225,0.354201240063673,0.261730207860892,0.22201953996099,0.406592882421822,0.314298791111508,0.689683242618619,0.283743803897114,0.313913519626407,0.416889983457575,0.314509384090559,0.409133708837443,0.303651883919902,0.746720645905979,0.201452751780792,0.34294660554749,0.319758279717565,0.462986971002035,0.316566020511508,0.377284548725508,0.354693415292334,0.523879933037634,0.317914251553627,0.372818153838926,0.500068392550925,0.445786077854533,0.328506275748086,0.485734561463205,0.349485083584599,0.510536029187591,0.387821346421135,0.371965841327601,0.383057403286994,0.386710650631768,0.454129495168624,0.345810177674522,0.47220476462203,0.348279814027637,0.248295104154086,0.41452913843231,0.390976422121255,0.52288256130371,0.376635517139166,0.380174608527832,0.493480403455432,0.525258645939238,0.406785690066637,0.26736709767564,0.535647950172026,0.312286982708305,0.201031579633188,0.406285894207474,0.349195763167072,0.589242810466986,0.43096400733844,0.294921058229393,0.504836628949041,0.423711158902876,0.47345280124409,0.36534786741137,0.40112053306766,0.304699239494861,0.442759969775168,0.357564643652607,0.515760153895103,0.388270604021508,0.451178219190542,0.414754203637108,0.347816189737463,0.306210193866219,0.438875850176234,0.444806522986511,0.402017860825,0.326405824623081,0.568601367836582,0.365155154502902,0.28366762637679,0.421995075647318,0.514856730910652,0.212121396723937,0.399965883981943,0.41898732866937,0.512057858033174,0.500595583761225,0.350668436687627,0.453687568913976,0.292478821073187,0.282291169312149,0.426286048628708,0.551177371524579,0.463560829843316,0.376504793963268,0.304926321129628,0.310211411100312,0.370225846764626,0.420657599225406,0.333752840645282,0.299787777030831,0.270286802300525,0.503630929084104,0.241408889778969,0.532068551722024,0.295652814986229,0.3230562101116,0.356424998502467,0.424169134238946,0.380044196671908,0.34246175250049,0.434410888278458
"JarJarBinks_3",0.274208820556784,0.447191007495613,0,0.894331415353574,0.417631128642344,0.317081470690664,0.46411676773875,0.304117617954219,0.329719155240444,0.282729020320937,0.370378753618411,0.31714814993219,0.449348165875106,0.365421042808951,0.3931423902877,0.483385953626677,0.358137749752775,0.33566670476239,0.449440146529999,0.268332910376606,0.644709442343331,0.33290423706157,0.295913610648686,0.283565635882383,0.463124694111159,0.178473392501087,0.354191319354381,0.753638856022427,0.410322348771726,0.274173873370466,0.426602770834426,0.414379991639358,0.325302126020251,0.265593141433575,0.434121835994012,0.277741432173737,0.298803650585982,0.291803585330087,0.263420724458445,0.290077177532465,0.31331465006437,0.355187159815921,0.363517789161438,0.460109279794106,0.415227658676667,0.335031249847137,0.403016889159043,0.438219727366219,0.252554615984822,0.322259783001214,0.276552819394479,0.333517406087238,0.390390831595544,0.371123985948784,0.240482681802623,0.345276645529937,0.361195437138899,0.34995315292137,0.276026502982599,0.306312293072848,0.312526420133259,0.376363863612234,0.396678252536507,0.306872159815476,0.428773526517274,0.363165859620954,0.352548974165349,0.370833206148111,0.465153890241068,0.31515627629858,0.351076737880396,0.467218364356902,0.39949060035876,0.310403900629714,0.353569705744883,0.347439488153513,0.291665052867889,0.356189881007221,0.31737007332004,0.332865702723723,0.404432804579048,0.444906708824569,0.306405536930468,0.297863225424594,0.43660859009851,0.199866697927657,0.237325236132622,0.313207471908132,0.376125229159863,0.36699370304192,0.431366827539237,0.411004469052116,0.278310572221872,0.397994145809099,0.350179457584112,0.405593282970701,0.229562378454905,0.238003596910227,0.363516233637182,0.520140591538504,0.378001750744516,0.412756346235604,0.511815372014809,0.423405412040654,0.193061757090346,0.271622909188498,0.282765708158036,0.380355781438369,0.426492456282834,0.464347923555441,0.331013793983708,0.309525181222426,0.38568249606988,0.428643675100313,0.413544806664197,0.374860577971453,0.318481215533583,0.431971410066518,0.362452745015899,0.431745966710951,0.469085028203926,0.321239909426876,0.240504807980043
"Goose_4",0.89016496712204,0.861790347207152,0.894331415353574,0,0.841374086785567,0.852541651553896,0.901579465577583,0.878625409469709,0.858771660662803,0.904504998890088,0.848668121977378,0.905130544020966,0.911892847027521,0.850156651786378,0.868404887797912,0.872272675446266,0.812976667503989,0.87800864757526,0.890900019036248,0.885693896234111,0.695348576745555,0.908967546530211,0.89491091965696,0.869400787343527,0.886781162019062,0.88306436533116,0.864104204301107,0.506239078757059,0.851712833346235,0.829251370356891,0.92567504501931,0.806357459972308,0.847004627996725,0.887961406220418,0.9264720066747,0.890876291294313,0.828386134096343,0.910817754628742,0.884295038921719,0.834013643402857,0.883292274742255,0.841954015497717,0.872047694030808,0.868497195168295,0.887439904753937,0.852848817122951,0.805132383213302,0.921100258730614,0.854355451414729,0.859022855306357,0.828106563511596,0.878541100539727,0.867520783934341,0.888407174690841,0.852824733011747,0.806475347904569,0.871445618052635,0.885373976593127,0.88353907510686,0.913814165196449,0.912080198637648,0.866990565524072,0.910398248612956,0.902435621724619,0.876766414364041,0.891976643138193,0.86953455686893,0.90847827363202,0.827745824436067,0.869525939775194,0.868408530417793,0.891977039799714,0.780369670828298,0.906235893533791,0.891917873849221,0.871498331989951,0.868220556282652,0.872780928034596,0.909476898286162,0.883152316595524,0.904436716464844,0.757024036368134,0.887111550013595,0.882619737342032,0.918612603511511,0.893531983138685,0.864370808860803,0.92286837147021,0.901972962158366,0.852540081989407,0.875883045705002,0.896468089674299,0.915688543368824,0.86524157576138,0.876169807048059,0.894108209723848,0.894681332062799,0.874943522082493,0.854114590327618,0.748140693492622,0.884891021114469,0.847895506814697,0.777742718746782,0.834985371010164,0.855025707048737,0.892601386650384,0.864204962430278,0.893431103166246,0.905611121428306,0.749905820435865,0.893200981784504,0.871109063517977,0.875723186014481,0.811819258495758,0.834076577325659,0.874364729558334,0.863041108985057,0.880968396947319,0.895032329207779,0.903299637688532,0.79954661402603,0.868696002085263,0.880189127646313
"Korra_6",0.383307556239634,0.423501017572615,0.417631128642344,0.841374086785567,0,0.34444105531493,0.379798339721351,0.291325070031663,0.409156071635655,0.348404192063152,0.292250160039719,0.359807823095692,0.451533671513462,0.307468691689434,0.273980623037054,0.322749656719597,0.302031341044406,0.332145849986094,0.474703151700993,0.310318178795312,0.727300838350087,0.507205056863944,0.354229755555429,0.403756082611033,0.422426420654008,0.430426627566568,0.261472167003481,0.779325220646977,0.426043665722829,0.363078306967145,0.43592209688608,0.458593915200472,0.385813423531036,0.332144389375088,0.416673589819052,0.388827271700661,0.302534768422745,0.318803298534631,0.480212976916489,0.419876898530673,0.339851680358826,0.47994304850019,0.376730112256765,0.505577612441159,0.457837744435687,0.26262060985171,0.339133188200165,0.486213296998478,0.44727848549619,0.349769107139324,0.338991438434519,0.257278414782959,0.456557732491098,0.326208846006573,0.444143463870224,0.558295044111517,0.260138632696218,0.270078037491263,0.286636235117602,0.370163718531697,0.307145594435648,0.301726973614377,0.397265844059186,0.372652328427747,0.391253319238862,0.225650240036599,0.287140216311937,0.431511271220787,0.557732596932726,0.370460202408384,0.45165618077786,0.333022868135263,0.474997174014149,0.347628052356824,0.270777735766891,0.274766833966731,0.390699789086409,0.217904529386562,0.394484844433518,0.320343398013167,0.343659409099283,0.451228469496379,0.269257537372384,0.329980679585352,0.415918848388105,0.412065022678237,0.404997360454626,0.364901764710178,0.466014389697078,0.196962303515611,0.433307773714349,0.392976699670803,0.289037353464441,0.318385028911403,0.254471051958156,0.400222690300375,0.373973307545084,0.480619533849548,0.288534543188935,0.484804245335425,0.399798503562008,0.419756613151103,0.524811493923072,0.482121638976757,0.437655368079737,0.334734951798572,0.376265427395959,0.306389431178312,0.433646627157015,0.467498787107569,0.251980689986901,0.337083577275908,0.46504955809974,0.421239514089211,0.440706352589891,0.415643750092372,0.311488180108913,0.411145537203659,0.262843372473891,0.353245886689793,0.369844189344399,0.340278027943747,0.330113687376454
"Hera_7",0.255488345678426,0.393062101440182,0.317081470690664,0.852541651553896,0.34444105531493,0,0.404746220216067,0.276972250600177,0.291252614693089,0.275859522392758,0.377666135742964,0.328395262793718,0.400916761320473,0.373527096433836,0.34050739891179,0.417143790630962,0.328580237306344,0.324059396346683,0.439817191970638,0.289859703023838,0.650009632714517,0.42389553818917,0.310650608426583,0.338162800142538,0.394804908679311,0.308410363838469,0.302594566379848,0.718419435181913,0.367182426055787,0.321897422601212,0.405130492052702,0.379771673046017,0.270064243024259,0.309643332738485,0.427440890531463,0.335341811221174,0.324668680666896,0.310009078738297,0.383986163855004,0.304267206359248,0.375180818289694,0.372768952496547,0.287804247210072,0.40216817141723,0.382512119641298,0.306922975203966,0.306232891401544,0.439969692582465,0.338205520752157,0.2933970353013,0.315537356043917,0.347140862138165,0.401604530380784,0.339713583478061,0.353937544577453,0.411591015511758,0.273772921352316,0.319170791296775,0.34386964318219,0.384209792713813,0.305746771746663,0.357565188520404,0.42827006806692,0.35145722964145,0.398540581973603,0.317084647874667,0.316669545598447,0.454801957840181,0.448883882415217,0.343064401713454,0.421210195617435,0.402611366875363,0.391155966936921,0.284156602108142,0.287969193749199,0.330328517299245,0.30515540084479,0.344722110588416,0.395096927548637,0.227067284617066,0.415629126541491,0.397055067073244,0.253020277402602,0.316447165318053,0.41794793218205,0.322760505238264,0.289971989469493,0.300717036613839,0.413908991598949,0.304846795323458,0.387079162109833,0.421064153725399,0.339556003944623,0.319301186959349,0.29740623931519,0.432788733418308,0.36016528417247,0.377669534767854,0.333551047380649,0.452297004875054,0.36248053627519,0.369636821991764,0.483696809418239,0.449032044792344,0.351761273067991,0.246109472906449,0.260408773755757,0.370445795047349,0.405922859655091,0.439592477326035,0.311417321368214,0.353091748600429,0.394364498223088,0.404653189692815,0.387278975330604,0.357671250237071,0.315515370839911,0.394488981248008,0.349459726542185,0.399708716583804,0.377070128295522,0.272869256999469,0.339817875918521
"Iris_7",0.485788169103138,0.446363993482784,0.46411676773875,0.901579465577583,0.379798339721351,0.404746220216067,0,0.427463573755372,0.452139372138173,0.423521106680386,0.449579017202017,0.372516398408646,0.28433440015163,0.436038725379742,0.458959511306096,0.253332447590904,0.449485976047755,0.449054304394029,0.338524456255672,0.381217729362195,0.739559279861425,0.453811753839399,0.474904910006329,0.509074533481107,0.372465288118865,0.494970447792057,0.447782680606944,0.803677878224179,0.412728954676137,0.463821918005178,0.339297150352921,0.522532939473422,0.457868334752148,0.463529999697751,0.319532759604084,0.435442742444573,0.47632034040032,0.41434399221701,0.53376813327753,0.521927089528223,0.440000618109116,0.475189424306299,0.420300037816151,0.413326953658823,0.302273807271046,0.45540686584635,0.485942564665602,0.342871798133275,0.504384454923757,0.446403680889895,0.432734643412243,0.428721616211564,0.392418412366659,0.516169588596098,0.542033239108041,0.616113802787327,0.425800800612269,0.403595691910119,0.407672354674912,0.381871420765948,0.428393160529271,0.372639337206355,0.406593536066285,0.461119802729939,0.371443266571569,0.338365372438763,0.408142478013534,0.412021814381535,0.566774210872097,0.449368738020006,0.46760682166993,0.286475003390128,0.519506933062161,0.455822448948725,0.389742073882063,0.417255253017472,0.481835238170341,0.375618834600693,0.47543861358285,0.451723909366628,0.259575890409795,0.502189433155216,0.421417243965858,0.419619353987739,0.22184347660646,0.517319170154019,0.489814394352678,0.372695520682522,0.456035802153557,0.400517437180248,0.361494895725216,0.311931676255029,0.382510831201167,0.436386892905174,0.389001142694709,0.301907863282869,0.440266608668877,0.568925362907336,0.389418114228957,0.541326096569266,0.494530731906069,0.39734227724453,0.568327641282405,0.504774121711154,0.516887173752964,0.469623602636521,0.471163670277868,0.421048986551003,0.307436977031179,0.568339692358029,0.380315585066935,0.475169544380545,0.388581577249369,0.435455890819291,0.448871977873494,0.409505234292696,0.429918459646222,0.333971707037052,0.379277012067867,0.211217719765648,0.340374674860779,0.411774509266813,0.418567443450092
"Korra_9",0.228381054808808,0.387701929914388,0.304117617954219,0.878625409469709,0.291325070031663,0.276972250600177,0.427463573755372,0,0.330374498846928,0.267497241977184,0.319440376285319,0.317782829801482,0.444990352621143,0.293431460932235,0.264379547567503,0.411847719927307,0.317833273929777,0.274174252583133,0.431966063986339,0.223423336562328,0.67203667360768,0.41636743197919,0.267599781604224,0.290704641079468,0.407985511000103,0.323343096052515,0.263235380964518,0.768333464180385,0.362772112549484,0.280846909161137,0.388137324400083,0.434198607816899,0.286881556665454,0.237027791658458,0.389738954521611,0.313234342713835,0.302923044614066,0.217161388623837,0.405846319350651,0.283786315097954,0.277382289705273,0.423804870298087,0.302303465447687,0.445787121372639,0.393212310743981,0.246554420425416,0.348261134472059,0.402550048203214,0.325604529719149,0.260693410303995,0.274415890352404,0.261745922418093,0.368558982865511,0.281070177386008,0.30865440373462,0.465944809778261,0.255355307694006,0.280275579909774,0.270998241755181,0.330101081010759,0.192547661550223,0.328582798682177,0.392094087182374,0.336163065026721,0.365850637855139,0.242870956310753,0.264356332752224,0.428237798566267,0.479423748067066,0.35289869119774,0.397794977803909,0.369246092517524,0.446755599100847,0.253851456550531,0.235300420517212,0.279296073366303,0.288853286144061,0.311247811380989,0.320244991709555,0.168888210527643,0.367238667262781,0.457006998468304,0.176217560055292,0.224548393213297,0.369257301586117,0.291304309045008,0.267513773581135,0.323991307860925,0.421981236391046,0.282577474250381,0.367128651568268,0.378431598603463,0.284592111660564,0.309060347637457,0.267869833822622,0.406283292605472,0.325910945122468,0.341732337822673,0.290409561061859,0.500943241986546,0.346493539823666,0.368651019446726,0.483654005474136,0.454562644866322,0.373812881257917,0.190907847035153,0.237920232539256,0.282445864812757,0.40486680455675,0.460272641536092,0.27606745230073,0.283975793742478,0.385514600138897,0.4233065981514,0.371977861569971,0.387660791153757,0.24426349314155,0.380701064820873,0.271316990694939,0.351531577180236,0.427918644436892,0.279106254758538,0.271296686451668
"Hamlet_11",0.237923923376164,0.286823817879117,0.329719155240444,0.858771660662803,0.409156071635655,0.291252614693089,0.452139372138173,0.330374498846928,0,0.285760291968813,0.22840189847366,0.300024740573252,0.382622985351025,0.251997598439636,0.265620908509357,0.440985489361334,0.250393528295024,0.219912077340596,0.404400810895269,0.248533745860902,0.653764680882577,0.333818123371775,0.247590266513069,0.308875501521141,0.415915681172866,0.275758525630061,0.30262337599082,0.738871965411174,0.285844718904535,0.273918413553716,0.394987299548844,0.392100337460005,0.185131358576736,0.28131593659871,0.433717108440733,0.437573753956501,0.296945259504963,0.277427128030787,0.383663740244112,0.354905190689619,0.272838902150289,0.382394865790386,0.266690892377914,0.457694277641392,0.427056042195715,0.275982639739987,0.219632417039234,0.429497349088477,0.378579103603505,0.176983819624614,0.395925563205745,0.324035428899087,0.294492558606763,0.311467603628249,0.279554511000846,0.420282315429623,0.313186197111702,0.279183580688055,0.416126507394899,0.458463243408514,0.329932842662034,0.306330016360174,0.476207214136628,0.244749287844109,0.303250862581861,0.324048021768593,0.256755653152126,0.527704366946207,0.382325946651828,0.221691268370723,0.462042669985501,0.462228066487058,0.441880584288703,0.274062443921794,0.317460709767869,0.281565493679521,0.370395521385363,0.318361292049489,0.450625148023916,0.297002099341769,0.454486290133388,0.402924893703418,0.245339413392761,0.198891069232946,0.468289272144607,0.32381281000816,0.305062831452908,0.286195354159704,0.46787393973517,0.342486960406043,0.337257043536502,0.431184385689966,0.412359885397927,0.28685053526928,0.312712127753776,0.418934024901479,0.419698640821825,0.372904666027606,0.32341561144113,0.456101157802396,0.260945860391864,0.294645572705262,0.412958928594386,0.48513874877637,0.388143913334475,0.28344577066183,0.185437663598502,0.336087245490281,0.435424807341462,0.390124433379426,0.317947597389126,0.278667191447487,0.279944540119763,0.442328918753141,0.274297451789809,0.437998284887027,0.200652234899379,0.402622647448227,0.324827904689149,0.436590665548936,0.394636033048984,0.296362604486423,0.361014977783881
"Hera_11",0.219200063880871,0.392399008649633,0.282729020320937,0.904504998890088,0.348404192063152,0.275859522392758,0.423521106680386,0.267497241977184,0.285760291968813,0,0.344511012368293,0.257130170524795,0.455091773323191,0.325352926156632,0.329878580441014,0.421920617399426,0.342027633283054,0.295451924789593,0.461328729512194,0.279502804106693,0.703383971250695,0.383493427185749,0.237056112268042,0.32480794857994,0.449164616813768,0.335230861792781,0.320285147715909,0.781645229603557,0.40396166593666,0.365455214139586,0.419559020100598,0.434371955780719,0.290533248595361,0.232520017408064,0.418194750911812,0.31418407130033,0.359359245395153,0.274598895774873,0.40049987042358,0.372158047202677,0.337410120400851,0.430616296404184,0.30141342306231,0.440919773865165,0.428293575629722,0.314576089814091,0.361104953095131,0.453165190113217,0.362007770661676,0.335383395623757,0.348147166499776,0.348265479070491,0.404256758154558,0.341201486960627,0.349275612573864,0.450089801723258,0.299417398731912,0.287460977470207,0.326638991976084,0.332392224400775,0.223556457131118,0.318226816567355,0.380754808711172,0.286167818821211,0.389239066187124,0.247601942040908,0.277155684883601,0.398075792083886,0.485976797056445,0.303443275393548,0.392826409963633,0.413681330454073,0.451375046110299,0.233031338455978,0.278171802183756,0.279298235045223,0.373475376010055,0.322459872524401,0.362378275606996,0.256901768405555,0.391482323229891,0.441588801762506,0.277966252535956,0.276504190217858,0.401083224562342,0.283989642466351,0.289645068857308,0.258168134947441,0.424955614531528,0.330805722569089,0.395384657138498,0.425135393331058,0.27405988179409,0.35416520541472,0.300183634135336,0.376614365043716,0.362428232494419,0.369663951209804,0.291047368678488,0.496281017600332,0.313919271109648,0.37223538346491,0.508590558789485,0.501182675356981,0.36812809225062,0.259033152321235,0.232440273540602,0.309886505665133,0.420971239309455,0.450881695269877,0.292621974870266,0.320334065916952,0.370424131731535,0.436937233740481,0.40278096490701,0.401542090914754,0.282130640849129,0.447749643342604,0.323479532853228,0.406179391545396,0.424829554236638,0.227755728727793,0.29723498302427
