"","Hera_1","Wolverine_1","Hamlet_11","Hera_11","JarJarBinks_11","Hera_14","Iris_14","Kubo_14","Wolverine_14","JarJarBinks_15","Kubo_15","Iris_17","Kubo_17","Lambchop_17","Wolverine_17","Hamlet_18","Hera_18","Iris_18","JarJarBinks_18","Kubo_18","Lambchop_18","Wolverine_18","Ophelia_19","Wolverine_19","Hera_2","JarJarBinks_2","Lambchop_2","Goose_20","Hera_20","Iris_20","Ophelia_20","Hamlet_21","JarJarBinks_21","Korra_21","Goose_22","Hamlet_22","Hera_22","Iris_22","Kubo_22","Hamlet_23","Iris_23","Korra_23","Hera_24","Kubo_24","Ophelia_24","Wolverine_24","Kubo_25","JarJarBinks_29","Korra_29","JarJarBinks_3","Kubo_30","Hamlet_31","JarJarBinks_32","Goose_37","Hera_37","Kubo_37","Lambchop_37","Ophelia_37","Wolverine_37","Goose_4","Hamlet_41","Hera_41","Goose_42","Lambchop_42","Ophelia_43","Goose_44","Iris_44","JarJarBinks_44","Lambchop_44","Hamlet_45","Hera_45","JarJarBinks_45","Korra_45","Ophelia_45","Hamlet_46","Iris_46","Lambchop_46","Hamlet_48","Hera_48","Korra_48","Kubo_48","Lambchop_48","Ophelia_48","Wolverine_48","Iris_49","JarJarBinks_49","Kubo_49","Ophelia_49","Wolverine_49","JarJarBinks_50","Korra_50","Lambchop_50","Ophelia_50","Wolverine_50","Lambchop_51","Goose_52","JarJarBinks_52","Kubo_52","Kubo_53","Iris_55","Lambchop_55","Ophelia_55","Ophelia_57","Wolverine_57","Goose_58","Wolverine_58","Goose_59","Hamlet_59","Iris_59","Ophelia_59","Korra_6","Iris_60","Wolverine_60","Hamlet_67","Hera_67","JarJarBinks_68","Hera_7","Iris_7","Korra_9"
"Hera_1",0,0.0120208096964557,0.0263676356127028,0.0136235141911041,0.0160318989325799,0.00722697460248476,0.0256859556633093,0.0210750154468564,0.0188206013960656,0.0216274031188736,0.012011029093067,0.0109913673338077,0.0094132373897095,0.021273531923136,0.0147639336216411,0.00687394335557088,0.00991894962798931,0.0177408830799212,0.0088798893186658,0.00599153819413848,0.013423076318891,0.0137321220066408,0.00557512083001898,0.0175057476464015,0.0198602562998724,0.0314566521041106,0.0360485990418835,0.017925519137315,0.00692533312654267,0.00992252798121269,0.0206839960056602,0.0107214264495925,0.0184902865825964,0.0149852900747804,0.0137529176188304,0.0229519033281867,0.0179847210602584,0.0176442199552816,0.00808188328584091,0.00806568302377513,0.0129263426501967,0.0171042183764385,0.0103919441421157,0.0105344856120413,0.013222435004261,0.0141358092106287,0.0106355185121192,0.00963813165013831,0.0198509934927819,0.0156206659607169,0.00547656871181762,0.0115072456782319,0.0124494848058802,0.00877153533624669,0.0240316593115822,0.00956790242215718,0.0100017253028728,0.0229270734871161,0.012159326951117,0.0169146243149201,0.00733204992812065,0.00763909621043506,0.0134452030170223,0.0162004326028617,0.0220394117528289,0.0157493940821912,0.0170708632234291,0.0310170019712418,0.0174566643054456,0.0187940210880226,0.016478219732054,0.0311745046967679,0.012929762638554,0.0154672980208769,0.00965680053279275,0.0223585638831835,0.0174807213771791,0.0133010845982685,0.0117016529706019,0.012402561631434,0.0155389957404533,0.0224037894348347,0.0240503564763447,0.0173490163037151,0.0103437553388304,0.00564014947794791,0.00807111547024279,0.0219477600579312,0.0117780152491496,0.016283854312616,0.0122264583471617,0.0195748712845608,0.0239445356146629,0.0171588604499895,0.0225844633585851,0.0216178618348435,0.0135822964813915,0.019446837620297,0.00908927354662419,0.00881989300808953,0.0169461449476392,0.0200536751226276,0.0219972147699672,0.0210448888594592,0.0131227733687143,0.0178922531872104,0.0137005162567541,0.0113818747880637,0.0163840570459579,0.0220453654774413,0.0113517407408104,0.0294956047921218,0.0101212582865938,0.0385989965001405,0.0118049084681433,0.00970434847219496,0.0120023005077161,0.00688137306001517,0.0147396909336497
"Wolverine_1",0.0120208096964557,0,0.031479319069408,0.018494420836097,0.0172571039012333,0.012843884607463,0.0159184156464712,0.0219766430860844,0.0214274144376001,0.021042209541494,0.0140930849590632,0.00824560393530235,0.0123144201269155,0.0224414344485744,0.00795336951074285,0.00867171576990648,0.00964286343311216,0.0114295089856136,0.00920785075027688,0.0103811365221963,0.0153851930242816,0.00543858841235455,0.00782726372812521,0.00773308082909284,0.010655655334304,0.0218238312931321,0.0260927963222452,0.0185858698164423,0.00721520621692559,0.00355515227644613,0.020168388588434,0.0116894230797901,0.0174801801869701,0.0157923440004206,0.01508132627703,0.0230360260442001,0.0235085056485158,0.0119750683375933,0.00842011900478151,0.00725248215392367,0.0110373848371671,0.0184248094979237,0.00804093553512161,0.0138214200997277,0.00882496438323261,0.00623940250287059,0.0064566496073402,0.0131202218337811,0.0210937885181237,0.0179407403241814,0.00972419490832685,0.0147479693655121,0.0134906660725667,0.0119712329880143,0.0201011205151311,0.011447909462002,0.0113141079508535,0.023217384360273,0.00493555884338133,0.0207422708910019,0.0110783045778976,0.00951115036603335,0.0158136037439492,0.0127787531206198,0.0222523848967945,0.0181613013492136,0.00871183877066294,0.0210046721734713,0.0206156340369609,0.00959923405973873,0.00803317546186337,0.0318515762041564,0.0108525814142879,0.017327825017714,0.00530546526092585,0.0125314385258903,0.0192751956555549,0.0060912324987038,0.00738090614507254,0.0130017496137404,0.00851215557579964,0.0235667345818239,0.0199191701423209,0.014242646952772,0.00979155624771628,0.00995780154589638,0.00803449218602432,0.0190618300630849,0.00642007842652632,0.0169784667569566,0.012861690281085,0.023269540185825,0.0242655156702506,0.0172131883167367,0.0242220327872641,0.0224218798351828,0.0150267053689566,0.0190573603165645,0.00999742852058217,0.00429699190162203,0.014823978796799,0.020885963069539,0.0117735444835995,0.0203726163032883,0.0146657713121259,0.0172803673882934,0.0155934761183479,0.00819167355846177,0.00976581471834307,0.02088805721169,0.0115484611620355,0.0204610255357424,0.00913085793339351,0.0281960607569978,0.018029709463372,0.00753447391268453,0.014464084413783,0.00804209771448712,0.0084675986349293
"Hamlet_11",0.0263676356127028,0.031479319069408,0,0.0183671825381495,0.0170985825517647,0.0226590599016517,0.0370100401949805,0.0254606846605581,0.0247786105920286,0.0296727699944203,0.0223331657861244,0.0278928298396044,0.0256330164565183,0.026960428276684,0.0358250774777415,0.0291380709269125,0.0336916907690082,0.0324071699250098,0.0317407520517158,0.0269659836932298,0.0296553118367665,0.0348107720213402,0.0297292764738173,0.0327384316990717,0.0376711250754926,0.0451507350715158,0.0496967999347383,0.0398757179216596,0.0278777084772135,0.030572739663426,0.0279566702147445,0.0268313061434769,0.0400092992574798,0.0269851099998729,0.0272571230303338,0.0284161168086426,0.0248516261339875,0.0383427715776562,0.0282892218802161,0.0266446759115983,0.0357076642194729,0.0261314056464582,0.0333719216522084,0.0261360719443441,0.0307421818390932,0.0332510514856062,0.0314529960011675,0.028348728164495,0.0265933109069362,0.0376043352031356,0.0271912072140762,0.0323360593121401,0.0277297294157601,0.0299227136213411,0.0350338619406842,0.0258161206708736,0.0292734285825483,0.0274112404240206,0.0301103494987329,0.0244106777405378,0.0252400839595151,0.0268848281762641,0.0357103383956829,0.0348714141293997,0.0265128152685517,0.037270792455024,0.032403976799304,0.0465469389550597,0.0354190070923427,0.0352407649779765,0.0330375899231271,0.030082334328476,0.0288274005198528,0.0243942920557287,0.0315290980871516,0.0376053558477511,0.0352775227141173,0.0317049295963281,0.0286432162179217,0.0275816885513773,0.0312794181393703,0.0431978630422259,0.0332264963903571,0.0291744169428628,0.0339015433949203,0.028019497675305,0.0274074123645428,0.0301454079677786,0.0294755701898481,0.0381401371839571,0.0340775967773796,0.0384973343603543,0.0274541721890464,0.0279214264671791,0.0429777249509775,0.0427242148082678,0.0363641300829919,0.0270943815484733,0.0253605938362262,0.0302981568168379,0.037138252302137,0.0239245193219467,0.037137742881915,0.0283538502099721,0.0328026515693278,0.0272288107290151,0.0356163124415067,0.0272878112566762,0.0318834758704794,0.0270817170889013,0.0253195129261308,0.0405337085900388,0.0299916545247483,0.0524567447904739,0.0334544964696626,0.0298916405155939,0.0347703350895596,0.030319954682347,0.0316680302792909
"Hera_11",0.0136235141911041,0.018494420836097,0.0183671825381495,0,0.00698192497535394,0.00891942253275536,0.0267004579378912,0.012154645261558,0.0138833499255984,0.017155330460996,0.00538367452438664,0.0142415030033237,0.00954122237541615,0.0134739083838199,0.0235496650414773,0.0149921513642892,0.0214737233573135,0.0187913933473801,0.018700906060055,0.0132973341407636,0.016548747701589,0.0209426665671725,0.0164528363888939,0.0205765416182845,0.0261630741828713,0.0349278284111355,0.0391847133236353,0.0294605402955743,0.0136758905497144,0.0179291125286704,0.0132397915436372,0.0108857544911761,0.0289990997064254,0.0117371254344793,0.0122554350395893,0.0150124582957189,0.0146885476087327,0.027235504417455,0.0135242957057908,0.014934189812634,0.0237353798551794,0.0110652774795585,0.021204383706161,0.0111228262817255,0.0167807023884346,0.0193408440576819,0.0182738783918797,0.0146725530584476,0.0126228136166492,0.0273674306025263,0.0125820712762737,0.0215106669334512,0.0127973478607644,0.0171372086476887,0.0225331375793647,0.0154974920738296,0.0152180914145594,0.0139163971810645,0.0165635452842827,0.00951273468727021,0.01031249924826,0.0130933284216984,0.0248636229909659,0.0252575601270566,0.0135044922536652,0.0269294562157026,0.0203337398632455,0.0353425956399556,0.0274245598003828,0.023098064244067,0.0201079600994248,0.0214222172212428,0.0138476419053784,0.00935482885570445,0.0182101959086833,0.0256388312294619,0.0268996523362735,0.0178252251845574,0.0138076561851576,0.0121220003415411,0.0196775869928522,0.0338922268579462,0.0204888547665485,0.0138229226112491,0.0216442366753008,0.0136336048092426,0.0136769900615009,0.0165583619944146,0.0143205654512119,0.0272294405710125,0.0223543099293838,0.0302401131350707,0.0143888585882722,0.0133583177260572,0.0340388958035055,0.0331428510123144,0.0250105581057813,0.0121742688252318,0.0110537822115304,0.0169734499225972,0.0263629128531141,0.0096882582366333,0.0238184243107441,0.0141026781913428,0.0206221425785052,0.0117398802474436,0.0246421508627423,0.0117923801156277,0.0181783288897489,0.0133751232211933,0.0126424328622118,0.0290518892500907,0.0172987308090009,0.0420417262073233,0.023625944705763,0.0147587192088508,0.023993537862177,0.0179980216611607,0.0171512550836683
"JarJarBinks_11",0.0160318989325799,0.0172571039012333,0.0170985825517647,0.00698192497535394,0,0.0101191368392427,0.0227065571197054,0.0125456789069668,0.0167077499280532,0.0193039011833887,0.00736024206876296,0.0144711886607623,0.0124141954140008,0.0144075589992467,0.0221649608828185,0.0169107484219693,0.0218063943828903,0.0184561422594031,0.0189822534258158,0.0147234570584819,0.0171753804052572,0.0208714174298384,0.0174789759934906,0.0179316386593681,0.0233874452264286,0.0310465412799587,0.0350925370526422,0.03001021736944,0.0147307096983822,0.0171519953268692,0.0138236349319551,0.0120607160156039,0.0290486801473344,0.0125124535098653,0.0133742448023047,0.0155783705491088,0.0186358606445815,0.0257387393543757,0.0138755511421213,0.0137811913349759,0.0240888172511055,0.0122000072578466,0.02097447913734,0.0123813640616069,0.0165308417721846,0.0186877005160847,0.0176349784134684,0.0157104986083573,0.0134862176986853,0.0279022385256296,0.0140044597286314,0.0216362747798829,0.0134563319819632,0.017836872957878,0.0232421076074543,0.0140801497561176,0.0159963965221432,0.0145899205879956,0.0160183504629164,0.0127444586593227,0.0117325556586353,0.0131748485553307,0.0254621692899366,0.0234761801554299,0.0156141101056288,0.0276148092518776,0.0177889174616558,0.0317682650098259,0.0270859749267765,0.0204156186771288,0.0180664949337452,0.0228913601604571,0.0132349159431912,0.0119856823740153,0.0177053101450152,0.0223481147044374,0.0260408128743682,0.0171321400343328,0.0135359435100939,0.0129879464034613,0.0170095580128301,0.0340750158985621,0.0207120495529638,0.0131264091923195,0.0222139678836734,0.0153063246662759,0.0142023185376317,0.0172262067674431,0.0135972732634379,0.0276877099263726,0.022297600210868,0.0304201737226569,0.0151273476315931,0.0136915677763212,0.0342171831071424,0.0333540874107764,0.0259595104009365,0.0123866474314379,0.0120959638135083,0.0169805967171745,0.0252822113040886,0.0109200029857761,0.0214664599255069,0.0144186863311121,0.0210618269366762,0.0124991194653747,0.0251489380586806,0.0113374547477909,0.0176804132852981,0.0135680123031309,0.0124724187009758,0.0262867025124136,0.0166522528431581,0.0380666183735735,0.024929591730618,0.0150926361202392,0.0246863520452494,0.0186741037706959,0.0169022645204791
"Hera_14",0.00722697460248476,0.012843884607463,0.0226590599016517,0.00891942253275536,0.0101191368392427,0,0.0234036437142358,0.0158049052117921,0.0178552588692094,0.0207907275889238,0.0073433418853582,0.0116353850417369,0.00827383387603656,0.0164886125401971,0.0159737491658663,0.0106709843300355,0.0136661554378045,0.0176716534560522,0.0107303259531328,0.00702313814198166,0.0117282864009567,0.0160683012262489,0.00951679946335988,0.0163424651735392,0.0194783464833265,0.0298002254621587,0.0340645573748718,0.022108925760342,0.00893037625213705,0.0113626015252561,0.016038409945725,0.0076115761061255,0.0216241833203065,0.0108990047674633,0.0105642757184916,0.0181524992965443,0.0175370740265134,0.0193689735791478,0.00640134414413888,0.00750614089988669,0.0169737949313997,0.0124707319035667,0.0134029233488444,0.00646302248243949,0.0128169860936847,0.0146160999362992,0.0111384281310844,0.00832110546439101,0.0149289132607006,0.0192205219737171,0.00511538625987762,0.0127102260382253,0.00921966562327853,0.00947135617024703,0.0238468806050377,0.00720933988591165,0.00951501168556645,0.017983718939704,0.0127293664309508,0.0128526434769428,0.00448713160710917,0.00516185305861638,0.0168801464574161,0.0171714717812454,0.0191891964150731,0.019278063304918,0.0156383109867212,0.0296714139980319,0.0188726831238339,0.0177077662615597,0.0153990567364026,0.027649258733694,0.009512411213139,0.0124736129013866,0.0108191894910062,0.020470102996005,0.0182188366656375,0.0135380758477052,0.0106285183794529,0.00931207112678673,0.0139693667378761,0.0258182484659616,0.0226383880173814,0.0133331525422562,0.0145391318064572,0.00724936492266814,0.00881587319780894,0.0198581496584287,0.00970627801286603,0.0197780890985553,0.0139742321276406,0.0217635819960128,0.0190078362483259,0.0129145778170948,0.0258858589413179,0.0252199078312019,0.0179649840676971,0.0145443963579477,0.00853832381630267,0.0110703963339133,0.0180834095088771,0.015232977932276,0.0206009679967411,0.0164931356869979,0.0138677206414729,0.0137502806990626,0.0168500295839979,0.00846098808525559,0.0164186486550035,0.0176943412919477,0.00966675231512971,0.0276778423831552,0.00952715299992517,0.037141368056139,0.0154726520808424,0.0090414353905855,0.0161909625169266,0.0110879145496128,0.0144404911899766
"Iris_14",0.0256859556633093,0.0159184156464712,0.0370100401949805,0.0267004579378912,0.0227065571197054,0.0234036437142358,0,0.0281463535496844,0.0264229865644384,0.0256176335088224,0.0221857073871108,0.0180878953148695,0.0221008861935857,0.0294381214479163,0.0173830704691768,0.0228422649409336,0.023911555196567,0.0156691922949848,0.022938409705824,0.0213039901254999,0.0272979136877288,0.0183671751168609,0.0221367442830338,0.0087339268821943,0.0128872623341013,0.0116633099737397,0.0169921168803951,0.032208608494744,0.0205367939579732,0.0176414685990102,0.0265348039364706,0.0229370056557872,0.0304389320297992,0.0251356370238975,0.0257146393522528,0.0292163251691087,0.0298419552950751,0.021439543572041,0.020418798025244,0.0198110513682046,0.0255340235625607,0.0266662626481942,0.021828078507817,0.0245965753775313,0.0153584766479128,0.0142703309208774,0.016684203398056,0.0256641011643977,0.028358647659479,0.0309664640212156,0.0222512340246401,0.0254893775720812,0.024377253988011,0.0251959351717316,0.0223903557865815,0.0212194544124618,0.0244548581629122,0.0289425696489835,0.0163744129211243,0.0293660795405624,0.0211838410659085,0.0201550919281967,0.0292642607729992,0.0227084974859172,0.0265855221971487,0.0317352727926105,0.00909357181459271,0.0146144370316537,0.0305199873154278,0.00948501740465491,0.0107915607597884,0.0344336364965959,0.0204234763642707,0.0237010703076347,0.0183423849409936,0.00800437003807718,0.0278912436982241,0.0145449575190996,0.0162064590616491,0.0238910924352403,0.0112861610767294,0.0355268919886937,0.0207763511773387,0.0212474858283088,0.0246189353160922,0.0240387715840432,0.0188328559042293,0.0213191841716626,0.016855503912853,0.0306142548915259,0.0251009300397251,0.0338296600681299,0.0296125455646106,0.025849773039328,0.0360357860000397,0.0347416824647675,0.0296639214224344,0.0253443598322193,0.019720171523153,0.0187727440243345,0.0250209394633265,0.0260794304327827,0.00868446725732957,0.0269167091055221,0.0277619933185207,0.0249112620021146,0.0291374302402601,0.0179641220356455,0.0148909937145385,0.0247015388931011,0.0180216953409688,0.00945932330315042,0.0214347112642261,0.0176415553828197,0.0308274809778317,0.0202385301083464,0.0285882274440131,0.0230003203348838,0.0150701174802165
"Kubo_14",0.0210750154468564,0.0219766430860844,0.0254606846605581,0.012154645261558,0.0125456789069668,0.0158049052117921,0.0281463535496844,0,0.023438148388155,0.0236455846685604,0.0123516130584836,0.0202829747773086,0.0174746254147353,0.00266257098268354,0.0261648389929562,0.0212995062109405,0.025285457816421,0.023506493024673,0.0217212069421211,0.0208787467736982,0.0149315173867672,0.0244436766176043,0.0222228933278977,0.023585960889285,0.0277728584759219,0.0350280817031761,0.0372149453666326,0.0316857477375053,0.0199089877127606,0.022280522461004,0.00523343165496584,0.0119704993833989,0.0299502730776166,0.00778184900182129,0.00963463283638999,0.00456250391019605,0.0252931274639382,0.0288913541083726,0.0169560313639339,0.0195879979584212,0.0265580667369877,0.00473339897613001,0.0248319534763544,0.0122605904466225,0.0226122204332422,0.0236883497332368,0.02307092900684,0.0159590947616744,0.0027827770357148,0.0303812607402542,0.0180956070813209,0.0257346754239189,0.0113703211106207,0.0195912995410034,0.0278499323640516,0.0203051504438409,0.016016906715085,0.00301016218709606,0.0213485721707175,0.00866329075044488,0.017498404336491,0.0183240855867506,0.0276931809957402,0.0274004456801293,0.0172229526544226,0.0292459336968983,0.0238658057708405,0.0340290471978376,0.0312579602514446,0.0256593401650341,0.0237372131209456,0.0215925310511,0.0127922299169298,0.0161652059621535,0.0221049015787406,0.0259535428271743,0.0305475985861887,0.0225743813794097,0.0187566793413634,0.0109091529517644,0.0235993706680199,0.0358445326410466,0.0247615286117346,0.00954512140742967,0.0252653653232345,0.0178261935804424,0.0206554350597402,0.020583810363592,0.0165280410992424,0.0289824357317008,0.0247322483562728,0.0337248016106276,0.00418794228994515,0.00744480793180193,0.0361877870488147,0.035045155620778,0.0278011972242231,0.00370327529503535,0.0189148372811874,0.0218927346121721,0.0274968515477601,0.00853036582942326,0.0250433865459319,0.00530173132973761,0.0207476821473629,0.00666636213333035,0.0269518765530375,0.0148075245444987,0.0228655742863813,0.0108500918472736,0.0208438746331277,0.0307441788766488,0.0193409531796637,0.0412170178798122,0.0287372463813566,0.0169088505527789,0.0276437998439584,0.0230888410374018,0.0217051656141211
"Wolverine_14",0.0188206013960656,0.0214274144376001,0.0247786105920286,0.0138833499255984,0.0167077499280532,0.0178552588692094,0.0264229865644384,0.023438148388155,0,0.00880451639037344,0.0134147604261885,0.0144419996562592,0.011677420731192,0.0249079242823576,0.0272817223862677,0.0171214877082903,0.026456942009981,0.0148989443993046,0.0251887171017123,0.0162674186607851,0.0272959132679185,0.0219212042937031,0.020251575037209,0.0211841205980128,0.0291724253463404,0.0360506317326464,0.0417856189385263,0.0355195480086847,0.0164542149849305,0.0213590779568901,0.022830956467269,0.0200592838378504,0.0357592372774595,0.0227181160673499,0.0230537117970778,0.0254573587695651,0.00734788510071188,0.032197400963507,0.0204117652657657,0.0213467950710346,0.0284677355255444,0.0225443858606443,0.0259529721435902,0.0217528434805723,0.015748175558328,0.0191254341982588,0.0209961864124546,0.0244660733545002,0.0242920156404303,0.0338944091832473,0.0188927932323674,0.0279696081616774,0.0232191089383865,0.0255110775256797,0.0145400003231254,0.0229852601312348,0.0241169725914213,0.0240716859338404,0.0174110673050266,0.0204101255404846,0.0156416486468345,0.0193805937170898,0.0316506559151965,0.0316030866593606,0.0124791046742144,0.0340644372499643,0.0209993258332853,0.0380890666214152,0.0344157764562548,0.0243975096766873,0.0205885676080728,0.0225527596796739,0.0225914635362694,0.0112153814989755,0.0224023590178877,0.0281289555003358,0.0335302687685218,0.017693329363117,0.0152416188131172,0.022069245338896,0.0217127485960379,0.0406646406884589,0.0138335349819244,0.0221134751569075,0.0263725858203178,0.0207204277452071,0.0152628849843132,0.0114555203089736,0.01938982358227,0.0340510427636428,0.0293469547683822,0.0372616290896227,0.0241310350458554,0.0243783771342163,0.0409506722435541,0.0397491451021991,0.030948407176371,0.0223303202723619,0.0123041671198355,0.0196985561777913,0.0333915876909105,0.0175216178846994,0.0234723468974771,0.0240490464717045,0.0297848264118398,0.0210630340656317,0.0317830137387284,0.0174069939815208,0.015267222276495,0.0190504776882143,0.0125490482107398,0.0251184186375743,0.0250226053799401,0.0426667299244845,0.0298158592660248,0.0211488530581439,0.0300484484090963,0.0223811696826248,0.0158437682664806
"JarJarBinks_15",0.0216274031188736,0.021042209541494,0.0296727699944203,0.017155330460996,0.0193039011833887,0.0207907275889238,0.0256176335088224,0.0236455846685604,0.00880451639037344,0,0.0152117177919676,0.015579735481356,0.0134234719508177,0.0249529207959945,0.0278392558135558,0.0178238343111035,0.0273684738968604,0.0120072185600434,0.0262125383774697,0.0193150578314247,0.0280834867503035,0.0202259517570655,0.0217983569274432,0.0208416694380674,0.0290297664276312,0.0356398185854599,0.0406031578127294,0.03624257303299,0.0174795708825955,0.0220226318878648,0.0215829727613805,0.0204070626390424,0.0359350879154224,0.0230102392014568,0.0234124592097412,0.0245400472023603,0.0146526911026209,0.0325519058229409,0.0215437046445769,0.0229805926177355,0.0286905623308377,0.0228682681772874,0.0268597458781188,0.0233043066817651,0.0157702890693355,0.0182235581536976,0.022128147567923,0.0258525876595061,0.0244939711106725,0.0353425679435155,0.0206441596393695,0.0304894661932844,0.0237539238668853,0.0270734823794413,0.00776928101427701,0.0257791695221996,0.0248441934500287,0.0234250863351557,0.0164498381063819,0.0219540274768202,0.0181396051148196,0.0214561095591348,0.0331242582980383,0.032640002854099,0.0106785829737906,0.0353655766330784,0.0213734331124925,0.0369939931575873,0.0372069533209489,0.0242346551431053,0.0201293457021589,0.021714536511909,0.022893094644016,0.0125406006315678,0.0232263892683371,0.0275246855530796,0.0362433650303971,0.0171443366864676,0.0153103896742633,0.0222993984050974,0.0228323043121637,0.0419101476278376,0.00766830521551448,0.020719614279816,0.0270469414502417,0.022072674774639,0.0174376715412407,0.00635434621069929,0.018847281126721,0.0347184432064603,0.0307620971930058,0.0399631414820544,0.0234112703078051,0.0240574566675543,0.0424332278567359,0.0407772039349583,0.0316196876376662,0.0219125558095371,0.0145033863935126,0.0203511351670109,0.0344365710271943,0.0176747270165122,0.0207799868856996,0.0228484604834287,0.0306201415465346,0.019953334753149,0.0330397561469382,0.0171041102616046,0.0136235969357241,0.0179387207882071,0.0156715571679123,0.0228141531638614,0.0261151764762326,0.0410425658590241,0.0325254373306658,0.0211997337477177,0.031399462871119,0.0237059278108013,0.0142784892740317
