"","hera_1","wolverine_1","hamlet_11","hera_11","jarjarbinks_11","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","jarjarbinks_15","kubo_15","iris_17","kubo_17","wolverine_17","hamlet_18","hera_18","iris_18","jarjarbinks_18","kubo_18","wolverine_18","ophelia_19","wolverine_19","hera_2","jarjarbinks_2","hamlet_20","hera_20","iris_20","korra_20","ophelia_20","hamlet_21","jarjarbinks_21","korra_21","kubo_21","hamlet_22","hera_22","iris_22","kubo_22","hamlet_23","iris_23","korra_23","hera_24","kubo_24","ophelia_24","wolverine_24","kubo_25","jarjarbinks_29","korra_29","jarjarbinks_3","kubo_30","hamlet_31","jarjarbinks_32","hera_37","kubo_37","ophelia_37","wolverine_37","hamlet_41","hera_41","ophelia_43","iris_44","jarjarbinks_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","hamlet_46","iris_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","ophelia_50","wolverine_50","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","ophelia_55","ophelia_57","wolverine_57","wolverine_58","hamlet_59","iris_59","ophelia_59","korra_6","iris_60","wolverine_60","hamlet_67","hera_67","jarjarbinks_68","hera_7","iris_7","korra_9"
"hera_1",0,2.88437477780272,3.8332834862646,3.4614212526179,6.1394288638748,2.46903160761111,10.9909140832622,5.98910380241928,8.3457150264199,6.82520349032274,3.90721370931761,4.23061504845472,6.13110481543209,4.01090126819986,3.92104762909356,2.71271946739539,3.23355125533031,6.95056306916976,3.96666788728283,4.43172118095799,3.17358875789147,3.51985088623538,6.44391997266885,9.61892511071527,9.90916448465473,6.99819382509219,5.33916766098898,3.96040670463871,7.18421445342669,6.73389495412384,3.81672602819704,4.85070067556182,6.12304650206768,4.74816526590831,8.74834074738034,4.0888757467409,3.51601263022897,3.97077761050981,3.30699936929347,2.72926907851683,6.60343152170411,3.76546290631564,5.02813093437593,4.74764316083223,4.43335746807354,5.44426164717778,3.65290949718033,6.4508356312781,2.67235770476443,5.1256689402457,3.29852293652121,6.25323248763594,4.74357353292551,2.97185342391368,9.06502782439525,3.73382365753284,3.43497504355111,2.73213682237225,3.35583463573495,6.83967356307851,9.34645051437059,5.82686379783817,6.77791354553273,5.55860212577253,6.571697413181,3.22518151898261,3.79133647162996,7.84840168174702,5.42405820193178,5.6805387547838,5.72884423228496,6.6755634882339,5.78336542743989,4.75021095480979,7.50070038994742,5.68064785802189,3.38306657799257,6.06448584984304,3.52930826467988,8.24407146152504,4.55910831043837,5.55885213487892,4.21446408597045,5.18562306617584,10.4614861260656,4.70425627573178,5.0000311192955,7.67193514546844,3.10576902944617,4.69488960156059,3.62776577721565,5.60307934118594,6.74825138098474,5.88781146189853,4.66902116626095,4.78964606202296,6.37999498668333,8.11509771110987,5.57244366363345,10.5444628706026,3.80377193878502,9.22220816050334,2.37348122725698,4.81969980417063,0.546811810922978,4.18268495751931,6.02015356067665
"wolverine_1",2.88437477780272,0,3.35519140444433,3.34948541753002,4.84427720511561,3.22597831164911,9.1066287157039,4.72607018176833,7.66479169226597,5.08981854403206,2.65010820195315,3.29876216404575,4.48162848605714,3.34529479944915,3.36796049922587,3.47194898927225,3.84111795134393,5.15499873802972,4.2963575967991,3.48808299051187,2.18922508750136,3.18596673512394,4.5223860935195,9.6670024658544,7.829233734078,6.7394021325407,5.44987281919824,2.39677156954746,6.45732003417651,6.10163816168104,3.7707202771958,4.94241202565837,5.46266567434229,3.71553850024067,8.50078505106326,5.22382152451444,2.27212209399499,3.25400654741839,3.02537679747312,2.81279190330587,6.04076751342174,3.71092327983662,4.59481729174377,3.36546165552104,3.59939254483099,5.27312666568981,3.64924264070679,6.17901458473119,3.7263693069207,4.88019843889752,3.21947961526435,5.802836298648,4.03665748725431,2.37702433879861,8.21239413124287,1.37793623793345,3.39694617960027,2.42556595839803,2.43904361207949,5.04992503664202,8.96927001645592,4.95927693525698,5.60980999421006,5.70816778330231,5.54041161769716,2.64124064792578,3.77117136714201,6.12422387892133,4.70685821229018,4.91995988543708,4.15272216087779,6.23109563482322,4.90261271935492,3.83271607047441,6.20293106320717,4.40850214768767,2.91951214863217,5.82793696858466,2.9386681032536,7.0208188804089,3.39719814728902,5.63393518266739,4.0639078726944,4.38129415333855,9.77979282690321,4.65439146002581,5.1137600350272,6.66533261290049,2.87398403712294,3.90474042776635,2.57303767043404,4.62666254404729,5.14580138724587,5.48504897582151,4.25508560010818,3.44450000754296,5.38213733359082,6.90646814793502,4.86170791120779,8.92363417697664,2.8633912159489,8.13476633458678,3.56413241465305,4.41413190486628,2.8781728327782,3.86916889372247,4.95618593605982
"hamlet_11",3.8332834862646,3.35519140444433,0,3.93327081686408,4.07024535673761,3.97683953692887,9.82361465290859,5.28441645859483,7.36389105324012,6.2687374128485,3.84011251746505,4.15712995252135,5.60976265152475,5.19202685422712,5.52758837316649,3.72204599627163,4.02230599721861,6.20887263952768,4.58954241330395,5.37995839312532,4.52400476404576,4.14683596225785,5.7644844588879,8.72049263336334,8.86825326817942,6.76165707326048,5.1888067370036,4.00380357186497,6.84360352934832,6.57370411972923,4.69828261392127,5.06742471198471,6.19124576400481,5.04354420653984,8.5197332307068,4.81007407436155,4.30438397890446,4.80710268744651,2.42746043318787,3.62704609283298,6.69648360215846,4.13410373422757,5.65735010003875,4.93876529196696,5.93956212056856,5.23288378156874,4.83771391964014,7.13495659927116,4.22040608472615,5.05853191335178,4.62509114775602,6.11793774256849,4.37889405628265,3.2483365427477,8.27782391134589,3.91139618739644,3.87922298691138,3.68372574177712,3.47441086158229,6.24737235627938,8.64188524648575,4.97489802056849,5.72735685463822,5.23089152150362,6.40975100725493,3.85932817056296,4.14481664710149,7.14396235088743,4.86213657424244,5.08636740020769,5.25154413676316,6.55422621763013,5.89261189360499,3.95513049579386,6.33809872300347,5.89161750205345,3.83203135597674,5.72410874160536,3.84054975621684,7.12299668349206,4.67091734405468,5.53098555137471,4.78613557320337,4.90583321369147,9.65993008058327,5.69859411968505,5.27317374355109,7.24206857835639,3.72175148893486,4.16069137393589,3.69518327559186,5.32436569645627,6.30142501318257,6.12295421402962,5.69053675660877,4.07926063206202,5.73078759596443,7.2849939424362,4.55948259081287,9.66463420634127,4.32324733888517,8.00675013334449,4.91188284917444,4.63645353060384,3.62056121397445,3.69082684205524,6.0954042901241
"hera_11",3.4614212526179,3.34948541753002,3.93327081686408,0,4.67740652726819,2.22559795189494,10.3146396284613,6.08359469753174,6.6174182203271,6.34546465547791,4.02309453942105,2.11634896720452,6.26477751095637,3.54913324336298,4.81521933317255,4.68033319192617,4.94492561006441,6.81942496913248,5.06510000177629,4.88019224931645,4.29999902521489,4.82297633759408,6.30823135280283,10.547654283613,9.25378351228343,6.69984846196748,6.51648375549764,4.40466857087423,6.17743737725049,6.00368068728763,3.73049246099286,5.66728734567489,5.04243978346609,4.41735526788396,7.80417835438475,5.99343682545185,4.27639341565584,3.98636419399123,3.93514460317724,4.55740216696781,5.2025448602038,5.1319948526654,3.67774429822905,4.99041118542781,5.00309153044213,6.53347222053578,3.46784671967075,4.56008699059321,4.53917464666745,5.38071668061076,3.92292105108705,5.63441861884219,5.46041591851528,2.36253099801143,7.79638844180944,3.6399136914725,3.21279308537035,2.56519298970449,3.60669738874858,6.72871138922584,10.0866034902545,6.27858000378937,6.73972425410729,6.53035506162321,6.10368922188502,3.58640539319834,4.94741501991663,7.48815396066777,6.13444773622551,5.96255693697427,5.92287563452833,5.83928279320212,4.94539084275531,5.21814490802022,7.50895217217448,4.85023274993096,4.58703198889438,6.36674056899243,4.62948476057418,8.07412772711836,3.97483006062003,6.36362557479893,5.05547329522444,5.67758800832853,9.51493613530634,3.55862980006146,6.24199427772847,6.59803726318767,3.80532375199112,5.00034173481747,4.60948511316268,4.63488961761482,6.64092387804441,5.03349539323134,3.97005505420656,4.24569528747778,7.0323652862283,7.61878138292465,5.97549301629327,10.4853400304341,3.26982045693854,9.42614366084663,3.53629280459937,4.74222814111063,3.48490378963355,5.12868349953564,6.28708887346565
"jarjarbinks_11",6.1394288638748,4.84427720511561,4.07024535673761,4.67740652726819,0,5.51541241189544,8.23139325527743,3.9876319266837,4.24545613942624,5.35229564094715,3.6429315615062,3.41615858932177,4.90545464231696,4.93670897596788,6.76028379698904,5.1230415349939,4.94930748675157,4.99504858186038,4.69568159524946,5.52677505178856,5.87453938545403,4.76278053378745,5.30199193162857,7.94443833751714,6.79747707374799,4.98029005863884,5.01843630570219,4.98871008638727,4.13917100708661,4.43433357547308,4.45802044003393,4.7002709481444,3.94014304649016,3.8840177240111,6.19866882998985,6.26006604366343,5.56453864301897,4.33157327312858,3.44272738260518,5.22730920357545,4.24897707093516,4.63834864672294,4.11164940145346,4.61129114464424,7.06750605898648,4.91516476405267,4.56437451363421,5.40786854834938,5.35640996271537,4.14548986216335,5.07989092257172,3.96539133762465,4.09738967118388,4.62894268777572,5.18177641570378,4.64383324839894,3.74200177711184,4.23248888019602,3.64900093431932,5.60804437872914,7.46524255842496,4.05714799499844,4.10504727935906,4.91155374016831,4.51035367370988,4.27986194628292,4.42693345649576,5.65459566014591,4.25216724176531,3.81796350986959,4.834056390117,4.36188307643836,3.99867238964703,3.87865816424454,4.77381633594254,4.68937465687218,4.79916364732129,4.61524963133364,4.32640281446498,5.01932252266239,3.77736225527717,5.07502763976277,4.64625486003276,4.1673401269939,6.86723660076628,5.4849739095743,5.48261635939947,4.37460193755536,4.27921979285667,3.44803432283266,4.52826350751928,3.25316609851807,5.01986937575189,5.15456084635662,5.87543098369204,2.69688221831336,5.02128865017372,4.61899010060676,3.80476980312003,8.04124193296772,4.47567829727896,6.26312283755692,6.39402875968357,3.62944630036848,5.91011522241253,4.23946090358288,5.23202668397678
"hera_14",2.46903160761111,3.22597831164911,3.97683953692887,2.22559795189494,5.51541241189544,0,10.6818400542876,6.08485736650236,7.69990045132134,6.58249314061352,3.79342040618859,3.11606884234796,6.29206632810519,3.52438336912335,4.14527404553566,4.10393647906701,4.43288942765756,7.0370365607343,4.81788377812911,4.55105269197408,3.71935067881516,4.46585365573755,6.45555721995189,10.4955169598187,9.73959723688982,6.54137679773885,6.17796854449181,4.23960650052194,6.84933881105542,5.86439927312391,3.12996131229127,5.54274443519867,5.70739106685317,4.58837869181811,8.12835309376335,5.49933679800548,3.82956390990445,3.98496924552008,3.88343601647474,3.93589857895782,6.02074356740163,4.79055450118684,4.34958240165824,4.83238733106007,4.4487573779334,6.28327188160222,3.73761442705481,5.55761687231445,3.8909579442929,5.59458190471519,3.35817432859855,6.18777070434982,5.37335353079641,2.5013730930929,8.67599673025379,3.68313039578507,3.53430899229648,2.69623180629568,3.69246121749864,6.82458837211154,10.0051367174214,6.40199891326712,7.08608345022439,6.41659555610564,6.45699865292938,3.40457621360493,4.73612115561744,7.5137385068749,6.06792068599403,6.15061042621254,5.9240104008519,6.6277648594991,5.53626166047943,5.20973282713961,7.74072656120793,4.5318357443256,4.14022966934063,6.47495937111574,4.31992727902285,8.36939792440313,3.72807218544386,6.2439972415878,4.824223526048,5.56949631944756,10.3192683215989,3.03426643049433,5.8472039723603,7.33313384544462,3.81783874412879,4.98962868660827,4.34298899770421,5.37336578446759,6.78853330075649,4.73338039483724,3.26783621656695,4.66712703893643,6.9186704115304,8.11579650959528,5.9853805998007,10.6925345109131,3.07038593571777,9.59334504052994,2.89771891150306,4.95756634090488,2.51313367320932,4.90223417725007,6.21579274325697
"iris_14",10.9909140832622,9.1066287157039,9.82361465290859,10.3146396284613,8.23139325527743,10.6818400542876,0,7.13812251021074,10.3797430662217,4.44365372516013,8.26936332363135,9.38301618195781,5.58915466870204,9.48542537380331,10.0815221136154,10.2623053031942,9.92872595869721,4.91542762529155,9.94740674544308,9.13813055571156,9.65756429071459,9.38984551860827,5.07649148836919,11.6756616183161,5.68849671545633,10.425281443263,9.76933460745494,7.4249947652193,9.44945666403656,9.43701369862024,10.0132000880289,9.91299076147788,9.68669872735534,9.03658208657776,11.7096732215439,11.4669192241091,8.7501071685711,9.13195340422346,9.29231957100304,9.96831209225915,10.0160398977783,9.43578831038902,9.72106074444111,7.83443330583473,10.0543963029434,9.37322470584846,9.93688921165115,11.0649376542072,10.3271594395078,9.76997169403399,9.42130946125515,9.48998221869098,8.63268074815844,9.05796450034913,9.98823780565507,8.7938733798402,9.33886954568063,9.30581432343292,8.65428399654252,5.76558150127009,10.7087091425674,8.35311956180599,7.55682113272187,10.0271260110265,8.85549484604914,8.68964819627699,9.44791051920826,5.65036297656467,8.06037789833622,8.00053613110156,6.38156095546538,9.88541566639446,9.15288193527553,7.75062015010411,6.82185420733749,8.86737885528305,9.22620608046796,9.5333559478512,8.97347596700935,7.05907297551355,8.6752928950559,9.93126681252159,9.53749443709552,8.27668234680188,11.3620698093587,10.9318468310153,9.94292773178022,9.01829116207755,9.67445799143355,8.71807302383422,8.15081991367263,8.51256987910778,6.94485679329026,10.5685317253555,10.7355212514067,7.86718941406248,8.00345305102575,8.29239613630145,8.34320976342933,4.86807494883481,9.72706322179327,8.0206496127775,10.9293785843538,9.19033412421313,10.8118172389183,9.0280629316955,8.77891767436584
"jarjarbinks_14",5.98910380241928,4.72607018176833,5.28441645859483,6.08359469753174,3.9876319266837,6.08485736650236,7.13812251021074,0,6.5174807213999,4.09566560172542,2.56638626284691,5.03784851035222,2.80881795433291,4.84876903892318,5.86564700666984,4.58597380393845,4.07917447960962,2.91476359979389,4.18028371993786,4.48012413032152,5.04067384036016,3.55404637889035,4.10463883379151,7.22534444276581,5.14159900661575,5.37207210680157,3.84934729406686,4.32158815646899,4.86465821908522,4.50491002381697,4.62444472735824,4.17721929760352,4.77197899035369,3.77859502708581,7.30618776410824,5.93770800239813,4.90828651226528,3.9421992165219,3.77748634876983,4.59128070748822,5.41096938257418,3.52495937931033,4.94323942800454,2.50606253627209,6.26550464213668,3.57859305270384,4.76651230591141,6.91057448498243,4.7884601500111,4.29164451722596,4.36227324931595,4.43951950605332,2.60419575509107,5.00980518682842,6.13422051190337,4.32278412213526,4.10874505952514,4.335417753777,3.12243895451696,4.33405039494737,6.28932860327755,2.57402903418261,2.42563144000271,4.35156333573887,3.96755323214143,3.46507907352088,3.48062327889279,4.23638093954892,1.96138713818755,2.08177679827209,3.37624618314613,5.21990884729499,4.19842862429344,2.99357281996769,2.00735896913391,4.51959543649709,4.01321626029044,4.21433899928955,3.34630892704184,2.61701412521671,3.55885769187441,4.40006015593611,3.85503247563237,2.99793895837279,7.74273555660209,6.4087923522684,4.33537187333761,4.83102793237995,4.2220184550796,3.08711375002328,3.66691514634889,3.56213803223962,2.44605307294076,6.09212250811469,6.37178856275877,2.1594558393935,3.24653605626995,3.88389951556632,2.74896046850681,6.24448012421232,4.91154193387926,4.16437784192163,6.24724651795824,3.86134626397415,5.73437089401995,3.7834979654298,3.83542029155038
"kubo_14",8.3457150264199,7.66479169226597,7.36389105324012,6.6174182203271,4.24545613942624,7.69990045132134,10.3797430662217,6.5174807213999,0,8.11776101039656,6.37894214001315,5.621618778902,7.58233317277767,6.94332033822301,9.31123805373751,7.103651924663,7.00279424048947,7.52791785262642,6.29307009180146,8.04618476662998,8.4856230899878,7.06997321032048,8.14042568330347,8.28001790520644,8.56686644400245,4.46396797712022,6.54057249941925,7.9266479738812,3.35371960771387,4.62799465074911,5.81379348220141,6.06676553200551,3.59603547936039,5.76453370232652,3.5692312601818,7.54866570574877,8.3678332220843,6.29401042742147,6.24598131913768,7.5488039790281,3.10333162628186,6.76409860576588,4.81555280723931,7.43799926077925,9.62668565218041,6.7949131555888,5.92364775966631,4.34396062236022,7.40253215388768,5.31582926937621,7.58877627993539,3.8480770474182,6.50283816166292,7.45524330737655,2.46811592834965,7.40405349558582,5.82172578815923,6.66456739870624,6.19344202020968,8.36429171021371,8.17266813964545,6.14768464186322,6.18757131913649,6.14287101161017,5.62213331247057,7.08876262177033,6.41999668129024,7.9488252439372,6.66385607482468,5.74192043461625,7.6257949846227,3.43665557798751,4.80314334634006,6.74004266749653,7.05482483559655,6.21329232334658,7.39477563906464,5.80467158318767,6.94343018954262,6.67876851863965,5.99212181588845,6.48306950178842,6.5141467175676,6.48002004835179,3.88929138055892,6.42634744745296,7.33667413507163,3.57076530881501,6.30695236377174,5.74661633013729,7.21564039997,4.39251418321347,7.5170853678132,5.40153071504093,7.16831515993724,5.38681998439586,7.20303335701421,5.12235139951191,6.49709936313272,9.74795066044267,6.71875212533288,7.69618376482466,8.52064986659799,5.34383497296292,8.19677238696106,6.72274820272152,7.27158580206192
"wolverine_14",6.82520349032274,5.08981854403206,6.2687374128485,6.34546465547791,5.35229564094715,6.58249314061352,4.44365372516013,4.09566560172542,8.11776101039656,0,4.4133003181986,5.60704248919864,2.51152715059653,5.553641880581,6.16181736281689,6.45194293392681,6.16761745612511,2.40843884367619,6.36473590342007,5.3207576511716,5.68932619052564,5.62580587534637,2.25626872062811,9.86094805574231,5.22594926034784,7.7236842574579,6.65025834933905,3.61967848040587,6.80079857368648,6.64802563117661,6.25816771410261,6.58562838679641,6.60296821182194,5.43721410986656,9.3422777773909,7.93205654887577,4.89685567869883,5.31644514055659,5.5642234105452,6.13177715519053,7.04260749455888,5.78417975239997,6.13341443796702,4.02471767130056,6.23298725049459,6.25291845789185,6.11579904382133,7.86112208015683,6.41163988874776,6.43572953540245,5.31905815716798,6.53057038879529,5.19476311827252,4.96700805826522,8.10172205534477,4.91305856878337,5.40479456173104,5.18599288616512,4.73051414468329,3.32294004553112,8.92769036964402,5.40522505957912,4.97561556681082,6.96428617455759,5.98148120398117,4.52131042698522,5.79093772160375,3.89926565576989,4.88404644552754,4.94645917603311,3.16272749732066,7.0834436693528,5.9523746543058,4.32808375441904,4.7080299799358,5.60320247321363,5.41377613515679,6.56554474877261,5.1518994083866,5.38922073435431,4.96041911980461,6.80888981378316,5.92265204716163,4.99910921004639,9.80178359099002,7.28237872845301,6.64580292447031,6.65959475325912,5.81411623452886,5.2985032969594,4.3986361290058,5.23591050979617,4.12060729519428,7.4348487602451,7.13548261641263,4.28052407291943,5.33011559861359,6.29015208294155,5.19376847872746,5.67816267377477,5.85583884364503,6.79381950102342,6.74706643760594,5.75766119720325,6.6459255517037,5.51365378834647,5.65728946781246
