"ID"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"
"njc38"	0.27	1.89	0.44	0.58	0.93	0.4	5.98	2.11	0.47	3.3	1.49	0.71	3.22	2.13	2.71	0.4	0.6	4.29	0.33	3.25	1.96	0.93	4.16	0.6	14.34	1.11	0.76	1.94	2.14	0.89	1.24	0.22	1.64	2.31	1.04	0.13	2.47	1.69	0.6	1	1.13	1.4	1.24	2.51	3.13	1.22	0.22	0.42	0.29	1.89	1.51	0.7	2.47	0.67	0.93	3.4	0.93	0.89	0.62	6.17	2.38	2.69	4.09	0.42	3.25	1.11	1.2	7.8	1.78	1.58	4.02	0.2	1.62	2.07	2.69	2.56	1.82	0.6	1.56	2.07	2.09	0.22	1.49	2.6	0.8	0.53	0.22	2.49	2.02	2.36	1.71	1.65	4.8	0.78	1.04	2	3.53	3.61	1.88	12.45	2.8	4.36	1.29	1.02	0.38	1.55	4.82
"njc39"	0	0.13	0	0.07	0.04	0.02	3.05	0.09	0.11	1.36	0.09	0	0.64	0.04	0	0.02	0.02	0.85	0.02	0.04	0.02	0	1.13	0.02	0.43	0.02	0.02	0.65	0.2	0.04	0.02	0	0	0	0.02	0	0.38	0.07	0.02	0.02	0.13	0.04	0.04	0.02	0.07	0	0	0	0.04	0.04	0.04	0.11	0.07	0.18	0.13	0.09	0.1	0.07	0.02	0.91	0	0.07	0.2	0	0	0.09	0.02	0.93	0.07	0.16	0.85	0.09	0.02	0.33	0.09	0.11	0.11	0.13	0.04	0.02	0.11	0.07	0	0.27	0.13	0.02	0.02	0.13	0.02	0.09	0.42	0.04	0.07	0.09	0.02	0.04	0.24	0.02	0.06	2.45	0.07	0.07	0	0.18	0	0.23	0
"njc40"	0	0	0	0.02	0.02	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.09	0	0.04	0.02	0	0	0	0.02	0	0.02	0.02	0.02	0	0.02	0.11	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0.04	0	0	0.04	0	0	0
"njc41"	0	0.13	0	0.02	0.04	0	3.05	0.09	0	1.31	0.09	0	0.64	0.02	0	0.02	0	0.85	0.02	0.02	0.02	0	1.13	0.04	0.49	0.02	0	0.65	0.02	0.02	0.02	0	0	0	0	0	0.36	0.04	0.02	0.02	0	0.04	0	0.02	0.07	0	0	0	0.02	0.02	0	0.07	0.04	0.18	0	0.09	0.03	0.04	0.02	0.89	0	0.04	0.13	0	0	0.04	0.02	0.91	0.07	0.13	0.76	0.09	0	0.31	0.09	0.11	0.11	0.02	0.04	0.02	0.07	0.02	0	0.18	0.02	0	0.02	0.09	0.02	0.09	0.42	0.02	0.07	0.09	0.02	0.04	0.24	0.02	0.02	2.42	0.04	0.09	0	0.11	0	0.17	0
"njc42"	37.36	42.73	26.63	45.04	19.65	46.15	33.19	20.94	11.87	38.74	29.58	39.53	28.53	41.06	55.51	20.41	19.24	27.87	17.63	38.98	45.1	23.08	38.77	3.43	29.87	11.85	11.91	42.95	14.73	18.5	27.05	15.09	19	26.47	10	14.14	46.87	29.71	21.59	25.47	19.79	18.58	29.3	33.27	65.9	13.12	28.69	29.4	24.2	16.23	38.16	15.54	18.6	44.59	11.8	42.88	26.88	36.11	27.52	37.96	6.25	14.7	16.56	10.68	19.87	33.93	18.32	31.7	16.31	14.94	31.38	14.71	22.97	22	16.83	34.93	27.56	13.92	24.15	14	31.38	14.03	20.34	20.42	7.32	40.84	16.76	15.91	24.83	19.58	28.49	22.34	26.67	26.61	47.09	24.21	15.8	12.62	16.96	23.12	42.39	9.79	45.6	20.27	35.06	19.59	23.18
"njc43"	0	0.13	0	0.07	0.04	0.02	3.05	0.09	0.11	1.38	0.09	0	0.64	0.04	0	0.02	0.02	0.85	0.02	0.04	0.02	0	1.16	0.02	0.43	0.02	0.02	0.65	0.2	0.04	0.02	0	0.02	0	0.02	0	0.38	0.07	0.02	0.02	0.13	0.04	0.07	0.02	0.09	0	0	0	0.04	0.04	0.04	0.12	0.07	0.2	0.13	0.09	0.1	0.07	0.02	0.91	0	0.07	0.22	0	0	0.09	0.02	0.93	0.07	0.16	0.85	0.09	0.02	0.33	0.09	0.11	0.13	0.16	0.04	0.02	0.11	0.07	0	0.27	0.13	0.02	0.02	0.13	0.02	0.11	0.44	0.04	0.07	0.09	0.02	0.04	0.24	0.04	0.06	2.47	0.09	0.07	0	0.18	0	0.24	0.02
"njc44"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0	0.16	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0	0.16	0	0.04	0	0	0	0.69	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.02	0	0	0	0	0.08	0
"njc45"	33.02	39.33	24.16	38.35	14.21	39.8	23.17	14.94	7.04	29.28	25.17	30.84	25.35	30.3	51.62	18.21	14.33	22.09	13.34	28.71	43.48	19.63	33.64	2.52	15.46	10.05	9.05	38.21	8.63	15.08	22.29	11.69	14.09	20.16	6.71	13.19	43.2	23.36	17.79	24.43	13.58	15.18	17.78	25.73	61.74	9.38	23.04	22.89	16.4	8.9	21.82	9.82	13.29	37.16	8.67	38.21	16.16	26.57	24.26	30.28	5.54	10.03	7.94	7.76	15.45	23.66	13.78	24.67	11.85	10.62	24.48	11.45	17.99	15.87	8.89	31.59	23.29	8.89	19.46	7.3	25.05	9.02	15.2	12.86	5.98	36.25	13.51	12.76	18.76	13.11	25.02	15.62	22.07	25.14	45.31	18.29	14.23	9.59	9.56	16.23	33.67	6.16	26.51	12.17	30.19	15.1	18.07
"njc46"	37.31	42.58	26.63	45	19.63	46.13	33.08	20.87	11.8	38.57	29.53	39.49	28.4	40.97	55.47	20.41	19.16	27.05	17.59	38.74	45.05	22.99	38.64	3.38	29.06	11.85	11.87	42.7	14.62	18.48	26.98	14.91	18.83	26.25	10	14.14	46.52	29.67	21.59	25.23	19.54	18.56	29.07	33.18	65.76	13.09	28.64	29.36	24.09	15.78	38.04	15.38	18.52	44.5	11.67	42.23	26.85	36.14	27.5	37.63	6.21	14.65	16.43	10.66	19.63	33.87	18.25	31.5	16.4	15.03	30.93	14.65	22.68	21.93	16.71	34.68	26.58	13.72	24.07	13.96	31.12	13.74	20.25	20	7.2	40.61	16.56	15.8	24.76	19.09	28.29	22.3	26.62	26.49	46.93	24.23	15.58	12.53	16.86	22.88	41.9	9.76	45.37	20.03	34.86	18.99	23.09
"njc47"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0.02	0.4	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0.02	0.18	0	0.04	0.01	0	0	0.71	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0.02	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.02	0.2	0	0	0	0.09	0.02
"njc48"	0.13	1.56	0.13	0.2	0.16	0.04	3.73	0.76	0.11	1.94	0.62	0.11	0.96	0.18	0.09	0.13	0.16	1.65	0.09	0.51	0.22	0.78	2.11	0.13	8.12	0.13	0.11	1.18	0.11	0.2	0.6	0.02	0.27	0.29	0.76	0.02	0.53	0.18	0.02	0.11	0.04	0.38	0.18	0.87	0.29	0.02	0.04	0.04	0.04	1.25	0.27	0.34	0.76	0.36	0.24	2.04	0.2	0.2	0.22	1.65	0.07	1.58	2.58	0.07	0.22	0.29	0.58	1.49	0.36	0.31	1.27	0.11	0.09	0.64	1.29	1.07	0.22	0.09	0.31	0.53	0.78	0.04	0.02	0.65	0.11	0.29	0.09	0.29	1.69	1.02	0.8	1.07	1.42	0.27	0.38	0.84	0.42	0.82	0.2	2.53	1.78	0.47	1.2	0.53	0.07	0.28	0.73
"njc49"	33.07	39.33	24.34	42.3	20.94	43.35	23.17	16.25	41.47	29.41	27.46	37.8	25.39	33.7	51.6	18.36	14.42	22.09	14.63	29	43.48	19.68	33.64	2.58	15.5	36.3	9.71	38.23	21.91	49.54	31.25	13.31	26.98	23.76	72.62	13.16	43.2	25.93	18.25	24.43	33.13	15.23	27.74	26.08	61.76	9.47	27.69	51.64	16.69	10.33	22.56	19.12	13.38	38.09	47.2	38.5	17.02	27.26	26.01	30.28	5.94	10.05	8.05	8.48	20.36	24.48	13.85	27.56	11.89	11.18	24.57	27.03	26	15.98	9.25	51.6	23.31	11.49	19.46	10.19	31.43	10.4	16.14	13.37	51.43	61.92	13.93	29.21	19.4	14.2	25.02	24.21	22.87	67.26	65.31	20.87	14.23	17.25	9.75	16.25	37.52	6.38	26.53	15.95	30.15	15.18	18.92
"njc50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0
"njc51"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc52"	37.2	41.53	26.54	44.8	19.54	46.06	32.99	20.18	11.73	38.32	29	39.4	28.33	40.82	55.36	20.28	18.96	26.4	17.54	38.25	44.85	22.28	38.28	3.34	23.15	11.8	11.82	42.59	14.51	18.39	26.43	14.91	18.56	25.96	9.25	14.12	46.36	29.56	21.59	25.16	19.5	18.18	28.87	32.47	65.54	13.09	28.6	29.31	24.07	14.53	37.87	15.11	17.74	44.34	11.42	40.36	26.7	35.91	27.37	37.36	6.16	13.14	13.96	10.57	19.38	33.67	17.65	31.34	16.09	14.8	30.75	14.65	22.57	21.87	15.58	34.02	26.51	13.65	23.84	13.6	30.54	13.71	20.23	19.56	7.09	40.37	16.51	15.74	23.07	18.11	28.2	21.34	25.6	26.36	46.62	23.45	15.54	11.87	16.7	22.7	40.16	9.39	44.24	19.63	34.77	18.94	22.34
"njc53"	0	0.33	0.02	0	0.24	0.02	1	0.09	0.09	0.45	0.22	0.24	0.33	0.07	0.04	0.07	0	0.33	0	0.13	0.27	0.2	0.6	0	0.2	0.02	0	0.42	0.02	0.09	0.02	0	0	0.38	0	0	0.24	0.13	0.04	0	0	0	0	0.2	0.16	0.11	0	0	0	0.2	0.09	0.01	0	0.4	0.07	0.18	0.03	0.02	0.22	0.69	0.02	0	0.02	0.11	0	0.18	0	0.51	0.04	0.02	0.38	0	0	0.38	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.18	0.09	0	0.04	0	0.31	0.22	0.04	0	0.13	0.09	0.02	0.07	0.2	0.12	1.09	0.56	0	0.02	0	0	0.09	0
"njc54"	0.13	1.42	0.58	0.38	1.96	0.56	23.17	1.91	0.76	7.82	1.29	1.18	5.36	2.07	2.67	0.42	0.44	5.69	0.18	2.94	2.11	0.4	5.29	0.6	10.6	1.02	0.62	2.31	2	0.89	0.62	0.22	1.22	2.38	0.31	0.04	2.4	1.64	0.76	1.09	1.02	0.98	1.09	2.18	3.07	1.51	0.11	0.38	0.18	0.89	1.36	0.4	1.56	1.13	1.02	1.8	0.78	0.8	0.91	6.66	2.42	1.33	1.71	0.58	2.89	1.18	0.64	8.47	1.58	1.42	4.31	0.02	1.47	2.22	2.29	2.27	1.69	0.44	1.71	2.18	1.93	0.11	1.44	2.42	0.87	0.44	0.07	2.36	0.38	1.65	1.93	0.85	3.67	0.8	0.89	1.31	3.78	3.14	2	12.81	1.69	3.96	0.13	0.51	0.24	1.58	3.98
"njc55"	0	0.07	0	0.02	0.02	0	1.98	0.04	0.09	0.87	0	0	0.49	0.02	0	0	0	0.67	0.02	0.02	0.02	0	1.04	0.02	0.36	0	0	0.62	0.07	0	0.02	0	0	0	0	0	0.31	0.04	0	0.02	0.09	0	0.02	0	0.04	0	0	0	0.02	0	0	0.09	0	0.18	0.11	0.07	0.03	0.02	0.02	0.87	0	0.02	0.07	0	0	0.02	0	0.87	0.02	0.07	0.64	0.09	0.02	0.29	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0.11	0	0.02	0.13	0	0.09	0.33	0.02	0.04	0.07	0.02	0.02	0.18	0.02	0.01	1.53	0.4	0	0	0.16	0	0.16	0
"njc56"	0.18	1.49	0.31	3.23	3.49	0.24	1.11	0.89	15.2	0.89	0.85	3.49	0.42	1.71	0.16	0.2	0.16	1.62	0.51	0.91	0.49	1.02	1	0.11	7.16	0.64	0.04	0.49	7.65	0.73	0.69	0.69	6.13	2.34	4.67	0.04	0.42	1.64	0.6	0.07	9.09	0.38	4.62	1.02	0.47	0.18	2.04	12.2	0.16	2.76	0.4	4.23	0.8	1.22	13.53	2.67	2.77	2.25	1.11	1	0.22	1.58	3	0.4	3.47	0.69	0.93	0.78	0.38	1.71	0.58	6.25	4.85	0.56	1.42	1.04	0.24	1.13	0.6	1.29	1.22	0.51	0.6	1.09	14.12	0.89	0.18	9.54	2	1.71	0.27	4.38	1.4	0.64	0.6	2.18	0.11	4.5	0.52	1.33	2.89	0.76	1.25	1.4	0.11	0.23	1.2
"njc57"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.25	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0	0.02	0	0	0
"njc58"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.07	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0.11	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0.07	0	0	0
"njc59"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0.11	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0
"njc60"	0.04	0.02	0.04	0.09	0.04	0.04	0.02	0.09	0	0.13	0.09	0.02	0.07	0.02	0.07	0	0.09	0.09	0.09	0.02	0.04	0.02	0.09	0.09	0.02	0.07	0.11	0.13	0.13	0.07	0.07	0	0.13	0.04	0	0.09	0.02	0.02	0	0	0.07	0.04	0.04	0.04	0.02	0	0.07	0	0.11	0.04	0.04	0.08	0.16	0.09	0	0.07	0.16	0.04	0.04	0.07	0	0	0.07	0.02	0.13	0.09	0.04	0.11	0.16	0.11	0.07	0.07	0.07	0.04	0.04	0.02	0.11	0.22	0.02	0.13	0.04	0.11	0.04	0.07	0.04	0.04	0.11	0.04	0.04	0.13	0.09	0.04	0.09	0.02	0.02	0.07	0.07	0.04	0.13	0.13	0.07	0.04	0	0.09	0.13	0.16	0.11
"njc61"	0.27	1.71	0.78	7.67	10.89	4	20.76	2.71	49.84	6.59	3.27	10.4	3.2	5.07	0.22	0.42	0.36	4.29	1.85	1.2	0.4	0.93	3.29	0.36	9.96	26.94	0.84	1.45	21.18	35.4	9.6	2.4	18.98	5.54	70.79	0.09	0.69	4.18	1.18	0.22	28.75	0.51	14.71	1.62	0.47	0.36	6.78	40.96	0.51	4.41	1.22	14.31	0.91	2.51	55.89	3.07	3.94	3.16	3.05	2.18	0.73	1.89	3.49	1.25	9.34	1.62	1.09	4.96	0.71	2.56	1.56	23.03	14.14	0.8	2.47	21.48	0.38	4.27	0.51	4.85	7.94	2	1.71	1.69	62.51	26.62	0.69	28.74	2.8	2.76	0.82	14.02	2.71	42.85	20.67	5.05	0.69	12.98	1	3.58	6.63	1.29	1.22	5.36	0.2	0.66	2
"njc62"	0.04	0.36	0.42	0.2	0.6	0.22	6.91	2.49	0.31	2.25	1.05	0.4	2.07	0.07	0.2	0.16	0.27	2.78	0.02	0.13	0.31	0.24	2.18	0.07	5.08	0.18	0.38	1.16	0.29	0.73	0.18	0.02	0	0.04	0.07	0.02	0.51	0.09	0.31	0.04	0.09	0.27	0.04	1.42	0.22	0.29	0.02	0	0.07	0.11	0.38	0.12	0.67	0.89	1.09	0.58	0.3	0.4	0.84	1.91	0.07	0.71	1.4	0.36	0.02	0.76	0.24	2	0.91	0.91	1.51	0.11	0.02	0.67	4.2	0.4	0.18	0.36	0.29	4.5	0.42	0.09	0.02	0.53	0.62	0.07	0.07	0.11	0.18	0.36	0.56	0.78	1.64	0.27	0.24	1.07	0.56	0.67	0.82	5	0.29	2.82	0.11	0.18	0.04	0.38	0.04
"njc63"	0.4	2.13	1.16	0.65	2.87	0.78	30.37	5.78	1.33	10	2.91	1.71	7.45	2.93	3.85	0.8	1.29	9.23	1.85	4.91	3.05	2.82	8.09	1.38	17.36	1.47	1.91	3.56	3	3.42	1.24	2.58	2.16	3.29	0.67	0.07	3.56	3.09	1.27	1.62	2.09	1.71	2.09	5.96	4.45	2.73	2.16	0.78	1.4	1.05	2.64	2.79	2.85	1.85	2.62	2.93	1.2	1.45	2.22	10.24	4.98	2.82	3.67	1.13	6	2.69	1.53	13.27	3.47	2.91	6.65	2.4	4	3	7.69	4.49	2.71	3.94	2.47	8.3	3.87	3.42	2.58	3.92	1.69	1.07	4.33	3.89	0.87	2.11	2.71	2.54	9.71	1.22	1.38	2.96	5.69	5.81	3.66	19.32	2.07	7.76	0.49	2.89	0.56	2.27	6.69
"njc64"	0	0	0	0.02	0	0.02	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0.11	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.02	0	0.11	0	0.02	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0
"njc65"	0	0.38	0	0	0	0	1.36	0	0	0.71	0	0	0.22	0	0	0	0	0.33	0	0	0.02	0	0.53	0	1.77	0	0	0.38	0	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.04	0	0.13	0	0	0	0.49	0	0	0	0	0	0	0	0.53	0	0	0.51	0	0	0.16	0	0.31	0.04	0	0.02	0	0.18	0	0	0.02	0	0.04	0	0	0	0.02	0.44	0	0	0.07	0.04	0	0.2	0	0	0.64	0.02	0	0	0	0	0.08	0
"njc66"	0	0.07	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0.67	0.02	0.02	0.02	0	1.04	0.02	0.36	0	0	0.62	0.02	0	0.02	0	0	0	0	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0.02	0	0	0.07	0	0.18	0	0.07	0.03	0.02	0.02	0.87	0	0.02	0.07	0	0	0.02	0	0.87	0.02	0.07	0.64	0.09	0	0.29	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0	0.02	0.09	0	0.09	0.33	0.02	0.04	0.07	0.02	0.02	0.18	0.02	0.01	1.53	0.04	0	0	0.11	0	0.16	0
"njc67"	33.02	39.33	24.16	38.35	14.18	39.8	23.17	14.89	7	29.28	25.15	30.84	25.35	30.3	51.6	18.21	14.33	22.09	13.34	28.69	43.45	19.61	33.64	2.52	15.46	10.05	9.05	38.21	8.63	15.08	22.29	11.69	14.07	20.16	6.69	13.16	43.2	23.29	17.79	24.43	13.56	15.16	17.72	25.66	61.74	9.38	23.04	22.87	16.4	8.81	21.8	9.8	13.29	37.11	8.67	38.19	16.15	26.55	24.23	30.26	5.54	10.03	7.87	7.76	15.43	23.66	13.76	24.67	11.8	10.62	24.48	11.45	17.97	15.87	8.85	31.57	23.29	8.87	19.44	7.28	25.05	9.02	15.2	12.84	5.98	36.25	13.49	12.74	18.74	13.08	25.02	15.6	22.04	25.14	45.29	18.29	14.23	9.55	9.5	16.21	33.51	6.16	26.49	12.17	30.15	15.1	18.05
"njc68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc69"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc72"	0	0	0	0.04	0.02	0.02	0	0.04	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0	0.02	0.02	0.02	0	0	0	0	0.02	0	0.04	0	0	0.04	0	0	0	0	0.02	0.02	0	0	0.02	0	0	0.02	0.02	0.02	0	0	0	0	0	0	0.06	0.04	0	0.02	0	0	0.02	0.01	0.02
"njc73"	0.38	2.38	1.47	0.91	3.05	0.67	28.1	5.4	1.22	9.2	3.18	1.53	5.29	0.51	0.42	0.62	0.6	7.07	0.11	1.07	0.89	1.4	5.2	1.02	14.79	0.47	0.67	2.29	0.6	1.45	0.82	0.07	0.29	0.98	0.84	0.07	0.96	0.38	1.18	0.31	0.22	0.91	0.36	3.14	0.67	0.71	0.09	0.02	0.16	2.14	0.91	0.6	1.93	2	2.27	3.45	1.24	1.33	2.13	3.45	0.33	3.47	6.76	0.98	0.33	2.18	1.16	3.51	2.82	2.71	2.74	0.13	0.2	2.33	8.45	1.76	0.49	0.73	1.27	8.24	1.67	0.22	0.16	1.71	1.42	0.58	0.18	0.6	2.24	2.49	1.25	2.8	4.49	0.71	0.82	3.25	1.22	2.47	2.35	8.54	3.05	5.94	1.42	0.82	0.36	0.85	0.93
"njc74"	0	0	0	0	0	0	0	0.04	0.04	0	0.02	0	0	0	0.02	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0	0.02	0.02	0.02	0.02	0	0	0	0	0	0.07	0	0.01	0	0.02	0	0.02	0.01	0	0	0.02	0	0	0.02	0	0.02	0	0.02	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02	0	0	0	0.03	0.02	0.11	0	0.02	0	0.04	0	0.02
"njc75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0	0	0	0	0	0	0
