"","hera_1","wolverine_1","buddy_11","hamlet_11","hera_11","jarjarbinks_11","joans_11","padme_11","ginger_14","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","ginger_2","hera_2","jarjarbinks_2","lambchop_2","jarjarbinks_3","goose_4","padme_5","korra_6","padme_6","ginger_7","hera_7","iris_7","padme_7","charles_9","franc_9","grogu_9","henry_9","ivy_9","korra_9","ophelia_9"
"hera_1",0,15.0458156361705,14.3197726796368,12.0935345242847,13.7734486406663,16.9148167067607,15.4852567420865,19.3917861922688,13.4886704092841,11.707078815098,20.3010288288678,15.7488753639239,17.1112156842071,19.5987405570584,18.0863953989426,15.2503181796743,26.385230844259,19.9805709590361,11.13765454464,35.2400395409593,18.7590704595097,18.7061921432353,20.1744119892608,20.3908721050641,7.84239375560154,21.9838014433107,19.335154013292,19.5305908085954,18.6275456356818,14.066835975392,21.021965089549,18.4356882703886,12.9580004675273,12.2007493047184
"wolverine_1",15.0458156361705,0,19.3741004644449,15.9832422414426,18.2242039215624,16.8558132688194,20.0223315739853,19.802205710836,16.0994885038317,16.4044213472411,15.718787169403,16.1704805577896,18.8852814700094,16.0906635159468,21.9723635960242,21.1769990902638,21.9341747271991,22.4371779683871,17.9694075098178,36.3612527164569,23.2870248973441,20.1457494683477,22.9161241234348,23.8774756982876,16.3039315845661,20.8310614915557,21.8315255187931,21.1875983874516,22.2726830084449,15.7118323115411,23.0887383198589,20.3529673214489,17.7665882247677,14.4888341723438
"buddy_11",14.3197726796368,19.3741004644449,0,17.0739054781452,15.0289311286153,15.835149403805,10.5648778465384,16.3103819201362,16.7393270790612,16.6765930629847,21.6637672077055,21.0402654055504,14.11251780316,21.326865551886,13.0889204805382,20.659734234683,27.6443777529513,20.5503850677802,14.5355645241871,32.0993249086204,13.2656718214628,20.1139968614004,14.5273468577026,15.8294675758969,15.8437699800805,23.6317784923095,14.0998150266462,14.2684405471866,13.4890097905856,12.7145803683754,18.1747251221114,15.5680335764967,15.1373395511486,19.0890327290569
"hamlet_11",12.0935345242847,15.9832422414426,17.0739054781452,0,10.0116544765036,14.3075838490679,19.2993238917632,17.5424494521469,17.5648486904559,9.47397677692548,19.220617287712,14.9932768118145,16.1870587974984,18.6065125018437,19.086574851793,17.6715829141061,25.342310280887,20.0088863175707,17.4526578335804,34.0728090860533,21.2371989498719,19.4651873622215,21.8198586630169,23.504292574539,13.5139559856555,23.9353356748206,19.4241772177417,19.0150189181118,21.0728323711907,15.9647996513957,20.6320606272758,19.8166739701505,18.5221517762584,13.2021709468643
"hera_11",13.7734486406663,18.2242039215624,15.0289311286153,10.0116544765036,0,15.2041423056001,18.4165486567183,17.1020610739353,17.3319279639619,9.93308049280913,21.8597739945003,17.0033308858206,14.5972198355922,19.1983958242972,17.9040196191986,21.0579332363283,28.0306663360022,22.834066993119,17.041904673387,33.982137835028,18.4620684093715,19.9679902431241,19.9711428474155,19.7865359837985,14.8168212651772,23.3975490277097,18.2067697456235,17.5921218649781,17.4092536413068,15.8560040266737,19.1699814807348,18.3206773869883,17.9431292808115,15.6779670326063
"jarjarbinks_11",16.9148167067607,16.8558132688194,15.835149403805,14.3075838490679,15.2041423056001,0,18.8756676241427,16.6082259667446,20.0292573111077,16.3359665974435,20.0829251757287,17.2486268618399,10.2070937472188,20.8071061219062,18.6310078456808,21.6535239860653,26.5239586471252,22.0724544293114,19.4079279890224,34.7823819560458,20.244165386903,17.4758481899069,19.6304178861848,22.8561877778087,18.6934539504341,25.5244621031856,17.2535537420075,17.6441317476647,20.5314188690683,15.0254348096363,20.7803222004216,18.700817815165,18.2018222779042,16.2956716210233
"joans_11",15.4852567420865,20.0223315739853,10.5648778465384,19.2993238917632,18.4165486567183,18.8756676241427,0,20.0849966188289,15.8083624532133,18.2283621711096,22.1000604423345,22.5858782229289,15.8558894713058,22.200476753248,12.8411897705277,20.660679850105,27.3203934006733,19.5226855684107,13.3042770579173,32.6366567468243,16.603219178659,20.6259459482391,18.1650382699504,16.105479569048,16.1652575454045,22.757880759095,18.2565731458137,18.4387269215187,14.9161978661375,14.4587529958776,20.3273393984741,16.4932099883218,16.1028552298505,20.0623928532828
"padme_11",19.3917861922688,19.802205710836,16.3103819201362,17.5424494521469,17.1020610739353,16.6082259667446,20.0849966188289,0,20.0565372872752,18.5873222512327,21.714778956885,22.9146045759566,16.8855483070324,22.524283996729,19.278624084992,23.2591884701233,28.282189456196,23.8017771018736,22.3729029193386,32.7546941839928,17.9728350381371,23.1419771576292,17.3094126295863,22.2845758245908,20.8466124821027,26.3797540649607,14.6596285832316,10.6608317989251,19.4992479464201,18.7881078127898,19.2306392405503,21.6094639234487,21.8504186359365,21.5503153122953
"ginger_14",13.4886704092841,16.0994885038317,16.7393270790612,17.5648486904559,17.3319279639619,20.0292573111077,15.8083624532133,20.0565372872752,0,15.4856872909897,20.2070013856135,19.1275955454729,18.882270090166,18.31380209363,18.9518857741215,18.8852430659147,25.8116375530647,21.4051623854868,12.3091105280029,34.8461996138493,20.6241519455285,20.5606139631151,21.6868917088173,17.8136571382545,13.1924469066611,18.7776404058023,21.4656098218402,20.6254095498303,17.4935104936844,14.6767470469424,20.1116902188411,18.1137936284019,16.0225895885238,16.2038741742403
"hera_14",11.707078815098,16.4044213472411,16.6765930629847,9.47397677692548,9.93308049280913,16.3359665974435,18.2283621711096,18.5873222512327,15.4856872909897,0,20.0545779685849,15.0160899587655,15.5920092339342,18.5940268573131,18.9399988967841,17.8473397127692,25.9406429050273,20.496407191364,14.9829700916866,34.9975336341985,19.4670674180047,19.1822175613743,20.9321199114058,21.3448856695091,11.5626368939554,21.6110252039592,20.0673410214655,19.3446811094006,19.1862985644255,16.275819425072,20.5448796377219,19.0110042930636,16.8277862528427,13.6159003208897
"iris_14",20.3010288288678,15.718787169403,21.6637672077055,19.220617287712,21.8597739945003,20.0829251757287,22.1000604423345,21.714778956885,20.2070013856135,20.0545779685849,0,20.0849355156285,22.083882008829,12.5629128852393,24.8867029548959,23.385985244785,20.6080293068376,24.3454051748778,21.9951114601153,38.0499302890917,24.6351437602059,23.4053340002655,24.165133788379,26.8800467683598,20.2402424313844,17.5025347043933,22.3175137449209,23.4088804335606,25.1558877107723,19.5434229387288,25.3497182096397,21.7792996587779,22.2794563351624,19.1069227813704
"jarjarbinks_14",15.7488753639239,16.1704805577896,21.0402654055504,14.9932768118145,17.0033308858206,17.2486268618399,22.5858782229289,22.9146045759566,19.1275955454729,15.0160899587655,20.0849355156285,0,19.0881435905564,18.5358214711075,22.9443603256085,20.4788911783862,25.5931437132828,22.0605865508342,18.2442823009272,37.7010432138404,23.6560334620026,19.0994534065654,23.7094052742381,26.2135779905665,16.866774573742,24.1470383998335,22.5684879914405,23.0323066523719,24.8570482537447,18.8005910677075,25.5762016097534,21.685452850714,17.4472695125525,9.6951952901889
"kubo_14",17.1112156842071,18.8852814700094,14.11251780316,16.1870587974984,14.5972198355922,10.2070937472188,15.8558894713058,16.8855483070324,18.882270090166,15.5920092339342,22.083882008829,19.0881435905564,0,22.5889931177895,14.2253990365845,21.2535854280635,27.117701423057,20.0181538682688,17.5334604646386,31.6749486965384,16.2944666237413,18.0662726353432,17.135966353693,18.4174575043189,18.4193256098013,25.8707704813022,15.994963581443,16.3665616964382,15.8757098149464,15.5592587172166,18.4494665925627,16.6388909087589,17.6909779976547,17.8243124396837
"wolverine_14",19.5987405570584,16.0906635159468,21.326865551886,18.6065125018437,19.1983958242972,20.8071061219062,22.200476753248,22.524283996729,18.31380209363,18.5940268573131,12.5629128852393,18.5358214711075,22.5889931177895,0,25.792964109105,25.0943490765194,24.6178213150978,26.5958825990674,20.3935618027978,38.6811729414491,25.1399207391659,22.1217385037987,25.342993597071,26.281961931234,19.3416280653964,16.0191061703158,24.3564130501206,23.8700592514203,24.5903488529862,18.9624736653356,26.9435581767975,22.2706808752014,21.47176923142,17.6505805751404
"ginger_2",18.0863953989426,21.9723635960242,13.0889204805382,19.086574851793,17.9040196191986,18.6310078456808,12.8411897705277,19.278624084992,18.9518857741215,18.9399988967841,24.8867029548959,22.9443603256085,14.2253990365845,25.792964109105,0,20.6190472967166,27.853189544518,15.4056031379323,17.2081664684947,27.7028874789248,16.052186820482,23.7790217472859,16.6405196527753,15.3541105717436,19.5822105792688,27.8477930703855,16.0026211393687,16.3779615047683,13.2864609264574,17.3692153789144,17.5862775469829,16.305124998143,19.4301427191149,21.4662472849329
"hera_2",15.2503181796743,21.1769990902638,20.659734234683,17.6715829141061,21.0579332363283,21.6535239860653,20.660679850105,23.2591884701233,18.8852430659147,17.8473397127692,23.385985244785,20.4788911783862,21.2535854280635,25.0943490765194,20.6190472967166,0,22.1538471814593,15.5812056697041,17.7850328446951,34.1021730879026,22.7197054488998,23.6018958269273,23.4596229767543,24.3099480997006,15.6329118861137,26.4627111716943,22.7323683315988,23.4124284810415,22.7855125956758,20.1730942137079,23.9927053037567,21.7280713952897,18.2228057450207,18.6272876841737
"jarjarbinks_2",26.385230844259,21.9341747271991,27.6443777529513,25.342310280887,28.0306663360022,26.5239586471252,27.3203934006733,28.282189456196,25.8116375530647,25.9406429050273,20.6080293068376,25.5931437132828,27.117701423057,24.6178213150978,27.853189544518,22.1538471814593,0,23.1899673533998,27.5604239419552,37.3766859253575,29.7651403436049,30.4600097562099,29.2762713675124,30.8568893418679,26.7079954988452,28.2561645254189,28.1085747714507,28.932660873836,29.4619210370826,25.6201858274155,28.6605823724438,26.3318487343474,26.7057760134155,25.4067334136808
"lambchop_2",19.9805709590361,22.4371779683871,20.5503850677802,20.0088863175707,22.834066993119,22.0724544293114,19.5226855684107,23.8017771018736,21.4051623854868,20.496407191364,24.3454051748778,22.0605865508342,20.0181538682688,26.5958825990674,15.4056031379323,15.5812056697041,23.1899673533998,0,20.0428000427439,30.5184162412627,22.8528496015053,24.3504731951571,22.9382159886546,24.0640690840425,20.5910147728607,29.0343752279791,22.2621133222636,22.7374526278715,22.1654954476108,21.2204505127072,23.9737271258471,18.8790973945495,22.061205852632,21.3524865866925
"jarjarbinks_3",11.13765454464,17.9694075098178,14.5355645241871,17.4526578335804,17.041904673387,19.4079279890224,13.3042770579173,22.3729029193386,12.3091105280029,14.9829700916866,21.9951114601153,18.2442823009272,17.5334604646386,20.3935618027978,17.2081664684947,17.7850328446951,27.5604239419552,20.0428000427439,0,35.5900121964937,18.5872075281979,18.1667548260104,20.4600736446689,17.723258147633,10.464316194703,20.5412631649363,21.0067510296247,21.692589611387,16.8831772263947,14.0846810691454,22.5312974183402,15.9576067676298,11.9622932171463,14.9298266278162
"goose_4",35.2400395409593,36.3612527164569,32.0993249086204,34.0728090860533,33.982137835028,34.7823819560458,32.6366567468243,32.7546941839928,34.8461996138493,34.9975336341985,38.0499302890917,37.7010432138404,31.6749486965384,38.6811729414491,27.7028874789248,34.1021730879026,37.3766859253575,30.5184162412627,35.5900121964937,0,30.0308050025397,40.2790053931692,30.0688267512342,30.7144798820991,36.0848249274506,42.1220594452065,30.1969801675324,29.0105982484948,27.6870889141815,34.8766891318619,32.6265430945554,34.1538517287732,36.4210937887938,36.9382875234738
"padme_5",18.7590704595097,23.2870248973441,13.2656718214628,21.2371989498719,18.4620684093715,20.244165386903,16.603219178659,17.9728350381371,20.6241519455285,19.4670674180047,24.6351437602059,23.6560334620026,16.2944666237413,25.1399207391659,16.052186820482,22.7197054488998,29.7651403436049,22.8528496015053,18.5872075281979,30.0308050025397,0,23.6724946819005,9.02812775014493,16.2630555798488,18.8684598343853,26.4708122709146,10.5297836834206,14.8156316574888,13.285604320562,18.8123773921315,19.9418545757531,18.8443698780453,18.6453493690519,21.9771117350096
"korra_6",18.7061921432353,20.1457494683477,20.1139968614004,19.4651873622215,19.9679902431241,17.4758481899069,20.6259459482391,23.1419771576292,20.5606139631151,19.1822175613743,23.4053340002655,19.0994534065654,18.0662726353432,22.1217385037987,23.7790217472859,23.6018958269273,30.4600097562099,24.3504731951571,18.1667548260104,40.2790053931692,23.6724946819005,0,24.8841912483661,25.8168730305667,18.4068724941259,24.0857834477738,24.3088393611756,24.7902683229266,25.5282747344837,18.4095978994224,26.7361590732143,20.758042612886,18.6054075800555,17.4330373200145
"padme_6",20.1744119892608,22.9161241234348,14.5273468577026,21.8198586630169,19.9711428474155,19.6304178861848,18.1650382699504,17.3094126295863,21.6868917088173,20.9321199114058,24.165133788379,23.7094052742381,17.135966353693,25.342993597071,16.6405196527753,23.4596229767543,29.2762713675124,22.9382159886546,20.4600736446689,30.0688267512342,9.02812775014493,24.8841912483661,0,17.4086672089324,20.5196639855235,27.6855947546077,9.18962313769349,14.3542549316511,14.6608048627958,18.5088985209804,19.8025800968114,19.4100437262279,20.0296792220882,22.3548862704131
"ginger_7",20.3908721050641,23.8774756982876,15.8294675758969,23.504292574539,19.7865359837985,22.8561877778087,16.105479569048,22.2845758245908,17.8136571382545,21.3448856695091,26.8800467683598,26.2135779905665,18.4174575043189,26.281961931234,15.3541105717436,24.3099480997006,30.8568893418679,24.0640690840425,17.723258147633,30.7144798820991,16.2630555798488,25.8168730305667,17.4086672089324,0,20.6157302938245,26.1075890483463,18.9336477934645,19.3677325768668,9.44394434132207,17.9770066563796,17.9061063619453,16.8041872458788,19.0526023523364,24.4142011963895
"hera_7",7.84239375560154,16.3039315845661,15.8437699800805,13.5139559856555,14.8168212651772,18.6934539504341,16.1652575454045,20.8466124821027,13.1924469066611,11.5626368939554,20.2402424313844,16.866774573742,18.4193256098013,19.3416280653964,19.5822105792688,15.6329118861137,26.7079954988452,20.5910147728607,10.464316194703,36.0848249274506,18.8684598343853,18.4068724941259,20.5196639855235,20.6157302938245,0,19.9047018987414,20.6312701482618,20.9592617804676,19.1450270316427,14.6368015070863,22.3160591678434,18.7893918048974,13.4429071940138,12.7992897314738
"iris_7",21.9838014433107,20.8310614915557,23.6317784923095,23.9353356748206,23.3975490277097,25.5244621031856,22.757880759095,26.3797540649607,18.7776404058023,21.6110252039592,17.5025347043933,24.1470383998335,25.8707704813022,16.0191061703158,27.8477930703855,26.4627111716943,28.2561645254189,29.0343752279791,20.5412631649363,42.1220594452065,26.4708122709146,24.0857834477738,27.6855947546077,26.1075890483463,19.9047018987414,0,27.5607447455431,27.4455891850411,25.5112246535849,21.3773051646011,29.0813596364894,24.1770242143026,22.6965661252895,21.830444188224
