"","hera_1","wolverine_1","buddy_11","hamlet_11","hera_11","jarjarbinks_11","joans_11","padme_11","ginger_14","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","ginger_2","hera_2","jarjarbinks_2","lambchop_2","jarjarbinks_3","goose_4","padme_5","korra_6","padme_6","ginger_7","hera_7","iris_7","padme_7","charles_9","franc_9","grogu_9","henry_9","ivy_9","korra_9","ophelia_9"
"hera_1",0,0.011688564075583,0.0168942158604791,0.0266180036373587,0.0137793294518187,0.0161559766826828,0.0103676499127799,0.0205567580767267,0.0161321065166025,0.00723444532757323,0.0258177716874882,0.0273095710113849,0.0211122078493811,0.0192027967641221,0.0236552580856811,0.020157394283879,0.0311103375541513,0.0353212929276866,0.0151549684643789,0.0170200760861895,0.0220520133104561,0.0115114634695914,0.0220383331874155,0.0211231163109883,0.0116285261220096,0.00661415732788985,0.0226327724425067,0.022966810332136,0.0224289225206223,0.0165670377796262,0.0203389476204063,0.0179067757045133,0.0147561708549871,0.0129605798092919
"wolverine_1",0.011688564075583,0,0.017610850199751,0.0313701206042881,0.0181540636443472,0.0170930229749224,0.0144355749442578,0.0194690561077793,0.0216656816859052,0.0125793733262359,0.0162501499871243,0.0248530366716986,0.0218466835847833,0.0211109001548577,0.0241052857371221,0.011407663063789,0.0219533779068479,0.0258815573572849,0.0178144535838003,0.0205481964214651,0.021681178736802,0.0114080177081302,0.020897167855867,0.0217407914282819,0.0144675386091956,0.00793295175870565,0.0214055006181998,0.0232693975990831,0.0230702602083411,0.0104971344313356,0.0201522330908028,0.0149225547479208,0.00812466880468772,0.0139538240612297
"buddy_11",0.0168942158604791,0.017610850199751,0,0.0261333817529832,0.0108538980352183,0.0120385212426006,0.0101512400129063,0.014678474037646,0.0277330262589306,0.012654991434929,0.0264648501860899,0.0271691275410501,0.00523052089049596,0.0220008942952569,0.00716202610411,0.0247871293853699,0.0328663671312726,0.034961383510764,0.0258332639931178,0.00780253972470607,0.00536724171572957,0.0182237397235766,0.0057713584671066,0.00465711893422675,0.0229695161136324,0.0183464593968832,0.00660736866387931,0.00715290774474951,0.00592774158007309,0.0219515167186848,0.00545219863878666,0.00747324093485349,0.018297965883203,0.0192897453467943
"hamlet_11",0.0266180036373587,0.0313701206042881,0.0261333817529832,0,0.0184758100706006,0.0171630134171496,0.0268355169761174,0.0181810871072919,0.0338955053248697,0.0229219330908994,0.037259646757727,0.034014718690106,0.0254900526587299,0.0249306911875072,0.0275983918607479,0.038108110386691,0.0450139654846927,0.0492153395362997,0.0376628328750201,0.0244650366442449,0.0280336030726144,0.0253998277572554,0.0285124792443569,0.0273896680843705,0.0348545948135265,0.0303672452989014,0.0280852316812935,0.0262287540895136,0.0274761820589765,0.037020133170012,0.0240221201848822,0.0295623006541384,0.0317474883302516,0.0275595662613875
"hera_11",0.0137793294518187,0.0181540636443472,0.0108538980352183,0.0184758100706006,0,0.00690747101685495,0.0130442412057472,0.0109223227758787,0.0259198715595349,0.00917133882797424,0.0268323134561995,0.0227523191374601,0.01206943159447,0.0140192040822517,0.0146013862544559,0.0265105816259266,0.0346606546739834,0.0385106334670104,0.0271943569358497,0.00946567886977813,0.0142325791831835,0.0126546452485021,0.0145398703335725,0.0135356482033847,0.0239088425652401,0.0178788383554231,0.0145035725016533,0.0129506161622279,0.0140665951770495,0.0250398639024626,0.011353499539295,0.0150257700106933,0.0171042604508387,0.0136207590290102
"jarjarbinks_11",0.0161559766826828,0.0170930229749224,0.0120385212426006,0.0171630134171496,0.00690747101685495,0,0.0143030318504115,0.00675611010181724,0.0263239810965028,0.0103248055611488,0.0229004399331996,0.0241231545751549,0.0125513423312297,0.0167182608372529,0.0153796586506206,0.0237690707247982,0.0308841824588771,0.0345442722466224,0.0278283063012907,0.0127551788540728,0.0144582528474992,0.0125184703823913,0.0142377104045231,0.0143277901400684,0.0247023429590291,0.0186632246325418,0.0139060290877647,0.0137383497783509,0.0149230246519182,0.023409102488616,0.010540369210689,0.0135090875964144,0.016852170960353,0.0161146941253621
"joans_11",0.0103676499127799,0.0144355749442578,0.0101512400129063,0.0268355169761174,0.0130442412057472,0.0143030318504115,0,0.0189346151859744,0.0179057570944604,0.00745776778429813,0.0263833240350338,0.0311979445120379,0.0140510500674014,0.0240566223248245,0.0164513671350576,0.0207587437362121,0.0308561852599415,0.0334682440713726,0.0165868974465004,0.0122765654712116,0.0146611691906352,0.0163053878479035,0.0147666286370821,0.0133916730114866,0.0142727362708726,0.0119309536456178,0.0155522104989875,0.0167427562294528,0.014921799989357,0.0160061838399919,0.0138061842631695,0.0108525295232073,0.0180185466506765,0.0190013214371843
"padme_11",0.0205567580767267,0.0194690561077793,0.014678474037646,0.0181810871072919,0.0109223227758787,0.00675611010181724,0.0189346151859744,0,0.0312090262894708,0.0155702929644914,0.0230586484404322,0.0225324519822322,0.0144214013472685,0.0171095388768879,0.0165158207498259,0.0265121961108877,0.0323003424635972,0.035917037319549,0.0320955207369563,0.0163147403790177,0.0159384393020757,0.0157380505375906,0.0156050085661572,0.0163069242300398,0.0288260967097223,0.0221317697320263,0.0150443657770332,0.0144882889926122,0.0165295230376977,0.0267878842601657,0.0115406076833715,0.0162903735967379,0.0182444335834657,0.0179205004630829
"ginger_14",0.0161321065166025,0.0216656816859052,0.0277330262589306,0.0338955053248697,0.0259198715595349,0.0263239810965028,0.0179057570944604,0.0312090262894708,0,0.0174235560707553,0.0315157394754833,0.0410214120645872,0.030963236415007,0.0326328559215949,0.0336470366858174,0.022697483673812,0.032366342019486,0.035874560782898,0.0121306942842764,0.027842473819146,0.0319110437990968,0.0223621710262393,0.0317663245286592,0.0306891324916455,0.0134461971523582,0.0169588190600313,0.0323217936267184,0.0337162897882974,0.0321669009124776,0.0187227679718236,0.0304333682862567,0.0262261804820278,0.0262687510498716,0.026776341123405
"hera_14",0.00723444532757323,0.0125793733262359,0.012654991434929,0.0229219330908994,0.00917133882797424,0.0103248055611488,0.00745776778429813,0.0155702929644914,0.0174235560707553,0,0.0235532104029816,0.0266056507162578,0.0158627724512216,0.0183140366928271,0.0187427790143844,0.0197448343506077,0.0294481191866677,0.0333061642035693,0.0187985605894996,0.0129871111911676,0.0171865053213886,0.00991492952915124,0.0170734651309519,0.0162905674867691,0.0158944414396589,0.0109414613539551,0.0174439896726581,0.017981081714275,0.0175537721260653,0.0173425924604723,0.0149914633642575,0.0133290958758905,0.0144865289697648,0.0137080035129716
