"Taxa"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"
"Metabolism|Global and overview maps|Metabolic pathways"	0.14797630593153	0.147341822683402	0.142694870485383	0.143158229955722	0.143918067446432	0.146888072029102	0.147035706245398	0.139484104509899	0.14125072339762	0.141816343074429	0.140361138718892	0.143889054640959	0.145534032168058	0.144694038280073	0.15087802108133	0.146539135450562	0.15056262343333	0.14396363096706	0.149478631806241	0.147525368596152	0.146963647659716	0.148837449773204	0.146872018975353	0.151619067718521	0.150118793712716	0.141254173590568	0.147068286709785	0.147988032777669	0.142800391267147	0.141203443742011	0.145192660794853	0.151784335830619	0.143861959207788	0.145637371137367	0.140624983978657	0.144008180531347	0.151385449244399	0.147303980519471	0.148616153755037	0.14954915422131	0.142738715014344	0.15047390971676	0.14587034943212	0.146770064539258	0.146837490645195	0.14913598815809	0.147340326533753	0.141976293490211	0.152888293904222	0.147070144636632	0.151452820490358	0.145476234787097	0.141653099812103	0.149642679067249	0.140181751985648	0.14583178066788	0.146639628563348	0.147922538494621	0.137388464431198	0.14729478933242	0.150585308234354	0.149932099123102	0.148394025397025	0.131659178123619	0.145692011601252	0.140690506585034	0.149248397197861	0.148325250995268	0.147496841431468	0.14629386239961	0.148294266034772	0.142324872115948	0.144799440880371	0.149539106122827	0.140128518731308	0.143374044225333	0.149346515362242	0.147258317960919	0.147455446843675	0.140315452997343	0.146151531037309	0.151464570221919	0.150996451815424	0.147761152866884	0.139242445196715	0.143580132996401	0.15055914592472	0.141792431644974	0.146595657906826	0.145978081902321	0.14744386220507	0.139105476958996	0.145826206085889	0.141315107163828	0.14197887080088	0.145336581413735	0.144656122184774	0.137726203548968	0.146783201531061	0.144340654200389	0.148367151493505	0.152613286414614	0.152146932621424	0.146031824449741	0.151473340097759	0.148509904993328	0.145242814363611
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0624188524226676	0.0602936147082857	0.0522025281756896	0.0581007245078856	0.0561916451474547	0.061154021178791	0.0590442945929647	0.05746945408747	0.0567183490433947	0.058567245518732	0.0580568556971968	0.0590956752677011	0.0591339313682186	0.0610304554782651	0.0629431780608299	0.0606879119599978	0.0633031127122395	0.0591008935672937	0.0632109733556236	0.0624955929168832	0.0609291787678886	0.0621356237412051	0.0598290595498693	0.061622127168095	0.061291104479182	0.0566092560814988	0.060444618262265	0.0613449276626097	0.0584306449946984	0.0569073860699123	0.0598922105866617	0.0639208575332444	0.0589537230426459	0.0607503370878027	0.0563538605538207	0.0602812987737365	0.0637384015847877	0.0621667448542175	0.0604407393272829	0.0621312836510397	0.0582931761789704	0.0628314651866106	0.0611501268963468	0.0619985627400423	0.0618697218486555	0.0630286747040293	0.0619010166272345	0.0577922909122099	0.0659343880529892	0.0625574416306784	0.0661034837538808	0.0601602782229399	0.0587902754916718	0.0618200095199662	0.0562801928742404	0.0600363613743059	0.0619982525423104	0.0623878355572055	0.0566017289994055	0.0611063711660142	0.061742211122541	0.0607034585164589	0.0608455366610401	0.054541367508625	0.0601735173036702	0.0595884301589814	0.0622860933636769	0.061189367464456	0.0606496145367546	0.0598806861455938	0.062049734841384	0.0578069344992871	0.0597924196166058	0.0610001016428043	0.0578233764663159	0.0579713541495281	0.0626210230500996	0.061593556574994	0.0606400809304659	0.0570950895127396	0.0604356551303222	0.0641231524284054	0.0646743972422324	0.0615503502864857	0.0558646080045502	0.058357433000404	0.0633296265687367	0.0574166720658679	0.060835056907107	0.0597294373800505	0.0610339808593617	0.0567357084186323	0.0599968458658957	0.0566077440134254	0.0572033935606555	0.059777249864805	0.0589616299295554	0.0563249100559488	0.0606860715825026	0.0581854116869122	0.0620558487437603	0.0606042203564393	0.0668122585448623	0.0613940538195082	0.064158955307481	0.0620081429494178	0.0605078846206869
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0527945181521274	0.052633338396979	0.0521839692788991	0.0535065725019978	0.0524897508530796	0.0524555006529636	0.0485237855110616	0.052094282668656	0.0562080885402245	0.0510876795205267	0.0530873390630203	0.0535628940170309	0.0528634918275517	0.0529458495093675	0.0518940311499792	0.054253830893167	0.0537785133178483	0.0522956067612463	0.0537768639603767	0.0514080866084361	0.0541811286641936	0.0532169535120124	0.0510749445669498	0.0497890464905402	0.0465796071013569	0.056786326776187	0.0530726065418406	0.0529993027092994	0.055128474804703	0.0570399578352248	0.0553010375515226	0.0567753071282095	0.0561213202880884	0.0532862944183955	0.0577771175623827	0.0500007350793515	0.0531050029969284	0.0530609166424222	0.0526873312538453	0.056149957443625	0.0562224213977493	0.0532156165019613	0.0543588128204308	0.0506372401793884	0.0516341809055722	0.0510484429215313	0.0549323772044061	0.0565638583341107	0.0543745923195369	0.0527705173851126	0.0507104747927119	0.055640385774052	0.051879287947473	0.0511131261601419	0.0570526304699142	0.05301922463288	0.0514136150741571	0.0513551514508377	0.0531165914077711	0.0498058482103137	0.0495369281422453	0.0495198985704068	0.0497646189537104	0.0526098979712813	0.0545632958491969	0.0514865592853252	0.051954030830185	0.0500614818278654	0.0514334218801401	0.0520153536690718	0.0511749340283987	0.0567113112737844	0.0558883900051852	0.0492933423883321	0.0513993893961286	0.0559084541180436	0.0550745430769183	0.0546132654286819	0.0518238720851205	0.0525023632396142	0.0533382530759231	0.0564038436924402	0.0533764117384614	0.0515996295786399	0.0569383604889548	0.0569032570830483	0.0565990851208812	0.0561223726171518	0.053187453183422	0.0520548878894251	0.0533248068906508	0.0539625009680194	0.0509509170325969	0.0574520747713994	0.0568422388639218	0.0532956017282624	0.052065870095485	0.0537967971696163	0.0496723150582612	0.0485768774547005	0.05320409044724	0.0458660618845838	0.0524087432441657	0.053127616320676	0.0547735789707098	0.0541411429536467	0.0521981665539919
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0562911803437705	0.0499399558145232	0.0631478739498874	0.0601842828853128	0.0558882172409975	0.0544935491365202	0.0439652033277854	0.0659785299360235	0.0545532656312123	0.0672862211036219	0.0649261622423274	0.0573897643311645	0.0568915851332124	0.0585936034571717	0.0449968731487563	0.0571138655672677	0.0491621164824102	0.055690335489949	0.0487809742018865	0.0558061686409388	0.0512517598133135	0.0534500997223483	0.0483670012906111	0.0416335708425855	0.0358200740309945	0.0542038740176804	0.0560974459227505	0.050365643101982	0.0543823918019532	0.053465208420599	0.0528133634349104	0.0434730631344502	0.052461413546367	0.0532619705361507	0.053310522514849	0.0690290147653258	0.0416185140942911	0.0509967631118613	0.0505716760812859	0.0485531697032255	0.0537642333126962	0.0484930826946025	0.0525517504413361	0.0537093574634999	0.0510148713008525	0.0498784951719132	0.0508501623768946	0.0535509773996841	0.0459793744061657	0.053755383184041	0.0474316192279577	0.0511824663996811	0.0610800005210366	0.0495812044083739	0.0549076881460652	0.0530372487879545	0.0553804151431104	0.0518009531863392	0.0622705034951868	0.0480528628083228	0.0339199114325787	0.0459556824857917	0.0491706987852348	0.0627575028207518	0.049655941288883	0.0593795142589718	0.0494368367012838	0.0416160847436425	0.0522697862760374	0.0544716329852674	0.0481216337275793	0.054163725904887	0.0520243813366919	0.0479608659760014	0.0595120197121729	0.0505073647039411	0.0498283548552685	0.0537929823756923	0.055879342868037	0.0606508732098116	0.0506419475712364	0.0458043623608836	0.045968538229552	0.0538574240070564	0.0554480305177446	0.0510409684065194	0.0489223709165481	0.0533582218067482	0.059145599121799	0.0578875679958321	0.0525891431070256	0.0576207022753578	0.0467236623721596	0.052760212312209	0.0538613832774522	0.0526533125424963	0.055242823017259	0.0559105373874892	0.056973075318674	0.0486867410091681	0.0477825469858363	0.0314477556915875	0.0502282609472819	0.0506932917510874	0.0485704571436677	0.052455766744228	0.0536191582564482
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.0496560744460724	0.0496663053770353	0.0421217694227517	0.0453210413295511	0.0444706859699735	0.0472846247645007	0.0476495701370934	0.0465417778678673	0.0440268498215444	0.046739981196826	0.0466356949002399	0.0463187019196473	0.0488812003481725	0.0481342693477224	0.0511386286376048	0.0498145495298114	0.0512859500787534	0.0487629001674008	0.0502676452516522	0.0494330905180831	0.0507215746148235	0.050275563000943	0.0487854695850888	0.0500719012307661	0.0502394856571721	0.0437129056522416	0.049113767522484	0.0499325534289066	0.045467964702047	0.0437582025351853	0.0470551030438965	0.0525366147709464	0.0463956812190023	0.0482302628400568	0.043096104049211	0.0473740206539395	0.0519031581087222	0.0488332681084932	0.0486837777344302	0.0520306836558773	0.0454889514349749	0.0510196857625064	0.0474589128123865	0.049091558032034	0.0500635836899165	0.0500302258210447	0.0486064150751207	0.044671949933411	0.0525251817531163	0.0489098742024054	0.0505757185716471	0.0473425934366621	0.047926916981912	0.0483995818524876	0.04356745902874	0.0492802957595231	0.0480501609045544	0.048474698675042	0.0445926886022313	0.0491139692261116	0.0504872298353868	0.0490219686126071	0.0487262169171057	0.0418423865500749	0.0476779508767073	0.0460551041897471	0.0499984280722618	0.048992169199473	0.0491993691438063	0.0482018723410343	0.0501395691643131	0.0452294807562286	0.0473754845060943	0.0487043123919509	0.0465390188616389	0.0455181850000443	0.0516855435897366	0.0491773021219988	0.0490614792446306	0.0460274653436353	0.0479928326351662	0.0523536513865876	0.0509968700949146	0.0494561646150504	0.043230347306686	0.0451329217281389	0.0522294070790158	0.044839828216686	0.048532483813013	0.0481477194576254	0.0500139765477033	0.0442978133154777	0.0486338063168839	0.0437276108515623	0.0447480368972272	0.0474072105000718	0.0489632877390379	0.0441542458028566	0.0478980804329427	0.0480481680230559	0.048973469669325	0.0496546474956277	0.0518131863179536	0.0487696984801711	0.051944520365174	0.0506850120383771	0.0490880898924565
"Environmental Information Processing|Signal transduction|Two-component system"	0.037202193172895	0.0440913366365103	0.0409902491576771	0.0424754810191189	0.0448937074185805	0.0398491711697907	0.055647078124028	0.0580145054707365	0.0427431428216314	0.0501760114777703	0.0534462736910709	0.044764683183226	0.0455717083219806	0.0446092523996982	0.0414387357021123	0.0409871873372344	0.0363714911539153	0.0519615642622861	0.0369740707800492	0.0417990123296254	0.0445349607578603	0.0389882252538613	0.0497583671552387	0.0453411514069806	0.053734058156036	0.0441543893359426	0.042093964519599	0.0422851279400137	0.0424230697971309	0.0441034452369006	0.0404468440112789	0.0310412189954522	0.0401960855969467	0.0443241486099632	0.0429149513545383	0.0457212888136467	0.0385625619563627	0.0407205134512553	0.0400112503360905	0.0357283928301362	0.0409101646331936	0.0378510090183011	0.0386622505173052	0.0483998490975876	0.0480683722719638	0.0433802181933724	0.036258456569578	0.0410732907919188	0.030322123989655	0.0400866105752937	0.0351346847916621	0.0388301349004373	0.0565967424495647	0.038978788097762	0.0439967996423418	0.0463410420012387	0.0423138850805717	0.0410793065387978	0.0501283329419621	0.0497450714121556	0.0507815659261931	0.0482608838657834	0.0488718873231991	0.0499967884242645	0.0415757460419222	0.0463639830008758	0.0409687387251312	0.050187481920863	0.0470473816658246	0.0462718638526568	0.0457546012253608	0.0412792934719337	0.0399285508728762	0.0471425746529479	0.0566431499380801	0.0444672097353807	0.0364563881299265	0.0378209441333585	0.0435822764097463	0.0544076136773868	0.0444859444008453	0.0306013921825995	0.0348093872375419	0.0431480007929669	0.0444192194199313	0.0403299265074435	0.0317729988511099	0.0438021590725407	0.0392093255573081	0.044723308055676	0.0422506525274964	0.0461944772827403	0.0533932241723096	0.0433840640648247	0.0435501452968332	0.0448155735105616	0.050340968744796	0.0477735236927691	0.0466393111876798	0.0611349050303957	0.0380258497655663	0.0569281474464425	0.0312517622528234	0.0412480724230397	0.0323087650923461	0.0381728063420302	0.0494505220060097
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0300181586985947	0.0287637814711428	0.0248264197053843	0.0261828592933695	0.0251913480991539	0.0281332729702237	0.0278323098834637	0.0270606645596236	0.0230686640500534	0.0288510708272996	0.027107557320583	0.0267406726287045	0.0290738577975805	0.0287470508193471	0.0306019204295435	0.0298309245467468	0.0307170584222979	0.0284437028099437	0.0296895784671187	0.0303831677704567	0.0295513823927793	0.0305068918650009	0.0288836792423241	0.0294022361070017	0.0299345695850379	0.0231629267875249	0.0291751758124604	0.0297998529069835	0.0248118620470437	0.0230479003286496	0.0267487517702777	0.0305289471547885	0.0254182840897202	0.0279543653681449	0.0222219922808625	0.0305227517078546	0.0307950132652893	0.0285618622634073	0.0286500598055901	0.0307891192056618	0.02453639780948	0.0304136139864526	0.0271564160044159	0.0294774884143922	0.0297015157355861	0.0301722560199293	0.027992044437154	0.0235816476697244	0.0318145180100525	0.0290643007758555	0.0310922883829173	0.0264179204180033	0.0275914172648887	0.0290102311464649	0.0224554364786468	0.0287946908076594	0.0287153111519626	0.0288473316781076	0.0249932794433868	0.0293052580151992	0.0286894097068998	0.0290053229113867	0.0287189657855333	0.0224966950325887	0.0267701522091961	0.0269299570716909	0.0297717721740168	0.0282728527803519	0.0291338422862563	0.0281855163894589	0.0298961306623081	0.0242422645298662	0.026342396797142	0.0291400117425742	0.0264704871276656	0.0245875112176111	0.0308910338371537	0.028995400176836	0.0297715805660321	0.0260902878757968	0.0274543440471296	0.0309179122712165	0.0304456870350933	0.0298206538950542	0.0221664176496342	0.0243407332375014	0.0311089871976332	0.0237389127073573	0.029416264625362	0.0289507088920384	0.0299252234412436	0.0241078313060157	0.0275505685552586	0.0228573934379412	0.0240407975370585	0.0270181079986373	0.0287624492359825	0.023586624449366	0.0291147270670819	0.0278514735779125	0.0285513298081381	0.0281333782813177	0.0323281851909611	0.0277291679332784	0.0313036646219255	0.0304912516373423	0.0288176687368903
"Metabolism|Global and overview maps|Carbon metabolism"	0.0258335177294023	0.0265053401335388	0.0243076199089324	0.0247445543231782	0.0248310507649871	0.0250238743825863	0.0262145528819353	0.0266861808211428	0.0244652809939583	0.0256800407163057	0.026362420864857	0.0253859086010638	0.0263752952646955	0.0259553282145494	0.0267047614743307	0.0266524659895789	0.0270180324811622	0.0269755689408499	0.0264073674823043	0.025833812444799	0.0274801395676253	0.0265192974887773	0.0266638867565968	0.0265839023735453	0.0256454827902434	0.0242112457776819	0.0263863544886061	0.0268122254148755	0.0247463696738666	0.0242695353214431	0.0253447693075068	0.0276750466093484	0.0252163744145176	0.0260477823638988	0.023923771429738	0.0248297871388198	0.0273194835515919	0.0258796918111039	0.0261160707071353	0.0276150167082682	0.0249072270469742	0.0268508877623301	0.0252282163665888	0.0263475592809894	0.0268879750220612	0.0264227783069769	0.0257185181611756	0.0245580728231915	0.0271722854866196	0.0257913544795961	0.0255256213808237	0.0254955163402294	0.0271907620680795	0.0254056675013201	0.0243714463309188	0.0269133750545151	0.0253088041736792	0.0253818742938357	0.0244564956692097	0.0263558599353448	0.0266825623937352	0.0261945479983334	0.0261464366603188	0.0221198070226201	0.0256122469872905	0.0243334219594136	0.0262455973174559	0.0262390003842196	0.0266622442345118	0.0261338017094148	0.0267365653014009	0.0249175837497833	0.0256666341667039	0.0259328877591371	0.0260805179352256	0.0249871691087825	0.0273346714137424	0.0261312618609495	0.0261685693217104	0.0258569572318006	0.0258505867478437	0.0274169623895571	0.0264181732282354	0.0261401111675147	0.0241659640367548	0.0245434214609383	0.027625266336625	0.0247833894745784	0.02581327385683	0.025921295785506	0.0268543559303866	0.0238874141048582	0.0266040534076021	0.0242365929982214	0.0246996187181808	0.0258057007805233	0.0267964818534451	0.0237023503096934	0.0255181970768503	0.026567786023199	0.0255228558805568	0.0261817122712533	0.0262247808191781	0.0254144912891308	0.0271692611372674	0.0269262265360082	0.0268653521101289
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0242990547449571	0.0223807492648766	0.0289419621221965	0.026189523204108	0.0250774261530991	0.024821675791801	0.0212028671287686	0.0314151647083602	0.0220571377840485	0.0291270691074633	0.030136644899817	0.025473867945329	0.0223429788959833	0.0267214583683095	0.020318552609969	0.0247470521545306	0.0219802289609814	0.025198842756342	0.022152350158767	0.0251502368561701	0.0231549177642953	0.0234971563737149	0.0222232367528895	0.0200407913819555	0.0172338982980252	0.023061898390432	0.0236853716667104	0.0226557015058104	0.0224080117179918	0.0231802923550736	0.0231103972048845	0.0185672041128748	0.0216291295542206	0.0239859657654971	0.0224258487673374	0.0312666976050962	0.0187277106314727	0.0230498330096336	0.0228037789264501	0.0201216297455423	0.0220079799659833	0.020960222408353	0.0226386993241019	0.0260495131104317	0.0243462012811348	0.0237217350081001	0.0218861556779576	0.0217097395724017	0.0210220676708904	0.0246540705981347	0.0230932583289375	0.0214802299932727	0.0302353766566447	0.0229789929890333	0.0223054069691664	0.024379943236605	0.0257901577985644	0.0244642111064981	0.0294678460906851	0.02245303091147	0.0163725088562454	0.0221355500391889	0.0237997475243004	0.0314927998314792	0.0211637661150824	0.0290731763878104	0.0225731520149482	0.0198108426299121	0.0243395728552641	0.0241150176635137	0.0224041692847813	0.022141938579148	0.0218991158550677	0.0225677256604287	0.0297133335295848	0.0221683152286025	0.0213724844499937	0.0228559614805735	0.024383609697351	0.0280486719675003	0.0233733599867456	0.0195087809920421	0.0207007387696084	0.0240946759108925	0.0226853401953653	0.0219034396929925	0.0208740665138153	0.0219835146729827	0.0252823073865634	0.0251395498952873	0.0229296576192458	0.0252443013337018	0.022960873708844	0.0225001407886188	0.0230116973253298	0.0240138635028131	0.0242428219901328	0.0255316506600875	0.0258160727854461	0.0227545892594398	0.0218434079368161	0.0171661572422411	0.0234723122301539	0.0230267558725927	0.0214020351131231	0.0225709742573893	0.0252455952986827
"Environmental Information Processing|Membrane transport|Phosphotransferase system (PTS)"	0.0192599141701525	0.0141803315970368	0.0328927246341401	0.0238144243097822	0.023900917198177	0.021729259901763	0.0119175044857851	0.0118119496408984	0.0243651988442549	0.01786832216573	0.014430299952116	0.0205949830619952	0.0152598069960721	0.0178929563552177	0.0135155906857068	0.0153412310789895	0.0155010432981368	0.0115500118757581	0.0174380216423396	0.0180665563712498	0.0113825331226449	0.0162299589654898	0.0133928161157318	0.0117101226064933	0.00933328270365237	0.0216310483756815	0.0159982197932935	0.0154012565970267	0.0223962680250947	0.0215500173037234	0.0196169950947833	0.0156242819309557	0.021631020731977	0.0170855790167308	0.0232182221545622	0.0184850748538001	0.0142356972057291	0.0184872191036554	0.0185314740421777	0.0143244138374041	0.0228488855755642	0.0153325964793317	0.0218618507451746	0.013979415251915	0.0124800723670737	0.0153255607301562	0.0208301816549726	0.0240691276413562	0.0177739865476554	0.0189377030500543	0.0196061340376413	0.0208747726088369	0.0100157289785353	0.0209984139632356	0.0235428972919367	0.0139313608340416	0.0191104097192404	0.0189224567343401	0.0181738914125102	0.0138906739265599	0.00978708603693661	0.0119921022764656	0.012523450676208	0.0211182368090805	0.0192290035851543	0.0190165998734672	0.0152332791017378	0.0126544257000041	0.0126399981032707	0.0149477789794841	0.0133033571064607	0.0226184715145288	0.0203038220755297	0.0145389390114598	0.0116173501353919	0.0187311642624278	0.0152129631787291	0.0185017383008199	0.0160378311262989	0.0141202019733049	0.0163060206652151	0.0167738640006712	0.0182178830536033	0.0159167916655113	0.0237612558973225	0.0217783698570754	0.0160432691693643	0.0220486658737319	0.0197635235505884	0.017021844796249	0.0148424348549789	0.02243799326393	0.0104444627880942	0.0216741185728993	0.0204639293781567	0.0173668547906044	0.0116885077757435	0.0199238687611966	0.0170973299866784	0.00804740613163541	0.0184635393607149	0.00437092412541368	0.0201471329134305	0.0173229532683413	0.0171971019331512	0.0162473237680343	0.0128397380425251
