"ID"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"ko00010"	0.0121653942480946	0.0124089152568568	0.0127853519676957	0.0122898092241617	0.0122332374789642	0.0130592256033118	0.0126610324929416	0.0121082439926938	0.0125645018671936	0.013023983452475	0.0111038894830253	0.0124437548373152	0.0122707800190671	0.0121979307467862	0.011543167882313	0.0120093334988298	0.0125756100494004	0.0123998658005272	0.0126453331323501	0.0123628345734069	0.0127907104738766	0.0124839569668649	0.0135620758113843	0.0118659884115988	0.0128734689578421	0.0109089224047015	0.0124264099018584	0.0117570138571827
"ko00020"	0.00597694095984953	0.00572790904156995	0.00640456992204757	0.00603978536895608	0.00601718982081159	0.0060243253320229	0.00607650502826483	0.00584039284699229	0.00576676973066825	0.00561310305720952	0.00607290068931092	0.00552354127076573	0.00571722863609572	0.00640213614346186	0.00624090353552383	0.00611153727575507	0.00520792423194461	0.00557597123775254	0.00524691596482017	0.00564069454349608	0.00576240213442993	0.00560200225845066	0.0050750501603498	0.00614970478764771	0.00571832471511308	0.0062636175281991	0.00630646201025043	0.00582740409530079
"ko00030"	0.00563510560498567	0.00649131771186403	0.00601627247327116	0.00619567118060377	0.00613486775577549	0.00618452522224357	0.00621167348721174	0.00639448810202021	0.006401509661464	0.0064473297020064	0.00667783588423773	0.00663521814353453	0.00616725845973651	0.0058709698869917	0.00650701381735528	0.00633056324043527	0.00634077530925965	0.0060564282366727	0.00632946481958112	0.00583084018734959	0.00640200173036649	0.00636676539932932	0.0064179615966665	0.00665163594348747	0.00603827832396931	0.00673672588781682	0.00591195121666789	0.00609453915644979
"ko00040"	0.00347835263796138	0.00513035722910852	0.00358969480611438	0.00442329011055986	0.00430055941700978	0.00419177588030804	0.00418969115961124	0.00484395194967233	0.00459405293645462	0.0049660794103333	0.00410152224586332	0.00574069500027518	0.00451673637511388	0.00332113498495705	0.00503367123952586	0.00455374891833297	0.00592203914547317	0.00439266611065661	0.00565461187270087	0.00376796650353328	0.00487535706773233	0.00474721006041743	0.00514900387507078	0.00512356095774275	0.00414458046755639	0.00475501017660388	0.00347113872443702	0.00417527499641516
"ko00051"	0.00935544156010372	0.0127358783578619	0.0106289308933725	0.0113191021748666	0.00967235490385873	0.0108600053859305	0.00930671115185473	0.0093372744869551	0.0101957589672265	0.0126299045599854	0.0101632077302578	0.0136502737928862	0.0103233412861028	0.00998902399105962	0.00889788207188062	0.0090170071775498	0.0139047201279016	0.0112498497404021	0.0130281054798228	0.00985246551011621	0.0111184397224951	0.00857628733952539	0.0112077878270219	0.00874077968223186	0.0106477609505092	0.00860059743225692	0.0109128713151365	0.0104251726211359
"ko00052"	0.005530617023957	0.00741585593032955	0.00724793057872979	0.00700176643907057	0.0076469962965785	0.00729570745514893	0.0064233224242597	0.00702372703882088	0.00715434669252665	0.00711501777421679	0.0083536190070052	0.00744577483256761	0.0062689556729231	0.00667934907931792	0.0110679188106414	0.00715853249809364	0.00723002672273481	0.0062513603597573	0.00702758826261047	0.00583680166266616	0.00717081897066527	0.00686074571631187	0.00593408158955763	0.00830856091190344	0.00668225010390851	0.00997773760133418	0.00641594167902145	0.00626636129521822
"ko00053"	0.0010004930744901	0.00264481920308723	0.00110514785693901	0.00197911245411618	0.00126096939903355	0.0015194153286313	0.00123524188525989	0.00134778549407822	0.0013209036314408	0.00253149629496105	0.00162536697590995	0.00325434550522304	0.00162236018954486	0.00110494595507287	0.00131467252417763	0.00157328875377804	0.0034042306624161	0.00206157054754673	0.00303379520242737	0.00137912161117002	0.00202326156958816	0.00136463889310381	0.0029931999566694	0.00146392295462502	0.00181778719656832	0.00128161092435764	0.00109307561630403	0.00195869282736046
"ko00061"	0.00379364448470749	0.0041791499297655	0.00460563422178253	0.00433041082636666	0.00511781433225062	0.00442821378423952	0.0045254318497093	0.00451842797477691	0.00457758034065952	0.00378094326471302	0.00549101340980428	0.0039244374205715	0.00397592130243661	0.00453614085999407	0.00676370700697749	0.00523584274349674	0.0035775363331102	0.00366208658391425	0.00367649296325851	0.00365706790582105	0.00451822049468261	0.00452974188642329	0.00466041606679529	0.00546371498104416	0.00432991187099955	0.0068295913209638	0.00415387584542922	0.00454516485251692
"ko00071"	0.00506756105242799	0.00423412095970329	0.00388375788282371	0.00425457734376768	0.00429444505588056	0.0041296998298341	0.0047892070366456	0.00430237653135154	0.00442786343007332	0.0044371272962724	0.00328424351097557	0.00448025602881988	0.00490425227713894	0.00403820134269437	0.00346193293790737	0.00448247168871642	0.00487700869640095	0.00495837759307394	0.00492431318894048	0.00497129638710282	0.00464588406671811	0.00470766486156609	0.00451695785955069	0.00359956537100849	0.0044901813799369	0.00361535567861708	0.00404983483371099	0.00499445509620011
"ko00072"	0.00077611966413992	0.000729353051568125	0.00065470350725646	0.000682221385609146	0.000584532923953339	0.000655449773138046	0.000996790748705026	0.000631688648776195	0.000658929418314672	0.000793982255101073	0.000423504099416666	0.000820665478948192	0.000776101489288058	0.000612606832398461	0.000454167184938478	0.00089505212646732	0.00091949456167893	0.000831054528654765	0.000916104309262569	0.000776340543331919	0.000898933741532705	0.000792142954260956	0.000931845599124438	0.000592638448703049	0.000767435511132562	0.000471121903359432	0.000725634461988502	0.000975589113804436
"ko00120"	7.93032469073986e-05	0.000109491573513394	0.000142577900834005	0.000143089851795555	0.000226607630158287	0.000168691406314661	0.000191868459884354	0.000290997832958481	0.000214343320122148	5.35735848535424e-05	0.000436269761583509	5.83056558724604e-05	0.000144899621787098	0.000154205133054875	0.000373914865614018	0.00025623190118677	3.4443489933533e-05	2.49515313478904e-05	6.60777004006446e-05	5.92576692999571e-05	0.00016321337780527	0.000287915223571171	9.92769077429105e-05	0.000412333520607165	0.000110477980428474	0.000404672313837802	8.31067697691876e-05	0.000117241737574999
"ko00121"	5.47234402101101e-05	0.000175901671606411	0.000136632396023971	0.000179287286759546	0.000238648218228134	0.000181046439300318	0.000176860432133447	0.000259899643685283	0.000186070225444335	0.000126049898466031	0.000416651673313223	0.000161865260748253	0.000136761071189948	0.000150236599307427	0.000435572145648554	0.00026725832514279	0.000152666586229124	6.86564652828878e-05	0.000160358167890855	6.66783708465124e-05	0.000188061895202265	0.000281754236601363	0.000142451990056237	0.000405430646010005	0.000138795372362111	0.000421041549049217	5.82110498040491e-05	0.000145396139285851
