ExtractID	ExtractDate	ExtractedBy	ExtractType	ExtractKit	SampleID	ExtractConcentration	ExtractBox	ExtractNotes
RNA1-CHA-43-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-43-DRS	11	RNA Extracts 1	
RNA1-CHA-43-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-43-MGE	17	RNA Extracts 1	
RNA1-KOR-57-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-57-DRS	>100	RNA Extracts 1	
RNA1-KOR-57-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-57-MGE	23	RNA Extracts 1	
RNA1-OPH-66-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-66-DRS	70	RNA Extracts 1	
RNA1-OPH-66-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-66-MGE	32	RNA Extracts 1	
RNA1-GIN-69-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-69-DRS	>100	RNA Extracts 1	
RNA1-GIN-69-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-69-MGE	0.209	RNA Extracts 1	
RNA1-GIN-2-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-2-DRS	39	RNA Extracts 1	
RNA1-GIN-2-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-2-MGE	9.7	RNA Extracts 1	
RNA1-HAM-15-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-15-DRS	>100	RNA Extracts 1	
RNA1-HAM-15-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-15-MGE	26	RNA Extracts 1	
RNA1-HER-36-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HER-36-MGE	66	RNA Extracts 2	
RNA1-OPH-41-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-41-DRS	82	RNA Extracts 2	
RNA1-OPH-41-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-41-MGE	19	RNA Extracts 2	
RNA1-MAR-43-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-43-DRS	>100	RNA Extracts 2	
RNA1-MAR-43-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-43-MGE	0.562	RNA Extracts 2	
RNA1-WOL-57-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-57-DRS	>100	RNA Extracts 2	
RNA1-WOL-57-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-57-MGE	5.2	RNA Extracts 2	
RNA1-KUB-66-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-66-DRS	>100	RNA Extracts 2	
RNA1-KUB-66-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-66-MGE	13	RNA Extracts 2	
RNA1-HEN-69-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-69-DRS	>100	RNA Extracts 2	
RNA1-HEN-69-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-69-MGE	>100	RNA Extracts 2	
RNA1-HEN-2-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-2-DRS	68	RNA Extracts 2	
RNA1-HEN-2-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-2-MGE	7.9	RNA Extracts 2	
RNA1-PAD-15-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	PAD-15-DRS	>104	RNA Extracts 2	
RNA1-PAD-15-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	PAD-15-MGE	>104	RNA Extracts 2	
RNA1-JAR-36-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-36-MGE	11	RNA Extracts 2	
RNA1-KUB-41-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-41-DRS	13	RNA Extracts 2	
RNA1-KUB-41-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-41-MGE	8	RNA Extracts 2	
RNA1-HAM-43-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-43-DRS	>104	RNA Extracts 2	
RNA1-HAM-43-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-43-MGE	20	RNA Extracts 2	
RNA1-GOO-57-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-57-DRS	>104	RNA Extracts 2	
RNA1-GOO-57-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-57-MGE	40	RNA Extracts 2	
RNA1-KOR-66-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-66-DRS	>104	RNA Extracts 2	
RNA1-KOR-66-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-66-MGE	>104	RNA Extracts 2	
RNA1-HER-70-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HER-70-DRS	>104	RNA Extracts 2	
RNA1-HER-70-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HER-70-MGE	10	RNA Extracts 2	
RNA1-JOA-2-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-2-DRS	>104	RNA Extracts 2	
RNA1-JOA-2-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-2-MGE	8.9	RNA Extracts 2	
RNA1-HAM-16-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-16-DRS	104	RNA Extracts 2	
RNA1-HAM-16-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-16-MGE	10	RNA Extracts 2	
RNA1-OPH-36-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-36-MGE	>104	RNA Extracts 2	
RNA1-KOR-41-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-41-DRS	>104	RNA Extracts 2	
RNA1-KOR-41-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-41-MGE	>104	RNA Extracts 2	
RNA1-HER-43-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HER-43-DRS	>104	RNA Extracts 2	
RNA1-HER-43-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	HER-43-MGE	47	RNA Extracts 2	
RNA1-LAM-57-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-57-DRS	>104	RNA Extracts 2	
RNA1-LAM-57-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-57-MGE	87	RNA Extracts 2	
RNA1-WOL-66-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-66-DRS	66	RNA Extracts 2	
RNA1-WOL-66-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-66-MGE	5.1	RNA Extracts 2	
RNA1-JAR-70-DRS	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-70-DRS	>104	RNA Extracts 2	
RNA1-JAR-70-MGE	7/20/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-70-MGE	59	RNA Extracts 2	
RNA2-HAM-1-DRS	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-1-DRS	15	RNA Extracts 2	
RNA2-HAM-1-MGE	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-1-MGE	31	RNA Extracts 2	
RNA2-FRA-17-DRS	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-17-DRS	16	RNA Extracts 2	
RNA2-FRA-17-MGE	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-17-MGE	7.6	RNA Extracts 2	
RNA2-HER-29-DRS	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	HER-29-DRS	18	RNA Extracts 2	
RNA2-HER-29-MGE	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	HER-29-MGE	0.868	RNA Extracts 2	
RNA2-IVY-43-DRS	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-43-DRS	7.7	RNA Extracts 2	
RNA2-IVY-43-MGE	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-43-MGE	12	RNA Extracts 2	
RNA2-JAR-57-DRS	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-57-DRS	43	RNA Extracts 2	
RNA2-JAR-57-MGE	7/21/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-57-MGE	18	RNA Extracts 2	
RNA1-IVY-3-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-3-DRS	32	RNA Extracts 2	
RNA1-IVY-3-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-3-MGE	8	RNA Extracts 2	
RNA1-JAR-16-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-16-DRS	79	RNA Extracts 2	
RNA1-JAR-16-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-16-MGE	21	RNA Extracts 2	
RNA1-KUB-36-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-36-MGE	15	RNA Extracts 2	
RNA1-WOL-41-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-41-DRS	6.8	RNA Extracts 2	
RNA1-WOL-41-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-41-MGE	9.6	RNA Extracts 2	
RNA1-BUD-43-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-43-DRS	>100	RNA Extracts 2	
RNA1-BUD-43-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-43-MGE	>100	RNA Extracts 2	
RNA1-FRA-57-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-57-DRS	>100	RNA Extracts 2	
RNA1-FRA-57-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-57-MGE	54	RNA Extracts 2	
RNA1-IRI-66-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-66-DRS	>100	RNA Extracts 2	
RNA1-IRI-66-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-66-MGE	26	RNA Extracts 2	
RNA1-OPH-70-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-70-DRS	87	RNA Extracts 2	
RNA1-OPH-70-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-70-MGE	2.94	RNA Extracts 2	
RNA1-LAM-3-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-3-DRS	4.61	RNA Extracts 2	
RNA1-LAM-3-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-3-MGE	0.253	RNA Extracts 2	
RNA1-OPH-16-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-16-DRS	>100	RNA Extracts 2	
RNA1-OPH-16-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-16-MGE	52	RNA Extracts 2	
RNA1-KOR-36-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-36-MGE	10	RNA Extracts 2	
RNA1-IRI-41-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-41-DRS	>100	RNA Extracts 2	
RNA1-IRI-41-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-41-MGE	24	RNA Extracts 2	
RNA1-HEN-43-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-43-DRS	51	RNA Extracts 2	
RNA1-HEN-43-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-43-MGE	16	RNA Extracts 2	
RNA1-IVY-57-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-57-DRS	95	RNA Extracts 2	
RNA1-IVY-57-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-57-MGE	21	RNA Extracts 2	
RNA1-CHA-66-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-66-DRS	>100	RNA Extracts 2	
RNA1-CHA-66-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-66-MGE	63	RNA Extracts 2	
RNA1-KUB-70-DRS	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-70-DRS	68	RNA Extracts 2	
RNA1-KUB-70-MGE	7/26/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-70-MGE	17	RNA Extracts 2	
RNA1-GOO-2-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-2-DRS	67	RNA Extracts 2	
RNA1-GOO-2-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-2-MGE	4.12	RNA Extracts 2	
RNA1-KUB-16-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-16-DRS	>100	RNA Extracts 2	
RNA1-KUB-16-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-16-MGE	23	RNA Extracts 2	
RNA1-WOL-36-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-36-MGE	1.93	RNA Extracts 2	
RNA1-LAM-41-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-41-DRS	84	RNA Extracts 2	
RNA1-LAM-41-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-41-MGE	15	RNA Extracts 2	
RNA1-GIN-43-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-43-DRS	>100	RNA Extracts 2	
RNA1-GIN-43-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-43-MGE	>100	RNA Extracts 2	
RNA1-CHA-57-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-57-DRS	>100	RNA Extracts 2	
RNA1-CHA-57-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-57-MGE	2.62	RNA Extracts 2	
RNA1-IVY-66-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-66-DRS	70	RNA Extracts 2	
RNA1-IVY-66-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-66-MGE	12	RNA Extracts 2	
RNA1-KOR-70-DRS	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-70-DRS	>100	RNA Extracts 2	
RNA1-KOR-70-MGE	8/7/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-70-MGE	>100	RNA Extracts 2	
RNA1-HAM-4-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-4-DRS	>100	RNA Extracts 2	
RNA1-HAM-4-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-4-MGE	8.9	RNA Extracts 2	
RNA1-KOR-16-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-16-DRS	48	RNA Extracts 2	
RNA1-KOR-16-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-16-MGE	6.6	RNA Extracts 2	
RNA1-IRI-36-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-36-MGE	4.3	RNA Extracts 2	
RNA1-GOO-41-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-41-DRS	>100	RNA Extracts 2	
RNA1-GOO-41-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-41-MGE	>100	RNA Extracts 2	
RNA1-HER-44-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	HER-44-DRS	>100	RNA Extracts 2	
RNA1-HER-44-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	HER-44-MGE	53	RNA Extracts 2	
RNA1-MAR-57-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-57-DRS	>100	RNA Extracts 2	
RNA1-MAR-57-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-57-MGE	>100	RNA Extracts 2	
RNA1-JOA-66-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-66-DRS	51	RNA Extracts 2	
RNA1-JOA-66-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-66-MGE	7.1	RNA Extracts 2	
RNA1-LAM-70-DRS	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-70-DRS	63	RNA Extracts 2	
RNA1-LAM-70-MGE	8/8/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-70-MGE	6.5	RNA Extracts 2	
RNA1-HER-2-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	HER-2-DRS	>109		
RNA1-HER-2-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	HER-2-MGE	7.2		
RNA1-IRI-16-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-16-DRS	86		
RNA1-IRI-16-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-16-MGE	5.6		
RNA1-GOO-36-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-36-MGE	5		
RNA1-FRA-41-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-41-DRS	>109		
RNA1-FRA-41-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-41-MGE	11		
RNA1-HAM-44-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-44-DRS	49		
RNA1-HAM-44-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-44-MGE	11		
RNA1-JAR-58-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-58-DRS	>109		
RNA1-JAR-58-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-58-MGE	25		
RNA1-GIN-66-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-66-DRS	35		
RNA1-GIN-66-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-66-MGE	8.8		
RNA1-WOL-70-DRS	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-70-DRS	109		
RNA1-WOL-70-MGE	8/14/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-70-MGE	11		
RNA1-JAR-2-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-2-DRS	38		
RNA1-JAR-2-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-2-MGE	11		
RNA1-BUD-16-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	BUD-16-DRS	101		
RNA1-BUD-16-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	BUD-16-MGE	0.252		
RNA1-LAM-36-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	LAM-36-MGE	24		
RNA1-IVY-41-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	IVY-41-DRS	5.9		
RNA1-IVY-41-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	IVY-41-MGE	14		
RNA1-OPH-44-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	OPH-44-DRS	>109		
RNA1-OPH-44-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	OPH-44-MGE	11		
RNA1-HAM-58-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HAM-58-DRS	17		
RNA1-HAM-58-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HAM-58-MGE	13		
RNA1-HEN-67-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HEN-67-DRS	>109		
RNA1-HEN-67-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HEN-67-MGE	6.6		
RNA1-CHA-70-DRS	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	CHA-70-DRS	19		
RNA1-CHA-70-MGE	8/28/23	SA/SK	RNA	Quick-DNA/RNA MagBead	CHA-70-MGE	42		
RNA1-OPH-2-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	OPH-2-DRS	30		
RNA1-OPH-2-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	OPH-2-MGE	54		
RNA1-HAM-17-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	HAM-17-DRS	43		
RNA1-HAM-17-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	HAM-17-MGE	35		
RNA1-FRA-36-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	FRA-36-MGE	24		
RNA1-CHA-41-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	CHA-41-DRS	>102		
RNA1-CHA-41-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	CHA-41-MGE	50		
RNA1-WOL-44-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	WOL-44-DRS	>102		
RNA1-WOL-44-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	WOL-44-MGE	2.58		
RNA1-HER-58-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	HER-58-DRS	31		
RNA1-HER-58-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	HER-58-MGE	5.1		
RNA1-LAM-67-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	LAM-67-DRS	55		
RNA1-LAM-67-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	LAM-67-MGE	19		
RNA1-GOO-70-DRS	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	GOO-70-DRS	>102		
RNA1-GOO-70-MGE	9/11/23	SA/GC	RNA	Quick-DNA/RNA MagBead	GOO-70-MGE	36		
RNA1-WOL-2-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	WOL-2-DRS	>102		
RNA1-WOL-2-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	WOL-2-MGE	20		
RNA1-HER-17-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HER-17-DRS	>102		
RNA1-HER-17-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HER-17-MGE	48		
RNA1-IVY-36-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	IVY-36-MGE	16		
RNA1-GRO-41-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GRO-41-DRS	>102		
RNA1-GRO-41-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GRO-41-MGE	61		
RNA1-KOR-44-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KOR-44-DRS	>102		
RNA1-KOR-44-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KOR-44-MGE	102		
RNA1-OPH-58-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	OPH-58-DRS	>102		
RNA1-OPH-58-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	OPH-58-MGE	6		
RNA1-JAR-67-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-67-DRS	>102		
RNA1-JAR-67-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-67-MGE	>102		
RNA1-BUD-69-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	BUD-69-DRS	>102		
RNA1-BUD-69-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	BUD-69-MGE	>102		
RNA1-IRI-2-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	IRI-2-DRS	19		
RNA1-IRI-2-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	IRI-2-MGE	>100		
RNA1-WOL-16-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	WOL-16-DRS	>100		
RNA1-WOL-16-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	WOL-16-MGE	19		
RNA1-CHA-36-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	CHA-36-MGE	46		
RNA1-MAR-41-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	MAR-41-DRS	33		
RNA1-MAR-41-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	MAR-41-MGE	11		
RNA1-JAR-44-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-44-DRS	>100		
RNA1-JAR-44-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-44-MGE	15		
RNA1-KUB-58-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KUB-58-DRS	>100		
RNA1-KUB-58-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KUB-58-MGE	29		
RNA1-HAM-67-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HAM-67-DRS	>100		
RNA1-HAM-67-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HAM-67-MGE	41		
RNA1-MAR-70-DRS	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	MAR-70-DRS	>100		
RNA1-MAR-70-MGE	9/15/23	SA/SK	RNA	Quick-DNA/RNA MagBead	MAR-70-MGE	73		
RNA1-HAM-3-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HAM-3-DRS	>100		
RNA1-HAM-3-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	HAM-3-MGE	21		
RNA1-JAR-17-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-17-DRS	>100		
RNA1-JAR-17-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-17-MGE	26		
RNA1-GRO-36-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GRO-36-MGE	>100		
RNA1-BUD-41-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	BUD-41-DRS	93		
RNA1-BUD-41-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	BUD-41-MGE	>100		
RNA1-KUB-44-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KUB-44-DRS	>100		
RNA1-KUB-44-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KUB-44-MGE	48		
RNA1-KOR-58-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KOR-58-DRS	>100		
RNA1-KOR-58-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	KOR-58-MGE	56		
RNA1-FRA-67-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	FRA-67-DRS	50		
RNA1-FRA-67-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	FRA-67-MGE	>100		
RNA1-GRO-70-DRS	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GRO-70-DRS	>100		
RNA1-GRO-70-MGE	9/18/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GRO-70-MGE	>100		
RNA1-LAM-2-DRS	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	LAM-2-DRS	>100		
RNA1-LAM-2-MGE	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	LAM-2-MGE	2.46		
RNA1-JAR-3-DRS	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-3-DRS	>100		
