"ID"	"subject"	"sampledate"	"bristol"	"studyday"	"subjectcode"	"sex"	"housing"	"group"	"Age"	"contraception"	"origin"	"previousexp"	"diet_trial"	"group_phase"	"room"
"jarjarbinks_29"	"jarjarbinks"	2023-04-07	"3"	"29"	"jar"	"male"	"pair"	"g1"	3.123287671	""	"texas"	""	"washout-1"	"gum-washout"	"room b"
"korra_29"	"korra"	2023-04-07	"3"	"29"	"kor"	"female"	"pair"	"g1"	5.898630137	"estrumate"	"nebraska"	""	"washout-1"	"gum-washout"	"room b"
"kubo_30"	"kubo"	2023-04-08	"2"	"30"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"washout-1"	"gum-washout"	"room b"
"hamlet_31"	"hamlet"	2023-04-09	"2"	"31"	"ham"	"male"	"pair"	"g1"	6.016438356	""	"nebraska"	""	"washout-1"	"gum-washout"	"room b"
"jarjarbinks_32"	"jarjarbinks"	2023-04-10	"2"	"32"	"jar"	"male"	"pair"	"g1"	3.123287671	""	"texas"	""	"washout-1"	"gum-washout"	"room b"
"goose_37"	"goose"	2023-04-15	"3"	"37"	"goo"	"male"	"family"	"g1"	6.712328767	""	"texas"	"abx-ctrl"	"washout-1"	"gum-washout"	"room f"
"hera_37"	"hera"	2023-04-15	"2"	"37"	"her"	"female"	"pair"	"g1"	3.531506849	"estrumate"	"texas"	""	"washout-1"	"gum-washout"	"room b"
"kubo_37"	"kubo"	2023-04-15	"2"	"37"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"washout-1"	"gum-washout"	"room b"
"lambchop_37"	"lambchop"	2023-04-15	"3"	"37"	"lam"	"female"	"family"	"g1"	5.82739726	"estrumate"	"texas"	""	"washout-1"	"gum-washout"	"room f"
"ophelia_37"	"ophelia"	2023-04-15	"1"	"37"	"oph"	"female"	"pair"	"g1"	5.594520548	"estrumate"	"nebraska"	""	"washout-1"	"gum-washout"	"room b"
"wolverine_37"	"wolverine"	2023-04-15	"1"	"37"	"wol"	"male"	"pair"	"g1"	8.452054795	""	"nebraska"	"abx-ctrl"	"washout-1"	"gum-washout"	"room b"
"hamlet_41"	"hamlet"	2023-04-19	"2"	"41"	"ham"	"male"	"pair"	"g1"	6.016438356	""	"nebraska"	""	"washout-1"	"gum-washout"	"room b"
"hera_41"	"hera"	2023-04-19	"2"	"41"	"her"	"female"	"pair"	"g1"	3.531506849	"estrumate"	"texas"	""	"washout-1"	"gum-washout"	"room b"
"goose_42"	"goose"	2023-04-20	"3"	"42"	"goo"	"male"	"family"	"g1"	6.712328767	""	"texas"	"abx-ctrl"	"washout-1"	"gum-washout"	"room f"
"lambchop_42"	"lambchop"	2023-04-20	"3"	"42"	"lam"	"female"	"family"	"g1"	5.82739726	"estrumate"	"texas"	""	"washout-1"	"gum-washout"	"room f"
"buddy_57"	"buddy"	2023-05-05	"3"	"57"	"bud"	"male"	"family"	"g2"	6.397260274	""	"texas"	""	"washout-2"	"gum-washout"	"room f"
"joans_57"	"joans"	2023-05-05	"2"	"57"	"joa"	"female"	"family"	"g2"	5.967123288	"estrumate"	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"ginger_58"	"ginger"	2023-05-06	"3"	"58"	"gin"	"female"	"pair"	"g2"	6.117808219	"estrumate"	"nebraska"	"abx"	"washout-2"	"gum-washout"	"room f"
"henry_59"	"henry"	2023-05-07	"2"	"59"	"hen"	"male"	"pair"	"g2"	4.208219178	""	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"joans_60"	"joans"	2023-05-08	"2"	"60"	"joa"	"female"	"family"	"g2"	5.967123288	"estrumate"	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"marshmallow_60"	"marshmallow"	2023-05-08	"3"	"60"	"mar"	"female"	"pair"	"g2"	4.101369863	"estrumate"	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"joans_62"	"joans"	2023-05-10	"3"	"62"	"joa"	"female"	"family"	"g2"	5.967123288	"estrumate"	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"henry_66"	"henry"	2023-05-14	"2"	"66"	"hen"	"male"	"pair"	"g2"	4.208219178	""	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"ivy_67"	"ivy"	2023-05-15	"2"	"67"	"ivy"	"female"	"pair"	"g2"	4.202739726	"estrumate"	"nebraska"	""	"washout-2"	"gum-washout"	"room f"
"franc_68"	"franc"	2023-05-16	"3"	"68"	"fra"	"male"	"pair"	"g2"	6.342465753	""	"texas"	"abx"	"washout-2"	"gum-washout"	"room f"
"grogu_70"	"grogu"	2023-05-18	"3"	"70"	"gro"	"male"	"pair"	"g2"	4.583561644	""	"texas"	""	"washout-2"	"gum-washout"	"room f"
