"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"Formate -- Production"	0.0340072996929494	0.0533629233601493	0.07104000642351	0.00989730218698452	0.00460616104503802	0.00341117816845972	0.00259443296249066	0.00971742224029274	0.00135170951497482	0.00267636309941305	0.0231901879177702	0.00233853971186881	0.0413718933270598	0.00129249991024306	0.000693245435044211	0.00249396713967371	0.000195435821882799	0.020837981348445	0.00295978494039699	0.000189332467813481	0.00837409833347152	0.0659491400232141	0.00337968615073102	0.00196629213483146	0.00755898071869371	0.00166251039068994	0.000978590829205943	0.00013001459052627	0.0674999412635388	0.00692472475464554	0.000962000962000962	0.00109935933886804	0.02812091995581	0.0892973627807287
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.0103701987138636	0.0212594255163544	0.0106188650460686	0.0158924422213945	0.0196675765256385	0.0186302807662031	0.00974011696935051	0.0149623907298231	0.0109461966604824	0.0130864926723024	0.0206362719132299	0.0142188988653752	0.0133761279806416	0.0210031235414498	0.0179328205933135	0.0161068711103927	0.0144772843440873	0.0218196421400205	0.0133326092269259	0.0140106026181976	0.0221374678716524	0.0143857057437304	0.00769734687192925	0.0230337078651685	0.0154132341217114	0.0160640066500416	0.0126018533312031	0.0171041416870115	0.0156004041068534	0.0159667214666467	0.0117845117845118	0.0233771813437457	0.0136386461785678	0.0153993104090951
"Melibiose -- Consumption"	0.00767626441110017	0.0163417648097244	0.00919364875444125	0.012469181787545	0.017011113277442	0.0110207294673314	0.0081790598478519	0.00979873958121569	0.00837529817121654	0.00919192292074274	0.0189809559843612	0.0115916505471028	0.0106874590398091	0.0161203461027537	0.0155260817244807	0.00884434643050953	0.0130942000661475	0.0154388469947793	0.0115947538490781	0.0129287028021205	0.0208227225887453	0.0108684182758257	0.00195039156716196	0.0123595505617978	0.011220362004311	0.0122402327514547	0.00984582201629653	0.0133481646273637	0.0104315955172333	0.0125292681711752	0.00865800865800866	0.0199780128132226	0.0122526865521743	0.0140946789674774
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.0150628584670645	0.0373237838246791	0.0104382038260032	0.00982635378421043	0.00406999415090661	0.00472316977171346	0.00230860560221626	0.00768448871721895	0.00270341902994964	0.0035623315737015	0.0171995207466263	0.0022807979905881	0.0212908971752172	0.00463145801170431	0.00244597917647674	0.00712397094990128	0.00130791665413873	0.0172683057427156	0.00181931734868439	0.000973709834469328	0.00518791381903893	0.0387956807709894	0.00494297710150969	0.0106741573033708	0.00510821743880474	0.00396924355777224	0.00257629014219524	0.00369819279719168	0.0414444470549538	0.00326308972251283	0.00432900432900433	0.00312116961724604	0.0183187707140705	0.0174261485416084
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.00393951682984763	0.00807000731344413	0.00758777124274846	0.00634988204828039	0.00455741860011698	0.00760955129887169	0.00312211424299723	0.00695263264891238	0.00519480519480519	0.00849053121193104	0.00444570563753311	0.00952738401131738	0.0067216723520812	0.0108426381359279	0.00584680583895778	0.0120888129409184	0.00398388406145705	0.0138324929722012	0.00502348820159122	0.00305636698041761	0.00320987361862911	0.0071049206851676	0.0108090402882411	0.0179775280898876	0.0099211621932855	0.00881130507065669	0.0055520051126378	0.00459384886526155	0.0100321875807626	0.00615254321725701	0.00913900913900914	0.00668461023288727	0.00634729336145425	0.00321498462398658
"CO2 -- Production"	0.0215225073865941	0.0199228305550652	0.00401469377923199	0.00354742013870413	0.00243712224605186	0.00472316977171346	0.00382568928367266	0.00754218337060378	0.00164325470447919	0.00677396729299716	0.00725186025980577	0.00356555128908393	0.0189383118519888	0.00262090259577065	0	0.00368321998868478	0.000105234673321507	0.00749631877203159	0.00260678306677166	0.000351617440225035	0.00376656756724744	0.023706517533678	0.00765268141619272	0.00308988764044944	0.0125490890837689	0.00465502909393184	0.00217686531394792	0.00018779885298239	0.0234006061602801	0.00321327155881034	0.00216450216450216	0.000480179941114776	0.0104047403836497	0.00587084148727984
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.00336017611957592	0.00668297480644592	0.00708593452034446	0.00587098032955533	0.00270520569311757	0.00760955129887169	0.00299019392287059	0.0063224232567595	0.00495626822157434	0.00636789840894828	0.00304262832639677	0.00879117706498831	0.00611672184039389	0.0099809715290992	0.0049442787631455	0.0118001593367895	0.00330737544724736	0.0132970416313418	0.00439894642517718	0.00205560965054636	0.00215570848188376	0.00650698181562379	0.00937974570467201	0.0179775280898876	0.00933061682463755	0.00631753948462178	0.00501278159450391	0.0042326972249108	0.00949181213730235	0.00510636177950481	0.00793650793650794	0.00482707203962748	0.00500150647785478	0.00156089833193551
"Fructan (Inulin, Levan) -- Macromolecule"	0.00336017611957592	0.00751519431064484	0.0068651263624867	0.00592419163163589	0.00319263014232794	0.00865914458147468	0.00279231344268062	0.0063224232567595	0.00453220249138616	0.00553730296430285	0.00329486694412915	0.00860351647082599	0.00604950511687308	0.00980145765267655	0.0049442787631455	0.0118001593367895	0.00333744249676779	0.013386283521485	0.00415456051266734	0.00216379963215406	0.00219124213817854	0.00664767331433998	0.00719113837358187	0.0174157303370787	0.00859243511382762	0.00623441396508728	0.00497283911167918	0.00430492755298095	0.00913939336982826	0.00525581627061227	0.00697450697450697	0.00516825252410377	0.00510193833483981	0.00177057124219551
"Mannan -- Macromolecule"	0.00336017611957592	0.00673341235215494	0.00562057129092478	0.00576455772539421	0.0027539481380386	0.00524796641301496	0.0030341673629128	0.00595649522260622	0.00381659157169361	0.00439292701834693	0.00301109849918022	0.00629384761959754	0.00608311347863348	0.00829354109072631	0.0049442787631455	0.0100566915678509	0.0032472413482065	0.0132524206862701	0.00380155863904201	0.00205560965054636	0.00213201937768723	0.00626077169287046	0.00513652740970134	0.0162921348314607	0.00853338057696282	0.00631753948462178	0.00447355807637003	0.00427603542175289	0.0091863825388248	0.00488218004284362	0.00697450697450697	0.00486498098234707	0.00441900170734157	0.00160749231199329
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0.000318637390649441	0.0105414470531864	0.0646566433145312	0.00235903439223825	0.00017059855722363	0	0.00048370784046436	4.06586704614759e-05	5.30082162735224e-05	0	0.00501324252743095	0.000519675491526402	0.00347846544220202	7.1805550569059e-05	0	0	0	0.00238722056133149	0.0001900779319521	0	0.000769895886387056	0.00735113080792093	0	0	0.000708654442377536	0	0	0	0.00913939336982826	0.00261545359438051	0	0	0.00251079642462589	0.0752259808032802
"Ethanol -- Production"	0.0217252766351892	0.0191914861422843	0.00146536322941968	0.00422142996505791	0.00238837980113082	0.00104959328260299	0.00131920320126644	0.00664769262045131	0.00100715610919693	0.00214109047953044	0.00728339008702232	0.00147241389265814	0.020198625418004	0.000646249955121531	0.000693245435044211	0.0011546144165156	0.000135301722841938	0.00774173396992548	0.00260678306677166	5.40949908038516e-05	0.00376656756724744	0.0233899616615666	0.00218860733109013	0.00112359550561798	0.00504916290193994	0.00116375727348296	0.0012382169675667	5.77842624561201e-05	0.0223903390268543	0.00433418024211628	0.000962000962000962	0.000758178854391751	0.00879783067188912	0.00591743546733762
"Urea -- Production"	0.00327327501303517	0.00673341235215494	0.00499829375514383	0.00571134642331365	0.0027539481380386	0.00524796641301496	0.00175893760168858	0.00565155519414515	0.00360455870659952	0.00262099006977002	0.00301109849918022	0.00590409100095274	0.00601589675511267	0.00804222166373461	0.0049442787631455	0.00917918461129906	0.0032472413482065	0.0132524206862701	0.00325847883346458	0.00197446716434058	0.00213201937768723	0.00626077169287046	0.0036179019146592	0.0157303370786517	0.00499010836507515	0.00471737323358271	0.0040741332481227	0.00427603542175289	0.00866950167986279	0.00425945299656255	0.00577200577200577	0.00486498098234707	0.00299286933815406	0.00156089833193551
"D-Galactose -- Consumption"	0.00304153872892648	0.00539681739086576	0.00178653873175824	0.00409727026020327	0.00297328914018327	0.00472316977171346	0.00131920320126644	0.00510266314291523	0.00371057513914657	0.00533426852227842	0.0019548492874259	0.00362329301036464	0.00421784940093095	0.0043801385847126	0.00290378276565688	0.00712397094990128	0.00136805075317959	0.0072509035741377	0.00331278681402232	0.00127123228389051	0.00133843438710365	0.00390418908937427	0.00597028258344996	0.0123595505617978	0.00466530841231878	0.00430174563591022	0.00319539862597859	0.0039437759126302	0.00585015154007001	0.00587854331689334	0.00649350649350649	0.00404362055675601	0.00335442402330019	0.00165408629205107
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.00283876948033138	0.00504375457090258	0.00178653873175824	0.00422142996505791	0.0028758042503412	0.00813434794017318	0.00167099072160415	0.00542793250660703	0.0025974025974026	0.00332238177858171	0.0017183755833018	0.00314692380979877	0.00295753583491573	0.00542131906796395	0.00244597917647674	0.00768973201399393	0.00136805075317959	0.0064477265628486	0.00173785537784777	0.00102780482527318	0.00133843438710365	0.00358763321726285	0.00646160259655183	0.0112359550561798	0.00419287211740042	0.00461346633416459	0.00341508228151462	0.00375597705964781	0.00554472194159246	0.00410999850545509	0.00432900432900433	0.00344971378748247	0.00170734156874561	0.0013978194017333
"Hemicellulose, not specified -- Macromolecule"	0.00278083540930421	0.00421153506670365	0.00248911014312383	0.00358289434009117	0.00233963735620979	0.00524796641301496	0.00191284464183633	0.00479772311445416	0.00312748476013782	0.00455904610727602	0.00151343170639425	0.00422958108381211	0.00275588566435329	0.0053495135173949	0.00244597917647674	0.00760890900483783	0.00130791665413873	0.00635848467270537	0.00217231922230972	0.000973709834469328	0.0012910561787106	0.00344694171854666	0.00443676860316231	0.0117977528089888	0.00578734461274987	0.00423940149625935	0.00297571497044256	0.00369819279719168	0.00521579775861664	0.0035370896228765	0.00529100529100529	0.00314644224572577	0.00245053731043487	0.00123474047153108
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.00278083540930421	0.00421153506670365	0.00112411425818496	0.00351194593731709	0.00233963735620979	0.00472316977171346	0.00123125632118201	0.00461475909737752	0.00241187384044527	0.00238104027465023	0.00151343170639425	0.00220862083898721	0.00272227730259289	0.00430833303414354	0.00244597917647674	0.00632728700250551	0.00130791665413873	0.00635848467270537	0.0015206234556168	0.000892567348263551	0.0012910561787106	0.00337659596918856	0.00332013220974898	0.0106741573033708	0.00315941772226651	0.00355361596009975	0.00247643393513341	0.00369819279719168	0.00512181942062355	0.00303890798585164	0.00432900432900433	0.00312116961724604	0.000984232198453349	0.0011881464914733
"L-Methionine (D-Methionine) -- Consumption"	0.00278083540930421	0.00421153506670365	0.00112411425818496	0.00351194593731709	0.00233963735620979	0.00472316977171346	0.00123125632118201	0.00461475909737752	0.00241187384044527	0.00238104027465023	0.00151343170639425	0.00220862083898721	0.00272227730259289	0.00430833303414354	0.00244597917647674	0.00632728700250551	0.00130791665413873	0.00635848467270537	0.0015206234556168	0.000892567348263551	0.0012910561787106	0.00337659596918856	0.00332013220974898	0.0106741573033708	0.00315941772226651	0.00355361596009975	0.00247643393513341	0.00369819279719168	0.00512181942062355	0.00303890798585164	0.00432900432900433	0.00312116961724604	0.000984232198453349	0.0011881464914733
"H2 (Hydrogen) -- Production"	0.000695208852326053	0.00141225127985272	0.00291065298994319	0.00173823586796502	0.00107233378826282	0.00419837313041197	0.00259443296249066	0.00207359219353527	0.00241187384044527	0.00812137768097752	0.000567536889897843	0.00451828969021566	0.00201650170562436	0.00254909704520159	0.000693245435044211	0.00396032744864852	0.000165368772362368	0.000736245593681674	0.00320417085290683	0.000243427458617332	0.000130290073080886	0.000633111744222855	0.00789089718012089	0.00365168539325843	0.00794283520831488	0.00484206151288446	0.00261623262501997	0.00013001459052627	0.00140967506989639	0.00625217954466198	0.00312650312650313	0.00109935933886804	0.00568444310535302	0.00067561271083776
"Arabinogalactan -- Macromolecule"	0.000637274781298882	0.00252187728545129	0.00525924885079391	0.00228808598946416	0.000487424449210372	0.00104959328260299	0.00123125632118201	0.0020329335230738	0.00188179167771004	0.00262099006977002	0.00151343170639425	0.00571643040679043	0.00329361945251979	0.00477506911284242	0.00249829958666876	0.00547287233428397	0.00193932469406777	0.00689393601356477	0.00241670513481956	0.00113599480688088	0.000840963198976631	0.00298969434771904	0.00242682309501831	0.00617977528089888	0.00445861753329199	0.00272236076475478	0.00221680779677265	0.000548950493333141	0.00371214435072716	0.00194290838439695	0.00264550264550265	0.00168062979390171	0.00349502862307924	0.000372751840462212
"Butyrate -- Production"	0.000637274781298882	0.00105918845988954	0.000321175502338559	0.000993277638837156	0.00185221290699942	0.00236158488585673	0.00954223648916055	0.00189062817645863	0.000530082162735224	0.0197497139060135	0.000567536889897843	0.000418627479285157	0.00141155119393705	0.000861666606828708	0.000693245435044211	0.00385641215116212	0.000571273940888181	0.000602382758466824	0.000597387786135173	0.000432759926430813	0.000710673125895744	0.000457247370827618	0.00318613584253938	0.000561797752808989	0.000708654442377536	0.00631753948462178	0.0015976993129893	0.00034670557473672	0.000563870027958556	0.00460818014247995	0	0.000758178854391751	0.00142613236918751	0.000931879601155531
