"ID"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"njc134"	32.18	25.86	24.79	21.23	1	18.46	22.48	20.9	0.38	13.68	1.27	12.15	0.7	10.51	3.48	27.1	20.74	19.18	25.6	17.05	45.67	14.78	22.95	11.5	6.65	13	39.07	7.28	44.06	16.9
"njc135"	0	0.05	0.03	0.03	0	0	0.03	0.25	0	0.08	0	0	0	0.08	0	0	4.08	0.05	0.07	0.45	0	0.05	0.03	0.17	0.1	1.53	0.08	0	0	0.15
"njc136"	0	0.05	0	0.03	0	0.08	0.03	0.03	0	0.1	0	0.18	0	0.08	0	0.03	0	0.03	0.03	0.5	0	0.05	0	0.05	0.05	0.1	0.43	0.18	0.03	0.05
"njc137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.07	0	0.05	0	0	0.2	0	0.7	0.03	0.03	0	0
"njc138"	0	0	0	0.03	0	0	0	0.25	0	0.03	0	0	0	0	0	0	4	0.03	0.07	0	0	0	0	0.07	0.03	1.08	0.05	0	0	0
"njc139"	34.61	29.66	25.12	26.95	1.25	20.87	22.71	22.5	0.72	14.86	1.5	11.65	5.26	14.34	4.18	32.86	18.46	25.8	26.42	17.38	46.67	15.66	23.58	15.82	11.24	23.88	40.3	9.88	44.26	19.38
"njc140"	0	0.03	0	0.03	0	0	0	0	0	0.08	0	0	0	0.05	0	0	0	0	0	0.45	0	0.03	0	0	0	0	0	0	0	0.03
"njc141"	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	4	0	0.07	0	0	0	0	0.07	0.03	1.08	0.03	0	0	0
"njc142"	0	0.03	0.03	0.07	0	0.05	0.03	0.12	0.03	0	0.03	0.1	0	0.05	0.07	0.03	0.1	0.07	0.03	0	0.03	0.03	0.07	0.07	0.03	0.1	0.08	0	0	0.08
"njc143"	9.68	7.43	5	11.65	0.58	8.56	9.33	6.7	0.52	4.48	0.65	4.59	4.81	5.88	1.75	17.04	9.31	9.93	1.93	6.16	2.15	6.18	5.88	5.92	6.82	17.58	8.16	5.51	18.06	10.04
"njc144"	0	0	0	0.03	0	0.03	0.03	0.03	0.03	0	0	0.05	0	0	0	0.03	0	0	0	0	0	0	0	0	0.03	0.03	0.03	0	0	0.03
"njc145"	27.31	30.31	20.39	23.32	0.98	14.86	12.88	17.58	0.55	20.24	1.05	10.72	4.98	23.29	3.35	21.07	22.72	25.25	25.77	14.38	45.6	11.03	21.82	15.38	13.67	24.23	33.44	11.76	25.12	12.74
"njc146"	34.58	29.73	25.19	26.9	1.2	21.09	22.68	22.25	0.72	15.01	1.5	11.59	5.21	14.31	4.15	32.66	14.84	25.55	26.4	17.38	46.65	15.66	24.95	15.43	11.04	21.23	40.28	9.58	44.28	19.3
"njc147"	0	0.03	0	0.03	0	0	0	0	0	0.08	0	0	0	0.05	0	0	0	0	0	0.45	0	0.03	0	0	0	0	0	0	0	0.03
"njc148"	0	0	0	0	0	0.05	0.03	0.03	0	0.03	0	0.06	0	0	0	0.03	0	0	0	0.03	0	0	0	0	0	0.03	0	0	0	0.05
"njc149"	0	0	0	0	0	0	0	0	0	0.03	0	0.09	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.35	0	0	0
"njc150"	0	0	0	0	0	0.05	0.03	0.03	0	0.05	0	0.15	0	0	0	0.03	0	0	0	0.05	0	0	0	0	0	0.03	0.35	0	0	0.05
"njc151"	0	0	0	0	0	0	0	0	0	0.03	0	0.09	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.35	0	0	0
"njc152"	0	0	0	0	0	0	0	0	0	0.03	0	0.09	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.35	0	0	0
"njc153"	0	0.03	0	0.03	0	0	0	0	0	0.08	0	0	0	0.05	0	0	0	0	0	0.45	0	0.03	0	0	0	0	0	0.18	0	0.03
"njc154"	0	0.03	0	0.03	0	0	0	0	0	0.08	0	0	0	0.05	0	0	0	0	0	0.45	0	0.03	0	0	0	0	0	0	0	0.03
"njc155"	0	0.03	0	0.03	0	0	0	0	0	0.08	0	0	0	0.05	0	0	0	0	0	0.45	0	0.03	0	0	0	0	0	0	0	0.03
"njc156"	34.58	30.21	24.82	27.27	1.02	20.52	22.71	22.55	0.68	15.98	1.48	12.31	5.21	15.54	4.25	32.58	17.74	23.95	26.27	18.23	46.5	15.78	22.32	15.22	11.29	19.43	40.38	6.56	44.21	19.53
"njc157"	0	0.03	0	0.05	0	0	0	0.25	0	0.08	0	0	0	0.05	0	0	4	0	0.07	0.55	0.03	0.03	0	0.07	0.03	1.08	0.1	0	0	0.03
"njc158"	0	0.03	0.03	0	0	0	0.03	0.25	0	0	0	0	0	0.03	0	0	4.08	0.05	0.07	0	0	0.03	0.03	0.17	0.03	1.53	0.05	0	0	0.13
"njc159"	0	0.08	0	0.03	0	0.1	0	0.03	0	0.18	0.03	0.09	0	0.03	0	0.58	0.28	0	0.07	0.03	0.07	0	0.1	0	0.23	0	0.53	0.18	0.03	0
"njc160"	2.58	3.8	0.35	5.75	0.25	2.28	0.33	1.88	0.32	1.35	0.2	0.05	4.58	3.83	0.72	6.01	7.33	7.68	0.88	0.4	1.02	1	1.65	4.68	4.99	13.33	1.53	4.58	0.38	2.6
"njc161"	0	0.03	0	0.05	0	0.18	0.05	0.07	0.05	0	0	0.21	0	0.03	0	0.05	0	0.05	0.03	0.05	0	0.05	0	0.05	0.15	0.18	0.13	0.05	0.05	0.15
"njc162"	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	4	0	0.07	0	0	0	0	0.07	0.03	1.08	0.03	0	0	0
"njc163"	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	4	0	0.07	0	0	0	0	0.07	0.03	1.08	0.03	0	0	0
"njc164"	0	0.13	0.28	0.07	0.05	0.43	0.08	0.4	0.07	0.08	0	0.21	0.05	0.13	0.03	0.2	5.23	0.85	0.2	0.08	0.05	0.08	0.35	0.65	0.43	4.33	0.33	0.58	0.08	0.3
