"Taxa"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"korra_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"	"ophelia_9"
"Metabolism|Global and overview maps"	0.384818646242235	0.381491759673583	0.352315033273209	0.365886923715553	0.361610229858732	0.376287324096863	0.370343742225127	0.36537437224026	0.360510461536016	0.367422346560503	0.367585283976161	0.369972465594067	0.377188443321603	0.376960649521913	0.389943398750277	0.384388505244576	0.393554508688823	0.375490651425529	0.38909791879835	0.382606432760708	0.386831108289757	0.387976507408466	0.376881337680598	0.384778895409212	0.378218455918076	0.361692853991825	0.381562538802145	0.384322582298679	0.366266792103576	0.362264047036902	0.375587617474229	0.400831163031539	0.371482821082245	0.377567416796619	0.359919077454278	0.372228757448412	0.394241714684104	0.363812750672803	0.381352469247254	0.381120016789089	0.394895649477188	0.367469481831285	0.391725632918576	0.37658078614004	0.379776088390633	0.382977919872695	0.385369127498966	0.382528215562529	0.364205641014498	0.401964845742737	0.381759598733449	0.391131740603083	0.376243113975015	0.371737588342013	0.380334516808685	0.359067046931429	0.379618433640051	0.377574592667491	0.380057568676167	0.356997957206229	0.377192361151977	0.383075519711959	0.379849403814004	0.378228413927628	0.341362860044995	0.376087677412337	0.364832134932668	0.385450727682426	0.377962209288631	0.380608464101183	0.376412726104452	0.383758239455575	0.366638736664065	0.375599859408069	0.37850077893301	0.365022817812379	0.368387098902866	0.393517199728435	0.38394784303732	0.380658595777207	0.363711866960337	0.377250869828984	0.400147355684164	0.393011647397749	0.381864189643675	0.356728671890413	0.36899188962529	0.398922507219852	0.363917183196339	0.380132379364365	0.376232036373691	0.384590784965736	0.357896830399887	0.375757391006375	0.362302172078687	0.36565960387637	0.374704992264748	0.375889600541014	0.355160874462601	0.374617577602102	0.368224088922682	0.38268012039802	0.378802098868674	0.397956677659617	0.379364368238891	0.39780974031313	0.388659341005158	0.378737407129895	0.377721713053805
"Metabolism|Carbohydrate metabolism"	0.117816488419096	0.115536450965425	0.140210170649226	0.124669669677995	0.128444802190655	0.122794720303397	0.120493133741177	0.114301203910979	0.124692000811999	0.119946531902018	0.115882923352933	0.122031621153232	0.117792182586062	0.118476661695864	0.116671400077593	0.114960939948676	0.11595641367077	0.114823880179991	0.117200291074943	0.118841867686389	0.112743524383375	0.116486779202137	0.118428196861204	0.118089194969912	0.11809384049193	0.121036766000589	0.117545920253189	0.117689393575877	0.122548992426094	0.120557513503594	0.11920734413772	0.11463024785361	0.121155734447583	0.118445683295331	0.12190996736196	0.11980331446422	0.116091188069823	0.123121396150042	0.119251842198857	0.121425217414009	0.113938899724807	0.122351760760179	0.11651955304683	0.121358648864744	0.116769291345558	0.115246596378649	0.118075033339493	0.120188111145519	0.123367249523522	0.116808801319062	0.118752632596149	0.119006990610619	0.120424523114931	0.113156160506713	0.123944583817749	0.122779328664184	0.116525943674106	0.119673183484265	0.119716848072755	0.114253371327243	0.119300798038295	0.117768163014174	0.11781542776351	0.117283840422101	0.11014118054502	0.120045625646264	0.115340933185057	0.116652960826464	0.118752089214905	0.116082329869579	0.117606763200535	0.116614274500809	0.121761365504287	0.119849470249931	0.120512319199759	0.112696308061932	0.119212693386967	0.115256505756523	0.117874871391377	0.118639995051191	0.116059317816811	0.117806943159622	0.115142805751252	0.118222589093782	0.118097434871827	0.122251678177365	0.120680813583756	0.114585989689427	0.122040345539464	0.120038030265676	0.11933480856066	0.116659334873572	0.119825794261353	0.115101087671163	0.120710831029752	0.119746127926464	0.118818593174083	0.115395169522819	0.116198977681447	0.120795817023579	0.116454417923204	0.118160379960598	0.115266176585296	0.118607016151879	0.11429499385898	0.116756302210274	0.116768566522418	0.11595942195342	0.11645342562206
"Environmental Information Processing|Membrane transport"	0.0803889833915808	0.0687170073976211	0.0999798812973842	0.0894808671351498	0.0848745892493343	0.0815495042052904	0.0595739682667336	0.0823797284876649	0.0862273501547757	0.0892822027959279	0.084449702758495	0.083524818742029	0.0764828727987595	0.0815636482113785	0.0633117604024894	0.0764410835014488	0.0692445971007555	0.0716544584492059	0.0714483346857296	0.078204281073796	0.0670512011710672	0.0735861670358004	0.0655812036700993	0.057747861626193	0.0491735640745176	0.0828041506302408	0.076422924796503	0.070281656412606	0.0835392535723915	0.0822971350339438	0.0785649961590721	0.0642790641094909	0.0806584735139156	0.0757530489174712	0.0841968872215785	0.0918773754710375	0.0603216608792232	0.0845213638003998	0.0750011194982227	0.0737121508214295	0.0675657348453722	0.0836089735932344	0.0678612470165697	0.0805462401837547	0.0726063533977714	0.0678536652470027	0.0699414658617395	0.0774764656404267	0.0850114866105449	0.0684064703889696	0.0783472551408795	0.0723568226238711	0.0784723330818183	0.0755291586601009	0.0756028353734602	0.0859273173745095	0.0715051146758036	0.0796127250307672	0.0759861046746889	0.0865681910577556	0.0664666659175157	0.0488418837483872	0.0624831030457889	0.0665290672371456	0.0914868686749641	0.0747492706496992	0.0842929630336148	0.0694342705412257	0.0590424484386267	0.0693145093557095	0.074135269707072	0.0655873921991933	0.0837905206636656	0.0786520397771288	0.0670042062119687	0.075968163977654	0.0758026074366989	0.0696308565751312	0.0774416744158296	0.0760624854339335	0.0799507275256398	0.0723310605889025	0.0675533441609667	0.0693942446386786	0.0743414535398543	0.0869296193970806	0.0796961226031243	0.0696795436994734	0.0823185694295212	0.0833771647327501	0.0793208912445432	0.0718537334773882	0.0873992823772663	0.0619381015602987	0.0816842148720518	0.0809684495429945	0.0753541680355205	0.0711002910103508	0.0828254084689179	0.0784412963919754	0.0606290415882346	0.0716276345559641	0.0398283390662825	0.0752524114445425	0.0732450499933126	0.0704580695655564	0.0732368669653726	0.071007866270229	0.0810760604217557
"Metabolism|Amino acid metabolism"	0.0672879607891296	0.0672658770500503	0.0544229514226671	0.0585539062014306	0.0564779800789032	0.0618470617709776	0.0604621082784531	0.0607181056079648	0.0555735104731293	0.0606149804811144	0.0615868892561521	0.0592321639066988	0.0653363778826232	0.062366159524523	0.0665768113763924	0.0676381595364387	0.0692648021358141	0.0643829709670946	0.0669530397610308	0.0642112284433007	0.0686264675581194	0.066852777154329	0.063635211327062	0.0634612746647432	0.0598942561909126	0.0591793177961992	0.0656027045904286	0.0669424121356563	0.0577314161533065	0.0593992434250662	0.0633387889775558	0.0728063328828683	0.0602511292851576	0.0624274496993089	0.0583685558430088	0.0598005937869375	0.0696549596188226	0.0569990477526157	0.0632973040375765	0.0641051285886511	0.0719854447216815	0.0585524934423461	0.068539754736261	0.0612009973263685	0.0627691925613067	0.0649469246589344	0.0644397734142532	0.0637721690178098	0.0570597397180533	0.0714895749672285	0.0638059800741639	0.0659173807021945	0.0618651555053278	0.062688002979545	0.062096716775533	0.0559737034487087	0.0658584595469259	0.0618964512707673	0.0625648433013757	0.0612885221293793	0.0625534334756771	0.0622618232306544	0.0615624100547829	0.0617343174634163	0.0615938563271439	0.0617049714860739	0.0623499753744299	0.0653288244885895	0.0620703994579318	0.0639754261024198	0.0625356853899375	0.0652368605158906	0.0587870118844529	0.0621880168135544	0.0613746820096011	0.0616909902834573	0.0613578652224997	0.0705159446246144	0.0655450201060897	0.0640109629992583	0.059680913177302	0.0632546290954733	0.072344768242798	0.0674838348007368	0.0640112977287661	0.0558613531249793	0.0615251143334068	0.0726411957370944	0.0574689931391121	0.0644005807715252	0.0629350853651333	0.0671703561551289	0.0589189874219467	0.0623039406031812	0.0597923513666402	0.0610795279159728	0.0619794324899454	0.0642729494411917	0.060194113886468	0.0608101093698765	0.0592071049686299	0.0658632717183317	0.0592364722909419	0.0690464237713603	0.0667368610047776	0.071007848701973	0.06883277928641	0.06370459853035	0.0636180602311838
"Environmental Information Processing|Signal transduction"	0.0399153569031874	0.0467994527371872	0.0437610810332384	0.0454800354073622	0.0479575515820307	0.042800148151584	0.0588111345778388	0.0611551191961688	0.0457627634860358	0.0527498566750239	0.0563686206834487	0.0476129528125169	0.0483819294730202	0.0474294639040517	0.0443775069458584	0.0435837775629965	0.0389834005854351	0.0548671459530224	0.0398572781835579	0.0445671559070007	0.0472769773917685	0.0418264529610444	0.0527516062268096	0.0485542791447593	0.0573910599769601	0.0473382408883971	0.0449650086504397	0.0448995256682004	0.0454015419704514	0.047347769801977	0.0433527683750306	0.0335578661150801	0.0431062364053847	0.0471655673014186	0.0460939875416951	0.0476680200571531	0.0414984193884827	0.045210883686289	0.043764916027774	0.0428682069286474	0.038256403458094	0.0438422785050142	0.0405351827391775	0.0415911607330484	0.0514996715139034	0.0511034721384643	0.0463967108531305	0.0389250949104078	0.0441141503317515	0.0328197079538505	0.0429566860471711	0.0380734322400896	0.0416752330383064	0.059642589452507	0.0419227625904839	0.0471433611277472	0.0493115062995762	0.0452582724322239	0.044022834007239	0.0533751570153274	0.0527868828866925	0.0542623621893311	0.0513414117259122	0.0520179462675669	0.0534901180575456	0.0444712590304485	0.0493315411368091	0.0439335757369206	0.0534356366137163	0.0500418418843944	0.049296839263302	0.0487076493191342	0.0441912262640043	0.0427734681349849	0.0500897757133709	0.0597643982272038	0.0476749266327314	0.0390173261371082	0.0405249591877107	0.0461047752808087	0.0575482442545922	0.0475017848591602	0.0330377408666348	0.0376048053392427	0.0459643578297545	0.0475492522274259	0.0434358547438568	0.0340895393507238	0.0468064558465157	0.0417437182220604	0.0475497724822915	0.0446738389103668	0.0492799608081361	0.0566544165780572	0.0465941156223947	0.0466765278222907	0.0478345373000698	0.0532878420961402	0.0509210270223095	0.0494570563059989	0.0645168106783842	0.0410022755200555	0.0606692524449654	0.033873147943092	0.0442154702077272	0.03474378925403	0.0406600934426265	0.0523661057909139	0.049911646352258
"Cellular Processes|Cellular community - prokaryotes"	0.0385772248666995	0.0386041261850449	0.0429300289683779	0.0434496308592484	0.0427438741773974	0.0410317516939605	0.0429629402378011	0.0474964768147617	0.0430999889666728	0.0461575099078349	0.0457868048226838	0.042915455310286	0.0390628977735053	0.0433910185046314	0.0373010270673682	0.0395396166265026	0.0357636763315221	0.0420728647083992	0.0377324509661759	0.0418896037411528	0.0382782400354745	0.0382300486394109	0.0416929289258191	0.0373273488247418	0.0398014000075637	0.0441970987732651	0.0384075397464462	0.0389398741499894	0.042807696421701	0.0441808651767057	0.0409341512723297	0.0315669567340438	0.0409470255738467	0.0414692802859156	0.0441083457636313	0.0484549807132323	0.034966373319313	0.0427323014900478	0.0402454319801504	0.037921504113798	0.0342159450794702	0.0420152122322291	0.0352638127594867	0.0406644457165024	0.0425553795577404	0.0414184085253148	0.0404745050898101	0.0386090713942902	0.04247993286187	0.0335413592327818	0.0408246854815061	0.0386546809797509	0.0395602390204668	0.0452267422460283	0.0389035127180572	0.0438989661628439	0.0406343799038762	0.0423182004680066	0.041103483438364	0.0504638263945607	0.0422469990956113	0.0390153635198098	0.0401742004242434	0.0408438193286183	0.0582080769980489	0.0403732427838587	0.0490190276568016	0.03842866632145	0.0411519994870584	0.0406601863073131	0.0408309758131907	0.0397571578973205	0.0420551898604121	0.0401880855489652	0.0404309256319641	0.0478955212434992	0.042333423768316	0.0359076837082793	0.0384128018778648	0.0406599193309832	0.0467502844030576	0.0409504581087169	0.0323293290499812	0.0364807784347293	0.0403269457258891	0.0448976782450384	0.041722433861821	0.0337748359276573	0.0430644683776885	0.0403900557043621	0.0413489647459669	0.0388415078663024	0.0471113720352139	0.0422222151586747	0.0435846646122301	0.0429756961159452	0.0410527554805947	0.0422701825262307	0.0490465098665304	0.0421123171376913	0.0454814652113209	0.0389688356229629	0.0392628132763769	0.0362841687262998	0.0411578051447753	0.0340780539148566	0.0373398184073927	0.0428978484193208	0.0434460055949281
"Metabolism|Energy metabolism"	0.0354266397463116	0.0362654758799242	0.0361691892987235	0.0365273322139597	0.0368279515793687	0.0359406791459882	0.0365370074753624	0.0362343584958909	0.0379604552709353	0.0358648581603174	0.0363616719673897	0.0370500663545925	0.0359426915329604	0.0362362369476197	0.0356479035657968	0.036046445316378	0.035886049760116	0.0361044445136305	0.0361738614467624	0.0353395697175393	0.0362735664969358	0.0358986268918569	0.0365320258283673	0.035465990442607	0.034836344721876	0.0373434695089586	0.03580850267585	0.0366467771921195	0.0373726122137178	0.0374578661369942	0.0366557109370401	0.0366715426670653	0.0374079346554796	0.0364451213739461	0.0377432076605496	0.0352940380159707	0.0364430705052693	0.0377966106711089	0.0362402354427756	0.0360293700920847	0.0366645470124161	0.0376104577032624	0.0358568724875626	0.0367936057422836	0.0356102537978107	0.0357450713884546	0.0355131537978067	0.0367776780141464	0.037862184295974	0.0358834507083752	0.0360908465361514	0.0353002411295185	0.0372252495941662	0.0359373911935054	0.0359104316525057	0.0380805484545895	0.0366098970671706	0.0358023996515259	0.0357181823996077	0.0361260427521981	0.0360684411098314	0.0352783744872314	0.0355998762368444	0.0355885475384795	0.0353815678079801	0.0368234248849846	0.0354917936567461	0.0357269130688222	0.0360691836033023	0.0358111803398285	0.0360326306525962	0.0361002319716765	0.0377431579224252	0.0371743608346391	0.0357322151851815	0.0359353708259033	0.0371228804407746	0.0363151754149591	0.0366199375970518	0.0356541508712815	0.0363566904092227	0.0364085112293823	0.0365042773792208	0.035986960320648	0.0355515348359695	0.0379874903835203	0.0373164726687972	0.0364525616042918	0.0376927628909815	0.0358451534755532	0.0358948276751545	0.0364264310020998	0.0364930415265557	0.0358860086252236	0.0375693493158207	0.0372967682962361	0.036468281452479	0.0360445612949036	0.0363609608840976	0.0356026794409457	0.0355989031686985	0.0361823120111544	0.0349442399093549	0.0353799009349415	0.035962313302859	0.0359861661224913	0.0366029893513544	0.0359147160515654	0.0358284730455269
"Metabolism|Metabolism of cofactors and vitamins"	0.0359478779400689	0.0348061556506781	0.0332235619855065	0.0344084057335757	0.0343802742069303	0.0361960944542941	0.0331763987198852	0.0306871784767233	0.0347156146960058	0.03191575490766	0.0313870209857255	0.0347611982213284	0.033224826411426	0.0346719708602808	0.0367530625890456	0.0346079890564511	0.0365074239653419	0.0323342759015755	0.0370751135147349	0.0357842077935813	0.0344945000034648	0.0356375266903706	0.0338326522220378	0.0358889860476214	0.0339997717957616	0.0342327211047595	0.0343509953475605	0.0348851458905765	0.0350633185508379	0.0343689915160475	0.0353069930908097	0.0375422658233441	0.0353935169102094	0.0352164605294815	0.0345256425318857	0.0337489377684579	0.0370226817363689	0.0348558004050365	0.0362308388485083	0.0359278852226434	0.0358721311317305	0.0351754759801373	0.0365350103741779	0.0363549629534398	0.0347907992303205	0.0347596609097423	0.0362121508646042	0.0367682131655785	0.0352296698411716	0.0383239221837536	0.0361752395228121	0.0388788596217202	0.0359561423154598	0.031658016607903	0.0369726530413445	0.0343697154005564	0.0338117707924794	0.0359719332828707	0.0365091719332555	0.0331215913275813	0.0345019299748248	0.0360502400068824	0.0355167593532481	0.0350929238461403	0.0338482083245692	0.0357149938437365	0.0349360633140248	0.0361951222976663	0.035515450785038	0.0344595764588007	0.0341965412157388	0.0350501546575071	0.0349176731335152	0.0354546717355922	0.0356161910018286	0.0322127897367789	0.0347083691524949	0.0359787029801356	0.0358117918920297	0.0348289702985268	0.0321196665931914	0.0353139025325541	0.0375804714538519	0.0380685752770013	0.0351836490183219	0.0342742338435336	0.0354477881260567	0.036576120570611	0.0346401817494001	0.0350962284991826	0.0338199477932799	0.0347012165287588	0.0348277844487979	0.0343588712078445	0.0344298617257825	0.0342725219573546	0.0349139221454995	0.0327899553204778	0.0343222470333666	0.0348045849034955	0.0322211248362893	0.0370226369053797	0.0362806163382957	0.0386218178988895	0.0362969099235717	0.0372537621143577	0.0356040080885235	0.0339934303049143	0.0335002621621244
"Metabolism|Nucleotide metabolism"	0.0257326808782624	0.0252913769720766	0.0250008442557405	0.0253590231889969	0.0251721760194893	0.0260920675196198	0.0244877363219087	0.0238684053003357	0.0252319531882226	0.0245515873564095	0.0242469090860919	0.0253125558413899	0.0247806199863683	0.0254883105102666	0.0262201194304151	0.0255970198962221	0.0262550693279814	0.0245150025224059	0.0262984779399005	0.025845356930352	0.0255182672224915	0.0261608149961229	0.0249377602315276	0.0259086524858246	0.0257292752722356	0.0252145197673476	0.0253739238267733	0.0257355945761242	0.0254561861025919	0.025288869208731	0.025785512265842	0.026709067117727	0.0256498745868035	0.0255266310425272	0.0253068304053654	0.0258221267527033	0.0262860235148281	0.0252879900414887	0.026014945101714	0.0259278656613295	0.0263004710940059	0.0254757441682537	0.0262500769701498	0.0261153109666157	0.0254269491650773	0.0254814815656652	0.0259295683544839	0.0263160262733347	0.0254535241648412	0.0269628248106443	0.026149176854862	0.0270116589235869	0.025901750566716	0.0242020212494422	0.026363761205937	0.0250541580042885	0.0252736854618286	0.0259659014014818	0.0261125878777796	0.0238013659106604	0.0252667036750969	0.0252971503470172	0.0257326043263648	0.0255562038229686	0.0227694261862999	0.0257030556808332	0.0247076036949638	0.0260836516131763	0.0254033782288768	0.0253870713609218	0.0252530531121966	0.0257433892003387	0.0253992571374349	0.0256951816015996	0.0256267094245847	0.0239449250070363	0.0253818777269468	0.02623360075975	0.0260771304701792	0.0256047424247055	0.0241728722099963	0.0257170274460714	0.0268832106169628	0.0267414735238751	0.0260110243846028	0.0248680352226976	0.0257436511932903	0.0265182931406633	0.0251705855662829	0.0258797186002752	0.0252973427839401	0.0256945704585056	0.0241830322616038	0.0247350707544314	0.0253095953555275	0.0253075331018667	0.0254212412267086	0.024784892687736	0.0239030221009669	0.0255699459498127	0.024033385259162	0.0263028549718227	0.0255068973593538	0.0272813357935093	0.0251666619691497	0.0266521161431717	0.0261713013813889	0.0250504118382781	0.0252260565942905
"Metabolism|Lipid metabolism"	0.0198275568318787	0.0218204109991908	0.0213193026114011	0.0208550567687208	0.0222388056865728	0.0204056202047125	0.0241508967067941	0.0229977906358466	0.0219628644399238	0.0205896224994658	0.0221059781060143	0.0209362303377325	0.0209637181148801	0.0202456969147666	0.0209129755889456	0.0202190838706156	0.020205893278176	0.0223856292816436	0.0201901975999423	0.0198039962409117	0.0212043296619706	0.0201549039062833	0.0222531931312827	0.0236069914251987	0.0245052561630632	0.0220188565379471	0.0211340492258591	0.0204623995452532	0.0213650991866893	0.0220199927980413	0.0208338997412225	0.019583089402046	0.02109996710677	0.0211156516320387	0.0219810513476827	0.0191233632601891	0.0204134689891813	0.0217086362760943	0.0205678300465402	0.0212424764012298	0.0193101725999021	0.0212782808603232	0.0204179552066418	0.020326697293678	0.0216556840206469	0.0214206971015486	0.0208898001413212	0.0200434740235407	0.0215273271314681	0.0188542524481614	0.0200376561089512	0.0194119257915499	0.0208349538227537	0.0233632152838029	0.0207279782655345	0.0221547709304138	0.0213385024264301	0.0206435474566266	0.020883200739442	0.0219049003933033	0.0218022711625001	0.0239493718973306	0.0234227554403733	0.023214013394195	0.0218832011315229	0.0211899322675883	0.020906109767584	0.021154586285528	0.0227530756740041	0.0223008414476423	0.0221960386548927	0.0213199716753899	0.0214011064059318	0.0208374070293329	0.0225709797290357	0.023496218620502	0.0221328401050203	0.0193494360483368	0.0198482833359675	0.0207530533698371	0.0230037714832926	0.0217018354831619	0.0190386835393171	0.0194523620240524	0.0207393757455701	0.0222143091645198	0.0213246022081986	0.0189428586518434	0.0219684426247932	0.019638054279147	0.0211412472042131	0.0203008715261144	0.0219150095804058	0.0238797290471874	0.0220212644707135	0.0217317206566013	0.021998970568494	0.0219273601574647	0.0225988975851427	0.0213452170434221	0.0244353192999392	0.0205830167855724	0.0272853668077658	0.018045222993641	0.0215943205539989	0.0191099887709939	0.0192797123596661	0.0217300368261383	0.0208785462934078
