"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"chemoheterotrophy"	0.319922330097087	0.236338447329263	0.329608338258207	0.274694472474493	0.331317889408373	0.302919276681243	0.334329349269588	0.308984171806495	0.331302492083161	0.214749163879599	0.332606708389002	0.267108954094127	0.240541684299619	0.186343147597583	0.326423827731938	0.311058318645107	0.272514907481404	0.236153707378676	0.170521741522044	0.263315405968078	0.200756876499908	0.312509515351434	0.250773471339371	0.298973924503436	0.171285673773492	0.250433590126245	0.267046487665919	0.260194336018603	0.320852661806936	0.277268727028006
"fermentation"	0.307029126213592	0.21955975165478	0.322731424273357	0.24733714541989	0.330439062115513	0.292164046802978	0.314077025232404	0.299695325852716	0.330545229244114	0.201705685618729	0.331481611701006	0.246938866378735	0.181210325856961	0.170934433042422	0.323203863956531	0.272894474672389	0.251921067191246	0.22250285645559	0.168046425919305	0.250260235947259	0.197664759091748	0.299670134483634	0.244698205546493	0.284759484138191	0.16741859805615	0.241237446053322	0.236074913631129	0.18686155634914	0.316434724983433	0.245120877983124
"anaerobic_chemoheterotrophy"	0.307029126213592	0.21940581866694	0.322731424273357	0.247225025227043	0.330439062115513	0.292164046802978	0.314077025232404	0.299695325852716	0.330545229244114	0.201438127090301	0.331481611701006	0.246938866378735	0.181210325856961	0.170774591605128	0.323203863956531	0.272894474672389	0.251921067191246	0.22250285645559	0.168046425919305	0.247527758501041	0.197664759091748	0.299568637401675	0.244698205546493	0.284759484138191	0.167341256541803	0.241237446053322	0.236074913631129	0.18686155634914	0.316434724983433	0.244965574364549
"animal_parasites_or_symbionts"	0.0130485436893204	0.084817076299451	0.00526513726965024	0.0436147550173786	0.00376138081344254	0.0366386951896939	0.00802346170872067	0.0182061380694063	0.00413052457662123	0.0810702341137124	0.0019337599324942	0.0473306914822566	0.265340668641557	0.108628240785141	0.00853290400482995	0.022453827879531	0.0429089567836725	0.113536592699501	0.120327841799829	0.047883414295628	0.0983939449880007	0.0208069018015732	0.0776283962423356	0.0204744422479526	0.117172394235479	0.0626386480054854	0.0537002242560155	0.153558674528694	0.014137397835211	0.0519749443495367
"human_associated"	0.0130485436893204	0.0602904202370568	0.00322355343039811	0.0436147550173786	0.00105459275143249	0.0187921049521333	0.00138335546702081	0.017463030393104	0.000757262839047226	0.0760535117056856	0.000421911257998734	0.0446146311055701	0.0239526026237833	0.0927719702055561	0.00422620245522238	0.022453827879531	0.0426015860330731	0.0595345480786578	0.120107813746253	0.0418112421929216	0.0981631899575411	0.0130931235726973	0.0520335264667829	0.0152969970818036	0.0968573564670396	0.0492074375831888	0.0494575428813867	0.0446806743625945	0.00883587364700685	0.041207226795051
"human_gut"	0.0128155339805825	0.0389963569192878	0.00322355343039811	0.0288709496580334	0.00105459275143249	0.0146554780758776	0.00138335546702081	0.0173144088578435	0.000757262839047226	0.042742474916388	0.000421911257998734	0.0188788458969678	0.0236986881083369	0.0558166299031361	0.00241497283155565	0.0180090428385317	0.0424786377328333	0.051716880149137	0.0042630435380511	0.018910478834143	0.00567657374930773	0.00751078406495813	0.036564099679361	0.0152969970818036	0.0739127072108072	0.0490057677570282	0.0233347475604582	0.0430196827506021	0.00883587364700685	0.0216389708546876
"mammal_gut"	0.0128155339805825	0.0389963569192878	0.00322355343039811	0.0288709496580334	0.00105459275143249	0.0146554780758776	0.00138335546702081	0.0173144088578435	0.000757262839047226	0.042742474916388	0.000421911257998734	0.0188788458969678	0.0236986881083369	0.0558166299031361	0.00241497283155565	0.0180090428385317	0.0424786377328333	0.051716880149137	0.0042630435380511	0.018910478834143	0.00567657374930773	0.00751078406495813	0.036564099679361	0.0152969970818036	0.0739127072108072	0.0490057677570282	0.0233347475604582	0.0430196827506021	0.00883587364700685	0.0216389708546876
"human_pathogens_all"	0.000388349514563107	0.0431012365950023	0	0.0285906491759166	0	0.00756411771658196	0	0.000371553838151148	0	0.0617391304347826	0	0.0424328776882319	0.000253914515446466	0.0720565199322272	0.0027369692090964	0.00444478504099931	0.000307370750599373	0.0101028324012268	0.116669875409115	0.036823386537127	0.0928558242569688	0.00954072570413601	0.0233447713337459	0	0.0324576555208951	0.00020166982616061	0.0291532820170919	0.00290673532098663	0	0.0239685251333023
"nitrate_reduction"	0.000388349514563107	0.0214479963056083	0	0.0146877452629219	0	0.00413662687625576	0	0.000371553838151148	0	0.0336454849498328	0	0.0260029386882764	0.000253914515446466	0.0371791183146319	0.00181122962366673	0.000229902674534447	0	0.00811834746527151	0.115844770208202	0.0241151977793199	0.0923943141960495	0.00598832783557473	0.0153006694042864	0.00014120304998588	0.0730619505529918	0.000605009478481829	0.0365476695557306	0.00191014035379121	0	0.0200859346689445
"aerobic_chemoheterotrophy"	0.0128155339805825	0.0169326286623223	0.0068769139848493	0.0274694472474493	0.000878827292860407	0.0108143245479258	0.0201969898185038	0.0092888459537787	0.000757262839047226	0.0133110367892977	0.00112509668799662	0.0201700877153925	0.0593313584426576	0.0156005242799143	0.00321996377540753	0.0381638439727182	0.020593840290158	0.0137109868302363	0.00247531560273935	0.0157442748091603	0.00313826841425143	0.0129408779497589	0.00601901333183327	0.0142144403652452	0.0039444172316894	0.00919614407292381	0.03097157403479	0.0733327796694627	0.00441793682350342	0.032251384790599
"human_pathogens_gastroenteritis"	0.000233009708737864	0.0184719585407153	0	0.0124453414059872	0	0.0034274908403262	0	0.000222932302890689	0	0.0290969899665552	0	0.0175430784985974	0.000253914515446466	0.0323199386208881	0.00152948279331858	0	0	0.00469060075771243	0.00693088368767018	0.0197779319916724	0.00461510060919328	0.00497335701598579	0.00945041345558868	0	0.0190775735388899	0	0.00121219467846536	0.00124574370899427	0	0.0164621835688772
"xylanolysis"	0.000233009708737864	0.000410487967571451	0.00295492397786493	0.000280300482116829	0	0.00118189339321593	0.00470340858787074	0.00966039979192985	0.000240947266969572	0.000100334448160535	0	0.00182554877777283	0.000253914515446466	0.000479524311882612	0	0.000766342248448157	0.0316591873117354	0.00270611582175717	0.00233779806925383	0.00294934073560028	0.00286136237769983	0.00431362598325298	0.000675029532542049	0.0501270827449873	0.000902317667379927	0.0455773807122978	0.00987938662949269	0.00191014035379121	0.000883587364700685	0.00129419682145261
"human_pathogens_diarrhea"	0	0.000153932987839294	0	0.000280300482116829	0	0	0	0	0	0.000267558528428094	0	0	0	0.000159841437294204	0	0.00444478504099931	0	0	0	0.00195176960444136	0	0.000152245622938341	0.000393767227316195	0	0	0	0	0	0	0.000155303618574313
"cellulolysis"	0.000233009708737864	0.000153932987839294	0	0.000280300482116829	0	0.000590946696607966	0.000276671093404161	0.000520175373411607	0.000103263114415531	0	0	0.000890511598913576	0	0.000159841437294204	0	0.000613073798758526	0	0.000180407721450478	8.25105200913116e-05	0.000130117973629424	0	0.000405988327835575	0	0.000329473783300386	0.000257805047822836	0.000726011374178195	0.000606097339232681	0.000249148741798854	0.000331345261762757	0.000672982347155355
"reductive_acetogenesis"	0	0.000153932987839294	0.000161177671519905	0.000392420674963561	0	0.000295473348303983	0.000166002656042497	0.000891729211562755	0.000103263114415531	0	0.000105477814499684	0.000445255799456788	0	0.000159841437294204	0.000281746830348159	0.000229902674534447	0.000614741501198746	0.000420951350051116	8.25105200913116e-05	0.000130117973629424	0.000138453018275798	0.000253742704897234	0.000393767227316195	0.000329473783300386	0.000128902523911418	0.000524341548017586	0.000484877871386145	0	0	0.000517678728581043
"plant_pathogen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240543628600637	0	0	0	0	0.000281262305225854	0	0.00123746422954961	0.00020166982616061	0.00121219467846536	0	0	0
"human_pathogens_pneumonia"	0	0	0	0.000168180289270098	0	0	0	0	0	0	0	0	0	0	0	0.00444478504099931	0	0	0	0	0	0	0.000393767227316195	0	0	0	0	0	0	0
"human_pathogens_septicemia"	0	0	0	0.000168180289270098	0	0	0	0	0	0	0	0	0	0	0	0.00444478504099931	0	0	0	0	0	0	0.000393767227316195	0	0	0	0	0	0	0
"ureolysis"	0	0	0	0.000168180289270098	0	0	0	0	0	0	0	0	0	0	0	0.00444478504099931	0	0	0	0	0	0	0.000393767227316195	0	0	0	0	0	0	0
"nitrate_respiration"	0	0.000153932987839294	0	0.000168180289270098	0	0	0	0	0	0.000267558528428094	0	0	0	0.000159841437294204	0	0	0	0	0	0.00195176960444136	0	0.000152245622938341	0	0	0.000206244038258269	0	0.000181829201769804	0	0	0.000155303618574313
"nitrite_ammonification"	0	0.000153932987839294	0	0.000168180289270098	0	0	0	0	0	0.000267558528428094	0	0	0	0.000159841437294204	0	0	0	0	0	0.00195176960444136	0	0.000152245622938341	0	0	0.000206244038258269	0	0.000181829201769804	0	0	0.000155303618574313
"nitrite_respiration"	0	0.000153932987839294	0	0.000168180289270098	0	0	0	0	0	0.000267558528428094	0	0	0	0.000159841437294204	0	0	0	0	0	0.00195176960444136	0	0.000152245622938341	0	0	0.000206244038258269	0	0.000181829201769804	0	0	0.000155303618574313
"nitrogen_respiration"	0	0.000153932987839294	0	0.000168180289270098	0	0	0	0	0	0.000267558528428094	0	0	0	0.000159841437294204	0	0	0	0	0	0.00195176960444136	0	0.000152245622938341	0	0	0.000206244038258269	0	0.000181829201769804	0	0	0.000155303618574313
"fumarate_respiration"	0	0.000153932987839294	0	0.000168180289270098	0	0	0	0	0	0.000267558528428094	0	0	0	0.000159841437294204	0	0	0	0	0	0.00195176960444136	0	0.000152245622938341	0	0	0	0	0	0	0	0.000155303618574313
"dark_hydrogen_oxidation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020166982616061	0	0.000249148741798854	0	0
"nitrate_ammonification"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206244038258269	0	0.000181829201769804	0	0	0
