"","JarJarBinks_15","Kubo_15","Buddy_16","Buddy_17","Iris_17","Ivy_17","Kubo_17","Lambchop_17","Padme_17","Wolverine_17","Buddy_18","Ginger_18","Hamlet_18","Hera_18","Iris_18","Ivy_18","JarJarBinks_18","Kubo_18","Lambchop_18","Wolverine_18","Franc_19","Ivy_19","Ophelia_19","Wolverine_19","Ginger_20","Goose_20","Hamlet_20","Hera_20","Iris_20","Korra_20","Ophelia_20","Buddy_21","Hamlet_21","JarJarBinks_21","Joans_21","Korra_21","Kubo_21","Franc_22","Goose_22","Grogu_22","Hamlet_22","Henry_22","Hera_22","Iris_22","Joans_22","Kubo_22","Marshmallow_22","Hamlet_23","Iris_23","Korra_23","Franc_24","Ginger_24","Henry_24","Hera_24","Ivy_24","Kubo_24","Marshmallow_24","Ophelia_24","Wolverine_24","Henry_25","Kubo_25","Ophelia_43","Buddy_44","Franc_44","Ginger_44","Goose_44","Iris_44","Ivy_44","JarJarBinks_44","Joans_44","Lambchop_44","Marshmallow_44","Buddy_45","Franc_45","Grogu_45","Hamlet_45","Henry_45","Hera_45","Ivy_45","JarJarBinks_45","Joans_45","Korra_45","Marshmallow_45","Ophelia_45","Buddy_46","Charles_46","Goose_46","Hamlet_46","Iris_46","Ivy_46","Joans_46","Lambchop_46","Marshmallow_46","Franc_47","Ginger_47","Ivy_47","Marshmallow_47","Buddy_48","Charles_48","Franc_48","Grogu_48","Hamlet_48","Hera_48","Iris_48","Ivy_48","JarJarBinks_48","Joans_48","Korra_48","Kubo_48","Lambchop_48","Marshmallow_48","Ophelia_48","Wolverine_48","Charles_49","Franc_49","Ginger_49","Henry_49","Iris_49","Ivy_49","JarJarBinks_49","Joans_49","Kubo_49","Marshmallow_49","Ophelia_49","Wolverine_49","Buddy_50","Charles_50","Franc_50","Ginger_50","Grogu_50","Ivy_50","JarJarBinks_50","Joans_50","Korra_50","Kubo_50","Lambchop_50","Ophelia_50","Wolverine_50","Charles_51","Franc_51","Joans_51","Lambchop_51","Buddy_52","Charles_52","Ginger_52","Goose_52","Grogu_52","JarJarBinks_52","Kubo_52","Marshmallow_52","Franc_53","Hera_53","Kubo_53","Marshmallow_53","Charles_55","Ginger_55","Iris_55","Ivy_55","Lambchop_55","Ophelia_55","Buddy_56","Franc_56","Grogu_56","Joans_56"
"JarJarBinks_15",0,0.2734375,0.697986577181208,0.482517482517482,0.549019607843137,0.526666666666667,0.366197183098592,0.838709677419355,0.838028169014085,0.467741935483871,0.761538461538462,0.57037037037037,0.354330708661417,0.403100775193798,0.490066225165563,0.453947368421053,0.461538461538462,0.405594405594406,0.828358208955224,0.458015267175573,0.507575757575758,0.451612903225806,0.304,0.496551724137931,0.467625899280576,0.607142857142857,0.373983739837398,0.390977443609023,0.553333333333333,0.547169811320755,0.32824427480916,0.572413793103448,0.39568345323741,0.53030303030303,0.716129032258065,0.503759398496241,0.397058823529412,0.56969696969697,0.541095890410959,0.575,0.451851851851852,0.461538461538462,0.623287671232877,0.566666666666667,0.451388888888889,0.425531914893617,0.580152671755725,0.455882352941176,0.575342465753425,0.54014598540146,0.474683544303797,0.566666666666667,0.458015267175573,0.401574803149606,0.450867052023121,0.5125,0.525547445255474,0.375838926174497,0.496124031007752,0.484848484848485,0.442748091603053,0.352941176470588,0.503311258278146,0.444444444444444,0.619047619047619,0.574193548387097,0.548387096774194,0.559782608695652,0.628378378378378,0.640243902439024,0.640287769784173,0.539007092198582,0.664335664335664,0.569832402234637,0.545454545454545,0.449275362318841,0.590163934426229,0.428571428571429,0.418918918918919,0.414473684210526,0.673758865248227,0.496402877697842,0.491803278688525,0.417647058823529,0.544910179640719,0.548387096774194,0.563758389261745,0.458904109589041,0.514285714285714,0.482758620689655,0.609929078014184,0.618055555555556,0.580152671755725,0.517730496453901,0.647887323943662,0.46969696969697,0.496296296296296,0.602836879432624,0.522388059701492,0.573863636363636,0.579831932773109,0.391608391608392,0.352941176470588,0.564705882352941,0.460431654676259,0.519083969465649,0.550295857988166,0.478260869565217,0.432624113475177,0.664556962025316,0.536423841059603,0.404907975460123,0.482269503546099,0.618705035971223,0.604651162790698,0.573643410852713,0.568345323741007,0.582822085889571,0.418604651162791,0.534883720930233,0.657534246575342,0.389312977099237,0.533834586466165,0.427710843373494,0.550632911392405,0.519480519480519,0.524475524475524,0.580882352941176,0.563492063492063,0.574803149606299,0.574324324324324,0.558441558441558,0.644295302013423,0.496,0.42,0.615894039735099,0.398496240601504,0.492647058823529,0.51497005988024,0.565789473684211,0.647435897435897,0.610687022900763,0.5,0.541095890410959,0.603305785123967,0.630872483221476,0.504132231404959,0.518518518518518,0.435714285714286,0.519230769230769,0.585714285714286,0.388888888888889,0.421768707482993,0.666666666666667,0.474452554744526,0.551948051948052,0.516339869281046,0.413793103448276,0.563492063492063,0.389221556886228,0.547169811320755,0.461038961038961,0.525,0.652173913043478
"Kubo_15",0.2734375,0,0.701388888888889,0.467153284671533,0.547297297297297,0.482269503546099,0.295454545454545,0.829059829059829,0.803030303030303,0.475,0.747967479674797,0.580152671755725,0.357723577235772,0.408,0.506756756756757,0.519480519480519,0.443548387096774,0.325757575757576,0.854961832061069,0.452380952380952,0.48,0.534591194968553,0.346774193548387,0.492857142857143,0.485294117647059,0.597014925373134,0.378151260504202,0.37007874015748,0.531468531468531,0.496644295302013,0.381679389312977,0.550724637681159,0.388059701492537,0.515873015873016,0.711409395973154,0.451612903225806,0.284552845528455,0.54140127388535,0.528571428571429,0.535714285714286,0.421875,0.468253968253968,0.624113475177305,0.575342465753425,0.446043165467626,0.371212121212121,0.590551181102362,0.485074626865672,0.553956834532374,0.503875968992248,0.44,0.58974358974359,0.488372093023256,0.40650406504065,0.508571428571429,0.470198675496689,0.488372093023256,0.379310344827586,0.479674796747967,0.480314960629921,0.385245901639344,0.330769230769231,0.446808510638298,0.524096385542169,0.619834710743802,0.54421768707483,0.546961325966851,0.550561797752809,0.609929078014184,0.632911392405063,0.651851851851852,0.492424242424242,0.656934306569343,0.526627218934911,0.522058823529412,0.443609022556391,0.601694915254237,0.443708609271523,0.43448275862069,0.386206896551724,0.646616541353383,0.46969696969697,0.447368421052632,0.392638036809816,0.515723270440252,0.506849315068493,0.552447552447552,0.464788732394366,0.52046783625731,0.478571428571429,0.610294117647059,0.657342657342657,0.556451612903226,0.492537313432836,0.62962962962963,0.452380952380952,0.46875,0.549618320610687,0.447154471544715,0.556213017751479,0.553571428571429,0.372262773722628,0.356060606060606,0.572289156626506,0.521428571428571,0.504,0.574850299401198,0.462121212121212,0.402985074626866,0.621621621621622,0.524137931034483,0.408805031446541,0.455223880597015,0.565891472868217,0.570552147239264,0.560975609756098,0.545454545454545,0.573248407643312,0.424,0.532934131736527,0.669014084507042,0.341463414634146,0.507936507936508,0.441717791411043,0.539473684210526,0.486301369863014,0.510948905109489,0.569230769230769,0.55,0.56198347107438,0.583333333333333,0.557046979865772,0.636363636363636,0.466101694915254,0.435374149659864,0.644295302013423,0.365079365079365,0.465116279069767,0.55688622754491,0.544827586206897,0.649006622516556,0.622047244094488,0.474074074074074,0.507246376811594,0.603448275862069,0.641379310344828,0.473684210526316,0.480314960629921,0.406015037593985,0.486486486486487,0.56390977443609,0.352941176470588,0.357664233576642,0.621621621621622,0.46969696969697,0.578947368421053,0.523489932885906,0.451388888888889,0.585365853658537,0.421686746987952,0.526315789473684,0.466666666666667,0.468468468468469,0.643939393939394
"Buddy_16",0.697986577181208,0.701388888888889,0,0.654411764705882,0.72108843537415,0.644927536231884,0.653061224489796,0.829787234042553,0.908333333333333,0.643478260869565,0.813084112149533,0.652542372881356,0.6328125,0.624,0.652777777777778,0.751552795031056,0.581196581196581,0.652777777777778,0.817307692307692,0.6875,0.630252100840336,0.759036144578313,0.671641791044776,0.685714285714286,0.693430656934307,0.635593220338983,0.672,0.636363636363636,0.711267605633803,0.677852348993289,0.697183098591549,0.616,0.65,0.632478632478633,0.76865671641791,0.636363636363636,0.713286713286713,0.705128205128205,0.674074074074074,0.669902912621359,0.66412213740458,0.605042016806723,0.674603174603175,0.697841726618705,0.6875,0.685314685314685,0.579439252336449,0.715328467153285,0.681818181818182,0.692913385826772,0.664516129032258,0.591836734693877,0.611570247933884,0.648,0.761904761904762,0.666666666666667,0.697674418604651,0.7,0.688524590163935,0.581196581196581,0.650793650793651,0.733333333333333,0.598540145985402,0.732558139534884,0.571428571428572,0.683098591549296,0.688888888888889,0.702247191011236,0.39047619047619,0.630434782608696,0.663793103448276,0.624,0.634782608695652,0.694117647058824,0.640625,0.615384615384615,0.591836734693877,0.666666666666667,0.717948717948718,0.737804878048781,0.621621621621622,0.6,0.611111111111111,0.722826086956522,0.615894039735099,0.664335664335664,0.615384615384615,0.654929577464789,0.686046511627907,0.690140845070423,0.603448275862069,0.68,0.618181818181818,0.6328125,0.661016949152542,0.6875,0.614754098360656,0.652892561983471,0.728682170542636,0.635220125786163,0.548387096774194,0.693333333333333,0.680555555555556,0.734939759036145,0.723404255319149,0.596491228070175,0.697530864197531,0.646153846153846,0.673758865248227,0.606299212598425,0.673758865248227,0.701149425287356,0.714285714285714,0.755905511811024,0.67948717948718,0.611111111111111,0.565217391304348,0.703947368421053,0.702290076335878,0.678787878787879,0.553571428571429,0.688888888888889,0.623931623931624,0.724719101123595,0.7,0.652777777777778,0.708029197080292,0.629310344827586,0.626168224299065,0.613207547169811,0.648854961832061,0.617647058823529,0.564102564102564,0.6,0.698717948717949,0.722627737226277,0.73943661971831,0.694656488549618,0.777142857142857,0.656934306569343,0.584,0.616822429906542,0.633587786259542,0.730496453900709,0.548387096774194,0.617886178861789,0.558823529411765,0.616666666666667,0.687943262411348,0.668918918918919,0.633333333333333,0.648,0.714285714285714,0.630434782608696,0.653846153846154,0.678321678321678,0.713333333333333,0.718954248366013,0.675675675675676,0.701657458563536,0.677852348993289,0.707006369426752,0.611650485436893,0.566037735849057
"Buddy_17",0.482517482517482,0.467153284671533,0.654411764705882,0,0.544827586206897,0.51063829787234,0.475862068965517,0.801801801801802,0.815384615384615,0.544715447154472,0.648648648648649,0.6,0.428571428571429,0.522727272727273,0.482517482517482,0.526315789473684,0.463414634146341,0.493055555555556,0.773109243697479,0.5078125,0.462809917355372,0.559748427672956,0.5,0.510791366906475,0.606896551724138,0.53968253968254,0.475806451612903,0.518248175182482,0.528571428571429,0.571428571428572,0.492753623188406,0.50381679389313,0.517482517482517,0.5,0.676056338028169,0.53125,0.477941176470588,0.529411764705882,0.492537313432836,0.571428571428572,0.488549618320611,0.511811023622047,0.582089552238806,0.532374100719424,0.452554744525547,0.482014388489209,0.6328125,0.568345323741007,0.572463768115942,0.534883720930233,0.525641025641026,0.587719298245614,0.553030303030303,0.523076923076923,0.587912087912088,0.563291139240506,0.530769230769231,0.547169811320755,0.51219512195122,0.546153846153846,0.526717557251908,0.520833333333333,0.485915492957746,0.55688622754491,0.652892561983471,0.51063829787234,0.569060773480663,0.588888888888889,0.628571428571429,0.605263157894737,0.609375,0.5,0.615384615384615,0.550295857988166,0.529850746268657,0.539568345323741,0.612068965517241,0.565217391304348,0.57051282051282,0.544303797468354,0.614173228346457,0.533333333333333,0.533898305084746,0.566666666666667,0.540880503144654,0.503496503496503,0.55,0.582781456953642,0.535294117647059,0.587837837837838,0.543307086614173,0.586466165413534,0.577235772357724,0.511278195488722,0.563492063492063,0.5078125,0.5,0.546875,0.5390625,0.571428571428572,0.601769911504425,0.510204081632653,0.48936170212766,0.552795031055901,0.528985507246377,0.487603305785124,0.450331125827815,0.536764705882353,0.51063829787234,0.571428571428572,0.52112676056338,0.535294117647059,0.507352941176471,0.574803149606299,0.58641975308642,0.59349593495935,0.586466165413534,0.571428571428572,0.468253968253968,0.548192771084337,0.598484848484849,0.496240601503759,0.528,0.554913294797688,0.536912751677852,0.482517482517482,0.518518518518518,0.578125,0.617886178861789,0.583333333333333,0.591549295774648,0.554794520547945,0.615942028985507,0.537190082644628,0.541935483870968,0.615384615384615,0.536231884057971,0.53030303030303,0.605882352941177,0.542253521126761,0.620689655172414,0.609756097560976,0.446153846153846,0.546762589928058,0.601769911504425,0.591240875912409,0.521739130434783,0.5,0.492753623188406,0.543046357615894,0.572519083969466,0.511627906976744,0.506756756756757,0.594339622641509,0.511278195488722,0.623376623376623,0.5,0.52027027027027,0.583333333333333,0.574585635359116,0.503401360544218,0.551282051282051,0.543859649122807,0.622047244094488
"Iris_17",0.549019607843137,0.547297297297297,0.72108843537415,0.544827586206897,0,0.506944444444444,0.551282051282051,0.878048780487805,0.888111888111888,0.516129032258065,0.807692307692308,0.654676258992806,0.507352941176471,0.561151079136691,0.330827067669173,0.550632911392405,0.573529411764706,0.539473684210526,0.881481481481482,0.444444444444444,0.484126984126984,0.56441717791411,0.569444444444444,0.276422764227642,0.638157894736842,0.6,0.507692307692308,0.524822695035461,0.325396825396825,0.619631901840491,0.58,0.604166666666667,0.572368421052632,0.627737226277372,0.65034965034965,0.640845070422535,0.547945205479452,0.496732026143791,0.542253521126761,0.625,0.6,0.594202898550725,0.617021276595745,0.328,0.533783783783784,0.550335570469799,0.636363636363636,0.630872483221476,0.288135593220339,0.633802816901408,0.422818791946309,0.639344262295082,0.589928057553957,0.551470588235294,0.576086956521739,0.627218934911243,0.579710144927536,0.525,0.459016393442623,0.614285714285714,0.605633802816901,0.556291390728477,0.461538461538462,0.535714285714286,0.677165354330709,0.647798742138365,0.380368098159509,0.561111111111111,0.677852348993289,0.562913907284768,0.673913043478261,0.648648648648649,0.62962962962963,0.502994011976048,0.662251655629139,0.535211267605634,0.639344262295082,0.56969696969697,0.547770700636943,0.609467455621302,0.563492063492063,0.590277777777778,0.587301587301587,0.578378378378378,0.470967741935484,0.530201342281879,0.575342465753425,0.605095541401274,0.382165605095541,0.554054054054054,0.602941176470588,0.704697986577181,0.705035971223022,0.462121212121212,0.690140845070423,0.526315789473684,0.612676056338028,0.553030303030303,0.545454545454545,0.478260869565217,0.641666666666667,0.526315789473684,0.506849315068493,0.347222222222222,0.545454545454545,0.627737226277372,0.60233918128655,0.630872483221476,0.506944444444444,0.614864864864865,0.65625,0.588888888888889,0.387596899224806,0.632352941176471,0.490322580645161,0.641221374045801,0.601449275362319,0.369565217391304,0.511278195488722,0.617977528089888,0.582089552238806,0.503649635036496,0.669014084507042,0.567415730337079,0.429577464788732,0.62111801242236,0.566433566433566,0.491935483870968,0.6328125,0.622047244094488,0.503649635036496,0.666666666666667,0.526315789473684,0.610687022900763,0.565217391304348,0.707006369426752,0.62,0.433070866141732,0.601156069364162,0.441176470588235,0.535714285714286,0.666666666666667,0.489051094890511,0.531914893617021,0.630252100840336,0.595744680851064,0.588709677419355,0.614285714285714,0.570469798657718,0.619631901840491,0.451612903225806,0.540740740740741,0.522875816993464,0.649122807017544,0.560283687943262,0.652173913043478,0.3,0.516556291390728,0.66412213740458,0.593582887700535,0.575949367088608,0.509677419354839,0.575,0.666666666666667
"Ivy_17",0.526666666666667,0.482269503546099,0.644927536231884,0.51063829787234,0.506944444444444,0,0.469387755102041,0.808695652173913,0.863309352517986,0.5703125,0.777777777777778,0.680851063829787,0.525547445255474,0.492424242424242,0.443661971830986,0.626506024096385,0.515384615384615,0.496598639455782,0.828125,0.5,0.389830508474576,0.645348837209302,0.503649635036496,0.437037037037037,0.608108108108108,0.542635658914729,0.526717557251908,0.466666666666667,0.478260869565217,0.506666666666667,0.537931034482759,0.571428571428572,0.530612244897959,0.504,0.628571428571429,0.545454545454545,0.524475524475524,0.398601398601399,0.451127819548872,0.633333333333333,0.492537313432836,0.4921875,0.519083969465649,0.43609022556391,0.540540540540541,0.485915492957746,0.579365079365079,0.628378378378378,0.453846153846154,0.503875968992248,0.363636363636364,0.58974358974359,0.555555555555556,0.558823529411765,0.573770491803279,0.5,0.566176470588235,0.522012578616352,0.504,0.580882352941176,0.529850746268657,0.553333333333333,0.510204081632653,0.575581395348837,0.596638655462185,0.524137931034483,0.461988304093567,0.473372781065089,0.619718309859155,0.530612244897959,0.610687022900763,0.503759398496241,0.573643410852713,0.403846153846154,0.511111111111111,0.572413793103448,0.58974358974359,0.53125,0.535483870967742,0.518987341772152,0.524590163934426,0.46969696969697,0.560975609756098,0.576086956521739,0.447368421052632,0.486111111111111,0.455223880597015,0.536912751677852,0.428571428571429,0.560810810810811,0.5,0.657342657342657,0.612403100775194,0.396825396825397,0.587786259541985,0.58695652173913,0.46875,0.527131782945736,0.605839416058394,0.394736842105263,0.627118644067797,0.532894736842105,0.523809523809524,0.490445859872611,0.601351351351351,0.479674796747967,0.566265060240964,0.438461538461538,0.524137931034483,0.510948905109489,0.524137931034483,0.511764705882353,0.455223880597015,0.669064748201439,0.414965986394558,0.549180327868853,0.534351145038168,0.433566433566434,0.540740740740741,0.496932515337423,0.546153846153846,0.510948905109489,0.496,0.548571428571429,0.489795918367347,0.526666666666667,0.593103448275862,0.41025641025641,0.573770491803279,0.596774193548387,0.442748091603053,0.517241379310345,0.488372093023256,0.516393442622951,0.525641025641026,0.662251655629139,0.579310344827586,0.476923076923077,0.622857142857143,0.413533834586466,0.532374100719424,0.643410852713178,0.507246376811594,0.608108108108108,0.566371681415929,0.529850746268657,0.53781512605042,0.515384615384615,0.452554744525547,0.573248407643312,0.421487603305785,0.515151515151515,0.469387755102041,0.657894736842105,0.606896551724138,0.606451612903226,0.461538461538462,0.542483660130719,0.651162790697674,0.56043956043956,0.476190476190476,0.516129032258065,0.583333333333333,0.568
"Kubo_17",0.366197183098592,0.295454545454545,0.653061224489796,0.475862068965517,0.551282051282051,0.469387755102041,0,0.834645669291339,0.83448275862069,0.46031746031746,0.76865671641791,0.602836879432624,0.374045801526718,0.409090909090909,0.483660130718954,0.533742331288343,0.430769230769231,0.318840579710145,0.85,0.415384615384615,0.488721804511278,0.538922155688623,0.37593984962406,0.5,0.513698630136986,0.568345323741007,0.418604651162791,0.373134328358209,0.516778523489933,0.474025974025974,0.407142857142857,0.544827586206897,0.390070921985816,0.453125,0.715189873417722,0.450381679389313,0.330827067669173,0.481012658227848,0.482517482517482,0.529411764705882,0.433823529411765,0.430769230769231,0.586206896551724,0.530201342281879,0.445205479452055,0.36231884057971,0.538461538461538,0.492957746478873,0.537931034482759,0.454545454545455,0.409090909090909,0.508474576271186,0.485294117647059,0.455223880597015,0.488888888888889,0.407894736842105,0.474074074074074,0.381578947368421,0.5,0.477611940298507,0.424242424242424,0.405594405594406,0.456375838926175,0.494117647058824,0.598425196850394,0.47972972972973,0.494505494505495,0.48876404494382,0.582191780821918,0.563291139240506,0.580882352941176,0.444444444444444,0.626760563380282,0.488372093023256,0.42962962962963,0.431654676258993,0.580645161290323,0.412903225806452,0.413333333333333,0.409090909090909,0.615942028985507,0.456521739130435,0.446280991735537,0.431034482758621,0.475308641975309,0.463087248322148,0.464788732394366,0.409722222222222,0.465116279069767,0.476190476190476,0.529411764705882,0.60958904109589,0.560606060606061,0.456521739130435,0.6,0.474074074074074,0.455223880597015,0.553956834532374,0.503703703703704,0.508771929824561,0.558333333333333,0.340425531914894,0.323529411764706,0.506024096385542,0.506849315068493,0.465116279069767,0.526627218934911,0.426470588235294,0.369565217391304,0.557046979865772,0.448275862068966,0.409638554216867,0.464788732394366,0.6,0.521212121212121,0.53125,0.539568345323741,0.53125,0.412213740458015,0.457831325301205,0.620689655172414,0.395522388059702,0.480916030534351,0.441176470588235,0.496774193548387,0.473684210526316,0.464285714285714,0.562043795620438,0.565891472868217,0.483606557377049,0.527397260273973,0.493333333333333,0.579310344827586,0.488188976377953,0.403973509933775,0.625806451612903,0.460992907801418,0.485507246376812,0.534883720930233,0.468965517241379,0.612903225806452,0.590909090909091,0.460992907801418,0.513698630136986,0.604838709677419,0.56551724137931,0.471074380165289,0.430769230769231,0.39568345323741,0.483870967741936,0.514705882352941,0.407692307692308,0.394557823129252,0.633333333333333,0.467625899280576,0.535483870967742,0.470198675496689,0.450331125827815,0.576923076923077,0.412790697674419,0.512658227848101,0.414473684210526,0.491666666666667,0.623188405797101
"Lambchop_17",0.838709677419355,0.829059829059829,0.829787234042553,0.801801801801802,0.878048780487805,0.808695652173913,0.834645669291339,0,0.859154929577465,0.835164835164835,0.796875,0.827956989247312,0.820754716981132,0.838095238095238,0.866141732283465,0.881481481481482,0.791666666666667,0.838709677419355,0.568627450980392,0.843137254901961,0.771739130434783,0.885714285714286,0.803738317757009,0.883333333333333,0.837837837837838,0.793478260869565,0.804123711340206,0.828828828828829,0.882352941176471,0.833333333333333,0.826086956521739,0.839622641509434,0.841666666666667,0.764044943820225,0.872549019607843,0.789473684210526,0.834782608695652,0.848484848484848,0.794392523364486,0.774647887323944,0.80952380952381,0.791666666666667,0.852941176470588,0.870689655172414,0.811965811965812,0.840336134453781,0.8,0.822429906542056,0.862385321100917,0.791666666666667,0.845588235294118,0.794520547945205,0.795918367346939,0.821782178217822,0.884848484848485,0.842105263157895,0.854368932038835,0.871428571428571,0.829787234042553,0.778947368421053,0.823529411764706,0.84297520661157,0.864,0.857142857142857,0.8,0.818965517241379,0.905882352941176,0.875776397515528,0.833333333333333,0.860655737704918,0.764705882352941,0.803921568627451,0.784090909090909,0.853333333333333,0.796116504854369,0.859649122807018,0.794520547945205,0.855072463768116,0.863636363636364,0.854014598540146,0.816091954022989,0.786407766990291,0.80952380952381,0.885542168674699,0.880281690140845,0.872,0.849557522123894,0.844262295081967,0.893081761006289,0.866666666666667,0.833333333333333,0.763440860215054,0.740740740740741,0.831775700934579,0.758620689655172,0.854368932038835,0.77319587628866,0.822916666666667,0.836734693877551,0.871621621621622,0.785714285714286,0.841269841269841,0.823529411764706,0.896551724137931,0.849557522123894,0.764044943820225,0.833333333333333,0.788461538461539,0.877049180327869,0.824074074074074,0.808695652173913,0.871794871794872,0.839285714285714,0.851063829787234,0.885714285714286,0.795180722891566,0.814432989690722,0.894736842105263,0.811881188118812,0.864864864864865,0.808510638297872,0.866071428571429,0.766666666666667,0.872611464968153,0.858267716535433,0.829268292682927,0.845454545454545,0.827956989247312,0.772151898734177,0.817073170731707,0.855855855855856,0.82051282051282,0.831683168316832,0.761904761904762,0.866666666666667,0.75,0.81651376146789,0.825242718446602,0.884353741496599,0.864406779661017,0.845454545454545,0.727272727272727,0.837837837837838,0.858407079646018,0.768115942028985,0.823529411764706,0.802469135802469,0.791666666666667,0.815789473684211,0.824,0.836734693877551,0.797979797979798,0.861538461538462,0.793650793650794,0.798076923076923,0.869918699186992,0.8828125,0.850393700787402,0.723684210526316,0.871951219512195,0.833333333333333,0.883211678832117,0.807692307692308,0.785714285714286
"Padme_17",0.838028169014085,0.803030303030303,0.908333333333333,0.815384615384615,0.888111888111888,0.863309352517986,0.83448275862069,0.859154929577465,0,0.876106194690265,0.833333333333333,0.839285714285714,0.859375,0.891472868217054,0.892617449664429,0.845637583892617,0.838983050847458,0.862068965517241,0.867469879518072,0.860655737704918,0.844827586206896,0.835526315789474,0.844961240310078,0.884892086330935,0.846153846153846,0.862068965517241,0.848739495798319,0.864661654135338,0.892086330935252,0.87248322147651,0.835820895522388,0.848,0.881118881118881,0.84070796460177,0.885245901639344,0.847457627118644,0.825757575757576,0.883870967741936,0.846153846153846,0.851063829787234,0.868217054263566,0.818965517241379,0.887096774193548,0.882352941176471,0.832116788321168,0.830882352941176,0.861111111111111,0.795081967213115,0.875968992248062,0.886178861788618,0.858974358974359,0.864583333333333,0.851239669421488,0.84297520661157,0.879781420765027,0.878205128205128,0.869918699186992,0.88125,0.850877192982456,0.818965517241379,0.834710743801653,0.789473684210526,0.852112676056338,0.875,0.878787878787879,0.855072463768116,0.893048128342246,0.896174863387978,0.852459016393443,0.896551724137931,0.844036697247706,0.846774193548387,0.87719298245614,0.884393063583815,0.84,0.856060606060606,0.864583333333333,0.852564102564103,0.836734693877551,0.797297297297297,0.892857142857143,0.850393700787402,0.858490566037736,0.809248554913295,0.909090909090909,0.882758620689655,0.889705882352941,0.842857142857143,0.893258426966292,0.886524822695036,0.900826446280992,0.837606837606838,0.839622641509434,0.868217054263566,0.868421052631579,0.841666666666667,0.84297520661157,0.883333333333333,0.815789473684211,0.913294797687861,0.860215053763441,0.848275862068965,0.841726618705036,0.909638554216867,0.8203125,0.850877192982456,0.810457516339869,0.84251968503937,0.871428571428571,0.887218045112782,0.871428571428571,0.820359281437126,0.847328244274809,0.81651376146789,0.914110429447853,0.869158878504673,0.847457627118644,0.909090909090909,0.844262295081967,0.888235294117647,0.900826446280992,0.84375,0.831858407079646,0.81437125748503,0.863013698630137,0.86986301369863,0.852713178294574,0.907563025210084,0.876190476190476,0.865384615384615,0.895522388059701,0.895833333333333,0.905511811023622,0.853211009174312,0.855263157894737,0.841269841269841,0.770491803278689,0.836065573770492,0.865030674846626,0.884892086330935,0.911764705882353,0.844660194174757,0.87218045112782,0.846153846153846,0.895833333333333,0.880952380952381,0.854368932038835,0.858333333333333,0.852941176470588,0.717557251908397,0.89344262295082,0.823529411764706,0.858108108108108,0.831325301204819,0.841269841269841,0.91156462585034,0.899328859060403,0.832167832167832,0.783505154639175,0.816091954022989,0.841379310344827,0.89171974522293,0.848484848484848,0.891891891891892
"Wolverine_17",0.467741935483871,0.475,0.643478260869565,0.544715447154472,0.516129032258065,0.5703125,0.46031746031746,0.835164835164835,0.876106194690265,0,0.794117647058823,0.590909090909091,0.416666666666667,0.458715596330275,0.455284552845528,0.562043795620438,0.5,0.503937007874016,0.866666666666667,0.36,0.471153846153846,0.525547445255474,0.432432432432432,0.448275862068966,0.6,0.559633027522936,0.457142857142857,0.442477876106195,0.508333333333333,0.580882352941176,0.516393442622951,0.555555555555556,0.483606557377049,0.528301886792453,0.761538461538462,0.509259259259259,0.474576271186441,0.565217391304348,0.577235772357724,0.50561797752809,0.5,0.513761467889908,0.630252100840336,0.433628318584071,0.495934959349594,0.528,0.563106796116505,0.566666666666667,0.508771929824561,0.553571428571429,0.518248175182482,0.441860465116279,0.548672566371681,0.457943925233645,0.571428571428572,0.54014598540146,0.495412844036697,0.521739130434783,0.391752577319588,0.527272727272727,0.530973451327434,0.512,0.471544715447154,0.554054054054054,0.553191489361702,0.613636363636364,0.585365853658537,0.632530120481928,0.613445378151261,0.62962962962963,0.627272727272727,0.576271186440678,0.646017699115044,0.584415584415584,0.583333333333333,0.469565217391304,0.459770114942529,0.563380281690141,0.46875,0.507352941176471,0.567307692307692,0.525862068965517,0.43010752688172,0.582822085889571,0.556338028169014,0.491935483870968,0.557377049180328,0.550387596899225,0.558441558441558,0.495867768595041,0.563636363636364,0.635593220338983,0.60377358490566,0.486725663716814,0.625,0.438095238095238,0.539823008849558,0.580357142857143,0.532110091743119,0.570469798657718,0.544444444444444,0.488188976377953,0.436974789915966,0.549295774647887,0.533333333333333,0.542056074766355,0.610738255033557,0.554621848739496,0.46218487394958,0.65891472868217,0.62406015037594,0.567741935483871,0.456140350877193,0.625,0.557142857142857,0.554455445544554,0.6,0.537878787878788,0.403846153846154,0.61038961038961,0.614035087719298,0.398148148148148,0.532710280373832,0.588607594936709,0.484126984126984,0.623188405797101,0.546218487394958,0.537735849056604,0.540816326530612,0.525773195876289,0.546218487394958,0.595419847328244,0.535714285714286,0.514851485148515,0.514925373134328,0.674418604651163,0.529411764705882,0.467889908256881,0.609271523178808,0.512396694214876,0.604838709677419,0.588235294117647,0.491379310344828,0.541666666666667,0.544444444444444,0.616666666666667,0.445652173913044,0.513761467889908,0.528455284552846,0.580882352941176,0.476190476190476,0.457943925233645,0.496124031007752,0.581395348837209,0.513043478260869,0.543307086614173,0.511811023622047,0.5,0.625,0.55625,0.580882352941176,0.433070866141732,0.455555555555556,0.60377358490566
