"Taxa"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"Cellobiose -- Consumption"	0.0502173708225097	0.0487594067278992	0.040968915762985	0.0435794095481503	0.0477614820532613	0.0390975643813209	0.0474422940800718	0.0419519711783664	0.0514000965583833	0.0492643447436418	0.0277185873476089	0.0448401630551384	0.0256566624558958	0.0411472541326581	0.0128617363344051	0.0406298833994471	0.0406493430996396	0.0353808353808354	0.0505550775429687	0.00328671328671329	0.0129638632312429	0.0458368491249081	0.0141735299751006	0.0234849352732272	0.050062524255099	0.0467536962864066	0.0160514551936171	0.0330000120043696	0.0177127080416861	0.0463919173833808	0.0331338607976224	0.0332385481134555	0.046148924258178
"Lactose -- Consumption"	0.0500693163923173	0.0479181312159312	0.0407697738834477	0.0434319604181002	0.0476649942107294	0.0389778779597455	0.0474077654817603	0.0420930409210769	0.0514000965583833	0.0492856990326507	0.0271334753903657	0.0435099763999142	0.0256566624558958	0.0407994696286314	0.012780674970953	0.0400288496213487	0.0346326008603651	0.0353808353808354	0.0505131057060712	0.0146503496503497	0.011883541295306	0.0460818204088299	0.0127370235587052	0.0234849352732272	0.0500912710390525	0.0468278692577758	0.0137880302544467	0.0328439551996927	0.0177515943381552	0.045528663234965	0.032631832603719	0.0330473846447944	0.0448092457810126
"Maltose -- Consumption"	0.0500693163923173	0.0479181312159312	0.0407697738834477	0.0434319604181002	0.0476971568249067	0.038937982485887	0.0474077654817603	0.0420170802903866	0.0514000965583833	0.0492856990326507	0.0271334753903657	0.0434027032825574	0.0257437818530296	0.0407777330971297	0.0129157772433732	0.0400288496213487	0.0342111382397396	0.0348894348894349	0.0505131057060712	0.00449300699300699	0.011883541295306	0.0459185062195487	0.0128567324267382	0.0237331500362775	0.050062524255099	0.0468278692577758	0.0139200633758983	0.0328439551996927	0.0180237984134391	0.045528663234965	0.0327924816257681	0.0330951755119597	0.0448092457810126
"Indole -- Production"	0.0488714214571248	0.0470999043481267	0.0396111302206854	0.0425964153478161	0.0444808954071787	0.0402944285970757	0.0466308720197504	0.035820863129795	0.0495810055865922	0.0468726643746396	0.0431498235931114	0.0440248873632268	0.0252210654702269	0.0448424644879417	0.0128617363344051	0.0369034739752374	0.0314934309963958	0.0371007371007371	0.0495687393758788	6.99300699300699e-05	0.0121266137308918	0.0438226407904407	0.0141735299751006	0.0229885057471264	0.0482371034740488	0.0448993720021757	0.0150894995944697	0.0311873521961994	0.0174210608181677	0.0450490775969562	0.0285352825414675	0.034409424359005	0.0438694713268815
"Propanoate (Propionate) -- Production"	0.0498943429748173	0.0465352125661208	0.0407697738834477	0.043972607228284	0.047504181139843	0.0400351080169955	0.0469416294045543	0.0407908586806724	0.050270708324712	0.0490508018535523	0.0424511824501345	0.041643424157906	0.0250686065252428	0.0455162969644934	0.0117809181550434	0.0352205793965621	0.0211603301941635	0.0152334152334152	0.0477009926339426	0.000541958041958042	0.0109112515529628	0.0402025095947086	0.00986401072591458	0.0213273761790201	0.04974630963161	0.043712604460268	0.0125808702868891	0.0333961562008571	0.0173238450769949	0.046679668766186	0.032330615687377	0.034409424359005	0.0315524274174198
"D-Mannitol (Mannitol) -- Consumption"	0.0444432480450086	0.0453251587475367	0.0410594347991383	0.0395818998001245	0.0410931000471718	0.0283257864395284	0.0387928802030282	0.0426464683732488	0.0298641285605904	0.0424950351278054	0.0202256610891815	0.032053207466209	0.0153983534433942	0.0317896773211899	0.0263179226674593	0.0301718956605361	0.02242471805604	0.0294840294840295	0.0344169062559023	0.0125699300699301	0.023578026251823	0.025994175127249	0.0226010342846198	0.0262152976667812	0.0433788969858997	0.0373090045987242	0.0194088688533866	0.0369494495996543	0.0258399440037331	0.0351696134539758	0.0376119522872405	0.0252813687304356	0.0361313284811645
"Glycerol -- Consumption"	0.0444432480450086	0.0453251587475367	0.040968915762985	0.0395818998001245	0.0410931000471718	0.0282858909656699	0.0387238230064051	0.0412032163901338	0.0298641285605904	0.0424950351278054	0.0202256610891815	0.0319673889723235	0.015289454196977	0.0317896773211899	0.0263179226674593	0.0301718956605361	0.0223665852807813	0.0294840294840295	0.0344169062559023	0.0095979020979021	0.0232269216226435	0.025803641906421	0.0224334418693737	0.0261962042234697	0.0433214034179926	0.0373090045987242	0.0194088688533866	0.0362291874242224	0.0258788303002022	0.0351696134539758	0.0375717900317282	0.0252813687304356	0.0360913380788611
"Nitrate (NO3-) -- Consumption"	0.049477098671548	0.0454058290021089	0.0397197530640694	0.041760870277532	0.0469574166988293	0.0349883305738964	0.0467517221138408	0.0391197248054865	0.0501586316297676	0.0485810074953554	0.0179550773745066	0.0319030251019095	0.0232826588840005	0.0361152470900218	0.0118349590640115	0.0238009376126938	0.00947564236716661	0.00810810810810811	0.0474281756941093	6.99300699300699e-05	0.00707610868038676	0.0357930264841177	0.00438134457000575	0.0212128155191507	0.0490995069926552	0.0412896207288731	0.00486636361921648	0.0312953915225142	0.017362731373464	0.0434824311794609	0.0319289931322543	0.0214580993572128	0.0311125329920819
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.00021535189846158	0.00127919975107464	0.0195159041946521	0.000655329466889479	0.00403104764355247	0.0147214298537831	0.00775167032094332	0.0064458020900025	0.00068970273811987	0.000683337248286318	0.00601704684388864	0.00315382965028964	0.0753364986714292	0.00372781515253611	0.0846821043529952	0.00504868373602596	0.0145913265899314	0.0191646191646192	0.000797464901051395	0.0783566433566434	0.0758656079511695	0.00400119763738806	0.0655046925876269	0.0641348760835529	0.000186854095698044	0.00316471344508728	0.0596223852726484	0.0274780019927254	0.0784142168299891	0.0045400773731496	0.0363066789830917	0.0253291595976009	0.00955770615052388
"CO2 -- Production"	0.000511460758846252	0.00142901593813744	0.0127631840976157	0.00265408434090239	0.00393455980102063	0.0118888512098302	0.00483400376361722	0.00536065022299871	0.000284502379474447	0.000779431548826582	0.0244786390470535	0.0102124007723664	0.0350002177984928	0.00971622958124572	0.0538787862411846	0.0128621228513042	0.0117428206022556	0.0108108108108108	0.00069253530880779	0.0407167832167832	0.044401231567007	0.0062875962873241	0.042329055736449	0.0352274029098408	0.000632429246977994	0.0021757404934975	0.0427221457268423	0.0196271442805181	0.0419972001866542	0.00553122102503437	0.0204425880557452	0.0244928194222084	0.00123970247140686
"Ethanol -- Production"	0.000242270885769277	0.00171712399018128	0.0122381736879266	0.000507880336839346	0.0034842832025387	0.00696176018830664	0.00479947516530566	0.00419953772530466	0.000112076694944479	0.000256251468107369	0.000969364585880463	0.00190946148895087	0.0331053709108333	0.000989012183325907	0.0539328271501527	0.00108186080057699	0.0104202999651203	0.00491400491400491	0.000335774695179535	0.0497377622377622	0.0421325555015395	0.00146982770353031	0.0384744301857882	0.0352274029098408	0.000158107311744499	0.00056865944716412	0.0371201690023955	0.0188468602571336	0.041783325556074	0.0046040221248841	0.0205229125667697	0.0114698081196683	0.00239942413820683
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.00594909619500114	0.0038952208636327	0.00338541195213353	0.00422687506143714	0.00717226296153351	0.0137040952703916	0.0104103723909328	0.00282139485420985	0.0224929305469343	0.00717504110700634	0.0244961050756279	0.0129800472001716	0.0117611186130592	0.0164328178152612	0.00324245453808533	0.0229594903233562	0.020026741076619	0.02997542997543	0.0186145096640154	0.0108216783216783	0.00480743261491925	0.025232042243937	0.0072543574027964	0.0113796922136938	0.00715794920443275	0.0134253078178312	0.00712978855838693	0.00168061174267433	0.00769948670088661	0.0124372542123605	0.00218884292541869	0.0138593514779326	0.0215948172438615
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.00173627468134649	0.00240858331508649	0.00257074062675381	0.00312919820439726	0.00372014237317209	0.00620374618499531	0.00119123664174853	0.00847503608129958	0.00272432581557349	0.00313908048431527	0.0257187270758375	0.0128298648358721	0.00411639151457072	0.0114116790383758	0.00113485908832987	0.0211563889890612	0.0233984420416231	0.02997542997543	0.00354662021783383	0	0.00683303624480095	0.0111053648711179	0.0101752537828002	0.00305495092985069	0.00235723628419071	0.00645304850912328	0.0112794009468661	0.00331320600698654	0.00091382796702442	0.00313329283499057	0.00526125547210731	0.0188057062295395	0.0139966408062065
"Melibiose -- Consumption"	0.00580104176480881	0.00299632374125592	0.00282419392798305	0.00339132999115305	0.0067648698486213	0.0104725618878538	0.0100996150061288	0.00171453994986598	0.0217083936823229	0.00659847530376476	0.00395605547210675	0.00905385110491311	0.0105632269024698	0.00775994174609558	0.00251290226701613	0.0163481187642746	0.00667073596093477	0.0103194103194103	0.0182367631319385	0.00143356643356643	0.00137741046831956	0.0204687117232369	0.0014843899636085	0.00973765608889907	0.00684173458094376	0.00971665924936953	0.00196163494728106	0.000852310240927698	0.00731062373619536	0.0107427182913962	0.00196795052010121	0.00616502186432173	0.0136967127889307
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.000592217720769345	0.00258144814631279	0.00141209696399153	0.00208067105737409	0.000643252283545607	0.00590453013105663	0.0005697218721406	0.00279969181686977	0.0010517966756328	0.000683337248286318	0.0277011213190345	0.0127869555889294	0.00313629829681579	0.0112160502548608	0.00108081817936178	0.0176703930760909	0.0253749564004186	0.0304668304668305	0.00279112715367988	0.00493006993006993	0.00667098795441042	0.00944500394675958	0.0103428461980464	0.00236758697063428	0.000833656734652811	0.00499431340552836	0.0116189146877417	0.00294107054968008	0.000524965002333178	0.0023339834383093	0.00106429977107514	0.0162488948361968	0.0134167799728065
"Fructan (Inulin, Levan) -- Macromolecule"	0.00053837974615395	0.0024546806034135	0.0012853703133769	0.00190045545397949	0.000686135769115314	0.00572500049869342	0.000621514769607928	0.00299501915293045	0.00118973722325678	0.00083281727134895	0.0265134313759737	0.012400772366445	0.00289671995469791	0.0108573974850833	0.00108081817936178	0.0165885322755139	0.0251133589117544	0.028992628992629	0.00293802858282093	0.00166083916083916	0.00583373845405931	0.00996216554614987	0.00974430185788163	0.00244396074388055	0.000804909950699266	0.00561242150027197	0.010185412226267	0.00165660300349327	0.000563851298802302	0.0022700386865748	0.000983975260050604	0.0156037181294655	0.0133767895705031
"Butyrate -- Production"	0.000780650631923227	0.00333052908162677	0.00148451219291417	0.0537042498115928	0.00610017582229084	0.0392371985398257	0.00131208673583896	0.0235369439953121	0.00293123663700945	0.00282944329368554	0.00423551192929752	0.000944003432739755	0.0101711896153679	0.00185847344339264	0.00181037045043098	0.00396682293544897	0.00210731310312754	0	0.000419718368974418	0.000244755244755245	0.00108032193593691	0.00775742399085441	0.00304060524803677	0.000381868866231336	0.00117861814209535	0.00672501607081046	0.0042439217609446	0.00408148566078052	0.000252760927049308	0.00760942545640567	0.0252018153339492	0.00105139907763626	0.000399904023034472
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0	0	0.0035845538316708	0.000114682656705659	0.00114713323898967	0.00482735233687738	0.00134661533415051	0.00116111249769405	0	0.00360887484251212	0	0.00272473718086248	0.0241102931567714	0	0.0165635385987192	0.000240413511239332	0.0004795953958842	0.0027027027027027	8.39436737948836e-05	0.0192657342657343	0.0166369578134284	0.00010887612618743	0.0155621528442827	0.0139000267308206	0	0	0.010600373465115	0.005041835228023	0.0183543319334267	0.000511558013876011	0.00813285674123459	0.00430117804487562	0.000539870431096537
"H2 (Hydrogen) -- Production"	0.000511460758846252	0.00274278865545734	0.00101381320491699	0.00240833579081883	0.00099704103949569	0.00608405976341984	6.90571966231031e-05	0.0023222249953881	0.00026725981102145	0.00071536868179974	0.0245572361756384	0.0115854966745334	0.00270070131114693	0.0100096727565182	0.000189143181388311	0.0125015025844452	0.0214219276828276	0.00712530712530712	0.000335774695179535	0.00305944055944056	0.00437530384054448	0.00642369144505838	0.00739800804443593	0.000381868866231336	0.000517442111163814	0.00207684319833853	0.00839353414942377	0.00274900063623159	0.000388862964691243	0.00354893372126483	0.00142576007068557	0.0135009199741929	0.00185955370711029
"Mannan -- Macromolecule"	0.000632596201730891	0.00209742661887914	0.0005974256386118	0.00167109014056817	0.0006003687979759	0.00416907701821228	0.000535193273829049	0.00200753095395701	0.00101731153872681	0.00054453436972816	0.0065235616725469	0.00858184938854323	0.0021779849283443	0.00374955168403778	0.00108081817936178	0.0194734944103859	0.0171201023136845	0.0240786240786241	0.00274915531678244	0	0.00426727164695079	0.00865565203190071	0.00687128902509098	0.00240577385725742	0.000761789774768948	0.00462344854868219	0.0074693022992625	0.00111640637191938	0.000427749261160367	0.00278159670045081	0.000582352704927909	0.00487466845085904	0.0132568183635927
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.000174973417500034	0.001636453735609	0.000687944674765103	0.000950227726989744	0.000407393112912218	0.00390975643813209	0.000276228786492412	0.00163857931917572	0.000827643285743844	0.000597920092250529	0.0202256610891815	0.00409783308302939	0.00165526854554166	0.00848811555140146	0.000729552271069199	0.00721240533717995	0.0153325194744797	0.0201474201474201	0.000377746532076976	0.000244755244755245	0.00397018311456814	0.00544380630937151	0.007685309327715	0.00166112956810631	0.000344961407442542	0.00390644315877961	0.00613010921025332	0.00237686517892513	0.000388862964691243	0.00249384531764555	0.000401622555122696	0.00838729718750747	0.00795809005838599
"D-Galactose -- Consumption"	0.000363406328653916	0.00217809687345142	0.000561218024150479	0.000720862413578427	0.000643252283545607	0.00185513953441982	0.000500664675517497	0.00179050058055625	0.000844885854196841	0.000427085780178949	0.0052223425437524	0.00452692555245655	0.0010672126148887	0.0035973959635261	0.000783593180037288	0.00697199182594062	0.0208115335426113	0.0179361179361179	0.000608591635012906	0.0134965034965035	0.00397018311456814	0.00514439696235608	0.00644033710017238	0.00169931645472945	0.000546188895117359	0.00380754586362063	0.00726182167983854	0.00111640637191938	0.000427749261160367	0.0021421491831058	0.000642596088196313	0.00439675977920619	0.00963768695513077
"CO2 -- Consumption"	0.000417244303269311	0.00110633491984834	0.000796567518149067	0.00229365313411318	0.00066469402633046	0.00532604576010852	0.00012085009409043	0.00163857931917572	6.03489895854887e-05	0.000469794358196844	0.0244349739756174	0.00997639991418151	0.0020255259833602	0.00940104987447153	0	0.0122610890732059	0.0115829554702942	0.00663390663390663	0.000335774695179535	0.000174825174825175	0.00353805434019338	0.00479054955224693	0.00543478260869565	1.90934433115668e-05	0.000546188895117359	0.00143401077980517	0.00750702604824868	0.00106838889355725	7.77725929382485e-05	0.0021421491831058	0.0004618659383911	0.0128079524002963	0.000399904023034472
"Urea -- Production"	0.000417244303269311	0.00159035644728199	0.0005974256386118	0.000720862413578427	0.00033234701316523	0.00247351937922643	0.000500664675517497	0.00173624298720606	0.00101731153872681	0.000405731491170002	0.00417438082928704	0.00568547521990989	0.00154636929912445	0.00234754540218017	0.00108081817936178	0.0128621228513042	0.0141117311940472	0.0235872235872236	0.002707183479885	0	0.00397018311456814	0.00680475788671439	0.00651216242099215	0.00240577385725742	0.000574935679070904	0.00420313504425654	0.00616783295923949	0.00104438015437619	0.000427749261160367	0.00169453592096429	0.000522109321659504	0.00372768763889221	0.0131968327601376
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.000363406328653916	0.00107176195360308	0.000760359903687745	0.00222812018742423	0.0006003687979759	0.00522630707546229	3.45285983115515e-05	0.00166028235651579	0	0.000448440069187896	0.0244000419184686	0.00978330830293928	0.00222154462691118	0.00920542109095652	0.000108081817936178	0.0111792282726289	0.0115538890826648	0.00663390663390663	8.39436737948836e-05	6.99300699300699e-05	0.00367309458218549	0.00440948311059093	0.0055544914767286	0.000229121319738802	0.000344961407442542	0.00103842159916926	0.00758247354622102	0.00111640637191938	0.000252760927049308	0.00191834255203504	0.000642596088196313	0.0126406843652178	0.000179956810365512
"Hemicellulose, not specified -- Macromolecule"	0.000174973417500034	0.00107176195360308	0.000760359903687745	0.00113044333038435	0.000407393112912218	0.00261315353773114	0.000310757384803964	0.00193157032326674	0.000612111180081385	0.000448440069187896	0.00819156740140427	0.00791675606093113	0.00135035065557346	0.00386910260729695	0.000729552271069199	0.00504868373602596	0.0182827578188583	0.0191646191646192	0.00023084510293593	0	0.00491546480851294	0.00522605405699665	0.00857115495115878	0.00158475579486004	0.000229974271628362	0.0030658161499283	0.00914800912914725	0.00135649376373	0.000252760927049308	0.00134283978642453	0.000180730149805213	0.00898468302707353	0.00795809005838599
"Arabinogalactan -- Macromolecule"	0.000363406328653916	0.001636453735609	0.000760359903687745	0.000982994200334218	0.000257300913418243	0.00225409427300473	0.000276228786492412	0.00157347020715549	0.000405200358645424	0.000234897179098422	0.00834876165857408	0.00845312164771508	0.00145924990199068	0.00357565943202443	0.000351265908292577	0.00937612693833394	0.0126148122311359	0.00884520884520884	0.00256028205074395	0	0.00348403824339653	0.00481776858379379	0.00512353955181	0.000763737732462672	0.000416828367326405	0.00212629184591801	0.00628100420619801	0.000984358306423538	0.000174988334111059	0.000767337020814017	0.000682758343708583	0.0073358981098712	0.0053387187075102
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.000121135442884639	0.000772129579477487	0.000488802795227836	0.000442347390150398	0.000235859170633389	0.00141628932197642	0.000276228786492412	0.00219200677134765	0.000655217601213877	0.000309637190629738	0.00303035595766235	0.00257455481656297	0.000718735026353618	0.00185847344339264	0.000729552271069199	0.00432744320230797	0.011234158818742	0.0169533169533169	0.000188873266038488	0.000244755244755245	0.00367309458218549	0.0035929121641852	0.00574602566558131	0.00158475579486004	0.000186854095698044	0.00274439994066162	0.00558311484995379	0.00253292198360203	0.000252760927049308	0.00127889503469003	6.02433832684044e-05	0.0026523931276733	0.00791809965608254
"L-Methionine (D-Methionine) -- Consumption"	0.000121135442884639	0.000772129579477487	0.000362076144613212	0.000442347390150398	0.000235859170633389	0.00141628932197642	0.000276228786492412	0.0021486006966675	0.000612111180081385	0.000309637190629738	0.00303035595766235	0.00257455481656297	0.000718735026353618	0.00185847344339264	0.000729552271069199	0.00432744320230797	0.011234158818742	0.0169533169533169	0.000188873266038488	0	0.00329498190460757	0.0035929121641852	0.00569814211836813	0.00158475579486004	0.000186854095698044	0.00274439994066162	0.00545108172850218	0.00141651561168265	0.000252760927049308	0.00127889503469003	0	0.0026523931276733	0.00791809965608254
