"ID"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"lambchop_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"lambchop_18"	"franc_19"	"ivy_19"	"ginger_2"	"lambchop_2"	"ginger_20"	"goose_20"	"buddy_21"	"joans_21"	"franc_22"	"goose_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"goose_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"lambchop_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"goose_37"	"grogu_37"	"lambchop_37"	"goose_4"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"goose_42"	"grogu_42"	"henry_42"	"ivy_42"	"lambchop_42"	"buddy_44"	"franc_44"	"ginger_44"	"goose_44"	"ivy_44"	"joans_44"	"lambchop_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"goose_46"	"ivy_46"	"joans_46"	"lambchop_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"henry_48"	"ivy_48"	"joans_48"	"lambchop_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"lambchop_50"	"charles_51"	"franc_51"	"joans_51"	"lambchop_51"	"buddy_52"	"charles_52"	"ginger_52"	"goose_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"goose_58"	"goose_59"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"p__Bacillota"	2243	2116	2290	3387	359	2277	2046	1228	55	1159	2803	1636	2731	2712	2700	396	247	2764	3027	1867	2332	2708	2385	614	2391	2493	2444	2438	2705	2740	1904	2475	5803	1358	1610	2865	3369	2312	2413	2532	381	2886	1959	2790	2552	313	2365	1522	2426	474	5611	155	1485	2674	998	2768	1383	2123	1837	1526	3268	3404	6315	1969	2531	1869	2003	2464	2684	3483	1914	1638	948	1248	2042	1883	3516	2235	2057	1613	3161	3333	2340	1352	1112	2469	2516	329	3227	2703	2712	3060	2374	1728	2748	3690	3292	2896	2191	2009	1249	1593	3039	2900	3575	1229	3308	1717	2664	2606	2472	1431	3000	2217	2354	3278	2791	805	1975	2712	422	2501	6695	2558	1460	1324	2737	609	2786	1911	1168	3371	2604	2714	2900	1139	3042	1406	2946	1480	2551	2732	2243	963	308	1971	867	2608	2370	1501
"p__Pseudomonadota"	972	1169	418	152	541	500	569	2760	3915	2814	396	424	1266	396	333	3373	2643	106	389	522	1090	196	946	3207	525	589	1058	338	83	518	1379	602	290	2421	1289	225	102	554	1181	449	3446	181	1702	147	680	3588	977	5589	1066	3442	1626	282	1305	734	2568	231	175	166	1366	926	65	365	628	978	209	1718	958	374	855	70	841	897	2877	1332	751	624	91	743	307	2112	146	409	397	2331	2578	566	210	3542	60	168	538	467	1396	2059	274	25	97	339	570	1734	2057	1990	478	193	58	2672	145	482	269	346	187	498	144	1214	211	121	530	2971	1164	85	3493	84	166	171	211	2432	167	3152	434	1537	2585	69	1026	727	168	1979	577	2147	287	219	853	795	5074	2243	876	1737	3030	224	2884	1482
"p__Bacteroidota"	737	668	380	328	2285	624	1355	0	11	22	719	1533	0	857	723	199	1079	1042	573	741	536	1069	661	178	1023	819	491	1195	1193	721	708	840	1195	216	978	885	525	976	352	918	173	821	338	985	747	97	641	3	433	84	640	3113	1141	585	426	867	2323	1548	685	1012	614	140	1026	1044	1145	399	1037	1132	314	436	1196	1464	163	1366	1194	1378	239	1019	1512	251	671	245	1051	305	279	909	1246	129	508	1103	690	466	217	184	966	259	600	729	1232	224	684	277	472	892	351	97	538	1785	1035	981	1242	2066	827	509	1409	589	667	224	800	1196	84	1000	1047	1243	2272	222	1074	227	774	489	243	551	356	545	895	854	377	441	756	1922	347	460	666	712	2666	217	102	1074	1522	996
"p__Fusobacteriota"	30	27	905	123	0	581	4	0	1	2	23	344	0	19	194	27	0	56	2	817	39	11	6	0	39	84	0	18	14	13	0	34	597	0	28	1	1	19	49	30	0	95	0	24	12	0	3	1	69	0	113	0	25	0	0	55	91	149	61	434	0	0	1	0	94	0	0	1	0	0	2	0	0	15	4	57	20	0	115	0	4	0	167	0	29	42	0	0	7	15	47	1	0	14	0	0	6	22	0	0	5	37	4	0	0	0	0	0	21	23	6	0	11	16	19	0	0	0	0	0	0	28	0	2	22	9	1	0	1	35	1	0	1	8	32	19	0	0	0	129	129	3	0	79	0	68	0	71	1100	0
"p__Actinomycetota"	16	13	4	9	790	14	20	1	1	1	56	23	3	14	23	3	28	27	9	50	2	9	1	1	21	12	5	6	4	6	4	49	86	5	89	20	3	139	5	70	0	13	1	53	9	1	14	848	3	0	5	438	39	5	8	76	24	13	46	65	53	81	25	8	19	12	2	21	145	10	31	1	12	38	7	54	129	3	6	22	18	11	45	10	1	8	22	0	196	3	5	5	7	2	10	22	5	11	3	30	3	97	6	4	14	1	4	16	8	36	83	3	12	39	3	12	12	0	47	7	1	383	86	19	35	10	18	12	4	28	3	3	11	4	4	3	2	1	10	250	107	7	11	2	150	2	0	21	118	21
"p__Mycoplasmatota"	0	0	0	0	0	0	1	0	0	0	0	26	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0
