"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"njc123"	0	0.07	0.07	0	0.02	0.02	0.02	0.44	0	0	1.98	0.04	0.09	0.87	0.04	0.02	0.36	0	0.02	1.45	0.6	0.01	0.76	0.12	0	0.16	1.45	0.36	0.13	0.09	0.1	0.16	0
"njc124"	0	0.07	0.07	0	0.02	0	0	0.4	0	0	0.98	0	0.09	0.31	0.04	0	0.16	0	0	0.04	0.51	0	0.71	0.12	0	0.08	1.07	0.29	0.13	0.09	0.09	0.02	0
"njc125"	0	0	0.07	0	0	0	0	0.87	0.04	0	0	0	0	0	0	0	0.04	0	0	0.14	0.13	0	0.02	0	0	0	0.07	1.4	0	0	0.03	0	0
"njc126"	0.44	2.24	0.78	1.27	0.6	2.96	0.33	2.58	1.22	0.64	31.72	5.96	1.44	10.32	0.4	1.47	17.46	1.24	1.33	2.82	2.47	3.47	4.32	1.24	0.58	2.02	6.16	2.45	0.27	0.73	0.53	6.8	6.71
"njc127"	0.07	0.16	0.09	0.09	0.07	0.11	0.07	0.65	0.07	0.02	2.33	0.18	0.07	0.98	0	0.16	0.49	0.02	0.13	1.4	0.62	0.18	0.85	0.01	0.13	0.31	1.91	0.38	0.04	0.13	0.03	0.58	0.11
"njc128"	0	0.38	0	0	0	0	0	0	0	0	1.36	0	0	0.71	0	0	1.76	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
"njc129"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	0	0.49	0.01	0.62	0	0	0.16	1.18	0.24	0	0.09	0.01	0.13	0
"njc130"	0	0.07	0.07	0	0	0	0	1.2	0	0	0.98	0	0	0.31	0	0	0.16	0	0	0	0.44	0	0.6	0	0	0.08	1	0.71	0	0.09	0	0	0
"njc131"	0.27	0.93	0.42	1.36	0.56	2.62	0.02	1.53	0	0.42	27.94	4.56	1.02	8.47	0.04	0.93	7.95	0.27	0.04	0.04	1.36	1.62	2.32	0.12	0.24	0.42	4.02	0.93	0.13	0.6	0.32	5.29	0.09
"njc132"	0.02	0.36	0.18	0.02	0.09	0.29	0.07	1.4	0.13	0.04	2.02	0.24	0.22	1.07	0.04	0.02	0.45	0.02	0.04	3.38	0.84	0.37	1.49	0.14	0.07	0.24	1.65	1.76	0.16	0.31	0.21	0.24	0.02
"njc133"	0	0	1.98	0.07	1.07	2.42	0.78	1.07	0	3.38	0	1.27	11.07	0	6.13	0.02	0.33	0.11	0.04	11.02	6.16	0.04	6.5	7.28	0	0	5.62	4.2	9.44	0.16	4.05	1.8	0.27
"njc134"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc135"	36.76	39.4	21.94	25.49	43.8	17.54	27.08	36.05	58.18	45.5	20.56	14.87	10.69	33.23	4.38	1.98	6.52	0.33	22.6	0.04	2.62	13.15	1.83	11.11	34.16	16.7	2.58	26.07	8.93	13.6	15.9	8.98	15.56
"njc136"	0.84	0.27	0.73	0.64	2.85	0.18	0.38	5.32	1.84	2.25	0.13	0.11	0.44	1.11	0.02	0.27	0.4	0	0.31	0	0.27	0.41	0.04	0.33	1.09	0.5	0.07	1.38	0.2	0.22	2.13	0.93	0.29
"njc137"	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.01	0	0.02
"njc138"	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0
"njc139"	0	0.27	0.09	0.02	0	0.24	0.02	1.67	0.04	0.02	0.02	0.13	0.13	0.13	0	0	0.04	0	0	3.22	0.29	0.17	0.76	0	0.04	0.01	0.38	1.91	0	0.22	0.09	0.04	0.02
"njc140"	0	0.47	0.07	0	0.09	0.02	0.02	0.44	0.2	0.11	3.38	0.04	0.02	1.69	0	0.04	2.29	0	0.09	0	0.51	0.32	0.65	0.03	0.04	0.5	1.2	0.27	0.07	0.11	0.03	0.33	0
"njc141"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc142"	0	0.07	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0.16	0	0	0	0.44	0	0.6	0	0	0.08	1	0.24	0	0.09	0	0	0
"njc143"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	0	0.49	0.01	0.62	0	0	0.16	1.18	0.24	0	0.09	0.01	0.13	0
"njc144"	0	0.09	0.13	0	0.07	0	0	0.53	0.18	0.04	1	0	0.02	0.42	0	0	0.2	0	0.04	1.7	0.64	0.2	0.69	0.01	0.02	0.23	1.29	1.27	0.04	0.11	0.04	0.11	0.04
"njc145"	0	0.02	0	0	0.09	0	0	0.04	0.2	0.11	0.04	0	0.02	0.11	0	0.02	0.07	0	0.07	0	0.02	0.31	0.02	0.03	0.04	0.27	0.02	0.02	0.07	0.02	0.02	0.2	0
"njc146"	37.07	40.38	22.52	26.84	44.31	20.07	27.19	37.59	58.31	45.94	48.61	19.41	11.51	41.88	4.36	2.93	14.56	0.62	22.73	0.31	4.04	14.77	4.12	11.17	34.61	17.68	6.67	27.82	8.91	14.6	16.1	14.4	15.78
"njc147"	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0.01	0.02	0	0.02	0.01	0	0	0	0	0.04	0	0	0	0.02
"njc148"	0	0.07	0.07	0	0.02	0.02	0.02	0.53	0	0	1.98	0.04	0.09	0.87	0.04	0.02	0.36	0.02	0.02	0.04	0.56	0.01	0.73	0.12	0	0.16	1.24	0.29	0.13	0.09	0.1	0.16	0
"njc149"	0	0.02	0.07	0	0.04	0	0	0.98	0.09	0.02	0.02	0	0.09	0.04	0.04	0	0.33	0	0.02	6.94	0.24	0.17	0.16	0.13	0.02	0.08	0.36	1.53	0.16	0	0.13	0.07	0.02
"njc150"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc151"	0	0.38	0	0	0.04	0	0	0.07	0	0	1.36	0.02	0	0.76	0	0	1.76	0	0	1.56	0.04	0.03	0.02	0	0.02	0.09	0.2	0.07	0	0.02	0.01	0	0.04
"njc152"	0	0.07	0.09	0	0	0.02	0.02	0.38	0	0	0.98	0	0	0.31	0	0	0.16	0	0	0.12	0.44	0.01	0.6	0.01	0	0.08	1	0.24	0	0.09	0.02	0	0
"njc153"	37.24	41.62	22.7	26.8	44.46	20.54	27.46	39.81	59.56	46.23	50.28	20.83	12.07	42.9	4.73	3.53	24.11	1.56	24.07	6.13	4.76	17	6.06	12.28	34.87	18.99	8.38	27.94	9.11	14.42	16.31	15.85	22.43
"njc154"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.04	0	0	1.4	0.04	0	0.02	0	0	0	0.2	0.07	0	0	0	0	0
"njc155"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc156"	0	0.07	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0.16	0	0	0	0.44	0	0.6	0	0	0.08	1	0.24	0	0.09	0	0	0
"njc157"	0.04	0.02	0.02	0.04	0.04	0.04	0.04	0.82	0.07	0.02	0.02	0.07	0	0.09	0	0.09	0.02	0	0.11	0	0.02	0.1	0.07	0.01	0.11	0.14	0.02	0.47	0.04	0.02	0	0.09	0.09
"njc158"	4.42	3.38	1.87	2.58	6.69	6.87	6.03	2.6	26.09	6.72	28.05	6.05	5.4	15.12	1.2	1.91	13.78	1.22	8.87	6.19	1.78	9.27	3.03	5.96	4.98	5.43	3.78	1.4	3.96	3.89	1.09	5.8	10.8
"njc159"	0	0	0	0	0.02	0	0	0	0.09	0.02	0	0	0.02	0.04	0	0	0	0	0.02	0	0.02	0.03	0.02	0	0	0.07	0	0	0.02	0.02	0	0.07	0
"njc160"	32.56	39.96	27.15	25.04	38.68	19.78	24.1	35.68	32.93	38.16	50.68	19.41	22.45	36.72	23.85	3.25	23.16	1.6	16.4	26.78	19.6	11.01	20.7	25.65	29.43	15.22	27.19	40.75	26.69	12.16	23.35	17.8	18.36
"njc161"	37.71	41.73	22.77	59.16	49.82	36.39	27.59	43.26	59.56	48.48	31.72	20.12	15.54	37.5	4.82	3.47	22.73	1.4	24.02	2.53	4.38	18.01	5.25	12.27	35.34	18.77	8.11	27.56	9.11	14.69	18.72	13.56	22.37
"njc162"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc163"	0	0	0	0	0.02	0.09	0	0.07	0	0.02	0	0.02	0.04	0	0	0.02	0	0	0.02	0	0	0.08	0.02	0.01	0	0.07	0	0.02	0	0	0	0.02	0.02
"njc164"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc165"	0	0	0.07	0	0.02	0.09	0	0.93	0.04	0.02	0	0.02	0.04	0	0	0.02	0.04	0	0.02	5.33	0.13	0.08	0.04	0.01	0	0.07	0.07	1.42	0	0	0.03	0.02	0.02
"njc166"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc167"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc168"	0	0	0.02	0	0.02	0	0	0.09	0	0	0	0	0.09	0	0.04	0	0.29	0.02	0	6.8	0.13	0	0.16	0.13	0	0	0.27	0.11	0.18	0	0.1	0.02	0.02
"njc169"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0.04	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc170"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc171"	37.13	41.38	24.14	26.04	44.64	18.83	28.22	39.23	59.56	45.92	28.12	17.76	11.4	37.08	10.54	3.2	19.19	1.33	24.04	6.22	9.36	16.03	10.22	18.43	34.76	18.81	11.67	30.92	17.04	14.42	19.42	12.74	22.34
"njc172"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	1.4	0.04	0	0.02	0	0	0	0.2	0.07	0	0	0	0	0
"njc173"	0	0.07	0.07	0	0.02	0	0	0.42	0	0	0.98	0.02	0.13	0.31	0.04	0	0.16	0	0	1.97	0.62	0.02	0.8	0.12	0.02	0.08	1.27	0.4	0.13	0.09	0.1	0.02	0
"njc174"	0	0.07	0.07	0	0	0.02	0.02	0.42	0	0	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	1.4	0.53	0.01	0.65	0	0	0.16	1.38	0.31	0	0.09	0.01	0.13	0
"njc175"	0.02	0.27	0.09	0.02	0.02	0.24	0	0.8	0.09	0.02	0.02	0.16	0.09	0.13	0	0	0.33	0	0	5.42	0.2	0.13	0.67	0	0	0.01	0.18	1.29	0	0.22	0.08	0.04	0
"njc176"	0.31	1.38	0.33	0.44	0.31	1.24	0.29	1.6	1.18	0.38	4.78	2.65	0.71	2.16	0.4	1.07	9.71	0.96	1.29	0	1.47	2.5	2.72	1.26	0.4	1.7	3.27	0.87	0.22	0.53	0.26	1.56	6.6
"njc177"	0	0.02	0	0	0.09	0	0	0.04	0.2	0.11	0.04	0	0.02	0.11	0	0.02	0.07	0	0.07	0	0.02	0.31	0.02	0.03	0.04	0.27	0.02	0.02	0.07	0.02	0.02	0.2	0
"njc178"	0	0.07	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0.16	0	0	0	0.44	0	0.6	0	0	0.08	1	0.24	0	0.09	0	0	0
"njc179"	0	0.07	0.07	0	0	0	0	0.38	0	0.02	0.98	0	0	0.31	0	0	0.16	0	0	0	0.44	0	0.6	0	0	0.08	1	0.24	0	0.09	0	0	0.02
"njc180"	0.07	0.31	0.18	0.33	0.22	1.09	0.02	0.73	0.2	0.27	21.69	0.78	0.4	6.63	0	0.31	1.67	0.16	0.11	5.19	0.64	0.64	0.91	0.03	0.13	0.56	1.87	0.36	0.07	0.27	0.16	2.85	0.07
