"","buddy_16","buddy_17","ivy_17","padme_17","buddy_18","ginger_18","ivy_18","franc_19","ivy_19","ginger_20","buddy_21","joans_21","franc_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","henry_24","ivy_24","marshmallow_24","henry_25","ophelia_43","goose_44","iris_44","jarjarbinks_44","lambchop_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","goose_46","hamlet_46","iris_46","lambchop_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","lambchop_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","lambchop_50","ophelia_50","wolverine_50","lambchop_51","goose_52","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","lambchop_55","ophelia_55"
"buddy_16",0,0.0214448425281272,0.0221664197953607,0.045707278147544,0.0362434427009854,0.0101122109220774,0.0288137658614069,0.0188606119980819,0.0239866422431836,0.0100749243509816,0.0276994566371455,0.0309363198126963,0.0124257912537834,0.0105138971373073,0.0215969252235128,0.0214740921135958,0.00962056174546633,0.0169537161845378,0.00861885474574383,0.0195812445410073,0.0254523405364638,0.0254235513789687,0.0276396606545319,0.0374171122314792,0.00987507923614063,0.0226695219777401,0.0232851040696197,0.0157723390026904,0.0206767851048416,0.0221532834341879,0.0457281643188651,0.0206964302077291,0.0317504789516446,0.0128824521650247,0.0152213752487823,0.0217791080185106,0.0155886823824962,0.021415470259044,0.0232244915329902,0.0178491533942652,0.0288274048189401,0.0221867607116652,0.0211151098200233,0.00994917956955128,0.0361034788840842,0.0256468921558516,0.0115464679680467,0.0183009652810754,0.0221424797626376,0.035374925233505,0.0204986713185805,0.0080686571047319,0.0107289903173829,0.0202789593961759,0.0153636625391584,0.035320229837368,0.0259157818515256,0.0109788778916278,0.00872023621968531,0.0100688222660398,0.0300706313996063,0.0239688423514064,0.0250756921893022,0.0177325119089202,0.00862064829659299,0.0342648505660663
"buddy_17",0.0214448425281272,0,0.00974435148116278,0.028457511374797,0.0198190035135302,0.0151211218522358,0.0228860160511034,0.00870420867292312,0.0137424983273814,0.0143035793023262,0.0089976041521015,0.0173218550719897,0.0127813506661251,0.0148667499353118,0.00913222796367581,0.00839483423035118,0.0214822531014355,0.0107205751344311,0.0153078962306668,0.00870001947939386,0.0122552162875842,0.014364193883751,0.0130820917504503,0.0221195313690085,0.0183149195952993,0.0158656600909368,0.0265264631054883,0.0194407145171687,0.0174367615173959,0.0163836049354001,0.0298909870263172,0.00920917077963831,0.0171639365623323,0.0112964149733596,0.0118195256209338,0.0190632625729168,0.0190836955635056,0.0151305802611913,0.0129848274933107,0.0145300872624308,0.0137764769646681,0.00960213304878589,0.0147091828851123,0.0244792160781413,0.0250375393817256,0.0127422903436973,0.0139105103102812,0.00970504796478875,0.0125289201204026,0.0223867096824534,0.0105416662971201,0.0179935191878411,0.0140242258613304,0.0121225148457544,0.0224992848811458,0.0194402346149013,0.0124808163291296,0.0248797135337959,0.0234349553753958,0.0169054569379659,0.0148556721517522,0.0118994250892091,0.0127000155186297,0.0116320467891622,0.0161465421002372,0.0173277328688746
"ivy_17",0.0221664197953607,0.00974435148116278,0,0.0256238630002009,0.0144123618948882,0.0158315600994111,0.0233192490753408,0.003620192546621,0.0150199895585537,0.0171477592260923,0.0175456017386827,0.0198251720296995,0.0141851452965812,0.0166573239122086,0.00170029317072758,0.00433726270490258,0.023117223756807,0.010215671959094,0.0170848909632243,0.00302136801159851,0.0151320912433079,0.0165662148703646,0.00599087050794986,0.019765294503964,0.0193378180962167,0.0175621542828976,0.0267008234367604,0.0226596823780504,0.0186070398227609,0.0172448906902693,0.027154901210734,0.00382753460522151,0.0157225922620042,0.0139731304427329,0.0128319443372707,0.0195509449839613,0.0223026213816353,0.0155571716154534,0.0126308009251814,0.0158415760655054,0.0069114514540959,0.00173582018080958,0.0170268515863533,0.0259481358333735,0.0238200343977073,0.0065513373500225,0.0150082144654191,0.00868256833020237,0.0137901645645651,0.0205465059926205,0.00880660697011599,0.0186470570250349,0.0149098054971794,0.0133602094401714,0.0248285564670495,0.0135800836541674,0.00530578464877373,0.0265578852050248,0.0248004320786278,0.0175800372060265,0.00830586069574924,0.0129516830392073,0.0136502372533971,0.0130479302211317,0.0175941059681601,0.01369042774775
"padme_17",0.045707278147544,0.028457511374797,0.0256238630002009,0,0.0152623741233028,0.038000959878547,0.0346322433380607,0.0283484193114654,0.0290848475118323,0.039735172773711,0.029432882497097,0.0283087032779014,0.0365696906281048,0.0389677764560531,0.0259745167641826,0.0261322987216551,0.0459187427489929,0.0317474696372512,0.0400566505217874,0.0278082588766537,0.0282049063270266,0.0299904289595244,0.0215170433445064,0.0158016578038585,0.0423737200442133,0.0332014364692877,0.0441839378670808,0.0432457591987898,0.0359540662481125,0.0333110938218298,0.00906615403888732,0.0268672446714861,0.0190788954387193,0.0360547359166532,0.033816340656092,0.0364524806259758,0.0428605834842841,0.0321914667819374,0.0283880511351711,0.0347114919614892,0.0204143788666899,0.0254372047660738,0.0339612519131696,0.0490439310470976,0.0267776443915412,0.0232007269831478,0.0374242603509349,0.0301141769321363,0.0301528044349248,0.0234188657563241,0.0282513198771837,0.0421364042650497,0.0379806809838581,0.0311530538404677,0.0458926964996838,0.0159092537647017,0.0229518889136867,0.0494259072868508,0.0480391805148437,0.0404795397488558,0.0194611799566512,0.0282389298825725,0.0274718124783465,0.0326132373572907,0.0409011391916097,0.0132043053398331
"buddy_18",0.0362434427009854,0.0198190035135302,0.0144123618948882,0.0152623741233028,0,0.0293547489734522,0.0280426589479384,0.0176947700953238,0.0214305628434955,0.0309084051319527,0.0235185606290756,0.0232153767460016,0.0275317122939528,0.0299986530684125,0.0150112620570655,0.0158954675541075,0.0370786056336346,0.0220544317565374,0.0309195802994278,0.0172221279202955,0.0208744175920933,0.0234926010496936,0.00970332494853121,0.013746232753377,0.0332224138729533,0.0255189528275654,0.0360102774509452,0.0354780621899283,0.027457333940103,0.0250413434319974,0.0178588793054439,0.0162931919815434,0.0151536723903311,0.0270126568173183,0.0247916244354527,0.0282824529779408,0.0350439819882714,0.0235996044954595,0.0195749575009125,0.0261672709655459,0.00817127098050954,0.014426120530108,0.0258749997413898,0.0400955805499633,0.0221861581843968,0.0118808361362627,0.0281570397350759,0.0205695365776866,0.0219022390312257,0.0176524140327751,0.0184647769959732,0.0326661752558444,0.0288127869396412,0.0227028828773979,0.0379415291146357,0.00394503817341144,0.0116320382371007,0.0406381712622514,0.038955118532393,0.0310717505044015,0.00691170263071951,0.0203624241038862,0.019521408571884,0.0237421981187805,0.0317135774962033,0.00699586105354813
"ginger_18",0.0101122109220774,0.0151211218522358,0.0158315600994111,0.038000959878547,0.0293547489734522,0,0.0261909448596063,0.0125459794809819,0.0182036534456478,0.00567403282526002,0.0211158565673712,0.0221081265155069,0.00481189486877033,0.00740579387679808,0.0154827613239767,0.0144464623883964,0.00993986119336884,0.0117316683057088,0.0047427885345639,0.0131857616820702,0.0183820744798113,0.0167954143110709,0.0213352178777169,0.029703091119996,0.00800574880903863,0.0181075209407124,0.0249753465165695,0.012156537252875,0.0178826313871507,0.0177730740116109,0.0380496758285223,0.0144100155059356,0.0233710285041531,0.00658406481214634,0.00904945627099906,0.0199195414486502,0.0123806073917092,0.0160616801454759,0.0166723701818683,0.0133906260562257,0.0221650585128365,0.0153764050066114,0.0166732487509734,0.0132232311021182,0.0299861942823996,0.0199512852779103,0.00603982675866208,0.010177120060955,0.0147859271228319,0.0287201681872427,0.0141746220541081,0.00762440427197971,0.00500146711895388,0.0129837461743638,0.0132501920605257,0.0288172475900045,0.0198160228156654,0.0137865453110602,0.0121513299331294,0.00715506776161672,0.0236642557642502,0.015258755910382,0.0174058179618581,0.0112960762252402,0.00789145102769732,0.0266500413163175
"ivy_18",0.0288137658614069,0.0228860160511034,0.0233192490753408,0.0346322433380607,0.0280426589479384,0.0261909448596063,0,0.022395042177736,0.0127482701437102,0.0272364862811385,0.0251471038100014,0.028556896204744,0.0254052276725896,0.021813428164797,0.0221571088827347,0.0218062165122958,0.0342636053562945,0.0168234946839562,0.0259312459518322,0.0236256929556834,0.0182689688168517,0.0265691262808686,0.0246081570179749,0.0249717136027781,0.0326818136210534,0.0114351427503009,0.0152873409383505,0.0326181278190146,0.0111422842023579,0.0116229925299102,0.0324943942600685,0.0204790573326406,0.0230838639865916,0.0232746013108715,0.019240652850241,0.00995000104231571,0.0303171645953133,0.0147658285756617,0.0163689884665141,0.0148115352785995,0.0262064334828203,0.0235578225963248,0.0132731978123223,0.0367376807659758,0.0190337166643061,0.0200949066160755,0.025217062904105,0.0245707389002622,0.0197897071205107,0.0198547467230319,0.0168193461144422,0.0312372413086232,0.0264169347592514,0.0193391574166919,0.035631385558947,0.0282904943450871,0.0250280072298304,0.0374236499086229,0.0356431260027425,0.0302887583481424,0.0244283257651915,0.0261146061496404,0.0203142378469621,0.019555495436162,0.0263911721764806,0.0250679576553592
"franc_19",0.0188606119980819,0.00870420867292312,0.003620192546621,0.0283484193114654,0.0176947700953238,0.0125459794809819,0.022395042177736,0,0.0137487466305791,0.0138647823754157,0.0169285004067004,0.0194261190670074,0.0109194271713094,0.0133054291940938,0.00325361635960599,0.00443776428893978,0.0200332033385542,0.00764375685005312,0.013589567315595,0.00199073900087078,0.014001829726098,0.0153707927497252,0.00945591137912841,0.0213060313122081,0.0163342396429807,0.0157169185363415,0.0248134582163262,0.020005513745844,0.0165716551821837,0.0154556915437335,0.0293381975489359,0.00340640584981846,0.0165378914264023,0.0104986235678789,0.00976404553540084,0.0177753738736443,0.0196261364908091,0.0136051449136373,0.0114190500690427,0.01317214073331,0.0103943043762594,0.00363058319329969,0.0150435367278208,0.0229059254535666,0.0240110548326598,0.00856584010447782,0.0115338731414813,0.00631387736976268,0.0120249982721911,0.0212463412268062,0.00726891336811189,0.0155235925128004,0.0117234265475807,0.0111831185012681,0.022154515209023,0.0170304637825402,0.00837157334658935,0.0235645076292265,0.0216987355591076,0.0144094325860181,0.0116742219013588,0.0119229492506995,0.0126935430391912,0.0102378934665322,0.0144482117297351,0.0162718292580249
"ivy_19",0.0239866422431836,0.0137424983273814,0.0150199895585537,0.0290848475118323,0.0214305628434955,0.0182036534456478,0.0127482701437102,0.0137487466305791,0,0.0194267067850753,0.0165869859285326,0.0175412008162086,0.0166764372529403,0.0158780565331535,0.0142119925570317,0.0132067036617817,0.0270740924840724,0.00974176238807864,0.0185812365516619,0.0151806855067462,0.00617356765098295,0.0147194192801555,0.017733764542293,0.0175559675850628,0.0245924511793654,0.0074580225715338,0.021858657325005,0.025597102070723,0.00970760937122718,0.00658123522847614,0.0274479827236519,0.012695907642107,0.0136688423251375,0.0142291695200058,0.0104768853615083,0.0130429522680797,0.024231025944832,0.00542901788546351,0.00500815415910924,0.00831535524876808,0.0184456344204837,0.0146730246791399,0.00840129071077439,0.0302421736138295,0.0145894335532669,0.0137929192423632,0.0162279152472284,0.0137262912526553,0.00812361155700376,0.0136137132462944,0.0076776742355695,0.0235558346537151,0.0189278057126208,0.00831454235256323,0.0285397751219562,0.0223340954176477,0.0178297770038332,0.0308714514442487,0.0289732308130126,0.0215876226198724,0.0178592575548456,0.0139032100374722,0.00815225857379302,0.00892163597783538,0.0208730023767785,0.0177156954002437
"ginger_20",0.0100749243509816,0.0143035793023262,0.0171477592260923,0.039735172773711,0.0309084051319527,0.00567403282526002,0.0272364862811385,0.0138647823754157,0.0194267067850753,0,0.0195955154956406,0.0223780197892594,0.00460707042520424,0.00649671634572236,0.0167392850640389,0.0155085330225022,0.00816989451652312,0.0124692710397483,0.00346286577285747,0.0143527734308205,0.0190820056116375,0.0169967839339242,0.0225674515219847,0.0319388069610764,0.00705985197066127,0.0184572867162593,0.0247592168467647,0.00901267128699906,0.0180461011349542,0.0185540290845432,0.0403775482805945,0.0155808795322706,0.025410327462248,0.0064127486624158,0.00992544465925532,0.020083296579609,0.00919283997004974,0.0174347496133728,0.0180613796292091,0.0141242114635235,0.0235756020149983,0.0168851052075665,0.0164081474286743,0.0116023824038885,0.0322046878646739,0.0216020316521392,0.00740878247992644,0.0116468147968204,0.0157272945555104,0.0307570910446418,0.0157607695220854,0.00747016672183112,0.00399821452066469,0.0139474570101829,0.0105516187274522,0.0303406159505153,0.0212211963795097,0.0118987359314043,0.0108313330767174,0.00802234296225895,0.0250613180839901,0.0161941894026733,0.0184802579328199,0.0124936109866872,0.00563072641592623,0.0283274060852062
