"ID"	"Hera_1"	"Wolverine_1"	"Buddy_11"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Hera_14"	"Iris_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Buddy_16"	"Buddy_17"	"Iris_17"	"Ivy_17"	"Kubo_17"	"Lambchop_17"	"Padme_17"	"Wolverine_17"	"Buddy_18"	"Ginger_18"	"Hamlet_18"	"Hera_18"	"Iris_18"	"Ivy_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Franc_19"	"Ivy_19"	"Ophelia_19"	"Wolverine_19"	"Ginger_2"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"Ginger_20"	"Goose_20"	"Hera_20"	"Iris_20"	"Ophelia_20"	"Buddy_21"	"Hamlet_21"	"JarJarBinks_21"	"Joans_21"	"Korra_21"	"Franc_22"	"Goose_22"	"Grogu_22"	"Hamlet_22"	"Henry_22"	"Hera_22"	"Iris_22"	"Joans_22"	"Kubo_22"	"Marshmallow_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Franc_24"	"Hera_24"	"Ivy_24"	"Kubo_24"	"Marshmallow_24"	"Ophelia_24"	"Wolverine_24"	"Henry_25"	"Kubo_25"	"Ginger_29"	"Henry_29"	"JarJarBinks_29"	"Joans_29"	"Korra_29"	"JarJarBinks_3"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Goose_37"	"Grogu_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Goose_4"	"Grogu_41"	"Hamlet_41"	"Hera_41"	"Joans_41"	"Marshmallow_41"	"Ginger_42"	"Goose_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Lambchop_42"	"Ophelia_43"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Goose_44"	"Iris_44"	"Ivy_44"	"JarJarBinks_44"	"Joans_44"	"Lambchop_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Hamlet_45"	"Hera_45"	"Ivy_45"	"JarJarBinks_45"	"Joans_45"	"Korra_45"	"Marshmallow_45"	"Ophelia_45"	"Buddy_46"	"Charles_46"	"Hamlet_46"	"Iris_46"	"Ivy_46"	"Joans_46"	"Lambchop_46"	"Franc_47"	"Ginger_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Hamlet_48"	"Hera_48"	"Ivy_48"	"Joans_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Marshmallow_48"	"Ophelia_48"	"Wolverine_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Iris_49"	"Ivy_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"Padme_5"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"JarJarBinks_50"	"Joans_50"	"Korra_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Lambchop_51"	"Buddy_52"	"Ginger_52"	"Goose_52"	"Grogu_52"	"JarJarBinks_52"	"Kubo_52"	"Marshmallow_52"	"Franc_53"	"Kubo_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Iris_55"	"Ivy_55"	"Lambchop_55"	"Ophelia_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ophelia_57"	"Wolverine_57"	"Ginger_58"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Henry_59"	"Iris_59"	"Ophelia_59"	"Korra_6"	"Padme_6"	"Iris_60"	"Joans_60"	"Marshmallow_60"	"Wolverine_60"	"Joans_62"	"Henry_66"	"Hamlet_67"	"Hera_67"	"Franc_68"	"JarJarBinks_68"	"Ginger_7"	"Hera_7"	"Iris_7"	"Padme_7"	"Grogu_70"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Korra_9"
"p__Bacillota"	4228	4305	3080	2490	3988	2753	2908	3141	4659	4132	2465	1642	4467	4328	4029	495	3133	4105	2813	4271	1687	73	4354	1596	3855	4320	3994	3472	2250	2983	4125	3753	4753	3728	3708	3804	3586	540	782	734	339	3804	4167	4079	4412	2469	2563	4004	3815	3206	3333	3725	3279	845	1176	3288	2618	4339	3423	3494	3364	3935	3994	2991	3353	3594	7987	3742	1868	3600	4746	2217	1790	4635	3178	3668	3317	2681	4573	2309	4043	6329	3483	523	3969	3837	3504	435	3441	4220	3250	1273	4476	2084	651	8134	3883	4175	214	2045	3682	1372	3808	1904	2922	3818	2529	2094	4490	4686	3479	8672	331	2713	3477	2567	2757	3384	3693	1995	2372	2628	1496	2254	2321	1305	3636	1717	2805	2916	3115	4836	3071	2829	4348	4581	1859	1527	3394	3458	451	3697	3752	3713	3727	3295	3403	4208	3263	2695	3062	2377	3777	5073	4525	4497	3983	4008	3867	2626	3700	1718	2192	4176	3985	4915	1688	4550	4233	2360	3660	3656	686	3481	3584	3397	1972	4123	3049	4506	3834	1105	4492	2259	2713	3729	4104	577	3435	9205	4478	3522	2012	2866	1823	3759	838	3833	2626	1606	2481	2564	4638	3584	3951	3732	3441	3984	3709	1846	6358	1566	2557	4183	1936	3850	4050	2035	581	5145	3756	3317	3089	4535	8923	1323	423	2708	1187	3587	3261	2064	2985
"p__Pseudomonadota"	184	244	1337	89	545	750	1609	579	209	372	118	3163	60	216	736	745	687	94	781	580	3795	5382	67	3869	545	142	162	90	579	1489	274	1739	92	547	452	190	82	4638	1060	657	3636	145	533	178	116	2041	720	632	631	1499	1253	268	1304	4407	3893	719	1828	57	811	1322	1456	182	43	1904	463	109	401	951	3331	129	80	1769	2838	140	761	1166	1622	2570	285	2817	378	2787	618	4738	249	201	938	4933	131	229	1346	3546	111	7684	4732	1084	443	731	388	1793	1011	3530	320	240	228	864	1878	1272	88	501	165	862	2048	1345	288	2365	1315	511	1176	262	151	1158	3600	1234	732	3957	874	1833	1030	349	316	124	1023	425	202	565	3204	3544	776	288	4869	99	218	230	733	933	200	640	1925	382	1259	2829	375	35	131	123	467	548	229	488	665	2828	2735	658	266	79	3674	199	494	663	237	374	4394	1621	475	255	684	196	1669	165	731	4083	203	1790	1609	116	186	4805	117	227	137	233	292	1651	3342	229	4332	596	2114	3555	306	2462	95	1413	1176	1002	429	234	207	1957	2447	2721	169	793	2951	686	396	299	529	43	1089	1003	6969	230	334	3082	1205	2389	4168	308	3965	2034	356
"p__Bacteroidota"	1034	718	1018	831	476	892	918	520	450	771	2628	438	839	846	465	3140	859	1279	1865	620	2	18	1060	29	987	1014	1319	1790	2108	1017	1024	0	633	1177	995	1449	1624	279	3494	2504	1485	1432	784	1230	829	963	1018	796	1053	738	871	1469	907	247	353	1408	1045	1012	1127	670	672	1097	1429	590	1644	1662	1642	788	296	1668	645	1343	855	719	1343	652	484	245	631	236	1045	1795	1262	238	1129	1354	1026	131	1811	768	879	634	614	3	117	1619	1067	507	4280	1566	801	588	1189	3195	2126	758	943	1390	846	189	1636	1414	2759	1431	1576	549	1424	1560	429	2926	2523	1649	374	2011	2392	221	923	1877	1642	2147	1957	329	1402	2075	921	335	419	386	1250	1715	178	1671	1510	1514	948	1203	1726	641	298	2278	1083	253	1330	359	822	835	1000	929	1346	2347	1020	939	380	648	1230	485	133	738	760	2454	1596	1422	387	334	1348	1710	2835	1142	701	811	918	309	785	1436	1102	1645	985	115	1377	1439	804	1707	3120	855	304	1478	313	1060	673	334	2593	417	758	483	316	751	1425	1234	1533	1620	1872	1170	2732	519	606	680	1038	2643	4237	181	635	1003	914	693	1535	980	3665	298	143	1475	2094	1368	2066
"p__Fusobacteriota"	35	143	41	2066	456	1086	37	1245	169	204	263	252	76	37	254	0	798	15	5	1	0	1	0	2	31	8	0	32	473	4	4	0	5	25	265	0	167	36	20	73	0	77	2	0	131	0	1122	12	0	53	0	15	8	0	4	55	1	72	117	3	0	279	20	0	24	12	820	0	0	1	1	38	8	2	26	0	68	0	0	17	8	0	41	0	131	33	16	0	38	248	4	18	124	1	0	134	73	78	0	35	0	0	75	125	205	36	85	597	1	1	157	2	0	0	130	0	0	2	0	50	85	2	7	0	0	0	29	20	6	6	99	29	0	158	5	0	0	41	58	0	0	9	3	21	64	0	155	2	0	36	29	19	1	0	8	22	30	1	23	3	51	7	50	6	0	0	0	0	0	0	0	29	3	38	31	8	0	15	21	1	0	0	0	3	0	0	78	0	40	0	66	3	30	33	12	2	0	2	49	2	11	40	0	2	25	10	110	43	26	1	265	26	14	0	0	109	1	179	24	5	5	74	1	35	192	112	0	93	0	99	1510	0	2
"p__Actinomycetota"	17	85	22	23	32	12	18	8	12	17	13	3	42	52	13	1107	19	3	29	28	2	1	17	1	77	14	25	112	33	6	66	4	16	20	31	55	36	4	135	1436	38	37	12	13	6	8	70	54	0	3	42	12	1	1	64	29	8	15	19	7	7	3	12	10	10	122	115	17	5	65	26	126	5	4	192	14	6	4	10	109	26	79	95	1	18	74	12	1	77	28	19	16	174	1167	0	26	29	2	607	55	6	10	105	34	18	6	64	87	74	116	36	36	354	9	26	16	3	31	197	265	367	44	12	1	52	17	19	52	12	80	8	175	4	7	24	14	14	1	11	33	2	23	15	3	6	65	10	8	11	86	63	4	14	30	10	18	16	11	25	27	54	4	134	8	5	20	3	5	11	23	4	10	12	23	49	114	5	17	54	16	16	3	19	11	65	10	130	3	527	119	7	27	46	88	13	26	17	6	38	3	91	16	5	15	32	5	94	5	21	52	16	4	14	3	2	156	13	342	110	122	9	94	14	5	5	2	206	4	1	29	162	30	89
"p__Mycoplasmatota"	0	4	0	0	0	3	0	0	0	0	11	2	5	19	3	0	0	0	2	0	0	0	0	0	0	0	0	1	36	0	3	0	0	0	15	0	2	0	0	38	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	7	1	0	0	0	0	0	3	0	0	0	0	1	0	15	0	0	0	0	16	1	3	0	0	0	0	0	0	0	0	0	4	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	2	4	0	7	0	1	0	0	0	11	0	0	7	0	0	0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	2	0	2	0	1	0	0	0	0	16	0	0	0	0	0	0	0	3	7	16	0	5	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	0	0	0
