"","jarjarbinks_29","korra_29","kubo_30","hamlet_31","jarjarbinks_32","goose_37","hera_37","kubo_37","lambchop_37","ophelia_37","wolverine_37","hamlet_41","hera_41","goose_42","lambchop_42","buddy_57","joans_57","ginger_58","henry_59","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","grogu_70"
"jarjarbinks_29",0,0.235471099391445,0.254661458793393,0.153201377676908,0.104541173476349,0.112417822688024,0.254715601510379,0.181247927260439,0.109293747160755,0.347058938092099,0.174482744659479,0.138194244075663,0.151515430586852,0.0990265957345139,0.298244027658007,0.166173297336679,0.302688182913309,0.173735436301374,0.216169788319083,0.115653284586746,0.243886903610631,0.20722002901145,0.367820392294752,0.120555529207116,0.0688000196518924,0.480472018255978
"korra_29",0.235471099391445,0,0.182214376192099,0.319451300403447,0.240553230120973,0.305608624793298,0.396661120012523,0.3274055956968,0.279264422513641,0.1881087865174,0.343875741607453,0.319813671394858,0.313364374256021,0.300775446242181,0.394311756991852,0.210044675631064,0.176054227728052,0.354387411719154,0.353421409116173,0.262761592646135,0.150393637742917,0.335617305574014,0.461715895143432,0.211962963243456,0.250663017499523,0.512830741058618
"kubo_30",0.254661458793393,0.182214376192099,0,0.350000129529726,0.256016003497097,0.292383469737575,0.386962622498152,0.358241437678049,0.257548424477386,0.264626582617003,0.365041237813729,0.347745817328776,0.345512261547205,0.28136909474645,0.403540424566972,0.127280543870596,0.141855551013771,0.391422224464587,0.3871153891707,0.30567090584371,0.176468328013322,0.373647296574477,0.428061712765784,0.270796572860791,0.279220862608119,0.523504755691759
"hamlet_31",0.153201377676908,0.319451300403447,0.350000129529726,0,0.195800778617191,0.151766094753826,0.191968110734254,0.119850399609012,0.206031821590004,0.412856134640908,0.141073889773453,0.12333713145146,0.0517462083827191,0.164994808279685,0.257606569735152,0.265024830918012,0.412828173741485,0.152519091574399,0.128466729071127,0.160745736807458,0.359042508548743,0.122595133991971,0.309143783737526,0.186969057389813,0.16414637222665,0.488993148245875
"jarjarbinks_32",0.104541173476349,0.240553230120973,0.256016003497097,0.195800778617191,0,0.10891429394658,0.241797294768644,0.234837490995863,0.0578231748009367,0.312461940285256,0.26035778704404,0.18854060779389,0.197976072581588,0.110842414789543,0.282003363978522,0.157627773769916,0.281171270333133,0.216088257019644,0.231118517788036,0.190404122429251,0.208605298543028,0.228346464719199,0.325574587046076,0.159063073193491,0.120172878271323,0.43199391599748
"goose_37",0.112417822688024,0.305608624793298,0.292383469737575,0.151766094753826,0.10891429394658,0,0.210778431680865,0.206647202250746,0.0832509365368881,0.386010232392668,0.22854416731215,0.159389884342478,0.146622948048379,0.0717950173932092,0.205348205481432,0.183719508474379,0.346836038967542,0.178522339036699,0.176141305581334,0.149334164302084,0.269684099430507,0.156073806680005,0.294185382275473,0.195700475032211,0.11640992039982,0.428459563107963
"hera_37",0.254715601510379,0.396661120012523,0.386962622498152,0.191968110734254,0.241797294768644,0.210778431680865,0,0.255792295872472,0.242801524756658,0.449881369891106,0.250138757206979,0.204025458700903,0.171654940313757,0.243418253264728,0.189073721202345,0.29062256294352,0.455802433161872,0.261176761149735,0.209709170544826,0.301714095346718,0.402837374464256,0.27223665467297,0.202787770552196,0.292180829061358,0.287036340212274,0.425712696342849
"kubo_37",0.181247927260439,0.3274055956968,0.358241437678049,0.119850399609012,0.234837490995863,0.206647202250746,0.255792295872472,0,0.242023283718873,0.428817935917857,0.0954706430046105,0.155986534417067,0.121388502518348,0.185062110172661,0.261490141694367,0.256259989350817,0.421923080755756,0.127467821923434,0.152704895499762,0.135105920780676,0.358311611581443,0.153040279678735,0.343823458061825,0.194093396118455,0.183148391113467,0.519824483370584
"lambchop_37",0.109293747160755,0.279264422513641,0.257548424477386,0.206031821590004,0.0578231748009367,0.0832509365368881,0.242801524756658,0.242023283718873,0,0.347437827060113,0.264491341433313,0.18744754981262,0.204293554138681,0.0797437363630837,0.267522173517822,0.153490787508849,0.303873712694349,0.206563661528551,0.224149225750465,0.187322219348105,0.220974476776401,0.210871601155219,0.319354504665648,0.196479249637001,0.117437414730999,0.434770388092482
"ophelia_37",0.347058938092099,0.1881087865174,0.264626582617003,0.412856134640908,0.312461940285256,0.386010232392668,0.449881369891106,0.428817935917857,0.347437827060113,0,0.449493439690633,0.407880007512052,0.40418311089009,0.387154130101471,0.467091260359247,0.283741536938436,0.155959870113761,0.465313167483553,0.447605689435762,0.397935720719053,0.139277803509071,0.450749878998257,0.445445032962607,0.331596135346461,0.358577067323433,0.461551523321691
"wolverine_37",0.174482744659479,0.343875741607453,0.365041237813729,0.141073889773453,0.26035778704404,0.22854416731215,0.250138757206979,0.0954706430046105,0.264491341433313,0.449493439690633,0,0.172598222330382,0.145075622146079,0.210542405337178,0.304172789958366,0.279489374711028,0.438157073981831,0.129099010635519,0.193391435156658,0.144077205024818,0.384809636159748,0.199108960422296,0.365118733414642,0.192691993636082,0.193733544101449,0.570467311387841
"hamlet_41",0.138194244075663,0.319813671394858,0.347745817328776,0.12333713145146,0.18854060779389,0.159389884342478,0.204025458700903,0.155986534417067,0.18744754981262,0.407880007512052,0.172598222330382,0,0.09680646796243,0.159271970951648,0.296645700033717,0.252315723601611,0.411981634383872,0.176075096198801,0.201862920749129,0.168205999946157,0.357598830373644,0.210819696440474,0.35509364697294,0.187948775997242,0.170087339974102,0.521270621149366
"hera_41",0.151515430586852,0.313364374256021,0.345512261547205,0.0517462083827191,0.197976072581588,0.146622948048379,0.171654940313757,0.121388502518348,0.204293554138681,0.40418311089009,0.145075622146079,0.09680646796243,0,0.167531678738795,0.254383269376221,0.258469968821625,0.410049240939031,0.175582973755015,0.146058604094603,0.169078557836114,0.358244987935301,0.151724538655825,0.296819560373068,0.187832373323085,0.168927110046713,0.478393887818678
"goose_42",0.0990265957345139,0.300775446242181,0.28136909474645,0.164994808279685,0.110842414789543,0.0717950173932092,0.243418253264728,0.185062110172661,0.0797437363630837,0.387154130101471,0.210542405337178,0.159271970951648,0.167531678738795,0,0.25480676396096,0.169762582638161,0.337829557341778,0.140875693979035,0.168078053010139,0.141020166063345,0.262257111241788,0.156622562820389,0.333266700054634,0.173774383436603,0.0726290426087937,0.466480236326426
"lambchop_42",0.298244027658007,0.394311756991852,0.403540424566972,0.257606569735152,0.282003363978522,0.205348205481432,0.189073721202345,0.261490141694367,0.267522173517822,0.467091260359247,0.304172789958366,0.296645700033717,0.254383269376221,0.25480676396096,0,0.293235965854195,0.449174163592101,0.278844565258155,0.202780934653256,0.290200111931209,0.392281051967657,0.211782450639814,0.187492667742269,0.317465988927818,0.293489935487321,0.300578969946009
"buddy_57",0.166173297336679,0.210044675631064,0.127280543870596,0.265024830918012,0.157627773769916,0.183719508474379,0.29062256294352,0.256259989350817,0.153490787508849,0.283741536938436,0.279489374711028,0.252315723601611,0.258469968821625,0.169762582638161,0.293235965854195,0,0.190962700351659,0.273305827984034,0.26932402126498,0.217435158647634,0.181770669551379,0.271549773132284,0.35718987173295,0.231244847716621,0.187951027665862,0.465893055663269
"joans_57",0.302688182913309,0.176054227728052,0.141855551013771,0.412828173741485,0.281171270333133,0.346836038967542,0.455802433161872,0.421923080755756,0.303873712694349,0.155959870113761,0.438157073981831,0.411981634383872,0.410049240939031,0.337829557341778,0.449174163592101,0.190962700351659,0,0.445447696704069,0.434195525905661,0.345903199609171,0.122957633255913,0.418864569287569,0.453788633791797,0.306418670615079,0.31639250528515,0.485928306020082
"ginger_58",0.173735436301374,0.354387411719154,0.391422224464587,0.152519091574399,0.216088257019644,0.178522339036699,0.261176761149735,0.127467821923434,0.206563661528551,0.465313167483553,0.129099010635519,0.176075096198801,0.175582973755015,0.140875693979035,0.278844565258155,0.273305827984034,0.445447696704069,0,0.113990846094179,0.143205635643405,0.363134941938239,0.112163869809146,0.36380323160296,0.232781017146592,0.145610046365759,0.542144336523732
"henry_59",0.216169788319083,0.353421409116173,0.3871153891707,0.128466729071127,0.231118517788036,0.176141305581334,0.209709170544826,0.152704895499762,0.224149225750465,0.447605689435762,0.193391435156658,0.201862920749129,0.146058604094603,0.168078053010139,0.202780934653256,0.26932402126498,0.434195525905661,0.113990846094179,0,0.180297754297949,0.375229349360433,0.0766640303337363,0.291405106449746,0.243521320180381,0.183651142249199,0.45035331579765
