"ID"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"njc45"	13.97	14.62	18.47	26.28	20.09	1.73	21.58	21.38	18.56	24.82	29.07	33.17	24.8	13.11	37.98	37.65	33.19	19.64	18.27	18.61	41.89	11.17	27.99	1.56	15.03	21.93	24.09	34.2	15.8	19.09	2	39.51	22.32	15.47
"njc46"	0.04	0.02	0	0	0.04	0	0	0.42	0	0.07	0	0	0	0	0	0.71	0	0	0	0	0	0	0.4	0	0	0.27	0.04	0	0.04	0.11	0	0.02	0	0
"njc47"	0.11	0.11	0.2	0.33	0.16	0	0.02	0.58	0.38	1.05	0.18	0.87	0.82	0.02	0.36	1.65	0	0.22	0.58	0.04	0.02	0.07	1.47	0.04	0.31	0.64	0.33	0.04	0.29	1.02	0.09	0.42	1.09	0.11
"njc48"	15.64	21.92	49.53	23.79	13.76	1.31	18.25	17.96	15.22	17.92	27.73	26.08	30.71	9.49	27.69	30.3	25.74	20.37	13.85	14.1	28.3	18.91	26.83	1.22	11.18	15.98	19.43	25.16	29.2	14.2	1.67	24.32	24.23	45.05
"njc49"	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0
"njc50"	0.04	0.04	0	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0.02
"njc51"	13.92	14.51	18.39	25.95	19.98	1.73	21.58	21.34	18.18	24.02	28.87	32.46	24.02	13.11	37.62	37.38	33.17	19.39	17.65	18.59	41.87	11.1	27.99	1.53	14.8	21.87	23.85	34.16	15.73	18.11	1.96	39.04	21.36	15.33
"njc52"	0.04	0.02	0.09	0.38	0.07	0.02	0.04	0.56	0	0.18	0	0.2	0.11	0.11	0	0.69	0	0	0	0	0	0	0.85	0	0.02	0.38	0.33	0	0.04	0.31	0	0	0.04	0.02
"njc53"	0.98	2	0.89	2.38	1.18	0.31	0.76	2.67	0.98	1.8	1.09	2.18	1.76	1.51	1.87	6.66	0.91	2.89	0.64	0.38	1.13	1.02	4.34	0.4	1.42	2.22	1.71	2.6	2.36	1.65	0.18	2.73	0.85	0.6
"njc54"	0.09	0.07	0	0	0.04	0	0	0.49	0	0.13	0.02	0	0.09	0	0	0.87	0	0	0	0.02	0.02	0.02	0.76	0	0.07	0.29	0.07	0	0.13	0.09	0	0	0.02	0.02
"njc55"	7.5	7.61	0.73	2.38	0.98	0.04	0.6	3.27	0.38	1.16	4.62	1.02	12.02	0.18	0.53	1	0.09	3.47	0.96	0.02	3.18	6.65	1.47	0.04	1.71	0.56	0.62	0.04	9.53	1.74	0.04	0.6	4.38	2.54
"njc56"	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0
"njc57"	0.04	0.04	0.02	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0.02	0.02
"njc58"	0.04	0.04	0.02	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0.02	0.02
"njc59"	0	0.13	0.07	0.04	0.04	0	0	0.04	0.04	0.07	0.04	0.04	0.07	0	0	0.07	0	0.13	0.07	0.07	0	0.09	0.04	0.02	0.11	0.04	0.04	0.11	0.04	0.13	0	0.04	0.04	0.09
"njc60"	11.74	21.16	35.39	5.58	1.89	0.13	1.18	4.78	0.51	1.45	14.71	1.62	24.62	0.36	0.53	2.16	0.13	9.34	1.09	0.07	7.07	18.75	2.27	0.07	2.56	0.8	0.49	0.09	28.73	2.78	0.04	0.87	14	38.33
"njc61"	0.07	0.27	0.73	0.04	0.16	0.02	0.31	0.51	0.27	1.36	0.04	1.42	0.02	0.29	0	1.92	0.02	0.02	0.24	0.04	0.02	0.02	1.29	0.04	0.91	0.67	0.31	0.04	0.11	0.36	0.04	0.29	0.78	0.04
"njc62"	1.16	2.98	3.42	3.34	1.31	0.33	1.27	3.11	1.71	3	2.09	5.96	3.6	2.73	3.78	10.22	2.22	6	1.53	0.8	1.85	1.89	4.83	0.62	2.91	3	2.49	2.98	3.89	2.11	0.29	4.09	2.54	0.76
"njc63"	0.04	0.04	0.02	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0.02	0.04	0	0	0	0.02	0.04
"njc64"	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0.16	0.02	0	0	0.02	0	0	0	0
"njc65"	0.04	0.02	0	0	0.04	0	0	0.49	0	0.13	0	0	0	0	0	0.87	0	0	0	0.02	0	0	0.76	0	0.07	0.29	0.07	0	0.09	0.09	0	0	0.02	0
"njc66"	11.41	8.63	15.07	20.15	12.96	1.31	17.78	16.54	15.16	17.83	17.71	25.66	19.58	9.38	27.67	30.27	25.74	15.45	13.76	14.1	24.98	8.72	26.34	1.22	10.62	15.87	19.43	25.16	12.73	13.08	1.67	24.28	15.6	9.33
"njc67"	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02	0.04
"njc68"	0.24	0.56	1.45	0.98	0.44	0.16	1.18	1.02	0.91	4.4	0.36	3.13	1.2	0.71	0.53	3.43	0.11	0.33	1.18	0.09	0.11	0.18	5.3	0.13	2.69	2.33	1.31	0.09	0.6	2.51	0.13	0.87	2.83	0.29
"njc69"	0	0	0	0.04	0	0	0	0	0.02	0.04	0.02	0.02	0	0	0	0.02	0.02	0.02	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0
"njc70"	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0
"njc71"	0.96	1.67	1.24	2.02	0.96	0.2	0.87	2.36	1.18	2.47	0.96	2.93	1.64	1.49	1.87	6.59	0.87	2.85	0.8	0.36	1.09	0.98	2.98	0.42	1.96	2.04	1.49	2.56	2.22	1.42	0.22	2.49	1.22	0.53
"njc72"	0	0	0.02	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0.02	0
"njc73"	0.04	0.02	0	0	0.04	0	0	0.49	0	0.13	0	0	0	0	0	0.87	0	0	0	0.02	0	0	0.76	0	0.07	0.29	0.07	0	0.09	0.09	0	0	0.02	0
"njc74"	0.04	0.04	0	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0.02
"njc75"	13.72	13.91	18.1	25.66	19.2	1.8	21.58	21.12	17.96	22.21	27.96	32.13	22.16	13.05	36.93	36.6	32.73	18.08	17.43	18.14	40.42	9.03	27.03	1.51	14.63	20.29	23.54	33.84	12.91	17.62	1.87	37.57	19.89	14.53
"njc76"	0.02	0.33	0.04	0	0.2	0.04	0	0.07	0	0.2	0.13	0.04	0	0	0	0.13	0.02	0.04	0	0.04	0.04	0.02	0	0	0.02	0.11	0.04	0.04	0.04	0.09	0	0.27	0.18	0.07
"njc77"	0.04	0.04	0	0.02	0.04	0	0	0.42	0.02	0.07	0	0	0	0	0	0.76	0	0	0.07	0	0	0	0.4	0	0.11	0.27	0.07	0	0.07	0.13	0	0	0.02	0.02
"njc78"	0.02	0.33	0.04	0	0.2	0.04	0	0.07	0	0.2	0.13	0.04	0	0	0	0.13	0.02	0.04	0	0.04	0.04	0.02	0	0	0.02	0.11	0.04	0.04	0.04	0.09	0	0.27	0.18	0.07
"njc79"	0.04	0.07	0	0.02	0.07	0	0	0.51	0.02	0.18	0.02	0.02	0.02	0.02	0	1.45	0	0	0.07	0.02	0	0.02	0.76	0	0.18	0.44	0.11	0.02	0.16	0.18	0	0.07	0.04	0.04
"njc80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc81"	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0
"njc82"	0	0	0.02	0.04	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0.02	0.13	0	0	0	0	0	0.02	0	0	0	0.02	0
"njc83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc84"	0.96	1.67	0.56	1.98	0.96	0.18	0.56	2.27	0.91	1.29	0.96	1.53	1.62	1.2	1.87	5.48	0.87	2.85	0.56	0.33	1.09	0.96	2.23	0.38	1.07	1.71	1.24	2.56	2.18	1.22	0.18	2.47	0.49	0.51
"njc85"	0.04	0.02	0	0	0.04	0	0	0.49	0	0.13	0	0	0	0	0	0.87	0	0	0	0.02	0	0	0.76	0	0.07	0.29	0.07	0	0.09	0.09	0	0	0.02	0
"njc86"	0.04	0.04	0	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0.02
"njc87"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc89"	0.04	0.04	0	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0.02
"njc90"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc91"	0.09	0.04	0.02	0.04	0.2	0.02	0	0.29	0.02	0.18	0.24	0.04	0.07	0	0.49	0.31	0.36	0.2	0.09	0.11	0.56	0.13	0	0.02	0.02	0.07	0.04	0.2	0.09	0.11	0	0.27	0.02	0.09
"njc92"	20.22	19.49	16.41	24.68	19.83	1.6	21.27	21.67	17.11	23.53	31.62	28.99	30.78	10.87	34.36	29.87	31.1	16.01	17.39	17.9	42.69	14.08	25.3	1	14.65	19.64	22.07	31.24	18.78	17.89	1.71	35.77	23.39	17.12
"njc93"	0.04	0.02	0	0	0.04	0	0	0.4	0	0.07	0	0	0	0	0	0.69	0	0	0	0	0	0	0.53	0	0	0.27	0.04	0	0.04	0.09	0	0	0	0
"njc94"	0.04	0.04	0.02	0	0	0	0	0.02	0	0	0.04	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0.02	0.02
"njc95"	0.96	1.67	0.56	1.98	0.96	0.18	0.56	2.27	0.91	1.29	0.96	1.53	1.62	1.2	1.87	5.48	0.87	2.85	0.56	0.33	1.09	0.96	2.23	0.38	1.07	1.71	1.24	2.56	2.18	1.22	0.18	2.47	0.49	0.51
"njc96"	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0
"njc97"	0.04	0.02	0	0	0.04	0	0	0.4	0	0.07	0	0	0	0	0	0.69	0	0	0	0	0	0	0.53	0	0	0.27	0.04	0	0.04	0.09	0	0	0	0
"njc98"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc99"	1.36	3.2	3.78	3.58	1.87	0.29	1.42	3.42	1.96	4.6	2.82	6.6	4	3.02	4.47	10.47	2.65	6.2	1.85	1.13	2.71	2.02	7.26	0.64	3.36	4.24	2.78	3.18	4.27	2.47	0.38	5.29	3.16	1.38
"njc100"	0	0	0.11	0.38	0.02	0.02	0.04	0.16	0	0.11	0	0.2	0.11	0.11	0	0	0	0	0	0	0	0	0.58	0	0.02	0.11	0.29	0	0	0.22	0	0	0.07	0.02
"njc101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc102"	0.04	0.04	0	0	0	0	0	0	0	0	0.02	0	0.09	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0.02
"njc103"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0
"njc104"	0.04	0.02	0	0	0.04	0	0	0.4	0	0.07	0	0	0	0	0	0.69	0	0	0	0	0	0	0.53	0	0	0.27	0.04	0	0.04	0.09	0	0	0	0
"njc105"	0.04	0.02	0	0	0.04	0	0	0.4	0	0.07	0	0	0	0	0	0.69	0	0	0	0	0	0	0.53	0	0	0.27	0.04	0	0.04	0.09	0	0	0	0
"njc106"	13.9	14.6	18.39	26.2	20.03	1.78	21.58	20.89	18.22	24.1	29	32.57	22.62	13.14	37.78	36.62	33.26	18.57	17.72	18.59	41.36	9.27	27.23	1.56	14.71	21.62	23.89	34.16	13.07	18.49	1.96	39.17	21.85	15.33
