"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"Acetate -- Production"	0.0617598517531922	0.0556085319949812	0.0391421234250863	0.0494747302668938	0.0511826383808827	0.0502735087262308	0.0505097007563302	0.0501503698284971	0.0489127545324047	0.0485779147671693	0.0530261272186088	0.0480655491763077	0.0567071838065937	0.0486180724616927	0.0498183433963251	0.0442622573290652	0.050478022969154	0.0489393500033459	0.050097857997173	0.0505328476999865	0.0533142064517659	0.0559949604535592	0.0464995241494171	0.0448933782267116	0.0462928114414753	0.0529236400129874	0.0481604790920703	0.0491388654703119	0.0496311587821744	0.0536851255785541	0.0474213992792345	0.0472727272727273	0.0497615382674304	0.0500080205325634	0.041656024334177
"D-Glucose (Glucose) -- Consumption"	0.0408836899556997	0.0370138017565872	0.0370756761094615	0.0470258375922771	0.0495488905145087	0.0461057567074759	0.047374767072235	0.0439120539705763	0.0492583337763836	0.0462708329488197	0.0461596610863505	0.0480366983064539	0.0420974765051025	0.047078619504511	0.0505109908779634	0.0438016719250167	0.0505231194756779	0.0443666213111463	0.049771664673263	0.0505328476999865	0.0503147636605058	0.039826415622594	0.0418451106352605	0.0440516273849607	0.0512741039208307	0.0440685970660291	0.0458571518311452	0.0484162350957485	0.0497033390596353	0.0373563893522543	0.0486640984217721	0.0472727272727273	0.050329304297358	0.0448347770291947	0.036269069124852
"D-Mannose (Mannose) -- Consumption"	0.0405362364999855	0.036762860727729	0.0370355509188669	0.0466354344122658	0.0489880516947086	0.0455847877051315	0.047374767072235	0.0434040477932212	0.0491785847200808	0.0458463298942434	0.0458131880246311	0.047921294827039	0.0416435500411896	0.0470070170413862	0.0496615175514258	0.0434332036017779	0.0498767362155012	0.0438535834578751	0.0496357507883005	0.0502630513961959	0.0496389998695894	0.0391964723174914	0.0416517963359505	0.0434904601571268	0.049680090327437	0.044363765164261	0.0457524551374668	0.0482155044361476	0.0494146179497914	0.0371684326762681	0.0474213992792345	0.0472727272727273	0.0498877084963032	0.0447946743663779	0.0360368727796224
"Cellobiose -- Consumption"	0.0405362364999855	0.036762860727729	0.0369753631329749	0.04693710959682	0.0489880516947086	0.0455847877051315	0.047374767072235	0.0433430870519385	0.0491254186825456	0.0458463298942434	0.0457344441469676	0.0479645711318196	0.0392898572653452	0.047078619504511	0.0498836874983664	0.0428574718467172	0.0499218327220251	0.041734514063929	0.049554202457323	0.0502630513961959	0.0489869470888807	0.0326520613144817	0.0416517963359505	0.0434904601571268	0.0507206269786801	0.0439210130169131	0.0454383650564315	0.0482757236340279	0.0494146179497914	0.030965862368724	0.0482912886790108	0.0472727272727273	0.0499507936107396	0.0432306705165223	0.0358046764343929
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0403914642267713	0.0365119196988708	0.0368750501564882	0.046103066439523	0.048671055840039	0.0455847877051315	0.047374767072235	0.0433024465577501	0.0482481790632144	0.0443697975304996	0.0455297100650424	0.0469115143821586	0.0403322069232192	0.0470070170413862	0.0492041088371364	0.0431107938189439	0.0498767362155012	0.0433628515982244	0.0479232358377732	0.0502090921354377	0.0496034333542781	0.0389514943655071	0.0416517963359505	0.0434904601571268	0.0454072483340344	0.0437143953481508	0.0456477584437883	0.0478140431169457	0.0493424376723304	0.0370039705847802	0.0450602709084131	0.0467878787878788	0.0493199424663756	0.0428296438883542	0.0356885782617782
"D-Xylose (Xylose) -- Consumption"	0.0403914642267713	0.0365119196988708	0.0368750501564882	0.046103066439523	0.048671055840039	0.0455847877051315	0.047374767072235	0.0433024465577501	0.0481950130256792	0.0443697975304996	0.045498212513977	0.0469115143821586	0.0403322069232192	0.0470070170413862	0.0492041088371364	0.0431107938189439	0.0498466718778185	0.043295933617363	0.0479232358377732	0.0502090921354377	0.0496034333542781	0.0389514943655071	0.0416517963359505	0.0434904601571268	0.0452965529456043	0.0437143953481508	0.0456477584437883	0.0478140431169457	0.0493424376723304	0.0370039705847802	0.0450602709084131	0.0467878787878788	0.0492947084206011	0.0428296438883542	0.0356885782617782
"Raffinose -- Consumption"	0.0403046008628427	0.0365872020075282	0.0372361768718401	0.0461917944349801	0.048671055840039	0.0468872102109924	0.0477036062698674	0.0436072502641632	0.0484608432133553	0.0445543640759676	0.0455769563916405	0.0475318080840137	0.0378103932348145	0.0477230416726335	0.0492041088371364	0.0436289523984985	0.0499218327220251	0.0412883941915193	0.0482766119386757	0.0501281532443006	0.0489513805735693	0.0325470707636313	0.0435254580061861	0.0440516273849607	0.0455179437224645	0.044806517311609	0.0458571518311452	0.0480147737765466	0.0493424376723304	0.0311303244602119	0.0454330806511744	0.0467878787878788	0.0493577935350375	0.0416265640038499	0.0355724800891634
"Sucrose -- Consumption"	0.0401019196803428	0.03633626097867	0.0368750501564882	0.0461385576377059	0.0484272128749086	0.0455847877051315	0.0566480324454675	0.0423880354385109	0.0484608432133553	0.0452926302578395	0.0455297100650424	0.0468826635123049	0.0379448899648627	0.0471860231991981	0.0491649023759115	0.0420744766598347	0.0498767362155012	0.0412437822042783	0.0481406980537132	0.0501281532443006	0.0489276695633618	0.0323720865122139	0.0403134665714966	0.0434904601571268	0.0455179437224645	0.0434192272499188	0.047322905542643	0.0481352121723072	0.0493424376723304	0.0304724760942603	0.0458058903939356	0.0467878787878788	0.0492947084206011	0.0416265640038499	0.0354563819165486
"Lactose -- Consumption"	0.0402466919535571	0.0367126725219573	0.0368750501564882	0.0464579784213515	0.0488173616191173	0.0468872102109924	0.0474405349117615	0.0423880354385109	0.0483279281195172	0.0445543640759676	0.0456871978203695	0.0470269178615735	0.0379785141473748	0.047078619504511	0.0494393476044852	0.0422471961863529	0.0499518970597078	0.0413999241596217	0.0480591497227357	0.0502090921354377	0.0489513805735693	0.0325470707636313	0.0405067808708066	0.0434904601571268	0.046912705616684	0.0434782608695652	0.0451242749753963	0.0478140431169457	0.0493424376723304	0.030707421939243	0.0459301603081894	0.0467878787878788	0.0494839637639103	0.0438322104587745	0.0356885782617782
"Maltose -- Consumption"	0.0403046008628427	0.0368381430363864	0.0368750501564882	0.0464579784213515	0.0487442087295781	0.0468872102109924	0.047374767072235	0.0424286759326993	0.0483279281195172	0.0444620808032336	0.0457344441469676	0.0470269178615735	0.0381466350599351	0.047078619504511	0.0494393476044852	0.0422126522810492	0.0499518970597078	0.0413999241596217	0.0480047841687507	0.0502090921354377	0.0489869470888807	0.0326520613144817	0.0405067808708066	0.0434904601571268	0.0468020102282539	0.0434782608695652	0.0451242749753963	0.0478140431169457	0.0493424376723304	0.0307779056927378	0.0459301603081894	0.0467878787878788	0.0494839637639103	0.0416867179980751	0.0357350175308241
