"","buddy_11","joans_11","padme_11","ginger_14","buddy_16","buddy_17","ivy_17","padme_17","buddy_18","ginger_18","ivy_18","franc_19","ivy_19","ginger_2","ginger_20","buddy_21","joans_21","franc_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","grogu_24","henry_24","ivy_24","marshmallow_24","henry_25","ginger_29","henry_29","joans_29","ginger_36","grogu_36","henry_36","joans_36","franc_37","grogu_37","ginger_41","grogu_41","joans_41","marshmallow_41","ginger_42","grogu_42","henry_42","ivy_42","buddy_44","franc_44","ginger_44","ivy_44","joans_44","marshmallow_44","buddy_45","franc_45","grogu_45","henry_45","ivy_45","joans_45","marshmallow_45","buddy_46","charles_46","ivy_46","joans_46","marshmallow_46","franc_47","ginger_47","ivy_47","marshmallow_47","buddy_48","charles_48","franc_48","grogu_48","henry_48","ivy_48","joans_48","marshmallow_48","charles_49","franc_49","ginger_49","henry_49","ivy_49","joans_49","marshmallow_49","padme_5","buddy_50","charles_50","franc_50","ginger_50","grogu_50","ivy_50","joans_50","charles_51","franc_51","joans_51","buddy_52","charles_52","ginger_52","grogu_52","marshmallow_52","franc_53","marshmallow_53","charles_55","ginger_55","ivy_55","buddy_56","franc_56","grogu_56","joans_56","buddy_57","joans_57","ginger_58","henry_59","padme_6","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","ginger_7","padme_7","grogu_70","charles_9","franc_9","grogu_9","henry_9","ivy_9"
"buddy_11",0,0.0101480955399328,0.0146643434575097,0.0277330273813241,0.0282504919202065,0.0127192801491846,0.00615066209322192,0.0209487631883241,0.00864146190571266,0.0213411156370585,0.0254821602337389,0.00939035628979682,0.0174919422533455,0.00716202624228691,0.0225798051198367,0.0189208263772577,0.0206792630756299,0.0197711206607564,0.0223382143553605,0.0066355104520909,0.0083644694499247,0.02865635994871,0.0151454731678002,0.0227231645324821,0.00879028540832323,0.00876467475687885,0.0170142462628974,0.0187351114542968,0.0030461757443174,0.0281630642790967,0.00762798522304138,0.0243788447358909,0.0161425749303806,0.0225647055015439,0.0168857765801623,0.0302483950265925,0.0183381559656332,0.019305968780925,0.00288656660776648,0.0172648113261693,0.00663561503405259,0.0328847776351047,0.0035664255542769,0.0168594252620859,0.0268426754422398,0.0388117863120874,0.0198554230024925,0.0156439398101549,0.0299180446865895,0.0204145680486051,0.0255817657184952,0.0271992500683177,0.0268731809516991,0.0176398694383739,0.0279530703773778,0.0307395375245368,0.0188406429095855,0.0229854049881291,0.0220592268492785,0.0243860055972643,0.0209191110442963,0.0222417824665697,0.0232353239098315,0.0272039520027999,0.0276871868214578,0.0225253482427786,0.0269150520736001,0.002607812037891,0.0214409530039461,0.0154634632499571,0.0228989996699511,0.0215440993185232,0.024038756498561,0.0249198316571569,0.016363702016429,0.00934487012873798,0.0109095652273934,0.0209011113312943,0.0306646502092465,0.0256569180588375,0.0221605752163043,0.0260202394539354,0.0161735501818453,0.00537469005684077,0.00410579098696228,0.016609894478741,0.0284555955127003,0.0287899874679861,0.0261056589028813,0.0269283884439991,0.0229917765877874,0.0140047834862897,0.0222942388744895,0.0248984108870786,0.020062489792728,0.0201388153396401,0.0248091921248754,0.0205977798797325,0.00577563059436398,0.0276021979620473,0.02876809702927,0.0251061147195923,0.0276755743578503,0.0214731478016615,0.00397411442297823,0.0186749244113393,0.0200843133268681,0.0273015330777611,0.0197780226350692,0.00397667555610148,0.0282427675167412,0.0287361622286913,0.0057717574337686,0.0112498273883916,0.0042770309493507,0.0305157878091349,0.0258747370953372,0.00701086908942977,0.0158018104158588,0.00465998304043991,0.00660736881973371,0.0115903427085384,0.00715598152582104,0.00592738273354368,0.021951517036289,0.00546420049587417,0.00747324093752744
"joans_11",0.0101480955399328,0,0.0189303131643366,0.0179157791716051,0.0209059847574947,0.0092297837179593,0.00609201387160007,0.0281126633160354,0.0181942799819925,0.0131183724331696,0.0266194310239491,0.0058053512682614,0.0173857315583602,0.0164465462471023,0.0136764510655873,0.0163903969697008,0.0180439428620356,0.0110522529002458,0.0151054682748252,0.00677862923745353,0.0055581990967911,0.0192459384887136,0.0111544309529999,0.0144476331959985,0.00235942789902255,0.0045683749648004,0.0160974494340161,0.0140351027438926,0.0101925795641812,0.0190661283222289,0.00720439678480166,0.0152130954468859,0.0101977437337568,0.0166121315552259,0.00957666702115307,0.0202000529107907,0.0164030790692929,0.0164469910571052,0.00796195576853113,0.0115622917516951,0.00470372435903852,0.0313735812241295,0.0113641585515992,0.00936578874914913,0.0184240476009868,0.0373903894909715,0.0150560889856986,0.0154698061448809,0.0211141471689625,0.0110931149245863,0.0157494032740099,0.0180167838559604,0.0170416410903461,0.0107009920191106,0.0179945935800372,0.0222860604791795,0.0156163139838823,0.0137214497822596,0.0141368024358614,0.0183138702103373,0.0128352755113331,0.0128537917670763,0.0138022281072873,0.0179623734458513,0.0200259709390882,0.0130464019263632,0.022495340460077,0.0104560705255549,0.0124282460191975,0.0214680238990822,0.0174547872153619,0.0171623272961599,0.0161148329927948,0.0220810945257852,0.00819531633617899,0.0032924338016666,0.0161490936076554,0.0147187313198024,0.0210009195097834,0.0168997037552563,0.0164664273871365,0.0170330785045477,0.00731184469478162,0.0146673264898108,0.0123369427193497,0.0117470691402792,0.0196973955570803,0.0195143429557277,0.0175693879715123,0.0179133734279019,0.0142346544162319,0.0132563282502101,0.0165667258834318,0.0165870600985197,0.0125493626671196,0.0232436687596108,0.016310299509676,0.013526198320595,0.00707712248153597,0.0219858416150234,0.0223456309178404,0.0182488143460442,0.017973900411617,0.0181393078941951,0.0114206429928116,0.0176171162127874,0.0169794029832417,0.0173374254150974,0.0116843082320042,0.0119310985071978,0.0186389413532032,0.0192987395141374,0.0147840740007182,0.00210383291888047,0.0132912737360674,0.0207424051445366,0.0245969480666897,0.00844839925949542,0.00610609763758029,0.0133861639194639,0.0155494448675774,0.0149004116837246,0.0167447334385129,0.0149244758217487,0.016008724776839,0.0138227970156685,0.0108518068593869
"padme_11",0.0146643434575097,0.0189303131643366,0,0.0311959114815722,0.0346567996711546,0.0140448140393072,0.0169572375473339,0.0201365582278317,0.0146894239584801,0.0272870131376192,0.023025180335614,0.0180579577837979,0.0158881634925051,0.0165080211490749,0.0272877060927224,0.0122912980051964,0.0176527121513709,0.0250306822004712,0.0264903347458831,0.0163538935364388,0.0158651973991471,0.0349227935243107,0.0194141973926844,0.0278091855614637,0.0186381955844036,0.018267704383559,0.0137332922046397,0.0193213723394161,0.0152279478470055,0.034508934838205,0.01578500097566,0.0282120876114103,0.0217962455667393,0.0256287447540311,0.0200133889906772,0.0357117500367114,0.0187772059092946,0.0206702849614868,0.0157281787744471,0.0201565702778496,0.0153826583141688,0.0324037410421847,0.0151729805522236,0.0233702460162649,0.031311062419415,0.0381648610439439,0.0212435153557254,0.0142230130537738,0.0362267903942008,0.0261918400776976,0.0302775961178665,0.0329255915065942,0.0321048110690738,0.02376189715915,0.0335000827283134,0.0375809582196126,0.0238808466613112,0.0277674659330899,0.0276216866899468,0.0265652630753062,0.0239420047027869,0.027285339291944,0.0280856857065498,0.0337413203594801,0.0339598742675077,0.0297326244286985,0.0280449388299525,0.0156958457789494,0.0246087122698357,0.0130990441706303,0.0263248495802263,0.0250073147053084,0.0301111774422286,0.0251507557502408,0.0219256227262232,0.0195823708407015,0.0176282651891329,0.0250499200469919,0.0368385109006115,0.0312949128769437,0.0252168857992844,0.0318316383856349,0.0239312274376295,0.0159263914047488,0.0155710790687801,0.0254397263415936,0.0330604100199168,0.0351153594804157,0.0320560848115905,0.0326402059112694,0.0267605560351202,0.0184865386000166,0.0254938660000289,0.0291447688507902,0.024128201669535,0.0159419014687713,0.0310344791468527,0.0248420256089515,0.0155218845607108,0.0315879227307381,0.0339417276915182,0.0310119603259767,0.0328930390048244,0.0237094973054885,0.0162542603730959,0.0171736864604573,0.0205738134615331,0.0327150206737921,0.0236413348040721,0.0165282419914437,0.0341468649466872,0.0345613503106414,0.0155634943403197,0.0201541577278953,0.016037701697698,0.0368436995636862,0.0256495615996206,0.0139197189088015,0.0233813361482478,0.0162978540490175,0.0150320475109343,0.0180518167246716,0.0144844077331401,0.0165121856108177,0.0267661044658793,0.0115209627282063,0.0162703304413944
"ginger_14",0.0277330273813241,0.0179157791716051,0.0311959114815722,0,0.0193814492388514,0.0203447536857095,0.0230941869914771,0.0423021166060231,0.0349516092015385,0.0139464665478227,0.0336584645091887,0.0208725147127099,0.0259494928388465,0.03364703797025,0.011479233227737,0.0225775952476728,0.0223248668204972,0.0120098740136038,0.0149782458380294,0.023238720711353,0.0205945379514197,0.0124332928024615,0.0195528312886641,0.0134260563425717,0.0195208053432202,0.020689227641229,0.0241903416176509,0.0182333177400662,0.0273075643591862,0.0137205381521467,0.0224260665285562,0.00841046297128182,0.0173920231655282,0.0175301513178655,0.0140644836742565,0.0076162656368807,0.0235720384360323,0.0223450421300186,0.0256395148555584,0.0169517705891615,0.021586523193696,0.0336759333037974,0.0284298603790294,0.016055142580318,0.0128103590842688,0.0387926319834761,0.0185834161740636,0.0247609332910028,0.0155071651839991,0.010871431939489,0.00536687350128828,0.0114162411207111,0.00709303135579093,0.0164379013915787,0.00732358745556137,0.0181600267800299,0.022459209909116,0.00910636004902599,0.0149642664644007,0.0170867388153017,0.0113018007861332,0.00997752630621269,0.00860774744383921,0.0130411994811006,0.0184073833030947,0.0114497846973474,0.022713784574016,0.0278429158981454,0.00885215001784833,0.0347249100510878,0.0193636777463308,0.0213469215099618,0.0159820477884944,0.0247038075424443,0.0150673243227136,0.0199038914303562,0.0311894090042462,0.0175603841151143,0.011904166538718,0.0127937199582293,0.0174533189428922,0.012490296809495,0.0147953339932001,0.0319228041088744,0.0294894955642731,0.0216515178907504,0.0118529574944685,0.0131479064343979,0.0143999061309931,0.0123996694175719,0.00914318554675958,0.0247723327326655,0.0181879632939385,0.0119641897670069,0.0141464324519463,0.0334180451397298,0.0146265951509048,0.0153270344594495,0.0235220856755366,0.0219282611231926,0.0212442227708635,0.0192343173976271,0.00803844093105118,0.0228639517858277,0.0286352455374382,0.0244786090162685,0.0215236448765891,0.00711982674107851,0.0129442063201679,0.0293430897892406,0.0105520272915007,0.0115412671375726,0.0317880399563844,0.0174578445484481,0.0306397531153808,0.011427912809733,0.0292541053802062,0.0237254312028259,0.0134834856075245,0.0306894027117584,0.0323217949719565,0.0285272582032716,0.033720231916183,0.0321756232726155,0.0187227684330956,0.0304485452284298,0.0262261817298156
"buddy_16",0.0282504919202065,0.0209059847574947,0.0346567996711546,0.0193814492388514,0,0.0217926554364402,0.0222985844619368,0.0460783259380333,0.0363685234406397,0.0105437608782411,0.0290380377308931,0.0192427120733693,0.02443791200385,0.0346670544921377,0.0105538603493741,0.0280126491109858,0.0318317076441199,0.0126775265913184,0.0106688906004528,0.0219902401934615,0.0217922980441668,0.00976699229860565,0.01727630256065,0.00915199650668453,0.0210012023927613,0.0197691606319095,0.0257617806399659,0.0253296804777921,0.0279127822647089,0.00822456730399891,0.0225464075331516,0.0125493812952976,0.0148856531901635,0.0132440195753566,0.0171762023076679,0.0151980347054614,0.023611920666318,0.0197682341834758,0.0258301371232383,0.0186388432484322,0.0241762648997163,0.0280306308855422,0.0281465490771745,0.0130086389313731,0.00940835614659848,0.032112585048026,0.0169243111670925,0.0245260515602355,0.00670534682172161,0.0133271100761086,0.015107433785629,0.0086968731107411,0.012863428445087,0.0119533946896214,0.0135052045756835,0.00745655419141293,0.0171703104769928,0.0130092502532868,0.00922676362743401,0.0151859083911034,0.0190335000085059,0.0146908971292191,0.0133957729163125,0.00945160448049441,0.00379388453612985,0.0112392244709275,0.0176461238352039,0.0280946528660261,0.0171694961183845,0.037300298024222,0.0124980469072142,0.0137149057087769,0.00667823738064629,0.0213209423627286,0.0170605117008652,0.0198364318759571,0.0343972980760043,0.0120948884921397,0.0116845724578473,0.00708333426957424,0.0156461004876622,0.00786185390689373,0.0139015470798504,0.032146257711958,0.0295895343846396,0.0142726050780425,0.0104056174895278,0.00900147153446424,0.0060822853996425,0.00760611605783929,0.0144569775576694,0.0211890821513942,0.0130941468547478,0.0106913535421808,0.0132993101287461,0.0349699170050848,0.00817802954019016,0.0119303595010897,0.0238832866168122,0.0109640331228909,0.00688022517552807,0.00571100238647318,0.0118650291138588,0.0165932028106679,0.0293273133210366,0.0262818512943173,0.0207952177890749,0.0137906801505142,0.0136789986029046,0.0292137893383357,0.0104921145665022,0.00939407180385859,0.0316541609732086,0.0193101333153394,0.0313601171149413,0.0128197954233604,0.0232338633026436,0.0237730729475586,0.0156751679534227,0.0316175783206053,0.0325392442918318,0.0263864797611158,0.0350977092098546,0.0332071744838846,0.00971620911653163,0.0318994727493584,0.024903209268872
"buddy_17",0.0127192801491846,0.0092297837179593,0.0140448140393072,0.0203447536857095,0.0217926554364402,0,0.00970786643149506,0.0283649049981614,0.019625200150911,0.0151979772544633,0.0227645000925114,0.00861320038970059,0.0136646760973448,0.0187614851846491,0.0142532657406959,0.00898810307752645,0.0175284729852717,0.0129385484097973,0.0150227158019073,0.00910432338743158,0.00835678178769766,0.0216359826899317,0.0105968614544765,0.0152966161266975,0.00961747759764092,0.00872321454665266,0.0120607480164635,0.0140549000003829,0.013029517356906,0.0211572302045893,0.00929255280023993,0.0160502485717294,0.0109698313859492,0.0153148252684256,0.00930944059928132,0.0231859085844338,0.0151512518575865,0.0144877580798068,0.0112304983933843,0.0112579141786955,0.00890037947852199,0.0287235669031047,0.0135101621732533,0.0112333492922765,0.019075976987925,0.0342842154381349,0.0126203295581643,0.0114542900977344,0.0228338016205681,0.0139310984059103,0.0184500071859925,0.0199746182675613,0.0196399044720448,0.011806022158289,0.0208768967885305,0.0240548133927605,0.0158552721577479,0.0157935029938488,0.0149233087686008,0.017357951350442,0.0148215602643913,0.015088415018219,0.0160353050754878,0.0203656579523855,0.0208533189664086,0.0166494779788949,0.0198389660054616,0.013437213644092,0.013887529835735,0.0204194951298674,0.0163776514221459,0.0157241975736264,0.0171507074998004,0.01934516658462,0.0100178506247591,0.00971896365514762,0.0190030439703418,0.0143518585626364,0.0236039888511574,0.0183969021727652,0.0156252508811674,0.0187354166730272,0.0114451587132076,0.0168295520853955,0.0147529073707304,0.0140849426100153,0.0208767132582034,0.0217757890166573,0.0189517977611271,0.0195860159708484,0.0156610386398168,0.0125231941540831,0.0155427317727794,0.0173174699685616,0.0129505741034279,0.0208070777945273,0.0180608754161163,0.0134560053022384,0.0099401640223445,0.0210544649201332,0.0220650466305156,0.0181736318060258,0.0203178977722768,0.0157772345498397,0.014653643953622,0.0156217640385595,0.0146536765295258,0.0201335973612694,0.0118442715230865,0.0148773515788403,0.0210969981432755,0.0213059130133381,0.0165463801347216,0.00954456564499259,0.0161615424209674,0.0236471694812184,0.0213443360427853,0.00927256270631699,0.0113300131064428,0.0163173012365624,0.0169286426750621,0.0151833230139343,0.0182871930424896,0.0176252070324937,0.015167752671744,0.013910104864153,0.01216025377933
"ivy_17",0.00615066209322192,0.00609201387160007,0.0169572375473339,0.0230941869914771,0.0222985844619368,0.00970786643149506,0,0.0257965772764362,0.0144046094500774,0.0157312498531045,0.0233434186580316,0.00350631476055404,0.0151550124352343,0.0127952854852835,0.0169238983622555,0.0176117792081815,0.0201402339699567,0.014194503103163,0.0165591254283244,0.00163042004071697,0.00435709859562278,0.0230102961369351,0.0100835793263277,0.0168802042887552,0.0042343900872805,0.00293919479774032,0.0152174815718909,0.0164279307929095,0.0060960686090852,0.0224210986796246,0.0037247534856888,0.0188480946876127,0.0104303352167917,0.0170962462522503,0.0120015037494673,0.0249848229951159,0.0157585452749568,0.0152754889198254,0.00395707318342165,0.0129813103563343,0.00484603082959225,0.0292440686228907,0.0065761808433777,0.0111368090797444,0.020934276783398,0.0352642934508268,0.0150519988232294,0.0133860211162346,0.0240302409856853,0.0150339398683734,0.0204317473519426,0.0213298084851956,0.0214250006656465,0.0116741756686827,0.0225751357714683,0.0250007920884132,0.0142027427463275,0.0175694738116414,0.0162950949158825,0.0190924348747945,0.0166688939996125,0.0172237528386339,0.0179015015060977,0.0215962862253277,0.021754169595861,0.0169506115068208,0.0220360051387737,0.00625344544745301,0.0167512597102942,0.0186647652417755,0.017356208690593,0.0162599817037991,0.0181885992737293,0.0208570916180652,0.0117906229984314,0.00424585586372348,0.0147217108072353,0.0153492892122335,0.0250907708918773,0.0197144306868636,0.0169852508194883,0.0201614909173956,0.0105373737337765,0.0104715619207316,0.00832912905692193,0.0116649394229627,0.0225970191575147,0.0230824889456544,0.0201789514038991,0.0210360183395407,0.017655328626228,0.0111059057675445,0.0167754661910064,0.0190882582027247,0.0146050315119421,0.0211030844472237,0.0190964654363855,0.0149476782824839,0.00329646961867671,0.0218810443263978,0.0228229300168444,0.0192720995787873,0.022076738607059,0.0168122613485115,0.00804008159295114,0.0167154636668595,0.016139830251325,0.0219969307339683,0.0143954783961703,0.00809785550647938,0.0226092001976874,0.0229894224053953,0.0102520878333714,0.00664088282555643,0.00951075306437294,0.0250574472817268,0.0221799135213332,0.00486108137431267,0.0105231111355323,0.00983941254075734,0.0111334532107834,0.010599203455205,0.0130237321806064,0.011400198150485,0.0161434707693478,0.0103169045804035,0.00612629661927699
"padme_17",0.0209487631883241,0.0281126633160354,0.0201365582278317,0.0423021166060231,0.0460783259380333,0.0283649049981614,0.0257965772764362,0,0.0154477901191678,0.0380263710066111,0.0345444506507784,0.0282905066163904,0.0290577453892391,0.0176802037812372,0.039626356515989,0.0294149935982888,0.0281596176505189,0.0367555808217996,0.0390578428665718,0.0258616602524673,0.0261418906073725,0.0459904018943679,0.0316879654066761,0.0399594241154465,0.0274671695680496,0.0279021214065315,0.0282861333436841,0.0303010064007354,0.0214884247867495,0.0457025202061324,0.0256174803462392,0.0406992365121936,0.0334707628330577,0.0385538824740632,0.032765503750241,0.046420922623125,0.030890936936222,0.0333978658713172,0.0230297292855302,0.0324227429531152,0.0244910292553841,0.0440808945907522,0.0214359484262444,0.034721894202936,0.0436089897288212,0.0499372470284883,0.0349654779898362,0.0272229252158939,0.0476213341937356,0.0373024918965624,0.0413883982143504,0.0444272983764168,0.0433184271833992,0.0354160806221999,0.0443972988183361,0.0486455539110421,0.0335807126083775,0.0394020111999812,0.0395344712937242,0.0394789655038358,0.0353808077367618,0.0385406048500646,0.0395650045628808,0.0446697556344807,0.0456175726141568,0.0401789178151025,0.0416226094189002,0.0215161999967925,0.0366380034258383,0.0174373171452985,0.0390590447138175,0.0376824713815941,0.0417883848890469,0.0381773560758164,0.0330707362342429,0.0284625169046638,0.0174952449523139,0.037510817436481,0.0477420217985328,0.0430744954755446,0.0378304448729271,0.0433921413461238,0.0343606525453032,0.0191713034263494,0.0203226496676587,0.0347138643165333,0.0450418201120711,0.0462416445096245,0.0437323687336352,0.0442670370457082,0.0387439642745061,0.0292187057648798,0.0383073344974277,0.0414201087367346,0.0364304906824374,0.0252106803239291,0.0423863993585824,0.0373164706612424,0.0235418699421036,0.0440310874220367,0.0461301378401277,0.0429453137345927,0.0442345539468722,0.0367601959689579,0.0207260331760766,0.0294820836616366,0.0336737581745346,0.0436567824611881,0.036254504571882,0.0209167117104251,0.0452928768041788,0.0459353876866921,0.0195568740959739,0.0293911934419292,0.019108337434391,0.0474909141029596,0.0380501852622544,0.0239651308253129,0.0335306827267817,0.0194869061400147,0.0189544848214285,0.0263503284392391,0.0163647820606759,0.0185670706438286,0.0393835168456614,0.0185158342661541,0.024732354341806
"buddy_18",0.00864146190571266,0.0181942799819925,0.0146894239584801,0.0349516092015385,0.0363685234406397,0.019625200150911,0.0144046094500774,0.0154477901191678,0,0.0292383251280973,0.0278088702534845,0.017471190005322,0.0213574983314497,0.00513153225215384,0.030682697211534,0.0235086590080734,0.0233212479650535,0.0275921280651356,0.0298645647427054,0.0146703062010391,0.0157470041909274,0.0370073051877512,0.0218236546905598,0.0306831555588628,0.0169787180219725,0.0171343925069253,0.0209454513266416,0.023747974784118,0.00940395747502119,0.0365568711583494,0.0148233793384959,0.032084927998607,0.0236646662330195,0.0295028159392381,0.0240113077315034,0.0382261523952729,0.0227430574471131,0.0246370106402692,0.0113347904289651,0.0237362320528718,0.0142359874763722,0.0366368152618615,0.00909300952775016,0.0248936005783606,0.0346827552458939,0.0424245609666235,0.0261009150196378,0.0198255017148686,0.038325512038857,0.0283410469941315,0.0332213342882491,0.0353894104085434,0.0348124688505441,0.025538529655852,0.0359752079563967,0.0392251852300327,0.0249461019845799,0.0306803866830667,0.0301187218527943,0.0308981569481787,0.0275122932346658,0.030070070318774,0.0309721356583517,0.0355927476370584,0.0359763883859216,0.0308824272212855,0.0328586651362136,0.00922248936871278,0.0286273738205846,0.012711762808269,0.029772507771456,0.0281328089679861,0.0322532038924133,0.0297886003212607,0.0242266971572066,0.01782441758151,0.0110622376806432,0.028148194137621,0.0389878935928143,0.0338121946116725,0.0287450318005691,0.0342683992663551,0.0245245007518693,0.00629146931886148,0.0082724570965799,0.0246642330745307,0.0362617154058729,0.0371687944445125,0.0343750291879577,0.0351626874133079,0.0302719895687257,0.0197525830464073,0.0291636367626101,0.0325045278559951,0.0274678983930674,0.0199559017751813,0.033035175944678,0.0280427809088658,0.0132619242821518,0.0347568426761316,0.0364560312263469,0.0332236994961054,0.03567164686905,0.0274230719735614,0.00895095598232821,0.022036649735371,0.0251726599212813,0.0353001366611588,0.0273674428154401,0.00893770877383834,0.0364755503474435,0.037049122315544,0.00680520852641138,0.019502716153557,0.00667836746107914,0.0388238241953173,0.0301500177367746,0.0135096942349046,0.0239867714802186,0.00705455708233659,0.00643837606021328,0.0154649911841777,0.00294386106936133,0.00607702220038387,0.0294559398942003,0.00702996809775004,0.0132956069760629
"ginger_18",0.0213411156370585,0.0131183724331696,0.0272870131376192,0.0139464665478227,0.0105437608782411,0.0151979772544633,0.0157312498531045,0.0380263710066111,0.0292383251280973,0,0.0261347921161593,0.0126000355669311,0.018228101964213,0.0281120713389453,0.00572558897790374,0.0211801585623609,0.022492267374729,0.00478291026277464,0.00734185161689609,0.0155740864481467,0.014481842038287,0.0100239936792148,0.0116220875807128,0.00470317640898698,0.0137397646533904,0.0131226385028446,0.0182733736955787,0.0162494295424942,0.0213532614573647,0.00939499392413663,0.0159466396249077,0.00820207392518522,0.0100237707901611,0.010874456144458,0.00917378447648609,0.012981717870593,0.0161544083509118,0.0142587671187891,0.0191491546048819,0.0104619232666045,0.016122192292094,0.0283021201409396,0.0219085334579997,0.00593531731460389,0.00980569636738448,0.0340957305383663,0.0119581210638076,0.0184292279357197,0.0111889623492816,0.00528792275795396,0.00938408242428655,0.00894795928550272,0.00917454956155137,0.00658807537906144,0.0106029432705833,0.012630297806703,0.0134946828117749,0.00618846929433007,0.00491747980340306,0.012616476925269,0.0100640332073984,0.00728429311140315,0.00652926660421132,0.00905334920789412,0.00990134412922878,0.00771166602381309,0.0179479471667309,0.0216346310207395,0.00875033057244712,0.0293889301017334,0.0106517879657824,0.0114494915186628,0.00605418496326542,0.0193421344142599,0.00872447210398948,0.0130620609812658,0.0263733327782502,0.0073545782602042,0.012341310865294,0.00677433742133812,0.0132137371459263,0.00707509778166533,0.00697247661130251,0.0258877737497821,0.0231776348048421,0.0103560491394074,0.0109799321696809,0.0100675952114451,0.00716272415959537,0.00787244132240631,0.00823177574940865,0.0145495424227574,0.010322171778719,0.00832771688200306,0.00591739312813926,0.0273454126288043,0.00619800489548425,0.00639617844758098,0.0169158967538513,0.0141139730618161,0.0134532802002076,0.00915713570477026,0.00947036354964901,0.0139833972729606,0.022762580246477,0.0189287853838912,0.0157293029703484,0.0100788062409463,0.00595366224257289,0.0228551780116604,0.00952273312013577,0.0101678942599428,0.0255763448800761,0.0115880538931921,0.0246916850360139,0.0128708196019221,0.0219836836401374,0.0163581490157037,0.00805525765577268,0.0250829521491064,0.0264008414763184,0.0221737237474842,0.0281843999722626,0.0266529948431486,0.00983803426266088,0.0251282759701168,0.0194769632185566
