"","Hera_1","Wolverine_1","Hera_2","JarJarBinks_2","Lambchop_2","JarJarBinks_3","Goose_4","Korra_6","Hera_7","Iris_7","Korra_9","Hamlet_11","Hera_11","JarJarBinks_11","Hera_14","Iris_14","JarJarBinks_14","Kubo_14","Wolverine_14","JarJarBinks_15","Kubo_15","Iris_17","Kubo_17","Lambchop_17","Wolverine_17","Hamlet_18","Hera_18","Iris_18","JarJarBinks_18","Kubo_18","Lambchop_18","Wolverine_18","Ophelia_19","Wolverine_19","Goose_20","Hamlet_20","Hera_20","Iris_20","Korra_20","Ophelia_20","Hamlet_21","JarJarBinks_21","Korra_21","Kubo_21","Goose_22","Hamlet_22","Hera_22","Iris_22","Kubo_22","Hamlet_23","Iris_23","Korra_23","Hera_24","Kubo_24","Ophelia_24","Wolverine_24","Kubo_25","JarJarBinks_29","Korra_29","Kubo_30","Hamlet_31","JarJarBinks_32","Goose_37","Hera_37","Kubo_37","Lambchop_37","Ophelia_37","Wolverine_37","Hamlet_41","Hera_41","Goose_42","Lambchop_42","Ophelia_43","Goose_44","Iris_44","JarJarBinks_44","Lambchop_44","Hamlet_45","Hera_45","JarJarBinks_45","Korra_45","Ophelia_45","Goose_46","Hamlet_46","Iris_46","Lambchop_46","Hamlet_48","Hera_48","Iris_48","JarJarBinks_48","Korra_48","Kubo_48","Lambchop_48","Ophelia_48","Wolverine_48","Iris_49","JarJarBinks_49","Kubo_49","Ophelia_49","Wolverine_49","JarJarBinks_50","Korra_50","Kubo_50","Lambchop_50","Ophelia_50","Wolverine_50","Lambchop_51","Goose_52","JarJarBinks_52","Kubo_52","Hera_53","Kubo_53","Iris_55","Lambchop_55","Ophelia_55","Ophelia_57","Wolverine_57","Goose_58","Wolverine_58","Goose_59","Hamlet_59","Iris_59","Ophelia_59","Iris_60","Wolverine_60","Hamlet_67","Hera_67","JarJarBinks_68"
"Hera_1",0,0.335968055526229,0.32500924659733,0.445013542073568,0.416163282362803,0.274208820556785,0.742143955612356,0.384247177478012,0.255488345678427,0.485788169103139,0.228381054808808,0.248747149811665,0.227716688206394,0.289474400727012,0.260629635981425,0.386089989007815,0.289404476780992,0.26880568860273,0.480562743571132,0.281020777073121,0.241853440082993,0.403511017777425,0.251613077436855,0.703215473520215,0.347199395196062,0.134988481188794,0.185097029504491,0.381643152598692,0.236020260897042,0.228542582187418,0.763347595399934,0.335363027994082,0.270494925133881,0.348112618938807,0.3731453452447,0.22261553230602,0.217270602226681,0.409233211317243,0.328919172934836,0.278341632145871,0.207636251719956,0.313751803957725,0.313153918206041,0.270200448628069,0.406680090775384,0.247654791400436,0.477027479563664,0.380482857586211,0.253185749792994,0.304642355490463,0.374650797617794,0.32728705934951,0.209913440377969,0.336336526818253,0.319520173103065,0.351218240366882,0.230171323527637,0.236076408119859,0.340245035047142,0.304168598364014,0.248113781843361,0.365417165507076,0.374748047322547,0.203327426174957,0.36066872718281,0.379607623307822,0.239694183279393,0.341654445556772,0.338666891199049,0.246267163074107,0.445658006776187,0.447293790751724,0.284081403506874,0.432921744991285,0.444727714576367,0.416420316691667,0.46497896708601,0.169847471150899,0.254015668116267,0.282065397074231,0.284637326138545,0.329066146760091,0.321894890501187,0.209689823118091,0.408860319063246,0.467047348010391,0.185512960721112,0.22548113394645,0.422158321425042,0.214467341673887,0.254849222599425,0.261216511513017,0.41578282727566,0.325131205192757,0.330512991823149,0.398955843956277,0.32496396811343,0.255280436812858,0.272125731245758,0.391910517661562,0.361388870766314,0.251903464664903,0.329841178460896,0.508922242033355,0.294932704666624,0.351036080516492,0.46828302683012,0.465083090811413,0.360127036480178,0.136141493476545,0.142579876826279,0.295536907494192,0.402165409002885,0.435824753158808,0.303120975871209,0.233042758168222,0.345870657219256,0.455138846891039,0.315831288565986,0.434878841576238,0.190757531412518,0.393699624214338,0.302444740341196,0.455938412683006,0.41779061876169,0.318211286469202,0.269442986377259,0.281273208656533
"Wolverine_1",0.335968055526229,0,0.488996208504212,0.394405542568449,0.533028820099574,0.447191007495613,0.734689092712466,0.424363486707986,0.393062101440182,0.446363993482784,0.387701929914388,0.296685184077356,0.39843915568319,0.301445737351918,0.369447399519988,0.328156899297836,0.329560878489703,0.337982143667225,0.355995742618099,0.258315676718132,0.22201953996099,0.406592882421822,0.315725422445545,0.695072131555646,0.271432257547026,0.313913519626408,0.416889983457575,0.331893234036967,0.422120003650985,0.303651883919902,0.752317186770184,0.201452751780792,0.346064999122686,0.332853784719502,0.420808123211116,0.316566020511508,0.410331567970873,0.329183542181008,0.523879933037634,0.320378224494405,0.359790374990941,0.500068392550925,0.448383563977049,0.328506275748086,0.485746591402198,0.380031159952717,0.510536029187591,0.387821346421135,0.371965841327601,0.383057403286995,0.386710650631768,0.455548065516473,0.344918787202702,0.472204764622029,0.364976122806533,0.248295104154086,0.418318463597889,0.393823005857623,0.499250622629706,0.38035098106112,0.381393571320177,0.505561155621274,0.549079572569825,0.407668370700871,0.26736709767564,0.538451026372538,0.316619876448142,0.206555577939041,0.406878115924088,0.349195763167071,0.589242810466986,0.43096400733844,0.298354889412242,0.483623078077457,0.448984934432508,0.503572767017222,0.476543257610213,0.36534786741137,0.395666206965439,0.304699239494861,0.450011143606235,0.357847082043638,0.515760153895103,0.388270604021508,0.451178219190542,0.444774989123225,0.347816189737463,0.306210193866219,0.438875850176234,0.444806522986511,0.420034173653629,0.328709940305294,0.569218976594681,0.4007266224817,0.266845811240681,0.424317496865316,0.516093036982794,0.218236223666888,0.420354466927832,0.41926209519486,0.512057858033174,0.500826456813096,0.367815242055161,0.464768503848777,0.307470213367036,0.3093768942447,0.426286048628708,0.551177371524579,0.463560829843316,0.376813415820624,0.307179370138447,0.287523130562563,0.35801359112167,0.432991482451376,0.338748283130344,0.299787777030831,0.271353404911416,0.503630929084104,0.215377979828926,0.533403784889248,0.297775406137045,0.3230562101116,0.400268057303148,0.42807057879929,0.374005169757836,0.432311994248811,0.34246175250049,0.426459536488105
"Hera_2",0.32500924659733,0.488996208504212,0,0.385401760924653,0.379617852577746,0.404542777122584,0.675004190717504,0.43239316888285,0.389618764404703,0.485163617703319,0.366004069638248,0.381938185289105,0.398012105232319,0.39450897327608,0.417369959288229,0.460982344060401,0.381924406200082,0.377268078338836,0.485535368052789,0.412551667858198,0.394391881595159,0.479744277025297,0.343181582798378,0.707980129939354,0.45188097427362,0.371117162102827,0.363228744066072,0.443157460697357,0.365600106199719,0.361532921672671,0.740774762536391,0.479965967316353,0.424446440684054,0.392077385073299,0.443320044520802,0.382141617869354,0.346304186383363,0.462745189278281,0.458042871728312,0.43536193344526,0.342727663579311,0.45626802722632,0.414364970039657,0.392738589117873,0.419107777279519,0.37601051798461,0.469958900669336,0.435820434087729,0.375969234420367,0.395718608678219,0.466029939925634,0.456561361081012,0.361544841756856,0.421049170409134,0.391968380564251,0.433845457967651,0.364135546246868,0.389166881135027,0.48703419402128,0.432640647786517,0.393607248821354,0.387529913431903,0.429040180418672,0.342435549888351,0.430878866936181,0.426748411479711,0.382186654658361,0.431735110718104,0.429385213814179,0.381314233877296,0.491114371341569,0.494133070762413,0.417255995493665,0.429963173632548,0.451666374717056,0.341752284414142,0.478204436543087,0.347922965905746,0.354592116857391,0.400177765242036,0.36496013485011,0.420818193798534,0.380880226188159,0.336780869159305,0.411767778228185,0.515735572772158,0.342601687247203,0.3709611949382,0.449670049543432,0.390645411329804,0.417028268928997,0.393929556221702,0.425054262363824,0.399895518504022,0.413014942761591,0.43116194606422,0.425733078748553,0.386404571205126,0.398281718402974,0.425820068477605,0.44193157715319,0.452181300616881,0.331107182907633,0.519411177344874,0.38420144175037,0.427565732288887,0.506706733687391,0.407566695848458,0.436277157797393,0.335867812666792,0.332293107378501,0.402558621153907,0.479854797654115,0.453291431929314,0.407031481127704,0.358567626692813,0.450681433333125,0.440212340338301,0.451639793929657,0.408000794556984,0.32541978889842,0.410539042030864,0.392390934263159,0.464888089120162,0.439558484871707,0.223901584367068,0.414871049933045,0.361409735148772
"JarJarBinks_2",0.445013542073568,0.394405542568449,0.385401760924653,0,0.475109245000321,0.498486217042632,0.738152417978864,0.460189501834006,0.507332035857103,0.382368918810255,0.464066283921269,0.449286352444053,0.494859338916305,0.429137957155907,0.438745375012305,0.261823994987656,0.435548023721421,0.413947212466149,0.358300999404858,0.422008595412595,0.385204148584794,0.333145677907804,0.403701603513901,0.775896261151362,0.444318322595053,0.414715658117912,0.491445933682335,0.298198290005442,0.473270874670013,0.408253520063154,0.805389847314015,0.40009675552442,0.475610605425535,0.277849189406828,0.503149688472554,0.463484978148674,0.470989667421593,0.275699784782937,0.550123086836595,0.452663040691961,0.417613421443813,0.539256543343512,0.551497998794957,0.416837031801115,0.486486504211822,0.427447585371807,0.510595246319542,0.318308175728507,0.467918971768844,0.49843826893988,0.312957888659266,0.5665639895845,0.438710002541091,0.516328550261679,0.404214085578527,0.371547200824912,0.457015391107767,0.518376917052203,0.590959066691773,0.457244961553955,0.419135164074751,0.492069690369158,0.496229532594934,0.427828016132688,0.417625615267407,0.468011490633316,0.40816849265794,0.320244397501087,0.439638830910003,0.437576623118943,0.504098649369462,0.539465040481638,0.400834922165965,0.477085058924031,0.291952254755088,0.370031010035825,0.569827877630379,0.393776329845249,0.428505342736212,0.411635161590101,0.468698683257348,0.404125423761657,0.482623825269807,0.472383991287555,0.312740087561699,0.555287791615681,0.426009865403841,0.424360606731257,0.343538246196338,0.521128154362031,0.498850637354769,0.445650538020231,0.505109292003779,0.421579237556968,0.341833471058933,0.353672325756715,0.528249473399923,0.40195301309733,0.439359947667665,0.357206352428114,0.522250173128505,0.554681563685745,0.429606283128302,0.550685427273815,0.390066096885937,0.415109908290365,0.539489879884369,0.543563838119881,0.533887294536569,0.433696049234421,0.454846681561023,0.391308794689835,0.318752531608373,0.518204825750133,0.403425136448587,0.403701158090015,0.384053308825138,0.521184219430465,0.403178699918172,0.520444907940497,0.401917153317109,0.337059970444093,0.41857800996565,0.326940841983542,0.383885906892376,0.330793817003938,0.477971040710113,0.4614008638365
"Lambchop_2",0.416163282362803,0.533028820099574,0.379617852577746,0.475109245000321,0,0.480690295093758,0.654455407248184,0.571559206858347,0.518831624647768,0.626719640196793,0.51020620867906,0.452935223171415,0.496462046950581,0.489924693541527,0.525596415013957,0.556355426808904,0.480481671154056,0.469348118116879,0.615009159338058,0.526806741560897,0.483146463846699,0.545870884115255,0.488027038452282,0.65716409830307,0.474297387721008,0.452916930144283,0.419499185616012,0.530123852888231,0.437998422671658,0.484247776925673,0.711810894542023,0.503736300203791,0.466163785746054,0.493301948339662,0.526777207323948,0.472154447300111,0.403683201169983,0.548619380833786,0.524747175113005,0.505376038226911,0.498167885170615,0.47463015702172,0.507207812292224,0.475900425640308,0.555210269098153,0.478294095093061,0.581704700929721,0.533667208453226,0.459395061816736,0.475073620212939,0.497554385359344,0.550299887279807,0.466871279565716,0.555210819783875,0.51993793155111,0.50565497999257,0.418129792660756,0.417745843048806,0.455970339006455,0.533227285955233,0.534107608679087,0.510724933128313,0.575492723521902,0.494492281141292,0.531511642900938,0.541725057205051,0.486076222681661,0.516314029068022,0.556197952956356,0.50472429650957,0.555407298073207,0.451744108352777,0.49977258005453,0.548646868885932,0.56355009643079,0.281243571318986,0.504869104306896,0.44697945853659,0.527111317755987,0.509870725751117,0.467907603699299,0.575592872268282,0.527446074867464,0.483802520989178,0.553124375583343,0.524208010218157,0.490732259633752,0.484274106540808,0.578555906778511,0.459536915377381,0.483036148939549,0.503862475899177,0.534493403743267,0.563254537713267,0.507150898129015,0.529218024881837,0.550990853425337,0.483046100312808,0.53857619186358,0.522805468955365,0.525300482125264,0.469297719273433,0.459072807831154,0.535430251124991,0.472732561704116,0.490482742459243,0.475738255721425,0.497439506339484,0.514668959052262,0.464285703605503,0.433303735314382,0.520567108630974,0.560426478781933,0.401891038699299,0.558902442844946,0.485945679060543,0.500702488545543,0.542593939091989,0.462483030358486,0.549918001896998,0.450171848589365,0.510576039687986,0.546018402786997,0.590361551396207,0.5476437329654,0.404739299304244,0.527915010595892,0.513816136680868
"JarJarBinks_3",0.274208820556785,0.447191007495613,0.404542777122584,0.498486217042632,0.480690295093758,0,0.77089653266743,0.418518241035132,0.317081470690664,0.46411676773875,0.304117617954219,0.340378906850182,0.280609475254101,0.405918780950225,0.277876896226507,0.449348165875106,0.366331529334321,0.3931423902877,0.484729860246219,0.355286988443973,0.33566670476239,0.449440146529999,0.262029192980518,0.691442386726927,0.361677461566457,0.295913610648686,0.283565635882383,0.471954995399268,0.199464127899809,0.354191319354381,0.76061727766033,0.410322348771726,0.276854784567038,0.433694138547846,0.39450102357283,0.325302126020251,0.251639854108432,0.451365798294781,0.277741432173737,0.301409166621416,0.307114227814414,0.263420724458446,0.293805697639318,0.31331465006437,0.358611225514527,0.334527655779454,0.460109279794106,0.415227658676667,0.335031249847137,0.403016889159043,0.438219727366219,0.280180755479139,0.327073675793101,0.276552819394479,0.34370439690243,0.390390831595544,0.371403320681087,0.237397367087889,0.337275096896197,0.361198465190075,0.342003101720694,0.296037155720706,0.316553910077211,0.291765792541765,0.376363863612234,0.370344926191203,0.316657861076979,0.417369437922794,0.360799719057932,0.352548974165349,0.370833206148112,0.465153890241068,0.318511553220059,0.366434319383326,0.473785454857545,0.468186998113133,0.40325815122726,0.310403900629714,0.349870141184983,0.347439488153513,0.295053050666254,0.356477600310977,0.31737007332004,0.332865702723723,0.404432804579048,0.495659021099206,0.306405536930468,0.297863225424594,0.436608590098509,0.199866697927657,0.259405965173497,0.315618987447567,0.377157120354003,0.352655705185471,0.418999682329061,0.409218141081168,0.280477270706889,0.35258570754181,0.340100449842225,0.405425682117769,0.229562378454905,0.238425950451226,0.380472620687343,0.520409294170185,0.395271685103685,0.435419030383285,0.51181537201481,0.423405412040654,0.193061757090346,0.272013591964045,0.285165079658298,0.396478230593377,0.436590944278176,0.475660241188843,0.345099501917599,0.309525181222426,0.377157418454475,0.428643675100313,0.406771323822715,0.376870214430029,0.320542697450093,0.431971410066518,0.358679499231756,0.423649961942298,0.46675480509678,0.41279681828675,0.321239909426876,0.243206096621125
"Goose_4",0.742143955612356,0.734689092712466,0.675004190717504,0.738152417978864,0.654455407248184,0.77089653266743,0,0.721395706400568,0.709003257779422,0.784123878662288,0.752494758265857,0.7098447595831,0.77517031976238,0.708302582764532,0.772349422950084,0.775237592349658,0.731180063717877,0.729567689048907,0.757656759352187,0.70035668421039,0.733178492256127,0.760792056118437,0.747295001268345,0.624075563546574,0.766323220895307,0.756600098776627,0.76244084259751,0.739498172910015,0.713184620668131,0.734491058069274,0.586381589838811,0.714444652973294,0.716175186338227,0.772813765846546,0.673483798198531,0.70758796563177,0.777958740403783,0.796381536904552,0.782749788252037,0.734133815170301,0.754962038093186,0.768688139563092,0.719126075636719,0.737157027207943,0.674293278303047,0.763265976521045,0.719378752886258,0.758712255259129,0.713257347415113,0.658640384413108,0.776360743053408,0.719519178143561,0.705337627574722,0.728554098255211,0.740906130072335,0.726881424318298,0.742720269623353,0.724903056840516,0.724379319490355,0.727189970315032,0.758541681981952,0.759918495118398,0.783785233232985,0.785584227124949,0.72781052495329,0.776955628925432,0.77011890070806,0.741635437269248,0.772566556237915,0.736262001346344,0.797043621123387,0.638570527168067,0.737952777420594,0.712290415613089,0.775649301085583,0.723904901850273,0.614926044906179,0.770750922400634,0.773859756096756,0.748380207304782,0.745011116686041,0.752746142529741,0.770513765912639,0.750956776515597,0.783757145614124,0.602929323689511,0.749931577595719,0.756030148141881,0.800320044593468,0.73767550844941,0.744137996025063,0.77837273660157,0.755213534770676,0.763100655836697,0.745182716602087,0.77216308570996,0.788673911914046,0.724450986704342,0.766661498848135,0.770148214718331,0.783074867585713,0.741198794406858,0.706157234077129,0.566539305038555,0.747060630881006,0.713129578664968,0.610630509083791,0.712184818654158,0.730830523281336,0.75803219580728,0.718968038397823,0.737900730596037,0.767986642600043,0.557455891517808,0.779855612632878,0.745137000763351,0.713378817891111,0.66854471825502,0.695291937636363,0.733144612255637,0.728313803978196,0.74942028931681,0.78843484011953,0.78644813187903,0.669466749762838,0.715374294589269,0.731870905553028,0.743330435649731
"Korra_6",0.384247177478012,0.424363486707986,0.43239316888285,0.460189501834006,0.571559206858347,0.418518241035132,0.721395706400568,0,0.345438697146016,0.380623994346992,0.292384858646447,0.419164729051132,0.347587820466991,0.31405370342113,0.355047318661351,0.452301025588319,0.309298283667139,0.275085861245742,0.325219146319189,0.306608307124102,0.333155573172333,0.47541933559472,0.314816185479017,0.748816334670897,0.480899029199705,0.355211223426621,0.404654966014206,0.430951424286767,0.440797106002929,0.262582849112226,0.776494860312857,0.426888940608007,0.368546318534153,0.418048014695156,0.453745864629349,0.386748979842748,0.357119331607103,0.410592195642597,0.389729676060041,0.304877956617941,0.296809458643218,0.481011099414416,0.422875199229669,0.340847268501516,0.480796965342585,0.375446852887156,0.506273082941791,0.458597172007212,0.263745112652829,0.340136702482226,0.486940500450435,0.429332739736543,0.362255409888425,0.339951579638027,0.245800284165133,0.457358152290601,0.324069084435893,0.442962189476352,0.565316649522126,0.2563613734869,0.265598257251375,0.311230198710698,0.398000396157597,0.30824521693764,0.302771019969522,0.404447994208437,0.346276423807688,0.399536184004091,0.223762262808098,0.288217066948228,0.432319409284894,0.558412596996631,0.373678517771815,0.44826277020348,0.375146563043418,0.499216588749396,0.478127459379061,0.34862185203025,0.259372245323443,0.275849414202073,0.401721238020472,0.219350077398446,0.395370137524569,0.321375995278825,0.344568521368903,0.484390424030026,0.270369792355663,0.330982396894784,0.416721123135727,0.412970411869925,0.413191223560477,0.367513289857721,0.467415774031521,0.222638947109169,0.421672167186447,0.392449264180836,0.291736493318711,0.314394840129462,0.273256255889061,0.401293190118056,0.374896378757796,0.481596878854902,0.30498888674945,0.487496608964842,0.418917148981074,0.430296767580649,0.525505659475885,0.482876663279493,0.438504296959497,0.336008420671265,0.378715170959627,0.287289292653667,0.435162662178768,0.476689042849502,0.259942877389544,0.338075135757585,0.442707176669158,0.422071469582531,0.453021331279581,0.41788933751216,0.31413377083085,0.411985881835823,0.245434252480172,0.362744136170792,0.374350243532619,0.391404258331916,0.341278281477571,0.319229314274162
"Hera_7",0.255488345678427,0.393062101440182,0.389618764404703,0.507332035857103,0.518831624647768,0.317081470690664,0.709003257779422,0.345438697146016,0,0.404746220216067,0.276972250600177,0.3014759487509,0.273882906367382,0.364699339399118,0.285528289814899,0.400916761320473,0.374373997065877,0.34050739891179,0.418648849586417,0.325703590211883,0.324059396346683,0.439817191970638,0.296407909235722,0.685986159148049,0.381676559234076,0.310650608426583,0.338162800142538,0.404976540232137,0.323908055492085,0.302594566379848,0.714579016626127,0.367182426055787,0.315802929606287,0.415833403472471,0.367737892833427,0.270064243024259,0.337830887167675,0.444378373588772,0.335341811221174,0.32700913351434,0.27942238176347,0.383986163855004,0.307678757795146,0.375180818289694,0.375536200146782,0.298726382762368,0.40216817141723,0.382512119641298,0.306922975203965,0.306232891401544,0.439969692582465,0.314113397065902,0.305136986268177,0.315537356043917,0.356459441896882,0.401604530380784,0.34016335004829,0.351226915348456,0.426702364894153,0.272158640026014,0.319210028607416,0.363675475367988,0.389691833791275,0.299333278968205,0.357565188520404,0.411015180600956,0.340236063128041,0.393944329314251,0.314602424781531,0.316669545598446,0.454801957840181,0.448883882415217,0.346053784139882,0.410419950932504,0.439535214552588,0.506906438343813,0.394761770359693,0.284156602108142,0.284122893304941,0.330328517299245,0.31891718025378,0.345002623969,0.395096927548638,0.227067284617066,0.415629126541491,0.445192216352255,0.253020277402602,0.316447165318053,0.41794793218205,0.322760505238264,0.300272581308539,0.303049499302642,0.414801655041363,0.317754097862522,0.369790310207075,0.419368073671568,0.341369619609539,0.305800149622198,0.317035764707354,0.433050989424354,0.36016528417247,0.377967329292283,0.350693939305972,0.469214770699988,0.386246612673743,0.392794301858003,0.483696809418239,0.449032044792344,0.351761273067991,0.246497133143869,0.262770175379784,0.354549898711016,0.405098004336237,0.450890410360893,0.313683645388686,0.353091748600429,0.369821012675515,0.404653189692815,0.374391713241317,0.359642436337572,0.317478267232921,0.394488981248008,0.352653077928444,0.40557229852068,0.371214489846153,0.403223959101505,0.272869256999469,0.333068417309918
"Iris_7",0.485788169103139,0.446363993482784,0.485163617703319,0.382368918810255,0.626719640196793,0.46411676773875,0.784123878662288,0.380623994346992,0.404746220216067,0,0.427463573755371,0.459758638668006,0.420809746804232,0.478345589188309,0.389577349149795,0.28433440015163,0.436681831473492,0.458959511306096,0.255217146732383,0.447123759418665,0.449054304394029,0.338524456255672,0.393514381111991,0.771122309143197,0.443152436310879,0.474904910006329,0.509074533481107,0.381969588730243,0.50373665033502,0.447782680606944,0.810780658140541,0.412728954676138,0.459013892170887,0.356082357721629,0.487994250021261,0.457868334752148,0.492442899400105,0.319361250001647,0.435442742444573,0.477163365325963,0.429152085598008,0.53376813327753,0.523698136176361,0.440000618109116,0.475409428875895,0.435550962839403,0.413326953658824,0.302273807271046,0.45540686584635,0.485942564665602,0.342871798133274,0.508331606044331,0.457769077967256,0.432734643412243,0.436994135366181,0.392418412366659,0.507332913757643,0.539964339365507,0.611481630143915,0.425667918658162,0.408836018957305,0.438877391557261,0.363079894041467,0.427083201614323,0.372639337206355,0.425194546188091,0.45998084158397,0.374524395313601,0.342254718229679,0.408142478013534,0.412021814381535,0.566774210872097,0.451414304501308,0.423737203140984,0.323707736746096,0.575623523489688,0.521225897164003,0.455822448948725,0.385227836411282,0.417255253017472,0.492117066667391,0.375851276388584,0.47543861358285,0.451723909366627,0.259575890409795,0.535024850923979,0.421417243965858,0.419619353987739,0.22184347660646,0.517319170154019,0.494037242433971,0.369910494667675,0.456736582250222,0.406932222673647,0.353848247350359,0.310480382303598,0.38396463865733,0.435013261715356,0.39740327332196,0.302156914400816,0.440266608668877,0.569081632117808,0.402797994599396,0.540995122419687,0.478774093037807,0.409150774487945,0.568327641282405,0.504774121711154,0.516887173752964,0.469831335898053,0.472451866320538,0.405729812853123,0.326112161417805,0.575240422226156,0.374295945441397,0.475169544380545,0.381840541866567,0.435455890819291,0.451273495735556,0.411036912814628,0.43125383256525,0.333971707037052,0.401204383026087,0.210651410434248,0.34434449588077,0.50791535594703,0.411774509266813,0.407977883728435
