"","buddy_16","buddy_17","ivy_17","padme_17","buddy_18","ginger_18","ivy_18","franc_19","ivy_19","ginger_20","buddy_21","joans_21","franc_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","grogu_24","henry_24","ivy_24","marshmallow_24","henry_25","ophelia_43","goose_44","iris_44","jarjarbinks_44","lambchop_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","goose_46","hamlet_46","iris_46","lambchop_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","lambchop_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","lambchop_50","ophelia_50","wolverine_50","lambchop_51","goose_52","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","lambchop_55","ophelia_55"
"buddy_16",0,0.0215994504438688,0.022121283597487,0.0458571162246732,0.0364191262756287,0.0101448285156108,0.0290351945911151,0.0190780195164638,0.0241246692644771,0.0100982187554409,0.0277390640582876,0.0313280120729924,0.012314018489035,0.0113577035716969,0.0219100947423054,0.0215741756354103,0.00938828585808898,0.0171251875004325,0.00873556702252526,0.0208240050538426,0.0196312673818419,0.0254632919889271,0.0248224236626974,0.0278198487623854,0.0376716602444786,0.00969832157770279,0.0229213460743534,0.0233403371952238,0.0156210777716428,0.0209014912246991,0.0224108515645106,0.0458635372189176,0.0208922522007765,0.0317355651291337,0.0124744566462954,0.0154453009130549,0.0219196600553676,0.0154496976317636,0.0216044170540683,0.0234686520327597,0.0179166356638844,0.0289684434491449,0.0223099374940273,0.0213606468649024,0.00960455283314823,0.0362488675851275,0.0259114279289273,0.0115914887287646,0.0183008349516832,0.0221607201828001,0.0356074193541193,0.0204497106873733,0.00797633933295842,0.0107162506207118,0.020455716332629,0.0151846047238905,0.0355090917038168,0.0260433381261785,0.0106839518166888,0.00858663977985507,0.00997370716599721,0.0301466772102223,0.0238581844262117,0.0252492890205489,0.0177198776883208,0.00866917215570292,0.034464675735482
"buddy_17",0.0215994504438688,0,0.00974533776945599,0.0283945884184694,0.0198038129511833,0.0151696707294177,0.0227813043620709,0.00862510273205605,0.0136816525258808,0.0142810777189584,0.00895810224751852,0.017610741830434,0.0129149838484005,0.0141427352491527,0.00909773376300275,0.00838612606381383,0.0216065360681455,0.0106970256255537,0.0152823627951734,0.00961615201757794,0.00872097498512397,0.012130441282325,0.0141070466046854,0.0130478448343997,0.0221477928573569,0.0185126623625263,0.0159817431461867,0.026265958541024,0.0195850046591371,0.0173661859148325,0.0163070706498112,0.0298031382325213,0.00922634770787626,0.0169364767278301,0.0116399614190708,0.011842146059395,0.0189803226060733,0.0193070384483051,0.0151904796279506,0.0130448665637237,0.0146406024126775,0.0137184513004353,0.00954585986108919,0.0145276206562661,0.0243748761287175,0.0249536118640735,0.0126844566313986,0.0139834746653173,0.00973477351145976,0.0124273418003806,0.0224269807972138,0.0105588588402627,0.0181920280352305,0.0141554106916432,0.0121542675121345,0.0227987420975829,0.0193976766359277,0.0124301121929503,0.024892864387498,0.0236058960626451,0.0170163390260321,0.0147481963970598,0.0117717904751813,0.0127335681163016,0.0115765729911444,0.0163229445434426,0.0173131495082955
"ivy_17",0.022121283597487,0.00974533776945599,0,0.0258350804479563,0.014633008183035,0.0156851696772415,0.0233022142121071,0.00349341040391197,0.0151442153659451,0.0169435790662058,0.0176105991118011,0.0202439099006776,0.014177624127916,0.0158235165233443,0.00156611849895728,0.00437743033751204,0.022994197336865,0.0101352654382399,0.0168633679817186,0.00426373856259865,0.00292015921858263,0.0152761053618715,0.0165096166204463,0.00611542768516001,0.0201688972557773,0.0192861556814727,0.0177275569095578,0.0263035044165455,0.0225872686734803,0.0185553854151394,0.0172389939109286,0.0273726690016768,0.00379172540269614,0.0158244742481447,0.0142149013781743,0.0127690234034371,0.0194284767987703,0.0222992864510484,0.0157509159374331,0.0129036749180043,0.0159454443023427,0.00708044631239532,0.00186876937459467,0.0169045913637181,0.0255674476957816,0.0240467515925678,0.00667892806943049,0.0149514120185945,0.00877671466531064,0.0138938087798541,0.0209252377022471,0.00895316011837378,0.0186131712093449,0.0148104319672679,0.0135208055150546,0.0248679814453727,0.0137654575207355,0.0053284942595916,0.0262998737222684,0.0247060484441913,0.0175244292858054,0.0083900898290518,0.0130481975862274,0.0139218186558162,0.0130573202482066,0.0174829989333806,0.0140181722381087
"padme_17",0.0458571162246732,0.0283945884184694,0.0258350804479563,0,0.015319654337908,0.0379712346924649,0.0345354558664605,0.0282835835441761,0.0290901012776266,0.0396534595110992,0.029420474661585,0.0281806782476518,0.0367004271038494,0.038081255953789,0.0258116688558482,0.0261724627913403,0.0459800402204647,0.0317069365603613,0.0399496192210491,0.0274531330047566,0.0278876063761236,0.0282640277209496,0.0302928972982498,0.0214944871215007,0.0158646325942218,0.0425077859714888,0.0332353112425998,0.0439197091887121,0.0433094833252621,0.0358449550760721,0.0331706901688468,0.00909757388287799,0.026836512718978,0.019083465268949,0.0364863233108003,0.0337253831492879,0.036408808106158,0.0430157057113428,0.0322528653700931,0.0283860575361714,0.0348461867980029,0.0204227785020962,0.0254666481271183,0.0337365951063085,0.0488665315306831,0.0267992437982953,0.0231046573201642,0.0374483441538671,0.0301768865656162,0.0301884129001753,0.0235641436667436,0.02846337659103,0.0422796518333703,0.0380305160637724,0.0311440091849025,0.0461022707723016,0.0158930137937552,0.022979017197787,0.0493679096251307,0.0481328809921116,0.0405578370197557,0.0195409251156975,0.02832527447551,0.027469084759469,0.032681113345226,0.0410156773461844,0.0132162703799679
"buddy_18",0.0364191262756287,0.0198038129511833,0.014633008183035,0.015319654337908,0,0.0293603438933781,0.0279468781252399,0.0176576992359145,0.0215103694546501,0.0308814004105028,0.0235865931907919,0.0233712882672498,0.0277103823145016,0.0291773477691374,0.0148295334807718,0.0159643884162893,0.037173828642169,0.0220403738909743,0.0308513842415649,0.0171537679729186,0.0173159413904887,0.021032866609242,0.0238249237161457,0.00963332869387473,0.0139988515275905,0.033386748803799,0.0256212759689937,0.0356813664182565,0.0356001905130033,0.027402121946301,0.0249556148963107,0.0179478212252374,0.0162648770095688,0.015275637358412,0.0274856824849085,0.02475606677497,0.0282180415230524,0.035244989889266,0.0237459397309499,0.0196926456998155,0.0263369307978542,0.00816849762795061,0.0144834155361063,0.0257137203789932,0.0399339958165627,0.0223071798590553,0.0117402047318255,0.0282209063576509,0.020707757134231,0.0220492593421062,0.0178966067899633,0.0187105477645952,0.0328345195482592,0.0288987095375199,0.0228179148953898,0.0382066696498407,0.00375159983356135,0.0116189664674856,0.040604975195083,0.0390738022587135,0.0311931190732854,0.00695890490110839,0.0205684900882496,0.0196650608112107,0.0238563607060243,0.0318183349242718,0.00714480169828381
"ginger_18",0.0101448285156108,0.0151696707294177,0.0156851696772415,0.0379712346924649,0.0293603438933781,0,0.026065992123765,0.0125411947428786,0.0180984783080297,0.00576184617447584,0.0211025162992729,0.0224639318941248,0.00482794066150534,0.00718010862145923,0.015540150910734,0.0144122045961918,0.01009430477299,0.0116434171239479,0.00473398086469666,0.01371697170038,0.013093642311403,0.0182425529383769,0.0162286861895538,0.021320536529115,0.0297416356802442,0.00820799750572276,0.0181840246322805,0.0246928318125783,0.0122570599979,0.0177951229449899,0.0177113725055191,0.0379740055667085,0.0144219045923252,0.0231647275064581,0.00638011304307722,0.00911079603823571,0.019782411120266,0.0125231078487284,0.0160577957632685,0.0167151441032732,0.0133367946700593,0.0221248897393485,0.0153276705809348,0.0165980431427496,0.0131216094728081,0.0298766731325505,0.0199368524004259,0.00605067376954356,0.0100991298401223,0.0146556921352413,0.0287304118990732,0.0139649858882185,0.00781983831847582,0.00503860961568908,0.0130098534620554,0.0135022737964078,0.0287985054772591,0.0197571595473168,0.0138177665010395,0.0123482056282262,0.00720859501323871,0.0235481897989255,0.0150927948022663,0.0174382599965323,0.0111037670371984,0.00818323301137712,0.0266602707164309
"ivy_18",0.0290351945911151,0.0227813043620709,0.0233022142121071,0.0345354558664605,0.0279468781252399,0.026065992123765,0,0.022348534911237,0.0126632161444989,0.0271669473634626,0.0250669092522791,0.0285907144181165,0.025392840214964,0.0214675823333721,0.0221617384640161,0.0217089704348259,0.0342728642225587,0.016793136288762,0.025842954064194,0.0253929975442283,0.0235814659830962,0.0181193434225341,0.0260146443479961,0.0245790628849319,0.0248874578383191,0.0327520083041074,0.0111810749120507,0.0151598029983822,0.0326395212739097,0.0111264989778572,0.0116457878539855,0.0323539901299779,0.0203978260269934,0.0229780099220965,0.0232704565602985,0.0190767477620103,0.0100069394691058,0.0303992087633111,0.0145840373934624,0.0162273873203647,0.0147166604696043,0.0261518597943351,0.0235794411827661,0.0133298348829983,0.0365721607957667,0.0188786916260275,0.0200726550498863,0.0251700927016211,0.0243069872744563,0.0197201653536794,0.0197066486905596,0.0166644508150101,0.031351835912898,0.0264472961367164,0.0192806078992049,0.0357800858577542,0.0282443265765296,0.0249769075052613,0.0373459052558163,0.0357597414423862,0.0302714877788608,0.0243562081996912,0.025951308202957,0.0201938849578042,0.0196365931485622,0.0264759945713738,0.0248692444310817
"franc_19",0.0190780195164638,0.00862510273205605,0.00349341040391197,0.0282835835441761,0.0176576992359145,0.0125411947428786,0.022348534911237,0,0.0136847723318201,0.0138038087737294,0.0168162023383563,0.019573104159279,0.0110047204567539,0.012598618051112,0.00330295669011,0.00437535335914801,0.020119181270494,0.00761409222020415,0.0135261556050799,0.00449310838817768,0.00198265662823439,0.0138527469550526,0.014922181982182,0.00944575382705694,0.021355584919489,0.0164883365670826,0.0158296245062145,0.0245979969224941,0.0200631843215571,0.0165271727420421,0.0153842082128505,0.0292646293123091,0.00343264237440704,0.0162992718910982,0.01078451955811,0.00972067682793973,0.0177320592436396,0.0197631530381776,0.0136725551109862,0.0114806109654171,0.0132616936311608,0.0103417872251963,0.00356948363092243,0.0148829964109389,0.0227647391703424,0.0239605825862106,0.00859415845718842,0.0115638106386036,0.00624368352596865,0.0118894132974237,0.0213002900571258,0.0072494038779332,0.0157196616255469,0.0118113660978789,0.011188378075819,0.0223574040618111,0.0170135656873615,0.00833692498580472,0.0235427300416416,0.0218520168043176,0.0145039475057291,0.0115605254172101,0.0116978897587548,0.0126668873025432,0.0101268299170385,0.0146172870073389,0.0162608438786916
"ivy_19",0.0241246692644771,0.0136816525258808,0.0151442153659451,0.0290901012776266,0.0215103694546501,0.0180984783080297,0.0126632161444989,0.0136847723318201,0,0.0193292900050432,0.0165626232970446,0.017649121354747,0.0167488499378358,0.0149706641147071,0.0141754980733116,0.0132200042892712,0.0270966649709551,0.00967154773366957,0.0184393603182068,0.0168036571501086,0.0151873051607528,0.00611895861653581,0.0143321621922964,0.0177523025822285,0.0176149120873926,0.0247073915240267,0.00748755165606388,0.0215672556865463,0.0256006257351678,0.00957229492113446,0.00641139123886923,0.0274216291967575,0.0126975006806283,0.0136290052350187,0.0144927479780589,0.010322715961688,0.0130222030573624,0.0243375272841277,0.00540834816226313,0.0049574624080721,0.00841566351742765,0.0184490498967697,0.0147476045590345,0.00821670516757845,0.0300264705428058,0.014594886978814,0.0137821176695212,0.016207726424647,0.0135201939740885,0.00814813988147422,0.0136895075152073,0.00771163402994496,0.0236856925277478,0.0189507022471101,0.00830615261598163,0.0287132362496612,0.0223586355144451,0.0178216456416885,0.0307720725049589,0.0290711312794797,0.0215986622114813,0.0178647283087282,0.0138399451604759,0.00812450024597363,0.00907734406088269,0.0210430725325354,0.0176496975107022
"ginger_20",0.0100982187554409,0.0142810777189584,0.0169435790662058,0.0396534595110992,0.0308814004105028,0.00576184617447584,0.0271669473634626,0.0138038087737294,0.0193292900050432,0,0.0194934865429345,0.0227148382656287,0.00441572755077997,0.00645825732729482,0.0167732348828666,0.015425673114305,0.00828850137117946,0.0124119982400716,0.00349204157880056,0.0146853891725257,0.0142144257364305,0.018892614347055,0.016301735542305,0.0225154225189818,0.031962600157809,0.007188601468027,0.0185664550650687,0.0245620726013044,0.00906692087976447,0.0180135802514346,0.0185574450785362,0.0402837973721032,0.0155718028672566,0.0251750755449085,0.00596227884292823,0.0100289594970851,0.0199995624748649,0.00930964401901412,0.0174616000596422,0.0181027528267693,0.0141023942567846,0.0234875467873726,0.0167703372665273,0.0163541171165588,0.01149064034952,0.032128864382221,0.0215827752582993,0.00741478540219332,0.0115210121056367,0.0155366565336599,0.0307765936639683,0.0155549504474011,0.00758752507955276,0.0039873872106904,0.0139336813660627,0.010792912396244,0.03028520217328,0.0211291862844388,0.0119048650423483,0.0110093271533218,0.00800109480112155,0.0249068367612741,0.0159190354565908,0.0184811817389808,0.0122900753272795,0.00593505775207263,0.0283060868856986
