"","hera_1","wolverine_1","hamlet_11","hera_11","jarjarbinks_11","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","jarjarbinks_15","kubo_15","iris_17","kubo_17","lambchop_17","wolverine_17","hamlet_18","hera_18","iris_18","jarjarbinks_18","kubo_18","lambchop_18","wolverine_18","ophelia_19","wolverine_19","hera_2","jarjarbinks_2","lambchop_2","goose_20","hamlet_20","hera_20","iris_20","korra_20","ophelia_20","hamlet_21","jarjarbinks_21","korra_21","kubo_21","goose_22","hamlet_22","hera_22","iris_22","korra_22","kubo_22","hamlet_23","iris_23","korra_23","goose_24","hera_24","kubo_24","ophelia_24","wolverine_24","kubo_25","lambchop_25","jarjarbinks_29","korra_29","jarjarbinks_3","kubo_30","hamlet_31","jarjarbinks_32","goose_37","hera_37","kubo_37","lambchop_37","ophelia_37","wolverine_37","goose_4","hamlet_41","hera_41","goose_42","lambchop_42","ophelia_43","goose_44","iris_44","jarjarbinks_44","lambchop_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","goose_46","hamlet_46","iris_46","lambchop_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","lambchop_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","lambchop_50","ophelia_50","wolverine_50","lambchop_51","goose_52","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","lambchop_55","ophelia_55","ophelia_57","wolverine_57","goose_58","wolverine_58","goose_59","hamlet_59","iris_59","ophelia_59","korra_6","iris_60","wolverine_60","hamlet_67","hera_67","jarjarbinks_68","hera_7","iris_7","korra_9","ophelia_9"
"hera_1",0,0.100076666213013,0.264158071484462,0.188308125063664,0.24804561836551,0.0994800129283491,0.283756750121624,0.208474103801664,0.420040039431188,0.140264415993602,0.174807596274757,0.178838671751721,0.106107007957683,0.157348806171782,0.488127841610545,0.106438019928511,0.080195875094328,0.119141342307437,0.174045509479849,0.172636291684103,0.0657599310391891,0.342252456859427,0.126330641968683,0.12193556908619,0.145570176032879,0.437459797811344,0.434298757546115,0.451273867103157,0.149851334901597,0.237762681408759,0.146616793891976,0.0902506905685924,0.240942421392207,0.273244928218099,0.117287439814725,0.135243685319956,0.184575228105612,0.137600845582564,0.205969307235346,0.485739144085245,0.228729411927058,0.0970188104501645,0.288038295933584,0.183224320410169,0.097689978109397,0.143093432293957,0.262475526498165,0.121732638742504,0.160568381132795,0.170736438311975,0.177173743469023,0.155725459855318,0.33248042362791,0.112584855739708,0.177396190541365,0.339350904242499,0.148464837541209,0.372864567698477,0.0784089308345966,0.21529276035553,0.149020377587984,0.196396870808775,0.0840627568637222,0.207391948804285,0.437073065777641,0.109608863810275,0.652861024112964,0.151425471747584,0.0829974394353349,0.162679990275919,0.230804277718438,0.176445902182798,0.237678994983265,0.153179484854852,0.468444956123362,0.162609346360664,0.325035206041489,0.287525431548039,0.459039161479577,0.287637025809164,0.15361617143307,0.242797268933496,0.220556854348497,0.1940195152792,0.225827495288118,0.18244106328177,0.175290465572946,0.113738101763096,0.251183752747082,0.173952852187886,0.1557901085204,0.153521531550656,0.259404807062471,0.185903365984613,0.122807857259637,0.202283558260721,0.101371590524111,0.277070316065539,0.121953094251457,0.152106668168917,0.143754539571051,0.097891658556169,0.13102395732877,0.531419616983102,0.238575274945527,0.118451244627652,0.127456014185212,0.136195615750669,0.268718139636106,0.144390560444694,0.111161948779601,0.108867834544824,0.337879855389903,0.241955471126485,0.279563428061203,0.328936817927496,0.226904105407463,0.205308566820082,0.161370840627231,0.171551447233868,0.178245383624637,0.321046182999914,0.207346546372345,0.296456894862096,0.149861757946829,0.478340532800633,0.20185271417265,0.162198597320079,0.0873360704583746,0.160094394533663,0.237747650883993,0.0958154492329391
"wolverine_1",0.100076666213013,0,0.258174565359538,0.15010897947402,0.23298878269448,0.0779699428072481,0.311668297902156,0.244418923497468,0.39445645447745,0.120292956324365,0.162856435059215,0.13493845497342,0.154653259787783,0.123541278407246,0.47758883894936,0.107498088958626,0.122799276040315,0.158735183260965,0.206090816819851,0.236309378633447,0.0909770626350704,0.322204145367017,0.0713314595916836,0.168354930160296,0.169138513140754,0.499448035690354,0.457269520140924,0.49423262266677,0.163232748819275,0.276686362045171,0.186483824810116,0.0710590720147451,0.285598333780454,0.290781142407872,0.117350331413514,0.187640297414651,0.214749616818081,0.128092913089642,0.243518598699635,0.47462189056553,0.301442440431258,0.109673273832308,0.287412697707719,0.179778288141963,0.134044981496283,0.189214223455839,0.258330601652456,0.180666124756873,0.196866907881203,0.182869680832548,0.202977116710945,0.116385432933696,0.343430134048766,0.179759719199105,0.169496439657311,0.329617726374841,0.14907657100695,0.351483553754049,0.10577264988725,0.243393618911231,0.219528632969638,0.240811252375929,0.0711656070369246,0.25199161813072,0.42494706937956,0.0671953541778811,0.641540268039693,0.156202722769736,0.119325788792783,0.195678839770921,0.284737120981429,0.162137935977359,0.207292554347271,0.180666858493394,0.526724164033755,0.223683729866297,0.356861108998236,0.318356341008315,0.445123144813845,0.345494207472015,0.160735374219853,0.301434693392026,0.256146086444235,0.229539185063618,0.272014117028912,0.23072784326146,0.221304807400244,0.157747338812624,0.270996637919756,0.226485816638257,0.205112801476261,0.163492155835755,0.295109736570655,0.202001436119719,0.129627563093416,0.242423160611831,0.156059493338566,0.320738581452956,0.13710712426643,0.162369465390354,0.219266807726838,0.147366973884312,0.197426885536452,0.520426011798285,0.205705787072529,0.177941233875172,0.174169666973299,0.153545400851982,0.338032749272309,0.130532532810827,0.135104926630936,0.109303803791202,0.390449737146396,0.23947666173794,0.304633263068991,0.305755086316083,0.232302336855768,0.170263923456387,0.187921731886413,0.193859214832272,0.223885517593607,0.356548857935655,0.218848967222504,0.345606690266226,0.0966682860223745,0.510482650776289,0.164065978263741,0.197677301322313,0.0834107510406266,0.158630014048065,0.287194175331184,0.115190488382843
"hamlet_11",0.264158071484462,0.258174565359538,0,0.249074937561213,0.154035468813541,0.230794106222549,0.302692566697254,0.285620765796636,0.39051642142194,0.263359238320734,0.252482054363229,0.283739700392591,0.284440409874883,0.300188195205228,0.482985218275578,0.270168698549013,0.261643198717,0.275258042685481,0.297450237551465,0.297848926352601,0.26599624115401,0.446062127023333,0.292666900496006,0.275103768035867,0.270788991635675,0.467384495778704,0.441946400371789,0.460518125279018,0.307679217211059,0.292994811202474,0.293999173622652,0.259675609905465,0.324633455577398,0.293212929642699,0.261788943808061,0.312385179258154,0.304114170381746,0.273642389212375,0.307622907851883,0.470553604801119,0.324765185955624,0.281077533950055,0.323857101822418,0.299215746969812,0.230961261932346,0.306160859437546,0.335809562789893,0.297218888898313,0.286094084975365,0.291778032710764,0.267096769572445,0.298942843570871,0.348501932981909,0.323853129960964,0.302835164397273,0.377343289073504,0.321951277037767,0.385497530031443,0.255095569077852,0.319824833013267,0.31636326959397,0.29276677914096,0.245356935202387,0.325911643140022,0.418957007449685,0.283784361564523,0.627573731649408,0.264415106374643,0.242309470859216,0.313944466424084,0.342519387140385,0.260528746416103,0.384779469043549,0.269248794454078,0.509488397228214,0.319488821691124,0.354802814835121,0.321263710210924,0.437449218829114,0.359854588283708,0.247895198055872,0.343401906002505,0.303141967078327,0.299982089043883,0.328219010861105,0.297754889850113,0.294637540632239,0.282117556991891,0.325011896139069,0.309439846734612,0.287224002532731,0.327733641126696,0.309356267331778,0.276880397394935,0.284893841136976,0.336769543069903,0.286379790527133,0.325891897840331,0.26392843609126,0.32903629304364,0.331030319103114,0.292914682784155,0.31986500382333,0.508130059764965,0.35183943179531,0.316976997754609,0.301122250436681,0.320798266551561,0.35369783244783,0.298309008261176,0.280304500598939,0.272258057894506,0.393546254888473,0.269002357937282,0.3140155110006,0.333584803993801,0.359874263832419,0.340164399963177,0.318391586638174,0.25973888360623,0.322393835484515,0.366991579861045,0.281499721913217,0.364884044521273,0.284617854074712,0.484370852070201,0.362873973412363,0.289732134975504,0.276717651855536,0.318462617957018,0.329828405660536,0.24758923394815
"hera_11",0.188308125063664,0.15010897947402,0.249074937561213,0,0.207176155880889,0.113058395797809,0.357147432194696,0.284650960422899,0.344076721513578,0.177808369756887,0.199087803666361,0.074648221778477,0.237251461599825,0.111363554222976,0.436195390174377,0.197727402731095,0.219422902413001,0.237049934929684,0.291494338580464,0.27442364368145,0.193415380812509,0.311660053148688,0.167389750889704,0.247675703037607,0.238295962197275,0.521328304830011,0.497365442547021,0.504887083414424,0.21377196171661,0.27679811253358,0.241338841791231,0.17901669090018,0.276980074047678,0.293082857320719,0.146104413946854,0.24315513691935,0.232180564697999,0.162468767263716,0.240128040394647,0.426141499432715,0.328958153175271,0.208659050355312,0.291852753200127,0.193093849290291,0.195331872894573,0.271563682590349,0.250999504149663,0.210047306050309,0.270806360343901,0.173231989119489,0.248495465569577,0.185690029239635,0.371197609328386,0.250586424410645,0.174678153621145,0.284254898515999,0.210105754078863,0.343303106497768,0.166624805335298,0.254180214695939,0.244506054108559,0.291953699795527,0.142927506399351,0.266558659654812,0.398234969401669,0.161938329028484,0.595378645871018,0.156515925663174,0.150802017220786,0.235119513685732,0.345340319768762,0.150272345207652,0.231834319506764,0.243714706158573,0.542920358722262,0.278754681524735,0.414625944805091,0.377558863171625,0.39528851493666,0.353424733801029,0.149729345840941,0.35197353466397,0.320011445068807,0.290228925889525,0.314362405133858,0.282794243080109,0.263737445827362,0.233793911774569,0.283354837769221,0.243270156025947,0.273757771175949,0.226076616641,0.333997408490677,0.217089681149176,0.238689532662357,0.262677156514835,0.247850820990062,0.337140030682112,0.172400747794734,0.239883485153457,0.290594329139149,0.240481395978313,0.269443981687712,0.47062595587482,0.18443015762647,0.270233951056621,0.234370537089646,0.243794186124719,0.344075047591342,0.180746805025499,0.213592463887068,0.203045257863447,0.436301969868982,0.236211877517351,0.354797653411022,0.265332440635276,0.227748279808913,0.141556291954228,0.230590768249708,0.208721078432011,0.290584699104922,0.3701119145257,0.242718238785163,0.405358536277974,0.147572123195924,0.540190697553146,0.221868676613596,0.22742480086961,0.177753880500357,0.242117659013733,0.331778814654045,0.175310230932881
"jarjarbinks_11",0.24804561836551,0.23298878269448,0.154035468813541,0.207176155880889,0,0.212674307886794,0.285371443353702,0.23316533199241,0.301339256359191,0.24960045620226,0.227611113559332,0.186693679679049,0.254201025603838,0.244688776106865,0.417873463238612,0.271217682530427,0.237768173881133,0.239850339242758,0.2607998870573,0.202528489623342,0.229068834687405,0.371368920218096,0.281740703204499,0.245708992779232,0.258024108293893,0.446636403536316,0.403995474387426,0.420049659722842,0.248066469213901,0.185660017010056,0.252739779645255,0.2538950848973,0.198641168506896,0.192548690932067,0.182454266609595,0.226172087452638,0.184007750597334,0.179257115515467,0.195112928018386,0.400296351644545,0.24345974476603,0.27621759403632,0.227794633057605,0.218424086631926,0.205031382587758,0.288986389049687,0.229787136340987,0.201475072823583,0.254849597283333,0.197655643044281,0.241191901431168,0.309825300808259,0.281327600507087,0.281038082785341,0.212652696688222,0.302809661937512,0.284470194896134,0.313811340954408,0.214111205724556,0.196551033883512,0.210042176433796,0.254896531164205,0.221562666554546,0.215085775148885,0.343824895150091,0.269476822476155,0.557359777592929,0.207231219814583,0.194145523842051,0.222872020557431,0.299733750016525,0.162492385144842,0.330921407511361,0.247550633429812,0.459229263546243,0.276039203270132,0.336641771239046,0.299718292290692,0.36677654967683,0.285526100829229,0.152441954270488,0.266455730934171,0.26280329052546,0.234754460372338,0.292097811012098,0.262267053910435,0.243091797197971,0.250848522601673,0.210375192926836,0.195469644867378,0.233282054152946,0.265251390677539,0.24630425782212,0.192559815162612,0.272483128700048,0.243494393653059,0.242807651832695,0.25562542035657,0.17403926602418,0.261176979454814,0.281356426696637,0.238190237982016,0.279855911225968,0.438717712235113,0.274579128574652,0.303680762175619,0.227305583912107,0.28155957642739,0.253480207350169,0.282892180585051,0.221859392392728,0.256637487752765,0.369403314834099,0.152903944748052,0.279315312732153,0.265130171135199,0.253620022361301,0.265057738180806,0.227692583378737,0.187810264450299,0.272231800017254,0.273619530975593,0.178822214954297,0.322387250512291,0.226888322472026,0.463072775418911,0.37038345532788,0.183867538351702,0.266304130530916,0.283286398523334,0.286704333014412,0.225418734054562
"hera_14",0.0994800129283491,0.0779699428072481,0.230794106222549,0.113058395797809,0.212674307886794,0,0.308011499052902,0.241039711987945,0.368617689712861,0.144283673102319,0.162767693858854,0.126033244065612,0.177727417904556,0.135979073415035,0.464289831890755,0.118707779290434,0.129532204344993,0.165207155838364,0.234253468654467,0.226634186771579,0.112145377872366,0.314602587762266,0.116890888658371,0.168088752870111,0.186538390758446,0.473294131840817,0.454967423693312,0.459906296821671,0.166248520220555,0.239948690283955,0.190780228077098,0.100314293396537,0.261536803075353,0.262111987936525,0.107154895439691,0.181611891689072,0.208795314940908,0.13463578485921,0.235755804627607,0.452615502653798,0.28086285545441,0.127530749919606,0.273857982966788,0.17115267439333,0.122353207989731,0.207377753114626,0.249453531698133,0.176806380353024,0.20986416842501,0.176027115264607,0.20578025315263,0.130965373575704,0.328282635837851,0.166860147178657,0.170763101031534,0.310123188891412,0.171091531655966,0.345336646144248,0.0930540913942211,0.232769791666049,0.20511228654202,0.243394740345814,0.0606543831270748,0.240503359719341,0.40044881312944,0.116469918825996,0.620758796539734,0.120710824581517,0.0887660141615614,0.190431076386131,0.284062221253783,0.143015095710867,0.227739329171693,0.198563184444482,0.508129254444075,0.215144664801469,0.348462400155478,0.31596537788547,0.42690045256607,0.332916522148107,0.132585638528935,0.302852236754348,0.251209656868069,0.227107741389302,0.257067148727067,0.234449985695784,0.215750976470588,0.177115985425116,0.26016169728907,0.223098415985645,0.210511825456638,0.169070898303113,0.273203859354254,0.199102652003874,0.155714521719808,0.230134914034668,0.176852024393358,0.29010559028076,0.13685631686296,0.164318186294967,0.216636869137441,0.173025048443204,0.191034462027645,0.497857298415596,0.200945620735194,0.185640771959753,0.167441482756415,0.175542771488473,0.314860010844029,0.152952826595099,0.166416948770446,0.139747953332421,0.385341904632198,0.217690857558531,0.297787166342974,0.297251400747856,0.221924742975491,0.154056477648964,0.182590180137041,0.179290179682195,0.247239964197235,0.338913520686199,0.212262531924671,0.354896347458665,0.108310561233194,0.49330724627052,0.191169871994087,0.195504446826069,0.10260608269123,0.186937274106217,0.299091606031275,0.120221919854998
"iris_14",0.283756750121624,0.311668297902156,0.302692566697254,0.357147432194696,0.285371443353702,0.308011499052902,0,0.227121721056277,0.419542349145051,0.301257839214676,0.32484717080853,0.343859332754579,0.235394969744418,0.355794357909092,0.507075485577721,0.297292633575638,0.29455722938828,0.257242367948714,0.169662392451797,0.291275585643189,0.282845945197625,0.478764336629479,0.346438479921338,0.232708224209717,0.1760762042084,0.280576953999461,0.237500116423027,0.411171427211519,0.32898605005926,0.307483603157774,0.289734638064313,0.284430590702853,0.329883763456863,0.319380735826992,0.320801957297621,0.298844152098681,0.319822646086823,0.312347700021183,0.316810638894416,0.501134045418995,0.306005741813771,0.273222535395153,0.344993759651294,0.328678460685731,0.256787761838615,0.245617341422396,0.355018107526634,0.297730827829278,0.216275956539053,0.325959027139296,0.20467342781079,0.34763950498694,0.360372435124797,0.297792614156142,0.338742560321244,0.408140319154106,0.357674029320903,0.408500923750592,0.281848584613762,0.3303251930966,0.308325925716614,0.195676488281316,0.290196737756691,0.335463539593977,0.451513122201022,0.328775387628769,0.64498459657107,0.329293620213433,0.274869339964104,0.332926727726678,0.184711045779493,0.323149624723232,0.421471960115024,0.177736598402409,0.305869572823206,0.236530775526961,0.149948361953043,0.132016990717364,0.483560585475858,0.18317182893321,0.297850850188034,0.211424544688444,0.162074294511272,0.158145649033366,0.184992262662376,0.222222345186443,0.243720915655038,0.229399052624971,0.339517152275936,0.279966552042849,0.182642979263708,0.344316395712035,0.142266502711856,0.266828474670608,0.302408796291122,0.342232234957922,0.238770463797284,0.150141820120549,0.271442855959919,0.351620201985951,0.242195237952805,0.269929195821849,0.262256920132383,0.535808737952666,0.386201216200052,0.300820868077734,0.30682409139112,0.345822229448814,0.2909551651843,0.359172826144548,0.290034852139102,0.297944768304475,0.193188196745768,0.31570229102153,0.118843662175162,0.374282272297488,0.371460414341096,0.389551550369339,0.339231072322478,0.227537255389858,0.230037940699022,0.279039157315735,0.300592483717318,0.127369759151725,0.315378334820327,0.289674223396194,0.423356446647819,0.288159325172361,0.335765279470783,0.33050123075053,0.18899456005854,0.304910893445286
"jarjarbinks_14",0.208474103801664,0.244418923497468,0.285620765796636,0.284650960422899,0.23316533199241,0.241039711987945,0.227121721056277,0,0.427061420280911,0.201239230611001,0.158565652063428,0.279945391243127,0.172438188498496,0.248602641023274,0.525225857438465,0.245441550306021,0.1822084284958,0.134353095537004,0.143040726620821,0.230788223641768,0.198803642191217,0.46127027932524,0.271871834414321,0.125941698148112,0.163584747760241,0.386994923812118,0.354507108233433,0.386096816577765,0.254184435412908,0.220801840527981,0.140364062119083,0.264297719324643,0.248263914081928,0.261170508413577,0.219659527904558,0.230472340910359,0.249965999675964,0.212769674440871,0.258711491395328,0.490207946452392,0.273132315624928,0.264482457123099,0.315480573870512,0.267723901042858,0.171214857430463,0.206745880220402,0.311653183319684,0.209141024005227,0.102940588712518,0.256135012092541,0.0773809723203021,0.307386323579209,0.343640595603865,0.249657869274289,0.266791868120083,0.401961823263797,0.25456844488821,0.385861972183648,0.190200397053999,0.259700287163477,0.226590002078462,0.0836868357851932,0.254783798761984,0.260215907209154,0.437131281144763,0.260272149736614,0.663556589477694,0.195665565232445,0.175207842898522,0.257362745205313,0.230358867972032,0.190010716105169,0.350024124175667,0.151511870219912,0.429592459579553,0.193937748899371,0.241849431265693,0.194946423926015,0.458600762071913,0.251943066945972,0.19004403296224,0.208129607766904,0.149662728009687,0.1591424508054,0.244874315662056,0.087271447309838,0.0810478243464223,0.183291336160463,0.287373643380065,0.214686146579819,0.144243856444501,0.30389907329982,0.140384693358727,0.239198662351123,0.266306447293128,0.225106486160186,0.166020439780672,0.159019010902679,0.198510472889722,0.273391806379285,0.168333058984721,0.176228679167328,0.216110338881496,0.537033987413853,0.362351416156268,0.276154668160182,0.261622576601465,0.250084123655522,0.256655414795934,0.252594666142732,0.181210388089666,0.236084298674793,0.310644576831917,0.224519491968799,0.174143314598376,0.365968963806689,0.328362549955132,0.343054501016674,0.264029001429763,0.10368640867688,0.14047910900196,0.248130741218547,0.212536436259288,0.216817070803947,0.282487637415983,0.39188705732964,0.370566046841682,0.217010765276913,0.25956571334803,0.253748243067988,0.172331393004688,0.164162857871735
"kubo_14",0.420040039431188,0.39445645447745,0.39051642142194,0.344076721513578,0.301339256359191,0.368617689712861,0.419542349145051,0.427061420280911,0,0.435518716182607,0.420649871259348,0.301415900135675,0.435821100264067,0.374345281544402,0.145759164644056,0.438200407890763,0.420455502536325,0.423502662480556,0.435675101251231,0.305002213984771,0.403085322144315,0.312068061057768,0.426970861933588,0.419665847106279,0.421072235351224,0.480154527712519,0.471271354860348,0.307762538789532,0.400952357329935,0.226024010310678,0.425423791853895,0.416596370302283,0.262241833981454,0.175716410370153,0.347054647919924,0.372497762794244,0.278147818525137,0.351701395535705,0.292997728988798,0.108623528136072,0.303760646125306,0.424233810174327,0.151204371982325,0.29559660487518,0.387351276417153,0.450835178731698,0.194099360782444,0.373873067845854,0.430053993105059,0.319400619863565,0.428529804617888,0.429258814652067,0.195935160692639,0.424432873559025,0.314554724420735,0.134928987380305,0.422161930199343,0.207246057472469,0.393097796339587,0.283982640838763,0.355418163218259,0.431440655807561,0.378996736089326,0.319440503292409,0.0876483966043857,0.409209694942463,0.25945157603074,0.380910829405503,0.378481162127246,0.354044195189882,0.425010218478902,0.329702672421866,0.423232009457895,0.416861212269295,0.434280142092521,0.415782730472811,0.427173504536803,0.424998176327615,0.11628261410411,0.386752280616629,0.329271963658513,0.389333197952358,0.41892154917811,0.404027115754651,0.416536794799214,0.437637406343561,0.421366099100941,0.426645494877054,0.214343080072314,0.3310230441503,0.407986280545943,0.378944547392012,0.400848069716976,0.287690477738026,0.433049420188882,0.400030475883918,0.419612807951862,0.401507529957666,0.360358748682104,0.390361769874356,0.429618933802448,0.41540069734835,0.418386548331857,0.151435190338208,0.241517481015777,0.438224797747837,0.379790401761436,0.425123773666218,0.233777619319995,0.410277417711138,0.408978491544406,0.427497888730198,0.454011294315114,0.223404453467327,0.418044950757421,0.128491861331505,0.293392678595323,0.295415256871376,0.348824984548086,0.376825547863696,0.436896278251084,0.223488404777331,0.308024275601615,0.454890936514873,0.347195222440507,0.517640559256092,0.4698538478071,0.331740285068115,0.413565922300497,0.441066419084138,0.432822147968859,0.422593770617722
"wolverine_14",0.140264415993602,0.120292956324365,0.263359238320734,0.177808369756887,0.24960045620226,0.144283673102319,0.301257839214676,0.201239230611001,0.435518716182607,0,0.113072745839526,0.164219961274668,0.140065218149668,0.13403626255877,0.511623867472427,0.157791725780554,0.154936714240561,0.179033538349445,0.201785364800704,0.254415677504991,0.127800727127664,0.385172541561884,0.139284687587799,0.188531471725261,0.162601767412927,0.514830775858494,0.467991123621276,0.514710431874995,0.176586631960004,0.295557162244009,0.18035380310941,0.110852068351506,0.271262240288868,0.303515890561675,0.154796924288819,0.219330685237309,0.22896825545961,0.14627732455207,0.245305488670263,0.507941899417198,0.310120577065247,0.145894573982188,0.31765162262685,0.205386761823477,0.167091828555411,0.191704324861487,0.290567241910743,0.183877698843464,0.212993710861647,0.183557188033173,0.182444901416619,0.175131192407141,0.354117524975321,0.219068038285202,0.199260096970125,0.355609417632211,0.156851095042877,0.38407910124918,0.129660534250108,0.253119299707715,0.226448808558361,0.229018311535766,0.135658310760756,0.25543251797063,0.454826432386951,0.128531224027862,0.68086626953357,0.137471716204165,0.135093090313113,0.211520766137701,0.305807439685652,0.152931244997624,0.255091062168311,0.17808918478632,0.543905547829596,0.23899246571892,0.374978333738487,0.326031592000744,0.473206229264681,0.364647775257437,0.149279157569333,0.324593118792922,0.281538102831454,0.238359797441623,0.286288955257684,0.211047901215417,0.204465157564098,0.15068061325482,0.290614876205716,0.238127889994017,0.218472685297605,0.21826902684844,0.303820235323019,0.220200250956178,0.146856368483552,0.217050158830264,0.179390846502783,0.321403900840447,0.150304599621839,0.214072511238072,0.236755738732241,0.171074962904465,0.224256786896556,0.553082053693374,0.264081198613169,0.209621316033704,0.200550089100681,0.179701705370491,0.346737309915604,0.168801150143631,0.140481588521537,0.108854182368686,0.404527358020663,0.246604701339025,0.321712512598186,0.339203804024518,0.276279291246183,0.23335708195897,0.21609859158534,0.195199838621838,0.214986292250201,0.370048707258401,0.222344044037919,0.324353393129181,0.169126858735279,0.528421829855251,0.222352728534799,0.212897386554022,0.137469318965632,0.148825564934451,0.292193761189883,0.0899902444560595
