"","Shannon","Simpson","InvSimpson","Pielou","Coverage"
"jarjarbinks_15",4.090050606742,0.959472302823958,24.6744836168771,0.721804204283185,1
"kubo_15",4.11517044254188,0.960038488991411,25.0240787888395,0.719809428512943,1
"iris_17",4.11173132819696,0.959538795369725,24.715032810757,0.729704499682534,1
"kubo_17",4.09227285387104,0.959298137924536,24.568900512363,0.715804272360699,1
"lambchop_17",4.15265526681934,0.961583761617555,26.0306589636574,0.739811240383659,1
"wolverine_17",4.11535726521465,0.958869462193179,24.3128355067161,0.732690934641137,1
"hamlet_18",4.09643769397779,0.95905190543009,24.4211607524915,0.718196690035012,1
"hera_18",4.09770024818622,0.958554536694962,24.1280931676412,0.720112724174641,1
"iris_18",4.11392554259826,0.959637575551,24.7755186575462,0.722964089636222,1
"jarjarbinks_18",4.10943261487732,0.959026911015683,24.4062633496531,0.723469672093017,1
"kubo_18",4.08414889862938,0.95876534480253,24.2514456641162,0.715624669783578,1
"lambchop_18",4.13638589119851,0.960252415095068,25.1587612779943,0.728214823020016,1
"wolverine_18",4.11038499036905,0.959263331020361,24.5479079425913,0.726282870705576,1
"ophelia_19",4.09585469594552,0.958753707469814,24.2446033002396,0.721513533722199,1
"wolverine_19",4.1258598665674,0.95973827870175,24.8374875130704,0.73037328417883,1
"goose_20",4.07697186815508,0.958062336212539,23.8449143249363,0.723078292738339,1
"hamlet_20",4.16103588282976,0.961628723171614,26.0611603953773,0.740345036278623,1
"hera_20",4.10780442758312,0.959211825426923,24.51690987564,0.72672486343227,1
"iris_20",4.10506855245443,0.959238534506402,24.5329746585546,0.73521469800168,1
"korra_20",4.14549460101651,0.961029402838511,25.6603714809943,0.726797457553179,1
"ophelia_20",4.15966958636529,0.96165201838875,26.0769917472435,0.730138902620823,1
"hamlet_21",4.13522182342798,0.960330286842887,25.2081479903693,0.730671405223763,1
"jarjarbinks_21",4.10384648126757,0.958553007919102,24.1272032008538,0.723797648842029,1
"korra_21",4.14621310055076,0.960875979130791,25.5597450820045,0.726499560760318,1
