"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"k__Bacteria|p__Bacillota"	0.842444444444444	0.578444444444444	0.603333333333333	0.632666666666667	0.0951111111111111	0.722222222222222	0.697555555555556	0.0791111111111111	0.118444444444444	0.702111111111111	0.0395555555555556	0.371777777777778	0.249777777777778	0.693555555555556	0.346666666666667	0.450888888888889	0.466222222222222	0.651555555555556	0.718666666666667	0.679111111111111	0.625555555555556	0.674222222222222	0.334888888888889	0.466	0.703333333333333	0.105555555555556	0.936	0.603333333333333
"k__Bacteria|p__Pseudomonadota"	0.0255555555555556	0.138444444444444	0.295333333333333	0.112222222222222	0.861333333333333	0.0451111111111111	0.0364444444444444	0.897111111111111	0.860444444444444	0.203222222222222	0.0704444444444444	0.326666666666667	0.641555555555556	0.0577777777777778	0.0437777777777778	0.0555555555555556	0.447555555555556	0.257333333333333	0.214222222222222	0.182	0.0784444444444444	0.0377777777777778	0.358666666666667	0.0306666666666667	0.124666666666667	0.0966666666666667	0.00777777777777778	0.184222222222222
"k__Bacteria|p__Bacteroidota"	0.131111111111111	0.243555555555556	0.0882222222222222	0.230222222222222	0.0433333333333333	0.205111111111111	0.246222222222222	0.0235555555555556	0.0211111111111111	0.08	0.778444444444444	0.285111111111111	0.106888888888889	0.216222222222222	0.580666666666667	0.472222222222222	0.076	0.0882222222222222	0.0571111111111111	0.136222222222222	0.259111111111111	0.278444444444444	0.295111111111111	0.496888888888889	0.124	0.771333333333333	0.0331111111111111	0.182444444444444
"k__Bacteria|p__Actinomycetota"	0.000666666666666667	0.0348888888888889	0.00111111111111111	0.0173333333333333	0.000222222222222222	0.00333333333333333	0.0133333333333333	0.000222222222222222	0	0.000555555555555556	0.110888888888889	0.01	0.00177777777777778	0.0188888888888889	0.006	0.0164444444444444	0.00288888888888889	0.00266666666666667	0.00533333333333333	0.000888888888888889	0.0168888888888889	0.00422222222222222	0.01	0.00288888888888889	0.0284444444444444	0.0206666666666667	0.0224444444444444	0.0164444444444444
"k__Bacteria|p__Fusobacteriota"	0.000222222222222222	0.00466666666666667	0.012	0.00755555555555556	0	0.024	0.00622222222222222	0	0	0.0141111111111111	0	0.00644444444444444	0	0.0135555555555556	0.0226666666666667	0.002	0.00733333333333333	0.000222222222222222	0.00466666666666667	0.00177777777777778	0.02	0.00488888888888889	0	0.00266666666666667	0.0195555555555556	0.00444444444444444	0.000666666666666667	0.0135555555555556
"k__Bacteria|p__Mycoplasmatota"	0	0	0	0	0	0	0.000222222222222222	0	0	0	0.000666666666666667	0	0	0	0.000222222222222222	0.00288888888888889	0	0	0	0	0	0.000444444444444444	0.00133333333333333	0.000888888888888889	0	0.00133333333333333	0	0
"k__Bacteria|p__Campylobacterota"	0	0	0	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
