"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"Metabolism|Global and overview maps"	0.374890355229603	0.366264419632749	0.362259669910494	0.377577953493833	0.391918107406227	0.392194820312382	0.381033712176521	0.381097310568188	0.39131590668274	0.377447518798654	0.376577926521897	0.379859638327806	0.366810453303192	0.385369127498966	0.406374503216011	0.377325741583464	0.408403583497306	0.375955862676985	0.385450727682426	0.396124405796455	0.395813115744122	0.367126094730532	0.358357056936154	0.389820513339116	0.398831709463324	0.376412726104452	0.378556759352123	0.380618826827023	0.399349330920401	0.363909456261093	0.376232036373691	0.40037337527544	0.396454330473687	0.357882667567023	0.365238021858916
"Metabolism|Carbohydrate metabolism"	0.120010130924239	0.122575857328005	0.120573418143722	0.118441439076391	0.118024516564799	0.117596022737086	0.121392083970147	0.118580917048992	0.11658170833696	0.121171045029602	0.121392665669152	0.116809574371854	0.121742670994597	0.118075033339493	0.115894544665426	0.119211868703094	0.114650348175312	0.120049367803062	0.116652960826464	0.118271748390176	0.118470523620153	0.121901638077358	0.119815104613018	0.115766870929044	0.115542211545154	0.117606763200535	0.120503435564244	0.118645784555573	0.118343093889389	0.122041163186089	0.11933480856066	0.114793384940355	0.118942839978881	0.119856771778076	0.121705702388459
"Environmental Information Processing|Membrane transport"	0.0776694761114021	0.0835484813704781	0.0823277572543813	0.0757539158640322	0.0712164139421549	0.0646033115693777	0.0737226964310172	0.0690715252768305	0.0683462214967819	0.0698488677512536	0.0805427499186442	0.0726600499567738	0.0811019263692446	0.0699414658617395	0.0617397676301868	0.0659171864190209	0.0619795667916144	0.0748899916807429	0.0694342705412257	0.0718875363729059	0.0700899113067688	0.0816444313681096	0.0891793589454994	0.0620079575095281	0.0653460125256603	0.074135269707072	0.0670666756532547	0.0760442901744733	0.0617487700972937	0.0823224566049069	0.0793208912445432	0.053179693974455	0.0694824647884604	0.0875017534154314	0.0824949459369963
"Metabolism|Amino acid metabolism"	0.0617703825812519	0.0577310015347244	0.0593927558317352	0.0624140671948367	0.067443848114715	0.0673627257988999	0.0640785604474688	0.0632823046780647	0.0684297219721732	0.0642256902539754	0.0612029550075401	0.0627592888105819	0.0585369396354092	0.0644397734142532	0.0730950767013375	0.0626395890479746	0.0750510349935851	0.0616580862996116	0.0653288244885895	0.068360310015912	0.0683346871154736	0.0586245194252076	0.0561769948936337	0.0675622263259019	0.0717533474232494	0.0625356853899375	0.0613763951907788	0.0639740011422807	0.0680730686945645	0.0574630096448537	0.0629350853651333	0.071063359732399	0.0671208866008957	0.0589197715036528	0.0596689762318971
"Environmental Information Processing|Signal transduction"	0.0425609285511488	0.0453908416010388	0.0473312111562162	0.0472091998220861	0.0385971732411257	0.0419458348718413	0.042887893379024	0.0458629785593814	0.0406627489661681	0.0484885180232841	0.041567180464276	0.0513974423689068	0.0448628615677768	0.0463967108531305	0.0322000631983847	0.0529505760495119	0.0302598611241263	0.044552171097515	0.0439335757369206	0.0360711832505068	0.0338128582750863	0.0443657044075014	0.0526650269897556	0.0458190651278643	0.0360200034453299	0.049296839263302	0.0499955654358866	0.0461831525880277	0.0374902256754803	0.0468044923270642	0.0475497724822915	0.0401057291655402	0.0373418677775731	0.0492457514405841	0.0441911179277284
"Cellular Processes|Cellular community - prokaryotes"	0.0397575845075949	0.0428056966643434	0.0441725091417379	0.041470663582687	0.0368325552379897	0.0351462325576763	0.0379545593501513	0.0391129937523139	0.0354185961260412	0.0398416104556705	0.040652872010122	0.0425505125265044	0.0421081174927504	0.0404745050898101	0.0316523856562805	0.0423060233344431	0.0302122248467817	0.040422109755558	0.03842866632145	0.0364640866782626	0.0347955046217922	0.0417447510823935	0.0440662111590559	0.0382720311141017	0.0335619395252497	0.0408309758131907	0.0403822395458084	0.0407080823223941	0.0351430812249946	0.0430610283588455	0.0413489647459669	0.0328743454813044	0.0374312171977081	0.0470949136216695	0.0429717949453609
"Metabolism|Energy metabolism"	0.037382058694845	0.0373731091709757	0.0374533642756231	0.0364527503118366	0.0359780230906055	0.0354131471594747	0.0360188152401781	0.0363804198310769	0.0358549955259893	0.0367944964466791	0.0367875677128632	0.0356307468611336	0.0375982391767037	0.0355131537978067	0.0358433214690578	0.0360737227869158	0.0361405885121673	0.0368148747843476	0.0357269130688222	0.0354685705614171	0.0362031321259221	0.0377017930722122	0.0373356456240528	0.0358682734881534	0.0359835340329281	0.0360326306525962	0.0357228872123859	0.0356722181407957	0.0351555068182067	0.0376893469256068	0.0358948276751545	0.0358880724249862	0.0351258321367099	0.0364877511880296	0.0374504162977824
"Metabolism|Metabolism of cofactors and vitamins"	0.0355398270200392	0.0350675276772148	0.0343642808153592	0.0352069394665358	0.0374061429207081	0.0374566980996879	0.0359260850485507	0.035874652234622	0.036451014584826	0.0350894788170833	0.0363543745498895	0.0348255795872743	0.0353773668094228	0.0362121508646042	0.0390062275544356	0.0346070467902537	0.0385170416709167	0.0356938716414538	0.0361951222976663	0.0383381815870182	0.0389224536656929	0.0352102296768556	0.0322742819482988	0.035592996385761	0.0368676980474185	0.0341965412157388	0.035608554916864	0.0348238703247503	0.0396005746476489	0.0346395178101135	0.0338199477932799	0.0378034708497687	0.0390688344775241	0.0348141443583275	0.0353142445408874
"Metabolism|Nucleotide metabolism"	0.0257003006169628	0.0254511203213406	0.0252944561239711	0.0255233295354961	0.0266146601992156	0.0261953837447354	0.025926249150654	0.0257676980630793	0.0262192374884922	0.0253700088605363	0.0261159852321816	0.0254371446718276	0.0254454110049022	0.0259295683544839	0.0271548853401661	0.0252445490655759	0.0270622833345053	0.0256803137909587	0.0260836516131763	0.0270380766752574	0.0271609040386925	0.0253943558998712	0.0221860160352479	0.0254972153703354	0.026513965167021	0.0252530531121966	0.0256521790267127	0.0255834233297872	0.0273977486991595	0.0251759917765672	0.0252973427839401	0.0263265020371267	0.0272829970838143	0.0241878723819362	0.0256490676315396
"Metabolism|Lipid metabolism"	0.0211208249837348	0.0213673497806456	0.0220180697879417	0.0211137576954641	0.0195204367171567	0.020978869186132	0.0212547623944658	0.0217257218848852	0.0204065160974015	0.0218847323332005	0.0203301282656965	0.0216168197470422	0.0216893854274954	0.0208898001413212	0.0189747991956189	0.0218522846835465	0.0188377627905154	0.0211884070427586	0.021154586285528	0.0187980634844232	0.0190854859543798	0.0216280260553121	0.0232731130476006	0.0213483147377068	0.0195931660265552	0.0221960386548927	0.022563604650896	0.0207549538732842	0.019612857065784	0.0219713611962222	0.0211412472042131	0.021203852688192	0.0187911797718425	0.0219023557484884	0.0214173279404534
