barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	16416	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode02	barcode02	test_sample	14840	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode03	barcode03	test_sample	13670	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode04	barcode04	test_sample	14672	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode05	barcode05	test_sample	11835	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode06	barcode06	test_sample	14064	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode07	barcode07	test_sample	14055	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode08	barcode08	test_sample	12710	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode09	barcode09	test_sample	16121	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode10	barcode10	test_sample	12253	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode11	barcode11	test_sample	19417	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode12	barcode12	test_sample	6	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode13	barcode13	test_sample	13061	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode14	barcode14	test_sample	16455	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode15	barcode15	test_sample	17475	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode16	barcode16	test_sample	14006	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode17	barcode17	test_sample	18474	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode18	barcode18	test_sample	12426	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode19	barcode19	test_sample	14262	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode20	barcode20	test_sample	16223	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode21	barcode21	test_sample	19559	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode22	barcode22	test_sample	18013	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode23	barcode23	test_sample	19585	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
barcode24	barcode24	test_sample	18	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
unclassified	unclassified	na	13946	f0b86ca797a14ca67645cb6cdcc3207dc9ba19c6	CM012	CM12	AWI952	2025-02-21T14:32:25.233474-06:00
