barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	10404	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode02	barcode02	test_sample	671	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode03	barcode03	test_sample	8300	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode04	barcode04	test_sample	3273	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode05	barcode05	test_sample	1340	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode06	barcode06	test_sample	5215	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode07	barcode07	test_sample	2631	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode08	barcode08	test_sample	3930	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode09	barcode09	test_sample	11312	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode10	barcode10	test_sample	8634	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode11	barcode11	test_sample	6751	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode12	barcode12	test_sample	7410	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode13	barcode13	test_sample	6481	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode14	barcode14	test_sample	8591	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode15	barcode15	test_sample	7736	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode16	barcode16	test_sample	5153	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode17	barcode17	test_sample	7021	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode18	barcode18	test_sample	5180	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode19	barcode19	test_sample	5849	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode20	barcode20	test_sample	5991	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode21	barcode21	test_sample	11736	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode22	barcode22	test_sample	6397	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode23	barcode23	test_sample	4517	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
barcode24	barcode24	test_sample	2	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
unclassified	unclassified	na	4134	fd122a49ce85613113153c216b21d973eceebfcf	PL3	no_sample	ARM773	2024-03-06T13:21:09.366316-06:00
