barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	18428	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode02	barcode02	test_sample	22096	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode03	barcode03	test_sample	24032	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode04	barcode04	test_sample	22282	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode05	barcode05	test_sample	16562	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode06	barcode06	test_sample	19997	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode07	barcode07	test_sample	27738	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode08	barcode08	test_sample	20392	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode09	barcode09	test_sample	21804	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode10	barcode10	test_sample	20709	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode11	barcode11	test_sample	12175	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode12	barcode12	test_sample	21414	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode13	barcode13	test_sample	23901	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode14	barcode14	test_sample	21221	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode15	barcode15	test_sample	8207	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode16	barcode16	test_sample	6821	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode17	barcode17	test_sample	20865	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode18	barcode18	test_sample	8066	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode19	barcode19	test_sample	23600	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode20	barcode20	test_sample	26336	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode21	barcode21	test_sample	19337	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode22	barcode22	test_sample	21005	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode23	barcode23	test_sample	21754	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
barcode24	barcode24	test_sample	16	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
unclassified	unclassified	na	13400	522aa13b534c95d3f673948b4f7fe09ab29c916e	UNO-CM-009	CM009	AVI598	2024-07-19T16:27:21.691894-05:00
