barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	8633	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode02	barcode02	test_sample	6933	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode03	barcode03	test_sample	8217	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode04	barcode04	test_sample	8361	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode05	barcode05	test_sample	5934	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode06	barcode06	test_sample	8454	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode07	barcode07	test_sample	7395	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode08	barcode08	test_sample	6579	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode09	barcode09	test_sample	7193	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode10	barcode10	test_sample	9427	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode11	barcode11	test_sample	7774	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode12	barcode12	test_sample	7345	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode13	barcode13	test_sample	7594	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode14	barcode14	test_sample	8727	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode15	barcode15	test_sample	9883	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode16	barcode16	test_sample	5722	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode17	barcode17	test_sample	9604	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode18	barcode18	test_sample	8944	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode19	barcode19	test_sample	10414	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode20	barcode20	test_sample	5722	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode21	barcode21	test_sample	8759	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode22	barcode22	test_sample	11144	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode23	barcode23	test_sample	8157	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
barcode24	barcode24	test_sample	14	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
unclassified	unclassified	na	9882	137d5a0f3d888e0a101a0c8157c0e67503f75a10	CM013	CM13	AWD525	2025-04-01T16:43:13.643985-05:00
