barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	7456	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode02	barcode02	test_sample	7804	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode03	barcode03	test_sample	9086	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode04	barcode04	test_sample	12058	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode05	barcode05	test_sample	10159	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode06	barcode06	test_sample	8953	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode07	barcode07	test_sample	9629	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode08	barcode08	test_sample	8188	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode09	barcode09	test_sample	9961	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode10	barcode10	test_sample	10259	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode11	barcode11	test_sample	8762	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode12	barcode12	test_sample	11058	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode13	barcode13	test_sample	9167	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode14	barcode14	test_sample	9591	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode15	barcode15	test_sample	9788	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode16	barcode16	test_sample	9443	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode17	barcode17	test_sample	9762	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode18	barcode18	test_sample	6890	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode19	barcode19	test_sample	572	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode20	barcode20	test_sample	8533	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode21	barcode21	test_sample	13049	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode22	barcode22	test_sample	7205	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode23	barcode23	test_sample	9040	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
barcode24	barcode24	test_sample	0	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
unclassified	unclassified	na	4948	5a0144f3f65c2b960344a44d8b80932e91e2efd3	UNO-CM-007-run3	CM007_run3	AQL192	2024-05-21T15:15:33.119436-05:00
