barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	17968	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode02	barcode02	test_sample	22626	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode03	barcode03	test_sample	15850	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode04	barcode04	test_sample	19977	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode05	barcode05	test_sample	15530	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode06	barcode06	test_sample	12846	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode07	barcode07	test_sample	15556	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode08	barcode08	test_sample	16113	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode09	barcode09	test_sample	13793	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode10	barcode10	test_sample	14703	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode11	barcode11	test_sample	15335	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode12	barcode12	test_sample	31989	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode13	barcode13	test_sample	14786	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode14	barcode14	test_sample	30636	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode15	barcode15	test_sample	12850	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode16	barcode16	test_sample	12825	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode17	barcode17	test_sample	14675	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode18	barcode18	test_sample	13631	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode19	barcode19	test_sample	14332	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode20	barcode20	test_sample	13550	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode21	barcode21	test_sample	14762	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode22	barcode22	test_sample	16132	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode23	barcode23	test_sample	16310	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
barcode24	barcode24	test_sample	17	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
unclassified	unclassified	na	15356	017c85f6ba2aaaaf0c334c456808a33668960ef9	PL5	no_sample	ARM042	2024-03-01T13:53:54.157143-06:00
