barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	7212	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode02	barcode02	test_sample	5932	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode03	barcode03	test_sample	5757	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode04	barcode04	test_sample	7709	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode05	barcode05	test_sample	2814	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode06	barcode06	test_sample	6356	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode07	barcode07	test_sample	7769	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode08	barcode08	test_sample	5379	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode09	barcode09	test_sample	6659	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode10	barcode10	test_sample	8474	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode11	barcode11	test_sample	6956	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode12	barcode12	test_sample	7894	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode13	barcode13	test_sample	8217	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode14	barcode14	test_sample	7805	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode15	barcode15	test_sample	8012	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode16	barcode16	test_sample	6714	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode17	barcode17	test_sample	8998	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode18	barcode18	test_sample	9114	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode19	barcode19	test_sample	6576	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode20	barcode20	test_sample	6555	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode21	barcode21	test_sample	8264	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode22	barcode22	test_sample	8386	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode23	barcode23	test_sample	9067	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
barcode24	barcode24	test_sample	22	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
unclassified	unclassified	na	13113	5bce5ce6c0215e16c759eb0422e6e69e42cc4a1c	UNO-CM-008	CM008	AUD426	2024-06-11T16:17:59.416459-05:00
