barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	3778	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode02	barcode02	test_sample	7566	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode03	barcode03	test_sample	4774	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode04	barcode04	test_sample	8923	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode05	barcode05	test_sample	12544	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode06	barcode06	test_sample	4386	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode07	barcode07	test_sample	12404	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode08	barcode08	test_sample	10000	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode09	barcode09	test_sample	3500	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode10	barcode10	test_sample	5931	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode11	barcode11	test_sample	7989	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode12	barcode12	test_sample	5601	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode13	barcode13	test_sample	2385	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode14	barcode14	test_sample	3216	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode15	barcode15	test_sample	17505	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode16	barcode16	test_sample	13215	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode17	barcode17	test_sample	8307	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode18	barcode18	test_sample	7331	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode19	barcode19	test_sample	11921	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode20	barcode20	test_sample	4832	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode21	barcode21	test_sample	9489	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode22	barcode22	test_sample	3289	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode23	barcode23	test_sample	11383	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
barcode24	barcode24	test_sample	18	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
unclassified	unclassified	na	5799	e35b7a71a10bb54674bb5f4315d40b58011691db	PL4	no_sample	ARL498	2024-02-29T15:54:53.974487-06:00
