barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	9113	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode02	barcode02	test_sample	8453	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode03	barcode03	test_sample	9558	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode04	barcode04	test_sample	9793	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode05	barcode05	test_sample	6627	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode06	barcode06	test_sample	7963	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode07	barcode07	test_sample	6750	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode08	barcode08	test_sample	8986	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode09	barcode09	test_sample	11573	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode10	barcode10	test_sample	9605	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode11	barcode11	test_sample	10538	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode12	barcode12	test_sample	8191	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode13	barcode13	test_sample	8563	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode14	barcode14	test_sample	10100	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode15	barcode15	test_sample	7332	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode16	barcode16	test_sample	6139	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode17	barcode17	test_sample	6147	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode18	barcode18	test_sample	10410	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode19	barcode19	test_sample	11002	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode20	barcode20	test_sample	10545	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode21	barcode21	test_sample	9202	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode22	barcode22	test_sample	9896	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode23	barcode23	test_sample	9219	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
barcode24	barcode24	test_sample	1	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
unclassified	unclassified	na	5838	9e6361fd3b9fb769285f606ff39c05491aeda8e8	16S_UNO-CM-006	CM006	ARM904	2024-05-19T16:36:13.616928-05:00
