barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	16501	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode02	barcode02	test_sample	12156	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode03	barcode03	test_sample	14202	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode04	barcode04	test_sample	15287	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode05	barcode05	test_sample	14356	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode06	barcode06	test_sample	7508	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode07	barcode07	test_sample	9603	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode08	barcode08	test_sample	15029	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode09	barcode09	test_sample	17485	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode10	barcode10	test_sample	7788	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode11	barcode11	test_sample	12334	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode12	barcode12	test_sample	23218	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode13	barcode13	test_sample	15097	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode14	barcode14	test_sample	9603	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode15	barcode15	test_sample	11901	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode16	barcode16	test_sample	9932	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode17	barcode17	test_sample	17056	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode18	barcode18	test_sample	12427	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode19	barcode19	test_sample	9694	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode20	barcode20	test_sample	18455	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode21	barcode21	test_sample	18694	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode22	barcode22	test_sample	14200	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode23	barcode23	test_sample	11758	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
barcode24	barcode24	test_sample	29	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
unclassified	unclassified	na	8018	1d888c23fa2054a908a645cf7def6c8daf4b7189	UNO-CM-010	CM010	AVI583	2024-07-21T17:35:24.639963-05:00
