"ID"	"subject"	"sampledate"	"bristol"	"SampleTime"	"studyday"	"location"	"subjectcode"	"sex"	"housing"	"group"	"Age"	"contraception"	"origin"	"previousexp"	"diet_trial"	"group_phase"
"hamlet_46"	"hamlet"	2023-04-24	"2"	730	"46"	"b1"	"ham"	"male"	"pair"	"g1"	6.016438356	""	"nebraska"	""	"intervention-2"	"control"
"joans_46"	"joans"	2023-04-24	"3"	800	"46"	"f5"	"joa"	"female"	"family"	"g2"	5.967123288	"estrumate"	"nebraska"	""	"intervention-2"	"gum"
"ginger_47"	"ginger"	2023-04-25	"2"	730	"47"	"f6"	"gin"	"female"	"pair"	"g2"	6.117808219	"estrumate"	"nebraska"	"abx"	"intervention-2"	"gum"
"marshmallow_47"	"marshmallow"	2023-04-25	"2"	730	"47"	"f4"	"mar"	"female"	"pair"	"g2"	4.101369863	"estrumate"	"nebraska"	""	"intervention-2"	"gum"
"charles_48"	"charles"	2023-04-26	"3"	800	"48"	"f3"	"cha"	"male"	"pair"	"g2"	4.230136986	""	"nebraska"	""	"intervention-2"	"gum"
"grogu_48"	"grogu"	2023-04-26	"3"	800	"48"	"f4"	"gro"	"male"	"pair"	"g2"	4.583561644	""	"texas"	""	"intervention-2"	"gum"
"hera_48"	"hera"	2023-04-26	"2"	730	"48"	"b1"	"her"	"female"	"pair"	"g1"	3.531506849	"estrumate"	"texas"	""	"intervention-2"	"control"
"kubo_48"	"kubo"	2023-04-26	"2"	730	"48"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"kubo_49"	"kubo"	2023-04-27	"2"	730	"49"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"franc_50"	"franc"	2023-04-28	"3"	800	"50"	"f2"	"fra"	"male"	"pair"	"g2"	6.342465753	""	"texas"	"abx"	"intervention-2"	"gum"
"kubo_52"	"kubo"	2023-04-30	"2"	730	"52"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"kubo_53"	"kubo"	2023-05-01	"2"	730	"53"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"marshmallow_53"	"marshmallow"	2023-05-01	"3"	800	"53"	"f4"	"mar"	"female"	"pair"	"g2"	4.101369863	"estrumate"	"nebraska"	""	"intervention-2"	"gum"
"ginger_55"	"ginger"	2023-05-03	"3"	800	"55"	"f6"	"gin"	"female"	"pair"	"g2"	6.117808219	"estrumate"	"nebraska"	"abx"	"intervention-2"	"gum"
"ophelia_55"	"ophelia"	2023-05-03	"1"	730	"55"	"b2"	"oph"	"female"	"pair"	"g1"	5.594520548	"estrumate"	"nebraska"	""	"intervention-2"	"control"
"buddy_56"	"buddy"	2023-05-04	"3"	800	"56"	"f5"	"bud"	"male"	"family"	"g2"	6.397260274	""	"texas"	""	"intervention-2"	"gum"
