"ID"	"Hera_1"	"Wolverine_1"	"Ginger_2"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Padme_5"	"Korra_6"	"Padme_6"	"Ginger_7"	"Hera_7"	"Iris_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Korra_9"	"Buddy_11"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Buddy_16"	"Buddy_17"	"Iris_17"	"Ivy_17"	"Kubo_17"	"Lambchop_17"	"Padme_17"	"Wolverine_17"	"Buddy_18"	"Ginger_18"	"Hamlet_18"	"Hera_18"	"Iris_18"	"Ivy_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Franc_19"	"Ivy_19"	"Ophelia_19"	"Wolverine_19"	"Ginger_20"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Buddy_21"	"Hamlet_21"	"JarJarBinks_21"	"Joans_21"	"Korra_21"	"Kubo_21"	"Franc_22"	"Goose_22"	"Grogu_22"	"Hamlet_22"	"Henry_22"	"Hera_22"	"Iris_22"	"Joans_22"	"Kubo_22"	"Marshmallow_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Franc_24"	"Ginger_24"	"Henry_24"	"Hera_24"	"Ivy_24"	"Kubo_24"	"Marshmallow_24"	"Ophelia_24"	"Wolverine_24"	"Henry_25"	"Kubo_25"	"Ginger_29"	"Henry_29"	"JarJarBinks_29"	"Joans_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Goose_37"	"Grogu_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Grogu_41"	"Hamlet_41"	"Hera_41"	"Joans_41"	"Marshmallow_41"	"Ginger_42"	"Goose_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Lambchop_42"	"Ophelia_43"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Goose_44"	"Iris_44"	"Ivy_44"	"JarJarBinks_44"	"Joans_44"	"Lambchop_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Hamlet_45"	"Henry_45"	"Hera_45"	"Ivy_45"	"JarJarBinks_45"	"Joans_45"	"Korra_45"	"Marshmallow_45"	"Ophelia_45"	"Buddy_46"	"Charles_46"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Ivy_46"	"Joans_46"	"Lambchop_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Hamlet_48"	"Hera_48"	"Iris_48"	"Ivy_48"	"JarJarBinks_48"	"Joans_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Marshmallow_48"	"Ophelia_48"	"Wolverine_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Iris_49"	"Ivy_49"	"JarJarBinks_49"	"Joans_49"	"Kubo_49"	"Marshmallow_49"	"Ophelia_49"	"Wolverine_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"JarJarBinks_50"	"Joans_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Lambchop_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Goose_52"	"Grogu_52"	"JarJarBinks_52"	"Kubo_52"	"Marshmallow_52"	"Franc_53"	"Hera_53"	"Kubo_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Iris_55"	"Ivy_55"	"Lambchop_55"	"Ophelia_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ophelia_57"	"Wolverine_57"	"Ginger_58"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Henry_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Joans_60"	"Marshmallow_60"	"Wolverine_60"	"Joans_62"	"Henry_66"	"Hamlet_67"	"Hera_67"	"Ivy_67"	"Franc_68"	"JarJarBinks_68"	"Grogu_70"
"fpt11"	32	36.51	87.5	17.25	58.13	68.05	45.67	97.05	75.08	59.37	68.38	72.41	35.55	52.95	73.17	60.37	82.06	39.85	60.56	60.15	34.99	45.78	51.11	31.94	56.59	46.85	45.68	20.12	30.79	60.58	38.75	76.13	36.38	30.01	38.2	29.69	52.7	52.26	44.17	31.51	75.58	99.51	24.06	71.34	34.96	47.78	43.65	54.3	47.52	58.11	36.82	52.74	35.84	46.11	48.99	45.25	45.93	50.17	55.19	61.48	54.7	39.68	60.73	60.3	54.06	47.53	50.23	42.11	55.68	50.2	36.86	55.5	92.11	80.56	56.35	62.41	35.66	39.55	54.12	54.7	49.8	51.6	60.16	36.38	41.42	48.2	43.65	46.39	44.28	87.04	32.42	23.14	51.01	72.37	39.51	42.8	53.29	60.11	61.93	74.97	30.9	58.32	44.14	93.96	49.46	40.33	58.1	96	38.95	32.9	61.55	80.06	45.44	94.29	42.96	35.33	55.45	21.4	53.44	54.77	80.29	35.65	41.01	42.05	42.08	66.8	46.2	30.41	52.23	43.11	46.17	38.63	55.19	44.59	65.45	48.48	42.4	45.18	32.24	32.38	40.25	44.32	73.81	47.16	37.67	87.29	37.59	57.59	48.01	52.3	34.33	53.5	29.77	49.51	26.07	70.28	40.04	29.48	29.12	77.1	77.13	54.52	45.35	94.2	47.17	50.14	46.05	39.23	64.13	50.28	45.01	40.23	49.83	63.52	48.44	50.9	75.05	48	28.09	41.21	45	31.38	53.87	48.12	39.28	65.18	51.15	47.04	79.63	44.64	45.24	35.65	85.99	40.33	47.81	37.67	44.89	46.95	32.93	88.88	47.11	46.14	46.18	41.26	33.36	57.51	49.05	42.28	50.2	88.91	55.12	58.79	57.56	53.62	55.06	47.17	94.98	56.82	34.38	45.74	45.38	21.73	56.71	71.78	39.62	90.16	35.12	65.75	73.95	37	61.09	37.84	57.74	42.84	58.99	43.57	33.76	60.57	64.83	59.92	49.23	73.2	38.78	28.77	42.14	22.31	28.65	44.32	44.07	47.33	18.82
"fpt12"	2.16	2.53	2.11	18.77	11.67	6.43	2.18	0.89	0.84	0.96	0.96	1.47	3.07	2.19	1.09	0.58	0.84	1.51	1.95	2.78	5.14	2	0.76	0.6	1.05	1.65	0.98	2.85	2.09	1.6	1.11	0.84	0.49	0.76	0.76	13.31	4.25	0.8	2.11	1.71	1.72	2.61	0.62	2.51	8.39	1.29	2.11	1.05	7.7	1.98	2.25	3.4	1.07	1.29	4	2.44	0.87	1	3.2	0.62	0.98	1.51	3.38	1.27	2.29	0.84	1.27	2.87	1.18	0.51	2.78	1.62	0.11	0.47	2.02	3.42	0.65	0.71	0.98	1.4	1.25	0.67	2.14	3.69	1.49	2.91	1.18	1.66	1.13	0.07	1.09	1.04	4.14	0.91	1.64	3.31	1.62	1.27	0.73	0.4	2.45	2.47	4.91	0.24	1.82	1.24	2.51	0.24	1.73	1.36	2.82	0.53	0.89	0.31	2.36	2.16	4.51	7.01	4.89	2.96	0.78	4.98	3.38	2.51	1.96	0.64	9.11	1.53	1.11	2.32	2.61	15.12	2.2	1.18	1.13	2.42	4.01	0.8	4.16	1.62	1.53	3.52	0.56	3.36	3.54	0.13	2.27	1.89	1.05	6	4.56	2.04	1.56	2.47	4.78	1.02	1.8	2.07	9.36	1.67	1.84	12.18	2.82	0.31	1.2	1.22	1.67	2.91	2.93	3.99	2.09	1.53	1.87	0.58	1.4	2.36	51.26	3.09	0.53	1.6	1.91	5.22	2.31	1.87	2.93	0.91	1.89	4.27	1.09	11.37	2.69	1.29	0.2	2.18	3.2	2.91	2.2	2.49	2.76	0.27	2.87	7.55	3.4	1.09	1.94	0.91	4.58	2.69	2.67	0.4	1.69	1.98	4.34	1.71	0.96	0.89	0.07	1.02	1.5	1.93	3.43	3.11	1.25	1.16	2.96	0.13	2.24	1.76	0.91	2.29	0.91	1.27	3.65	0.69	2.56	1.04	3.38	3.05	1.54	2.27	1.71	0.87	5.12	3.2	4.82	8.88	0.4	4.98	2.62	6.23	10.33
"fpt13"	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0.07	0	0	0.02	0	0	0	0	0	0	0	1.29	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0.02	0	9.98	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	15.5	0.07	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt14"	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0.07	0	0	0.02	0	0	0	0	0	0	0	1.29	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0.02	0	9.98	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	15.5	0.07	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt16"	0.04	0	30.89	0.02	0	0.11	0.22	39.53	26.23	0.08	24.34	32.03	0	0	28.21	21.98	39.19	1.02	17.55	9.18	0.56	10.52	0.13	3.31	4.25	4.32	4.58	0.04	0.16	0	0.07	23.53	0	0.2	4.33	0	2.47	0	4.2	2.16	31.13	5.31	0	3.73	0	0.02	0.02	0	0	1.07	0.2	12.83	0	2.87	0	0.04	0	0.02	0.02	1.56	0.04	0	9.15	2.31	0	0.69	1.38	0.02	8.05	2.23	0.67	8.76	0	6.65	4.02	0	0	2.67	1.85	0	0.24	0	12.5	1.42	0	3.98	0.04	0.01	6.82	0	0	0	10.81	0.07	0.02	3.6	4.13	0	17.71	1.25	0.11	7.84	2.22	0	0.58	0.02	1.89	0	0	0.89	3.51	34.37	0	0	0.42	0.29	3.94	0.02	10.12	0.69	0.38	0	0	0.2	1.6	0	0.02	0	1.27	0	0.67	0.36	0	0.11	0.27	0.02	1.29	0.16	0	0	0.04	0.2	0.6	0	4.76	0	0.67	0	0	0.04	0.02	0.18	0	0	0.2	0.16	0.07	3.25	0	9.98	0	0.07	0	0	0.02	0.31	0	0	15.27	0.69	7.98	0	0.11	8.16	0.24	1.16	0.04	0	0	0.07	0	0.96	2.42	0	0	2.16	2.4	0.44	2.13	0.07	0	0.02	0	0	1.29	0	0.91	0.02	0.24	41.84	1.58	0.02	0	0	0	0	0.02	0	0.02	0	0.38	15.23	5.41	0	0.49	0.04	0	0.04	0	0	0	0.73	8.17	3.52	0	0	0	0	2.16	0.78	2.53	0	4.58	1	0.98	1.69	0.02	0	7.4	0	1.24	6.14	0.2	0.27	0.04	0.16	0	7.01	3.58	3.2	6.98
"fpt17"	0.02	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.51	0.13	0	0.09	0.02	0	0	0	0.04	0	0	0.85	0.04	0	0	0.07	0.09	0	0.02	0	0	0	0	0.04	0	1.38	0	0	0	0	0	0.02	0	0	0	0	0.78	0	0	0	0	0	0	0.02	0	0	0	0.04	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0.02	0	0.09	0.02	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.31	0.02	0.04	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0	0.07	0	0	0.58	0	0.13	0.02	0	9.98	0	0.02	0	0.1	0	0	0.04	0	0	0	0	0	0	0	15.5	0.07	0	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0.02	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0.02	0.02	0	0	0.04	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0.31	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0.02	0	0	0	0	0	0	0	0	0.49	0.07	0.02	0	0	0	0	0	0	0	0	0.49	0	0.02	0.07	0	0	0	0	0	0.02	0	0.02	0	0	0	0.11	0	0.04	0.02
"fpt18"	0.13	0	56.86	0.04	0.04	0.4	0.38	72.41	47.22	0.32	45.31	57.44	0.04	0	52.02	41.52	69.66	2.04	31.24	15.57	1.2	19.01	0.4	7.32	9.7	7.84	9.08	0.16	3.65	0	1.45	49.42	0.02	2.38	9.8	0	4.43	0.02	11.59	4.69	69.76	77.07	0.02	6.49	0.13	0.18	0.11	0	0.18	1.78	0.42	30.6	0	8.38	0.31	0.16	0.02	0.29	0.09	26.78	0.67	0	20.68	35.12	0	9.07	2.33	0.31	18.72	5.01	1.42	15.67	0.02	70.03	8.69	0.04	0	13.45	3.98	0	1.2	0	28.6	4.14	0	9.78	0.11	0.3	14.36	0.02	0.4	0.04	23.66	0.13	0.04	8.42	6.67	0	40.91	2.58	1.27	13.71	5.09	0	1.27	0.04	3.78	0	0.07	1.6	6.05	55.25	0.33	0	3.46	2.78	9.54	0.02	22.55	1.22	0.67	0.62	0.04	0.24	2.65	0	11.09	0	2.42	0.04	1.67	0.58	0.04	0.2	0.56	0.02	3.28	0.31	0.13	0.02	0.47	15.97	1.31	0	9.03	0	1.13	0	0.02	0.04	0.44	2.98	0.02	0	0.4	0.29	0.07	7.01	0.04	18.55	0.24	0.24	0	0	0.22	2.11	0	0.11	22.98	1.76	14.03	0	0.18	14.12	0.33	20.17	0.13	0	0.02	0.24	0.02	2.62	3.63	0.11	0.04	3.89	3.65	6.73	28.73	0.16	0	0.04	0	0	1.82	0	1.67	0.53	0.67	62.48	26.16	0.33	0	0	0.13	0.09	0.07	0.07	0.09	0	0.53	28.45	9.98	0	0.96	1.13	0.02	0.27	0.02	0	0.04	1.29	14.09	38.12	0.02	0	0.02	0.09	27.23	1.67	42.4	0.02	8.54	20.13	1.87	4.16	0.22	0	12.63	0.07	7.11	28.73	4.79	0.8	0.27	0.31	0.02	13.73	6.93	4.7	10.91
"fpt19"	0.58	2.29	23.17	1.2	10.46	0.76	1.49	25.2	19.74	2.77	21.22	23.07	0.53	1.25	25.74	19.96	26.74	1.93	12.56	11.81	3.85	8.63	1.82	5.09	7.4	3.21	5.72	0.6	0.91	29.64	6.29	20.07	9.85	4	5.96	2.3	4.54	5.76	7.7	3.6	39.86	90.24	1.38	2.51	0.67	0.98	1.18	8.21	5.98	2.4	2.56	18.71	2.42	6.16	3.11	3.13	6.27	1.54	0.6	1.47	1.89	2.94	10.33	4.18	1.09	1.02	3.38	0.29	9.42	4.21	1.16	6.98	0.2	4.67	7.65	0.04	1.69	5.07	3.74	0.93	1.85	0.78	13.75	4.47	0.47	9.27	1.11	2.93	6.98	0.47	5.49	2.6	17.41	1.89	1.64	7.6	4.4	0.62	17.36	1.91	3.67	7.41	5.18	0.29	2.45	2.33	2.22	0.22	5.05	2.62	2.85	24.01	2.4	0.13	4.77	4.63	4.29	2.78	17.52	1.04	0.6	2.38	6.93	0.4	13.46	1.42	1.56	1.91	1.11	5.75	1.32	2.98	0.38	0.33	0.82	0.51	2.83	2.78	2.45	1.31	4.29	1.61	65.15	0.4	6.96	0.27	14.25	1.58	0.89	1.13	1.87	7.13	0.47	0.44	0.58	0.47	0.78	4.89	0.91	8.54	0.58	17.03	1.58	0.27	3.45	4.4	4.23	1.73	12.36	1.78	8.38	2	0.42	6.38	12.65	3.58	52.26	1.31	0.44	1.73	1.29	2.6	5.12	0.42	1.73	2	11.07	3.84	1.96	10.94	0.4	0.89	0.24	0.44	4.14	0.8	1.8	2.63	0.51	32.7	1.53	7.13	1.16	0.73	0.18	1	4	1.31	0.44	0.49	4.58	13.2	7.97	1.49	1.33	1.67	0.18	1.8	1.11	1.84	2.49	1.27	21.17	2.58	2.63	0.6	0.29	0.82	0.89	8.64	1.53	0.89	4.38	1.29	1.44	6.53	0.69	3.22	28.65	12.16	1.64	28.96	3.88	0.38	4.02	5.19	0.78	7.5	3.69	4.25	4.31
"fpt20"	0.64	2.29	60.11	1.25	10.51	0.96	1.76	76.07	52.02	3.03	51.88	62.16	0.58	1.25	59.25	46.55	75.06	3.11	33.99	22.75	4.69	21.1	2.02	9.45	14.05	8.33	12.15	0.69	4.45	29.64	7.74	54.53	9.87	6.36	12.76	2.3	7.61	5.78	11.94	6.92	69.76	96.96	1.4	7	0.78	1.13	1.29	8.21	6.16	3.71	2.89	31.05	2.42	9.07	3.42	3.22	6.29	1.76	0.64	27.7	2.56	2.94	23.58	38.72	1.09	9.98	5.05	0.38	22.34	7.77	1.89	17.18	0.2	70.83	12.38	0.09	1.69	15.16	6.36	0.93	2.49	0.78	33.34	5.89	0.47	13.84	1.22	3.2	16.96	0.49	5.87	2.62	30.11	1.98	1.67	11.78	9.11	0.62	46.11	3.7	4.76	17.35	7.8	0.29	3.14	2.36	4.63	0.22	5.11	3.69	7.09	66.12	2.73	0.13	5.7	5.36	10.06	2.8	29.06	1.89	1.04	2.96	6.96	0.47	15.35	1.42	11.97	1.91	2.74	5.79	2.16	3.45	0.42	0.42	1.18	0.53	4.19	3	2.47	1.33	4.43	17.31	66.2	0.4	12.83	0.27	15.16	1.58	0.91	1.18	1.98	9.98	0.49	0.44	0.82	0.69	0.84	8.79	0.96	20.57	0.6	17.23	1.58	0.27	3.53	4.96	4.23	1.8	29.13	2.94	17.7	2	0.51	15.87	12.94	23.64	52.35	1.31	0.44	1.85	1.31	3.53	7.87	0.53	1.78	4.49	13.98	10.22	29.64	11.08	0.4	0.91	0.24	0.44	5.51	0.8	2.89	3.12	0.85	81.41	27.2	7.3	1.16	0.73	0.29	1.07	4.05	1.36	0.53	0.49	5	32.25	14.47	1.49	2.02	2.78	0.18	1.98	1.13	1.84	2.52	1.53	30.85	38.38	2.65	0.6	0.31	0.82	27.49	9.93	43.64	0.91	9.7	21.33	2.56	9.29	0.82	3.22	37.58	12.22	7.4	38.66	8.15	0.89	4.25	5.37	0.8	16.69	8.47	8.06	11.87
"fpt21"	0.58	2.29	23.17	1.2	10.46	0.76	1.49	25.2	19.74	2.77	21.22	23.07	0.53	1.25	25.74	19.96	26.74	1.93	12.56	11.81	3.85	8.63	1.82	5.09	7.4	3.21	5.72	0.6	0.91	29.64	6.29	20.07	9.85	4	5.96	2.3	4.54	5.76	7.7	3.6	39.86	90.24	1.38	2.51	0.67	0.98	1.18	8.21	5.98	2.4	2.56	18.71	2.42	6.16	3.11	3.13	6.27	1.54	0.6	1.47	1.89	2.94	10.33	4.18	1.09	1.02	3.38	0.29	9.42	4.21	1.16	6.98	0.2	4.67	7.65	0.04	1.69	5.07	3.74	0.93	1.85	0.78	13.75	4.47	0.47	9.27	1.11	2.93	6.98	0.47	5.49	2.6	17.41	1.89	1.64	7.6	4.4	0.62	17.36	1.91	3.67	7.41	5.18	0.29	2.45	2.33	2.22	0.22	5.05	2.62	2.85	24.01	2.4	0.13	4.77	4.63	4.29	2.78	17.52	1.04	0.6	2.38	6.93	0.4	13.46	1.42	1.56	1.91	1.11	5.75	1.32	2.98	0.38	0.33	0.82	0.51	2.83	2.78	2.45	1.31	4.29	1.61	65.15	0.4	6.96	0.27	14.25	1.58	0.89	1.13	1.87	7.13	0.47	0.44	0.58	0.47	0.78	4.89	0.91	8.54	0.58	17.03	1.58	0.27	3.45	4.4	4.23	1.73	12.36	1.78	8.38	2	0.42	6.38	12.65	3.58	52.26	1.31	0.44	1.73	1.29	2.6	5.12	0.42	1.73	2	11.07	3.84	1.96	10.94	0.4	0.89	0.24	0.44	4.14	0.8	1.8	2.63	0.51	32.7	1.53	7.13	1.16	0.73	0.18	1	4	1.31	0.44	0.49	4.58	13.2	7.97	1.49	1.33	1.67	0.18	1.8	1.11	1.84	2.49	1.27	21.17	2.58	2.63	0.6	0.29	0.82	0.89	8.64	1.53	0.89	4.38	1.29	1.44	6.53	0.69	3.22	28.65	12.16	1.64	28.96	3.88	0.38	4.02	5.19	0.78	7.5	3.69	4.25	4.31
"fpt22"	3.42	2.29	61.04	14.2	12.3	6.18	3.29	78.27	59.09	6.36	53.96	62.34	3.2	3.3	61.58	47.62	75.11	3.11	34.04	22.95	10.72	23.03	2.58	9.88	14.63	9.73	12.73	0.73	5.6	30.52	10.43	55.62	10.36	8.16	14.2	16.63	7.96	6.56	12.32	8.96	69.76	97.39	1.4	7.31	3.54	4.07	3	9.5	6.96	5.89	5.83	31.14	2.42	9.25	5.7	8.78	7.31	4.96	3.22	29.01	3.69	3.63	25.45	41.93	2.09	13.07	6.98	1.69	24.18	9.35	2.34	18.43	0.56	72.08	16.16	0.8	2.45	16.9	9.12	2.49	5.09	2.73	35.05	6.2	0.47	17.71	4.36	3.23	17.98	1.11	8.72	2.71	34.4	6.78	1.67	16.58	10.76	1	46.93	4.9	7.8	19.42	7.8	1.07	6.16	2.44	6.94	1.2	8.54	3.73	9.31	66.87	3.07	0.56	7.54	8.74	10.66	31.3	34	4.27	2.11	2.98	7.02	0.47	16.84	3.78	12.04	1.91	3.36	8.13	2.72	18.31	3.49	0.56	2.65	4.51	4.88	3.98	14.41	1.36	8.83	17.33	66.69	4	22.99	1	17.03	6.69	2.18	6.27	13.63	12.16	0.51	2.56	0.91	1.87	0.93	8.88	0.98	21.97	1.58	19.52	2.56	1.04	7.78	7.67	6.78	2.47	31.58	6.69	22.79	2.02	2.47	16.72	16.72	24.19	53.51	2.09	0.44	4.56	2.34	3.56	9.23	3.18	1.78	5.98	18.64	11.16	30.49	14.59	1.09	0.93	0.71	0.98	7.25	4.44	7.94	3.16	1	81.87	27.27	13.4	2.11	6.45	0.33	2.65	12.55	1.36	3.02	1.44	6.36	35.32	18.37	1.96	3.18	2.78	0.47	6.07	1.17	2.87	2.85	1.58	32.36	39.85	2.69	1.24	2.69	3.25	28.45	18.91	43.71	0.98	11.1	21.38	4.09	13.85	5.76	4.29	45.42	15.65	8.09	39.39	8.87	1.76	10.14	18.5	1.27	16.71	8.8	10.17	14.58
"fpt23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.34	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.4	0	0	0	0	0	0.04	0.02	0	0.49	0.04	0	0.27	0.2	0.02	0	0	0	0	0	0	0
"fpt24"	0	0	0.04	0	0	0.02	0	0.3	0.07	0.11	0.16	0.16	0	0	0.07	0.07	0.13	0	0.09	0.02	0	0	0	0.02	0	0	0.13	0	0	0	0	0.09	0.02	0.02	0	0	0.02	0	0.04	0	1.38	65.51	0	0	0.04	0	0	0	0.11	0	0	1.2	0	0	0.22	0	0.02	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0.02	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0.09	0	0.07	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0	0	0	0	0	0	0	0.02	0.49	1.09	0.04	0	0	0	0	0	0	0	0	0.47	0	0.02	0	0.04	0	0.09	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0.04	0.02
