"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"buddy_16"	"buddy_17"	"iris_17"	"ivy_17"	"kubo_17"	"lambchop_17"	"padme_17"	"wolverine_17"	"buddy_18"	"ginger_18"	"hamlet_18"	"hera_18"	"iris_18"	"ivy_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"franc_19"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"ginger_20"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"buddy_21"	"hamlet_21"	"jarjarbinks_21"	"joans_21"	"korra_21"	"kubo_21"	"franc_22"	"goose_22"	"grogu_22"	"hamlet_22"	"henry_22"	"hera_22"	"iris_22"	"joans_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"iris_23"	"korra_23"	"franc_24"	"ginger_24"	"henry_24"	"hera_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"jarjarbinks_29"	"joans_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"goose_4"	"grogu_41"	"hamlet_41"	"hera_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"goose_42"	"grogu_42"	"henry_42"	"ivy_42"	"lambchop_42"	"ophelia_43"	"buddy_44"	"franc_44"	"ginger_44"	"goose_44"	"iris_44"	"ivy_44"	"jarjarbinks_44"	"joans_44"	"lambchop_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"hamlet_45"	"henry_45"	"hera_45"	"ivy_45"	"jarjarbinks_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"buddy_46"	"charles_46"	"goose_46"	"hamlet_46"	"iris_46"	"ivy_46"	"joans_46"	"lambchop_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"hamlet_48"	"hera_48"	"iris_48"	"ivy_48"	"jarjarbinks_48"	"joans_48"	"korra_48"	"kubo_48"	"lambchop_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"iris_49"	"ivy_49"	"jarjarbinks_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"jarjarbinks_50"	"joans_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"franc_51"	"joans_51"	"lambchop_51"	"buddy_52"	"charles_52"	"ginger_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"kubo_52"	"marshmallow_52"	"franc_53"	"hera_53"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"iris_55"	"ivy_55"	"lambchop_55"	"ophelia_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"henry_59"	"iris_59"	"ophelia_59"	"korra_6"	"padme_6"	"iris_60"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"hera_67"	"ivy_67"	"franc_68"	"jarjarbinks_68"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"njc26"	0.58	2.89	0.82	32.78	5.67	19.68	0.76	21.65	3.4	2.65	4.85	0.44	4.67	1.72	0.91	5.02	0.04	13.73	0.51	0.18	0.31	1	0.09	0.13	0.04	0.71	0.27	0.2	0.89	8.25	0.13	0.27	2.07	0.4	0.69	5.19	0.27	3.2	0.64	0.33	1.46	0	1.53	0.16	0.13	0.09	2.82	0.44	0.16	19.38	0.33	0.22	1.27	0.2	0.56	0.73	0.27	0.09	0.09	1.22	0.07	1.78	2.07	0.2	0.13	4.34	0.69	0.24	0.93	0.51	1.24	0.2	8.18	0.36	0.27	0.31	0.27	0.84	0.24	0.2	0.58	0.07	1.22	0.04	0.2	0.62	0.4	0.3	0.93	0	2.56	0.91	0.56	0.07	0.8	4.85	0.31	0.51	2.47	0.15	0.02	1.26	1.27	2.57	0.02	0.76	0.47	0.09	1.71	2.65	3.85	0.85	1.76	11.06	0.51	0.51	3.36	0.63	0.04	0.18	2.51	0.36	0.04	0.58	0.47	1.02	0.38	1.31	0.51	0.33	0.04	0.24	0.11	0.91	0.56	0.29	1.58	0.22	2.29	1.05	0.16	3.02	0.18	0.76	0.6	4.56	0.16	1.07	2.16	0.8	0.02	0.42	0.27	2.11	0.49	0.24	2.12	0.29	3.05	0.42	0.44	0.91	0.64	0.67	0.69	0.47	0.64	1.29	0.82	0.78	0.2	0.8	0.16	0.29	1.36	0.4	0.98	0.44	0.24	0.31	0.09	0.49	0.44	0.07	0.11	1.05	0.78	0.22	0.96	1.05	0.51	0.09	0.51	0.49	0.85	0.31	0.27	0.04	0.29	0.24	0.11	0.24	0.84	1.85	0	0.85	0.56	1.56	0.85	0.67	0.71	0.4	0.8	0.09	0.07	0.98	0.07	0.29	0.84	0.65	0.24	0.58	0.4	1.82	1.29	0.78	0.38	2.85	1.25	0.76	0.13	0.27	2.65	0.47	3.31	0.4	0.31	4.01	0.64	1.8	0.2	0.82	2.71	2.25	0.02	3.43	0.13	2.38	12.55	0.44	0.2
"njc27"	0	0	0	0	0.02	0	0	0.13	0	0	0	0	0.09	0	0	0	0	0	0	0.04	0	1.38	65.46	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0.07	0	0	0.02	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0.02	0.11	0	0.04	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0	0	0	0	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0	0.49	1.09	0	0	0	0	0	0	0	0	0	0.47	0	0.02	0	0.04	0	0.09	0	0.11	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0.04	0.12	0	0	0.07	0.02	0.04	0.13	0	0.09	0.02	0
"njc28"	37.31	42.31	22.63	26.6	44.56	19.61	27.5	38.65	59.64	46.12	31.75	20.9	11.78	37.91	29.55	39.51	4.41	17.4	28.15	13.95	41.04	21.28	1.47	55.45	24.19	28.94	20.39	19.12	27.35	16.04	17.56	38.95	26.49	45.04	21.74	18.22	23.02	38.17	4.78	3.38	28.21	1.45	16.7	19.05	11.85	11.85	42.25	14.62	18.46	20.67	26.95	14.87	41.05	18.81	26.44	20.08	19.4	1.73	9.84	14.25	14.16	46.41	31.03	29.68	23.36	21.57	25.19	19.54	21.37	20.76	23.53	18.53	18.92	29.03	3.49	33.22	65.76	23.41	13.11	34.67	30.69	28.53	24.94	29.33	24.09	15.91	38.06	14.75	27.27	1.24	20.9	23.38	15.2	0.69	18.54	44.35	10.91	8.1	42.71	1.89	1.47	26.69	36.02	11.66	5.43	14.63	16.43	4.18	33.3	18.58	14.96	27.42	12.98	12.63	38.14	21.57	37.17	22.48	6.23	15.92	21.79	15.74	21.67	17.64	36.05	14.61	33.23	16.46	15.24	10.55	14.58	18.72	3.6	33.84	12.72	17.71	7.14	18.23	30.9	38.01	18.6	30.89	13.87	21.64	41.33	33.24	9.27	10.01	27.98	17.36	1.58	16.23	14.89	30.35	23.53	13.47	11.17	21.45	21.78	22.56	15.85	16.76	34.5	16.61	14.17	41.5	33.25	26.65	39.91	13.44	15.35	24.08	17.54	13.91	31.11	4.8	9.98	22.84	34.22	39.21	6.6	35.53	13.69	16.13	20.1	20.14	30.91	4.2	40.64	16.08	25.07	10.39	32.99	24.36	9.28	30.54	22.22	3.58	16.49	13.16	15.14	27.73	24.78	19.42	2	13.55	38.47	27.79	10.04	17.98	21.58	15.35	20.95	3.6	34.25	15.24	12.89	26.53	26.56	29.3	17.41	47.02	15.67	24.12	25.76	15.38	11.78	16.87	5.93	22.21	28.21	8.21	42.29	30.57	18.8	9.76	45.4	28.93	26.18	19.92	12.31	34.84	18.91	8.51	5.69	27.54	9.11	14.51	16.5	13.92	23.08
"njc29"	0.04	0.04	0.02	0.04	0.09	0.04	0.04	0.02	0.11	0.04	0.04	0.07	0	0.18	0.09	0.02	0	0.02	0.11	0	0.04	0	0	0.09	0	0	0.02	0.09	0.11	0.11	0.09	0.02	0	0.07	0	0.22	0	0.09	0	0.09	0.07	0	0.04	0.02	0.07	0.13	0.18	0.22	0.09	0.02	0.09	0.02	0.02	0.13	0.04	0.11	0.09	0	0.02	0.02	0.11	0.07	0.09	0.02	0.07	0	0	0.11	0.07	0.04	0.13	0.04	0.32	0.07	0.11	0.07	0.04	0.07	0	0.02	0.04	0.09	0.02	0	0.13	0.07	0.09	0.11	0.07	0.02	0.16	0.16	0.11	0.02	0.13	0.13	0.16	0.04	0.09	0	0.02	0.21	0.07	0.18	0.02	0.09	0.13	0.07	0.07	0.09	0	0.04	0.04	0.07	0	0.11	0.16	0.2	0	0.04	0.07	0.09	0	0.11	0.07	0.02	0.02	0.13	0.09	0.02	0.02	0.16	0.07	0.11	0.09	0.04	0.2	0.02	0.16	0.09	0.09	0.02	0.11	0.04	0.02	0	0.09	0.04	0.04	0.09	0.02	0.18	0.11	0.11	0.22	0.09	0.16	0.07	0.09	0.04	0.11	0.07	0.02	0	0.22	0.09	0.07	0.11	0.02	0.38	0.02	0.04	0.16	0.18	0.09	0.02	0.07	0.04	0.13	0.02	0.04	0.24	0.13	0	0.04	0.13	0.02	0.04	0.04	0.07	0.13	0.02	0	0.04	0.04	0.04	0.13	0.04	0.13	0.07	0.07	0.04	0.04	0.18	0	0.02	0.16	0.11	0.2	0.02	0.04	0.07	0.22	0	0.02	0	0	0.11	0.04	0.11	0.02	0.02	0.07	0.09	0.02	0.11	0.11	0.27	0.07	0.18	0.04	0.02	0.16	0	0.07	0.02	0.02	0.16	0.13	0.13	0.02	0.13	0.22	0.04	0	0.04	0.07	0.02	0	0.13	0.09
"njc30"	0	0.33	0.13	0.02	0.02	0.24	0	0.58	0.04	0.02	1	0.09	0.18	0.45	0.22	0.24	0	0.16	0.33	0.09	0.07	2.34	0.16	0.04	0	0.02	0.07	0	0.33	0.22	0	0.13	2.38	0.27	0.29	0.38	0.2	0.6	0.04	0	0.2	0	0	0.04	0.02	0	0.42	0.07	0.09	0.04	0.02	0	0.22	0	0.38	0.04	0.02	0.02	0	0.04	0	0.24	0.02	0.13	0.04	0.04	0	0.09	0.56	0	0.09	0	0.16	0.02	0.02	0.2	0.16	0.2	0.11	0	0.11	0	0	0	0	0.2	0.09	0.03	0.02	0	0.07	0.29	0.02	0	0	0.4	0.02	0.18	0.18	0.19	0.02	0.03	0.02	0.1	0	0.07	0	0	0	4.29	0.18	0.22	0.11	0.45	0	0	0.69	0	0.02	0.02	0.07	0.04	0	0.02	0.04	0	0	0.02	0.31	0.11	0	0.02	0.07	0.18	0	0.02	0	0	0.51	0.24	0	0.13	0	0.16	0.02	0.29	0.04	0.22	0.85	0.09	0	0.04	0.02	0.38	0.53	0	0.11	0.02	0.38	0.02	0.02	0.11	0.09	0.22	0.04	0	0.07	0.04	0.53	0	0	0.33	0	0.09	0.13	0.64	0.13	0.13	0	0	0.02	0	0	0	0	0.36	0.27	0.29	0.09	0.42	0.09	0	0.02	0.02	0.27	0	0	0.02	0	0.09	0.02	0	0	0.31	0	0.07	0	0.22	0.47	0.56	0.04	0.02	0.22	0.07	0	0.07	0	0	0.13	0	0.49	0.09	0.02	0.02	0	0.07	0.2	0.12	1.31	1.09	0	0.02	0.56	0.02	0	0.02	0.02	0.49	0.04	0.04	0.12	0	0.09	1.18	0.09	1.42	0.13	0.31	0.17	0.07	0
"njc31"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.02	0	0	0.02	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0.07	0	0.93	0	0	0.03	0	0
"njc32"	0	0.33	0.13	0.02	0.02	0.24	0	0.58	0.04	0.02	1	0.09	0.18	0.45	0.22	0.24	0	0.16	0.33	0.09	0.07	2.34	0.16	0.04	0	0.02	0.07	0	0.33	0.22	0	0.13	2.38	0.27	0.29	0.38	0.2	0.6	0.04	0	0.2	0	0	0.04	0.02	0	0.42	0.07	0.09	0.04	0.02	0	0.22	0	0.38	0.04	0.02	0.02	0	0.04	0	0.24	0.02	0.13	0.04	0.04	0	0.09	0.56	0	0.09	0	0.16	0.02	0.02	0.2	0.16	0.2	0.11	0	0.11	0	0	0	0	0.2	0.09	0.03	0.02	0	0.07	0.29	0.02	0	0	0.4	0.02	0.18	0.18	0.19	0.02	0.03	0.02	0.1	0	0.07	0	0	0	4.29	0.18	0.22	0.11	0.45	0	0	0.69	0	0.02	0.02	0.07	0.04	0	0.02	0.04	0	0	0.02	0.31	0.11	0	0.02	0.07	0.18	0	0.02	0	0	0.51	0.24	0	0.13	0	0.16	0.02	0.29	0.04	0.22	0.85	0.09	0	0.04	0.02	0.38	0.53	0	0.11	0.02	0.38	0.02	0.02	0.11	0.09	0.22	0.04	0	0.07	0.04	0.53	0	0	0.33	0	0.09	0.13	0.64	0.13	0.13	0	0	0.02	0	0	0	0	0.36	0.27	0.29	0.09	0.42	0.09	0	0.02	0.02	0.27	0	0	0.02	0	0.09	0.02	0	0	0.31	0	0.07	0	0.22	0.47	0.56	0.04	0.02	0.22	0.07	0	0.07	0	0	0.13	0	0.49	0.09	0.02	0.02	0	0.07	0.2	0.12	1.31	1.09	0	0.02	0.56	0.02	0	0.02	0.02	0.49	0.04	0.04	0.12	0	0.09	1.18	0.09	1.42	0.13	0.31	0.17	0.07	0
"njc33"	0	0	0.07	0	0.02	0.09	0	0.11	0.04	0.02	0	0.02	0.04	0	0	0.16	0	0	0	0	0.09	0.96	0.02	0	0	0.02	0	0	0	0.02	0	0	1.6	0	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0.02	0.04	0	0.02	0	0	0.24	0.02	0.04	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0.04	0	0	0.07	0.02	0.02	0	0.02	0.04	0.07	0.02	0	5.36	0	0.03	0	0.17	0	0	0.04	0	0.02	0	0	0	0	0.04	0.02	0.02	0.02	0.02	0	0.02	0.02	0	0.02	0.07	0.02	0	0	0.02	0	0	0	0	0	0.07	0.02	0.02	0	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.27	0.24	0.04	0	0	0	0.09	0	0	0.11	0.02	0.07	0.02	0.02	0.04	0	0.02	0.02	0	0	0	0	0.09	0	0	0	0.04	0	0.13	0	0.02	0	0.02	0	0	0.04	0	0	0.04	0.02	0	0	0.11	0	0	0	0	0.04	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0.02	0	0	0.04	0.02	0.02	0.07	0	0	0.07	0	0	0	0.02	0.04	0	0	0	0	0	0	0.08	0.04	0.02	0	0.02	0.36	0	0	0.02	0	0	0.02	0.07	0.01	0	0.07	0.07	0	0.96	0	0	0.03	0.02	0.02
"njc34"	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0.02	0	0	0.04	0.02	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0.07	0	0.04	0	0	0	0	0	0	0	0	0.07	0	0	0.07	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0.07	0	0	0	0.02	0.02	0.02	0	0	0	0	0	0	0	0.04	0.09	0	0	0	0.02	0	0	0.02	0.07	0	0	0	0.07	0	0.02	0	0.02	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0
"njc35"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0	1.98	0.04	0	0.87	0	0	0.02	0.18	0.49	0.04	0.02	0	0.09	0	0	0	0	0	0.67	0.22	0.02	0.02	0	0.02	0.24	0.07	0	1.05	0	0.02	0.36	0	0	0	0	0	0.62	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.31	0	0.04	0	0	0.02	0	0.49	0	0	0	0.09	0	0.02	0	0.04	0	0	0	0.02	0	0.02	0	0.02	0	0	0.07	0	0	0	0.27	0	0	0.02	0.18	0	0	0.07	0	0	0.03	0.02	0	0	0.02	0	0	0	4.07	0.04	0.02	0.04	0.38	0	0	0.87	0	0	0.04	0.04	0	0	0.02	0	0.02	0	0.07	0.13	0	0	0	0	0.02	0.02	0	0	0	0.87	0	0.02	0.07	0	0.16	0	0.09	0	0	0.76	0.11	0	0.02	0.07	0.64	0.6	0.09	0	0	0.29	0	0	0.04	0.09	0.16	0.04	0	0	0.11	0.36	0.02	0.02	0.07	0	0	0.04	0.49	0	0.07	0	0	0	0	0.02	0.04	0	0.18	0	0.02	0	0.07	0.09	0.02	0.02	0.04	0.2	0	0	0	0.02	0.09	0	0.02	0	0.09	0	0.04	0	0.33	0.04	0	0.02	0	0.04	0	0.04	0	0	0.04	0.07	0	0	0.02	0.02	0.02	0.02	0.18	0.02	0.01	0.62	1.53	0.02	0	0.04	0	0.09	0	0	0.07	0.02	0.11	0	0	0.16	1.18	0.07	0.24	0	0.09	0.01	0.13	0
"njc36"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0.65	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.07	0	0	0	0	0
"njc37"	0.31	0.96	0.44	1.4	0.62	2.67	0.07	1.51	0.07	0.44	27.97	4.65	0.93	8.62	2.47	1.04	0.04	2.83	5.18	0.07	0.13	0	0.18	0.31	0	0.02	0.4	0.51	5.78	10.1	0.16	0.22	0.02	0.47	0.24	4.27	0.49	4.92	0.02	1.02	8.04	0.24	0.18	0	0.44	0.67	2.31	0.16	1.29	0.98	0.29	0.02	0	0.13	0.13	0.09	0.04	0.09	0.07	0.18	0.11	0.71	0.62	0.16	0.13	1.13	0.22	0.07	0.78	0.11	0.2	0.6	2.52	0.04	0.31	2.18	0.29	0.16	0.58	0.02	0.22	0.07	0.4	0	0.16	0.16	0.6	0.22	0.2	0.24	0.58	0.49	0.09	0.09	1.24	1.49	0.13	1.69	0.89	0.09	0.07	0.91	1.09	0.1	0.07	0.36	0.09	0.09	0.44	10.8	0.09	1.8	0.8	0.72	0	0.11	3.05	0.12	0.2	0.09	0.18	0.07	0	0.07	0.04	1.91	0.02	4.07	0.27	0.71	0.02	0.13	0.09	1.6	0.2	0.09	0.16	0.62	3.36	0.07	0.09	0.31	0.11	0.18	0	0.27	0.16	0.07	4.34	0.2	0.11	2.71	2.62	2.42	1.29	0.18	0.16	0.07	1.98	0.04	0.11	6.96	0.89	0.71	0.22	0.04	0.04	0.4	0.58	0.29	0.07	0.73	0.16	7.77	0.73	1.31	0.22	0.71	0.09	0.02	0.09	0.22	0.13	0.04	0.02	0.73	0.2	1.11	0.2	1.05	0.31	0.07	0.09	0.18	2.85	0	0.13	0.24	0.13	0.49	0.18	0.07	0.58	0.96	0.09	0.8	0.04	1.27	0.78	0.13	1.65	0.11	0.76	0.2	0.04	0.02	0	3.53	0.44	0.09	0.04	0.4	0.04	2.53	0.13	1.2	1.47	1.76	2.27	8.34	0.04	0.04	0.42	0	0.73	5.52	0.16	0.8	0.11	0.22	0.01	0.38	0.58	3.98	0.2	0.89	0.04	0.64	0.23	5.36	0.2
"njc38"	0.38	1.24	7.05	1.62	3.67	5.96	2.81	4.94	0.33	0.73	28.03	4.76	16.07	8.96	2.76	4.27	0.04	4.23	5.27	7.41	1.65	39.93	6.52	0.42	2	0.13	0.53	0.53	5.8	10.35	0.62	0.49	18.35	0.73	5.8	4.96	0.76	4.94	19.96	1.07	8.15	0.42	0.47	0.11	1.04	0.71	2.36	7.92	2	1.02	0.47	0.76	0.42	6	1.96	0.98	5.56	0.18	4.03	4.2	0.18	0.8	4.16	1.67	0.18	1.76	0.22	9.22	3.71	0.13	5.51	0.62	3.46	4.6	0.56	2.45	0.47	11.27	0.73	0.07	4.6	2.07	0.42	12.16	0.33	1.34	0.98	4.25	2.76	0.24	1.42	0.6	1.58	0.13	1.27	2.45	2.04	15.11	1.04	23.39	0.09	3.72	3.22	4.19	0.09	11.43	0.62	0.31	0.58	11.16	0.31	2.82	0.93	1.69	0	1.07	3.18	1.21	0.36	0.18	0.4	0.38	0.04	2.21	0.33	2.09	0.07	4.6	0.91	1.09	0.02	3.4	0.16	2.18	0.29	0.2	0.27	0.96	3.6	0.4	0.13	0.67	0.24	0.29	3.18	0.56	6.76	0.31	5.19	0.42	0.11	2.98	4.25	2.62	1.38	6.44	0.89	4.83	2.24	0.18	4.91	7.25	1.09	17.19	0.42	0.16	0.27	0.4	2.47	1.62	0.13	1.09	1.62	8.7	1.38	16.45	1.47	0.93	0.13	0.04	0.13	0.31	0.69	0.07	0.73	1.18	0.8	15.12	0.8	1.8	0.36	0.07	0.29	0.27	3.2	0.04	0.2	0.27	0.31	9.96	3.54	0.09	0.87	1.27	0.09	1.13	0.27	1.29	1.4	1.27	5.21	2.51	1.4	0.27	0.07	0.13	0.62	3.96	0.84	0.24	3.51	0.56	0.84	4	0.27	1.24	5.39	2.32	17.67	8.47	1.47	19.21	1.34	0.38	1	5.72	0.29	5.92	2.42	1.31	18.46	0.44	0.88	22.65	3.58	16.38	21.6	1.73	10.17	10.25	0.62
"njc39"	37.2	41.53	24.39	26.53	44.79	19.55	28.23	39.9	59.57	46.05	32.99	20.21	11.76	38.34	28.99	39.4	4.19	17.89	28.31	13.88	40.86	21.3	3.06	55.38	24.86	28.51	20.28	18.96	26.4	16.55	17.54	38.26	26.51	44.84	21.68	18.38	22.27	38.32	10.56	3.34	23.25	1.45	16.17	19.05	11.8	11.81	42.58	14.51	18.39	20.49	26.41	14.91	41.1	18.59	25.97	19.97	20.85	1.73	9.28	14.6	14.14	46.34	31.12	29.57	23.32	21.57	25.17	19.49	21.35	20.72	23.44	18.2	18.39	28.9	3.44	32.49	65.54	24.03	13.09	34.64	30.18	28.58	24.92	29.31	24.07	14.51	37.91	15.13	27.25	1.22	20.84	22.47	15.63	0.69	17.76	44.35	11.47	11.43	40.38	4.84	1.47	26.71	35.91	12.37	5.23	15.7	16.51	4.2	32.75	18.38	14.87	27.38	12.52	10.88	37.63	21.35	37.37	22.32	6.16	15.92	21.73	15.74	21.67	17.49	34.32	13.14	33.19	13.96	14.83	10.57	14.58	19.38	3.44	33.66	12.32	17.64	7	17.65	31.34	37.29	18.58	30.89	13.8	21.4	41.87	32.5	11.1	10.01	28.01	17.21	1.53	16.11	14.8	30.75	23.49	14.64	11.28	22.63	21.87	22.49	16.92	15.58	34.02	32.72	14.1	41.32	33.23	26.51	39.8	13.66	15.37	23.88	17.56	13.62	30.56	9.85	8.47	22.84	34.18	39.05	6.56	35.44	13.71	16.09	20.23	19.58	30.79	7.14	40.37	15.86	23.85	10.37	32.93	23.96	9.3	30.47	22.18	3.56	16.51	15.74	15.72	27.6	23.09	18.13	1.96	5.96	38.16	28.19	9.86	17.89	21.38	15.3	20.66	3.47	34.23	15.02	12.89	25.6	26.41	29.28	18.26	46.64	15.78	23.45	25.78	15.54	11.89	16.69	11.39	22.7	28.21	9.73	40.24	30.55	15.87	9.4	44.24	27.26	26.13	19.61	18.45	34.79	18.93	13.25	6.04	31.34	17.05	14.38	19.52	15.34	22.37
