"","jarjarbinks_29","korra_29","kubo_30","hamlet_31","jarjarbinks_32","goose_37","hera_37","kubo_37","lambchop_37","ophelia_37","wolverine_37","hamlet_41","hera_41","goose_42","lambchop_42","buddy_57","joans_57","ginger_58","henry_59","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","grogu_70"
"jarjarbinks_29",0,3.39697980926674,1.88430671279019,2.27998674084088,1.24612975367092,1.55072994182618,2.92853535361873,2.02798362604249,1.03818147823584,4.18066904925981,3.23917230520388,1.64197939943036,1.74330353042853,2.8427282344355,3.96091403574687,3.67423544295181,2.98143684026904,3.66568814148221,3.40971523772015,1.62006419631636,3.02317003899112,3.63778491083875,2.96717069143902,1.40936181511677,0.913063161944529,2.29462070406792
"korra_29",3.39697980926674,0,5.04870736420168,5.2644665696118,2.27668413751315,4.79912040193726,5.85032973227173,5.28687827159475,4.07710438408051,0.90240636366199,6.3571111411966,4.68400845087919,4.71523052882327,6.14095037407731,7.32634787588128,6.99897588211055,3.62508653274539,7.012722023356,6.71691667227366,4.39078847847167,1.63142468517558,6.90699687692788,5.97928490719841,2.68473405348936,3.79041836221597,3.72676979718435
"kubo_30",1.88430671279019,5.04870736420168,0,2.15628791006494,3.04817412037296,1.26939921111281,2.43541896976044,1.54564753911811,1.69120054628692,5.77458357707086,2.13881331687037,1.74590639438982,1.92729940843606,1.77128247815165,2.65624462502153,2.16118154334843,3.73487025837927,2.33062556491731,2.44500392633952,1.83975102831685,4.50266001582195,2.70604465734881,2.55498168434976,3.2286444667955,2.0600420272611,3.84650182816543
"hamlet_31",2.27998674084088,5.2644665696118,2.15628791006494,0,3.25412838326588,1.8171022691994,1.53334728209555,1.16539144278258,2.20948010400324,6.0920841718897,2.02098048066375,1.1229554325534,0.88625256031917,2.08146528432629,2.89281563405165,2.62731016351079,4.29808716409283,2.38821601018835,2.00917146980444,2.16177033774715,4.58762347789395,2.46406001875551,1.59062061140899,3.05990121537129,2.11314244760623,3.14317493050529
"jarjarbinks_32",1.24612975367092,2.27668413751315,3.04817412037296,3.25412838326588,0,2.59354794205157,3.91097613497414,3.18411102940006,1.86937016878499,3.06243247769346,4.31090269857641,2.6203940965085,2.69807955649033,3.93129213422076,5.14436144775943,4.84449396921582,2.77531912087711,4.87283126673634,4.53730497110744,2.37282725262277,2.1708472791285,4.71780209608652,3.91331877377044,0.763496398895823,1.61165377928927,2.13107259557942
"goose_37",1.55072994182618,4.79912040193726,1.26939921111281,1.8171022691994,2.59354794205157,0,2.41398126249134,1.33097767840276,0.800604996513275,5.56498558438107,2.07006780656709,1.3490660646975,1.55131587608445,1.35759092496663,2.77991177190889,2.3855077872285,3.46008906815896,2.53938853459625,2.25865082827277,1.11518179976879,4.32435850561745,2.28940420661653,2.23572865285897,2.55736030365708,1.19378731489202,2.96286742044636
"hera_37",2.92853535361873,5.85032973227173,2.43541896976044,1.53334728209555,3.91097613497414,2.41398126249134,0,1.67059102029254,2.88544253935122,6.61638229643244,1.77530672889274,1.67035755183116,1.59196465350436,2.3392750156069,3.03520377275932,2.39513876100742,5.20816441823199,2.3321942546656,2.19156659678135,3.0994294650507,4.91354854117029,2.88542528180589,0.876128002979804,3.81921615092029,2.92188923252246,4.07918872674208
"kubo_37",2.02798362604249,5.28687827159475,1.54564753911811,1.16539144278258,3.18411102940006,1.33097767840276,1.67059102029254,0,1.86480879320634,6.08839027303849,1.6209773723099,1.13336585493969,1.14680670949735,1.5811683799622,2.31541124168904,2.20456818083294,4.32105128533882,1.82422148502396,1.85743083818304,1.96281163973534,4.66832076159349,2.00213327869875,1.80148260861937,3.05820031094687,1.84782555371266,3.21684597909613
"lambchop_37",1.03818147823584,4.07710438408051,1.69120054628692,2.20948010400324,1.86937016878499,0.800604996513275,2.88544253935122,1.86480879320634,0,4.83373965566773,2.75471243551438,1.61453171834273,1.80580170055382,2.12289357903046,3.50623595702933,3.15298659722062,2.96816985386161,3.28823404425513,2.97046417350611,1.02308445854007,3.72912372564678,2.99664388823387,2.73710371517194,1.88965765881819,0.659400844133514,2.50365347122039
"ophelia_37",4.18066904925981,0.90240636366199,5.77458357707086,6.0920841718897,3.06243247769346,5.56498558438107,6.61638229643244,6.08839027303849,4.83373965566773,0,7.11495642342531,5.50594248565114,5.54669014181072,6.90252563250959,8.09018225183238,7.74322809179085,4.23590704345004,7.78856729239224,7.50965928305291,5.18024816878762,2.20562205389728,7.69835258392735,6.75459331510869,3.47615410757191,4.58452752903726,4.49699506753103
"wolverine_37",3.23917230520388,6.3571111411966,2.13881331687037,2.02098048066375,4.31090269857641,2.07006780656709,1.77530672889274,1.6209773723099,2.75471243551438,7.11495642342531,0,2.12627055142789,2.20040949728101,1.42647617056094,2.23749252555369,1.60021937520273,5.10193547404064,1.59818436194432,1.95635055708452,2.69792574575274,5.58610573877349,1.83210933590537,1.89648849433785,4.25770141560458,2.9123576544217,4.51640852115975
"hamlet_41",1.64197939943036,4.68400845087919,1.74590639438982,1.1229554325534,2.6203940965085,1.3490660646975,1.67035755183116,1.13336585493969,1.61453171834273,5.50594248565114,2.12627055142789,0,0.403591825379023,2.06881318294748,3.12714492231996,2.74707474986507,3.91777086182617,2.66230187860319,2.42291614065066,1.79495051182354,3.88673435769654,2.76733904079908,1.68880100057623,2.49399526525571,1.55755691344612,2.91775868869653
"hera_41",1.74330353042853,4.71523052882327,1.92729940843606,0.88625256031917,2.69807955649033,1.55131587608445,1.59196465350436,1.14680670949735,1.80580170055382,5.54669014181072,2.20040949728101,0.403591825379023,0,2.20060943601036,3.19010117858623,2.83867957581283,3.97790344453725,2.70481641710728,2.36864883775873,1.90517804204184,3.94185578846635,2.79191739354782,1.6501475984901,2.53948728826621,1.67522911236813,2.8517387217356
"goose_42",2.8427282344355,6.14095037407731,1.77128247815165,2.08146528432629,3.93129213422076,1.35759092496663,2.3392750156069,1.5811683799622,2.12289357903046,6.90252563250959,1.42647617056094,2.06881318294748,2.20060943601036,0,1.78817727320014,1.26529851337135,4.51486823479646,1.59961256300852,1.36218903802981,2.14748513621658,5.59122839915413,1.26389876078997,2.03648848747647,3.8374953388696,2.4706603454197,3.96582027490849
"lambchop_42",3.96091403574687,7.32634787588128,2.65624462502153,2.89281563405165,5.14436144775943,2.77991177190889,3.03520377275932,2.31541124168904,3.50623595702933,8.09018225183238,2.23749252555369,3.12714492231996,3.19010117858623,1.78817727320014,0,1.44303074615463,5.74437283362352,0.883912309182994,1.62615532523663,3.47783271185184,6.7811101165162,1.42274840146189,2.88560648407299,4.99378746166807,3.74984078393927,4.93965151803193
