"Taxa"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"korra_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"	"ophelia_9"
"Acetate -- Production"	0.0505104927130196	0.0484384370530977	0.0451629837426383	0.0512444468233153	0.0494572253759586	0.0497424718428758	0.0458464975824329	0.0479108874696256	0.059738330821484	0.0481134739448704	0.0490668465516688	0.0512720202954217	0.046484229363955	0.0503776542682058	0.0490901695874374	0.0500640607247323	0.0504124656278643	0.0446785380716878	0.0502393676241372	0.0487574113788318	0.0489798566284991	0.0488436830835118	0.045450965833024	0.0496036512130675	0.0356122670920032	0.0378995571355406	0.0484227446252763	0.0477948853208489	0.0555959575695263	0.0391821800490531	0.0473477476202272	0.050293109523657	0.053476284713916	0.0494747302668938	0.0311752892799082	0.0502580530343478	0.0483472096282252	0.0573360776242282	0.0500947912984801	0.0504917745503932	0.0493336676245395	0.0556114745848012	0.0489348687534906	0.0530326887951124	0.0480934188711886	0.0489581707217353	0.0486180724616927	0.0511885149446929	0.0555206229012536	0.051117540990481	0.0493422090418652	0.0509790413608542	0.0519769609616294	0.0478829064296916	0.0497428593174084	0.0525117438404755	0.0473178402935523	0.0541921919744807	0.0525275498876344	0.050301116460458	0.044229527849502	0.0399696912293995	0.0475849731663685	0.0482901378097885	0.0504212919620169	0.0489132860266881	0.0506494070631163	0.050097857997173	0.0422589967213965	0.0500404677513885	0.0529639137234074	0.0459791672677958	0.0531565928156593	0.0516037957807231	0.0481199548287256	0.0470320788077798	0.0438727460663834	0.0495213715274648	0.048937583001328	0.0491005248607717	0.0479499269308186	0.0473533403709848	0.0500864752680733	0.0498315854852966	0.0471473209119315	0.0518902473378782	0.0460390111796238	0.0484108002190012	0.0536707909750428	0.0488396472692142	0.0474213992792345	0.0478193380401582	0.0499799839871897	0.0457136171421886	0.0398046869202571	0.0464936532001546	0.0501923076923077	0.0444377515538154	0.0477402928071292	0.0493669856589042	0.0367718044408582	0.0476322604513504	0.0449519930171661	0.0514133480953534	0.0492935935005837	0.050640546906417	0.0490918988469342	0.0458959931115962	0.0503678808247797
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.044556989305245	0.0453591364118651	0.039831356530013	0.045324626665953	0.0416492381236929	0.0463230108354171	0.0202569428686135	0.0349009741307012	0.0906449992355241	0.0319091165801421	0.0440878866724487	0.0448467174052209	0.037789873984043	0.0400574794546577	0.0456241489681515	0.04443155171997	0.0377111431190258	0.0337921636477776	0.0406368292139835	0.0365459820865397	0.0470120124990539	0.04203426124197	0.0378458042233397	0.0306269517175114	0.0225331689987675	0.109390534148766	0.0391802290536468	0.0420471904432209	0.0548937984301728	0.0995536970769169	0.0553982801939205	0.0426049908703591	0.0586303633951678	0.042181289040318	0.173807019221574	0.0468054814023848	0.0445037507212926	0.0715083798882682	0.0416921050094791	0.0400648397625463	0.047019343889221	0.0642251558205257	0.0403712667216297	0.0436637903886125	0.0376270453398688	0.0459103647703367	0.0339395675211227	0.0465319570991494	0.0690061139577508	0.0350148865685411	0.0324636400921223	0.0298879202988792	0.0533682072400456	0.0349712493465761	0.0414360736303045	0.113292110056562	0.044848273050265	0.0307934896871715	0.0368911271762381	0.0449172576832151	0.0349156215418665	0.0375702468901939	0.0327207676044885	0.0228265184597062	0.0377156613615086	0.0454545454545455	0.0354314176910936	0.0376753289116016	0.0356499539958791	0.0331556473444782	0.0330471216547166	0.0354762385665234	0.0728113572811357	0.0509567877029253	0.0334811158977791	0.023389744885072	0.0658601635976162	0.0419859025436715	0.0383134130146082	0.0389839336511879	0.0280695949485758	0.0474589051425124	0.0359737115185057	0.0385322854207974	0.0309223469505844	0.144937742971435	0.0692375698027059	0.0401406218482552	0.0685793440236659	0.0399802668091842	0.0353672175966199	0.0417271710647105	0.0485388310648519	0.0381921810493239	0.0998085456893097	0.0647561857764301	0.0400384615384615	0.0389343701229362	0.0522869873601891	0.0264320763412584	0.023443466232475	0.0433546059933407	0.0232033750363689	0.0306427245153329	0.0379053200867224	0.0433159073935773	0.0375117533527985	0.0378862211898516	0.0407848124261968
"D-Glucose (Glucose) -- Consumption"	0.0502815118127206	0.0492457443373161	0.0436045080958709	0.0482470695284483	0.0391992829399462	0.0492616101387019	0.0289671664717485	0.0449003290110315	0.025882969661228	0.0421074353237613	0.0475089139442999	0.046850179007516	0.0424875102527776	0.0487862809367726	0.0490724858087676	0.0494113665482148	0.0502815241587011	0.0425655708839246	0.0490703629481185	0.049198940330516	0.0487636100208678	0.0493790149892934	0.0436396773431435	0.0409560413163584	0.0433553251649387	0.0357906787575694	0.0480208961221619	0.0471904432209071	0.037013817488778	0.0371315990511037	0.0478785519657454	0.0482109107217221	0.0413413652871714	0.0470258375922771	0.024003060151095	0.0501868659903897	0.0483266012694749	0.0350093109869646	0.0477651746409177	0.0474031236993713	0.0491022352510077	0.0381711896558399	0.049280604239249	0.0461516659318511	0.0479780869314496	0.0489953390869963	0.047078619504511	0.048078539488283	0.0393059253214176	0.0508030360213025	0.0511089377543616	0.0505550992289552	0.0432955841843123	0.0486670151594354	0.0485359833864286	0.0283529862908638	0.0499155454598404	0.0487367238191902	0.0489805864673869	0.0475056513261203	0.043768443378827	0.0394645450527246	0.0478451780777362	0.0470141212499291	0.0476572600419063	0.044316508234034	0.0491000970128723	0.049771664673263	0.0410538183420374	0.045435516731322	0.044052993420082	0.0452289580748478	0.0395246289524629	0.0450356834758058	0.0458823037349952	0.0424854761303359	0.0445490856654288	0.0497016459050675	0.0463479415670651	0.0483993749749589	0.0384922932693633	0.0473533403709848	0.0485299204427534	0.048589379135711	0.0473787756046754	0.0204518564426165	0.0456697142985038	0.0482667204564447	0.0373300777123001	0.0512035190856955	0.0486640984217721	0.0474521389347888	0.044835868694956	0.0444934730649016	0.0394484928538565	0.0466918358651169	0.0465	0.0433151712619445	0.0380709890576218	0.0460324775666224	0.0333136410138182	0.0489039955604883	0.0354597032295607	0.0526242950558766	0.0481738260310199	0.0503820302177285	0.0484733013312219	0.0463565549970965	0.0487328549368698
"Sucrose -- Consumption"	0.0507394736133186	0.0481270471006135	0.0970192102629722	0.0533854306053632	0.0725226571058659	0.0517407193691094	0.0277016530223952	0.0432445218588048	0.033855361160256	0.04080413580381	0.0467701005428672	0.0507978282002039	0.0414734173439714	0.0483706237233386	0.0489398574687439	0.0493388449730461	0.0494958753437214	0.039426742815146	0.0486528612781118	0.0482275766368109	0.0485257387524733	0.0477087794432548	0.0422108969815609	0.0415565697814076	0.0332052490393678	0.0360015665953665	0.0476190476190476	0.0463442242809887	0.0362615041251849	0.0369305616983636	0.0471177324038359	0.0475061665118365	0.0403627427527565	0.0461385576377059	0.0218274839820216	0.0500800854244528	0.0474713543813371	0.0346760756640204	0.0474759808489444	0.0566909815776215	0.0484657962237951	0.0376292052185359	0.0484827531182681	0.0455218240221704	0.046824767534059	0.0486979921649086	0.0471860231991981	0.0478263793161416	0.03919889761462	0.0503627290644525	0.045398618165757	0.0502901353965184	0.0400400678928184	0.0478829064296916	0.0515912278603503	0.0190537819959735	0.0470848622517328	0.049661072244173	0.0501313188747191	0.0473676036651654	0.04209701217263	0.0382016796110374	0.0452431289640592	0.0418533431633868	0.0467656368418706	0.041259427857366	0.048839465415635	0.0481406980537132	0.0394987494654451	0.0450168848204069	0.0433743471718155	0.0433822892922065	0.0359754785975479	0.0417418241706533	0.0472834497469572	0.0397575145238697	0.0432984954634202	0.0475744082493555	0.0442895086321381	0.0480988821667535	0.0370584829183555	0.0461468858392399	0.0469733656174334	0.0479204987936265	0.0452956833699803	0.0114090934700547	0.0451101735695341	0.0473446099760828	0.0304744911135633	0.0492918662254106	0.0458058903939356	0.0465341411713651	0.041533226581265	0.0427050427050427	0.0391813473040562	0.0462261066024555	0.0479807692307692	0.0422473509843113	0.0334333606135006	0.0489874481524656	0.0305471102721863	0.0465339437661857	0.0349141693337213	0.0510673632494897	0.0460057656112263	0.0507841672890217	0.0463700697777998	0.0447546006127476	0.0487328549368698
"D-Mannose (Mannose) -- Consumption"	0.0502006950243797	0.0491073488028786	0.0436045080958709	0.0481935449338971	0.0391395279354646	0.0492616101387019	0.0288798896821379	0.0447928090660818	0.0257737588187755	0.0418902187371028	0.0475089139442999	0.0468027597979942	0.0422638132875997	0.0486675217329343	0.0490282763620931	0.0494113665482148	0.0500720178080398	0.0413406623692793	0.0489311957247829	0.0488835625078844	0.04870954836896	0.0492077087794433	0.0434709237571298	0.0403555128513092	0.0421808163561227	0.0357906787575694	0.0478199718706048	0.0469156968118427	0.0367128921433408	0.0370712878452817	0.0477900845748257	0.0476663356504469	0.0409499162734054	0.0466354344122658	0.024003060151095	0.0501868659903897	0.0479865633500948	0.0348720964422229	0.0476848430320362	0.0474031236993713	0.0486200844728163	0.0377259881537687	0.0492008191271509	0.0457895068337847	0.0478771714841779	0.0488838339912134	0.0470070170413862	0.0480449181319974	0.0392256545413194	0.0505304650480144	0.0496576963119538	0.0504226173127368	0.0428782103007875	0.0484056455828542	0.0484272558250791	0.0280653820343208	0.0491234201176539	0.048646101424584	0.0489805864673869	0.0474538834532622	0.0434226300258207	0.0391488286923028	0.0477476012359733	0.0465887823966427	0.0475235165619009	0.0438255902173428	0.0490276993469731	0.0496357507883005	0.0407687223813288	0.0456308782897491	0.0443480570062849	0.0446085927806792	0.0393901914390191	0.0444474943141714	0.0457150027186415	0.0422834049002273	0.0441917741791407	0.0478989021290404	0.0456839309428951	0.0481990464361553	0.0384922932693633	0.0470064846931081	0.0474922172258734	0.0483504932992523	0.046406665895151	0.0201701504310102	0.0454235163777571	0.0476904014062185	0.0371657314582208	0.0510390758288968	0.0474213992792345	0.0470682489609934	0.0447758206565252	0.0444266158551873	0.039300078659523	0.0465531079996433	0.0465384615384615	0.0427675711195685	0.0379194325725198	0.0458427088134031	0.0329966426996729	0.0483606178320385	0.0353869653767821	0.0523705728355765	0.0475543801967932	0.0500947894525191	0.0469391794922552	0.0461563106990528	0.0487025766796863
"Cellobiose -- Consumption"	0.0502006950243797	0.0487844258891913	0.0435716980822547	0.0477332334207568	0.0391395279354646	0.0492616101387019	0.0277278360592784	0.0447928090660818	0.0256645479763231	0.0411516823424637	0.0475089139442999	0.0468264694027551	0.0419655506673626	0.048691273573702	0.0490282763620931	0.0493388449730461	0.0499672646327092	0.0418000030622713	0.0488476953907816	0.0491358647659897	0.04870954836896	0.0492719486081371	0.0428859113256157	0.0403555128513092	0.0408033060247952	0.0357906787575694	0.0478199718706048	0.0464541228446144	0.0367128921433408	0.0370310803747336	0.0477370041402739	0.0475061665118365	0.0409064219385425	0.04693710959682	0.0234531892512193	0.0501868659903897	0.0479041299150936	0.0348720964422229	0.0476848430320362	0.0474031236993713	0.0485236543171781	0.0377259881537687	0.0491476290524188	0.0457107765950746	0.0479492539465148	0.0488838339912134	0.047078619504511	0.0479104327068554	0.0392256545413194	0.0505304650480144	0.0502255733981134	0.0504226173127368	0.0410417652132781	0.0484056455828542	0.0482641644830548	0.019485188380788	0.0497058652222028	0.0483923587196868	0.0488722822408145	0.0473330917499267	0.0428462744374769	0.0391488286923028	0.0475849731663685	0.0466738501672999	0.0470777049618831	0.0417057169634489	0.0490276993469731	0.049554202457323	0.0400171057576425	0.045212246378834	0.0439054616269806	0.0437429667888161	0.0361636911163691	0.0419967061406948	0.045464051194111	0.0422834049002273	0.0440386406850172	0.0480250941933623	0.0447875166002656	0.0481990464361553	0.0381614139575923	0.0469310812848741	0.0473192666897267	0.0479921645445641	0.0466844115264437	0.0116344582793397	0.0454235163777571	0.0475463216436619	0.0309440518395041	0.0511007420501963	0.0482912886790108	0.0462337055396992	0.0432345876701361	0.0442594728309014	0.0393297614983897	0.0465927445326357	0.0463076923076923	0.0421652109629548	0.0354945288108878	0.0457884891696262	0.0320312387429576	0.0487074546799852	0.0353869653767821	0.0523936384919674	0.0474352559979034	0.0500660653759982	0.0467659721878557	0.0461563106990528	0.0487328549368698
"Raffinose -- Consumption"	0.0501468171654858	0.0480001845273792	0.0439326082320324	0.0476261842316544	0.040991933074395	0.04933641084824	0.0439264082110004	0.0447498010881018	0.0263198130310377	0.0466472619849252	0.0472198130480871	0.0471228394622662	0.0456938334203266	0.0485131347679445	0.0490017506940883	0.0494113665482148	0.0498886997512112	0.0435301863392078	0.048708528167446	0.0483158824271477	0.0486771113778153	0.0479229122055675	0.0446521988592258	0.0423973096324766	0.0351337635032263	0.0360015665953665	0.0479405264215391	0.0472234127899948	0.0365875065827419	0.0373326364038438	0.0468523302310768	0.0475061665118365	0.0404062370876193	0.0461917944349801	0.0217796691211629	0.0500800854244528	0.0478526090182178	0.0347152798196609	0.0475563124578259	0.0477317035771396	0.0487550866907099	0.0376872749796756	0.0484827531182681	0.0455533161176545	0.0474735096950912	0.0487500278762739	0.0477230416726335	0.0478263793161416	0.03919889761462	0.050488531052124	0.045398618165757	0.0502901353965184	0.0403183171485016	0.0465237846314689	0.048459874093484	0.0192934522097594	0.0470382666433689	0.0483017363250806	0.0488452061841713	0.0476264430294559	0.0436301180376245	0.0390225421481341	0.0436168482680111	0.0402937673680032	0.0470777049618831	0.041259427857366	0.0489842607474335	0.0482766119386757	0.0411574896004769	0.0459936926125422	0.0447906523855891	0.0446085927806792	0.0359754785975479	0.0418398556975923	0.0458195658538626	0.0414751199797929	0.043464390082054	0.0477546826269582	0.0448539176626826	0.0479987178973517	0.0389886122370199	0.0463278540190017	0.0471463161535801	0.0479204987936265	0.0457585927554681	0.0114936052735365	0.0451997000861693	0.0474022418811054	0.0311083980935835	0.047852987728422	0.0454330806511744	0.0470348672241417	0.0416333066453163	0.0431229002657574	0.0392110301429229	0.0462756522686961	0.0453461538461538	0.0433151712619445	0.0339789639598678	0.0463035757855071	0.0344087260990476	0.0465917499075102	0.0361143439045679	0.0510442975930988	0.0461963643294499	0.0501378755673005	0.0469886672935121	0.0448547227617694	0.0487328549368698
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.050066000377145	0.0478848549153481	0.0434896730482143	0.0479794465556923	0.0389403445871925	0.0492081810604603	0.0288187959294105	0.0433520418037546	0.0255990214708516	0.0416186980037796	0.0466094889338601	0.0467079213789506	0.0422190738945642	0.0484893829271769	0.0489398574687439	0.0490971063891508	0.0495482519313867	0.04034542420113	0.0487920285014473	0.0482528068626214	0.0484933017613286	0.0477087794432548	0.0430771653897645	0.0396348786932501	0.0336402523018923	0.0356400445877143	0.0476190476190476	0.0468057982482169	0.0364621210221431	0.0369707691689116	0.0467638628401571	0.0476663356504469	0.0404062370876193	0.046103066439523	0.0221860954384623	0.0500800854244528	0.047801088121342	0.0347740860531216	0.0475241798142733	0.0474031236993713	0.0484657962237951	0.0376872749796756	0.0482699928193399	0.0455218240221704	0.0468680170114611	0.048712859511013	0.0470070170413862	0.0479440540631409	0.03919889761462	0.050488531052124	0.0458087516168723	0.0501841498635436	0.0420991123848744	0.046340825927862	0.0482424189707849	0.0274662064998562	0.046980022132914	0.048410483198608	0.0487098259009558	0.0472468119618298	0.0431113980081151	0.038833112331881	0.042803707919987	0.0396415811262973	0.0470777049618831	0.0433123577453474	0.048738108683376	0.0479232358377732	0.0405743387717548	0.0448773408501019	0.0436694107580184	0.0443200507833915	0.0393901914390191	0.0442906438710689	0.0456104395834205	0.0394544076787067	0.0434005844595026	0.0477546826269582	0.0454515272244356	0.047798389358548	0.0374720820580693	0.0461016437942995	0.0473884469041854	0.0482788275483147	0.0454114107163523	0.0198884444194039	0.0451437460132723	0.0475463216436619	0.0369779071678445	0.0476063228432239	0.0450602709084131	0.0469514128820123	0.0428742994395516	0.0427050427050427	0.0391071402068894	0.0461963792027111	0.045	0.0426306710839745	0.035888575672153	0.0453818418412991	0.0327516894569243	0.0464183314835368	0.0340049461739889	0.0510442975930988	0.0466013866056751	0.0499942551846958	0.0467907160884842	0.0446945273233345	0.04847548975081
"D-Xylose (Xylose) -- Consumption"	0.050066000377145	0.0478848549153481	0.0434896730482143	0.0479794465556923	0.0389403445871925	0.0492081810604603	0.0288187959294105	0.0432875298367847	0.0255990214708516	0.0416186980037796	0.0466094889338601	0.0467079213789506	0.0422190738945642	0.0484893829271769	0.0489398574687439	0.0490971063891508	0.0495482519313867	0.04034542420113	0.0487920285014473	0.0482528068626214	0.0484933017613286	0.0477087794432548	0.0430771653897645	0.0396348786932501	0.0336402523018923	0.0356400445877143	0.0476190476190476	0.0468057982482169	0.0364621210221431	0.0369707691689116	0.0467638628401571	0.0476663356504469	0.0403627427527565	0.046103066439523	0.0221860954384623	0.0500800854244528	0.047801088121342	0.0347740860531216	0.0475241798142733	0.0474031236993713	0.0484657962237951	0.0376872749796756	0.0482168027446079	0.0454745858789444	0.0468680170114611	0.048712859511013	0.0470070170413862	0.0479440540631409	0.03919889761462	0.050488531052124	0.0458087516168723	0.0501841498635436	0.0420991123848744	0.046340825927862	0.0482424189707849	0.0274662064998562	0.046980022132914	0.0483923587196868	0.0487098259009558	0.0472468119618298	0.0431113980081151	0.038833112331881	0.042803707919987	0.0396415811262973	0.0470777049618831	0.0432677288347391	0.048738108683376	0.0479232358377732	0.0405743387717548	0.0448773408501019	0.0436694107580184	0.0443200507833915	0.0393901914390191	0.0442514312602933	0.0456104395834205	0.0394544076787067	0.0433623010859717	0.0477546826269582	0.0454515272244356	0.0477583236507873	0.0374720820580693	0.0461016437942995	0.0473884469041854	0.0482788275483147	0.0453419743085291	0.0198884444194039	0.0451437460132723	0.0475463216436619	0.0369779071678445	0.0475446566219244	0.0450602709084131	0.0469514128820123	0.0428742994395516	0.0427050427050427	0.0391071402068894	0.0461963792027111	0.045	0.0426306710839745	0.035888575672153	0.0453818418412991	0.0327516894569243	0.046395209027007	0.0340049461739889	0.0510442975930988	0.0466013866056751	0.0499511690699144	0.0467907160884842	0.0446945273233345	0.04847548975081
"Lactose -- Consumption"	0.050066000377145	0.0479540526825668	0.0434404580277901	0.047604774393834	0.0390000995916741	0.0492829817699985	0.0271605369268097	0.0435025697266843	0.0256645479763231	0.0408258574624758	0.0466576724165623	0.0467671953908528	0.0414734173439714	0.0485131347679445	0.0489398574687439	0.0491696279643194	0.0495482519313867	0.0404679150525945	0.0486528612781118	0.0485681846852529	0.0485689880739996	0.0478800856531049	0.0420083926783444	0.0399951957722796	0.0347277604582034	0.0356400445877143	0.0476190476190476	0.0461244271537371	0.0367128921433408	0.0369305616983636	0.0467638628401571	0.0475061665118365	0.0404062370876193	0.0464579784213515	0.0217079468298747	0.0502580530343478	0.0475434836369632	0.0347152798196609	0.0475563124578259	0.0474031236993713	0.0485236543171781	0.0377259881537687	0.048349777931438	0.0456792844995906	0.0470121819361349	0.0487351605301696	0.047078619504511	0.0478263793161416	0.03919889761462	0.050488531052124	0.0469760545162003	0.0502901353965184	0.0404017919252066	0.0465237846314689	0.0481010731410305	0.0190537819959735	0.0476207117479178	0.0483379852829231	0.0486692118159911	0.047160532173733	0.0422122832902988	0.0390225421481341	0.042803707919987	0.0399251403618216	0.0474343542418974	0.0413710001338867	0.0488829040151745	0.0480591497227357	0.0395635440019698	0.0448773408501019	0.0434628662476764	0.0435986957901723	0.0359754785975479	0.0418986746137558	0.0451503617884479	0.0397575145238697	0.0435537179536261	0.047808764940239	0.0451859229747676	0.047798389358548	0.0373893622301266	0.0463278540190017	0.0473192666897267	0.0479204987936265	0.0455271380627242	0.0114090934700547	0.0451997000861693	0.0474886897386393	0.0307092714765337	0.0477090998787231	0.0459301603081894	0.0464506868292357	0.0438350680544436	0.0425378996807568	0.0391516644651895	0.0463450162014329	0.0448076923076923	0.0421652109629548	0.0341911430390106	0.0460053677447339	0.0307200184435383	0.0469385867554569	0.0350960139656677	0.0511019617340761	0.0464346127272294	0.0500660653759982	0.0467659721878557	0.0448146739021606	0.0485057680079935
