"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"njc57"	0	0.05	0.1	0	0.03	0.03	0.03	0.45	0.05	0	1.98	0.03	0.07	0.85	0.05	0.03	0.35	0	0.03	0.19	0.7	0.01	0.75	0.13	0	0.16	1.28	1.2	0.15	0.07	0.15	0.17	0	0.03
"njc58"	0.17	1.48	6.73	0.3	3.23	3.53	2.75	3.85	0.15	0.3	1.1	0.9	15.2	0.9	19.98	0.1	7.09	0.2	0.15	28.46	15.57	0.53	16.09	18.46	0.13	0.24	19.66	15.67	21.53	1.45	10.23	4.82	1.15	0.45
"njc59"	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.25	0	0	6.6	0.05	0	0.03	0	0	0	0.2	0.05	0	0	0	0	0	0
"njc60"	0	0	0	0	0.03	0	0	0.03	0	0	0	0	0.07	0	0.05	0	0.08	0	0	6.64	0.12	0	0.13	0.13	0	0	0.25	0.08	0.15	0	0.1	0.03	0	0
"njc61"	0	0	0	0	0.03	0	0	0.03	0	0	0	0	0.07	0	0.05	0	0	0	0	1.44	0.12	0	0.13	0.13	0	0	0.25	0.08	0.15	0	0.1	0.03	0	0
"njc62"	0.03	0.03	0.03	0.03	0.05	0.05	0.05	0	0.07	0.03	0.05	0.1	0	0.2	0	0.08	0.03	0	0.1	0.01	0.03	0.14	0.08	0.01	0.13	0.16	0.03	0.03	0.05	0.07	0	0.1	0.1	0.08
"njc63"	0.28	1.7	19.28	0.75	7.73	10.86	7.86	9.11	0.32	4.05	20.76	2.7	49.88	6.6	56.9	0.35	9.9	0.5	0.52	72.01	47.67	1.01	46.12	57.55	0.23	0.64	53.18	40.49	69.89	2.58	31.71	18.08	1.95	0.43
"njc64"	0.05	0.35	0.28	0.43	0.23	0.6	0.03	1.03	0.12	0.23	6.9	2.48	0.3	2.25	0	0.08	5.06	0.1	0.07	5.2	1.07	0.85	1.8	0.01	0.05	0.38	2.98	0.7	0.05	0.12	0.09	2.8	0.05	0.98
"njc65"	0.4	2.15	0.68	1.15	0.7	2.85	0.38	2.78	1.35	0.78	30.38	5.75	1.32	10.01	0.43	1.38	17.3	1.18	1.4	0.94	2.15	3.69	4.05	1.28	0.58	2.26	5.4	1.43	0.28	0.72	0.51	6.6	6.62	2.2
"njc66"	0	0	0	0	0.03	0	0	0.03	0	0	0.03	0	0.07	0.05	0.05	0	0	0	0	1.45	0.12	0	0.13	0.13	0	0	0.25	0.08	0.15	0.03	0.1	0.03	0	0
"njc67"	0	0.38	0	0	0	0	0	0	0	0	1.35	0	0	0.73	0	0	1.75	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0
"njc68"	0	0.05	0.05	0	0	0.03	0.03	0.4	0	0	1.98	0.03	0	0.85	0	0.03	0.35	0	0.03	0	0.5	0.01	0.63	0	0	0.16	1.18	0.25	0	0.07	0.01	0.15	0	0.03
"njc69"	33.02	39.33	22.61	24.13	38.35	14.18	22.5	37.95	34.65	39.79	23.18	14.88	7	29.22	9.78	2.5	15.42	1.2	16.4	5.5	8.6	9.48	9.41	13.73	30.16	15.08	10.33	30.21	13.25	11.03	18.68	10.6	18.02	26.94
"njc70"	0	0	0.05	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	5.35	0.12	0	0.03	0	0	0	0.05	0.93	0	0	0.04	0	0	0
"njc71"	0	0	0.05	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	5.35	0.12	0	0.03	0	0	0	0.05	0.93	0	0	0.04	0	0	0
"njc72"	0	0	0.05	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	5.35	0.12	0	0.03	0	0	0	0.05	0.93	0	0	0.04	0	0	0
"njc73"	0	0	0.05	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	5.35	0.12	0	0.03	0	0	0	0.05	0.93	0	0	0.04	0	0	0
"njc74"	0	0	0	0	0.03	0.03	0	0	0	0	0.03	0.05	0	0.1	0	0	0	0	0	0.01	0	0.05	0	0	0.03	0.01	0	0	0	0.05	0	0	0.03	0
"njc75"	0.38	2.4	0.5	1.48	0.98	3.05	0.05	2.13	0.3	0.68	28.11	5.38	1.23	9.23	0.08	1.05	14.72	0.3	0.17	1.74	1.65	2.38	3.13	0.19	0.38	0.85	4.4	2.25	0.23	1.15	0.74	5.75	0.85	2.45
"njc76"	0	0	0.03	0	0	0	0.03	0.5	0	0	0	0.05	0.05	0	0	0	0	0	0	1.68	0.07	0.04	0.08	0	0.05	0	0	0.13	0	0	0.01	0	0	0
"njc77"	0	0	0	0	0.03	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.01	0	0	0	0	0	0	0	0	0	0	0	0
"njc78"	0.12	0.92	0.4	0.68	0.4	1.3	0.2	1.78	0.72	0.43	9.38	3.68	0.6	3.55	0.28	0.43	12.58	0.8	0.1	0	1.82	1.93	3.58	0.84	0.15	1.26	4.85	1.15	0.13	0.4	0.09	3.8	3.98	1.18
"njc79"	0	0	0.03	0	0	0	0.03	0.53	0	0	0	0.03	0	0	0	0	0	0	0	2.23	0.05	0	0.03	0	0.03	0	0.2	0.1	0	0	0	0	0	0
"njc80"	0	0	0.05	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0	0.03	0	0	0	0.05	0.93	0	0	0.04	0	0	0
"njc81"	0	0.05	0.1	0	0	0.03	0.03	0.45	0.05	0	1.98	0.03	0	0.85	0	0.03	0.35	0	0.03	0.15	0.62	0.01	0.65	0	0	0.16	1.23	1.18	0	0.07	0.05	0.15	0	0.03
"njc82"	0	0	0	0	0.03	0	0	0	0	0	0	0	0.07	0	0.05	0	0	0	0	0.04	0.07	0	0.1	0.13	0	0	0.05	0.03	0.15	0	0.1	0.03	0	0
"njc83"	36.3	40.88	21.84	26.01	41.53	20.21	27.05	32.97	57.52	43.87	49.44	20.49	11.55	41.23	4.8	3.05	21.71	1.5	23.62	0.04	4.5	16.11	5.96	12.05	33.58	18.15	7.98	26	8.95	14.1	14.22	14.45	21.92	31.94
"njc84"	0	0.03	0	0	0.1	0	0	0.05	0.17	0.13	0.05	0	0.03	0.13	0	0.03	0.08	0	0.07	0	0.03	0.33	0	0.03	0.05	0.24	0.03	0.05	0.08	0.03	0.03	0.22	0	0.05
"njc85"	0	0.05	0.05	0	0.03	0	0	0.4	0	0	1	0.03	0.03	0.35	0	0	0.18	0	0	0	0.45	0.04	0.7	0	0.03	0.09	1.1	0.25	0	0.12	0	0	0.05	0
"njc86"	0	0.03	0	0	0.1	0	0	0.05	0.17	0.13	0.05	0	0.03	0.13	0	0.03	0.08	0	0.07	0	0.03	0.33	0	0.03	0.05	0.24	0.03	0.05	0.08	0.03	0.03	0.22	0	0.05
"njc87"	0	0.42	0.05	0	0.03	0.03	0.03	0.43	0	0	3.35	0.05	0.03	1.65	0	0.03	2.21	0	0.03	0	0.55	0.08	0.73	0.03	0.03	0.26	1.28	0.25	0	0.12	0.01	0.17	0.05	0.03
"njc88"	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0
"njc89"	0	0	0.03	0	0	0	0.03	0.5	0	0	0	0.03	0	0	0	0	0	0	0	0.73	0	0	0	0	0.03	0	0	0.05	0	0	0	0	0	0
"njc90"	0	0	0.05	0	0	0	0	0.9	0.07	0	0	0	0	0	0	0.08	0.03	0.05	0	1.65	0.22	0.01	0.05	0	0	0	0.25	1.45	0	0	0.04	0	0	0
"njc91"	0	0	0.05	0	0	0	0	0.88	0.07	0	0	0	0	0	0	0.08	0.03	0.05	0	0.15	0.12	0	0.03	0	0	0	0.05	1.4	0	0	0.04	0	0	0
"njc92"	0.07	0.65	0.23	0.25	0.23	0.7	0.18	2.03	0.78	0.3	3.48	1.2	0.32	1.7	0.28	0.35	7.72	0.7	0.07	0.15	1.35	1.31	2.4	0.84	0.13	1.11	2.95	2.13	0.13	0.38	0.04	1.12	3.95	0.23
"njc93"	0	0.05	0.05	0	0	0.03	0.03	0.4	0	0.03	1.98	0.03	0	0.85	0	0.03	0.35	0	0.03	0	0.5	0.01	0.63	0	0	0.16	1.18	0.25	0	0.07	0.01	0.15	0.03	0.03
"njc94"	0	0	0.05	0	0.03	0	0	0.05	0.05	0	0	0	0.07	0	0.05	0	0	0	0	0.19	0.2	0	0.13	0.13	0	0	0.1	0.95	0.15	0	0.14	0.03	0	0
"njc95"	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0
"njc96"	0	0	0.05	0	0	0	0	0.88	0.05	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0	0.03	0	0	0	0.05	1.4	0	0	0.04	0	0	0
"njc97"	0	0	0	0	0.03	0	0	0	0	0	0	0	0.07	0	0.05	0	0	0	0	0.04	0.07	0	0.1	0.13	0	0	0.05	0.03	0.15	0	0.1	0.03	0	0
"njc98"	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0
"njc99"	0.05	0.03	0.1	0	0.05	0.03	0.08	0.08	0.1	0	0.08	0	0	0.18	0.05	0.05	0	0	0.12	0.28	0.07	0.06	0.1	0.18	0.2	0.61	0.03	0	0.08	0.38	0.08	0.17	0.1	0
"njc100"	37	40.9	28.91	26.23	47.26	21.41	29.93	40.18	58.6	46	27.63	18.18	25.95	35.98	24.34	2.2	18.6	0.63	22.95	28.46	18.73	14.49	18.57	29.49	34.48	17.38	24.16	41.87	30.46	14.93	26.1	16.7	16.85	31.17
"njc101"	0	0.05	0.1	0	0	0	0	1.25	0.05	0	0.98	0	0	0.3	0	0	0.15	0	0	0.15	0.58	0	0.63	0	0	0.08	1.05	1.65	0	0.07	0.04	0	0	0
"njc102"	0	0	0	0	0.03	0	0	0.08	0	0	0	0	0.07	0	0.05	0	0	0	0	1.59	0.12	0	0.13	0.13	0	0	0.25	0.08	0.15	0	0.11	0.03	0	0
"njc103"	0.07	0.65	0.18	0.25	0.23	0.7	0.18	1.98	0.72	0.3	3.48	1.2	0.32	1.7	0.28	0.35	7.72	0.7	0.07	0	1.23	1.31	2.38	0.84	0.13	1.11	2.9	1.2	0.13	0.38	0	1.12	3.95	0.23
"njc104"	0	0	0.05	0	0	0	0	0.08	0.05	0	0	0	0	0	0	0	0	0	0	1.55	0.17	0	0.05	0	0	0	0.25	0.98	0	0	0.04	0	0	0
"njc105"	0	0.05	0.1	0	0	0	0	1.25	0.05	0	0.98	0	0	0.3	0	0	0.15	0	0	0.15	0.58	0	0.63	0	0	0.08	1.05	1.65	0	0.07	0.04	0	0	0
"njc106"	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0
"njc107"	1.3	2.1	1.38	1.9	3.53	3.1	0.75	7.81	3.15	2.95	29.46	5.93	1.88	10.48	0.45	1.78	16.12	1.23	1.7	0	2.55	4.13	4.25	1.61	1.68	2.61	5.98	2.8	0.45	1	2.63	7.95	6.92	2.35
"njc108"	0	0.28	0	0.03	0	0.25	0	1	0	0.03	0.03	0.1	0.1	0.15	0	0	0.03	0	0	1.4	0.05	0.13	0.6	0	0	0.01	0.25	0.73	0	0.22	0.04	0.05	0	0.28
"njc109"	0	0	0.05	0	0.03	0	0	0.9	0.05	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0	0.03	0	0	0	0.05	1.4	0	0	0.04	0	0	0
"njc110"	0	0	0	0	0.03	0	0	0	0	0	0	0	0.07	0	0.05	0	0	0	0	0.04	0.07	0	0.1	0.13	0	0	0.05	0.03	0.15	0	0.1	0.03	0	0
"njc111"	0	0	0.05	0	0	0	0	0.88	0.05	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0	0.03	0	0	0	0.05	1.4	0	0	0.04	0	0	0
"njc112"	0	0.05	0.1	0	0	0	0	1.25	0.05	0	0.98	0	0	0.3	0	0	0.15	0	0	0.15	0.58	0	0.63	0	0	0.08	1.05	1.65	0	0.07	0.04	0	0	0
"njc113"	0	0.05	0.1	0	0	0	0	1.25	0.05	0	0.98	0	0	0.3	0	0	0.15	0	0	0.15	0.58	0	0.63	0	0	0.08	1.05	1.65	0	0.07	0.04	0	0	0
"njc114"	37.17	41.58	22.51	26.48	44.46	19.56	27.5	38.75	59.62	46.2	31.08	20.24	11.75	37.55	4.78	3.33	23.84	1.45	24.08	8.39	4.4	16.95	5.36	12.32	34.88	18.89	7.33	27.43	9.13	14.28	16.26	13.93	22.35	32.04
"njc115"	0	0.03	0	0	0.05	0	0	0.03	0.12	0.08	0.03	0	0.03	0.1	0	0	0.05	0	0.05	0	0.03	0.21	0	0.01	0.03	0.13	0.03	0.03	0.05	0.03	0	0.12	0.03	0.03
"njc116"	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	1.4	0.05	0	0.03	0	0	0	0.2	0.05	0	0	0	0	0	0
"njc117"	0	0.32	0.1	0.03	0	0.25	0	0.58	0.05	0.03	1	0.1	0.1	0.45	0	0	0.18	0	0	5.35	0.58	0.13	1.2	0	0	0.09	1.1	1.38	0	0.3	0.08	0.05	0	0.28
"njc118"	37.17	41.58	22.51	26.48	44.51	19.53	27.5	38.68	59.62	46.2	31.08	20.19	11.78	37.55	4.83	3.33	23.59	1.43	24.08	2.56	4.42	16.9	5.38	12.44	34.86	18.89	7.38	27.4	9.28	14.28	16.34	13.95	22.35	32.04
"njc119"	0.45	1.82	0.3	0.98	0.58	2.1	0.35	1.85	1.18	0.5	7.48	3.98	0.95	3.45	0.43	1.6	11.78	0.98	1.3	0	1.57	3.18	2.88	1.26	0.53	1.86	3.95	0.95	0.2	0.88	0.29	2.1	6.58	1.73
"njc120"	4.3	2.62	1.55	2.05	6.33	5.25	5.88	1.6	25.18	6.2	4.53	4.2	4.82	7.16	0.95	1.35	4.59	0.4	8.7	0.83	0.5	7.53	0.65	5.11	4.78	3.93	1.03	0.7	3.75	3.38	0.98	2.6	6.78	4.8
"njc121"	0	0.05	0.05	0	0.03	0.03	0.03	0.43	0	0	1.98	0.03	0.07	0.85	0.05	0.03	0.35	0	0.03	1.44	0.62	0.01	0.75	0.13	0	0.16	1.43	0.33	0.15	0.07	0.11	0.17	0	0.03
"njc122"	0	0.05	0.05	0	0.03	0	0	0.38	0	0	0.98	0	0.07	0.3	0.05	0	0.15	0	0	0.04	0.52	0	0.7	0.13	0	0.08	1.05	0.28	0.15	0.07	0.1	0.03	0	0
"njc123"	0	0	0.05	0	0	0	0	0.88	0.05	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0	0.03	0	0	0	0.05	1.4	0	0	0.04	0	0	0
"njc124"	0.45	2.28	0.73	1.25	0.63	2.9	0.38	2.58	1.23	0.63	31.73	5.93	1.43	10.31	0.43	1.48	17.42	1.25	1.32	2.81	2.45	3.48	4.35	1.25	0.6	2.05	6.13	2.45	0.23	0.75	0.55	6.88	6.62	2.2
"njc125"	0.05	0.15	0.08	0.05	0.05	0.13	0.08	0.65	0.07	0.03	2.33	0.18	0.05	0.98	0	0.15	0.48	0.03	0.12	1.4	0.65	0.19	0.88	0.01	0.13	0.33	1.9	0.38	0.05	0.12	0.04	0.62	0.07	0.13
"njc126"	0	0.38	0	0	0	0	0	0	0	0	1.35	0	0	0.73	0	0	1.75	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0
"njc127"	0	0.05	0.05	0	0	0.03	0.03	0.4	0	0	1.98	0.03	0	0.85	0	0.03	0.35	0	0.03	0	0.5	0.01	0.63	0	0	0.16	1.18	0.25	0	0.07	0.01	0.15	0	0.03
"njc128"	0	0.05	0.05	0	0	0	0	1.2	0	0	0.98	0	0	0.3	0	0	0.15	0	0	0	0.45	0	0.6	0	0	0.08	1	0.73	0	0.07	0	0	0	0
"njc129"	0.28	0.95	0.4	1.38	0.6	2.6	0.03	1.5	0	0.38	27.93	4.53	0.98	8.48	0.05	0.93	7.95	0.28	0.05	0.04	1.38	1.64	2.35	0.13	0.25	0.45	3.98	0.88	0.15	0.62	0.35	5.35	0.05	1.95
"njc130"	0.03	0.35	0.15	0.03	0.08	0.3	0.05	1.4	0.1	0.05	2.03	0.25	0.22	1.05	0.05	0.03	0.43	0.03	0.05	3.38	0.85	0.36	1.5	0.15	0.08	0.25	1.63	1.73	0.18	0.3	0.24	0.28	0	0.33
"njc131"	0	0	2	0.05	1.08	2.38	0.8	1.05	0	3.38	0	1.25	11.07	0	6.13	0.03	0.3	0.1	0.05	11.02	6.15	0.04	6.53	7.3	0	0	5.63	4.18	9.43	0.17	4.05	1.77	0.25	0
"njc132"	0	0	0	0	0.03	0	0	0	0	0	0	0	0.07	0	0.05	0	0	0	0	0.04	0.07	0	0.1	0.13	0	0	0.05	0.03	0.15	0	0.1	0.03	0	0
"njc133"	36.75	39.38	21.94	25.51	43.81	17.58	27.1	36.03	58.2	45.5	20.56	14.86	10.68	33.2	4.4	1.98	6.54	0.33	22.62	0.04	2.65	13.16	1.85	11.13	34.18	16.69	2.58	26.08	8.95	13.6	15.89	8.97	15.6	29.91
"njc134"	0.85	0.25	0.73	0.65	2.85	0.2	0.4	5.3	1.85	2.25	0.13	0.1	0.45	1.1	0.03	0.28	0.4	0	0.32	0	0.28	0.43	0.05	0.34	1.1	0.5	0.08	1.4	0.2	0.22	2.13	0.92	0.3	0.13
"njc135"	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0
