"Taxa"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"goose_24"	"grogu_24"	"hera_24"	"lambchop_25"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"k__Bacteria|p__Bacillota"	0.76825	0.56125	0.7245	0.50125	0.57275	0.7515	0.4475	0.66225	0.7875	0.08975	0.56975	0.74725	0.3095	0.01375	0.29	0.726	0.63075	0.54225	0.6825	0.67825	0.14275	0.133	0.06175	0.75675	0.742	0.8025	0.467	0.69375	0.6795	0.59675	0.15375	0.4765	0.79	0.7255	0.61	0.6855	0.4765	0.65325	0.71625	0.66625	0.83175	0.575375	0.09525	0.6975	0.638	0.07875	0.626	0.59125	0.1915	0.1185	0.70675	0.6695	0.24975	0.53075	0.46	0.38625	0.852	0.63375	0.06	0.63325	0.50075	0.6165	0.67125	0.4315	0.27275	0.312	0.471	0.56675	0.51525	0.79025	0.27875	0.62975	0.08225	0.6825	0.72125	0.51075	0.765	0.6875	0.81775	0.729	0.31225	0.3995	0.7255	0.307	0.7705	0.6655	0.61825	0.7505	0.55525	0.69775	0.20125	0.81625	0.67775	0.80175	0.8145	0.3655	0.33075	0.68475	0.15175	0.47725	0.65175	0.679	0.67425	0.28425	0.4665	0.9365	0.68325	0.602	0.82525	0.81225	0.241	0.077	0.21625	0.652
"k__Bacteria|p__Pseudomonadota"	0.0335	0.243	0.0995	0.1365	0.105	0.06775	0.02175	0.03325	0.03875	0.13525	0.1255	0.017	0.69	0.98325	0.70375	0.02975	0.01675	0.27125	0.31675	0.09925	0.19275	0.1195	0.661	0.09725	0.03225	0.021	0.13075	0.11475	0.049	0.23675	0.80175	0.3325	0.01075	0.008	0.0845	0.1295	0.345	0.02	0.05675	0.21225	0.05225	0.25375	0.8615	0.03675	0.17	0.897	0.02425	0.24425	0.700625	0.8605	0.08025	0.1835	0.642	0.04175	0.34175	0.2355	0.09125	0.02925	0.3725	0.05225	0.2395	0.0935	0.21375	0.02775	0.6545	0.333	0.156	0.05725	0.077	0.0365	0.6445	0.05225	0.8855	0.03925	0.026	0.341	0.11675	0.0685	0.022	0.09975	0.51425	0.4975	0.04825	0.668	0.0895	0.0675	0.04675	0.036	0.3035	0.1325	0.74275	0.037	0.02125	0.028	0.025	0.05275	0.60825	0.04175	0.788	0.3845	0.2565	0.18175	0.03775	0.49625	0.03075	0.0075	0.19875	0.1835	0.04175	0.030375	0.56075	0.21875	0.758	0.056
"k__Bacteria|p__Bacteroidota"	0.18875	0.18425	0.08675	0.16225	0.09475	0.14025	0.47825	0.28975	0.15425	0.57175	0.156	0.2325	0.00025	0.0025	0.0055	0.23975	0.3255	0.18475	0	0.214	0.63625	0.4585	0.27	0.14325	0.22325	0.1505	0.18525	0.1915	0.26625	0.16475	0.04425	0.18925	0.1835	0.2605	0.299	0.18025	0.1775	0.3025	0.22125	0.11875	0.1145	0.16325	0.04325	0.24625	0.18675	0.024	0.32875	0.16025	0.00075	0.021	0.19475	0.14575	0.1065	0.387	0.17175	0.2525	0.035	0.29875	0.502	0.28625	0.25925	0.28325	0.07825	0.458	0.068	0.34175	0.34525	0.35625	0.37775	0.16775	0.06925	0.3115	0.03225	0.275	0.2395	0.14525	0.11675	0.2415	0.15225	0.169	0.1715	0.06925	0.223	0.02475	0.138	0.2595	0.31025	0.20725	0.12725	0.16675	0.056	0.143	0.299	0.0985	0.1465	0.56775	0.056	0.2685	0.05725	0.1225	0.08875	0.13625	0.279	0.214	0.49625	0.0325	0.115	0.18375	0.12575	0.13925	0.178	0.66675	0.02575	0.2685
"k__Bacteria|p__Fusobacteriota"	0.0065	0.0075	0.0835	0.1975	0.2265	0.03725	0.04775	0.00325	0.00675	0	0.14525	0.0025	0	0.00025	5e-04	0	0.00575	0.00075	0	0.00475	0.0035	0.01325	0	5e-04	0	0.024	0.20425	0	0.00275	0.0015	0	0	0.013	0.00375	0.0045	0.00325	0	0.002	5e-04	0	0	0	0	0.006	0.003	0	0.00675	0.00075	0.00075	0	0.01325	0	0	0.03725	0.01525	0.109	0.00025	0.0285	0	0.0235	0	5e-04	0	0.0155	0.00125	0.00375	0.01425	0.01775	0.02875	0.001	0.00725	0	0	5e-04	0.01175	0.00175	0.00025	0	0.004	0.00025	0.00125	0.00925	0	0	0	0.00525	0.0015	0.00275	0.00425	0	0	0	0	0.00925	0.012	0.0055	0.0025	0.00025	0	0.00875	0.00025	0.002	0.00475	0.00475	0.00275	0.00075	0.00075	0.0135	0.00625	0.0175	0.01975	0	0	0.01775
"k__Bacteria|p__Actinomycetota"	0.003	0.004	0.00575	0.00175	0.001	0.00325	0.0025	0.0115	0.00925	0.20325	0.0035	5e-04	0.00025	0.00025	0.00025	0.0045	0.0205	0.001	0.00075	0.0035	0.02475	0.26875	0.00725	0.00225	0.0025	0.00175	0.01275	0	0.00225	0.00025	0.00025	0.00175	0.00275	0.00225	0.00175	0.0015	0.001	0.02225	0.00525	0.00275	0.0015	0.007625	0	0.01325	0.00225	0.00025	0.01425	0.0035	0.10625	0	0.005	0.00125	0.00175	0.00325	0.01125	0.01625	0.0215	0.00625	0.065	0.00475	5e-04	0.00575	0.03675	0.06725	0.00275	0.0095	0.0135	0.0015	0.00125	0.0045	0.00025	0.00575	0	0.00275	0.0015	0.00125	0.00125	0.0025	0.0035	0.002	0.00075	0.0245	0.001	0.00025	0.002	0.002	0.02075	0.003	0.00975	0.003	0	0.0035	0.002	0.0625	0.001	0.0085	0.00225	0.0045	0.003	0.007	0.00275	0.001	0.00375	0.00075	0.00275	0.02275	0.002	0.01725	0.001	0.000625	5e-04	0.0375	0	0.00525
"k__Bacteria|p__Mycoplasmatota"	0	0	0	0.00075	0	0	0.002	0	0.0035	0	0	0	0	0	0	0	5e-04	0	0	0	0	0.007	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	5e-04	0	0	0	0	0	0.00075	0	0	5e-04	0	0	0	0.00075	0	0	0	0	0	0	5e-04	0	0	0	0.002	0	0	0	0.0025	0	0	0	0	0	0	0	0.001	0	0	0.00025	0	0	0	0	5e-04	0	0.001	0	0.00025	0	0	0	0	0	0	0.00025
"k__Bacteria|p__Campylobacterota"	0	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125	0	0	0	0	0	0	5e-04	0	5e-04	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0	0.00025	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025
"k__Bacteria|p__Deinococcota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
