"Taxa"	"Hera_1"	"Wolverine_1"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hera_67"	"JarJarBinks_68"
"chemoheterotrophy"	0.322598923411087	0.31481332150633	0.317768183327798	0.147763161929292	0.306407252724865	0.32753795267577	0.312514169122648	0.284055508354574	0.31647345942648	0.229058144446009	0.243966466254552	0.283518950185617	0.198607162252819	0.261143156790771	0.157414043781869	0.240526967977565	0.257648143491744	0.221263062244434	0.279372268155248	0.252722150308383	0.129312547917199	0.311813013265951	0.319611802253631	0.321732405259087	0.264178890534665	0.304981465495354	0.300801109228162	0.170076176434451	0.308832147341984	0.299397439116244	0.264217071791973	0.325837053571429	0.206931022992336	0.313231981981982	0.292041669619446	0.211470481350557	0.178566247932925	0.257048797323846	0.290206243660543	0.20711761920373	0.269547653218519	0.22372031041781	0.150688751324522	0.333434681260768	0.297060509293376	0.281307456588355	0.308674086619889	0.295761896678549	0.181847431847432	0.316947234403735	0.210465278099921	0.265719275960622	0.292679975801573	0.316007240755107	0.264805169753086	0.15574055666004	0.308513684899562	0.270955165692008	0.230643692120844	0.295757457403701	0.281748785565579	0.29000592366929	0.282648762506582	0.145146751280017	0.305297183191503	0.278398624585534	0.269906407487401	0.315120087336245	0.33129520542838	0.214703873548639	0.307559046024138	0.272029732645966	0.329941545789132	0.285725502512563	0.284247041218882	0.134596915940348	0.217255936675462	0.207305650952232	0.322400442477876	0.293660377358491	0.258701831228741	0.334822888283379	0.296985325719899	0.288995215311005	0.282954006638217	0.197828780459024	0.206377752434424	0.31507469443187	0.326325757575758	0.238893144389123	0.206086182198304	0.308415516107824	0.275892550213623	0.322993259803922	0.237781069072304	0.262899011118512	0.290177555201457	0.299288165755688	0.310739436619718	0.32481684981685	0.135654663985865	0.19338855771464	0.33552006084807	0.326354147365821	0.297605951071298	0.17983651226158	0.316134131195664	0.310378210920356	0.305803142032703	0.297264289203713	0.17627221631475	0.23603268052385	0.17058677890567	0.262861597089901	0.200636355252236	0.312351001775298	0.250308676619149	0.299298922505058	0.171229518771771	0.250422875553766	0.26727018652409	0.321029948060559	0.276243665322164
"fermentation"	0.302200396638021	0.29441174098863	0.303354367319827	0.146843283353264	0.302128959967403	0.301501144941057	0.300102017683065	0.24773435287454	0.311836485661989	0.224834576939321	0.239605385722754	0.265475265475265	0.193495831070504	0.253998426848453	0.155857719165319	0.237200808713233	0.251529628698349	0.216946842344389	0.275264626889252	0.239701515266885	0.128733282221654	0.303979785217941	0.311209535595649	0.306826970400056	0.259209709016198	0.295079469862388	0.283623478662764	0.162028504730311	0.300041858518208	0.284207883504896	0.259581684567552	0.308091517857143	0.204865044985005	0.30777027027027	0.281269931259301	0.200469126829429	0.174881777829354	0.252588541390113	0.283049701341147	0.202819364003934	0.26683676181364	0.217449243552559	0.149815031695574	0.316104185669403	0.291983951527061	0.276302349336057	0.301173481732398	0.291970802919708	0.175880425880426	0.308600933653982	0.205408915897388	0.257383296284535	0.279975801572898	0.312085165071977	0.256992669753086	0.153901590457256	0.30687722456327	0.251137102014295	0.221345073629877	0.283601035004638	0.269743233865371	0.278666328171279	0.270186062840091	0.14437152953054	0.299426083514744	0.263784845879897	0.254355651547876	0.298908296943231	0.313548579524271	0.205239535564445	0.301264653230929	0.258002637573432	0.321786822544562	0.253140703517588	0.273840293837573	0.133709025676337	0.198627968337731	0.195597876990322	0.289214601769912	0.259245283018868	0.249196216392526	0.283923705722071	0.289617486338798	0.282240360258936	0.273115220483642	0.189185202666824	0.197429599087639	0.303531009506564	0.314646464646465	0.23219073152049	0.197065314181734	0.29585798816568	0.26445022835535	0.30047487745098	0.229388268031058	0.241020648665266	0.271966765308445	0.28530570738528	0.295082997987928	0.301373626373626	0.135380491074149	0.182279166989239	0.317170564746149	0.309925267123711	0.288752684792289	0.174120364885677	0.310771141470024	0.304634051891055	0.293363257454312	0.265266243282853	0.172474555673705	0.222275621770996	0.168083408984622	0.24987008487788	0.197454578991054	0.299518133400964	0.244415759344483	0.284995059521009	0.167333247322926	0.241320982682239	0.236162585819309	0.316609570118245	0.24469955527976
"anaerobic_chemoheterotrophy"	0.302200396638021	0.29441174098863	0.303354367319827	0.146153374421243	0.301619639401039	0.301501144941057	0.300102017683065	0.24773435287454	0.311836485661989	0.224834576939321	0.239605385722754	0.265475265475265	0.193495831070504	0.253867330886209	0.15567341756599	0.237331246331442	0.251278182884922	0.216946842344389	0.275159302754226	0.239853803396025	0.126382144986796	0.303979785217941	0.311209535595649	0.306826970400056	0.259209709016198	0.295079469862388	0.28346941919581	0.159632633001597	0.299874424445375	0.284207883504896	0.259581684567552	0.307979910714286	0.204865044985005	0.30777027027027	0.281269931259301	0.200303941326109	0.174881777829354	0.252588541390113	0.283049701341147	0.202819364003934	0.26683676181364	0.217370855216744	0.149815031695574	0.316104185669403	0.291820191599116	0.276302349336057	0.301173481732398	0.291970802919708	0.175617175617176	0.308600933653982	0.205176972677089	0.257065735154017	0.279975801572898	0.312085165071977	0.256992669753086	0.153901590457256	0.30687722456327	0.251137102014295	0.221269166540155	0.283503393057658	0.269743233865371	0.278497080477278	0.2702738283307	0.144173216989976	0.299426083514744	0.263907650742969	0.254355651547876	0.299017467248908	0.312579226008501	0.205141965069763	0.301264653230929	0.258122527274907	0.321425994082413	0.253140703517588	0.273840293837573	0.133636544838458	0.198627968337731	0.195493807888438	0.289214601769912	0.259245283018868	0.249196216392526	0.282942779291553	0.289617486338798	0.282127779341402	0.273115220483642	0.189185202666824	0.197298008597245	0.303531009506564	0.314520202020202	0.23219073152049	0.196987881838244	0.29585798816568	0.264548445710357	0.30047487745098	0.229298505453077	0.241020648665266	0.271966765308445	0.28530570738528	0.295082997987928	0.299542124542125	0.135212940961433	0.182279166989239	0.317170564746149	0.309925267123711	0.288752684792289	0.174001895510011	0.310771141470024	0.304634051891055	0.293363257454312	0.259281875915975	0.172474555673705	0.222275621770996	0.168083408984622	0.247055257231942	0.197454578991054	0.299416687801167	0.244415759344483	0.284995059521009	0.16728164107857	0.241320982682239	0.236162585819309	0.316609570118245	0.244440997000724
"animal_parasites_or_symbionts"	0.0322976673906884	0.0184662527215547	0.0218532049153105	0.119890841075645	0.0323927880207803	0.0271393435671275	0.0187032418952618	0.0758283772302464	0.0157413056741916	0.0695480782767845	0.0619442797866034	0.0481740481740482	0.0975305881225442	0.0683665443104352	0.113898388384904	0.0675666862323094	0.0683932612522001	0.0806451612903226	0.034651640423403	0.0682250818548694	0.118834653718375	0.0176879343019583	0.026509476975184	0.021092596498629	0.0454871231305844	0.0299091047580358	0.0449083346171622	0.0955891387148298	0.0202595228128924	0.0551092141601808	0.0412097230073488	0.0177455357142857	0.0966677774075308	0.020777027027027	0.0258663454042945	0.0839803098880042	0.121616524993472	0.0695056549673446	0.0393328073932154	0.0880778057042946	0.0496996757561261	0.072156463118288	0.134013719257152	0.00405391709739536	0.0200605911733399	0.0465270684371808	0.0307887732881684	0.0154472924800543	0.102521352521353	0.0308388739567124	0.0834067820197616	0.0689901556049539	0.032788868723533	0.0293078182915266	0.0518904320987654	0.116625248508946	0.0202921081700282	0.0635152696556205	0.0737437376650979	0.0338817556022067	0.0587786259541985	0.0318185664720318	0.0409864841144462	0.120501911011755	0.019790223629527	0.0466044455360432	0.062922966162707	0.0233078602620087	0.00350458578778615	0.0821055712752464	0.0192874054397413	0.0488550533509172	0.00404127877606986	0.113143844221106	0.0597877839749694	0.120807436533966	0.121213720316623	0.0886148402539286	0.034679203539823	0.102867924528302	0.0566609198080239	0.00991825613079019	0.0477681586541413	0.0431747818744723	0.0401849217638691	0.0931028379255413	0.0999210457057637	0.0152406820582466	0.0155934343434343	0.0800459594025278	0.0938092841379844	0.0153846153846154	0.0453273093355596	0.0130974264705882	0.0835689601005341	0.0572833939642363	0.0413726382881857	0.0504639633913817	0.0198692152917505	0.00934065934065934	0.124748674830927	0.105403731516606	0.00342270393610953	0.0186523377184856	0.0333176174760333	0.104608458713423	0.0179519024500395	0.017813347102104	0.018275088169285	0.0192965315095261	0.098404982530761	0.11360086507269	0.120326813567715	0.047981985103066	0.0984967259983399	0.0208470707583059	0.0777303850039286	0.0201853855926222	0.117120371564959	0.0627466774063633	0.0536484598092229	0.0140346999668472	0.0524873306443272
"human_associated"	0.00604400793276041	0.0184662527215547	0.0116904682829625	0.115230122957103	0.0154324131608434	0.00491900602154185	0.00714123781455452	0.0332058906825262	0.0123245881635143	0.0665211882303252	0.0594885257007367	0.0384183717517051	0.0946874101523816	0.0507341373885684	0.111666291237483	0.0643709645861866	0.0533065124465678	0.0724670604270786	0.0304386750223814	0.0526155486179852	0.118800579265696	0.0176879343019583	0.00736012505699212	0.00906981649441046	0.0392278656409766	0.0188391814350277	0.0222615929748883	0.0954048408895442	0.0202595228128924	0.0202108963093146	0.0355568117580554	0.00334821428571429	0.0923025658113962	0.0142454954954955	0.0208348097229112	0.0778023720638277	0.112303809219879	0.0529920883555461	0.0284571170968105	0.0813754416639347	0.0413012278743422	0.0672963862977189	0.131689996839738	0.000456065673456978	0.0138377139114059	0.0324821246169561	0.0150616985240745	0.00441351213715838	0.0974318474318474	0.00848776347432452	0.0786751403256483	0.0466020959034614	0.0316999395039322	0.00861994655633135	0.0439332561728395	0.114587475149105	0.0153827271611504	0.0386614684860299	0.0658114467891301	0.0224576478054972	0.0351839000693963	0.0313954472370314	0.0312006319115324	0.119131751640586	0.017613299030279	0.0353063981333661	0.0387329013678906	0.0103165938864629	0.00350458578778615	0.074836569421407	0.0156493618987122	0.0347080685769092	0.00303095908205239	0.0193938442211055	0.0297918650523738	0.119919546269955	0.067598944591029	0.0788843792278073	0.00652654867256637	0.0149433962264151	0.0465029588555985	0.00850136239782016	0.0216737275127402	0.0279200675485505	0.0250711237553343	0.0859047731429583	0.0775945258355996	0.0150897842160857	0.00321969696969697	0.0619494446572195	0.091563746176778	0.00861275476660092	0.0386485291951088	0.0130974264705882	0.0626093981419146	0.0524670799815545	0.0313567038470294	0.0183678657683996	0.0196177062374245	0.00778388278388278	0.124032778894779	0.105171479445692	0.0027571781707549	0.00327342350688654	0.0260883231180261	0.0955159341310271	0.011403409732415	0.017813347102104	0.0118627765309394	0.018685881778212	0.0938174084763785	0.0596539709239457	0.120079227531567	0.0419192794041226	0.0982661625011528	0.013086482373827	0.0521382871253788	0.0151508022396838	0.0968391175332215	0.0492549335481273	0.0493347104927395	0.00884075588462814	0.041576171269004
"human_pathogens_all"	0.00122768911134196	0	0.00252407837927599	0.107978413516083	0.0016298258123663	0.000339241794589093	0	0.00849617672047578	0.0024405125076266	0.0515275235815852	0.0410703700567364	0.0316843650176983	0	0.00950445726271631	0.10120205598673	0.000130437618209091	0.0199480345318917	0.0556565197637438	0.000105324135025541	0.0357115662834082	0.118800579265696	0	0.00117240930111379	0.000773395204949729	0	0.00903874473163053	0.00323524880603913	0.0940226071999017	0	0.00100426813959327	0	0.000390625	0.0892369210263246	0.00377252252252252	0	0.0682546499719185	0.101859641997157	0.0480539478574842	0.0131297193733799	0.0681892689323571	0.0266305214479349	0.061338872775731	0.130239994051271	0.000202695854869768	0	0.0203268641470889	0.00725864989112025	0	0.0836550836550837	0.000495119536002263	0.0666140928700654	0.00317561130517625	0.000483968542044767	0.000560296526161538	0.0321662808641975	0.101665009940358	0.0105551691690873	0.0103151397011046	0.0519963564596933	0.0184543279792999	0.000485773768216516	0.0135398155200135	0.0265490609092505	0.0995709237758708	0.00217692459924797	0.0213066437430922	0.0200143988480922	0.00665938864628821	0.00178957572142271	0.0129280905454191	0.0138592134896345	0.000119889701474643	0.00144331384859638	0.00102072864321608	0.00319684396680724	0.00237374744052041	0.0474934036939314	0.00587990425642627	0.000221238938053097	0.00332075471698113	0.0138856530450585	0.004141689373297	0.00135077055320194	0.0118772867998874	0	0.0677326095934863	0.0614966225107466	0	0.00113636363636364	0.001579854461892	0.0780518022377947	0.000131492439184747	0.0177773412562	0.000153186274509804	0.0163816704815762	0.0344827586206897	0.0103573867516504	0.0106139570357188	0.00333249496981891	0.00613553113553114	0.0951836958508499	0.101184485561663	0.00123597642137288	0.000555864369093941	0.00277646812300278	0.0842613434427201	0.00541944224906853	0.00703498128307732	0	0.0157547630679043	0.0427768494607322	0.0100324402258801	0.116668042144645	0.036895894682141	0.0928248639675367	0.00958660918082678	0.0233471770120103	0	0.0325119339440072	0.000161095449053564	0.0290418615954797	0.000221018897115703	0.0244079015410073
"human_gut"	0.00547738218906412	0.0184662527215547	0.00989704417137164	0.0453346824885782	0.0141081796882958	0.00449495377830549	0.00714123781455452	0.0272585669781931	0.011104331909701	0.0358299310150641	0.0313320348886443	0.00768367435034102	0.0946874101523816	0.0412296801258521	0.041099256650216	0.064175308158873	0.0335261084569609	0.0338482507950931	0.0303333508873558	0.02741186324526	0.0678933469631144	0.0176879343019583	0.00638311730606396	0.00829642128946073	0.0392278656409766	0.0121870715482659	0.0197196117701433	0.0574702051849122	0.0202595228128924	0.0196459954807934	0.0355568117580554	0.00323660714285714	0.00489836721092969	0.0105292792792793	0.0208348097229112	0.0340942878852952	0.0121268386086048	0.00552222163224128	0.0190465457004395	0.0343131898153207	0.022378142773614	0.0273575291996551	0.00864424739278345	0.000202695854869768	0.0138377139114059	0.019050051072523	0.0111904185821437	0.00441351213715838	0.0401310401310401	0.00799264393832225	0.032379273553834	0.043585265163544	0.0314579552329099	0.00823204896129644	0.0212191358024691	0.0431411530815109	0.00810047866464837	0.0298083170890188	0.0281235767420677	0.0107406141678465	0.0346981263011797	0.0224253194550224	0.0125943479024048	0.0432321338429365	0.0153704070189326	0.0294731671374186	0.0334773218142549	0.00567685589519651	0.00298262620237119	0.0656161576739194	0.00629439279320899	0.0345881788754346	0.00238146785018402	0.0192368090452261	0.0289076316147463	0.118035044485114	0.0367282321899736	0.0741492350921012	0.00625	0.0141132075471698	0.0332230557755929	0.00610354223433243	0.0211825382206668	0.0247678018575851	0.0250711237553343	0.0364623281609534	0.0366698833230985	0.0150897842160857	0.00265151515151515	0.0605610877058598	0.0139378218281776	0.00848126232741617	0.0250945342041939	0.0129442401960784	0.0495489430456443	0.0198288671414664	0.0235033007056681	0.011440193212152	0.0165367203219316	0.00467032967032967	0.0498537744470846	0.00584501045134319	0.00171135196805476	0.0027175591377926	0.0238881030960239	0.0390948939699088	0.00750818561589703	0.0107783658190267	0.0118627765309394	0.0155105031753786	0.0644083244721252	0.0519043614081461	0.00420896261450854	0.0189676078295514	0.00585631282855298	0.0074562515850875	0.0367044561679201	0.0151508022396838	0.0738743387949942	0.0490535642368103	0.0233914575612127	0.00861973698751243	0.0218740304064536
"mammal_gut"	0.00547738218906412	0.0184662527215547	0.00989704417137164	0.0453346824885782	0.0141081796882958	0.00449495377830549	0.00714123781455452	0.0272585669781931	0.011104331909701	0.0358299310150641	0.0313320348886443	0.00768367435034102	0.0946874101523816	0.0412296801258521	0.041099256650216	0.064175308158873	0.0335261084569609	0.0338482507950931	0.0303333508873558	0.02741186324526	0.0678933469631144	0.0176879343019583	0.00638311730606396	0.00829642128946073	0.0392278656409766	0.0121870715482659	0.0197196117701433	0.0574702051849122	0.0202595228128924	0.0196459954807934	0.0355568117580554	0.00323660714285714	0.00489836721092969	0.0105292792792793	0.0208348097229112	0.0340942878852952	0.0121268386086048	0.00552222163224128	0.0190465457004395	0.0343131898153207	0.022378142773614	0.0273575291996551	0.00864424739278345	0.000202695854869768	0.0138377139114059	0.019050051072523	0.0111904185821437	0.00441351213715838	0.0401310401310401	0.00799264393832225	0.032379273553834	0.043585265163544	0.0314579552329099	0.00823204896129644	0.0212191358024691	0.0431411530815109	0.00810047866464837	0.0298083170890188	0.0281235767420677	0.0107406141678465	0.0346981263011797	0.0224253194550224	0.0125943479024048	0.0432321338429365	0.0153704070189326	0.0294731671374186	0.0334773218142549	0.00567685589519651	0.00298262620237119	0.0656161576739194	0.00629439279320899	0.0345881788754346	0.00238146785018402	0.0192368090452261	0.0289076316147463	0.118035044485114	0.0367282321899736	0.0741492350921012	0.00625	0.0141132075471698	0.0332230557755929	0.00610354223433243	0.0211825382206668	0.0247678018575851	0.0250711237553343	0.0364623281609534	0.0366698833230985	0.0150897842160857	0.00265151515151515	0.0605610877058598	0.0139378218281776	0.00848126232741617	0.0250945342041939	0.0129442401960784	0.0495489430456443	0.0198288671414664	0.0235033007056681	0.011440193212152	0.0165367203219316	0.00467032967032967	0.0498537744470846	0.00584501045134319	0.00171135196805476	0.0027175591377926	0.0238881030960239	0.0390948939699088	0.00750818561589703	0.0107783658190267	0.0118627765309394	0.0155105031753786	0.0644083244721252	0.0519043614081461	0.00420896261450854	0.0189676078295514	0.00585631282855298	0.0074562515850875	0.0367044561679201	0.0151508022396838	0.0738743387949942	0.0490535642368103	0.0233914575612127	0.00861973698751243	0.0218740304064536
"nitrate_reduction"	0.000377750495797526	0	0.00192627034207904	0.0669824916444363	0.00157889375572986	0	0.000396735434141918	0.00630133106768621	0.0012202562538133	0.0309728283823736	0.0287915996274028	0.0309073642406976	0	0.00871788148925013	0.0708127700530379	0.00045653166373182	0.0193613276338949	0.0392435256701499	0.000105324135025541	0.0257366938247164	0.0532924439901184	0	0.00104214160099003	0.000632777894958869	0	0.00665210988676179	0.00254198120474503	0.0414055780808453	0.000167434072833822	0.000439367311072056	0	0.000223214285714286	0.0874041986004665	0.00388513513513513	0.000141733399475586	0.0445340116951336	0.100118947460037	0.0474698667233048	0.00941057139637101	0.0468801223909955	0.0195077871684474	0.0400172454338794	0.123008569888275	0.000101347927434884	0.000327519855891263	0.0133810010214505	0.00308492620372611	0	0.0575055575055575	0.000495119536002263	0.0466205872802338	0.00285805017465862	0.000241984271022384	0.000474097060598224	0.0227141203703704	0.0714711729622266	0.0079368326310191	0.0196556205328135	0.0378776377713678	0.0122540643460431	0.000624566273421235	0.00905475162900905	0.0190012287168685	0.0762601860532199	0.00204498977505112	0.0109910352449957	0.0137508999280058	0.00496724890829694	0.00149131310118559	0.0554200409796078	0.00923947565975631	0.000239779402949287	0.000938154001587645	0.00102072864321608	0.00272071826962318	0.115933100186638	0.030712401055409	0.0615568737641794	0.000497787610619469	0.00249056603773585	0.0133730953823214	0.00239782016348774	0.000245594646036716	0.00326484660849986	0.000118539592223803	0.0495604460440144	0.0408807790157031	0.000528142447563	0.000820707070707071	0.0217349674454232	0.0775484920051105	0.000591715976331361	0.014192407798458	0	0.0206902742246757	0.0326894502228826	0.0080810380150239	0.00762679547476802	0.00308098591549296	0.00283882783882784	0.0834247243039054	0.0993264689943485	0.00066552576535463	0.000555864369093941	0.00246215097700246	0.0564802748489516	0.00389522411651801	0.00729314573383245	0.000128246232766912	0.0092818759159746	0.0674464529849613	0.00817013096239337	0.115925284036203	0.0243807379178936	0.092317624273725	0.00608673598782653	0.0154899539791222	9.41043617371665e-05	0.0731260482518385	0.000523560209424084	0.0365149766085424	0	0.0203743923880443
"aerobic_chemoheterotrophy"	0.0203985267730664	0.0204015805177002	0.0144802391232149	0.00160978750804894	0.00478761332382602	0.0260368077347129	0.0124121514395829	0.036321155480034	0.00463697376449054	0.00422356750668731	0.00431873994411042	0.0180436847103514	0.00511133118231479	0.00727582590456214	0.00172014826039768	0.00319572164612274	0.00636996060682256	0.00431621990004543	0.00421296540102164	0.0128683469123582	0.00293040293040293	0.00783322804801011	0.00840226665798215	0.0148351262040357	0.00501696210999092	0.00995277509775047	0.0173316900323525	0.0104435434328542	0.00895772289660946	0.0151895556113482	0.00463538722442058	0.0178571428571429	0.00206597800733089	0.00551801801801802	0.0107008716604068	0.0111665400244475	0.00368447010357133	0.00446025593373334	0.00715654231939592	0.00429825519979602	0.0027108914048796	0.00634945520106608	0.000873719628948004	0.0173304955913652	0.00532219765823303	0.00500510725229826	0.0075610936365836	0.00379109375884117	0.00623025623025623	0.00834630074975244	0.00524191677877256	0.00865354080660527	0.0125831820931639	0.00392207568313077	0.0078125	0.00181411530815109	0.0016364603362926	0.0198180636777128	0.00937452558068924	0.0122540643460431	0.0120055517002082	0.0115088431920115	0.012374934175882	0.000955505877262566	0.00587109967675968	0.0144909738425642	0.0155507559395248	0.0161572052401747	0.0187159794198792	0.00956190847887599	0.00629439279320899	0.0139072053710586	0.00851555170671863	0.0326633165829146	0.0104067473813087	0.000960371101889938	0.0186279683377309	0.0118118430637944	0.0331858407079646	0.0344150943396226	0.00950561483621453	0.0518801089918256	0.00736783938110149	0.00686743596960315	0.00989805595068753	0.00864357779220013	0.0090797438371787	0.0115436849253056	0.0118055555555556	0.00670241286863271	0.00913701653180533	0.0125575279421433	0.0113441045032657	0.0225183823529412	0.00848256361922714	0.0218783624532459	0.0182107898930116	0.013982458370408	0.0156564386317907	0.0252747252747253	0.000441723024431853	0.0111093907254006	0.0184445712112569	0.0164906429497869	0.00885326627900885	0.00586423409548632	0.00541944224906853	0.00574415902930167	0.0123757614620071	0.0379824132877382	0.00379766064104512	0.0137570587528535	0.00250336992104756	0.0158063398579595	0.00318177626118233	0.0129850367740299	0.00583679425300258	0.0143509151649179	0.00397368081537866	0.00914216673378977	0.0311076007047816	0.00442037794231407	0.0318026683214397
