"ID"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"korra_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"	"ophelia_9"
"f__Selenomonadaceae"	1470	1575	1020	1748	699	1818	823	593	422	1327	1051	1514	924	1514	2062	783	705	769	622	1334	1675	777	1263	78	261	412	393	1569	456	598	1004	491	649	903	336	560	1712	617	1057	815	944	693	656	1073	1067	2442	421	1050	1142	904	532	1406	932	590	1707	219	1497	2027	1380	1010	1099	43	418	410	378	495	1239	644	738	501	473	965	439	689	751	342	1184	948	373	857	222	1073	405	699	626	95	1570	479	364	893	638	1017	724	627	1007	1812	817	404	207	1044	177	1528	70	1747	661	1367	1330	623	1196
"f__Acidaminococcaceae"	809	606	283	290	691	605	455	835	463	582	574	497	877	308	298	1326	1015	752	752	767	621	1230	495	278	63	1054	1357	521	726	611	1036	650	710	1021	180	1043	465	519	836	1121	568	571	964	449	610	345	533	653	390	737	596	567	1302	809	704	376	829	1593	688	745	463	81	529	559	189	317	571	628	654	987	1032	667	663	506	1033	924	327	609	693	1045	956	719	760	1209	1157	221	380	1119	581	1309	1113	790	692	435	230	382	654	954	513	1912	713	448	156	549	606	695	1548	381	921
"f__Lachnospiraceae"	402	427	345	603	438	365	244	837	181	837	1163	566	543	662	313	472	478	346	377	356	451	329	336	109	98	342	703	435	766	358	392	312	429	454	212	283	243	392	245	371	399	383	471	614	683	295	127	503	152	848	218	452	1087	558	322	217	489	1655	441	713	479	48	222	382	390	368	565	348	404	632	694	497	461	430	329	368	293	427	1124	320	418	413	440	285	441	96	151	595	398	541	555	606	469	434	335	324	622	629	274	1053	518	207	114	389	514	437	1646	584	717
"f__Bacteroidaceae"	290	369	556	310	533	478	1400	896	214	433	464	214	419	206	622	561	817	588	252	288	338	647	482	980	1133	655	754	235	235	411	361	287	175	307	160	87	292	213	157	634	142	134	980	163	811	273	235	179	81	131	61	474	356	1031	291	350	227	895	567	434	443	151	1473	1497	205	247	489	955	518	898	881	292	136	96	634	1293	414	140	188	376	1292	446	130	58	361	214	180	110	137	312	395	196	455	1069	223	154	737	381	491	693	836	322	2339	91	211	304	227	347	523
"f__Veillonellaceae"	335	425	71	154	70	165	206	109	83	319	159	238	586	435	445	483	644	545	378	423	593	339	452	69	85	143	443	625	254	129	405	1292	609	398	105	9	713	271	328	467	897	504	480	560	156	279	172	433	259	803	276	454	1220	280	256	67	345	398	219	162	436	63	212	279	55	481	162	416	429	429	385	680	427	730	294	162	348	1221	673	455	159	397	1447	453	601	29	398	1026	250	362	555	736	93	210	244	286	307	600	274	391	333	542	42	972	595	738	1791	441	215
"f__Enterobacteriaceae"	6	0	16	342	438	148	0	53	2133	0	92	443	1	213	0	7	3	0	74	17	0	4	0	1	5	1071	27	0	895	1405	363	99	853	231	2807	0	0	1528	179	43	0	1289	2	633	15	2	5	280	1828	16	114	103	1173	3	67	2547	13	341	155	497	0	25	9	30	2572	385	485	48	118	6	85	0	1065	593	0	183	809	1	163	0	236	270	85	70	19	3176	1049	26	1202	49	44	0	1096	76	1699	804	243	0	1325	15	4	246	15	1	211	0	0	50	0
"f__Prevotellaceae"	447	90	26	21	52	66	293	136	67	83	84	78	350	119	2	143	92	517	397	229	3	261	512	1506	239	67	65	289	324	152	163	363	362	134	73	674	307	206	170	122	812	215	159	325	160	23	257	201	68	271	67	183	681	183	244	49	127	218	168	69	426	1608	570	244	35	1243	99	548	445	208	132	434	340	613	513	226	226	360	328	508	264	166	284	980	335	24	27	289	725	55	245	310	82	424	39	32	212	519	464	404	600	107	539	24	385	178	737	863	88
"f__Succinivibrionaceae"	41	76	20	30	66	38	23	32	139	23	33	63	37	144	24	45	30	24	932	94	25	35	26	19	10	102	62	23	65	26	63	310	10	222	8	1192	16	43	742	30	5	15	29	14	37	14	2022	504	11	106	1922	62	659	24	45	14	32	258	78	50	25	859	16	20	15	5	53	26	29	16	24	36	182	3	85	37	13	11	144	48	44	44	147	15	44	6	16	54	20	24	53	20	44	38	55	25	22	30	21	1670	26	35	15	13	272	43	65	4	55
"f__Tannerellaceae"	12	53	17	13	49	15	153	105	28	75	60	38	105	112	142	22	37	153	72	187	104	100	145	43	385	48	58	60	106	101	42	101	85	129	23	0	114	85	119	33	56	80	54	76	165	167	90	86	30	51	32	87	205	85	20	51	85	55	37	41	291	197	75	78	26	236	68	49	406	89	68	175	92	158	80	105	145	97	137	80	123	124	131	101	128	40	35	170	146	22	65	64	60	307	32	41	66	184	198	200	492	60	185	15	104	16	129	264	40
"f__Sutterellaceae"	62	67	30	25	41	84	63	44	30	18	30	30	31	67	25	43	78	40	71	72	36	96	34	750	463	24	40	61	133	51	34	51	47	21	19	137	22	73	39	49	27	81	47	41	42	42	36	65	29	87	16	97	197	69	53	16	36	188	87	78	92	605	166	61	20	142	90	182	82	48	47	67	117	82	61	56	94	76	92	117	74	171	128	87	100	8	114	67	78	39	36	78	50	91	36	27	43	121	60	66	91	202	344	15	115	122	174	205	43
